,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,ingredients_origins,markets,traceability_code,manufacturing,link,generic_name,palm_ingredients,brand_owner,producer_info
626,Mughetto,2480667016404,,,['France'],[],[],?,380,"36,5","1,54","11,8",1590 kj(380 kcal),26,"1,54","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Yaourt au lait fermier,3760216180183,,,['France'],[],[],?,68,"3,3","10,3","4,3",285 kj(68 kcal),2,8,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Nestum - Nestlé,9556001455796,['Nestlé'],,['France'],[],[],?,362,"1,8","76,5","7,5",1515 kj(362 kcal),"1,8",13,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Saucisson corse fume - Salaisons sampiero - 1,2742821002761,['Salaisons sampiero'],['Sans colorants'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,['FR 2A.031.007 CE'],,,,,,
630,Madeleines chocolait,0013251457233,,,['France'],[],[],?,472,25,55,6,1975 kj(472 kcal),6,31,"0,58","0,232",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,,+7%,+10%,+4%,+6%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,25 g,en quantité élevée,6 g,en quantité élevée,31 g,en quantité élevée,0.58 g,en quantité modérée,+7%,-13%,+13%,-28%,-28%,18,-2%,D,-2%,,,,,,,,,,
631,8435055815422,8435055815422,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Pain polka rond campaniere - Intermarché - 500g,0260078014433,['Intermarché'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,['Intermarché'],,,,,,,
633,Salade de saucisse de viande,2433110015158,,,['France'],[],[],?,304,29,"1,1","9,7",1272 kj(304 kcal),"9,3","0,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 88.470.033 CE', 'Tholy (Vosges, France)']",,,,,,
634,Huile d'olive,5200118470091,,,['France'],[],[],?,825,92,0,0,3452 kj(825 kcal),13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,lindt excellence - 100g,3046920043618,['Lindt'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100g,,,,,,,,,
636,Ananas Morceaux - Vertu - 294g,2427409021197,['Vertu'],['Sans conservateurs'],['France'],[],[],?,?,?,?,?,,,,,,,"['Plastique', 'Frais']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits en conserve au jus', 'Ananas au jus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294 g,,,,,,,,,
637,Coconut water 1L,0898444455759,,,['France'],[],[],?,18,0,"4,5",0,75 kj(18 kcal),0,4,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Glace bio au lait de brebis rhum raisin - L'Étoile de la Bergère - 430g,3770008553156,"[""L'Étoile de la Bergère""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['GLACE FERMIERE BIO RHUM RAISINS GRÉDIENTS: lait entier pasteurisé de brebis', 'suUcre de canne', 'sultanines', 'rhum', ""poudre de caroube 'Ingredients agricoles issus de l'agriculture biologique""]",[],?,191,"6,5",25,"4,5",799 kj(191 kcal),"4,3",25,"0,1","0,04",A,['pot carton'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,,,-18%,-44%,-10%,+42%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,6.5 g,en quantité modérée,4.3 g,en quantité modérée,25 g,en quantité élevée,0.1 g,en faible quantité,-18%,-43%,+7%,-33%,-33%,11,-18%,D,-18%,430g,['France'],,"['FR 66.116.001 CE', 'Montferrer (Pyrénées-Orientales, France)']",['66150 Montferrer'],,,,,
639,sandwichs triangulaires rôti mayonnaise - ENTR(A)CTE - 2,3283040197733,['ENTR(A)CTE'],['Fabriqué en France'],['France'],[],[],?,183,"4,8",24,"8,8",766 kj(183 kcal),"0,8","2,4","0,8","0,32",,['emballage plastique'],['Sandwichs'],,,,,-24%,-54%,-4%,-17%,,,,,,,,4.8 g,en quantité modérée,0.8 g,en faible quantité,2.4 g,en faible quantité,0.8 g,en quantité modérée,-24%,-76%,-26%,-39%,-39%,-2,-126%,A,-126%,2,['France'],['distributeur automatique'],['EMB 49331H 19676'],['ROEZE-SUR-SARTHE'],http://www.divaetdevient.fr,,,,
640,Sirop de groseilles - Dia,8480017080691,['Dia'],,['France'],[],[],?,70,"0,1","17,4","0,1",293 kj(70 kcal),"0,1","17,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dia'],,,,,,,
641,Roquefort,0299275018838,,,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,,,,,,,,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,"['FR 12.203.026 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,,,,,
642,9007075847944,9007075847944,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Filet de poulet l’extra tendre - Le Gaulois - 2filets,2424503042110,['Le Gaulois'],,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,2 filets,,,,,,,,,
644,Ail lamelles déshydratées - Goutina - 65g,4007747001983,['Goutina'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65g,,,,,,,,,
645,Salade vosgienne -,2433114020332,,,['France'],[],[],?,220,"20,1",5,"4,8",920 kj(220 kcal),2,"1,3","1,8","0,72",,,"['Plats préparés', 'Salades', 'Salades composées']",,,,,+45%,+124%,-50%,-13%,,,,,,,,20.1 g,en quantité élevée,2 g,en quantité modérée,1.3 g,en faible quantité,1.8 g,en quantité élevée,+46%,+48%,-42%,+105%,+105%,8,+426%,C,+426%,,,,"['FR 88.470.033 CE', 'Tholy (Vosges, France)']",,,,,,
646,Nutri Free Lasagne,8008696023152,,['en:gluten-free'],['France'],[],[],?,358,"1,3","79,1","6,6",1498 kj(358 kcal),"0,3","0,3","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Passionnée,3760273190040,,['Bio'],['France'],[],[],?,52,"0,2","13,67","0,5",218 kj(52 kcal),"0,04","10,89","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Mouna - Korcarz - 420g,3760256050637,['Korcarz'],"['Kascher', 'Kascher pareve']",['France'],"['Farine de blé', 'huile de tournesol', 'sucre', 'œufs frais', 'sel', 'eau filtrée', ' Topping au sucre perle et fourrée de fruits confits']",['Non végétalien'],?,?,?,?,?,,,,,,C,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches aux fruits']",,"['Œufs', 'Gluten']",3,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,,,,,420 g,,,,,,,,,
649,Sainsbury’s Super Soft Pure White Toilet Tissue,00278492,['Sainsbury'],,['France'],[],[],?,?,?,?,?,,,,,,,['Roll'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Duo ananas et carotte au surimi,2253021016668,,,['France'],[],[],?,180,15,"6,8","3,7",753 kj(180 kcal),"1,1","2,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Câlin sur lit de fraise,0200194024077,,,['France'],[],[],?,101,"2,4","14,1","5,2",423 kj(101 kcal),"1,6","13,1","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,,,,,
652,Pates fraiches emmental & basilic,0209490017196,,['Bio'],['France'],[],[],?,265,"6,9",40,"9,3",1109 kj(265 kcal),"2,7","2,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,03438954,03438954,,['Sans conservateurs'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Collation aux fruits et légumes à 100% - SunRype - 14g,0061522020440,['SunRype'],"['Végétarien', 'en:gluten-free', 'Végétalien']","['Canada', 'France']",[],"['Végétalien', 'Végétarien']",?,50,0,12,"0,2",209 kj(50 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14g,,,,,,,,,
655,Aboca Colilen Ibs Syndrôme De L'intestin Irritable 96 Gélules,8032472012115,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Total collagen protein - Truthnutra - 471g,0797648955693,['Truthnutra'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471g,,,,,,,,,
657,Alb Gold Kids Pasta,4018722342441,['Alb Gold'],"['Bio', 'Fabriqué en Allemagne']",['France'],[],[],?,358,"1,7",72,12,1498 kj(358 kcal),"0,4","3,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Les saveurs de l'asie,3760282080028,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Bastella aux herbes,3770001316017,,,['France'],[],[],?,300,"16,4","34,1","6,1",1255 kj(300 kcal),"5,5","2,4","1,46","0,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Le Yaourt sur Lit de Fruits,3760166270187,,,['France'],[],[],?,99,"2,9","14,2","3,1",414 kj(99 kcal),0,"2,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Turrón Artesano - Berclau,8436000412628,['Berclau'],,['France'],"['Fruits confits ', '46 %', ' ', 'sucre ', 'citrouille', 'sirop de glucose', 'amandes en poud re ', '26% ', 'sorbitol', 'parfum de citron ', 'huile essentielle', 'colorant fruit E-120', 'E-100 et E-133', 'acide sorbique et conservateur E-200', "" Peut contenir traces d'autres noix"", 'oeufs', 'lait et sulfites']",['Non végétalien'],?,430,17,60,8,1799 kj(430 kcal),"2,5",58,0,0,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón aux fruits']","['E420 - Sorbitol', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,4,,-1%,-7%,+7%,+4%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,17 g,en quantité modérée,2.5 g,en quantité modérée,58 g,en quantité élevée,0 g,en faible quantité,-1%,+52%,+8%,-100%,-100%,16,+7%,D,+7%,,,,,,,,,,
662,Nougat traditionnel,3770006004018,,,['France'],[],[],?,434,"14,5","70,8","6,2",1816 kj(434 kcal),"1,2","61,4","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Orange au gingembre confit - L'Epicurien,3441260003696,"[""L'Epicurien""]",,['France'],"['sucre de canne', 'oranges amères 38%', 'gingembre confit 5%', 'gélifiant ', 'pectine de fruits', 'citrate de calcium', 'gingembre']",[],?,224,"0,5",55,"0,5",937 kj(224 kcal),"0,1",54,"0,02","0,008",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'oranges amères""]",['E440 - Pectines'],,4,,-3%,+123%,-1%,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,0.02 g,en faible quantité,-3%,+192%,+1%,+124%,+124%,12,+20%,D,+20%,,,,,,,,,,
664,Bananes - Bio Village,2860144013322,['Bio Village'],['Bio'],['France'],[],[],?,97,"0,2",21,"1,2",406 kj(97 kcal),"0,1",16,"0,01","0,004",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,-1%,-6%,-3%,0%,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,0.2 g,en faible quantité,0.1 g,en faible quantité,16 g,en quantité élevée,0.01 g,en faible quantité,-1%,+14%,+7%,-41%,-41%,-1,,A,,,,['Leclerc'],,,,,,,
665,Tonic barre abricots,3760115090255,,,['France'],[],[],?,349,"6,4","65,75","4,2",1460 kj(349 kcal),"0,7","59,7","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,vin rouge - les caves du buisson - 5l,3198129274826,['les caves du buisson'],,['France'],[],[],?,?,?,?,?,,,,,,D,['Cubi'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,,,,,5l,,,,,,,,,
667,salade gourmande bio - la vie Claire - 300g,3760242950538,['la vie Claire'],['Bio'],['France'],"['chou chinois', 'riz mélange sauvage', 'tommettes de yenne', 'tomate', 'figue', 'ciboulette', 'noix']",[],?,?,?,?,?,,,,,,,,,,['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300g,,['La Vie Claire'],,,,,,,
668,Impact Whey Protein Raspberry - MyProtein,5055534305799,['MyProtein'],,['France'],[],[],?,410,"7,2",6,79,1715 kj(410 kcal),"4,8",6,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Karavan - Kusmi Tea,3585810057583,['Kusmi Tea'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Confiture 55% fruits Rhubarbe - la chauveliere - 350g,3770002248317,['la chauveliere'],,['France'],['rhubarbe sucre Agar agar'],[],?,212,0,53,"0,5",887 kj(212 kcal),0,53,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",,,,,-4%,-100%,-3%,+7%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0 g,en faible quantité,0 g,en faible quantité,53 g,en quantité élevée,0 g,en faible quantité,-4%,-100%,+0%,-100%,-100%,7,-17%,C,-17%,350g,,,"['EMB 79269', 'Saint-Maixent-de-Beugné (Deux-Sèvres, France)']",,,,,,
671,Noisettes décortiqué,0200166064681,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Caldo Knorr Arroz,8722700086703,['Knorr'],,['France'],[],[],?,260,22,"2,5",12,1088 kj(260 kcal),15,2,55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,02088433,02088433,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Coffee - Fountain - 120g,5425005961029,['Fountain'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,
675,Chorizo courbe - Teyssier Salaison - 1,3330180016063,['Teyssier Salaison'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"['FR 07.204.003 CE', 'Saint-Agrève (Ardèche, France)']",,,,,,
676,Jambon sup - Vpf,2245699019157,['Vpf'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",,,,,,
677,Cheese cake nature - Auchan,2090000181869,['Auchan'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,
678,Petit épautre,3760072045039,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,95,"0,76","17,69","3,32",397 kj(95 kcal),"0,11","2,51",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Ice tea passion - Bolero,3800048203039,['Bolero'],['en:gluten-free'],['France'],[],[],?,1,0,0,0,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Poulet - Volae - 1kg 270,0212446033263,['Volae'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg 270,,,,,,,,,
681,Cafe en poudre,3760018750058,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Silhouette - Yoplait,6091002313551,['Yoplait'],['Sans sucre ajouté'],['France'],[],[],?,46,0,"6,3","4,1",192 kj(46 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,mozzarella,0087111000082,,,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Johannisbeer Herzen,9000331609973,,,['France'],[],[],?,379,12,"62,8","4,2",1586 kj(379 kcal),"7,2","43,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Olives vertes farcies aux poivrons rouges - GAEA - 295g PNE,15201671100558,['GAEA'],,['France'],"['Olives vertes ', '50%', 'eau', 'poivrons rouges ', '8%', 'sel', 'jus de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,108,9,5,"1,6",452 kj(108 kcal),"1,3",,"3,2","1,28",A,"['Bocal', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au poivron']",,,3,,-24%,-35%,+165%,+45%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,9 g,en quantité modérée,1.3 g,en faible quantité,,,3.2 g,en quantité élevée,-24%,-43%,,-8%,-8%,,,,,295 g PNE,['Grèce'],"['Leclerc', 'Auchan', 'Super U', 'Monoprix', 'Intermarché']",,['Grèce'],,,,,
686,Crevettes sauvages géantes - Gineys - 4/6,3267180361544,['Gineys'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/6,,,,,,,,,
687,Green coffee,5081304362563,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,extra virgin olive oil,8420670010000,,,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,2116118072780,2116118072780,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Olives Vertes Farcies Féta - Pot De 230 g - GAEA - 230g PNE,5201671000626,['GAEA'],['Sans conservateurs'],['France'],"['Olives vertes dénoyautées ', '50%', ""huile d'olive extra vierge "", '20%', 'fromage féta ', '5%', 'fromage de chèvre ', '4%', 'ail', ""melange d'herbes et d'épices""]",['Non végétalien'],200,?,"19,2",4,"2,9",200 kj(48 kcal),"5,9","0,4",,,A,"['Bocal', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies']",,['Lait'],3,-70%,,+21%,+134%,+73%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,19.2 g,en quantité modérée,5.9 g,en quantité élevée,0.4 g,en faible quantité,,,-71%,+119%,+92%,,,,,,,230 g PNE,['Grèce'],"['Super U', 'Intermarché', 'Auchan', 'Monoprix', 'Leclerc']",,['Grèce'],,,,,
691,Sauce pour Nems et rouleaux de printemps,8936022600350,,,['France'],[],[],?,93,"0,1","21,9","1,33",389 kj(93 kcal),"0,05","20,7","3,8","1,52",,,"['Epicerie', 'Sauces', 'Sauces pour nems']",,,,,-38%,-62%,-36%,+28%,,,,,,,,0.1 g,en faible quantité,0.05 g,en faible quantité,20.7 g,en quantité élevée,3.8 g,en quantité élevée,-38%,+6%,-33%,+1%,+1%,15,-10%,D,-10%,,,,,,,,,,
692,Melon -,3661156108025,,,['France'],[],[],?,?,?,?,?,,,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Fruits frais', 'Melons', 'Melons frais']",,,,,,,,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Moule de Filet de hoki pané,3492500042838,,,['France'],[],[],?,178,"6,4","14,5","15,3",745 kj(178 kcal),"0,8","0,45","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",,,,,,
694,PACIMO milk compound strawberry nougat bar,8697439303769,,,['France'],[],[],?,469,"24,19",0,"3,26",1962 kj(469 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Pécorinos pepato - Auchan - 426gr,0201497047237,['Auchan'],,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite']",,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,426gr,,['Auchan'],,,,,,,
696,11742661,11742661,,['Sans arômes artificiels'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Pâte à tartiner - 250g,3700774301217,,['en:palm-oil-free'],['France'],[],['Sans huile de palme'],?,505,"38,9","46,6","6,7",2113 kj(505 kcal),"7,6","4,6","0,1","0,04",,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,,,,-3%,+21%,-7%,+8%,,,,,,,,38.9 g,en quantité élevée,7.6 g,en quantité élevée,4.6 g,en faible quantité,0.1 g,en faible quantité,-3%,-6%,-89%,-45%,-45%,14,-32%,D,-32%,250 g,,,,,,,,,
698,Flocons d'avoine fins bio - bionut,8426904175019,['Bionut'],"['Bio', 'Point Vert']","['France', 'Espagne']",[],[],?,376,"7,6",56,14,1573 kj(376 kcal),"1,3","1,1",,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,,,,+2%,+7%,-6%,+14%,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,7.6 g,en quantité modérée,1.3 g,en faible quantité,1.1 g,en faible quantité,,,+1%,+4%,-33%,,,,,,,,,,,,,,,,
699,Coconut butter,5060541480025,,,['France'],[],[],?,520,40,36,8,2176 kj(520 kcal),40,4,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
