,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,manufacturing,traceability_code,palm_ingredients,link,producer_info,brand_owner
20,crème glacée cerise gourmande - U - 489g,3256223379844,['U'],"['Magasins U', 'Super U']",['France'],"['Lait écrémé reconstitué', 'crème', 'sauce à la cerise 16% ', 'sirop de glucose-fructose', 'purée de cerise 3,2%', 'eau', 'amidon de maïs', 'jus concentré de sureau', 'stabilisants: pectines - gomme xanthane', 'colorant: anthocyanes', 'correcteurs d acidité: acide malique - acide citrique', 'arôme naturel', 'eau', 'sucre', 'cerises glacées 6,4% ', 'cerises 3,3% ', 'contient des sulfites', 'sirop de glucose-fructose', 'sucre', 'jus de cerise amarena concentré', 'correcteurs d acidité: acide citrique-acide tatrique', 'lactose et protéines de lait', 'sirop de glucose', 'biscuits enrobés de beurre de cacao 3,2% ', 'sucre', 'farine de blé', 'beurre de cacao', 'beurre', 'amidon de blé', 'sirop de glucose', 'protéines de lait', 'poudres à lever: carbonate acide de sodium - carbonate acide d ammonium', 'sel', 'émulsifiant: mono - et diglycérides d acides gras', 'stabilisants: farine de graines de caroube - gomme guar et carraghénanes', 'arôme naturel de vanille', ' Pourcentages exprimés sur le produit fini', ' Traces éventuelles d oeuf', 'soja et de fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",879,209,879 kj(209 kcal),"7,1","4,6",34,23,"2,1","0,12","0,048",B,crème glacée cerise gourmande,489 g,"['Plastique', '1 kg', 'Surgelés']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['E440 - Pectines', 'E415 - Gomme xanthane', 'E163 - Anthocyanes', 'E296 - Acide malique', 'E330 - Acide citrique', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",4,7.1 g,en quantité modérée,4.6 g,en quantité modérée,23 g,en quantité élevée,0.12 g,en faible quantité,-2%,-5%,-4%,-35%,-33%,+30%,+3%,-37%,-21%,-21%,11,-13%,D,-13%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Colorants naturels', 'Arômes naturels']",,,,,,,
21,Panaché - U - 33cl,3256223667705,['U'],['Magasins U'],['France'],"['Limonade ', 'eau gazéifiée', 'sucre', 'arôme naturel', 'acidifiant : acide citrique', 'colorant : E150c', 'antioxydant : acide ascorbique', 'bière ', 'eau', ""malt d'ORGE"", 'extrait de houblon']",['Sans huile de palme'],159,?,159 kj(38 kcal),0,0,"8,3","7,1",0,0,0,C,,33 cl,"['boîtes', 'canettes']","['Boissons', 'Boissons alcoolisées', 'Boissons sans alcool', 'Bières sans alcool', 'Panaché', 'Boissons avec sucre ajouté']","['E330 - Acide citrique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E300 - Acide ascorbique']",['Gluten'],4,,,,,,,,,+9%,,+15%,-100%,-100%,+17%,+17%,-100%,-100%,-100%,,,,,16.9%,14.1%,42.2%,17.6%,7.2%,2.0%,57,['Transformé en France'],,,,,,,
22,"Yaourts 0% mg, aux fruits avec morceaux, fraise-ceris-pêche-ananas-poire-pruneau - U - 1.5kf (2x6pots de 125g)",3256224241249,['U'],"['Super U', 'Magasins U']",['France'],"['Lait écrémé', 'fruit 1 cerise 12% ', 'dont 10,3% de morceaux', 'fraise 12% ', 'dont 10,3% de morceaux', 'ananas 12% ', 'dont 8,6% de morceaux', 'poire 12% ', 'dont 8,6% de morceaux', 'pêche 12% ', 'dont 10,3% de morceaux', 'eau', 'pruneau 5% ', 'dont 5% de morceaux', 'poudre de lait écrémé', 'protéines de lait', 'amidons', 'arômes naturels', 'épaississant : pectines', 'jus concentré de citron ', ' denrées alimentaires colorantes : jus concentrés de carotte et de potiron', 'concentrés de raisin', 'de carotte', 'de citrouille et de carthame ', ' ferments ', 'dont lait', 'édulcorants : acésulfame K et sucralose', ' Contient des sucres naturellement présents dans les fruits et le lait']",['Non végétalien'],?,45,188 kj(45 kcal),0,0,"6,5","6,1","4,6","0,11","0,044",,"Yaourt brassés aux fruits en morceaux,",1.5 kf (2x6 pots de 125 g),"['Frais', 'Emballage carton', 'Pots plastiques', 'Opercules film plastique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits', 'Yaourts aux fruits en morceaux']","['E440 - Pectines', 'E950 - Acésulfame K', 'E955 - Sucralose']",['Lait'],4,0 g,en faible quantité,0 g,en faible quantité,6.1 g,en quantité modérée,0.11 g,en faible quantité,,-54%,-54%,-100%,-100%,-52%,-52%,+33%,-4%,-4%,-2,-168%,A,-168%,,,,,,,,"['Peu ou pas de matière grasse', 'Point Vert', 'Arômes naturels', 'Sans aspartame', 'Sans matière grasse', 'Sans conservateurs', 'Triman', 'en:lait-francais-french-milk', '0\xa0% sucree ajouté']",['Partiellement de France'],"['Yonne', 'France']","['FR 89.209.001 CE', 'Jouy (Yonne, France)']",,,,
23,Vin d'Espagne Rouge CHASTAGNAC - U - 5l,3256225445301,['U'],['Magasins U'],['France'],['Contient des SULFITES'],[],?,?,,?,,?,,?,,,D,,5 l,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,['Anhydride sulfureux et sulfites'],3,,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['Conditionné en France'],,,,,,,
24,"Café torréfié et moulu tradition - U - 48dosettes, 336g",3256225722129,['U'],['Magasins U'],['France'],['100 % café'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,"48 dosettes, 336 g",['Dosettes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,1,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,['Conditionné en France'],,,,,,,
25,Terrine de Canard - U - 180g,3256225736256,['U'],"['Super U', 'Magasins U']",['France'],"['Gorge de porc ', 'France', 'viande de canard ', '23%', ' ', 'France', 'foie de poulet', 'viande de porc', 'eau', 'couenne de porc', 'oignons', 'fécule de pomme de terre', 'arôme naturel', ""blanc d'OEUF poudre"", 'Armagnac', 'sel', 'épices et aromates', 'dextrose', 'Traces éventuelles : gluten', 'lait', 'céleri', 'moutarde']","['Non végétalien', 'Non végétarien']",1011,243,1011 kj(243 kcal),"19,3","7,7","2,1","0,3","15,2","1,63","0,652",C,,180 g,"['Bocal', 'Verre', 'métal']","['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,"['Œufs', 'Anhydride sulfureux et sulfites']",4,19.3 g,en quantité modérée,7.7 g,en quantité élevée,0.3 g,en faible quantité,1.63 g,en quantité élevée,-9%,-21%,-21%,-27%,-19%,+22%,-52%,+7%,+7%,+7%,17,-5%,D,-5%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,"['Viande Française', 'Point Vert', 'Conditionné en France', 'Transformé en France', 'Triman', 'Volaille-francaise']",['France'],['France'],"['FR 22.225.001 CE', ""Ploumagoar (Côtes-d'Armor, France)""]",,,,
26,Salade radiatori aux 3 fromages - U - 300g,3256226386801,['U'],['Magasins U'],['France'],"['Salade composée 275 g : pâte alimentaire radiatori cuite 30% ', 'eau', 'semoule de ble dur', 'huile de colza', 'sel', 'curcuma', 'carotte', 'mélange de salade 16% ', 'frisée et mâche', 'courgette', ""fourme d'ambert* aop "", 'lait', ' 7%', 'fromage de chèvre* 7%', 'mimolette 7% ', 'lait de vache', 'sel', 'ferment lactique', 'coagulant', 'colorant : rocou', 'tomate cerise mi-séchée aux herbes* ', 'tomate cerise', 'huile de colza', 'sel', 'ail', 'origan', ' *produit décongelé', 'ne pas recongeler', ' pourcentages exprimés sur la salade composée', "" vinaigrette à l'huile de noix 25g : huiles végétales "", 'huile de colza', 'huile de noix 6%', 'vinaigre de vin rouge ', 'vinaigre de vin', 'conservateur : sulfite acide de sodium', 'vinaigre de jerez aop ', 'vinaigre de xérès', 'sel', 'arôme naturel', "" pourcentages exprimés sur la vinaigrette à l'huile de noix"", "" aop : appellation d'origine protégée"", "" traces éventuelles d'autres fruits à coque et d oeufs""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",567,135,567 kj(135 kcal),"5,9","3,4",14,12,"7,5","0,58","0,232",,"Salade composée à base de pâte alimentaire radiatori cuite, salade mélangée, Fourme d'Ambert AOP, fromage de chèvre et mimolette accompagnée d'une dosette de vinaigrette à l'huile de noix",300 g,"['Frais', 'Barquette', 'Plastique']","['Plats préparés', 'Salades', 'Salades composées']","['E160b - Rocou', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",4,5.9 g,en quantité modérée,3.4 g,en quantité modérée,12 g,en quantité modérée,0.58 g,en quantité modérée,-7%,-11%,-10%,-34%,+152%,+39%,+431%,+36%,-34%,-34%,-3,-297%,A,-297%,,,,,,,,"['Ne pas recongeler', 'en:FSC', 'Arômes naturels', 'AOP', 'Transformé en France', 'Décongelé']",,['France'],,,,,
27,"Mini gressins romarin - U - 6paquets de 20g, 120g",3256226387648,['U'],['Magasins U'],['France'],"['farine de BLE', ""huile d'olive vierge extra 10 %"", 'sel', 'romarin 1', '3 %', 'sucre', 'levure', ""farine de malt d'ORGE"", 'agent de traitement de la farine : acide ascorbique', ' Traces éventuelles de graines de sésame et de lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1802,428,1802 kj(428 kcal),12,"1,6",66,"4,5",12,"2,2","0,88",B,,"6 paquets de 20 g, 120 g",['G'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['E300 - Acide ascorbique'],['Gluten'],3,12 g,en quantité modérée,1.6 g,en quantité modérée,4.5 g,en faible quantité,2.2 g,en quantité élevée,-10%,-8%,-8%,-40%,-70%,+11%,+15%,+21%,+10%,+10%,11,-29%,D,-29%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Transformé en France'],,,,,,,
28,Eau minerale naturelle - U,3256226398248,['U'],['Magasins U'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,['Bouteille en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,
29,Le Pâté Larzul - Maison larzul - 125g,3256477013068,['Maison larzul'],['Carrefour'],['France'],"['Maigre de porc', 'gras de porc', 'couenne de porc', 'foie de porc', 'oignons', 'jambon', 'sel', 'sucre', 'poivre', 'ail']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,398,1665 kj(398 kcal),"37,6","13,9","0,4","0,3","14,4","1,6","0,64",,,125 g,"['Conserve', 'Métal']","['Conserves', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Charcuteries diverses', 'Pâté', 'Porc', 'Pâtés de porc']",,,3,37.6 g,en quantité élevée,13.9 g,en quantité élevée,0.3 g,en faible quantité,1.6 g,en quantité élevée,,+28%,+29%,+41%,+38%,-83%,-67%,+1%,-4%,-4%,21,+11%,E,+11%,,,,,,,,"['Point Vert', 'Sans additifs', 'en:produced-in-bretagne']",,"['France', 'Bretagne']","['FR 29.174.020 CE', 'Plonéour-Lanvern (Finistère, France)']",,,,
30,12 Croissants - Brioches Pasquier,3256540011731,['Brioches Pasquier'],,"['France', 'Suisse']",[],[],?,422,1766 kj(422 kcal),"21,5","8,3","48,2","10,3","8,2","0,99","0,396",C,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,,,21.5 g,en quantité élevée,8.3 g,en quantité élevée,10.3 g,en quantité modérée,0.99 g,en quantité modérée,,+10%,+9%,-1%,-42%,+18%,+46%,+9%,+0%,+0%,19,+2%,E,+2%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,
31,Brandade de morue - Coudène - 200g,3257630006026,['Coudène'],,['France'],"['Huile de colza', 'morue 32%', 'protéines de lait', 'sel', 'épaississant : carraghénanes ', ""extrait d'algues marines""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,458,1916 kj(458 kcal),47,4,3,"< 0,5","5,7",1,"0,4",,Spécialité à base de morue,200g,['Verre'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Poisson', 'Lait']",4,47 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,,+157%,+165%,+352%,+48%,-64%,-67%,-39%,-3%,-3%,12,+154%,D,+154%,,,,,,,,,,"['France', 'Gard']",,,http://www.coudene.com,,
32,Viande des grisons - Cora - 80g,3257980045584,['Cora'],['Cora'],['France'],"['Viande de bœuf', 'sel', 'épices', ""extraits d'épices"", 'dextrose', 'saccharose', 'antioxydants : ascorbate de sodium', 'citrate de sodium', 'conservateur : nitrate de potassium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",871,206,871 kj(206 kcal),"4,7","2,3","0,8","0,8","40,2",6,"2,4",,,80 g,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']","['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']","['E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,4,4.7 g,en quantité modérée,2.3 g,en quantité modérée,0.8 g,en faible quantité,6 g,en quantité élevée,+5%,+5%,+6%,+22%,+49%,-3%,+33%,+2%,+27%,+27%,14,+9%,D,+9%,,,,,,,,,,,"['EMB 42165A', 'Panissières (Loire, France)', 'FR 42.165.006 CE', 'Panissières (Loire, France)']",,,,
33,"Chocolat Noir Mini Tablette, 200g - Cora - 200g",3257980085160,['Cora'],['Cora'],['France'],"['Pâte de cacao - sucre - beurre de cacao - cacao maigre en poudre - émulsifiant: lécithine de tournesol - arôme naturel de vanille', ' Traces éventuelles de fruits à coque', 'de gluten et de lait Cacao', ""' 72% minimum""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,583,2439 kj(583 kcal),44,27,33,29,"8,4",0,0,E,,200 g,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['E322i - Lécithine'],,4,44 g,en quantité élevée,27 g,en quantité élevée,29 g,en quantité élevée,0 g,en faible quantité,,+5%,+5%,+12%,+17%,-15%,-9%,+10%,-100%,-100%,18,-15%,D,-15%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,
34,Confiture Extra Myrtille - Derniers Stocks - Nature bio - 370g,3257980252043,['Nature bio'],,['France'],[],[],?,240,1004 kj(240 kcal),"0,3","0,1",60,60,"0,5",0,0,,,370 g,['bocal en verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']",,,,0.3 g,en faible quantité,0.1 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,,+8%,+7%,+16%,+102%,+11%,+16%,-1%,-100%,-100%,12,+26%,D,+26%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
35,Pâte brisée au beurre prête à dérouler - Cora - 230g,3257980460783,['Cora'],['Cora'],['France'],['Farine de blé eau - beurre concentré 17% - alcool éthylique - sel - jus de citron concentré - levure désactivée'],['Non végétalien'],?,388,1623 kj(388 kcal),"19,3",13,"42,2","0,9","6,8","1,075","0,43",,,230 g,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",['E1510 - Éthanol'],"['Gluten', 'Lait']",3,19.3 g,en quantité modérée,13 g,en quantité élevée,0.9 g,en faible quantité,1.07 g,en quantité modérée,,+3%,+3%,-1%,+33%,-1%,-61%,+14%,+4%,+4%,16,0%,D,0%,,,,,,,,,,,,,,,
36,Lardons de saumon fumé - Cora - 90g,3257980531483,['Cora'],['Cora'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' - sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",776,186,776 kj(186 kcal),"10,2","2,3","< 0,5","< 0,5","23,2","2,14","0,856",D,Lardons de saumon Atlantique élevé en Norvège salé au sel sec fumé au bois de hêtre décongelés,90 g,"['Film', 'Plastique', 'Etui', 'Carton', 'Frais']","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage"", 'Lardons de saumon']",,['Poisson'],3,10.2 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,2.14 g,en quantité élevée,,-10%,-9%,-20%,+10%,+45%,+91%,+10%,-26%,-26%,13,+2%,D,+2%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Point Vert'],['Norvège'],,"['FR 43.074.001 CE', 'Cohade (Haute-Loire, France)']",,,,
37,Crème fraîche épaisse - Nature Bio - 20cl (196g),3257980534194,['Nature Bio'],['Cora'],['France'],['Crème pasteurisée - ferments lactiques'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1232,?,1232 kj(294 kcal),31,22,"2,7","2,7","2,3","0,06","0,024",B,,20 cl (196 g),"['Pot', 'Plastique']","['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Frais', 'Crèmes fraîches']",,['Lait'],3,31 g,en quantité élevée,22 g,en quantité élevée,2.7 g,en faible quantité,0.06 g,en faible quantité,+11%,,+3%,+5%,+11%,-17%,-6%,-3%,-29%,-29%,13,0%,D,0%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],"['FR 29.236.090 CE', 'Riec-sur-Belon (Finistère, France)']",,,,
38,Riz Thaï - Cora,3257980616739,['Cora'],['Cora'],['France'],['100% riz long grain Thaï'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,354,1481 kj(354 kcal),"0,5","0,1","80,48","0,5","6,7","0,01","0,004",C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz thaï']",,,1,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,,+1%,+1%,-52%,-61%,+7%,+97%,-9%,-11%,-11%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,
39,Ravioli - Volaille - Nature Bio - 600g,3257980890610,"['Nature Bio', 'Cora']",['Cora'],['France'],"['Pâte 17,5% ', 'semoule de blé dur - eau', ' - double concentré de tomate 12% - viande de volaille 8% - oignons - carottes - chapelure ', 'farine de blé - levure - sel', "" - huile de tournesol - sel de Camargue - sucre de canne - huile d'olive vierge extra - bouillon de légumes "", "" sel marin - farine de riz complète - sirop d'amidon de mais - extrait de levure - carottes - huile de tournesol - oignons - céleri - panais - oignons grillés - curcuma - persil - macis - poivre - laurier - feuille de livèche"", ' - herbes de Provence - ail - poivre - persil - poireau - basilic - laurier - marjolaine - thym']","['Non végétalien', 'Non végétarien']",?,98,410 kj(98 kcal),"2,6","0,5","13,7","3,1","4,2","0,9","0,36",D,Ravioli,600 g,"['Bocal en verre', 'Capsule en métal']","['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Pates farcies à la viande', 'Plats à la volaille', 'Ravioli', 'Ravioli à la viande', 'Ravioli à la volaille']",,"['Céleri', 'Gluten']",3,2.6 g,en faible quantité,0.5 g,en faible quantité,3.1 g,en faible quantité,0.9 g,en quantité modérée,,-16%,-18%,-24%,-47%,-18%,+27%,-21%,-8%,-8%,1,-56%,B,-56%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,
40,Macédoine De Légumes - Cora - 300g,3257981359130,['Cora'],['Cora'],['France'],[],[],?,119,498 kj(119 kcal),"8,5","0,8","5,5",2,3,"1,1","0,44",,,300 g,"['barquette plastique jetable', 'couvercle plastique jetable', 'film plastique jetable']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']",,,,8.5 g,en quantité modérée,0.8 g,en faible quantité,2 g,en faible quantité,1.1 g,en quantité modérée,,+89%,+96%,+652%,+270%,-23%,-34%,+38%,+88%,+88%,-5,,A,,,,,,,,,,,,"['EMB 29241B', 'Rosporden (Finistère, France)']",,http://www.cora.fr,,
41,Diabolo saveur grenadine 1.5L - Cora,3257982261555,['Cora'],['Cora'],['France'],"['Eau gazéifiée - sucre jus de fruits base de concentres 1 % ', 'citron cassis - fraise - cerise - framboise', ' - acidifiant : acide citrioue arômes naturels - colorants : El 20 E163 GRFNADWFSMAAK']",[],?,36,151 kj(36 kcal),0,0,"9,1","9,1",0,0,0,,,,,['Boissons'],,,4,0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,,-36%,-37%,-100%,-100%,-19%,-4%,-100%,-100%,-100%,13,+70%,E,+70%,,,,,,,,,,,,,,,
42,Cocktail Légumes - Cora,3257982269414,['Cora'],['Cora'],['France'],[],[],?,23,96 kj(23 kcal),"0,5","0,1","4,2","4,2","0,9","0,3","0,12",,,,,['Boissons'],,,,0.5 g,en faible quantité,0.1 g,en faible quantité,4.2 g,en quantité modérée,0.3 g,en quantité modérée,,-59%,-60%,+44%,-15%,-63%,-56%,+81%,+623%,+623%,7,-9%,D,-9%,,,,,,,,,,,,,,,
43,Sélection de 3 Riz - Cora - 500g,3257982272230,['Cora'],['Cora'],['France'],"['Riz long étuvé 68% - riz sauvage 16%', 'riz rouge 16%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1540,363,1540 kj(363 kcal),"0,7","0,2","79,7","0,8","8,6","0,02","0,008",C,"Mélange de riz long étuvé, riz sauvage et de riz rouge",500 g,"['Plastique', 'Sachet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Mélanges de riz']",,,1,0.7 g,en faible quantité,0.2 g,en faible quantité,0.8 g,en faible quantité,0.02 g,en faible quantité,,+10%,+10%,-53%,-39%,+15%,+39%,+13%,+115%,+115%,-2,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,
44,Grand sablé - Cora - 170g,3257983356984,['Cora'],['Cora'],['France'],"[""Farine de blé 59% - sucre - beurre 24% - jaune d'œuf en poudre - sel de Guérande 0,8% - poudre à lever : carbonates d'ammonium - œufs entiers en poudre - poudre de lait écrémé"", ' Traces éventuelles de fruits à coque', 'de soja', 'de sésame et dlarachide', ' UNDKOEKJES ZUIVER BOTER MET GUÉRANDE-ZOUT WGRED/ÉNTEN: 59% - boter24% - - Guérande-zout0,8% - rijsmidde/: ammoniumcarbonaten hele eieren in poeder - magere-melkpoeder', ' Kan sporen bevatten van schaalvruchten', 'soja', 'sesam en pinda']",['Non végétalien'],?,486,2033 kj(486 kcal),"20,5","13,5",68,24,"6,5","0,6","0,24",,,170 g,,,"[""E503 - Carbonates d'ammonium""]","['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 61232A', ""Lonlay-l'Abbaye (Orne, France)""]",,,,
45,Compote Pomme - Cora,3257983720556,['Cora'],['Cora'],['France'],[],[],?,62,259 kj(62 kcal),"0,5","0,1","14,3",11,"0,5","0,01","0,004",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,,-5%,-5%,+52%,+15%,+0%,-15%,+33%,+18%,+18%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,
46,Fromage Frais Nature - Cora,3257984120362,['Cora'],['Cora'],['France'],[],[],?,85,356 kj(85 kcal),"3,6","2,3","3,5","3,5","9,6","0,1","0,04",,,,,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Entrepreneurs + Engagés'],,,"['FR 50.579.001 CE', 'Sottevast (Manche, France)']",,,,
47,Pur Jus d'orange avec pulpe - Cora,3257984586267,['Cora'],['Cora'],['France'],"[""Jus d'orange - pulpe 3%""]",['Sans huile de palme'],?,42,176 kj(42 kcal),"0,5",0,"9,4","8,7","0,7","0,03","0,012",D,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,1,0.5 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0.03 g,en faible quantité,,-2%,-3%,+184%,-100%,-3%,-5%,+11%,+237%,+237%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
48,Tomato ketchup - Cora,3257984853406,['Cora'],['Cora'],['France'],"['Eau - purée de tomate double concentrée 21,4% ', 'soit 120 g de tomates fraîches pour 100 g de ketchup', "" - sucre - vinaigre d'alcool amidon transformé de maïs - sel - épices""]",[],449,106,449 kj(106 kcal),"0,5",0,"23,6",20,"1,1","1,675","0,67",B,,,['Plastique'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,3,0.5 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,1.68 g,en quantité élevée,+5%,0%,+2%,+105%,-100%,+4%,+2%,-15%,-16%,-16%,11,-9%,D,-9%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,
