,name,bar_code,eco_score,brand,categories,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,additives,allergens,nova_score,brand_owner,generic_name,packaging,palm_ingredients,manufacturing,link,ingredients_origins
1156,Dark chocolate chip peanut butter with sea salt protein bar,0855569110604,,,['Snacks'],,,"['France', 'États-Unis']","['Organic peanut butter', 'organic honey', 'organic nonfat dry milk', '*organic dark chocolate ', 'organic cocoa liquor', 'organic cane sugar', 'organic cocoa butter', 'organic cocoa powder', 'organic sunflower lecithin', 'organic dried whole egg', 'organic brown rice protein concentrate', 'sea salt', 'organic flax seed oil', 'organic sunflower oil', 'organic sesame seed oil', 'organic olive oil', 'organic pumpkin seed oil', 'dried whole food powders ', 'organic kale', 'organic flax seed', 'organic rose hip', 'organic orange peel', 'organic lemon', 'organic papaya', 'organic tomato', 'organic apple', 'organic alfalfa', 'organic celery', 'organic kelp', 'organic dulse', 'organic carrot', 'organic spinach']",['Non végétalien'],29.2 g,en quantité élevée,4.62 g,en quantité modérée,27.7 g,en quantité élevée,0.422 g,en quantité modérée,?,,492,+9%,2059 kj(492 kcal),+10%,"29,23",+40%,"4,62",-49%,"38,46",-32%,"27,69",-8%,"23,08",+267%,"0,422",-20%,"0,169",-20%,13,-27%,D,-27%,,,,,,,,,,['E322i - Lécithine'],,3,PERFECT BAR,,,,,,
1157,Gourmandises de Pâques,3266054197517,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Tomme aïl des ours,2655932024013,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,L'Art de la Truite Biologique,2469438063632,,,,"['EMB 73179', 'Motte-Servolex (Savoie, France)']",,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,"9,27",,"1,89",,"0,69",,0,,"23,4",,"2,46",,"0,984",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1160,Mélange rando,3700359219302,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Farine de Blé Blanche T65 - La Ferme des Bouviers,3760274070808,B,['La Ferme des Bouviers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65']",,,['France'],[],[],0.8 g,en faible quantité,0.16 g,en faible quantité,1.82 g,en faible quantité,0.029 g,en faible quantité,?,,344,0%,1439 kj(344 kcal),-0%,"0,8",-32%,"0,16",-20%,"69,3",-1%,"1,82",+5%,"11,7",+4%,"0,029",+294%,"0,012",+294%,-1,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Agriculture France']",,,,,,,,,,['France']
1162,Ananas Gold Pineapple Michelle -,7443026140047,,,,,,['France'],[],[],,,,,,,,,1000,,?,,1000 kj(239 kcal),,"2,5",,1,,52,,38,,35,,15,,6,,,,,,,,,,,,,,,,,,,,,,,,
1163,Miel de montagne - Mellidor,3503740311308,B,['Mellidor'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Bio'],,,,,,,,,,
1164,Poulet fermier bio,2223060011917,,,,,,['France'],[],[],,,,,,,,,?,,161,,674 kj(161 kcal),,"8,6",,3,,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,
1165,Perle pourpre blanche de cerise bio,3760267610110,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1166,5 croissants pur beurre plus 5 pains chocolat pur beurre,0201627027887,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Saucisse de Morteau cuite,2281503042317,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",,,['France'],[],[],22.6 g,en quantité élevée,9.6 g,en quantité élevée,0.2 g,en faible quantité,2.6 g,en quantité élevée,?,,276,-13%,1155 kj(276 kcal),-13%,"22,6",-18%,"9,6",-9%,"0,2",-64%,"0,2",-48%,"18,5",+10%,"2,6",+17%,"1,04",+17%,22,+1%,E,+1%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,,,,,,,,,
1168,Ribs de boeuf,2660499044084,,,,,,['France'],[],[],,,,,,,,,?,,265,,1109 kj(265 kcal),,20,,"9,1",,"5,1",,"4,1",,16,,"1,7",,"0,68",,,,,,,,,,,,,,"['Viande-francaise', 'Viande-bovine-francaise']",,,,,,,,,,
1169,Le thé gourmand macaron et citron,2001085107309,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1170,Gelée de myrte - Domaine Orsini,3330790001558,D,['Domaine Orsini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de myrtes']",,,['France'],[],[],0.3 g,en faible quantité,0.1 g,en faible quantité,67 g,en quantité élevée,0.03 g,en faible quantité,?,,276,+10%,1155 kj(276 kcal),+10%,"0,3",+372%,"0,1",+109911%,68,+10%,67,+14%,"0,3",+22%,"0,03",+136%,"0,012",+136%,12,+1%,D,+1%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
1171,Bonbons PEZ,9044400919716,,,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"1,6",,"1,6",,95,,95,,0,,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,
1172,Donuts sucré,0202498020991,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,['France'],[],[],20 g,en quantité modérée,9.2 g,en quantité élevée,16 g,en quantité élevée,1 g,en quantité modérée,?,,397,-3%,1661 kj(397 kcal),-3%,20,-12%,"9,2",-13%,48,+7%,16,-5%,"6,8",+15%,1,+5%,"0,4",+5%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
1173,Caramel,0654479174733,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Sweet Potato Wedges -,5411361103074,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Surgelés', 'Aliments à base de plantes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Pommes de terre cuites surgelées']",,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.5%,12.5%,4.9%,4.1%,5.8%,7.1%,46,,,,,,,,,,,,
1175,Miel de printemps d'ardeche,3701287405003,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1176,corn flakes nature,6565634656565,,,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,"0,8",,"0,2",,84,,"0,6",,"6,9",,"0,01",,"0,004",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,,,,
1177,P'tit fruisite bio,3109851118906,,,,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,"0,1",,"0,1",,"8,3",,"8,3",,"0,3",,"0,01",,"0,004",,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1178,Huile de Carthame,8052440136391,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de carthame']",,,['France'],[],[],92 g,en quantité élevée,9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-5%,3464 kj(828 kcal),-5%,92,+4%,9,-9%,0,,0,,0,,0,,0,,10,-14%,C,-14%,,,,,,,,,,,,,,,,,,,
1179,Cookies Millet & Cassis,3700073100269,,,,,,['France'],[],[],,,,,,,,,?,,377,,1577 kj(377 kcal),,13,,"1,6",,56,,19,,"7,7",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,
1180,Chicken goujons - Tesco,5053947839290,,['Tesco'],,,,['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,"13,6",,"2,1",,"18,6",,"1,3",,"14,5",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1181,Sirop d'érable,65928665021,,,,,,['France'],[],[],,,,,,,,,?,,220,,920 kj(220 kcal),,0,,0,,54,,48,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1182,Avocat en sachet,3700389402330,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Olympia Zacusca Cu Fasole,5941466013201,,,,,,['France'],[],[],,,,,,,,,?,,158,,661 kj(158 kcal),,"11,37",,"1,35",,"12,21",,"4,62",,"2,47",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1184,Milk pillows - Lidl,36760367,,['Lidl'],,,,['France'],[],[],,,,,,,,,?,,477,,1996 kj(477 kcal),,"14,5",,"4,2",,"74,3",,"29,2",,"9,5",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,
1185,Risotto coco & menthe,8029643002648,,,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"3,5",,"1,6",,76,,"4,8",,"6,5",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,
1186,Café capsule lungo,2030350099995,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Baguette Maïs,0236207006235,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,08102065,08102065,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans colorants', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,
1189,nectar multifruits,3450970464673,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.01 g,en faible quantité,?,,22,-48%,92 kj(22 kcal),-48%,"0,5",+159%,"0,1",+252%,"5,5",-45%,"5,5",-42%,"0,5",+60%,"0,01",+4%,"0,004",+4%,8,-25%,D,-25%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
1190,Hipp Hippis 100% Bio Früchte Apfel-birne-banane,4062300278639,,['Hipp'],,,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"0,2",,0,,"12,9",,"11,3",,0,,"0,05",,"0,02",,,,,,,,,,,,,,"['Bio', 'Sans gluten']",,,,,,,,,,
1191,Wok-Nudeln - 250.0g,4032844190544,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250.0 g,,,,,,,['Packung(en)'],,,,
1192,Olly's olives,5060530210015,,,,,,['France'],[],[],,,,,,,,,?,,189,,791 kj(189 kcal),,19,,"2,8",,"1,1",,"0,5",,"1,2",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,
1193,Confiture agrumes au miel,3176630004378,,,,,,['France'],[],[],,,,,,,,,?,,245,,1025 kj(245 kcal),,0,,0,,60,,59,,"0,6",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,
1194,Ananas extra sweet - 443g,2868501021782,,,,,,['France'],[],[],,,,,,,,,?,,42,,176 kj(42 kcal),,"0,5",,"0,01",,9,,"7,1",,"0,7",,"0,01",,"0,004",,,,,,,,,,,,,443 g,['Sans conservateurs'],,,,,,,,,,
1195,Sylver Water,3267475031008,,,,"['EMB 85191', 'Roche-sur-Yon (Vendée, France)']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Saumon fumé,3492610000018,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,['France'],[],[],9.1 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,169,-9%,707 kj(169 kcal),-9%,"9,1",-13%,"2,5",+21%,0,-100%,0,-100%,22,-0%,"2,5",-11%,1,-11%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,
1197,Chocolat noir,3760278860405,,,,,,['France'],[],[],,,,,,,,,?,,593,,2481 kj(593 kcal),,"45,1",,27,,"32,4",,"24,4",,"9,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1198,Watermelon Gummy Candy 50G Kabaya Gummi Summer Limited Candy,4901550267348,,,,,,['France'],[],[],,,,,,,,,?,,159,,665 kj(159 kcal),,"2,2",,"0,2",,50,,"38,9",,0,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,
1199,Nougat aux pruneaux - Les Vergers d'Escoute - 100g,3481010001657,E,"[""Les Vergers d'Escoute""]","['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,['Carrefour'],['France'],[],[],6 g,en quantité modérée,0 g,en faible quantité,41 g,en quantité élevée,0.01 g,en faible quantité,1489,-20%,353,-21%,1489 kj(353 kcal),-20%,6,-64%,0,-100%,70,+7%,41,-25%,4,-44%,"0,01",-87%,"0,004",-87%,13,-19%,D,-19%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,100 g,,,,,,nougat,['Plastique'],,,,
1200,Spice paste - 1.75oz,8886390204059,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,1.75 oz,,,,,,,,,,,
1201,Saucisse de Toulouse,2447507023220,,,,"['FR 81.124.071 CE', 'Lacaune (Tarn, France)']",,['France'],[],[],,,,,,,,,?,,147,,615 kj(147 kcal),,"8,1",,"3,1",,"0,7",,"0,7",,"17,7",,"2,5",,1,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,
1202,Landliebe frische Milch,05664078,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Confiture extra orange - 320g,3700318320421,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,320 g,,,,,,,,,,,
1204,Pâté de Bourgogne,3330720661401,,,,,,['France'],[],[],,,,,,,,,?,,207,,866 kj(207 kcal),,15,,"5,9",,"4,2",,"0,8",,12,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,
1205,Risotto agli asparagi - Star,8000050833001,,['Star'],,,,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,"3,2",,"1,6",,74,,1,,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1206,Steaks,0212577052942,,,"['Viandes', 'Steaks']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Viande Française', 'Point Vert', 'Viande-bovine-francaise']",,,,,,,,,,
1207,Asperges,4000007040234,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Brioche nanterre 400gr,,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Pruneau,2609916032730,,,,,,['France'],[],[],,,,,,,,,?,,245,,1025 kj(245 kcal),,"0,5",,"0,1",,55,,35,,2,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1210,Centonze Case Di Latomie,8034105890053,,,,,,['France'],[],[],,,,,,,,,?,,840,,3515 kj(840 kcal),,"93,4",,"14,7",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1211,Amandes en poudre,3270720413405,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",,,['France'],[],[],55 g,en quantité élevée,4.3 g,en quantité modérée,4 g,en faible quantité,0.02 g,en faible quantité,?,,637,+2%,2665 kj(637 kcal),+2%,55,+3%,"4,3",+2%,"4,9",-44%,4,-5%,26,+12%,"0,02",-23%,"0,008",-23%,11,+97%,D,+97%,,,,,,,,,,,,,,,,,,,
1212,Pommes de terre,3760006490423,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Chili Habanero original Rojo,11848255736,,,,,,['France'],[],[],,,,,,,,,?,,6,,25 kj(6 kcal),,0,,0,,"2,4",,"1,4",,"0,6",,16,,"6,4",,,,,,,,,,,,,,,,,,,,,,,,
1214,Noix de cajou au curry,2600299036544,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
1215,Pommes de terre celtiane lambert - 2.5kg,3760144293511,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,2.5 kg,,,,,,,,,,,
1216,TRANSFORM-A-SNACK,5010052109694,,,,,,['France'],[],[],,,,,,,,,?,,518,,2167 kj(518 kcal),,"27,5",,"2,8",,62,,"9,3",,"5,4",,"1,52",,"0,608",,,,,,,,,,,,,,,,,,,,,,,,
1217,Alain Martin poulet basquaise 380 g,3267615005401,,['Alain Martin'],,,,['France'],[],[],,,,,,,,,?,,105,,439 kj(105 kcal),,"6,1",,"1,7",,"2,7",,"1,8",,"9,6",,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,,
1218,Copa séchée ardéchoise,2292395028013,,,,,,['France'],[],[],,,,,,,,,?,,286,,1197 kj(286 kcal),,15,,7,,0,,0,,24,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,
1219,bierre la rosée,3683080023243,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Yupo,8690840226344,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Gouda Holland,0239920018370,,,,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,30,,21,,"0,5",,"0,5",,23,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,
1222,Guimauve criks,2600687018244,,,,,,['France'],[],[],,,,,,,,,?,,433,,1812 kj(433 kcal),,19,,13,,61,,51,,4,,"0,14",,"0,056",,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1223,Ice Tea peche - Lipton,3848886043714,,['Lipton'],,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
1224,Jambon d'Auvergne,0206887017654,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,3021990077510,3021990077510,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Bratwürste,4300175999960,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['stück'],,,,
1227,Barbecue Ketchup,4061458036788,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,
1228,Filet de poulet - Auchan,2600495019358,D,['Auchan'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['FR 89.069.001 CE', 'Chailley (Yonne, France)']",['Auchan'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1229,Kartoffelsalat,4018905511282,C,,"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre']",,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,,,,,,,,
1230,Maquereau Buckling,0240618028991,,,,,,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,16,,"4,47",,"0,1",,"0,1",,"19,6",,"3,89",,"1,556",,,,,,,,,,,,,,,,,,,,,,,,
1231,Cake salé -,2685098005991,,,,,,['France'],[],[],,,,,,,,,1373,,?,,1373 kj(328 kcal),,22,,"4,5",,23,,"6,7",,"9,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
1232,Chia Bowl,0798003856006,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Confiture de framboise,2090000038828,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,,,,,
1234,Flammkuchenteig,4260167241203,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Kunststoff'],,,,
1235,Pain chocolat,0240811019680,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Jus pommes poires - Retour des vergers - 75cl,3301591001719,,['Retour des vergers'],,,,['France'],[],[],,,,,,,,,?,,51,,213 kj(51 kcal),,1,,1,,"12,4",,11,,1,,1,,"0,4",,,,,,,,,,,,,75 cl,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1237,Feuilletés saucisse ketchup - 360g,3491841000507,,,,,,['France'],[],[],,,,,,,,,?,,259,,1084 kj(259 kcal),,14,,"6,3",,26,,"2,7",,"6,6",,"1,7",,"0,68",,,,,,,,,,,,,360 g,,,,,,,,,,,
1238,Cordon bleu de dinde x2,2294503018831,D,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']","['FR 61.181.001 CE', 'Gacé (Orne, France)']",,['France'],[],[],15 g,en quantité modérée,3.9 g,en quantité modérée,1.7 g,en faible quantité,1.27 g,en quantité modérée,?,,241,+8%,1008 kj(241 kcal),+8%,15,+23%,"3,9",+23%,13,-10%,"1,7",-3%,12,-5%,"1,27",-5%,"0,508",-5%,11,+55%,D,+55%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,
1239,Saucisse fraiche,0200651047038,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
1240,Intrafuse,7594815025165,,,,,,['France'],[],[],,,,,,,,,?,,380,,1590 kj(380 kcal),,0,,0,,15,,15,,80,,0,,0,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
1241,P'tits farcis de poulet,2208654025983,,,,"['FR 26.088.011 CE', 'Chatuzange-le-Goubet (Drôme, France)']",,['France'],[],[],,,,,,,,,?,,190,,795 kj(190 kcal),,14,,"4,7",,0,,0,,16,,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,,,,
1242,Banane,0211236012464,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,"['Commerce équitable', 'Max Havelaar']",,,,,,,,,,
1243,Colorant alimentaire naturel en poudre rouge,3278584260043,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
