,name,bar_code,quantity,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,packaging,additives,nova_score,generic_name,palm_ingredients,manufacturing,link,ingredients_origins,markets,brand_owner
365,Rillettes de canard - Lafitte,3410840012137,,,['France'],"['Chair et graisse de canard', 'oignons', 'sel', 'poivre noir,']",[],?,430,1799 kj(430 kcal),41,14,"1,8","0,7",14,"1,3","0,52",,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",41 g,en quantité élevée,14 g,en quantité élevée,0.7 g,en faible quantité,1.3 g,en quantité modérée,,+7%,+7%,+12%,+12%,+211%,+179%,-14%,-5%,-5%,20,+4%,E,+4%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['Lafitte'],,,,3,,,,,,,
366,Bloc de foie gras des Landes - Lafitte - 130g,3410840012151,130 g,,['France'],"['Foie gras de canard', 'eau', 'sel', 'sucre', 'poivre', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,498,2084 kj(498 kcal),51,22,"2,2","2,1","6,8","1,3","0,52",['Sans nitrite de sodium'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",51 g,en quantité élevée,22 g,en quantité élevée,2.1 g,en faible quantité,1.3 g,en quantité modérée,,+2%,+2%,+1%,+2%,+4%,+58%,+11%,+7%,+7%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Lafitte'],,,,3,,,,,,,
367,Foie gras de canard entier des landes - Lafitte - 130g,3410840013868,130 g,,['France'],"['Foie gras de canard', 'sel', 'poivre 0,4% dont ', 'Voatsiperifery', 'Penja', 'épices']","['Non végétalien', 'Non végétarien']",?,574,2402 kj(574 kcal),60,28,"2,2",2,"6,4","1,4","0,56",['Sans nitrite de sodium'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",60 g,en quantité élevée,28 g,en quantité élevée,2 g,en faible quantité,1.4 g,en quantité modérée,,+9%,+9%,+10%,+21%,-9%,+48%,-15%,+17%,+17%,23,+11%,E,+11%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Lafitte'],,,,,,,,,,,
368,Bloc de foie gras de canard - Adour Gastronomie - 400g,3410840015251,400 g,,['France'],"['Foie gras de canard', 'eau', 'conservateur : sel nitrité', 'Armagnac', 'sel', 'sucre', 'poivre', 'épices', 'antioxygène : ascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2078,?,2078 kj(497 kcal),52,22,"3,1","3,1","6,2","1,1","0,44",,A,"['Conserves', 'Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",52 g,en quantité élevée,22 g,en quantité élevée,3.1 g,en faible quantité,1.1 g,en quantité modérée,+2%,,+2%,+3%,+2%,+46%,+133%,+1%,-10%,-10%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Adour Gastronomie'],,['Conserves'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",3,,,['France'],,['France'],['Noz'],
369,"Foie gras restauration - Maison Lafitte - 0,650kg",3410840015541,"0,650 kg","['FR 40.191.001 CE', 'Montaut (Landes, France)']",['France'],['Foie gras de canard'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,B,"['Surgelés', 'Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,,,,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Maison Lafitte'],,"['surgelé', 'Plastique', 'Sous-vide']",,1,,,,,['France'],['Noz'],
370,Bloc de foie gras de canard,3410840017385,,,['France'],[],[],?,496,2075 kj(496 kcal),52,23,"2,1","1,8","5,5","1,2","0,48",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",52 g,en quantité élevée,23 g,en quantité élevée,1.8 g,en faible quantité,1.2 g,en quantité modérée,,+1%,+2%,+3%,+7%,-1%,+35%,-10%,-2%,-2%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
371,Foie gras de canard entier des Landes - Lafitte,3410841110122,,,['France'],"['Foie gras de canard', 'sel', 'poivre', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,519,2171 kj(519 kcal),53,22,"2,9","1,9","8,5","1,3","0,52","['Concours général agricole', ""Médaille d'argent du Concours général agricole"", 'Sans nitrite de sodium', ""Médaille d'argent du concours général agricole 2016""]",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",53 g,en quantité élevée,22 g,en quantité élevée,1.9 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-2%,-5%,+20%,+41%,+13%,+8%,+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Lafitte'],,,,3,,,,,,,
372,Foie gras de canard - Lafitte,3410841110160,,,['France'],"['Foie gras de canard', 'sel', 'poivre', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,519,2171 kj(519 kcal),53,22,"2,9","1,9","8,5","1,3","0,52",['Sans nitrite de sodium'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",53 g,en quantité élevée,22 g,en quantité élevée,1.9 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-2%,-5%,+20%,+41%,+13%,+8%,+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Lafitte'],,,,3,,,,,,,
373,Foie Gras entier - Lafitte,3410841111433,,,['France'],"['Foie gras de canard', 'sel', 'poivre', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,519,2171 kj(519 kcal),53,22,"2,9","1,9","8,5","1,3","0,52","['Sans additifs', 'Sans conservateurs', 'Sans nitrite de sodium']",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",53 g,en quantité élevée,22 g,en quantité élevée,1.9 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-2%,-5%,+20%,+41%,+13%,+8%,+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Lafitte'],,,,3,,,,,,,
374,Confit de Canard des Landes 5 Cuisses - Lafitte,3410841220210,,,['France'],[],[],?,352,1473 kj(352 kcal),30,"9,9","0,5","0,5",22,"1,7","0,68",,D,"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",30 g,en quantité élevée,9.9 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,+48%,+48%,+82%,+86%,+10%,+196%,+3%,+23%,+23%,20,+89%,E,+89%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,['Lafitte'],,,,,,,,,,,
375,Pâté landais 50% bloc de foie gras - Lafitte,3410843600140,,,['France'],"['Pâté Landais 50% Bloc de Foie Gras de gras de canard 5N', 'foie gras de canard', 'eu', 'sel', 'sucre', 'poivre', 'épiceS Œuf« Armagnaç fécule de pomme de poivre', 'épices Landais Pate 50 % Bloc of Duck Foie Gras Ingredients Duck foiegras foie gras sugar/ pepper', 'spices', 'skins egg potato pepper', 'Paté Landais 50% Bloc de Foie Gras de pato', 'cvrz de de huevose Armagnac facu!ade sa}', ""especiz Viandes d'origine France garantie""]","['Non végétalien', 'Non végétarien']",?,476,1992 kj(476 kcal),47,20,"3,1","1,3","9,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lafitte'],,,,,,,,,,,
376,Pâté Landais,3410843600164,,,['France'],[],[],?,476,1992 kj(476 kcal),47,20,"3,1","1,3","9,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Pâté de canard aux cèpes - Lafitte,3410845640168,,,['France'],"['viande de porc', 'viande de canard 30%', 'foie de porc', 'oeufs', 'cèpes 5%', 'champignons noirs', 'sucre', 'poivre', 'épices', 'arôme naturel cèpe', 'céleri']","['Non végétalien', 'Non végétarien']",?,349,1460 kj(349 kcal),32,13,"0,6","0,6",14,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lafitte'],"['Céleri', 'Œufs']",,,,,,,,,,
378,Pâté de canard au foie de volaille - Lafitte,3410845710168,,,['France'],[],[],?,399,1669 kj(399 kcal),38,14,"0,6","0,6",13,"1,2","0,48","['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lafitte'],,,,,,,,,,,
379,Pate de magret de canard fume - Lafitte,3410845740028,,,['France'],[],[],?,1440,6025 kj(1440 kcal),31,12,5,5,18,23,"9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lafitte'],,,,,,,,,,,
380,Rillettes d'oie - Lafitte,3410845770162,,,['France'],[],[],?,347,1452 kj(347 kcal),31,"9,4","2,7","0,8",15,"1,7","0,68",,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",31 g,en quantité élevée,9.4 g,en quantité élevée,0.8 g,en faible quantité,1.7 g,en quantité élevée,,-13%,-13%,-16%,-21%,+665%,+252%,-6%,+31%,+31%,20,+3%,E,+3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['Lafitte'],,,,,,,,,,,
381,Pâté de canard au piment d'espelette - Lafitte,3410845830026,,,['France'],[],[],?,356,1490 kj(356 kcal),33,12,"0,6","0,6",14,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lafitte'],,,,,,,,,,,
382,Daube de canard - Lafitte,3410846911564,,,['France'],[],[],?,147,615 kj(147 kcal),"7,9","2,7","1,8","1,3",17,"0,94","0,376",,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Daubes']",7.9 g,en quantité modérée,2.7 g,en quantité modérée,1.3 g,en faible quantité,0.94 g,en quantité modérée,,+14%,+14%,+44%,+24%,-22%,+38%,+10%,+32%,+32%,2,+1098%,B,+1098%,,,,,,,,['Lafitte'],['Céleri'],,,,,,,,,,
383,Garbure Landaise - Lafitte,3410846961651,,,['France'],[],[],?,55,230 kj(55 kcal),"1,7","0,5","3,7","1,2","5,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lafitte'],,,,,,,,,,,
384,Magret Fourre au foie de Canard - Lafitte,3410847057889,,,['France'],"['magret de canard origine France', 'bloc 20 % ', 'foie gras de canard', 'eau', 'sel', 'sucre', 'poivre', 'épices', 'gélatine boeuf', 'sel de guerande', 'poivre', 'conservateur: sel nitrite']","['Non végétalien', 'Non végétarien']",?,324,1356 kj(324 kcal),28,11,"1,2","1,2",16,"1,4","0,56",,D,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",28 g,en quantité élevée,11 g,en quantité élevée,1.2 g,en faible quantité,1.4 g,en quantité modérée,,-5%,-5%,-4%,+10%,-4%,+79%,-11%,-15%,-15%,20,+9%,E,+9%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,['Lafitte'],,,"['E428 - Gélatine', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,
385,Échalote traditionnelle - Fleuron d'Anjou - 500g,3411021800024,500g,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Fleuron d'Anjou""]",,,,,,,,,,,
386,Foie de morue fume - Nautilus,3411021809409,,['MSC-C-55096'],['France'],['Energie : Matières grasses :'],"[""Pourrait contenir de l'huile de palme""]",?,244,1021 kj(244 kcal),"4,7","2,5","2,2",0,"5,6","1,2","0,48","['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nautilus'],,,,,,,,,,,
387,Echalote cuisse de dinde - Sans marque - 500g,3411060006494,500 g,"['EMB 94065AF', 'Rungis (Val-de-Marne, France)']",['France'],['Echalotes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Catégorie I'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Échalotes']",,,,,,,,,,,,,,,,,,,,,,,63.3%,0.0%,0.0%,18.1%,12.8%,5.8%,98,['Sans marque'],,['Plastique'],,1,,,,,['France'],,
388,Tomates - Cueillettes et Cuisine,3411060009709,,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-09']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates fraîches']",,,,,,,,,,,,,,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,['Cueillettes et Cuisine'],,,,,,,,,['France'],,
389,Aneth - Cueillettes et Cuisine,3411060029936,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes et Cuisine'],,,,,,,,,,,
390,Oignon rouge - Cueillettes et Cuisine - 500g,3411060041075,500 g,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes et Cuisine'],,,,,,,,,['Pays-Bas'],,
391,Carottes - Sans marque - 1kg,3411060045301,1 kg,,['France'],['Carottes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Carottes', 'Légumes frais', 'Carottes fraîches']",,,,,,,,,,,,,,,,,,,,,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,['Sans marque'],,"['Boîte', 'Plastique']",,1,,,,,['France'],,
392,Jus ultra frais - Cueillettes et Cuisine,3411060046872,,"['EMB 84007', 'Avignon (Vaucluse, France)']",['France'],[],[],?,36,151 kj(36 kcal),"0,1","0,1","8,5","8,5","0,6","0,1","0,04",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes et Cuisine'],,,,,,,,,,,
393,Jus de pommes ultra frais 100% naturel - Cueillettes et Cuisine,3411060046889,,,['France'],[],[],?,46,192 kj(46 kcal),"0,16","0,04",11,10,"0,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes et Cuisine'],,,,,,,,,,,
394,Citrons bio - Cueillettes et Cuisine - 4pièces,3411060047213,4 pièces,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-09']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Citrons', 'Citrons frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes et Cuisine'],,"['Barquette', 'Plastique']",,,,,,,['Espagne'],['Leclerc'],
395,Carottes - barquette - 500g,3411060047282,500 g,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-09']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Carottes', 'Légumes frais', 'Carottes fraîches']",,,,,,,,,,,,,,,,,,,,,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,"['Barquette', 'Plastique']",,,,,,,,,['France'],['Leclerc.fr'],
396,Aneth - Cueillettes & Cuisine - 20g,3411060053238,20 g,,['France'],['Aneth'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,['Cueillettes & Cuisine'],,"['sachet plastique', 'barquette plastique']",,1,,,['Espagne'],,,,
397,origine: espagnol - Cueillettes et Cuisine,3411060100147,,"['EMB 94065', 'Rungis (Val-de-Marne, France)']",['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes et Cuisine'],,,,,,,,,,,
398,Aneth - Cueillettes & Cuisine - 20g,3411061111012,20 g,,['France'],[],[],?,?,,?,,?,,?,,,['Sans additifs'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Aneth']",,,,,,,,,,,,,,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,['Cueillettes & Cuisine'],,,,,,,,,,,
399,Ciboulette inspiration fraîcheur - Cueillettes & Cuisine,3411061111043,,,['France'],"['La ciboulette est riche en vitamines C', 'B9', 'K1 et en fibres', ' Elle est aussi source de provitamine A']",[],?,134,561 kj(134 kcal),"0,4",0,"4,4",0,"2,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes & Cuisine'],,,,,,,,,,,
400,Estragon - Cueillettes & Cuisine - 20g,3411061111128,20 g,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes & Cuisine'],,,,,Estragon,,,,,,
401,"Barq.persil Plt Frais 20G, - Cueillettes & Cuisine",3411061111142,,,['France'],['PERSIL'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,46,192 kj(46 kcal),"0,8",0,"4,6",0,3,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cueillettes & Cuisine'],,,,,,,,,,,
402,Huile d'olive vierge extra,3411140000015,,,['France'],[],[],?,900,3766 kj(900 kcal),100,14,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
403,Fromage chevre cendré,3411240001028,,,['France'],[],[],?,309,1293 kj(309 kcal),24,"16,6","1,5","0,809","19,3","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Choucroute prepare,3411320100344,,,['France'],[],[],?,156,653 kj(156 kcal),13,"5,1","3,7",0,"6,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Saucisses herbes fraiches,3411320150615,,,['France'],[],[],?,279,1167 kj(279 kcal),25,"9,7","0,9","0,1",14,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Saucisses bacon oignon,3411320150806,,,['France'],[],[],?,279,1167 kj(279 kcal),25,"9,7","0,9",0,14,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Saucisson à cuire,3411320503138,,,['France'],[],[],?,336,1406 kj(336 kcal),30,12,"0,8","0,6",16,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Danone,3411500000075,,,['France'],[],[],?,97,406 kj(97 kcal),"2,1","1,3",16,16,"3,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Danone'],,,,,,,,,,,
409,Fruits et poire - Danone,3411500000280,,,['France'],[],[],?,94,393 kj(94 kcal),2,"1,2",15,15,"3,4","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Danone'],,,,,,,,,,,
410,Danone Sucré,3411500000303,,,['France'],"['Lait en poudre partiellement écrémé : 91,39% de lait reconstitué ', 'Orignie : UE', 'sucre 8,7%', 'ferments lactiques ', 'lait']",['Non végétalien'],?,91,381 kj(91 kcal),2,"1,2",14,14,4,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Danone'],['Lait'],,,,,,,,,,
411,Oreillettes,3411661605010,,,['France'],[],[],?,584,2443 kj(584 kcal),"39,4","6,8","50,6","22,2","6,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Canistrelli à l'anis,3411661607007,,,['France'],[],[],?,466,1950 kj(466 kcal),"16,3","2,5","73,6","20,6","6,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Farine de petit épeautre -,3411680000056,,,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de petit épeautre']",1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,,-100%,-100%,-63%,+124%,-98%,-18%,-91%,+1581%,+1581%,4,,C,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,
414,Confiture de fraise les gardelles,3411780372015,,,['France'],[],[],?,205,858 kj(205 kcal),0,0,64,60,"0,4",0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,,-6%,-6%,-100%,-100%,+21%,+18%,-10%,-100%,-100%,7,-20%,C,-20%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
415,Nectar de Fraise,3411780372114,,"['EMB 74289B', 'Vallières (Haute-Savoie, France)']",['France'],[],[],?,44,184 kj(44 kcal),0,0,"10,8","9,7","0,2","0,1","0,04",,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fraise']",0 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0.1 g,en faible quantité,,-17%,-17%,-100%,-100%,-11%,-16%,-33%,+835%,+835%,14,-7%,E,-7%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
416,Gâteau basque cerise noire -,3411810000109,,,['France'],[],[],?,362,1515 kj(362 kcal),12,"7,8",58,37,"4,5","0,04","0,016",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",12 g,en quantité modérée,7.8 g,en quantité élevée,37 g,en quantité élevée,0.04 g,en faible quantité,,-10%,-10%,-38%,+2%,+17%,+33%,-17%,-93%,-93%,19,+6%,E,+6%,,,,,,,,,,,,,,,,,,,
417,Mini gâteau basque cerise noire -,3411810000147,,,['France'],[],[],?,372,1556 kj(372 kcal),13,"8,2",58,36,"4,7","0,04","0,016",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",13 g,en quantité modérée,8.2 g,en quantité élevée,36 g,en quantité élevée,0.04 g,en faible quantité,,-8%,-7%,-33%,+7%,+17%,+29%,-14%,-93%,-93%,19,+6%,E,+6%,,,,,,,,,,,,,,,,,,,
418,Tarte basquaise poire,3411810000413,,,['France'],[],[],?,266,1113 kj(266 kcal),"7,5",1,43,25,"3,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Tarte Basquaise pomme,3411810000550,,,['France'],[],[],?,263,1100 kj(263 kcal),"7,5",1,42,29,"3,5","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Mini pastis landais,3411810000635,,,['France'],[],[],?,340,1423 kj(340 kcal),12,"7,1",45,13,"8,8","0,84","0,336",,,['Pastis landais'],12 g,en quantité modérée,7.1 g,en quantité élevée,13 g,en quantité élevée,0.84 g,en quantité modérée,,,,,,,,,,,16,,D,,,,,,,,,,,,,,,,,,,,
