,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,nova_score,packaging,ingredients_origins,allergens,manufacturing,generic_name,link,additives,palm_ingredients
538,La burdigala,3770016152037,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Crème de framboises,3770000942101,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Baguette précuite - Leaderprice,3263859764821,['France'],[],[],?,245,1025 kj(245 kcal),1,"0,3",50,"2,6","7,9","1,3","0,52",,,['Leaderprice'],,"['EMB 59225', 'Feignies (Nord, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,
541,Zaka,8712436131297,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,
542,Galette nappée riz chocolat noir,3421557607134,['France'],[],[],?,483,2021 kj(483 kcal),24,15,55,18,"8,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Saucisson de l'Ardèche cendre,0265623026572,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Brut butcher,3505091817317,['France'],[],[],?,557,2330 kj(557 kcal),35,"3,4",53,0,"7,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Sirop vanille - Giffard,3180290062395,['France'],[],[],?,3,13 kj(3 kcal),0,0,78,78,0,0,0,,,['Giffard'],['Sirops'],,,0 g,en faible quantité,0 g,en faible quantité,78 g,en quantité élevée,0 g,en faible quantité,,-99%,-99%,-100%,-100%,+19%,+27%,-100%,-100%,-100%,10,-19%,C,-19%,,,,,,,,,,,,,,,,,
546,Aceite de oliva virgen extra,8437011168207,['France'],[],[],?,824,3448 kj(824 kcal),"91,6","13,7",0,,0,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,91.6 g,en quantité élevée,13.7 g,en quantité élevée,,,0 g,en faible quantité,,-4%,-4%,-4%,-2%,,,,-100%,-100%,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
547,Tartelettes aux fraises et chantilly,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Levure seche active,0064217007054,['France'],[],[],?,400,1674 kj(400 kcal),0,0,0,,40,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Caramel - 250g,3498751019810,['France'],[],[],?,413,1728 kj(413 kcal),"9,9","6,6","77,9","56,5",3,"0,67","0,268",,250 g,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']",,,9.9 g,en quantité modérée,6.6 g,en quantité élevée,56.5 g,en quantité élevée,0.67 g,en quantité modérée,,+8%,+8%,+2%,+6%,+7%,+11%,+63%,+3%,+3%,23,+10%,E,+10%,,,,,,,,['AOP'],,,,,,,,,
550,Iced tea infusion glacée parfum agrumes,3760293230405,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Ginbis,4901588160888,['France'],[],[],?,555,2322 kj(555 kcal),"32,5",0,"59,3",3,6,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Handmade greek baklava - Greets,5200413301168,['France'],[],[],?,410,1715 kj(410 kcal),10,"2,3","71,3","34,5","7,6","0,38","0,152",D,,['Greets'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,,10 g,en quantité modérée,2.3 g,en quantité modérée,34.5 g,en quantité élevée,0.38 g,en quantité modérée,,+4%,+3%,-27%,-39%,+19%,+13%,+32%,+46%,+46%,15,+1%,D,+1%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,,,,
553,Warrior solo bar,5060424707324,['France'],[],[],?,338,1414 kj(338 kcal),12,"5,5",30,4,32,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Thé caramel,3700451310310,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Thé fleur de cerisier,3700451314813,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Lady killer,4240320344224,['France'],[],[],?,199,833 kj(199 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Yaourt nature,0200121012078,['France'],[],[],?,43,180 kj(43 kcal),"1,1","0,7","4,2","4,2",4,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Pain au chocolat Intermarché,0260206013789,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Huile d’olive - Terra Delyssa,13034566,['France'],[],[],?,821,3435 kj(821 kcal),"91,2","19,3",0,0,0,0,0,D,,['Terra Delyssa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,,91.2 g,en quantité élevée,19.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,+38%,,,,-100%,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
560,Pain waldkorn au poids,0205814013844,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Jus de pomme/framboise,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Pogne,3760081210237,['France'],[],[],?,383,1602 kj(383 kcal),"15,9","10,9","52,1","15,1","7,9","0,3","0,12",C,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,15.9 g,en quantité modérée,10.9 g,en quantité élevée,15.1 g,en quantité élevée,0.3 g,en quantité modérée,,+5%,+5%,+15%,+43%,+2%,-23%,+6%,-59%,-59%,18,+6%,D,+6%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,
563,Muesli croustillant chocolat,4291342350342,['France'],[],[],?,470,1966 kj(470 kcal),20,7,59,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,
564,Muesli Fruits - Naturalia,3700036907072,['France'],[],[],?,339,1418 kj(339 kcal),3,"0,6",65,18,"8,6",,,,,['Naturalia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Mélange. Babylone,2600711012002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Miel d’acacia,,['France'],[],[],?,?,,?,0,?,,?,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
567,Farine de blé Fermière de Normandie,3760215140027,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,,,,,,,,,,,,,,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,
568,Pain céréales au levain,0200266009384,['France'],[],[],?,394,1648 kj(394 kcal),"6,8","0,9",65,2,14,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Tartelette citron,2030500414081,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",,,,,,,,,,,,,,,,,,,,,,,,,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,
570,Mergez pur porc,2238092026761,['France'],[],[],?,246,1029 kj(246 kcal),20,"7,4",2,"0,6",15,"1,8","0,72",,,,,"['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Filet de poulet,2220501079246,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
572,Tartare d’agues,3432054002131,['France'],[],[],?,300,1255 kj(300 kcal),30,"2,1","2,7","0,2",25,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,4 fois faut filet ou rumsteack,2815595080034,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Nat chocolat et fraise,5365038406541,['France'],[],[],?,423,1770 kj(423 kcal),12,3,65,16,"9,5","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Protein from whey,5707577127691,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Torsade Ail Persil,3770016718011,['France'],[],[],?,355,1485 kj(355 kcal),"1,8","0,3",68,"2,2",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Sirop d'agave,39034601,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Sel de mer Épicé A.Vogel,0058854105211,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,,0,"0,875","0,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Confiture extra aux pêches de vigne - La Roumanière,3760003785041,['France'],[],[],?,243,1017 kj(243 kcal),"0,2","0,2",61,"59,5","0,5","0,25","0,1",B,,['La Roumanière'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,,0.2 g,en faible quantité,0.2 g,en faible quantité,59.5 g,en quantité élevée,0.25 g,en faible quantité,,+13%,+13%,+5%,+900%,+16%,+18%,+13%,+2236%,+2236%,13,+41%,D,+41%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,
580,La meule de chevre,4056489259602,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Vermicelle multicolore,3813820108453,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Aiguillettes de poulet,0215891020666,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,7",0,0,23,"0,11","0,044",D,,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,2.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-10%,-10%,+24%,+47%,-100%,-100%,+1%,-75%,-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Nutriscore', 'Nutriscore A', 'Nutriscore B']",,,,,,,,,
583,Ravioles du dauphiné - Royans,3266140030025,['France'],[],[],?,291,1218 kj(291 kcal),"12,3","5,8","5,8","1,2","29,5",1,"0,4",C,,['Royans'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioles', 'Ravioles du Dauphiné']",,,12.3 g,en quantité modérée,5.8 g,en quantité élevée,1.2 g,en faible quantité,1 g,en quantité modérée,,+3%,+3%,+6%,-24%,-80%,-18%,+127%,-32%,-32%,12,-26%,D,-26%,72.9%,12.7%,5.5%,4.6%,2.4%,1.7%,66,,,,,,,,,,
584,Bams - Haribo,3103220020456,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,E,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,
585,Huile d'olive - Huilerie Richard,3021885016938,['France'],[],[],?,?,,?,,?,,?,0,0,D,,['Huilerie Richard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
586,Escalopes Extra fines de poulet,2600253013383,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Huile d'olive - El Daurat,8437010696039,['France'],[],[],3386,824,3386 kj(824 kcal),"91,5","15,8",?,,?,,,D,,['El Daurat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,91.5 g,en quantité élevée,15.8 g,en quantité élevée,,,,,-4%,-4%,-5%,-4%,+13%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
588,Suisse chocolat,0209141012464,['France'],[],[],?,353,1477 kj(353 kcal),16,10,46,19,"6,1","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2 Filets Poulet Plein Champ,2245333025193,['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,8","1,1",0,20,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,"['Barquette', 'Film en plastique']",,,,,,,
590,4099200025612,4099200025612,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Burger beeper,99991012,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Plateau de wrap,3760269711945,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Pavé de saumon mariné à la provençale,2869853045853,['France'],[],[],?,184,770 kj(184 kcal),12,2,0,0,19,"0,11","0,044",E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,12 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,0.11 g,en faible quantité,,-3%,-3%,+2%,-1%,-100%,-100%,-6%,-70%,-70%,-2,,A,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,
594,Jambon a l’ancienne,2602656019887,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
595,La belle escalope - Le Gaulois,0217634015229,['France'],[],[],?,?,,?,,?,,?,,,,,['Le Gaulois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Nut Alsace,00007306,['France'],[],[],?,575,2406 kj(575 kcal),"39,4","4,2","41,7",41,"11,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Assortiment de loukoums,2600108024403,['France'],[],[],?,352,1473 kj(352 kcal),"0,5","0,3",85,76,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Terrine de canard,3384230033524,['France'],[],[],?,360,1506 kj(360 kcal),"26,5","3,2","4,1","2,7","16,1","1,53","0,612",E,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,26.5 g,en quantité élevée,3.2 g,en quantité modérée,2.7 g,en faible quantité,1.53 g,en quantité élevée,,+18%,+18%,+1%,-66%,+138%,+335%,+13%,0%,0%,13,-27%,D,-27%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,
599,Carie d’oie,3760151202124,['France'],[],[],?,142.27000427246,595 kj(142 kcal),"5,43","2,1","4,45","1,24","17,01","1,71","0,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Jambon persillé,0211581022170,['France'],[],[],?,157,657 kj(157 kcal),"7,6","2,4","0,5","0,5",22,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Récompense lapin,5904479011114,['France'],[],[],?,4,17 kj(4 kcal),7,5,9,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Pain seigle,2030500304351,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Côtes du rhône,3531380023411,['France'],[],[],?,?,,?,0,?,,?,,,C,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,-100%,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['France'],,,,,,
604,Pom raisin,3760017390538,['France'],[],[],?,48.8,204 kj(48 kcal),"0,1","0,006","11,49","11,13","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Mayonnaise a la moutarde de dijon,0568820917248,['France'],[],[],?,290,1213 kj(290 kcal),28,"2,7","8,1","3,6","1,2","1,7","0,68",D,,,"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises de Dijon']",,,28 g,en quantité élevée,2.7 g,en quantité modérée,3.6 g,en faible quantité,1.7 g,en quantité élevée,,-55%,-55%,-60%,-58%,+254%,+150%,-13%,+15%,+15%,12,-36%,D,-36%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,
606,Brassé cremeux jus de citron,0205853006401,['France'],[],[],?,101,423 kj(101 kcal),"4,1","2,7",12,11,"3,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,FILET DE MERLAN,0200921048284,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Viande porc francaise pointe s/os escalope x6 a griller,2052884024663,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Terrine de veau corse,3425477104131,['France'],[],[],?,332,1389 kj(332 kcal),31,13,"1,5","0,7",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Mature cheddar grated,29061549,['France'],[],[],?,416,1741 kj(416 kcal),"34,9","21,7","0,1","0,1","25,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Olives vertes farcies aux amandes,2609826011153,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Macaron pechee,0202161059044,['France'],[],[],?,283,1184 kj(283 kcal),17,"9,9",27,25,"5,2","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Fourme d’Ambert,0206408013127,['France'],[],[],?,334,1397 kj(334 kcal),26,20,1,0,20,2,"0,8",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,,26 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,-2%,-2%,-8%,+1%,+1%,-100%,-1%,-10%,-10%,17,-6%,D,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
614,Poulet roti,2209552007248,['France'],[],[],?,176,736 kj(176 kcal),"0,6","0,6",21,3,"0,68","9,9","3,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Chocolat Panda Beauval - Max Vauché,3760268914439,['France'],[],[],?,504,2109 kj(504 kcal),26,15,58,43,"6,7","0,29","0,116",,,['Max Vauché'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Mélange de fruits déshydratés aromatisés en cubes,2600304026836,['France'],[],[],?,346,1448 kj(346 kcal),0,0,85,72,0,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Sauce pita,2335567413337,['France'],[],[],?,535,2238 kj(535 kcal),"55,5","5,33","7,8","1,2",1,"1,47","0,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Saucisson sec de Corse,2508719010719,['France'],[],[],?,432.29998779297,1809 kj(432 kcal),"33,4","13,2","0,6","0,6","32,4","6,2","2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Bissap infusion hibiscus menthe bio,3770010719236,['France'],[],[],?,0,0 kj(0 kcal),0,0,"7,9",7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
620,Liégeois Chocolat - Belle France,3258561410401,['France'],[],[],?,226,946 kj(226 kcal),10,"8,5",31,27,2,"0,19","0,076",,,['Belle France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Sirop fraise,3770003257509,['France'],[],[],?,254,1063 kj(254 kcal),"0,5","0,1",63,63,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Sauce façon mayonnaise,5051882258626,['France'],[],[],?,227,950 kj(227 kcal),"22,4","2,3","4,8","2,2","1,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Apiron,3505390928820,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Frisk express,8723400781875,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Glaces - Vacherin Maison Antolin,3665018017852,['France'],[],[],?,1036,4335 kj(1036 kcal),"11,19","6,57","33,44","30,58","0,94","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Confiture Melon Fleur d'Oranger,3770013433955,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Гренки со вкусом уеснока,4602441017782,['France'],[],[],?,419,1753 kj(419 kcal),"8,1","1,1","74,8","4,5","11,8","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Cacao en poudre,5614939243329,['France'],[],[],?,70,293 kj(70 kcal),"1,8",1,9,7,"4,4","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Sablé de Retz,3178530416619,['France'],[],[],?,464,1941 kj(464 kcal),16,8,71,24,7,"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Chocobar,0201210019022,['France'],[],[],?,486,2033 kj(486 kcal),28,14,54,26,"5,6","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Bcaa power punch,6009544923534,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Les Mini bûchettes fromage de chèvre - Henri Raffin,3375220201825,['France'],[],[],?,546,2284 kj(546 kcal),45,17,2,"1,5",32,6,"2,4",,,"['Henri Raffin', 'Galibier']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,IndianTonic - Schweppes,8435185946416,['France'],[],[],?,36,151 kj(36 kcal),0,0,"8,6","8,6",0,0,0,,,['Schweppes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
