,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,quantity,markets,packaging,additives,allergens,nova_score,brand_owner,generic_name,manufacturing,ingredients_origins,link
400,Fenouil quinoa et estragon,3770012510077,['France'],[],[],?,30,126 kj(30 kcal),"0,56","0,12",3,"2,55","1,41","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,,,,,,,,
401,Nestlé MIX,7613031911943,['France'],[],[],?,369,1544 kj(369 kcal),"1,7","0,6","75,8","24,9","8,4","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,
402,Filet de poulet,0211120030963,['France'],[],[],?,?,,?,,?,,?,0,0,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
403,Bande multifruits,0255508026179,['France'],[],[],?,176,736 kj(176 kcal),7,"4,8",25,12,"2,4","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Filet de saumon fumé au bois hêtre,2434981072295,['France'],[],[],?,250,1046 kj(250 kcal),19,"2,6","0,5","0,5","19,8","1,9","0,76",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",19 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+35%,+35%,+81%,+26%,+1%,+50%,-10%,-33%,-33%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,"['FR 67.540.001 CE', 'Wintershouse (Bas-Rhin, France)']",,,,,,,,,,,
405,Timbres jambon sup frais barquette 400g,3760244982131,['France'],[],[],?,441,1845 kj(441 kcal),2,1,1,1,20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 19.246.004 CE', 'Saint-Viance (Corrèze, France)']",,,,,,,,,,,
406,Speculoos - 225g,5430001720006,['France'],[],[],?,483,2021 kj(483 kcal),"22,2","10,3","67,7","32,3","5,4","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225 g,,,,,,,,,,
407,Genep 50,3760096730522,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Chocolat lait fondant Les Magnifiques - Favarger,7610296203219,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Favarger'],,,,,,,,,,,,
409,Rôti de Filet de dinde - Volandrie,2860122045727,['France'],['ROTI DE FILET DE DINDE'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,1,"0,4",C,"['Viandes', 'Volailles', 'Dindes']",,,,,,,1 g,en quantité modérée,,,,,,,,,+11%,+11%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Volandrie', 'Marque Repère']",,,['Leclerc'],['Barquette'],,,1,,,,['France'],
410,Sel fin de campagne aux legumes,3554740401131,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Terrine aux saveurs des sous bois,3397131100257,['France'],[],[],?,240,1004 kj(240 kcal),21,21,8,"1,1","0,4",13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Vin rouge Landais,3271865512404,['France'],[],[],?,?,,?,,?,,?,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,
413,Rillettes du Mans,0211406017978,['France'],[],[],?,368,1540 kj(368 kcal),"33,3",13,"0,5","0,5","16,8","1,43","0,572",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes du Mans']",33.3 g,en quantité élevée,13 g,en quantité élevée,0.5 g,en faible quantité,1.43 g,en quantité modérée,,-8%,-8%,-11%,-9%,+37%,+79%,+6%,+14%,+14%,20,+3%,E,+3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
414,Smoked snack stick,0026200171883,['France'],[],[],?,12.5,52 kj(12 kcal),"9,38","3,13","18,75","3,125","3,13","1,032","0,413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Barre bio figues et amandes - 225g,0745114762184,['France'],[],"['Végétalien', 'Végétarien']",?,393,1644 kj(393 kcal),"16,5",3,31,"15,5",25,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien']",,,225 g,,,,,,,,,,
416,Well yes! lightly salted vegetable noodle soup - Campbell's,0051000252838,"['France', 'États-Unis']",[],[],?,37,155 kj(37 kcal),"0,61",0,"6,12","1,63","1,22","0,295","0,118",,"['Plats préparés', 'Soupes']",0.61 g,en faible quantité,0 g,en faible quantité,1.63 g,en faible quantité,0.295 g,en faible quantité,,-35%,-35%,-69%,-100%,+6%,-6%,-45%,-66%,-66%,0,-100%,B,-100%,,,,,,,,,"[""Campbell's""]",,,,,,"['Céleri', 'Œufs', 'Gluten']",,CAMPBELL SOUP COMPANY,,,,
417,Souris d'agneau confite,2224658062250,['France'],[],[],?,125,523 kj(125 kcal),5,"1,9","1,9","0,7",18,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,
418,Sirop d'agave - Léa Nature - 350g,45559242,['France'],[],"['Végétalien', 'Végétarien']",?,322,1347 kj(322 kcal),"0,6","0,1","78,4","73,1","0,5","0,03","0,012",,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",0.6 g,en faible quantité,0.1 g,en faible quantité,73.1 g,en quantité élevée,0.03 g,en faible quantité,,+4%,+4%,+156%,+485%,+2%,0%,+568%,-39%,-39%,14,+9%,D,+9%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-001', 'FR-BIO-01']","['Léa Nature', 'Jardin Bio']",,350 g,,,,,,,,,,
419,Breuil,3770002556030,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Milolette croute naturelle,2480087013915,['France'],[],[],?,336,1406 kj(336 kcal),24,"16,3","1,5","1,5",29,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Roquefort,2997019003390,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Siemen Rap eat -  - 150g,6409770080702,"['Finlande', 'France']",[],['Végétarien'],2392,577,2392 kj(577 kcal),44,"4,8",23,1,17,1,"0,4",,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",44 g,en quantité élevée,4.8 g,en quantité modérée,1 g,en faible quantité,1 g,en quantité modérée,+11%,+12%,+11%,+49%,+55%,-57%,-57%,+197%,-25%,-25%,10,-15%,C,-15%,,,,,,,,"['Peu ou pas de sel', 'Peu de sel', 'Végétarien', 'en:Avainlippu', 'Riche en fibres', 'Riche en protéines', 'Sans additifs']",,,150g,,,,,,,,['Finland'],,
423,Melange babylone,2600711022179,['France'],[],[],?,528,2209 kj(528 kcal),35,"5,4",28,22,21,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Langue de boeuf,04241715,['France'],[],[],?,189,791 kj(189 kcal),"14,7","7,2","3,5","2,1",0,"1,1","0,44",E,"['Viandes', 'Bœuf', 'Langues de bœuf']",14.7 g,en quantité modérée,7.2 g,en quantité élevée,2.1 g,en faible quantité,1.1 g,en quantité modérée,,+23%,+23%,+43%,+73%,-13%,+44%,-100%,+12%,+12%,13,+169%,D,+169%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,,,,,,,,,,,,,
425,Olijven Naturel Vers Groen Zon. pit,5413588602118,['France'],[],[],?,176,736 kj(176 kcal),17,"2,6","3,2","1,7","1,1","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Cantal entre deux,2245631040478,['France'],[],[],?,369,1544 kj(369 kcal),"29,4","19,9","0,8","0,8","25,5","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
427,"Origine Cacao, les tablettes - 80g",3701232617543,['France'],[],[],?,1500,6276 kj(1500 kcal),41,25,28,25,"8,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,
428,Reblochon,2204678002467,['France'],[],[],?,338,1414 kj(338 kcal),"28,1","22,1","0,6","0,5",20,1,"0,4",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",28.1 g,en quantité élevée,22.1 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,,+4%,+5%,+5%,+18%,+63%,+121%,0%,-25%,-25%,13,-9%,D,-9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
429,Chocolate n 3 - Jeff de Bruges - 80g,000000000114,['France'],[],[],?,2439,10205 kj(2439 kcal),44,28,30,27,"2,1","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],['Jeff de Bruges'],,80 g,,,,,,,,,,
430,Lasagnes saumon,3329630907907,['France'],[],[],?,173,724 kj(173 kcal),"9,7","3,2",14,"3,3","7,1","0,62","0,248",D,"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Lasagnes préparées', 'Lasagnes au poisson', 'Plats au saumon', 'Lasagnes au saumon']",9.7 g,en quantité modérée,3.2 g,en quantité modérée,3.3 g,en faible quantité,0.62 g,en quantité modérée,,+22%,+25%,+51%,+15%,+17%,+56%,+5%,-16%,-16%,3,+20%,C,+20%,79.3%,12.2%,2.8%,3.0%,1.6%,1.1%,48,,,,,,,,,,,,,,
431,Miel de Châtaignier -,0339220125225,['France'],[],[],?,?,,?,,?,,?,0,0,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Bio', 'Bio européen', 'Nature et Progrès']",,,,,,,,,,,,,
432,Instant feerique - Thiriet,3292590606497,['France'],"['CONFITURE DE A FRAÎCHE X CREVIE FRAICHE CŒURS DE GLAÇAGE ', 'NOISETTES CARAMÉLISEES {en cœur et 2506 de b ct•eme g\\acce lait ent\\ef ', '15% de ka créme glacée confiture de ch', 'sucre', ' dextrose', ""purée d'abricot "", '30%', ' de la ', 'noisettes 50010 ', 'chocolat blanc ', 'beurre de cacao', 'sucret ', 'le lait beurre concertt', 'é', 'tecithines ', 'soja', 'arôme nature,} de vaniiie', 'sirop de et protéines de lait', 'poudre de lait', ""lait entier concentre sticreq concentre de citron ému\\sltlants mono - et d'acides gras esters iacttqucs "", 'las et d-ac\\des gras', 'pectines épaississants : farine de graines de caroube gamme Quat gomme xanthane', ' acidifiant acide ascorbique', 'colorants caramel ordinaire curcumine caçmins bêta-carotène', 'arôme naturel', 'extrait de vanille', ' DECORS 8% COQUE ET VELOURS EMBOUTS ET SCEAU', 'ÉTOILES ARGENTÉES sucre', 'beurre de cacao', 'poudre de lait entier', 'beurre concentré', 'arôme naturel de vanille', 'huile de tournesol', ' émulsifiant lecithines ', 'soiaò', ' épaississant • hydroxypropylméthylcel\\ulose', 'humectant propylène glycol', ""colorants dioxyde de titane oxyde et hydroxyde de ter carbonate de calcium ch'hrbon végétal""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1019,243,1019 kj(243 kcal),10,"5,9",33,32,"4,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Entrepreneurs + Engagés'],['Thiriet'],,,['Thiriet'],,"['E440 - Pectines', 'E410 - Gomme de caroube', 'E300 - Acide ascorbique', 'E322 - Lécithines', 'E1520 - Propylène glycol']","['Lait', 'Fruits à coque', 'Soja']",4,,,,,
433,Couronne lait d'amande Mandarine - Thiriet - 600g,3292590898106,['France'],"['amande hachée', 'sucre', 'sim de gli', 'mse', 'mien', '#latine de bœuf', 'miel', 'jus de mandarine concentré de strre invBti', 'gérifiant : amidée', 'tiqueur de mandarine 0,3%', 'jus de citrm : rnom - et digtycérides gras', 'pistache verte hactée', 'serrmle de ŒŒange', 'levure chimique ', 'poudres à ', 'diphosphate disodim', 'E', ' cartmate de amidM1 de blé', 'de coco râpée', 'plaquette en mir décŒée ', 'pâte de strre', ' beurre de cEao', 'arôme naturel de vanille', 'Size', 'beurre de ', 'dbxyde de tibne', 'oxyde et hydroxyde de m', ' sel', 'dioxyde de tiàne', 'oxyu de fer et hydroxyde de fer', 'caroténoïdes', 'rgt', 'rel de démentm Présence éventzelle tnnb à CONSERVATIOU : CONSERVATION À', 'TC']",['Non végétalien'],?,221,925 kj(221 kcal),"9,4","4,9",30,25,"3,6","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,600 g,['Thiriet'],,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",['Lait'],4,,,,,
434,Poulet Fermier Bio,0227010024530,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
435,Pâte civada,3770003264699,['France'],[],[],?,366.7,1534 kj(366 kcal),"1,99","0,38","75,41","4,88","13,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
436,Boudin Noir Tradition,3760067667550,['France'],[],[],?,357.5,1496 kj(357 kcal),"32,7","6,6","2,1","0,3","13,7","1,79","0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Jambon cuit Supérieur decouenne,0229606040412,['France'],[],[],?,156,653 kj(156 kcal),8,"3,2","0,9","0,9",20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Colorant alimentaire jaune curcuma,3265960306211,['France'],[],[],?,?,,?,,?,,?,0,0,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
439,Miel de fleurs,0000140513132,['France'],[],[],?,?,,?,,?,,?,0,0,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
440,Organic walnut cream,05019,['France'],[],[],?,700,2929 kj(700 kcal),"67,1",10,"12,8",1,"9,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Comte 16 mois,0200263027817,['France'],[],[],?,?,,?,,?,,?,0,0,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
442,Mallafré Olives Arbequines,8423588000149,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Velouté de courgettes au Beaufort,3760072490013,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,,,,,,,,,,,,,,,,,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,,
444,Jambon de bellota iberique,8436025730776,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Fressure de Vendée - 220g,3540880120056,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 g,,,,,,,,,,
446,Bloc de foie gras chutney de figues - Auchan - 4x 40g,3596710476671,['France'],[],[],?,259,1084 kj(259 kcal),21,"9,3",13,"8,6","5,1","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']","['Auchan', 'Groupe Auchan']","['EMB 29106A', 'Landrévarzec (Finistère, France)']",4 x 40 g,['Auchan'],,,,,,,,,
447,Plain paratha,4260058595965,['France'],[],[],?,80,335 kj(80 kcal),"12,5","7,5","48,8",0,5,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Huile d'olive aromatisé à la truffe noire,8025386009180,['France'],[],[],?,877,3669 kj(877 kcal),96,17,0,0,"3,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,köftelik bulgur,4027394001358,['France'],[],[],?,324,1356 kj(324 kcal),"1,1","0,146","75,51","0,52","13,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Harissa Diari - Zgolli,6194004804307,['France'],[],[],?,?,,?,,?,,?,,,C,"['Epicerie', 'Sauces', 'Harissas']",,,,,,,,,,,,,,,,,,,,,,,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,['Zgolli'],,,,,,,,,,,,
451,Saucisson,2279347037323,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,
452,Blé concassé précuit,8699469170618,['France'],[],[],?,340,1423 kj(340 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Tagliatelles - 250g,3760237381255,['France'],[],[],?,342,1431 kj(342 kcal),"1,6","0,3","69,2","1,8","12,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Point Vert', 'Fabriqué en France']",,,250 g,,,,,,,,,,
454,Chocolat brazil nuts,1908170003137,['France'],[],[],?,584,2443 kj(584 kcal),"42,2","20,4","38,4","37,5","9,8","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Multivitamines & minéraux,3760280070052,['France'],[],"['Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,
456,Seedless red raspberry jam,0051500012284,['France'],[],[],?,25,105 kj(25 kcal),0,0,65,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Chocolat noir - Maison Guinguet - 100g,3760052698354,['France'],[],[],?,561,2347 kj(561 kcal),"42,9","25,6","30,3","25,8","7,62","0,447","0,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison Guinguet'],,100 g,,,,,,,,,,
458,Aceto Balsamico di Modena,3700073114242,['France'],[],[],?,?,,?,,?,,?,,,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,['Italie'],
459,Hoops & Marshmallows - 280g,0040032336678,['France'],[],[],?,110,460 kj(110 kcal),0,0,36,14,1,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280 g,,,,,,,,,,
460,Vegetable soya ragu,5060178071320,['France'],[],[],?,71,297 kj(71 kcal),"3,8","0,7","5,6","3,7","2,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,100% plant protein - Scitec nutrition,5999100013803,['France'],[],[],?,339,1418 kj(339 kcal),"4,3","2,3",5,"4,7",70,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Scitec nutrition'],,,,,,,,,,,,
462,Gamba pelada,8433329092272,['France'],[],[],?,53,222 kj(53 kcal),"0,8","0,3",0,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,BIO tablette chocolat lait noisettes - Comptoir du Cacao - 90g,3701265000084,['France'],"['Chocolat lait pur beurre de cacao* ', 'minimum de cacao: 39%', ' Sucre de canne""', 'beurre de cacao*', 'poudre de lait entier*', 'pâte de cacao*', 'noisette*', ' Peut contenir des traces de: lait', 'gluten', 'soja', 'autres fruits à coques', "" *ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,573,2397 kj(573 kcal),38,20,49,48,6,"0,14","0,056",D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",38 g,en quantité élevée,20 g,en quantité élevée,48 g,en quantité élevée,0.14 g,en faible quantité,,+1%,+1%,0%,+14%,+5%,+9%,-28%,-26%,-26%,27,+10%,E,+10%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['Comptoir du Cacao'],,90 g,,,,['Fruits à coque'],4,,,,,
464,Pesto Rosso - Mirácoli - 187g,4002359002953,"['France', 'Allemagne']",[],[],?,?,210 kj(50 kcal),18,,"8,3","6,6","2,1",,,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",18 g,en quantité modérée,,,6.6 g,en quantité modérée,,,,,-86%,-46%,,-1%,+18%,-48%,,,,,,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,['Mirácoli'],,187g,,['Glas'],,,,,,,,
465,Spa touch of blackcurrant,5410013154518,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spa'],,,,,,,,,,,,
466,Whey fibre,5600380899475,['France'],[],[],?,370,1548 kj(370 kcal),"4,7","1,9",40,"3,1",38,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Le Gaulois - La Belle Escalope de Dinde,0217634014178,['France'],[],[],?,?,,?,,?,,?,0,0,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Le Gaulois'],,,,,,,,,,,,
468,Cob Chocolate Sidul,5601370002936,['France'],[],[],?,0,0 kj(0 kcal),"0,44",0,"76,8","65,1","0,75","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants']",,,,,,,,,,,,,
469,Boite à malices - Daco Bello - 350g,3270720011151,['France'],[],[],?,368,1540 kj(368 kcal),"5,6","0,7",75,67,"3,2","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Daco Bello'],,350 g,,['Boîte en métal'],,,,,,,,
470,Lutéine - 60 Capsules - Diet Horizon,5060072732112,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Organic Reduced Sodium Roasted Red Pepper & Tomato soup,0052603054577,['France'],[],[],?,120,502 kj(120 kcal),2,"1,5",17,13,5,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Beech nut organics just pears,0052200075715,['France'],[],[],?,6.19,26 kj(6 kcal),0,0,"15,044","9,735",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Ametlla garrapinyada,8421564000176,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Chocolate Complete Lean Mass 5KG Pouch,5060343742871,['France'],[],[],?,398,1665 kj(398 kcal),"6,3","3,1","40,2","1,8","40,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Assortiment de légumes - Baton Rouge,3592860012608,['France'],[],[],?,137.4,575 kj(137 kcal),"0,3",0,"4,5","3,6",1,"7,5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Baton Rouge'],,,,,,,,,,,,
476,Family organic organic tomato juice from concentrate,0074682107272,"['France', 'États-Unis']","['Filtered water ', 'sufficient to reconstitute', 'organic tomato concentrate', 'organic lemon juice concentrate', 'sea salt']",[],?,25,105 kj(25 kcal),0,0,"5,83","3,33","0,83","0,405","0,162",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",0 g,en faible quantité,0 g,en faible quantité,3.33 g,en quantité modérée,0.405 g,en quantité modérée,,-38%,-38%,-100%,-100%,-31%,-55%,+115%,+1560%,+1560%,8,+35%,D,+35%,,,,,,,,['Bio'],,,,,,,,3,Knudsen & Sons Inc,,,,
477,Mélange à Soupe (tomates Et Légumes),0068400000211,['France'],[],[],?,360,1506 kj(360 kcal),2,0,72,12,12,"7,8","3,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
