,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,allergens,nova_score,additives,generic_name,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
466,Laksa Fried Rice Sauce - Prima Taste - 80g,8886350060084,,['France'],"['Eau', 'Lait De Coco En Poudre ', '16%', ' [Lait De Coco Solidifié', 'Dextrine De Malt', 'Caséinate De Sodium ', 'Lait', ']', 'Huile Végétale ', 'Huile De Palme', 'Pâte De Piment', 'Eau', 'Piment Séché', 'Sel', 'Crevettes ', 'Crustaces', ' Sechées', 'Echalote', ' Galanga', 'Sucre', 'Pâte De Crevettes ', 'Crustacés', ' [Crevettes ', 'Crustacés', 'Sel', 'Sel', 'Feuilles De Laksa ', 'Renouée odorante', ' ', '0', '6%', 'Curcuma', 'Curcuma En Poudre', 'Poivre Blanc', 'Citronnelle', 'Piment', 'Piment En Poudre']",[],?,325,1360 kj(325 kcal),"28,4","18,7",6,"3,2","10,3","4,3","1,72",,80 g,"['Epicerie', 'Sauces']",28.4 g,en quantité élevée,18.7 g,en quantité élevée,3.2 g,en faible quantité,4.3 g,en quantité élevée,,+37%,+38%,+57%,+766%,-39%,-50%,+283%,+78%,+78%,,,,,,,,['Prima Taste'],,,22,+90%,E,+90%,,,,,,,,,['Huile de palme'],
467,Alnatura 8M - Bircher Müsli,4104420081147,"['Bio', 'Bio-dynamie', 'Demeter']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alnatura'],['Alnatura'],,,,,,['Pot'],,,,,,,,,
468,Alnatura 8M - Buttergemüse mit Couscous und Huhn,4104420220676,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alnatura'],['Alnatura'],,,,,,['Pot'],,,,,,,,,
469,Lait demi-écrémé - Pâturages - 1L,3250390018070,,['France'],['Lait demi-écrémé stérilisé UHT origine France'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,13","0,052",B,1L,"['Produits laitiers', 'Laits']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,,-30%,-30%,-22%,-16%,-20%,-12%,-10%,+5%,+5%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Pâturages'],,,0,-100%,B,-100%,,,1,,,,,,,
470,"Salade de Poivron, Thon et Olives",8437006408257,,['France'],[],[],?,78,326 kj(78 kcal),"4,7","0,7","4,8","2,9","3,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Gloria Vanderbilt,3357554260013,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Vanderbilt'],,,,,,,,,,,,,,,,
472,Mogettes cuisinés à l'ancienne - Mercadier,3321950019728,,['France'],[],[],?,83,347 kj(83 kcal),"0,5","0,1",12,"1,5","5,2","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mercadier'],,,,,,,,,,,,,,,,
473,Tony's chocolonely,8717677339594,,['France'],[],[],?,537,2247 kj(537 kcal),"31,7","19,3","54,3","51,1","6,9","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Tony's Chocolonely""]",,,,,,,,,,,,,,,,
474,Cidre demi-sec - Côteaux Nantais - 75cl,3301592000513,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,,,,75 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,['Côteaux Nantais'],,,,,,,,,,,,,,,,
475,Patatas fritas en aceite de oliva 37% envase 150 g - El Corte Inglés,8433329068253,,['France'],[],[],?,574,2402 kj(574 kcal),37,"5,7",51,"0,5",7,1,"0,4",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",37 g,en quantité élevée,5.7 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,,+8%,+8%,+13%,+84%,-1%,-64%,+17%,-23%,-23%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,['El Corte Inglés'],,,16,+42%,D,+42%,,,,,,,,,,
476,La Vieille Ferme Luberon Blanc 2015 - 750ml,3296180000047,,['France'],[],[],?,?,,?,,?,,?,,,D,750ml,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins blancs']",,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['La Vieille Ferme'],,,,,,,,,,,,,,,,
477,Perlé de Groseille,3393190001085,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,NHCO Chrome Chelate 200UI,3760196530046,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Vital protection - Pedigree,3065890066816,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chiens']",,,,,,,,,,,,,,,,,,,,,,,,,,['Pedigree'],,,,,,,,,,,,,,,,
480,Orange sanguine et yuzu,5060426812125,,['France'],[],[],?,140,586 kj(140 kcal),"8,9","8,2","13,4","7,3","1,1","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Clinutren - Nestlé,7613037035926,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,
482,Bio hamburguesa vegetal de brócoli ecológica sin gluten,8433329061810,['Bio'],['France'],[],[],?,194,812 kj(194 kcal),"9,1","1,5",11,"2,1",15,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Café Robusta,3450970007771,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Terrine de campagne aux cèpes - 100g,00011091547,,['France'],[],[],?,308,1289 kj(308 kcal),27,"9,6","2,5","0,5",14,"1,3","0,52",,100 g,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",27 g,en quantité élevée,9.6 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,-5%,-5%,-5%,-11%,+9%,-42%,0%,-19%,-19%,,,,,,,,,,,17,-12%,D,-12%,,,,,,,,,,
485,Crème glacée de marrons de l'Ardèche - Aquibio - 500ml,3516459013401,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['Lait écrémé* réhydraté', 'crème de marrons* 17%', 'sucre de canne non blanchi*', 'beurre* ', 'lait', 'sirop de glucose* de maïs', 'extrait de vanille*', 'stabilisants végétaux* ', 'farine de caroube*', 'gomme de guar*', ' *biologiques']",['Non végétalien'],?,169,707 kj(169 kcal),"6,4","6,2","17,3","16,8","1,8","0,01","0,004",A,500 ml,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces aux marrons']",6.4 g,en quantité modérée,6.2 g,en quantité élevée,16.8 g,en quantité élevée,0.01 g,en faible quantité,,-16%,-17%,-2%,+45%,-42%,-29%,-29%,-89%,-89%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Aquibio'],['magasin spécialisé bio'],"['EMB 08105H', 'Charleville-Mézières (Ardennes, France)']",11,+13%,D,+13%,['Pot Biodégradable et compostable'],['Lait'],4,"['E410 - Gomme de caroube', 'E412 - Gomme de guar']",Crème Glacée de marrons de l'Ardèche,['France'],['France'],http://www.aquibio.com,,
486,Crème Glacée Chocolat Blanc Noix de Coco - Aquibio - 500ml,3516459013500,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",['France'],"['Lait écrémé"" réhydraté', 'chocolat blanc* 20% ', 'sucre de canne', 'beurre de cacao""', 'lait entier en poudre""', 'sucre de canne non blanchi*', 'beurre ', 'lait', 'sirop de glucose* de maïs', 'stabilisants végétaux ', 'farine de caroube', 'gomme de guar*', 'inclusions: coco râpée 3%']",['Non végétalien'],?,216,904 kj(216 kcal),"12,17","8,95","22,26","17,97","3,33","0,05","0,02",A,500 ml,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la noix de coco', 'Glaces au chocolat blanc']",12.2 g,en quantité modérée,8.95 g,en quantité élevée,18 g,en quantité élevée,0.05 g,en faible quantité,,-19%,-19%,-19%,-17%,-25%,-31%,+8%,-64%,-64%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Aquibio'],['Magasin spécialisé bio'],,13,-24%,D,-24%,['pot Biodégradable et compostable'],['Lait'],4,"['E410 - Gomme de caroube', 'E412 - Gomme de guar']",,['France'],,http://www.aquibio.com,,
487,Pot au feu - Bio Village - 260g,3564707158381,['Bio'],['France'],[],[],?,59,247 kj(59 kcal),"1,8","0,5","7,3","2,2","2,4","0,06","0,024",,260 g,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio Village', 'Marque Repère']",['Leclerc'],"['FR 02.514.001 CE', 'Montigny-Lengrain (Aisne, France)']",,,,,,,,,,,,,,
488,Coco pops chocos - Kellogg's - 16x 30g,5050083430626,,['France'],[],[],?,382,1598 kj(382 kcal),"3,1","1,3",75,27,10,"0,78","0,312",,16 x 30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Kellogg's""]",,,,,,,,,,,,,,,,
489,Flan entremets - Monbana,3474340019249,['Point Vert'],['France'],[],[],?,382,1598 kj(382 kcal),"0,5","0,1",95,82,"0,5","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monbana'],,,,,,,,,,,,,,,,
490,Heinz arrabiata,8410066141777,,['France'],[],[],?,59,247 kj(59 kcal),"1,4","0,1","9,2",8,"1,6","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Heinz'],,,,,,,,,,,,,,,,
491,Ruche d'or,8906003382230,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Lait de brebis - lactel - 1L,3428274160027,,['France'],"['Lait de brebis demi-écrémé ', 'origine France', 'stabilisant E340 ii']",[],?,54,226 kj(54 kcal),"1,5","1,1","4,6","4,6","5,6","0,12","0,048",C,1L,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits frais', 'Laits ESL']",1.5 g,en faible quantité,1.1 g,en faible quantité,4.6 g,en faible quantité,0.12 g,en faible quantité,,-40%,-40%,-64%,-59%,-41%,-41%,+6%,-39%,-39%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],['Auchan'],"['FR 12.176.057 CE', 'Onet-le-Château (Aveyron, France)']",-1,-159%,A,-159%,['1L'],,1,['E340ii - Phosphate dipotassique'],,['France'],['Aveyron'],,,
493,milay - biberli tavuk salam - 200g,4027394037029,['Halal'],['France'],[],[],?,212,887 kj(212 kcal),18,"5,4","3,5",1,9,"2,2","0,88",,200 g,"['Viandes', 'Charcuteries', 'Saucisses']",18 g,en quantité modérée,5.4 g,en quantité élevée,1 g,en faible quantité,2.2 g,en quantité élevée,,-17%,-17%,-13%,-32%,+145%,+33%,-40%,+12%,+12%,,,,,,,,['biberli tavuk salam'],,,16,-9%,D,-9%,['Orange'],,,,,,,,,
494,Sjokopulver - First Price - 800g,7311041046487,,['France'],"['Sukker', 'dekstrose', 'fettredusert kakaopulver 20 %', 'emulgator ', 'E322/solsikke - lecitin', 'salt']",[],?,383,1602 kj(383 kcal),"3,1","1,4",81,79,"4,5","0,13","0,052",D,800 g,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",,,,,,,,,,+15%,+12%,-28%,-45%,+28%,+40%,-29%,-38%,-38%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,['First Price'],,,,,,,,,,['E322 - Lécithines'],,,,,,
495,Chocolate powder less sugar - Oboy - 500g,7622300341688,,['France'],"['Sukker', '22% fettredusert kakao ', 'med  emulgator soyalecitin', 'inulin ', 'cikoriarotfiber', 'salt', 'arome ', 'vanillin']",[],?,365,1527 kj(365 kcal),"3,3","2,1","67,5","64,5","5,6","0,57","0,228",D,500 g,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",,,,,,,,,,+10%,+7%,-23%,-18%,+6%,+14%,-12%,+173%,+173%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,['Oboy'],,,,,,,,,,,,,,,,
496,Coviran,8422823290208,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Coviran'],,,,,,,,,,,,,,,,
497,Crème Glacée Menthe Chocolat à la menthe fraîche - AquiBio - 500ml,3516459012404,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['Lait écrémé* réhydraté', 'beurre* ', 'lait*', 'sucre de canne non blanchi*', 'sirop de glucose de mais*', 'feuilles de menthe fraiches infusées* 2%', 'stabilisants végétaux* ', 'farine de caroub*', 'gomme de guar*', 'inclusions: pépites de chocolat* 4 % ', 'fèves de cacao*', 'sucre de canne*', 'beurre de cacao*', 'lécithine de tournesol*', "" *:Produit issu de l'agriculture biologique"", "" Fabriqué dans un atelier où l'on transforme du lait"", 'des oeufs', 'des fruits à coque', 'du soja et du gluten']",['Non végétalien'],?,186,778 kj(186 kcal),"8,8","5,9","23,6","20,9","3,2","0,14","0,056",,500 ml,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Crèmes glacées végétales', 'Crèmes glacées végétales en pot']",8.8 g,en quantité modérée,5.9 g,en quantité élevée,20.9 g,en quantité élevée,0.14 g,en faible quantité,,-7%,-7%,+2%,+22%,-13%,+9%,+33%,-4%,-4%,,,,,,,,['AquiBio'],['Magasins Spécialisés Bio'],['08105H'],11,+19%,D,+19%,['Pot Biodégradable et compostable'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,"['E412 - Gomme de guar', 'E322i - Lécithine']",,['Villeneuve sur lot'],"['France', 'Union européenne']",http://www.aquibio.com,,
498,Gambas sauvage géantes,3423770213390,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Boudin Blanc bio - auchan - 250g,3596710472048,"['Bio', 'Bio européen', 'Viande Française', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Viande Porcine Française', 'Nutriscore', 'Nutriscore D', 'AB Agriculture Biologique']",['France'],"['Viande de porc* 58% ', 'origine France', 'eau gras de porc* ', 'origine France', 'fécule de pomme de terre*', 'sel', 'lactate de sodium', 'dextrose*', 'lactose* ', 'lait', ' ', 'origine UE', 'épices et plantes aromatiques*', 'arômes naturels', ""jus d'acérola*"", ' Boyau naturel de porc', ' * biologique']","['Non végétalien', 'Non végétarien']",?,307,1284 kj(307 kcal),29,"9,8","2,2","1,9","9,2","1,4","0,56",C,250 g,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",29 g,en quantité élevée,9.8 g,en quantité élevée,1.9 g,en faible quantité,1.4 g,en quantité modérée,,+26%,+26%,+44%,+25%,-49%,-4%,-11%,-6%,-6%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Auchan'],['Auchan'],,18,+12%,D,+12%,,['Lait'],4,['E325 - Lactate de sodium'],,,,,,
500,Champignons farcis - Bigard - 2x 140g,3273230393830,,['France'],[],[],?,150,628 kj(150 kcal),11,"4,4","5,1","0,8","7,7","0,95","0,38",,2 x 140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bigard'],,,,,,,,,,,,,,,,
501,Grissini al sesamo - 200g,8032715380919,['en:gluten-free'],['France'],[],[],?,437,1828 kj(437 kcal),12,"1,5","4,4","4,4","3,2","1,1","0,44",B,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",12 g,en quantité modérée,1.5 g,en quantité modérée,4.4 g,en faible quantité,1.1 g,en quantité modérée,,+4%,+4%,+11%,-34%,-93%,+76%,-72%,-42%,-42%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,9,-30%,C,-30%,,,,,,,,,,
502,Fruit aux joghurt - Desira,4061458010153,,['France'],[],[],?,370,1548 kj(370 kcal),3,"2,8","11,2","2,1","2,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Desira'],,,,,,,,,,,,,,,,
503,Tortilla nature - Leaderprice,3263859502126,,['France'],[],[],?,153,640 kj(153 kcal),"7,3","1,3",16,0,"5,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leaderprice'],,,,,,,,,,,,,,,,
504,Champignons Eminces 300G,4026813000248,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Tic Tac Orange -,93698078,,"['France', 'Singapour']",[],[],?,?,,0,0,?,0,0,0,0,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons dragéifiés']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,,-100%,-100%,-100%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,,,,
506,Gefülltes hörnchen - 48g,4337185612916,,['France'],[],[],?,484,2025 kj(484 kcal),28,11,51,23,"6,4","0,75","0,3",,48 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Limande meunière - La Vie Claire - 200g (2 * 100g),3266191000053,"['Pêche durable', 'Pêche durable MSC']",['France'],[],[],887,?,887 kj(212 kcal),"10,2","1,2","20,1","0,9","10,3","0,67","0,268",,200 g (2 * 100 g),,,,,,,,,,,,,,,,,,,,,,,,,,,['La Vie Claire'],,['MSC-C-50643'],,,,,,,,,,,,,,
508,Spaghetti - Savino,3580281186053,['Fabriqué en Italie'],['France'],[],[],?,348,1456 kj(348 kcal),"1,1","0,1",71,"3,5",12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Savino'],,,,,,,,,,,,,,,,
509,Coquillettes n°252 - Savino,3580281186527,,['France'],[],[],?,0,0 kj(0 kcal),1,1,71,3,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Savino'],,,,,,,,,,,,,,,,
510,Dry Roasted Peanuts - 550g,5057373982964,,['France'],[],[],?,623,2607 kj(623 kcal),"51,7","9,5",10,"2,9","26,5","1,5","0,6",,550 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['composite-bag'],,,,,,,,,
511,Le Thé Merveilleux - Palais des Thés,3700256730740,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,
512,Noix de macadamia - Direct Producteurs Fruits Secs - 125g,3760159013555,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],[],3004,718,3004 kj(718 kcal),"75,8","12,1","13,8","4,6","7,9","0,01","0,004",D,125 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Fruits à coques', 'Aliments à base de plantes séchées', 'Fruits à coques décortiqués', 'Fruits secs', 'Noix de Macadamia', 'Noix de Macadamia décortiquées', 'Oléagineux']",75.8 g,en quantité élevée,12.1 g,en quantité élevée,4.6 g,en faible quantité,0.01 g,en faible quantité,,+12%,+13%,+38%,+76%,-20%,-0%,-43%,-49%,-49%,93.0%,1.3%,2.5%,1.5%,1.7%,0.0%,37,['Direct Producteurs Fruits Secs'],['Magasins bio'],,5,+103%,C,+103%,['Sachet'],,,,Noix de Macadamia,['Afrique du Sud'],['Afrique du Sud'],http://www.directproducteursfruitssecs.com/fruitsec/?produit=noix_de_macadamia&id=66,,
513,Miel de Lorraine fleurs de printemps - Les Fous de Terroirs,3393190038692,,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français']",,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Les Fous de Terroirs'],,,,,,,,,,,,,,,,
514,Pêches au sirop léger,3580282297062,,['France'],[],[],?,262,1096 kj(262 kcal),"0,5",0,14,13,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Cidre de Bretagne,3271470761495,,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidre de Bretagne']",,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,['France'],,,
516,Papillotes Tattoo,4056489039839,,['France'],[],[],?,547,2289 kj(547 kcal),33,19,55,53,"6,7","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Hachis parmentier - Bio Village,3564707158145,['Bio'],['France'],[],[],?,79,331 kj(79 kcal),"2,9","1,5","9,6","1,1","3,2","0,06","0,024",,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf']",2.9 g,en faible quantité,1.5 g,en quantité modérée,1.1 g,en faible quantité,0.06 g,en faible quantité,,-42%,-42%,-52%,-31%,+2%,-39%,-64%,-93%,-93%,,,,,,,,['Bio Village'],['Leclerc'],,0,-100%,B,-100%,,,,,,,,,,
518,Herring fillets On tomate  sauce - Nixe - 200g,25226461,,['France'],[],[],?,?,,?,,?,,?,,,,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nixe'],,,,,,,,,,,,,,,,
519,Bûchettes cerises,3421371524150,,['France'],[],[],?,408,1707 kj(408 kcal),15,"8,7",64,55,"3,1","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Jus d’orange Joker 1 l,3123349015201,,['France'],[],[],?,?,,?,,?,,?,,,,1 l.,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joker'],,,,,,,['Bouteille'],,,,,,,,,
521,Cancoillote ail Lhemann Bio - 240g,3700613101374,['Bio'],['France'],[],[],?,169,707 kj(169 kcal),12,"7,2","0,5","0,5",15,"0,9","0,36",,240 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 25.614.003 CE', 'Vieux-Charmont (Doubs, France)']",,,,,,,,,,,,,,
522,3663849004324,3663849004324,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Brasses brebris - Délisse,3564706580695,"['Nutriscore', 'Nutriscore B']",['France'],[],[],?,77,322 kj(77 kcal),"2,5","1,5",11,10,"2,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Délisse', 'Marque Repère']",['Leclerc'],,,,,,,,,,,,,,,
524,Sanguinella,8053908880733,,['France'],[],[],?,68,285 kj(68 kcal),0,0,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Signature  macaron caramel au beurre salé - Nestlé,3274664135096,,['France'],[],[],?,266,1113 kj(266 kcal),14,"7,2",32,25,"2,3","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,
526,Camembert de Normandie - Naturellement normande - 250g,3770014192004,"['Bio', 'Bio européen', 'FR-BIO-01', 'AOP', 'Bienvenue à la ferme', 'Lait de foin']",['France'],"['Lait* cru ', 'certifié lait de foin STG', ' partiellement écrémé', 'sel', ""ferments lactiques et d'affinage"", 'présure', "" \r *ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,?,,?,,?,,?,,,C,250g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']",,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Naturellement normande'],,,,,,,['Frais'],['Lait'],3,,,,,,,
527,Trail mix,26082417,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Sensation fruit - Lindt - 2x 150g,7610400089494,,['France'],[],[],?,464,1941 kj(464 kcal),21,13,58,54,"3,6","0,06","0,024",,2 x 150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lindt'],,,,,,,,,,,,,,,,
529,Gott & Blandat Original Malaco,7310350504305,,['France'],[],[],?,347,1452 kj(347 kcal),"0,3","0,2",85,59,0,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
