,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,packaging,labels,ingredients_origins,manufacturing,traceability_code,link,markets,palm_ingredients,brand_owner
1068,Philadelphia Naturel - 200g,5410068237303,['Philadelphia'],"['Belgique', 'France']","['Lait entier', 'crème', 'préparation de protéines de lait', 'perméat de lactosérum concentré ', 'de lait', ',sel', 'stabilisant ', 'farine de graines de caroube', 'acidifiant ', 'acide citrique', ',']","['E410 - Gomme de caroube', 'E330 - Acide citrique']",['Lait'],['Non végétalien'],4,?,225,941 kj(225 kcal),21,14,"4,3","4,3","5,4","0,75","0,3",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']",21 g,en quantité élevée,14 g,en quantité élevée,4.3 g,en faible quantité,,+52%,+50%,+98%,+101%,-21%,-10%,-20%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,200 g,0.75 g,en quantité modérée,+125%,+125%,12,+193%,D,+193%,,['barquette plastisque'],,,,,,,,
1069,Looza green - Ace Green - 20cl,5410188023190,['Ace Green'],"['Belgique', 'France']",[],,,[],,?,18,75 kj(18 kcal),0,0,"3,5","3,5","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,20 cl,,,,,,,,,,,,,,,,,,
1070,100% Orange pressées avec pulpe - Tropicana - 85cl,5410188024142,['Tropicana'],['France'],"[""Jus d'0range""]",,,[],,204,48,204 kj(48 kcal),0,0,10,10,"0,8",0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons à base de végétaux', 'Frais', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus"", ""Jus d'orange avec pulpe frais""]",0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,+11%,+12%,+12%,-100%,-100%,+3%,+9%,+27%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,85 cl,0 g,en faible quantité,-100%,-100%,4,+34%,C,+34%,Jus d'orange avec pulpe frais,"['bouteille plastique', 'bouchon plastique', 'Frais']",['Sans colorants'],['Brésil'],,,,['Carrefour'],,
1071,Pure Premium Raisins pressés France - Tropicana - 1l,5410188031324,['Tropicana'],['France'],['Jus de raisin'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,268,63,268 kj(63 kcal),0,0,15,15,"0,1",0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin', 'Jus de fruits pur jus']",0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,-5%,-6%,-5%,-100%,-100%,-8%,-5%,-67%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 l,0 g,en faible quantité,-100%,-100%,9,-7%,D,-7%,Jus de raisins flash pasteurisé,"['Bouteille', 'Plastique']",,['France'],,,,['Cora'],,
1072,Pepper Pack De 6 - Dr pepper,5410221016608,['Dr pepper'],"['Belgique', 'France']","['ITS', 'CONTIENT DE LA acidifiant ', 'E338', 'arômes', 'voir sur le fond de la boite', "" MET FRUITAROMA'S"", 'stof: karamel ', 'E150d', 'minste houdbaar tot: zie D SOFT DRINI', ' WITH ed water', 'sugar colour: Best before: see']","['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', ""E150d - Caramel au sulfite d'ammonium""]",,[],4,?,28,117 kj(28 kcal),0,0,"6,879","6,818",0,0,0,,"['Boissons', 'Boissons sans sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,6.82 g,en quantité élevée,,-36%,-41%,-100%,-100%,-20%,+1%,-100%,,,,,,,,,0 g,en faible quantité,-100%,-100%,9,+63%,D,+63%,,,,,,,,"['Magasins U', 'Delhaize']",,
1073,Gini lemon - 50cl,5410221503078,['Gini'],['France'],[],,,[],,?,24,100 kj(24 kcal),0,0,"5,3","5,3",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,50cl,,,,,,,,,,,['Sans colorants'],,,,,,,
1074,jmperial,5410291017420,,['France'],"['SUCRE', 'HUILE VÉGÉTALE ', 'COLZA', 'PALME', 'CAROUBE EN POUDRE ', '2%', 'LACTOSERUM EN POUDRE ', 'LAIT', 'NOISETTES 1% * EMULSIFIANT: LÉCITHINE DE TOURNESOL', 'HUILE DE PALME PARTIELLBIT HYDROGÉNÉE', 'LAIT ÉCRÉMÉ EN POUDRE', 'SEL', 'ARÔME ', 'NOISETIE AROME VANILLINE', ' PEUT CONTENIR DES TRACES DE CEREALS CONTENAN DU GLUTEN', 'ARACHIDES ET SOJA', ' INGREDIENTS: SUGAR', 'VEGETABLE OIL ', 'RAPESEED', 'PALM', 'CAROB POWDER ', '2%', 'WHEY POWDER ', 'MILK', 'HAZELNUTS 1%', 'EMULSIFIER: SUNFLOWER LECITHIN', 'PARTIALLY HYDROGENATED PALM OIL', 'SKIMMED MILK POWDER SALT', 'FLAVOR ', 'HAZELNUT', 'FLAVORING VANILLINE', 'MAY CONTAIN TRACES OF CEREALS CONTAINING GLUTEN', 'PEANUTS AND SOY INGREDIENTES: AZÚCAR', 'ACEITE VEGETAL ', 'COLZA', 'PALMA', 'ALGARROBO EN POLVO ', '2%', 'SUERO LACTEO EN POLVO ', 'LECHE', 'AVELLANAS 1 EMULGENTE: LECITINA DE GIRASOL', 'ACEITE DE PALMA PARCIALMENTE HIDROGENADO', 'LECHE DESNATADA EN POLVO', 'SAL', 'AROMA ', 'AVELLANA AROMA VAINILLINA', ' PUEDE CONTENER TRAZAS DE CEREALES CONTENIENDO GLUTEN', 'CACAHUETES Y SOJA PESO NETO:/ a الوزن الصافي NET WEIGHT:/POIDS NET: 350', 'e']",['E322i - Lécithine'],"['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,?,576,2410 kj(576 kcal),36,10,63,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
1075,V. bleue Gratin 3 Fromages - Vache Bleue,5410298052257,['Vache Bleue'],"['Belgique', 'France']","['Mélange de 3 fromages râpés - Mix van 3 geraspte kazen mental ', '69%', ' - Maasdam ', '20%', ' - Bergkdse ', '10%', ' Icrobiens antiagglomércnt: cellulose', ' stremsel,']",['E460 - Cellulose'],,['Non végétalien'],4,?,376,1573 kj(376 kcal),29,17,0,0,28,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,
1076,Sucre roux de canne,5410301760087,,['France'],[],,,[],,?,400,1674 kj(400 kcal),0,0,"99,5","99,5",0,,,B,"['Édulcorants', 'Sucres', 'Sucres roux']",0 g,en faible quantité,0 g,en faible quantité,99.5 g,en quantité élevée,,+2%,+2%,-100%,-100%,+1%,+3%,-100%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,,,,,,,,,,,,
1077,Fruit Coulis - Dira,5410302259078,['Dira'],['France'],"['groseille', 'Trag mûre sauvage', 'cassis', 'framboise', 'myrtille sauv? le', 'baie de sureau', '15 % sucres', "" Conservation,' con élateur "", '-18 oc', ': à consommer de éférence avant le ', 'BB', ': voir dessus ', 'BBI Après écon élation et ouverture', ""' à consc\\ûmer dans 14jours si conservé au réfrigérateur "", '+4 oc max', 'Uti?isation: décongeler le coulis de fruits pendant 24 heures dans le réfrigérateur ', '+4 En cas de décon élation dans le four à micro-ondes', ""' dlabord enlever le film protedeu"", ' engessous du bouchon', ' len agiter avant usage', ' Produit en Belgique', ' ? DE']",,,[],,?,93,389 kj(93 kcal),"0,4",0,"19,9","19,8","0,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Riz cantonais,5410355401707,,['France'],[],,,[],,?,124,519 kj(124 kcal),"2,3","0,5",21,"0,9","4,1","1,2","0,48",C,"['Plats préparés', 'Céréales préparées', 'Riz préparés', 'Riz cantonais']",2.3 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,,-21%,-21%,-42%,-27%,-11%,-29%,-22%,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,,1.2 g,en quantité modérée,+23%,+23%,4,+75%,C,+75%,,,['Sans colorants'],,,,,,,
1079,Sardines à la sauce tomate - Imperial,5410363000442,['Imperial'],['France'],[],,,[],,?,182,761 kj(182 kcal),12,"3,3","0,5",0,18,"1,5","0,6",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Sardines à la tomate']",12 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,,-1%,-2%,0%,+8%,-70%,-100%,+4%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,1.5 g,en quantité modérée,+59%,+59%,11,+218%,D,+218%,,['Conserve'],,,,,,,,
1080,Pain d'épices avec sucre perlé - Vondelmolen - 500g,5410383010018,['Vondelmolen'],"['Belgique', 'France']","['Sirop de glucose - fructose', 'farine de seigle ', '37%', 'sucre perlé ', '7%', 'son de seigle ', '3%', 'poudres à lever ', 'carbonate acide de sodium', 'diphosphate disodique', 'épices et arômes']","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1389,328,1389 kj(328 kcal),1,"0,2",75,42,3,"0,55","0,22",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",1 g,en faible quantité,0.2 g,en faible quantité,42 g,en quantité élevée,-6%,-3%,-2%,-71%,-84%,+6%,+3%,-31%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,500 g,0.55 g,en quantité modérée,+26%,+26%,12,-15%,D,-15%,Pain d'épices avec sucre perlé,['Plastique'],,,,,,['Delhaize'],,
1081,Sauce au poivre - La William,5410426007647,['La William'],"['Belgique', 'France']",[],,,[],,?,5,21 kj(5 kcal),"48,8","30,4","6,3","4,3","1,3","2,1","0,84",B,"['Epicerie', 'Sauces', 'Sauces au poivre']",48.8 g,en quantité élevée,30.4 g,en quantité élevée,4.3 g,en faible quantité,,-98%,-98%,+77%,+681%,-29%,+35%,-29%,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,,2.1 g,en quantité élevée,-9%,-9%,19,+30%,E,+30%,,,,,,,,['Delhaize'],,
1082,Campina lait écrémé 0%,5410438028746,['Campina'],['France'],[],,,[],,?,37,155 kj(37 kcal),"0,1",0,"5,1","4,9","3,8","0,14","0,056",D,"['Produits laitiers', 'Laits']",0.1 g,en faible quantité,0 g,en faible quantité,4.9 g,en faible quantité,,-44%,-43%,-95%,-100%,-15%,-10%,+7%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,0.14 g,en faible quantité,+13%,+13%,-1,-274%,A,-274%,,,,,,,,,,
1083,Amandine Miko - 600g,5410456604410,['Miko'],['France'],"['chocolat au lait 67% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', ' amandes torréfiées 32%', 'cacao maigre en poudre']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,2386,574,2386 kj(574 kcal),40,16,38,37,12,"0,11","0,044",D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Amandes enrobées de chocolat']",40 g,en quantité élevée,16 g,en quantité élevée,37 g,en quantité élevée,+1%,+1%,+1%,-1%,-2%,+3%,+12%,+9%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,600g,0.11 g,en faible quantité,+15%,+15%,25,+10%,E,+10%,,['Carton'],,,,,,,,
1084,Boulettes Roties - Aubel - 6,5410459016975,['Aubel'],"['Belgique', 'France']","['Viande de porc ', '56%', 'chapelure ', 'farine de blé', 'sel', 'levure', 'eau', 'tissu conjonctif de porc', 'oignons', 'lait', 'sel iodé', 'épices', 'fécule de pomme de terre', 'fibre de canne à sucre', 'persil', 'poireaux', 'protéines de lait', 'plantes aromatiques', 'dextrose', 'arômes', 'colorant: E120', 'stabilisants: E450', 'E452', 'antioxydant: E301', 'conservateur: E250']","['E120 - Acide carminique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,?,288,1205 kj(288 kcal),22,"7,7","8,4","1,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,
1085,Filet de poulet,5410469031685,,['France'],[],,,[],,?,107,448 kj(107 kcal),"3,2","1,3","1,1","0,8","18,4",2,"0,8",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",3.2 g,en quantité modérée,1.3 g,en faible quantité,0.8 g,en faible quantité,,-18%,-17%,+11%,+74%,+130%,+229%,-19%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,2 g,en quantité élevée,+167%,+167%,5,,C,,,,,,,,,,,
1086,Biscuits à la framboise - Jules Destrooper - 100g e,5410471909781,['Jules Destrooper'],['France'],"['Farine de froment', 'sucre', 'beurre ', '18 %', ' ', 'lait', 'morceaux de framboises ', '4,4 %', ' ', 'purée de framboise', 'sirop de glucose-fructose', 'sirop de glucose', 'sucre', 'fibre de blé', 'gélifiant: pectine', 'colorant ', 'concentré de carotte', 'cassis et myrtille', ""correcteur d'acidité : acide citrique et acide malique"", 'arômes naturels', 'œufs', 'sirop de sucre', 'agent de levage : bicarbonate de soude', 'arômes naturels', 'sel de mer', 'cannelle']","['E440 - Pectines', 'E330 - Acide citrique', 'E296 - Acide malique', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,468,1958 kj(468 kcal),17,11,73,7,"5,6","0,5","0,2",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Biscuits à la Framboise']",17 g,en quantité modérée,11 g,en quantité élevée,7 g,en quantité modérée,,+4%,+4%,+4%,+79%,+9%,-78%,-24%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,100 g e,0.5 g,en quantité modérée,+6%,+6%,18,+7%,D,+7%,Biscuits à la framboise,"['Boîte', 'Carton', 'Plastique', 'Atmosphère protectrice', 'PP5', 'Polypropylène']","['Point Vert', 'Fabriqué en Belgique']",,['Belgique'],,https://www.jules-destrooper.com/fr/nos-biscuits/biscuits-aux-framboises,['Auchan'],,
1087,Quinoa avec des lentilles et de la canneberge - Maître Olivier,5410473041724,['Maître Olivier'],['France'],"['Quinoa 44%', 'eau', 'lentille 14%', 'pois chiche', 'carotte', 'poivron', 'huile de colza', 'canneberge 7%', 'raisins secs', 'curry', 'oignon', 'sucre', 'sel', 'jus de citron', 'plantes automatiques et épices', 'E160c', 'E202', 'E260', 'E270', 'E524']","['E160c - Extrait de paprika', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E260 - Acide acétique', 'E270 - Acide lactique', 'E524 - Hydroxyde de sodium']",,[],4,?,162,678 kj(162 kcal),"2,5","0,1","11,9","7,8","6,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Creme anglaise - Debic,5410488822134,['Debic'],['France'],[],,,[],,?,118,494 kj(118 kcal),"4,5","3,5",17,15,"2,4","0,1","0,04",B,"['Epicerie', 'Produits laitiers', 'Sauces', 'Sauces dessert', 'Crèmes anglaises']",4.5 g,en quantité modérée,3.5 g,en quantité modérée,15 g,en quantité élevée,,+15%,+14%,+49%,+90%,+10%,+8%,-27%,63.7%,15.6%,9.2%,6.6%,3.9%,1.0%,86,,0.1 g,en faible quantité,-22%,-22%,6,+82%,C,+82%,,,,,,,,,,
1089,"finest belgian chocolate - Callebaut - 2,5kg",5410522512779,['Callebaut'],['France'],[],,,[],,?,558,2335 kj(558 kcal),38,23,43,40,"5,5","0,01","0,004",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",38 g,en quantité élevée,23 g,en quantité élevée,40 g,en quantité élevée,,+0%,+1%,-4%,-0%,+11%,+26%,-28%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"2,5 kg",0.01 g,en faible quantité,-79%,-79%,24,+13%,E,+13%,,,,,,,,,,
1090,Dès De Lardons - Herta,5410573037313,['Herta'],['France'],"['Poitrine de porc', 'conservateurs: lactate de potassium', 'acétate de sodium', 'nitrite de sodium', ' sel', 'dextrose de maïs', 'antioxydant : isoascorbate de sodium', ' fumée']","['E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,250,1046 kj(250 kcal),20,"7,8","0,4","0,4",17,"2,2","0,88",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc']",20 g,en quantité modérée,7.8 g,en quantité élevée,0.4 g,en faible quantité,,-5%,-4%,-7%,-4%,-52%,-39%,+4%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,2.2 g,en quantité élevée,-16%,-16%,19,-5%,E,-5%,,,"['en:gluten-free', 'Point Vert']",,,['FR 82.257.005 CE'],,,,
1091,Riz Jasmin - Uncle Ben's - 1Kg,5410673730404,"[""Uncle Ben's""]","['Belgique', 'France']",[],,,[],,?,136,569 kj(136 kcal),"0,1",0,"31,1",0,"2,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,1Kg,,,,,,,,,,,,,,,,['Delhaize'],,
1092,Sauce toscane,5410832408281,,['France'],[],,,[],,?,444,1858 kj(444 kcal),37,"3,2",26,"24,1",1,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Sauce provençale - Délice du Nord - 500g,5410920900291,['Délice du Nord'],['France'],"['Eau', 'légumes ', 'oignon', 'poivron', 'sucre', 'vinaigre', 'purée de tomates', 'sel', 'amidon modifié de maïs', 'arôme ', 'maltodextrine', 'sel', 'sucre', 'huile de palme', 'huile de tournesol', 'dextrose', 'huile de colza', 'stabilisants ', 'E410', 'E412', 'E407', 'conservateurs ', 'E211', 'E202', 'herbes ', 'persil']","['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,61,255 kj(61 kcal),0,0,13,11,"0,7",2,"0,8",B,"['Epicerie', 'Sauces', 'Sauces provençales']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,,+2%,+4%,-100%,-100%,+85%,+115%,-50%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,500 g,2 g,en quantité élevée,+112%,+112%,10,+3360%,C,+3360%,,"['Pot', 'plastique']",,,"['Nord', 'France']",,,['SImply Market'],['Huile de palme'],
1094,Sauce Hannibal - Les Frères Culinaires - 500g e,5410920900871,"['Les Frères Culinaires', 'Pro Reca']",['France'],"['Huiie de colza', 'eau', 'sucre', "" vinaigre jaune d'œuf de ferme "", 'sel', 'légume ', 'oignon', 'moutarde ', 'vinaigre', 'graine de moutarde', 'sel', 'curcuma', 'sauce Worcester {vinaigre', 'levure', 'jus de citron', 'noix de muscade', 'clou de girofle', 'tamarin', ""pâte d'oignons"", 'poudre de tomates sel acidifiant ', 'E270', 'conservateur : E202', 'arôme', 'stabilisant ', 'E415', 'colorant E160c', 'antioxydant E385']","['E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Moutarde']",[],4,?,514,2151 kj(514 kcal),"50,5","4,1","12,5","10,9","1,4","1,6","0,64",,"['Epicerie', 'Sauces']",50.5 g,en quantité élevée,4.1 g,en quantité modérée,10.9 g,en quantité modérée,,+116%,+118%,+179%,+90%,+26%,+69%,-48%,,,,,,,,500 g e,1.6 g,en quantité élevée,-34%,-34%,19,+64%,E,+64%,,"['Pot', 'Plastique']",['Produits destinés aux professionnels'],,,,,,,
1095,sauce samouraï,5410951075746,,['France'],[],,,[],,?,568,2377 kj(568 kcal),61,"4,8","3,7","1,5","1,1","0,95","0,38",D,"['Epicerie', 'Sauces', 'Sauces samouraï']",61 g,en quantité élevée,4.8 g,en quantité modérée,1.5 g,en faible quantité,,-0%,-0%,-2%,+1%,+14%,-2%,-2%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,0.95 g,en quantité modérée,-55%,-55%,15,-22%,D,-22%,,,['Fabriqué en Belgique'],,,,,,,
1096,Vallée De L'ourthe Aardbeien 370G - Les delices des 7 vallees,5410986044175,['Les delices des 7 vallees'],['France'],"['Vallée confiture EXTRA Confituur EXTRA Konfitüre —met50gvrudtenper 600 pet 1000 •:irt2rt 100q ', 'r', 'ter 9', ' offruitper Inaœd:efitesl']",,,[],,?,266,1113 kj(266 kcal),0,0,66,60,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,P Te D'amande Tricolore - 200G - / - 200g,5411062087536,,['France'],[],,,[],,?,434,1816 kj(434 kcal),"15,7",1,"67,4","60,1","6,4",20,8,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,,,,,,
1098,Pickles,5411171112242,,['France'],[],,,[],,?,44,184 kj(44 kcal),"1,26","0,16","6,56","4,46","1,36","0,96","0,384",,['Pickles'],1.26 g,en faible quantité,0.16 g,en faible quantité,4.46 g,en faible quantité,,-64%,-64%,-88%,-90%,+141%,+329%,+5%,,,,,,,,,0.96 g,en quantité modérée,-67%,-67%,4,-52%,C,-52%,,,,,,,,,,
1099,Alpro Dessert Choco X,5411188096788,['Alpro'],['France'],"[""Çrnooth Chocolate Sojadessert met toegevoeade calcium & vitaminet'4E INGREDlEN7EN: "", 'sutxer', 'gepeide sojabonen verdikkingsmiddeien cerraçeen', 'magere cacao ', ' chocoiade caiciumcatbonaat kalœmfosfaat', 'arcma', 'zeezout', 'vitaminen riboflavine {82', 'Bi', ' 02 Dessert au soja avec caidum & vitamines ajoutés', ' INGRÉDIENTS', ' ce soja deccrtiquees ', '6,1S', ' modifi• degratssé chocctat ', '18', ' de correcteur monopotzssque', 'arbme', 'sei marr - va m\\nste']",,,[],,?,83,347 kj(83 kcal),2,"0,6","12,7","10,1","3,1","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Bebida de soja - Provamel,5411188120728,['Provamel'],"['France', 'Espagne']",[],,,"['Végétalien', 'Végétarien']",,?,45,188 kj(45 kcal),"2,2","0,4","2,5","2,5","3,7","0,15","0,06",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales']",2.2 g,en quantité modérée,0.4 g,en faible quantité,2.5 g,en quantité modérée,,-38%,-37%,-51%,-86%,-57%,-32%,+176%,,,,,,,,,0.15 g,en quantité modérée,+74%,+74%,-2,-203%,A,-203%,,,"['Végétarien', 'Sans gluten', 'Végétalien', 'Sans lactose', 'en:The Vegan Society']",,,,,,,
1101,Grosse Bertha - 33cl,5411283000048,['Grosse Bertha'],"['Belgique', 'France']","[""malt d'orge""]",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,,,,,,,,,Bière,['Bouteille verre'],['Déconseillé aux femmes enceintes'],,"['Bier Anders', 'Belgique']",,,,,
1102,Pastrami Dindi - Volibon - 160g,5411431882847,['Volibon'],['France'],"['viande de dinde 90%', 'épices ', 'poivre', 'coriandre', 'sel', 'arôme ', 'poivre', 'dextrose', 'sirop de glucose', 'stabilisant E407', 'E450', 'E451', 'E452', 'antioxydant E301', 'E392', 'conservateur E250']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,140,586 kj(140 kcal),6,"1,9",1,0,20,"2,8","1,12",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",6 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,,-22%,-23%,-49%,-48%,-20%,-100%,+21%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,160 g,2.8 g,en quantité élevée,+57%,+57%,12,+22%,D,+22%,,,"['Point Vert', 'Halal', 'en:Halal Food Council of Europe']",,,,,,,
1103,"Bouteille De Bière Namur Blanche 4,5° - Brasserie du Bocq - 25cl",5411633250055,['Brasserie du Bocq'],['France'],"[""Contient du froment et du malt d'orge""]",,['Gluten'],[],3,?,46,192 kj(46 kcal),"2,2","0,51","2,2","0,6","0,6",0,0,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières blanches']",,,,,,,,-12%,-15%,+933%,+1004%,-47%,+18%,+23%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,25 cl,,,-100%,-100%,,,,,Bière belge blanche de haute fermentation,"['Bouteille', 'Verre', 'Capsule', 'métal']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux femmes enceintes']",,"['Belgique', 'Purnode']",,http://bocq.be/fr/#biere-blanche-de-namur,,,
