,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,packaging,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,brand,generic_name,eco_score,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,ingredients_origins,traceability_code,link,palm_ingredients,brand_owner,origin_detail
81,Trio mix volaille chat,4008239288165,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Pizza 3 Fromages - Casino - 380g,3222475393822,['France'],"['Farine de blé* - purée de tomates* - eau - emmental* 9,2% - mozzarella* 9,2% - gorgonzola* 5,2% - huile de tournesol* - sel - levure - épices* et plantes aromatiques*', "" *ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",972,232,"9,1",26,10,['Carton'],972 kj(232 kcal),"4,7","3,5","1,1","0,44",,3,380 g,"['Casino', 'Casino bio']",,,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées', 'en:3 cheese pizza']",['Bio'],['Casino'],+3%,+4%,+10%,-3%,+3%,,,,,,,,"['Gluten', 'Lait']",9.1 g,en quantité modérée,4.7 g,en quantité modérée,3.5 g,en faible quantité,1.1 g,en quantité modérée,+3%,+31%,+3%,-5%,-5%,2,-67%,B,-67%,,,,,,,
83,Leche condensada,8410297253003,['France'],[],[],?,318,8,54,"7,4",,1331 kj(318 kcal),"5,4",54,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Escapade Auvergnate - Marie - 380g,3248830692027,['France'],"['Garniture 58% : sauce tomate 21% ', 'purée de tomates 18,6%', 'concentré de tomates 1,2%', ""huile d'olive vierge extra 0,5%"", ""poudre d'oignon"", ""pulpe d'ail"", 'sucre', 'eau', ' MOZZARELLA 17,8%', 'CANTAL 7,8%', 'EMMENTAL 4,4%', 'BLEU D AUVERGNE 3,9%', 'olives noires ', 'olives', 'eau', 'sel', 'stabilisant : E579', 'basilic', 'origan', ' Pâte 42% : farine de BLE', 'semoule de BLE dur', 'huile de colza', 'sel', 'levure', 'eau', 'GLUTEN DE BLE', ' CETTE RECETTE CONTIENT LES ALLERGENES : BLE', 'LAIT', 'Traces possibles de : moutarde', 'œuf', 'poisson']",['Non végétalien'],?,?,"10,2",27,"12,4",['Carton'],,,"3,7",,,['E579 - Gluconate de fer'],4,380 g,['Marie'],Pizza au 4 fromages,C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,,,,-2%,+1%,+7%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,"['Gluten', 'Lait']",10.2 g,en quantité modérée,,,3.7 g,en faible quantité,,,,,+32%,,,,,,,,,,,,,
85,Garcinia cambogia,8423263901006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Groene Pepers - Enrico,8712247228865,['France'],[],[],?,19,0,"3,4","1,3",,79 kj(19 kcal),0,"0,5","4,6","1,84",,,,['Enrico'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"emince de poulet thym-citron - intermarché - o,566",0245000057535,['France'],[],[],?,?,?,?,?,['Plasrique'],,,,,,,,"o,566",['intermarché'],,,['Boucherie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Levure de biere,3373020049661,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,C,"['Additifs alimentaires', 'Levures de bière']",,,,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Pomme dalinette, 4 fruits calibre 170/200 catégorie 2 - U Bio - 4unités",3256227744365,['France'],[],[],?,?,?,?,?,['Barquette'],,,,,,,,4 unités,"['U Bio', 'U']",,,,"['Bio', 'Matière 1erBrut France: fruits']","['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
90,Vin rouge AOC Anjou Les hauts buis - U - 75cl,3256228409706,['France'],"['100% sauvignon blanc', ' Contient des SULFITES']",[],?,?,?,?,?,,,,,,,,,75 cl,['U'],,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs']",['Conditionné en France'],['Magasins U'],,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,['France'],,,,,
91,"Orange Navel Powel, 4 fruits calibre 4/5 catégorie 2 - U Bio - 4unités",3256226088644,['France'],[],[],?,?,?,?,?,['Sachet'],,,,,,,,4 unités,"['U Bio', 'U']",,,,['Bio'],"['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Espagne'],,,,,
92,"Orange Navel Powell, 4 fruits calibre 5/6 catégorie 2 - U Bio - sachet, 4unités",3256226088651,['France'],[],[],?,?,?,?,?,,,,,,,,,"sachet, 4 unités","['U Bio', 'U']",,,,['Bio'],"['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Espagne'],,,,,
93,Pur jus multifruits - U - 4x 1l,3256220653220,['France'],"[""Jus et purées d'orange"", 'de pomme', 'ananas', 'banane', 'pêche', 'mangue', 'goyave', 'fruit de la passion', 'raisin', 'abricot', 'citron,', "" Seule la liste des informations figurant sur l'emballage du produit fait foi"", ' Veillez à en prendre connaissance à la livraison et/ou av']",[],?,?,?,?,?,,,,,,,,1,4 x 1 l,['U'],,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",['Transformé en France'],['Magasins U'],,,,,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Pomme Golden delicious, 6 fruits calibre 115/135 catégorie 2 - U - 6unités",3256227086991,['France'],[],[],?,?,?,?,?,"['BIO', 'barquette']",,,,,,,,6 unités,['U'],,,,"['Bio', 'Cultivé en France']",['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
95,"Carre de porc en tranches fines - U Bio - 5pièces, 250g",2612625000006,['France'],['Carré de porc'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,['Frais'],,,,,,,1,"5 pièces, 250 g","['U Bio', 'U']",,,"['Viandes', 'Porc']",['Bio'],"['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
96,"Pomme Dalinette, calibre 95/115 catégorie 2 - U Bio - barquette6pièces, 6unités",3256226088392,['France'],[],[],?,?,?,?,?,,,,,,,,,"barquette6 pièces, 6 unités","['U Bio', 'U']",,,,"['Bio', 'Cultivé en France']","['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
97,"Pomme Gala, 6 fruits calibre 115/135 catégorie 2 - U Bio - 6unités",3256226087760,['France'],[],[],?,?,?,?,?,['Barquette'],,,,,,,,6 unités,"['U Bio', 'U']",,,,"['Bio', 'Cultivé en France']","['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
98,"Pomme Braeburn, 4 fruits calibre 150/180 catégorie 2 - U Bio - barquette, 4unités",3256226081799,['France'],[],[],?,?,?,?,?,,,,,,,,,"barquette, 4 unités","['U Bio', 'U']",,,,"['Bio', 'Cultivé en France']","['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
99,"Boisson au thé à la pêche standard - U - 4x 1,5l",3256220031615,['France'],"['Eau de source ', 'France', ' 95', '3%', 'sucre', 'jus de pêche à base de concentré 0', '5%', 'acidifiant : acide citrique', 'extraits de thé ', '1', '2g/l', ""correcteur d'acidité : citrate de sodium"", 'arômes naturels', 'antioxydant : acide ascorbique']",[],109,26,0,"6,3","0,1",['Pet'],109 kj(26 kcal),0,"6,1","0,05","0,02","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",4,"4 x 1,5 l",['U'],,,"['Boissons', 'Thés glacés']","['Arômes naturels', 'Sans conservateurs', 'Transformé en France', 'Recyclé plastique']",['Magasins U'],+16%,+18%,-100%,+20%,-32%,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,6.1 g,en quantité modérée,0.05 g,en faible quantité,+18%,-100%,+21%,+79%,+79%,9,+23%,D,+23%,,,,,,,
100,"Pomme de terre passion, de consommation, calibre 40/70 catégorie 1 - U Bio - 2,5kg",3256226087968,['France'],[],[],?,?,?,?,?,['Sachet'],,,,,,,,"2,5 kg","['U Bio', 'U']",,,,"['Bio', 'Cultivé en France']","['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
101,"Pomme de terre Rikéa Prim Lady, de consommation, cal.40/70MM cat.2 - U Bio - 2,5kg",3256226087975,['France'],[],[],?,?,?,?,?,['Sachet'],,,,,,,,"2,5 kg","['U Bio', 'U']",,,,"['Bio', 'Cultivé en France']","['Magasins U', 'Super U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
102,Emmental de Savoie IGP lait cru 31%mg - U Saveurs - 200g,0235078000007,['France'],"['LAIT cru de vache ', 'LAIT origine France', ' - sel - ferments lactiques ', 'dont LAIT', ' - présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1657,399,31,1,29,['Frais'],1657 kj(399 kcal),21,"0,5","0,33","0,132",,3,200 g,"['U Saveurs', 'U']",,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['IGP'],['Magasins U'],+33%,+21%,+17%,-17%,+42%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Lait'],31 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.33 g,en quantité modérée,+21%,+18%,-33%,-75%,-75%,10,-27%,C,-27%,,,,,,,
103,"Magret de canard - U - 3pièces, 1kg",3256220177191,['France'],[],[],?,?,?,?,?,['Frais'],,,,,,,,"3 pièces, 1 kg",['U'],,C,"['Viandes', 'Volailles', 'Canards']","['Viande Française', 'Fabriqué en France', 'Volaille-francaise']",['Magasins U'],,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,['France'],,,,,
104,Aile de poulet colombo - U - 360g,0253067000005,['France'],"['Ailes de poulet ', 'France', ' 95%', 'épices et plantes aromatiques', 'acidifiants: citrate de sodium', 'acétate de sodium et diacétate de sodium', 'sel', 'sucre', 'lait de noix de coco en poudre', 'maltodextrine et protéines de LAIT', 'chapelure de BLE', 'arômes naturels']",['Non végétalien'],729,?,"10,6","1,9",18,,729 kj(174 kcal),"3,3","0,8","1,58","0,632","['E331 - Citrates de sodium', 'E262i - Acétate de sodium', 'E262ii - Diacétate de sodium']",4,360 g,['U'],,C,"['Viandes', 'Volailles', 'Poulets']","['Viande Française', 'Fabriqué en France', 'Volaille-francaise']",['Magasins U'],+5%,,+82%,-5%,-12%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Gluten', 'Lait']",10.6 g,en quantité modérée,3.3 g,en quantité modérée,0.8 g,en faible quantité,1.58 g,en quantité élevée,+16%,+120%,+82%,+84%,+84%,12,+751%,D,+751%,,['France'],,,,,
105,Cuisse de poulet Colombo - U - 500g,0253068000004,['France'],"['Hauts de cuisses et pilons de poulet ', 'France', ' 95%', 'épices et plantes aromatiques', 'acidifiants: citrate de sodium', 'acétate de sodium et diacétate de sodium', 'sel', 'sucre', 'lait de noix de coco en poudre', 'maltodextrine et protéines de LAIT', 'chapelure de BLE', 'arômes naturels']",['Non végétalien'],967,?,"17,5",2,"16,9",,967 kj(231 kcal),"5,3","0,7","1,54","0,616","['E331 - Citrates de sodium', 'E262i - Acétate de sodium', 'E262ii - Diacétate de sodium']",4,500 g,['U'],,C,"['Viandes', 'Volailles', 'Poulets']","['Viande Française', 'Fabriqué en France', 'Volaille-francaise']",['Magasins U'],+40%,,+201%,0%,-17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Gluten', 'Lait']",17.5 g,en quantité modérée,5.3 g,en quantité élevée,0.7 g,en faible quantité,1.54 g,en quantité élevée,+53%,+253%,+59%,+80%,+80%,13,+822%,D,+822%,,['France'],,,,,
106,Kojak caramelo de cereza relleno de chicle con palo gigante,8411402232067,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Biotics Bio-d-mulsion Forte,0780053000492,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Sel Herbes de Provence 100g,3502790457110,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Gigondas A.O.C. 2018 - Marque Repère - 75cl,3564706592056,['France'],['Contient des sulfites'],[],?,?,?,?,?,,,,,,,,,75 cl,"['Marque Repère', 'Rives et Terrasses']",,,,,['Leclerc'],,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,,
110,Cabernet Sauvignon Pays d'Oc I.G.P. - Marque Repère - 5l,3564706579958,['France'],['Contient des sulfites'],[],?,?,?,?,?,,,,,,,,,5 l,"['Marque Repère', 'Vieux Carion']",,,,,['Leclerc'],,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,,
111,Poulet roti sachet sans antibio - kg - Marque Repère - 1000g,3564706569034,['France'],"['Poulet* ', 'origine : France', 'eau', 'amidon de riz', 'dextrose', 'sel', 'arôme naturel', 'arôme', 'épices et plantes aromatiques', '*115g de poulet mis en œuvre pour 100g de produit fini']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",736,?,"9,5","0,6",22,,736 kj(176 kcal),"2,9","0,5","1,2","0,48",,4,1000 g,"['Marque Repère', 'Volandry']",,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"Boîte de rangement en carton, dos 3cm",3141870001852,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Chargement…emmental - leclerc - 0.168kg,0206155008070,['France'],[],[],?,?,?,?,?,['coupe pre emballée'],,,,,,,,0.168 kg,['Leclerc'],,,['Produits laitiers'],['Origine France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,SFC Garlic Chips,5010421073632,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Bic Marqueur Permanent Marking 2300 Ecolutions, Noir",3086129999736,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Millepertuis Bio Teinture-mère hypericum Perforatum - Biover,5412141002372,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,volaille,0203913050395,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Salt And Vinegar Peanuts,5057373983008,['France'],[],[],?,626,"51,7","11,4",26,,2619 kj(626 kcal),"9,1","4,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Apta Gel wc x Trem Power,3250391255290,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Rumsteaks cheval,3332486702121,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Crème de Marrons Vanillée,3263851925015,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Gelée Royale - 30 Capsules - Yves Ponroy,3515457694025,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Cétone De Framboise 300MG - 30 Vcaps - Vitall+,3700195676505,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Popihn,3760265041022,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Popihn'],,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Queso tetilla elaborado con leche pasteurizada de vaca d.o.p.,8411024105473,['France'],[],[],?,299,"24,8","0,1","18,8",,1251 kj(299 kcal),"17,5","0,1","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Pechuga de pavo reducida sal,8410973040323,['France'],[],[],?,133,"4,2",4,"19,8",,556 kj(133 kcal),"1,3","0,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Cookies chocolat,0207376022302,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Nat Et Form Artichaut 200 Gélules,3535400000796,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Chausson aux Pommes,2030503249017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,,
130,ulker,8690504644842,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Ulker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"Noix De Muscade, 30 Grammes, Marque Ducros",3166291428002,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Ducros'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade']",,,,,,,,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,,,,,,,,,,,,,,,,,,,,,,,,,
132,Gel main hydroalcoolique,3614819999881,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,l'imagerie des petits jardiers - Fleurus - 1kg,9782215114574,['France'],[],[],?,?,?,?,?,,,,,,,,,1kg,['Fleurus'],,,['en:Livre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Meringuettes,3770000272017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Sobaos ecológicos,8437001042258,['France'],[],[],?,417,"18,4","56,7","6,2",,1745 kj(417 kcal),13,"26,6","0,7","0,28",,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,sweetzone,5032860040297,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Poudre De Manioc,3395049000010,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Driscoll's Raspberries,0033383222288,['France'],[],[],?,?,?,?,?,['pet-tub'],,,,,,,,,"[""Driscoll's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Giffard Lichi Li 700ML,3180290046784,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Mes pettites noisettes,3760052698484,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Tropezienne Framboise X2,3523680280106,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,"['Tartes', 'Tartes sucrées', 'Tartes tropéziennes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Mild Curry Powder,5010204914312,['France'],[],[],?,296,"10,9","23,3","10,4",,1238 kj(296 kcal),"1,1","8,1","11,8","4,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Mousse de foie de pato con mermelada de frutos del bosque,8410853021039,['France'],[],[],?,343,31,"9,06","6,59",,1435 kj(343 kcal),"12,1","9,06","1,21","0,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Lipton The Marrakech Mint Tea,8722700080244,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Trainer Snack Mini Bones,4011905315232,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Purell VF+ Hygienic Hand Rub,0073852501117,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Kikkoman Soy Sauce Shoyu,4901515122378,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Muesli croustillant,3036851321015,['France'],[],[],?,478,21,58,11,,2000 kj(478 kcal),"2,9",14,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Capilae +,3515450048931,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Ayum Mackerel In Tomato Sauce,8851826601139,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,White tea Raspberry Lipton,8718114889115,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Sunsublim bronzage âge expert,3401542302862,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Brioche tranchée BRIOCHE PASQUIER -,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Tandoori Masala En Poudre 100G,5017689004828,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Normalité 1000,3664524000082,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Sirop d’erable,0064819208477,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Mes carrés démaquillants,3700390860082,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Astérix,9782012101432,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Pate aux châtaignes,3302330000086,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Mustard Seed Oil,5055411920671,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Le Comptoir D'herboristerie Reine Des Près Bio 40G,3481899013574,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"Raisin Blanc centennial sans pépin, catégorie 1",3350030221669,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Romero bolsa 30 g,8433329069502,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Huile De Germe De Blé - 100 Gélules - Solgar,0033984036604,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Test,9782070302581,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Test'],,,"['Non alimentaire', 'en:Test', 'en:Tests']",['en:Test'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Complement Anti-chute,3760205103001,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Clavier souris the g lab,3760162063097,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Le meilleur produit QLF power,3700187670146,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Dead Zone Coffret Intégral De La Saison,8722700082392,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,St Alyre Myrtille 12% 75,3428370001095,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Avoine Gourmande,0208578014966,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
