,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,nova_score,quantity,ingredients_origins,manufacturing,additives,markets,palm_ingredients,generic_name,link,origin_detail
1361,5908235082301,5908235082301,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Steak a griller,2298920026240,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Brazil & Sultan bar,8719979202750,['France'],[],[],?,404,1690 kj(404 kcal),18,2,46,38,10,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Coquillettes,3380380092374,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,Pain épi,3940250008531,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,Foie gras,3104544075405,['France'],[],[],?,514,2151 kj(514 kcal),"53,6",24,"2,2","1,7","7,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,Quasi de veau,2212155047030,['France'],[],[],?,1.7,7 kj(1 kcal),"4,2","1,7","1,3","0,6",18,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,French cacao truffles,3481291017385,['France'],[],[],?,591,2473 kj(591 kcal),44,37,43,39,"4,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,Chocolat au lait éclats de caramel,3391860004343,['France'],[],[],?,524,2192 kj(524 kcal),31,19,56,49,"4,8","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,Mezcla para preparar pepián,0760573079758,['France'],[],[],?,49,205 kj(49 kcal),1,0,8,2,2,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Top Budget Aliment Lapin,3410280042787,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,Buche des neiges,0200700021910,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,Noix de Saint Jacques sans corail,3760114359605,['France'],[],[],?,60,251 kj(60 kcal),"1,09","0,7","0,1","0,1","12,4","0,13","0,052",,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Oeufs,3770015998049,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,Cookie Pépites Chocolat x6,0221707019618,['France'],[],[],?,578,2418 kj(578 kcal),32,20,63,34,"7,6","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,poitrine de dinde au four,3324321287894,['France'],[],[],?,100,418 kj(100 kcal),2,"0,7","2,5",0,18,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Grains nobles,3700195709647,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,Poularde farcie forestière,2148680020081,['France'],[],[],?,204,854 kj(204 kcal),14,5,"1,1",0,18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,,,,,,,,,
1379,Père noel avec hotte,0200433000008,['France'],[],[],?,545,2280 kj(545 kcal),"33,3","20,5",54,"53,1","7,1","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,"Préparation pour brouillade aux truffes d'hiver 15%, Aromatisée",3237850004491,['France'],[],[],?,238,996 kj(238 kcal),"21,9","14,1","7,4","1,7","2,1","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,Truite fumé,0200997071308,['France'],[],[],?,150,628 kj(150 kcal),"8,3","1,4","0,5","0,5",19,"1,8","0,72",E,,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,8.3 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-9%,-8%,+6%,-14%,+20%,+70%,-16%,-35%,-35%,4,-66%,C,-66%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,
1382,Pastille gorge,5420008535222,['France'],[],[],?,225.2,942 kj(225 kcal),0,0,"91,92","1,42","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,Domaine de Rapatel,3760306120006,['France'],[],[],?,?,,?,,?,,?,,,,,['Domaine de Rapatel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Chorizo fort,2210590023091,['France'],[],[],?,466,1950 kj(466 kcal),"41,9",16,3,"2,6","20,9","3,91","1,564",,,,"['Viandes', 'Charcuteries', 'Saucissons']",,41.9 g,en quantité élevée,16 g,en quantité élevée,2.6 g,en faible quantité,3.91 g,en quantité élevée,,+21%,+20%,+36%,+34%,+39%,+95%,-17%,-7%,-7%,25,+7%,E,+7%,,,,,,,,,,,,,,,,,,,
1385,Huile d'olive,3250391484836,['France'],[],[],?,900,3766 kj(900 kcal),100,"13,8","0,5","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,Terrine rustique au bleu d’auvergne,3432770049052,['France'],[],[],?,314,1314 kj(314 kcal),27,10,"2,6",0,15,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,Comte aop,2605067030502,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1388,Foie gras entier de canard,3432770020822,['France'],[],[],?,476,1992 kj(476 kcal),49,22,"1,8",0,"6,8","2,3","0,92",B,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,49 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,,-10%,-10%,-10%,-5%,-24%,-100%,-10%,+92%,+92%,25,+20%,E,+20%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
1389,Sucre cristal - Erstein,9011900005201,['France'],[],[],?,?,,?,,?,,?,,,B,,['Erstein'],"['Édulcorants', 'Sucres']",,,,,,,,,,,,,,,,,,,,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,
1390,Spray paillettes rosées,3760305040978,['France'],[],[],?,311,1301 kj(311 kcal),0,0,80,78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Purée noix de cajou - Happy Bio,3273120030975,['France'],[],[],?,622,2602 kj(622 kcal),47,"10,1","25,1",7,"21,3","0,02","0,008",,,['Happy Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Purées de noix de cajou']",,47 g,en quantité élevée,10.1 g,en quantité élevée,7 g,en quantité modérée,0.02 g,en faible quantité,,+4%,+4%,-0%,+6%,+6%,+27%,+15%,-58%,-58%,15,+34%,D,+34%,,,,,,,,,,,,,,,,,,,
1392,St Nectaire fermier AOP médailles,2444532090593,['France'],[],[],?,332,1389 kj(332 kcal),27,18,"1,1","0,5",21,"1,5","0,6",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['AOP'],27 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-2%,-2%,-2%,-5%,+8%,+71%,-4%,+1%,+1%,15,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1393,Comte AOP fruité Napiot,2480476045138,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['AOP'],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1394,Dates,8003265004792,['France'],[],[],?,290,1213 kj(290 kcal),"0,4",0,65,60,"2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,Saucisson sec superieur,2678205036087,['France'],[],[],?,369,1544 kj(369 kcal),27,10,"2,5","2,2",29,"4,4","1,76",D,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,27 g,en quantité élevée,10 g,en quantité élevée,2.2 g,en faible quantité,4.4 g,en quantité élevée,,-8%,-9%,-15%,-19%,+12%,+61%,+5%,-6%,-6%,23,-4%,E,-4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,
1396,Mini baba au rhum des Antilles,3186710003054,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Babas au rhum']",,,,,,,,,,,,,,,,,,,,,,,,32.1%,36.9%,15.2%,7.8%,8.1%,0.0%,96,,,,,,,,,,,,
1397,miel de bruyère,3263628003069,['France'],[],[],?,?,,?,0,?,0,?,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,-100%,,-100%,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1398,Buchette Foret Noire x2,0203651017056,['France'],[],[],?,367,1536 kj(367 kcal),16,"9,8",50,38,"4,6","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,Lait pour rongeurs et lapin,8711231121441,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Les croquants du Petit Marmiton à la praline,3760079110198,['France'],[],[],?,458,1916 kj(458 kcal),17,0,65,47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,Galette frangipane 8 pers,0200807051490,['France'],[],[],?,415,1736 kj(415 kcal),29,16,31,"7,8","6,7","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,BiffIGPesto senza aglio pastorizzato con basilico genovese dop,8009320026792,['France'],[],[],?,576,2410 kj(576 kcal),57,"7,2","8,6","0,1","6,2","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,300g,3592020010116,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,
1404,Bonnet Glacé,3565270010786,['France'],[],[],?,194,812 kj(194 kcal),"6,7","3,1",30,27,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 68201A', 'Masevaux (Haut-Rhin, France)']",,,,,,,,,,,
1405,Salsa al tartufuo nero,8033993042643,['France'],[],[],?,9,38 kj(9 kcal),"23,9","3,17",1,"0,9","4,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,Filets hareng doux,3520837331155,['France'],[],[],?,209,874 kj(209 kcal),5,3,"0,6","0,6","19,6","1,9","0,76",B,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Poissons fumés', 'Harengs fumés', 'Filets de harengs']","['Pêche durable', 'Pêche durable MSC']",5 g,en quantité modérée,3 g,en quantité modérée,0.6 g,en faible quantité,1.9 g,en quantité élevée,,+14%,+15%,-59%,+1%,+39%,+159%,+16%,-49%,-49%,12,-14%,D,-14%,64.6%,0.0%,6.7%,24.9%,3.0%,0.8%,76,,,,,,,,,,,,
1407,0215815130549,0215815130549,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,Vin rouge,3760156380094,['France'],[],[],?,?,,?,0,?,0,?,,,D,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,-100%,,-100%,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,
1409,Galatine,8013399184765,['France'],[],[],?,415,1736 kj(415 kcal),"4,7","3,5",76,66,15,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,Biscuits fourrés au chocolat - Lotte,8801062892433,['France'],[],[],?,534,2234 kj(534 kcal),30,15,61,36,5,15,6,,,['Lotte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Bloc de foie gras,3700238330432,['France'],[],[],?,513,2146 kj(513 kcal),0,0,"2,3","1,3","5,6","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Jambon cuit supérieur fumé - Cora,0241814836700,['France'],[],[],?,?,,?,,?,,?,,,,,['Cora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 14752B', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,
1413,Viande séchée de boeuf - 80g,2006050021178,['France'],[],[],?,174,728 kj(174 kcal),"4,8","2,1","1,7","0,8",31,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)']",,,80 g,,,,,,,,
1414,Fresh mood,3760253240178,['France'],[],[],?,174,728 kj(174 kcal),"4,2","2,2",6,"5,8","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Pates 100%,3770002979068,['France'],[],[],?,348,1456 kj(348 kcal),"0,8","0,8","69,5",35,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,Purée de pommes sans sucres ajoutés,3297760094609,['France'],[],[],?,56,234 kj(56 kcal),"0,6","0,2",12,11,"0,5",,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,Confiture Orange Amère,3760252202245,['France'],[],[],?,296,1238 kj(296 kcal),"0,5","0,1",73,73,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Crema alla Nocciola,8052204540976,['France'],[],[],?,560.8,2346 kj(560 kcal),"36,6",3,"46,7","46,7","8,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Spirou et Fantasio 1980-1983,9782800153780,['France'],[],[],?,0.0001,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Chutney Oignon Rouge et Cabernet d’Anjou Rosé,3760252203105,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,Duo de butternut,3382564819647,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Emmental français râpé - Belle france,3258561470184,['France'],[],[],?,?,,?,,?,,?,,,D,,['Belle france'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages râpés', 'Emmentals râpés']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1423,Buchette chocolat x2,0209057020935,['France'],[],[],?,50,209 kj(50 kcal),16,0,58,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,Pates de fruits des bois,3489810000429,['France'],[],[],?,310,1297 kj(310 kcal),"0,5","0,1",76,72,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,Rich fruit cake,00732192,['France'],[],[],?,339,1418 kj(339 kcal),"7,8",4,"62,8","46,6","3,1","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Emmental râpé bridel 60g,3228022970126,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1427,Carré Gourmand,3760006042547,['France'],[],[],?,23,96 kj(23 kcal),23,"2,4",27,24,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Maquereau fumé,0269036018308,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Foie gras de canard entier du Sud-Ouest Poivre du Sichan - Labeyrie - 160g,3033610031864,['France'],"['Foie Gras de Canard du Sud-Ouest ', 'Origine France', 'sel', 'Vieil Armagnac* ', '1%', 'poivres 1% dont 0,1% de poivre de Sichuan', 'sucre', 'conservateur: E 250']","['Non végétalien', 'Non végétarien']",2200,?,2200 kj(526 kcal),55,23,"2,4","1,9","7,3","1,2","0,48",B,,['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,-0%,,-0%,+1%,-1%,+1%,+44%,-3%,0%,0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,3,160 g,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Monoprix'],,,,
