,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,allergens,generic_name,traceability_code,markets,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner
953,Aceitunas Manzanilla,8411026011338,['France'],[],[],?,94,393 kj(94 kcal),"9,4","1,5","0,56",0,"0,45",4,"1,6",,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Camomille']",9.4 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,,-11%,-11%,-18%,-36%,+211%,-100%,-41%,+105%,+105%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
954,Melanges d'epices salades et plats,3352396200678,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,,,,,,,,,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,,,,,,,,
955,Gream biscuit forest fruit - Urtekram,5765228260944,['France'],[],[],?,489,2046 kj(489 kcal),22,10,65,31,"5,9","0,6","0,24",['Urtekram'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Palm Cream 400G Praise - 400g,6034000115222,['France'],[],[],?,510,2134 kj(510 kcal),"52,6","5,7","9,5",0,"1,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,
957,escalope de dinde,0211110023098,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
958,Mélange de champignons,3450120010897,['France'],[],[],?,15,63 kj(15 kcal),0,0,"1,7",0,"1,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,suisses chocolat - 400g,0260162025581,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,
960,Noisimiel,3770003060093,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Bio tea malongo rooibos thé rouge,3187571094199,['France'],[],[],?,?,,?,,?,,?,,,['Malongo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Fabriqué en France', 'Max Havelaar']",,,,,,,,,,,,,
962,Bolognese with rice,5099810576190,['France'],[],[],?,143,598 kj(143 kcal),4,1,18,2,10,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Ovomaltine Ovomaltine Ice Crunchy 300G - 300g,7612100063491,['France'],[],[],?,382,1598 kj(382 kcal),"2,8","1,8","80,1","58,6","6,7","0,18","0,072",['Ovomaltine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,
964,Ingwer - Meray,4251032600393,['France'],[],[],?,12,50 kj(12 kcal),45,12,12,9,3,1,"0,4",['Meray'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Lait demi écrémé,3561869385181,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,,-2%,-2%,+2%,-1%,-0%,0%,-2%,-9%,-9%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,
966,Raisins au sauternes - Maison Guinguet,3760052691577,['France'],[],[],?,436,1824 kj(436 kcal),"15,5","9,9","70,3","67,8","4,5","0,021","0,008",['Maison Guinguet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Pain Céréales & Fruits,0260694013445,['France'],[],[],?,285,1192 kj(285 kcal),3,"0,5","53,6","11,8","9,1","1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,3760036280278,3760036280278,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Claws - Bear,5060139432177,['France'],[],[],?,265,1109 kj(265 kcal),0,0,57,34,"3,1",0,0,['Bear'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,
970,Boulette de riz gluant fourree sesame,2012060716188,['France'],[],[],?,315,1318 kj(315 kcal),15,5,45,10,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Cordon bleu au poulet - Maître Coq,3230890634000,['France'],[],[],?,236,987 kj(236 kcal),14,"3,5",16,"1,9",11,"1,3","0,52",['Maître Coq'],D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Cordons bleus', 'Cordons bleus de poulet']",14 g,en quantité modérée,3.5 g,en quantité modérée,1.9 g,en faible quantité,1.3 g,en quantité modérée,,+12%,+11%,+27%,+23%,+15%,+14%,-20%,0%,0%,5,-3%,C,-3%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,,,
972,O'DIBIS Hibiscus,3447870999992,['France'],[],[],?,33,138 kj(33 kcal),0,0,"7,7","7,17",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
973,Pain de mie Bran,5285000170068,['France'],[],[],?,292,1222 kj(292 kcal),"4,11","1,8",54,4,"9,9","0,351","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2900086003200,2900086003200,['France'],['saumon surgelé'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Lait de jument Bio lyophilisé,3760131342024,['France'],[],[],?,424,1774 kj(424 kcal),"8,86","5,08",70,67,"16,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
976,Smoothie vegan,4058172078040,['France'],[],[],?,54,226 kj(54 kcal),"0,1","0,1","12,1","11,4","0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Cake à l'orange pépites de chocolat - Brossard,3498426585251,['France'],[],[],?,?,,?,,?,,?,,,['Brossard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Tourtons du Champsaur,3462452002433,['France'],[],[],?,264,1105 kj(264 kcal),"14,4","4,02","27,4","2,4","5,6","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Crumbed Ham Slices 200G - Tesco,5052320941353,['France'],[],[],?,105,439 kj(105 kcal),"1,7","0,6","1,7","1,4","20,4","1,8","0,72",['Tesco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Stevia pure,3760194070063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Vitality - Tropicana,5022313969046,['France'],[],[],?,49,205 kj(49 kcal),0,0,12,11,"0,4",0,0,['Tropicana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Sauce d'huitre,3365072805395,['France'],[],[],?,40,167 kj(40 kcal),0,0,8,4,2,"6,25","2,5",,,"['Epicerie', 'Sauces', ""Sauces à l'huitre""]",0 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,6.25 g,en quantité élevée,,-58%,-58%,-100%,-100%,-61%,-74%,+7%,-30%,-30%,9,-32%,C,-32%,,,,,,,,,,,,,,,,,,,,,
983,Purée de fruit,3611689010296,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Confiture de framboises,3457429000093,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,,,,,,,,,,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,,,,,,,
985,Velouté de butternut au cumun,3770002981429,['France'],[],[],?,28,117 kj(28 kcal),"0,3","0,06","6,5","1,3","0,4","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Sausages Sokolow Kabanos French 360G 1 / 1 18PCS / 6.48KG / Box,5900562486906,['France'],[],[],?,561,2347 kj(561 kcal),50,20,1,"0,5",26,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Cheese me,8437015921808,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Gâteau anniversaire chocolats,8712508502543,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Veau Escalope à griller,0205103011223,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Aranciata,8017870000209,"['France', 'Italie']",[],[],?,50,209 kj(50 kcal),"0,02",0,"12,1","12,1","0,06","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Rillette de saint-jacques,3555082545132,['France'],[],[],?,126,527 kj(126 kcal),"6,8","4,5","3,2",1,13,1,"0,4",,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de Saint-Jacques']",6.8 g,en quantité modérée,4.5 g,en quantité modérée,1 g,en faible quantité,1 g,en quantité modérée,,-25%,-24%,-39%,-30%,-11%,-20%,+3%,-6%,-6%,4,-58%,C,-58%,,,,,,,,,,,,,,,,,,,,,
992,Le Vieux Pané,0284952020013,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés', 'Fromages à pâte molle à croûte lavée']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
993,Boh Cameron Highlands Tea 100G,9556015010073,['France'],[],[],?,2,8 kj(2 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Pineapple gummy candy,4901326040144,['France'],[],[],?,90,377 kj(90 kcal),0,0,22,16,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Cocoa,9120082272001,['France'],[],[],?,250,1046 kj(250 kcal),"8,4","4,2",27,12,13,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
996,Faux filets - Charal,0292477065204,['France'],[],[],?,148,619 kj(148 kcal),"6,7","1,7",0,0,22,"0,16","0,064",['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Oseille en branches - 200g,3448830022040,['France'],[],[],?,35,146 kj(35 kcal),"0,2",0,5,3,"3,5","1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
998,Rice Cakes En Tubes,8801024944576,['France'],[],[],?,224,937 kj(224 kcal),0,0,"51,3",0,4,"0,434","0,174",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.434 g,en quantité modérée,,-48%,-48%,-100%,-100%,-28%,-100%,-46%,+138%,+138%,1,-88%,B,-88%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,,,,,,,
999,Chanterelles et pointe d'oseille - Maille,8712100633997,['France'],[],[],?,?,,?,,?,,?,,,['Maille'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Mousse de foie de volaille à l'Armagnac,3454770000543,['France'],[],[],?,?,,?,,?,,?,,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de foies', 'Mousses de foies de volailles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Dinde nourrie aux graines de lin,2915266015034,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Huile extra vierge d'olive,8022079007201,['France'],[],[],?,828,3464 kj(828 kcal),92,14,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,-4%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
1003,Nooodles orientales saveur poulet - Leader Price,3263850443251,['France'],[],[],?,110,460 kj(110 kcal),4,"1,8",15,"0,3",3,"0,7","0,28",['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,
1004,Pains au lait,6372339922853,['France'],[],[],?,365,1527 kj(365 kcal),13,"4,6",55,11,"9,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Sirop d'orange,3352681115243,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', ""Sirops d'orange""]",,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,
1006,Girolle - Mon Marché Plaisir,3250392308322,['France'],[],[],?,?,,?,,?,,?,,,['Mon Marché Plaisir'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Girolles'],,,,,,,,,,,
1007,Paris Brest Décoingelé - U - 0.075kg (2unités),2601343009774,['France'],[],[],?,?,,?,,?,,?,,,['U'],,['Gâteaux fourrés crème pralinée'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075 kg (2 unités),,,,,Gateau à la crème,,['Super U'],,,,,
1008,Calendrier de l'avent - La Cure Gourmande,3760145861429,['France'],[],[],?,?,,?,,?,,?,,,['La Cure Gourmande'],,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Dark chocolate 64% Almond pieces - Cémoi,3173281466906,['France'],[],[],?,?,,?,,?,,?,,,['Cémoi'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux amandes', 'Chocolats noirs aux amandes']",,,,,,,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,,
1010,2056603039280,2056603039280,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Tapenade verte au piment d'Espelette - Sakari,3281230003567,['France'],[],[],?,240,1004 kj(240 kcal),24,"3,4","4,8","0,8","1,9","3,64","1,456",['Sakari'],C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",24 g,en quantité élevée,3.4 g,en quantité modérée,0.8 g,en faible quantité,3.64 g,en quantité élevée,,+9%,+9%,+11%,+5%,+117%,+108%,+17%,+27%,+27%,15,+10%,D,+10%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,,,,,,
1012,Jambon cuit supérieur - Brake - 1kg,3308650109508,['France'],[],[],468,?,468 kj(112 kcal),3,"1,5",1,1,20,2,"0,8",['Brake'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",3 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,-8%,,-14%,-38%,-18%,+49%,+68%,-5%,+7%,+7%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Qualité supérieure'],1 kg,,,,,,['DE TH-EV 3045 EG'],,,['Union européenne'],,,
1013,L-glutamine (500G) Biotech Usa,5999076204311,['France'],[],[],?,400,1674 kj(400 kcal),0,0,0,0,100,0,0,['Biotech usa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Algues marines,8809011101155,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Riste d’aubergines - Hediard - 380grs,3418320168282,['France'],[],[],?,?,,?,,?,,?,,,['Hediard'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Aubergines', 'Légumes préparés', 'Aubergines préparées', ""Ristes d'aubergines""]",,,,,,,,,,,,,,,,,,,,,,,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,380grs,,,,,,,,,,,,
1016,Quatre Quart 600 G,2030500020664,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Whitakers Plain Chocolate Lemon Cremes,5010972002068,['France'],[],[],?,413,1728 kj(413 kcal),"9,4","5,4","77,4","72,5",3,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Cachir a l'oriental,3436590082367,['France'],[],[],?,181,757 kj(181 kcal),"11,51","3,48","10,2","2,43","9,24","1,57","0,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,
1019,Pot De Crème Au Biscuit Spéculoos,8722700200093,['France'],[],[],?,850,3556 kj(850 kcal),14,"8,4",16,15,"2,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Mini bars,4600508720866,['France'],[],[],?,450,1883 kj(450 kcal),21,11,59,44,"4,5","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Chipolatas aux herbes,2466253024992,['France'],[],[],?,289,1209 kj(289 kcal),25,10,1,1,15,"1,6","0,64",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",25 g,en quantité élevée,10 g,en quantité élevée,1 g,en faible quantité,1.6 g,en quantité élevée,,+16%,+16%,+24%,+30%,-21%,+61%,0%,-10%,-10%,19,+10%,E,+10%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,['Sans colorants'],,,,,,,,,,,,,
1022,Thé Noir Earl Grey Supérieur,3760167535117,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Milk chocolate orange golden caramels,00460798,['France'],[],[],?,503,2105 kj(503 kcal),"26,9","16,9","59,7","47,5","4,9","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Thym Suc Frais Bio - 200 ML - Salus,4006309024378,['France'],[],[],?,3,13 kj(3 kcal),"0,5","0,1","0,5","0,5","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1025,Œufs plein air,3760259840204,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Miel de fleurs,3413410002507,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1027,Faux filet - Charal,0249835033580,['France'],[],[],?,?,,?,,?,,?,,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Vegetable Ratatouille,00858632,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",,,,,,,,,,,,,,,,,,,,,,,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,,,,,,,,,
1029,Lancashire Crisps Black Pudding,5060255520253,['France'],[],[],?,532,2226 kj(532 kcal),"31,8","3,6","52,2","0,7","6,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Filets de poulet,2410721059504,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,,,,,
1031,Madeleine bijou,2480116021911,['France'],[],[],?,470,1966 kj(470 kcal),25,6,54,30,6,"0,58","0,232",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",25 g,en quantité élevée,6 g,en quantité élevée,30 g,en quantité élevée,0.58 g,en quantité modérée,,+7%,+7%,+10%,-13%,+2%,+9%,+6%,-28%,-28%,18,-2%,D,-2%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,,
1032,Sablés apéritif - Michel et Augustin,3760122961791,['France'],[],[],?,531,2222 kj(531 kcal),30,21,55,4,10,"1,69","0,676",['Michel et Augustin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Panforte,8012666503988,['France'],[],[],?,363,1519 kj(363 kcal),"8,5","0,7",62,48,"6,4","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['IGP'],,,,,,,,,,,,,
1034,Pain croustillant bio,27390344,['France'],[],[],?,442,1849 kj(442 kcal),18,"4,8",47,"2,4",18,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1035,Queues de crevettes cuites marinées ail,2869643049009,['France'],[],[],?,116,485 kj(116 kcal),"5,8","0,85","0,6","0,5","15,4","1,76","0,704",,D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes']",5.8 g,en quantité modérée,0.85 g,en faible quantité,0.5 g,en faible quantité,1.76 g,en quantité élevée,,+18%,+19%,+233%,+102%,+17%,+136%,-19%,+19%,+19%,3,+33%,C,+33%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Pain d'épices,3249687542565,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,,,,,,,,,,,,,,,,,,,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,,,,
1038,Moutarde au miel - Fauchon,3457041161271,['France'],[],[],?,214,895 kj(214 kcal),11,"0,8","20,3","19,5","6,8",4,"1,6",['Fauchon'],B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au miel']",11 g,en quantité modérée,0.8 g,en faible quantité,19.5 g,en quantité élevée,4 g,en quantité élevée,,-0%,+0%,+9%,+10%,+17%,+34%,+21%,+11%,+11%,16,+13%,D,+13%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1039,Panettone farine d'epeautre,8051499294847,['France'],[],[],?,372,1556 kj(372 kcal),15,"8,3",51,29,"6,9","0,78","0,312",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",15 g,en quantité modérée,8.3 g,en quantité élevée,29 g,en quantité élevée,0.78 g,en quantité modérée,,-1%,-0%,0%,-8%,-1%,+12%,+1%,+77%,+77%,21,+13%,E,+13%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,,
1040,Pâté de Campagne Catalan,2626387013846,['France'],[],[],?,340,1423 kj(340 kcal),30,11,"1,6",1,15,"2,3","0,92",,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",30 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,2.3 g,en quantité élevée,,+9%,+9%,+11%,+9%,-34%,+9%,+6%,+39%,+39%,24,+26%,E,+26%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,
1041,Sésame Blanc,3662676000912,['France'],[],[],?,599,2506 kj(599 kcal),51,"7,8",17,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
