,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,traceability_code,generic_name,markets,palm_ingredients,link
32,Marrons glacés,3760008041241,['Fabriqué en France'],['France'],[],[],?,290,"0,9",66,"1,1",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,,0.9 g,en faible quantité,0.2 g,en faible quantité,37 g,en quantité élevée,0.04 g,en faible quantité,,-9%,1213 kj(290 kcal),-9%,+1%,"0,2",+28%,-11%,37,-27%,+8%,"0,04",+7%,"0,016",+7%,11,-7%,D,-7%,,,,,,,,,,,,,,,,
33,Marrons glacés ARTISAN PROVENCAL coffret luxe x8 - L'Artisan Provençal,3760008042224,,['France'],[],[],?,313,"1,2",73,"0,9",,"[""L'Artisan Provençal""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,,1.2 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.05 g,en faible quantité,,-1%,1310 kj(313 kcal),-2%,+34%,"0,2",+28%,-2%,48,-5%,-12%,"0,05",+34%,"0,02",+34%,8,-32%,C,-32%,,,,,,,,,,,,,,,,
34,Marrons Glacés - Douceurs Provençales,3760008042460,['Fabriqué en France'],['France'],"['Marrons', 'sucre', 'sirop de glucose', 'humectant : sorbitol', 'vanille en gousses', 'conservateur : E202']",[],?,318,"0,9",75,1,,['Douceurs Provençales'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']","['E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,4,0.9 g,en faible quantité,0.2 g,en faible quantité,46 g,en quantité élevée,0.06 g,en faible quantité,,+0%,1331 kj(318 kcal),+0%,+1%,"0,2",+28%,+1%,46,-9%,-2%,"0,06",+60%,"0,024",+60%,13,+10%,D,+10%,,,,,,,,,,,,,,,,
35,Marrons glacés - L Artisan Provençal,3760008043269,['Fabriqué en France'],['France'],[],[],?,313,"1,2",73,"0,9",,['L Artisan Provençal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,,1.2 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.05 g,en faible quantité,,-1%,1310 kj(313 kcal),-2%,+34%,"0,2",+28%,-2%,48,-5%,-12%,"0,05",+34%,"0,02",+34%,13,+10%,D,+10%,,,,,,,,,,,['France'],,,,,
36,Marrons Glacés - Douceurs Provençales,3760008047007,,['France'],[],[],1328,?,"1,2",73,"0,9",,['Douceurs Provençales'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,,1.2 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.05 g,en faible quantité,-2%,,1328 kj(317 kcal),-0%,+34%,"0,2",+28%,-2%,48,-5%,-12%,"0,05",+34%,"0,02",+34%,13,+10%,D,+10%,,,,,,,,,,,,,,,,
37,Marron glacés - Douceurs Provençales,3760008047014,,['France'],"['Marrons', 'sucre', 'sirop de glucose', 'vanille en cousses,']",[],?,313,"1,2",73,"0,9",,['Douceurs Provençales'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,4,1.2 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.05 g,en faible quantité,,-1%,1310 kj(313 kcal),-2%,+34%,"0,2",+28%,-2%,48,-5%,-12%,"0,05",+34%,"0,02",+34%,13,+10%,D,+10%,,,,,,,,,,,,,,,,
38,Creme de marron de Collobrieres - Confiserie Azureenne - 100g,3760008049766,['Fabriqué en France'],['France'],"['Pulpe de marrons', 'sucre', 'extrait naturel de vanile']",[],?,233,"0,6",56,"0,9",C,['Confiserie Azureenne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,3,0.6 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,0 g,en faible quantité,,-7%,975 kj(233 kcal),-7%,-20%,0,-100%,-7%,40,-20%,-18%,0,-100%,0,-100%,10,-13%,C,-13%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,100 g,"['tube aluminium', 'pot en verre']",,,,,,,
39,beaujolais village nouveau - N.Demont - 75cl,3760008111005,,['France'],[],[],?,?,?,?,?,C,['N.Demont'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Beaujolais', 'Beaujolais nouveau', 'Beaujolais Villages']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,75 cl,,['France'],,,,,,
40,Oeufs de caille et ecales -,3760008130037,,['France'],"['Ingrédients 12 œufs de caille cuits', 'eau', 'sel', 'conservateur ', 'acide lactique', ' antioxydant ', 'acide ascorbique']",[],?,170,13,"0,5",14,D,,"[""Produits d'élevages"", 'Œufs', 'Œufs de cailles']",['E270 - Acide lactique'],['Œufs'],3,13 g,en quantité modérée,4.3 g,en quantité modérée,0.5 g,en faible quantité,0.6 g,en quantité modérée,,+6%,711 kj(170 kcal),+5%,+8%,"4,3",+11%,-33%,"0,5",+39%,+8%,"0,6",+74%,"0,24",+74%,3,+148%,C,+148%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,
41,Fouasse campagnarde,3760008180032,,['France'],[],[],?,357,10,58,"7,2",,,,,,,,,,,,,,,,,1494 kj(357 kcal),,,"6,8",,,20,,,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,
42,Brioche Chocolat - Les Fournées de la Vie - 450g,3760008180261,,['France'],"['Farine de blé T65', 'gluten', 'beurre', 'sucre', 'œufs', 'chocolat 10 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'dextrose', 'émulsifiant : lécitine de soja', 'lait', 'levure', 'parfums ', 'alcool', 'sel']",['Non végétalien'],?,367,14,53,"7,4",C,['Les Fournées de la Vie'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,14 g,en quantité modérée,9.2 g,en quantité élevée,17 g,en quantité élevée,0.63 g,en quantité modérée,,+2%,1536 kj(367 kcal),+2%,+5%,"9,2",+58%,+5%,17,-4%,-4%,"0,63",-26%,"0,252",-26%,18,+20%,D,+20%,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,450 g,"['Sachet', 'Plastique']",,,,,,,
43,Plateau Apéro,3760008180322,,['France'],[],[],?,353,19,35,9,,,,,,,,,,,,,,,,,1477 kj(353 kcal),,,"13,2",,,"2,3",,,"1,44",,"0,576",,,,,,,,,,,,,,,,,,,,,
44,Brioche tradition,3760008180414,,['France'],[],[],?,351,12,52,"7,3",,,,,,,,,,,,,,,,,1469 kj(351 kcal),,,"8,3",,,23,,,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,
45,BRIOCHE ORANGE CHOCOLAT,3760008180537,,['France'],[],[],?,353,12,53,7,,,,,,,,,,,,,,,,,1477 kj(353 kcal),,,"8,4",,,20,,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,
46,Pain'pero chèvre,3760008182364,,['France'],[],[],?,323,16,35,"9,7",,,,,,,,,,,,,,,,,1351 kj(323 kcal),,,"10,3",,,2,,,"1,45",,"0,58",,,,,,,,,,,,,,,,,,,,,
47,Caramel Beurre Salé,3760008560131,,['France'],[],[],?,417,12,74,"3,2",,,,,,,,,,,,,,,,,1745 kj(417 kcal),,,"8,7",,,54,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
48,Caramel beurre salé,3760008560155,,['France'],[],[],?,417,12,74,"3,2",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,,,12 g,en quantité modérée,8.7 g,en quantité élevée,54 g,en quantité élevée,1.8 g,en quantité élevée,,+1%,1745 kj(417 kcal),+1%,-12%,"8,7",-2%,+9%,54,+7%,+36%,"1,8",+86%,"0,72",+86%,30,+21%,E,+21%,,,,,,,,,,,,,,,,
49,Caramel à La Fleur De Sek,3760008560230,,['France'],[],[],?,503,23,68,"6,3",,,,,,,,,,,,,,,,,2105 kj(503 kcal),,,16,,,30,,,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,
50,Noir Côte d'Ivoire 85% - l'artisan Chocolatier - 100g,3760008560353,['Fabrication artisanale'],['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2314,?,43,28,"8,4",D,"[""l'artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['E322i - Lécithine'],['Soja'],4,43 g,en quantité élevée,26 g,en quantité élevée,24 g,en quantité élevée,0.02 g,en faible quantité,+1%,,2314 kj(553 kcal),-0%,+9%,26,+13%,-27%,24,-24%,+10%,"0,02",-57%,"0,008",-57%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,100 g,"['étui', 'Carton']","[""Côte d'Ivoire""]","['17000', 'La Rochelle']",,Chocolat noir 85%,['Leclerc'],,
51,Chocolat blanc - L'Artisan Chocolatier,3760008560384,,['France'],[],[],?,560,35,55,"6,2",E,"[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,,35 g,en quantité élevée,22 g,en quantité élevée,55 g,en quantité élevée,0.1 g,en faible quantité,,-1%,2343 kj(560 kcal),-1%,-3%,22,+2%,+3%,55,+9%,-7%,"0,1",-61%,"0,04",-61%,26,-3%,E,-3%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,,
52,Noir sans sucre - L'Artisan Chocolatier,3760008560391,['Avec édulcorants'],['France'],"['Pâte de cacao', 'maltitol', 'beurre de cacao', 'émulsifiant lécithine de soja', 'arôme naturel de vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,476,36,46,"5,1",E,"[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats noirs', 'Chocolats noirs aux édulcorants']",['E965 - Maltitol'],,4,36 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.03 g,en faible quantité,,-5%,1992 kj(476 kcal),-5%,-7%,22,-4%,+23%,"0,5",-39%,-30%,"0,03",-22%,"0,012",-22%,15,+14%,D,+14%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
53,Blanc marbré lait caramel noix de coco - L'Artisan Chocolatier,3760008560414,,['France'],"['Sucre oeurre ce cacao', ' oouare de lait entier oàte ae cacao lait ecreme en coudre sucre caramehse ae coco emui', ' estes aréme natarel vanille Peut contenir des traces de fruits a coques']",[],?,566,36,54,"6,4",,"[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats marbrés']",,['Fruits à coque'],,36 g,en quantité élevée,22 g,en quantité élevée,54 g,en quantité élevée,0.13 g,en faible quantité,,+3%,2368 kj(566 kcal),+3%,-1%,22,+4%,+17%,54,+31%,-12%,"0,13",-6%,"0,052",-6%,27,+15%,E,+15%,,,,,,,,,,,,,,,,
54,Noir Marbré Lait caramel Fleur de Sel - L'Artisan Chocolatier - 100g,3760008560469,,['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', ' poudre de lait entier', 'lait écrémé en poudre', 'sucre caramélisé', 'fleur de sel émulsifiant : lécithine de soja', 'arôme', ' épices', ' arôme naturel vanille']",['Non végétalien'],?,547,39,36,"7,4",,"[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats au caramel', 'Chocolats marbrés']",['E322i - Lécithine'],"['Lait', 'Soja']",4,39 g,en quantité élevée,24 g,en quantité élevée,11 g,en quantité modérée,0.934 g,en quantité modérée,,-1%,2289 kj(547 kcal),-0%,+7%,24,+8%,-22%,11,-74%,+6%,"0,934",+80%,"0,374",+80%,22,-12%,E,-12%,,,,,,,,100 g,"['Plastique', 'Carton']",,,,,,,
55,Chocolat noir fourré caramel - L'artisan Chocolatier,3760008560476,,['France'],"['Ingredtents', ' Pâte de cacao', ' sucre', ' beurre de cacao', ' sirop de glucose', ' poudre de lait entier', ' crème', ' beurre frais', ' dextrose', ' gélifiant:pectine', ' fleur de set', ' émutsifiant : lécithine de soja', ' arôme naturel vanille', ' bicarbonate de soude peut contenir des traces de fruits à coques']",['Non végétalien'],?,529,36,40,"6,2",E,"[""L'artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats au caramel', 'Chocolats noirs au caramel']","['E440 - Pectines', 'E322i - Lécithine']","['Lait', 'Fruits à coque']",4,36 g,en quantité élevée,22 g,en quantité élevée,34 g,en quantité élevée,0.03 g,en faible quantité,,-1%,2213 kj(529 kcal),-1%,+4%,22,+7%,-13%,34,-16%,-5%,"0,03",-89%,"0,012",-89%,23,-2%,E,-2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
56,Caramels à la noix du Périgord - Délices de nos régions - 150g,3760008561091,,['France'],"['Sirop de glucose', 'sucre', 'lait entier 26 % MG', 'beurre AOP', 'dextrose', 'morceaux de noix AOP', 'pâte de noix', 'arôme noix', 'sel', 'sucre inverti', 'émulsifiant : sucroester', 'lécithine de soja', 'bicarbonate de soude', 'arôme', 'colorant E150d']",['Non végétalien'],?,?,?,?,?,D,['Délices de nos régions'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Caramels']","['E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E150d - Caramel au sulfite d'ammonium""]","['Lait', 'Fruits à coque', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,150 g,['Carton'],,,"['EMB 17369', 'Saint-Martin-de-Ré (Charente-Maritime, France)']",,,,
57,Caramels beurre sale,3760008562364,,['France'],[],[],?,417,12,74,"3,2",,,,,,,,,,,,,,,,,1745 kj(417 kcal),,,"8,7",,,54,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
58,Chocolat à tartiner éclats de caramel - L'Artisan Chocolatier,3760008562517,,['France'],"['Sucre', 'matières grasses végétales non hydrogénées ', 'colza', 'karité', 'coprah', 'noisettes ', '13%', 'cacao maigre en poudre', 'lait écrémé en poudre', 'éclats de caramel ', '4,8%', ' ', 'sucre', 'sirop de glucose', 'lait entier', 'crème', 'beurre salé', 'sel', 'émulsifíant : lécithine de colza', 'émulsifiant : lécithine de soja', 'arôme', "" Peut contenir des traces d'autres fruits à coques""]","['Sans huile de palme', 'Non végétalien']",?,539,31,57,"6,2",,"[""L'Artisan Chocolatier""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",['E322i - Lécithine'],"['Lait', 'Fruits à coque']",4,31 g,en quantité élevée,5.5 g,en quantité élevée,53 g,en quantité élevée,0.1 g,en faible quantité,,-1%,2255 kj(539 kcal),-1%,-9%,"5,5",-30%,+12%,53,+14%,-6%,"0,1",-10%,"0,04",-10%,21,+2%,E,+2%,,,,,,,,,,,,,,,,
59,Noir extrême 99% - L'Artisan Chocolatier,3760008562869,,['France'],"['coc', 'ues']",[],?,594,54,6,12,E,"[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,54 g,en quantité élevée,33 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,,+7%,2485 kj(594 kcal),+7%,+37%,33,+43%,-84%,"0,5",-98%,+57%,0,-100%,0,-100%,17,-20%,D,-20%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
60,Chocolat noir eclats de caramel - L'Artisan Chocolatier,3760008562876,,['France'],[],[],?,546,39,36,"7,3",E,"[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats au caramel', 'Chocolats noirs au caramel']",,,,39 g,en quantité élevée,24 g,en quantité élevée,32 g,en quantité élevée,0.04 g,en faible quantité,,+2%,2284 kj(546 kcal),+2%,+12%,24,+17%,-22%,32,-21%,+12%,"0,04",-85%,"0,016",-85%,23,-2%,E,-2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
61,Moules praliné feuilleté fleur de sel,3760008562975,,['France'],[],[],?,527,29,59,"5,4",,,,,,,,,,,,,,,,,2205 kj(527 kcal),,,15,,,55,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,
62,Réglette Pause Café,3760008563613,,['France'],[],[],?,558,37,47,"6,9",,,,,,,,,,,,,,,,,2335 kj(558 kcal),,,23,,,46,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
63,Chocolat noir Venezuela 71 % - Île de Ré chocolats,3760008564856,,['France'],[],[],?,562,43,29,"8,2",E,['Île de Ré chocolats'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,43 g,en quantité élevée,26 g,en quantité élevée,25 g,en quantité élevée,0.03 g,en faible quantité,,+1%,2351 kj(562 kcal),+1%,+9%,26,+13%,-25%,25,-21%,+7%,"0,03",-36%,"0,012",-36%,22,+4%,E,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,['Pâte de cacao origine Vénézuela'],,,,,,
64,Noir Pérou 65% - Ile De Ré Chocolats,3760008564870,,['France'],"['Pâte de cacao', ' sucre', ' Beurre de cacao', ' arôme naturel vanille Peut contenir des traces de lait', 'de soja et de fruits à coques']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,554,39,39,"6,8",E,['Ile De Ré Chocolats'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,['Lait'],4,39 g,en quantité élevée,24 g,en quantité élevée,35 g,en quantité élevée,0.02 g,en faible quantité,,-0%,2318 kj(554 kcal),-0%,-1%,24,+4%,+1%,35,+10%,-11%,"0,02",-57%,"0,008",-57%,23,+8%,E,+8%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
65,Saint Domingue  noir 72% - Ile de Ré Chocolats,3760008564900,['Bio'],['France'],[],[],?,574,44,31,8,E,['Ile de Ré Chocolats'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,44 g,en quantité élevée,27 g,en quantité élevée,25 g,en quantité élevée,0.01 g,en faible quantité,,+3%,2402 kj(574 kcal),+4%,+12%,27,+17%,-20%,25,-21%,+4%,"0,01",-79%,"0,004",-79%,22,+4%,E,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
66,Caramel beurre salé,3760008565860,,['France'],[],[],?,417,12,74,"3,2",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,,,12 g,en quantité modérée,8.7 g,en quantité élevée,54 g,en quantité élevée,1.8 g,en quantité élevée,,+1%,1745 kj(417 kcal),+1%,-12%,"8,7",-2%,+9%,54,+7%,+36%,"1,8",+86%,"0,72",+86%,30,+21%,E,+21%,,,,,,,,,,,,,,,,
67,Noir galipotes 66%,3760008569257,,['France'],[],[],?,1,1,1,1,,,,,,,,,,,,,,,,,4 kj(1 kcal),,,1,,,1,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
68,Kina karo - Maison Kina Karo,3760008580016,,['France'],['Écorces de bois de quinquina'],[],?,1,1,1,1,,['Maison Kina Karo'],,,,,,,,,,,,,,,4 kj(1 kcal),,,1,,,1,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
69,Soupe lentilles tomates - Good Eating - 300g,3760008793621,,['France'],"['Eau', 'lentille 21 %', 'tomate 19 %', 'carotte', 'oignon', 'fond de volaille aromatisé déshydraté ', 'sel', 'arômes', 'farine de BLÉ', 'graisse de poulet', 'fécule de pomme de terre', 'poulet déshydraté', 'plantes aromatiques', 'poireaux déshydratés', 'épices', 'antioxydant : extrait de romarin', 'sel', 'curry', 'ail', 'huile de tournesol', 'curcuma', 'romarin', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",184,?,"0,6","8,88","2,7",B,['Good Eating'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Réfrigérés', 'Soupes de légumes', 'Plats préparés réfrigérés', 'Soupes réfrigérées', 'Soupes de légumes réfrigérées']",['E392 - Extrait de romarin'],['Gluten'],4,0.6 g,en faible quantité,0.1 g,en faible quantité,1.4 g,en faible quantité,1 g,en quantité modérée,+14%,,184 kj(44 kcal),+2%,-72%,"0,1",-85%,+103%,"1,4",-25%,+185%,1,+60%,"0,4",+60%,3,+144%,C,+144%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,300 g,['Plastique'],,,"['FR 41.103.001 CE', 'Huisseau-en-Beauce (Loir-et-Cher, France)']",,,,
70,"Filet de poulet (pommes de terre, ratatouille) -",3760008793935,,['France'],[],[],?,119,"5,1","9,4","8,8",D,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",,,,5.1 g,en quantité modérée,0.5 g,en faible quantité,3.1 g,en faible quantité,0.9 g,en quantité modérée,,-20%,498 kj(119 kcal),-19%,-14%,"0,5",-70%,-31%,"3,1",+59%,+10%,"0,9",+7%,"0,36",+7%,-1,-170%,A,-170%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,,,,
71,Risotto primavera,3760008794468,,['France'],[],[],?,176,13,"8,7","5,5",,,,,,,,,,,,,,,,,736 kj(176 kcal),,,"6,2",,,"2,1",,,"0,6",,"0,24",,,,,,,,,,,,,,,,,"['FR 41.106.001 CE', 'Lamotte-Beuvron (Loir-et-Cher, France)', 'EMB 41106C', 'Lamotte-Beuvron (Loir-et-Cher, France)']",,,,
72,Risotto crémeux végétarien,3760008794482,,['France'],[],[],?,123,9,"7,7","2,9",,,,,,,,,,,,,,,,,515 kj(123 kcal),,,"4,2",,,"1,1",,,"0,9",,"0,36",,,,,,,,,,,,,,,,,"['EMB 41106C', 'Lamotte-Beuvron (Loir-et-Cher, France)', 'FR 41.106.001 CE', 'Lamotte-Beuvron (Loir-et-Cher, France)']",,,,
73,Soupe glacée tomate,3760008794512,,['France'],[],[],?,60,"2,2","6,2","1,4",,,,,,,,,,,,,,,,,251 kj(60 kcal),,,"0,4",,,"5,1",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
74,8 mini beignets - Les Délices des 7 Vallées,3760008850201,"['Point Vert', 'Fabriqué en France']",['France'],[],[],?,428,24,45,"6,8",,['Les Délices des 7 Vallées'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,24 g,en quantité élevée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,,+21%,1791 kj(428 kcal),+20%,+52%,"8,5",+145%,-0%,19,+17%,+7%,"0,72",-2%,"0,288",-2%,20,+67%,E,+67%,,,,,,,,,,,,,,,,
75,Mini Donut’s au Chocolat Crunchy - Les Délices des 7 Vallées - * 3,3760008851086,,['France'],"['Farine de BLÉ', ' Chocolat de couverture 23', '6 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse LAITIÈRE anhydre', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', 'eau', 'huiles végétales colza', 'palme', ' ŒUF céréales enrobées de chocolat 56 % céréales croustillantes 35 % farine de riz', 'sucre', 'sel beurre de cacao', 'chocolat 25', '5 % ', 'pâte de cacao', 'sucre', 'beurre de cacao matière grasse LAITIERÉ anhydre', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', 'chocolat au lait 19 % ', 'sucre', 'beurre de cacao', 'LAIT entier en poudre', 'pâte de cacao', 'LACTOSÉRUM en poudre émulsifiant lécithine de SOJA', 'épices', 'arôme naturel de vanille', 'chocolat blanc 19 % ', 'sucre', 'beurre de cacao', 'LAIT entier en poudre', 'LACTOSÉRUM en poudre', 'émulsifiant: lécithine de SOJA', 'arôme naturelle de vanille', 'sirop de glucose', 'sucre', ""agent d'enrobage: E414"", 'amidon modifié', 'graisse végétale de noix de coco', 'sucre', 'BEURRE', 'levure', 'GLUTEN de BLE', 'sel', 'émulsifiant: E471', 'agent de traitement de la farine: E300']","['Huile de palme', 'Non végétalien']",?,455,29,46,"7,6",E,['Les Délices des 7 Vallées'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Gâteaux au chocolat', 'Donuts']","['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,29 g,en quantité élevée,12 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,,+11%,1904 kj(455 kcal),+11%,+27%,12,+13%,+3%,19,+13%,+28%,0,-100%,0,-100%,19,-3%,E,-3%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,* 3,['Plastique'],,,,,,['Huile de palme'],
