,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,generic_name,packaging,additives,markets,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
41,Olives vertes dénoyautées - Barral,3101150025756,['Barral'],['France'],"['olives', 'eau', 'sel', 'acidifiant acide citrique', 'conservateur : sorbate de potassium 0 Peut contenir des noyaux', ' Conditionné en France à partir de matières premières dlimportation,']",[],?,145,607 kj(145 kcal),"13,9",2,"1,3","0,5",1,"4,925","1,97",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,3,13.9 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,4.92 g,en quantité élevée,,-10%,-9%,-12%,-20%,-6%,+167%,-7%,+47%,+47%,12,+3%,D,+3%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
42,Olives noires confites - Jm,3101150025848,['Jm'],['France'],"['olives', 'eau', 'sel', 'stabilisaft: gluconate ferreux', ' Les olives ont été dénoyautées mécaniquement et peuvent exceptionnellement contenir des noyaL! ou fragments de noyaux', ' A CONSOMMER DE PRÉFÉRENCE AVANT VOIR SUR LE COUVERCLE', ' PITTED BLACK OLIVES IN BRINE Ingredients: olives', 'water', 'salt', 'stabilizing agent: ferrous gluconate llay contain pits', ' BEFORE: CAP']",[],?,127,531 kj(127 kcal),"13,2","2,2",0,0,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E579 - Gluconate de fer'],,,,,,
43,Cocktail d'olives lapins et poivrons - Barral,3101150026111,['Barral'],['France'],[],[],?,174,728 kj(174 kcal),16,"2,5","3,4",0,"2,1",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Olives noires à la grecque - Barral,3101150026210,['Barral'],['France'],[],[],?,369,1544 kj(369 kcal),"35,9","5,7","4,5","0,5","1,9",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Olives Noires Naturel Barral,3101150033010,['Barral'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Olives Cocktail Méditerranéen Barral 4KG, 1 Seau - 2,5kg",3101150034451,['Barral'],['France'],[],[],?,700,2929 kj(700 kcal),"16,9","2,7","2,7","0,5","1,2",5,2,,"2,5 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Pate d'olive noire - Barral,3101150040223,['Barral'],['France'],"['Olives noires au naturel ', '90%', ""huile d'olive"", 'sel', ' Le produit peut contenir des traces de substances allergisantes de type :poisson', 'œuf', 'lait', 'fruits à coque ', 'noix', 'noix d cajou', 'anhydride sulfureux']",['Non végétalien'],?,305,1276 kj(305 kcal),"29,3","7,1","1,5","1,5","2,4","6,9","2,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,,,
48,Jambon ibérique,3101155008006,,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Wrap Ave Ceasar,3101160012777,,['France'],[],[],?,524,2192 kj(524 kcal),"27,63","6,502","46,18","4,63","21,29","0,485","0,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Marrons entiers - Sabaton,3101740000095,['Sabaton'],['France'],[],[],?,107,448 kj(107 kcal),1,"0,2",21,3,"1,7","0,01","0,004",,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Sabaton Marrons entiers,3101740000101,['Sabaton'],['France'],[],[],?,107,448 kj(107 kcal),1,"0,2",21,3,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Confiture d'Orange - Sabaton - 1kg,3101740000262,['Sabaton'],['France'],"['Oranges', 'sucre', 'pectine', 'jus de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,D,1 kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'orange""]",['Produits destinés aux professionnels'],4,,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,"['Conserve', 'métal']",['E440 - Pectines'],,,,,,
53,Creme de marron,3101740000620,,['France'],[],[],?,261,1092 kj(261 kcal),"0,8","0,2",61,44,"1,4","0,01","0,004",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,0.8 g,en faible quantité,0.2 g,en faible quantité,44 g,en quantité élevée,0.01 g,en faible quantité,,+4%,+4%,+7%,+38%,+1%,-12%,+27%,-47%,-47%,12,+4%,D,+4%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,
54,Confiture de myrtille - Sabaton - 350g,3101740010025,['Sabaton'],['France'],"['myrtilles', 'sucre', 'pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,228,954 kj(228 kcal),?,"0,1",?,55,"0,5","0,03","0,012",C,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,4,,,0.1 g,en faible quantité,55 g,en quantité élevée,0.03 g,en faible quantité,,+4%,+4%,,+126%,,+8%,+28%,+80%,+80%,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,Confiture,['Verre'],['E440 - Pectines'],,,,http://www.sabaton.fr/Boutique.aspx?id_surfam=4&id_fam=11,,
55,Marrons glacés - Sabaton,3101740030054,['Sabaton'],['France'],"['marrons', 'sucre', 'sirop de glucose', 'vanille en gousse']",[],?,311,1301 kj(311 kcal),1,"0,2",73,48,"1,1","0,02","0,008",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,4,1 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,+12%,+28%,-2%,-5%,+8%,-47%,-47%,10,-15%,C,-15%,,,,,,,,,,,,,,,,,,
56,16 Marrons glacés - Sabaton - 320g,3101740030078,['Sabaton'],['France'],"['marrons', 'sucre', 'sirop de glucose', 'vanille en gousse']",[],?,311,1301 kj(311 kcal),1,"0,2",73,48,"1,1","0,02","0,008",,320 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,4,1 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,+12%,+28%,-2%,-5%,+8%,-47%,-47%,10,-15%,C,-15%,,,,,,,,,,,,,,,,,,
57,16 Marrons glacés - Sabaton - 320g,3101740030160,['Sabaton'],['France'],"['Marrons', 'sucre', 'sirop de glucose', 'vanille en gousse']",[],?,311,1301 kj(311 kcal),1,"0,2",73,48,"1,1","0,02","0,008",,320g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",['Fabriqué en France'],4,1 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,+12%,+28%,-2%,-5%,+8%,-47%,-47%,10,-15%,C,-15%,,,,,,,,,,,['Boîte'],,,,,,,
58,Marrons glacés - Sabaton,3101740030177,['Sabaton'],['France'],['marron sucre sirop de glucose vanille en gousse'],[],?,311,1301 kj(311 kcal),1,"0,2",73,48,"1,1","0,02","0,008",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,1 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,+12%,+28%,-2%,-5%,+8%,-47%,-47%,10,-15%,C,-15%,,,,,,,,,,,,,,,,,,
59,Marrons glacés - Sabaton,3101740030191,['Sabaton'],['France'],"['marrons', 'sucre', 'sirop de glucose', 'vanille en gousse']",[],?,311,1301 kj(311 kcal),1,"0,2",73,48,"1,1","0,02","0,008",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,4,1 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,+12%,+28%,-2%,-5%,+8%,-47%,-47%,10,-15%,C,-15%,,,,,,,,,,,,,,,,,,
60,Sabaton,3101740030481,['Sabaton'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Creme de marrons SABATON,3101740920102,['Sabaton'],['France'],"['hestnuts ', 'Châtaignes dArdèche PDO', 'Prepared With 46 g of fruit per 01000gg Tota\\ sugar content: 57 g per I Keep in a cool place once opene d Best if used before the date marke on the top or bottom']",[],?,239,1000 kj(239 kcal),1,0,55,43,1,0,0,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,1 g,en faible quantité,0 g,en faible quantité,43 g,en quantité élevée,0 g,en faible quantité,,-5%,-5%,+33%,-100%,-8%,-14%,-9%,-100%,-100%,8,-30%,C,-30%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,
62,Café,3102107490009,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Mélange exotique - Maître Prunille - 400g,3102490165836,['Maître Prunille'],['France'],[],[],1570,?,1570 kj(375 kcal),"7,7","6,9","70,5","57,4","2,1","0,15","0,06",,400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",,,7.7 g,en quantité modérée,6.9 g,en quantité élevée,57.4 g,en quantité élevée,0.15 g,en faible quantité,-12%,,-15%,-63%,+34%,+42%,+45%,-77%,+22%,+22%,10,+31%,C,+31%,,,,,,,,,,,,,,,,,,
64,Calissons d'Aix - Du Roy René,3102621000814,['Du Roy René'],['France'],"['Amandes', 'melons confits ', 'melons', 'sirop de glucose-fructose', 'sucre', 'sucre', 'sirop de glucose-fructose', ""blanc d'oeuf"", ""écorces d'oranges confites "", ""écorces d'oranges"", 'sirop de glucose-fructose', 'sucre', 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'arômes naturels ', 'quinine', ' Peut contenir des traces de : fruits à coque']","['Sans huile de palme', 'Non végétalien']",?,444,1858 kj(444 kcal),17,"1,7",63,47,8,"0,03","0,012",B,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,4,17 g,en quantité modérée,1.7 g,en quantité modérée,47 g,en quantité élevée,0.03 g,en faible quantité,,-1%,-1%,-5%,-2%,+2%,-6%,+5%,-11%,-11%,13,-10%,D,-10%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,"['Œufs', 'Fruits à coque']",,,,,,,,,
65,Nougat Blanc du Roy René - Confiserie du Roy René - 100g,3102621001194,['Confiserie du Roy René'],['France'],"['Amandes ', '32 %', 'miel de lavande ', '28 %', 'sucre', 'sirop de glucose', ""blanc d'œuf"", 'pistaches', 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'arôme naturel de vanille et autres arômes naturels']","['Sans huile de palme', 'Non végétalien']",2067,?,2067 kj(494 kcal),25,"2,5",57,50,9,"< 0,05","0,02",E,100 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']","['Point Vert', 'Entreprise du Patrimoine Vivant']",4,25 g,en quantité élevée,2.5 g,en quantité modérée,50 g,en quantité élevée,0.05 g,en faible quantité,+10%,,+12%,+66%,+77%,-16%,-13%,+33%,-33%,-33%,16,+3%,D,+3%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,"['Œufs', 'Fruits à coque']",,"['Carton', 'Boîte', 'Plastique']",,,,,,,
66,Nougat noir du roy rené - Confiserie du Roy René - 200g,3102621001248,['Confiserie du Roy René'],['France'],"['Amandes ', '65%', 'miel du Sud-Est de la France ', '16%', 'sucre', 'sirop de glucose', 'pistaches', 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', "" Peut contenir des traces de : blanc d'oeuf"", 'fruits à coque', 'lait', 'soja']",[],?,582,2435 kj(582 kcal),40,"3,8",37,24,16,"< 0,01","0,004",D,200 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats noirs']",,4,40 g,en quantité élevée,3.8 g,en quantité modérée,24 g,en quantité élevée,0.01 g,en faible quantité,,+12%,+12%,+29%,+43%,-17%,-35%,+37%,-54%,-54%,8,-44%,C,-44%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,['Fruits à coque'],,,,,,,,,
67,Nougat fantaisie pistache - Le Roy René,3102621001491,['Le Roy René'],['France'],[],[],?,436,1824 kj(436 kcal),20,2,61,47,9,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Nougat à la noix de coco aromatisé au caramel - Le Roy René,3102621001514,['Le Roy René'],['France'],[],[],?,478,2000 kj(478 kcal),23,"1,9",58,44,8,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Crème de nougat blanc - Confiserie du Roy René - 200g,3102621001552,['Confiserie du Roy René'],['France'],"['Nougat blanc 49 % ', 'sucre', 'amandes', 'sirop de glucose', 'miel 13 %', ""blanc d'oeuf"", 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'arôme naturel de vanille et autres arômes naturels', 'sirop de sorbitol', 'amandes', 'maltodextrine', 'miel 3 %', 'sucre', 'pistaches', 'émulsifiant : lécithine de tournesol']",['Non végétalien'],1673,?,1673 kj(400 kcal),14,"1,5",62,27,5,"< 0,03","0,012",,200 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Crèmes de nougat']",,4,14 g,en quantité modérée,1.5 g,en quantité modérée,27 g,en quantité élevée,0.03 g,en faible quantité,+39%,,+44%,+223%,+44%,+11%,-48%,+300%,-39%,-39%,5,-57%,C,-57%,,,,,,,,,"['Œufs', 'Fruits à coque']",,"['Bocal', 'Verre']","['E420ii - Sirop de sorbitol', 'E322i - Lécithine']",['La Boutique en Provence'],,,,,
70,Nougat Fantaisie du Roy René Framboise - Confiserie du Roy René - 100g,3102621001637,['Confiserie du Roy René'],['France'],"['Sucre', 'sirop de glucose', 'amandes ', '20 %', 'pâte à la framboise 11 % ', 'purée concentré de framboise ', '57 %', 'sirop de fructose-glucose', 'humectant : glycérol', 'sirop de glucose', 'purée concentrée de pomme', 'sucre', 'matière grasse végétale ', 'huile de palme', 'jus concentré de sureau', ""régulateur d'acidité : acide malique"", 'arôme', 'émulsifiant : lécithine de tournesol', 'pépites à la framboise ', '9 %', ' ', 'purée de framboise 35 %', 'sucre', 'pomme', ""fibres d'ananas"", 'colorant E163', ""correcteur d'acidité E330"", 'gélifiant E401', 'stabilisant E341', 'arôme', ""blanc d'œuf"", 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'miel de lavande maritime', 'colorant : E120']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1834,?,1834 kj(438 kcal),15,"1,4",67,54,7,"0,07","0,028",E,100 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']","['Point Vert', 'Entreprise du Patrimoine Vivant']",4,15 g,en quantité modérée,1.4 g,en faible quantité,54 g,en quantité élevée,0.07 g,en faible quantité,-2%,,-2%,-9%,-29%,+2%,-1%,-2%,-7%,-7%,13,-19%,D,-19%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,"['Œufs', 'Fruits à coque']",,"['Carton', 'Plastique']","['E422 - Glycérol', 'E296 - Acide malique', 'E322i - Lécithine', 'E163 - Anthocyanes', 'E330 - Acide citrique', 'E401 - Alginate de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",,,,,['Huile de palme'],
71,Nougat Fantaisie du Roy René Pistache - Confiserie du Roy René - 100g,3102621001644,['Confiserie du Roy René'],['France'],"['Sucre', 'sirop de glucose', 'amandes ', '19 %', 'miel de lavande maritime ', '12 %', 'pistaches ', '11 %', ""blanc d'œuf"", 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'colorant : denrée alimentaire colorante ', ""concentré de carthame et d'algues"", 'arôme pistache']",['Non végétalien'],1956,?,1956 kj(467 kcal),20,2,61,47,9,"< 0,03","0,012",E,100 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']","['Point Vert', 'Entreprise du Patrimoine Vivant']",4,20 g,en quantité modérée,2 g,en quantité modérée,47 g,en quantité élevée,0.03 g,en faible quantité,+5%,,+5%,+21%,+1%,-7%,-14%,+26%,-60%,-60%,13,-19%,D,-19%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,"['Œufs', 'Fruits à coque']",,"['Boîte', 'Carton', 'Plastique']",,,,,,,
72,Dominos - Confiserie du Roy René - 200g,3102621002337,['Confiserie du Roy René'],['France'],"['Sucre', 'amandes ', '25 %', 'sirop de glucose', 'miel de lavande maritime ', '13 %', ""blanc d'oeuf"", 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'arôme naturel vanille et autres arômes naturels']","['Sans huile de palme', 'Non végétalien']",?,?,,?,,?,,?,,,E,200 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",,4,,,,,,,,,,,,,,,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,"['Œufs', 'Fruits à coque']",Nougat blanc au miel de lavande,"['Sachet', 'Plastique']",,['La Boutique en Provence'],,,,,
73,Calissons du Roy René Aix en Provence - Confiserie du Roy René - 200g,3102621002344,"['Confiserie du Roy René', 'Calissons du Roy René']",['France'],"['Amandes ', '64 %', 'miel ', '16 %', 'sucre', 'sirop de glucose', 'pistaches', 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol']","['Sans huile de palme', 'Non végétalien']",?,?,,?,,?,,?,,,B,200 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",['Point Vert'],4,,,,,,,,,,,,,,,,,,,,,,,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,['Fruits à coque'],,"['Sachet', 'Plastique']",,,"['France', 'Aix-en Provence']",,,,
74,Nougat Noir - Roy René,3102621002504,"['Roy René', 'Le Roy René']",['France'],"['AMANDES ', '65%', 'MIEL DU SUD-EST DE LA FRANCE SIROP DE GLUCOSE', 'PISTACHES', 'PAIN AZYME ', 'FÉCULE DE POMME DE TERRE', 'HUILE DE TOURNESOL', "" PEUT CONTE - NIR DES TRACES DE BLANC D'OEUF"", 'FRUITS À COQUE', 'LAIT', 'SOJA']",[],?,542,2268 kj(542 kcal),40,"2,9",37,33,14,0,0,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats noirs']",,3,40 g,en quantité élevée,2.9 g,en quantité modérée,33 g,en quantité élevée,0 g,en faible quantité,,+4%,+5%,+29%,+9%,-17%,-11%,+20%,-100%,-100%,8,-44%,C,-44%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,['Fruits à coque'],,,,,,,,,
75,Roy. calisson Bte. los. fer - Confiserie Du Roy René,3102621003075,['Confiserie Du Roy René'],['France'],"['Amandes', 'melons confits ', 'melons', 'sirop de glucose-fructose', 'sucre', 'sucre', 'sirop de glucose-fructose', 'blanc deuf', ""écorces d'oranges confites "", ""écorces d'oranges"", 'sirop de glucose-fructose', 'sucre', 'pain azyme ', 'fécule de pomme de tere', 'huile de tournesol', 'arômes naturels ', 'quinine', ' Peut contenir des traces de fruits à coque']",[],?,444,1858 kj(444 kcal),17,"1,7",63,47,8,"0,03","0,012",B,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,4,17 g,en quantité modérée,1.7 g,en quantité modérée,47 g,en quantité élevée,0.03 g,en faible quantité,,-1%,-1%,-5%,-2%,+2%,-6%,+5%,-11%,-11%,13,-10%,D,-10%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,['Fruits à coque'],,,,,,,,,
76,Saveurs de provence - Le Roy René,3102621003242,['Le Roy René'],['France'],[],[],?,430,1799 kj(430 kcal),16,"4,8",64,52,6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Calissons du Roy René - Confiserie du Roy René - 340g,3102621003259,['Confiserie du Roy René'],['France'],"['Melons confits ', 'melons', 'sirop de glucose-fructose', 'sucre', 'amandes 29% ', 'dont amandes de Provence 5%', 'sucre', ""blanc d'œuf"", 'fruits confits ', ""écorces d'oranges et de citrons"", 'sirop de glucose-fructose', 'sucre', 'sirop de glucose', 'sirop de sucre inverti', 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'arômes']","['Sans huile de palme', 'Non végétalien']",?,445,1862 kj(445 kcal),18,"1,6",62,54,7,"0,03","0,012",A,340 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]","['Point Vert', 'Fabriqué en France']",4,18 g,en quantité modérée,1.6 g,en quantité modérée,54 g,en quantité élevée,0.03 g,en faible quantité,,-0%,-0%,+1%,-8%,+0%,+8%,-8%,-11%,-11%,13,-10%,D,-10%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,"['Œufs', 'Fruits à coque']",Calissons d'Aix,"['Boîte', 'Métal']",,,['France'],,,,
78,Saveurs de provenced du Roy René - Le Roy René,3102621003303,['Le Roy René'],['France'],[],[],?,444,1858 kj(444 kcal),18,"5,3",62,50,7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Calissons - Le Roy René,3102621003365,['Le Roy René'],['France'],[],[],?,445,1862 kj(445 kcal),18,"1,6",62,54,7,"0,03","0,012",B,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,,18 g,en quantité modérée,1.6 g,en quantité modérée,54 g,en quantité élevée,0.03 g,en faible quantité,,-0%,-0%,+1%,-8%,+0%,+8%,-8%,-11%,-11%,16,+11%,D,+11%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,,,,,
80,Calissons du Roy René - 165grammes,3102621003396,['Du Roy rene'],['France'],[],[],?,443,1854 kj(443 kcal),21,2,53,44,7,"0,2","0,08",B,165 grammes,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,,21 g,en quantité élevée,2 g,en quantité modérée,44 g,en quantité élevée,0.2 g,en faible quantité,,-1%,-1%,+17%,+16%,-14%,-12%,-8%,+493%,+493%,15,+4%,D,+4%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,,,,,
81,CALISSONS du Roy René,3102621003402,['Calissons Du Roy René'],['France'],[],[],?,431,1803 kj(431 kcal),20,"1,8",53,42,7,"0,01","0,004",B,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,,20 g,en quantité modérée,1.8 g,en quantité modérée,42 g,en quantité élevée,0.01 g,en faible quantité,,-4%,-4%,+12%,+4%,-14%,-16%,-8%,-70%,-70%,15,+4%,D,+4%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,,,,,
82,Calissons - Le Roy René,3102621003419,['Le Roy René'],['France'],[],[],?,434,1816 kj(434 kcal),19,"1,8",56,43,7,"0,03","0,012",B,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,,19 g,en quantité modérée,1.8 g,en quantité modérée,43 g,en quantité élevée,0.03 g,en faible quantité,,-3%,-3%,+6%,+4%,-9%,-14%,-8%,-11%,-11%,15,+4%,D,+4%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,,,,,
83,Calissons du roy rené - Le Roy René - 475g,3102621003501,['Le Roy René'],['France'],"['Melons confits ', 'melons', 'sirop de glucose-fructose', 'sucre', 'amandes 29% ', 'dont amandes de Provence: 5%', 'sucre', ""blanc d'euf"", 'fruits confits ', ""écorces d'oranges et de citrons"", 'sirop de glucose-fructose', 'sucre', 'sirop de glucose', 'sirop de sucre inverti', 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'arômes naturels', ' Peut contenir des traces de fruits à coque']",[],?,445,1862 kj(445 kcal),18,"1,6",62,54,7,"0,03","0,012",B,475 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,4,18 g,en quantité modérée,1.6 g,en quantité modérée,54 g,en quantité élevée,0.03 g,en faible quantité,,-0%,-0%,+1%,-8%,+0%,+8%,-8%,-11%,-11%,13,-10%,D,-10%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,['Fruits à coque'],,,,,,,,,
