,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,brand,markets,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,traceability_code,packaging,brand_owner,additives,generic_name,manufacturing,link,palm_ingredients,ingredients_origins
289,Moutarde de Brisures de Cèpes,3760105200213,['France'],[],[],?,177,12,"6,4","8,4",,,,741 kj(177 kcal),"0,8","5,4","5,3","2,12",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,+4%,+11%,-7%,+28%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,12 g,en quantité modérée,0.8 g,en faible quantité,5.4 g,en quantité modérée,5.3 g,en quantité élevée,+4%,-2%,+40%,+13%,+13%,13,+12%,D,+12%,,,,,,,,,,
290,Marotte,2480340031168,['France'],[],[],?,437,37,2,24,,,,1828 kj(437 kcal),26,"0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Miel d'acacia - La Miellerie du Pays Charolais - 1kg,3479550000124,['France'],[],[],?,?,?,?,?,1 kg,['La Miellerie du Pays Charolais'],,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,['France']
292,Betty Crocker Fruit Roll-ups Strawberry - 10 CT,0016000355408,"['France', 'États-Unis']","['Corn syrup', 'dried corn syrup', 'sugar', 'pear puree concentrate', 'palm oil', ' contains 2% or less of: citric acid', 'sodium citrate', 'fruit pectin', 'monoglycerides', 'malic acid', 'dextrose', 'vitamin c ', 'ascorbic acid', 'acetylated monoglycerides', 'natural flavor', 'color ', 'red 40', 'yellows 5 & 6', 'blue 1']",['Huile de palme'],?,357,"7,14","78,57",0,,['Betty Crocker'],,1494 kj(357 kcal),"3,57",50,"0,892","0,357",,['Snacks'],,4,,-21%,-66%,+40%,-100%,,,,,,,,7.14 g,en quantité modérée,3.57 g,en quantité modérée,50 g,en quantité élevée,0.892 g,en quantité modérée,-21%,-60%,+66%,+70%,+70%,20,+12%,E,+12%,"['Sans arômes artificiels', 'Arômes naturels']",,,GENERAL MILLS SALES INC.,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E440 - Pectines', 'E296 - Acide malique', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,
293,Caramels de Franche comté,3025640157058,['France'],[],[],?,282,10,59,2,,,,1180 kj(282 kcal),"6,8",35,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Golden pekor,6091045221295,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Nesquik - Nestlé,7633035539394,['France'],[],[],?,250,"1,8","8,6","3,5",,['Nestlé'],,1046 kj(250 kcal),1,7,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
296,Cioccolato di Modica - Antica Dolceria Rizza,8026101000819,['France'],[],[],?,599,"35,16","57,75","20,6",,['Antica Dolceria Rizza'],,2506 kj(599 kcal),"20,6","35,13",0,0,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,+8%,-11%,+50%,+169%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,35.2 g,en quantité élevée,20.6 g,en quantité élevée,35.1 g,en quantité élevée,0 g,en faible quantité,+8%,-11%,+11%,-100%,-100%,24,+13%,E,+13%,,,,,,,,,,
297,Vanilla Almond Builder's Protein Bar - Clif - 68g,0722252601452,"['France', 'Afrique du Sud', 'États-Unis']","['Isolat de protéines de soja', 'sirop de betterave', 'sirop de riz brun biologique', 'sucre de canne biologique', 'huile de palmiste', ""beurre d'amande douce"", ""fibre d'avoine"", 'glycérine végétale', 'farine de soja biologique', 'amidon de riz', 'arômes naturels', 'avoine roulée biologique', 'huile de tournesol biologique', 'huile de tournesol biologique', 'lécithine de soja', 'Sel de mer', 'huile de  tournesol biologique à haute teneur en acide oléique', 'extrait de vanille biologique', 'tocophérols mélangés', ' Vitamines et minéraux: carbonate de calcium', 'oxyde', 'acide ascorbique ', 'vitamine C', 'DL-alpha-tocophéryle ', 'Vit', ' E', 'mononitrate de thiamine ', 'Vit', ' B1', 'bêta-carotène A', 'Niacinamide ', 'Vit', ' B3', 'D-Calcium Pantothénate ', 'Vit', ' B5', 'Vit', ' B2', 'Chlorhydrate de pyridoxine ', 'Vit', ' B6', 'Vit', ' D2', 'Cyanocobalamine ', 'Vit', ' B12', 'Lodure de potassium']",['Huile de palme'],?,397,"11,76","44,12","29,41",68 g,['Clif'],,1661 kj(397 kcal),"6,62","32,35","0,882","0,353",,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",['Soja'],4,,+7%,-10%,+35%,+0%,,,,,,,,11.8 g,en quantité modérée,6.62 g,en quantité élevée,32.4 g,en quantité élevée,0.882 g,en quantité modérée,+7%,+12%,+143%,+80%,+80%,16,+55%,D,+55%,"['Kascher', 'Riche en protéines', 'Sans OGM', 'en:Orthodox Union Kosher', 'Entrepreneurs + Engagés']",,"['Plastic', 'sachet']",Clif Bar and Company,"['E422 - Glycérol', 'E322i - Lécithine', 'E341ii - Phosphate dicalcique']",Barre protéinée - Vanilla Almond Builder's Protein Bar,,,,
298,Filet de poulet - La Nouvelle Agriculture,0213400021784,['France'],[],[],?,104,"1,3",0,23,,['La Nouvelle Agriculture'],,435 kj(104 kcal),"0,4",0,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,,,,,,,
299,Brie,2240314021386,['France'],[],[],?,352,32,0,16,,,,1473 kj(352 kcal),23,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Pain d'epice au miel,2300001002804,['France'],[],[],?,312,"4,6","62,7","4,4",,,,1305 kj(312 kcal),"2,8","35,4","0,5","0,2",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices"", ""Pains d'épices au miel""]",,,,-3%,+142%,-13%,+20%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,4.6 g,en quantité modérée,2.8 g,en quantité modérée,35.4 g,en quantité élevée,0.5 g,en quantité modérée,-3%,+531%,-18%,+5%,+5%,14,+1%,D,+1%,,,,,,,,,,
301,Gelato al cioccolato,8005020000872,['France'],[],[],?,186,"6,5",28,3,,,,778 kj(186 kcal),"4,5",26,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,,
302,Sucette de sucre cuit,8423236005380,['France'],[],[],?,380,0,95,0,,,,1590 kj(380 kcal),0,95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Succhi Aran. viv. 100% LT1 Yoga,8001440129209,['France'],[],[],?,40,0,"8,7","0,5",,['Yoga'],,167 kj(40 kcal),0,"8,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Panettone - Marks & Spencer,00262217,"['France', 'Royaume-Uni']","['Farine de blé ', 'contient Gluten', 'Raisins de Smyrne ', '17% ', "" Écorce d'orange confite "", '11 %', ' ', ""Écorce d'orange"", 'Sirop de glucose-fructose', 'Sucre', ""Correcteur d'acidité : Acide citrique"", 'Beurre ', 'Lait', ' ', '10 %', ""Sucre Jaune d'œuf pasteurisé "", '9 %', 'Levure', 'Sirop de sucre inverti', 'Émulsifiant: E471', 'Lait entier', 'Sel', 'Arôme', 'Alcool']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,357,"12,8","52,6",6,,['Marks & Spencer'],['Marks & Spencer'],1494 kj(357 kcal),"8,8","25,6","0,45","0,18",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']","['Œufs', 'Gluten', 'Lait']",4,,-5%,-15%,+2%,-12%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,12.8 g,en quantité modérée,8.8 g,en quantité élevée,25.6 g,en quantité élevée,0.45 g,en quantité modérée,-4%,-2%,-1%,+2%,+2%,18,-3%,D,-3%,['Ne pas congeler'],,"['Carton', 'Plastique']",,"['E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","Pain sucré italien au beurre et au jaune d'œuf, avec des raisins de Smyrne et de l'écorce d'orange confite. - Panettone",,,,
305,Miel de lavande de provence - Les Ruchers du Soleil - 500g,3760255930015,['France'],[],[],?,?,?,?,?,500 g,['Les Ruchers du Soleil'],,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de lavande', 'Miels de Provence']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IGP']",,,,,,,,,"['France', 'Provence']"
306,Chocolat 72% Cacao - Ah Cacao - 300g,7503021333131,['France'],"['Cacao', 'sucre de canne', 'vanille naturelle', 'lécithine de soja']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,501,37,34,8,300 g,['Ah Cacao'],,2096 kj(501 kcal),23,26,"0,003","0,001",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']",['Soja'],3,,-10%,-5%,-12%,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,37 g,en quantité élevée,23 g,en quantité élevée,26 g,en quantité élevée,0.003 g,en faible quantité,-9%,-2%,-22%,-92%,-92%,21,-3%,E,-3%,,,,,['E322i - Lécithine'],,,,,['Mexique']
307,Miel maquis de Printemps,3760212290091,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Ricola,7610700944134,['France'],[],[],?,?,?,?,?,,['Ricola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Tisane bio serenite - Baronny's - 30g,3700496339161,['France'],[],[],?,?,?,?,?,30 g,"[""Baronny's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,
310,Blanc de poulet,4006259013132,['France'],[],[],?,97,1,1,21,,,,406 kj(97 kcal),"0,4",1,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Biscuits de Noël - Hema,2013603799996,['France'],"['Farine de blé', 'sucre', 'huile de palme', 'huile de colza', 'poudres à lever : E336', 'E500 E503', 'sucre inverti', ""poudre d'œuf de poules élevées au slL"", 'émulsifiant E322', 'sel', 'arôme naturel']",['Huile de palme'],?,447,"16,5","67,9","5,8",,['Hema'],['Hema'],1870 kj(447 kcal),"7,4","30,4","0,4","0,16",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Biscuits']",['Gluten'],4,,+1%,-32%,+47%,-22%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,16.5 g,en quantité modérée,7.4 g,en quantité élevée,30.4 g,en quantité élevée,0.4 g,en quantité modérée,+1%,-14%,-22%,+203%,+203%,19,+6%,E,+6%,,,"['Sachet', 'Plastique']",,"['E336 - Tartrates de potassium', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E322 - Lécithines']",Biscuits à décoration de sucre 10 % - Code article : 10900084 - Biscuits de Noël,,,['Huile de palme'],
312,Escalope de dinde,0289054023610,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Saumon fumé des Iles Féroé - Dom Petroff,3019898370666,['France'],[],[],?,187,11,"0,5",22,,['Dom Petroff'],,782 kj(187 kcal),"1,8","0,5","2,4","0,96",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,+1%,+5%,+1%,-0%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,11 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,2.4 g,en quantité élevée,+1%,-13%,+50%,-15%,-15%,13,-1%,D,-1%,,"['EMB 49267D', ""Saint-Barthélemy-d'Anjou (Maine-et-Loire, France)""]",,,,,,,,
314,Haricots Lingots,3263850781018,['France'],[],[],?,289,"1,4",38,21,,,,1209 kj(289 kcal),"0,3","2,2","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Roulade au jambon pistachee - L'Assiette d'Antoine,3700912300034,['France'],[],[],?,240,"20,1",1,"13,8",,"[""L'Assiette d'Antoine""]",,1004 kj(240 kcal),8,1,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 55.545.002 CE', 'Verdun (Meuse, France)', 'FR 55.545.002 CE', 'Verdun (Meuse, France)']",,,,,,,,
316,Hazelnut Crunch Chocolate Truffles,5060002042656,['France'],[],[],?,638,55,29,6,,,,2669 kj(638 kcal),33,26,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
317,Manchons de canard cuits dans la graisse de canard - Larnaudie,3113010140752,['France'],[],[],?,205,11,"0,5",28,,['Larnaudie'],,858 kj(205 kcal),"3,5","0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Turrón Diverso Duro de Cacahuete -  - 200g,8412080024661,['France'],"['Cacahouètes grillées ', '38%', 'sucre', 'sirop de glucose', 'miel', ""blanc d'oeuf"", 'pain azyme ', 'fécule de pomme de terre et huile de tournesol', ' et antyoxidant E-306 ', 'tocophérol']",['Non végétalien'],?,538,20,46,0,200 g,,,2251 kj(538 kcal),4,39,0,0,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux cacahuètes', 'Tourons croquants aux cacahuètes']",['Œufs'],4,,+9%,-3%,-10%,-100%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,20 g,en quantité modérée,4 g,en quantité modérée,39 g,en quantité élevée,0 g,en faible quantité,+9%,+9%,-12%,-100%,-100%,17,-1%,D,-1%,,,,,['E307c - Tocophérol'],,,,,
319,Sardines,2663011139022,['France'],[],[],?,281,"21,8","0,8","20,7",,,,1176 kj(281 kcal),"11,97","0,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Alvityl Défenses Sans Sucre Sirop,3401598302755,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Passion fruit,5352101065712,['France'],[],[],?,352,0,"78,6",0,,,,1473 kj(352 kcal),0,"78,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Confiture extra myrtille bio - Délices du Petit Prince - 100g,3957411000006,['France'],"['myrtilles* pur sucre de canne roux*', 'jus de citron*', 'pectine de fruits si nécessaire', '1%', "" ingrédients issus de l'Agriculture Biologique"", ' FR-BIO-10 Agriculture UE/Non UE Préparée avec 65g de fruits pour 100 g de produit fini Teneur totale en sucre 55 g pour 100 g']",[],?,?,?,?,?,100 g,['Délices du Petit Prince'],,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,4,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,['E440 - Pectines'],,,,,
323,Chipotle adobado,7503021781123,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,
324,"Light, all natural cream cheese block - Philadelphia",9300650430112,"['Australie', 'France']","['milk', 'cream ', 'from milk', 'milk solids', 'salt', 'vegetable gum ', '410', 'starter culture', 'contains milk solids 30%,']",['Non végétalien'],?,239,"21,9","2,8","6,1",,"['Philadelphia', 'Mission']",['Woolworths'],1000 kj(239 kcal),"15,3","2,8","0,38","0,152",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['Lait'],3,,-27%,-18%,+131%,-70%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,21.9 g,en quantité élevée,15.3 g,en quantité élevée,2.8 g,en faible quantité,0.38 g,en quantité modérée,-27%,-14%,+277%,-71%,-71%,10,-27%,C,-27%,,,['card-box'],,,,,,,
325,Natural Mineral Water,4901777230569,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Boisson aux jus de fruits - Minute Maid,5449000195456,['France'],[],[],?,84,0,"13,2",0,,['Minute Maid'],,351 kj(84 kcal),0,"13,2","9,9","3,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Jus de mangue 100% jus de fruit,6091305260453,['France'],[],[],?,48,0,"12,4","0,4",,,,201 kj(48 kcal),0,0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,
328,"Fenner Harz, Zuckerrübensirup Aufstrich",4000412017302,['France'],[],[],?,299,0,69,"2,3",,,,1251 kj(299 kcal),0,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Farine graine de champion - 1kg,0638097169609,['France'],[],[],?,372,"4,85","65,2","14,57",1 kg,,,1556 kj(372 kcal),"0,65",2,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Pandoro Classico,8006073100229,['France'],[],[],?,449,28,40,8,,,,1879 kj(449 kcal),18,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Genuss-schinken - Korrekt,4304218423573,['France'],[],[],?,116,4,1,19,,['Korrekt'],,485 kj(116 kcal),1,1,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Jus 100% orange,8033424140085,['France'],[],[],?,44,0,10,0,,,,184 kj(44 kcal),0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Nairn's Gluten Free Biscuit Breaks Oats & Stem Ginger 160G,0612322000028,['France'],[],[],?,463,"18,8","62,4","8,2",,,,1937 kj(463 kcal),"7,5","17,2","1,26","0,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
334,Mitsine poudre chinoise,3264432306063,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Muesli croustillant pêche,3664037000067,['France'],[],[],?,378,"6,6","64,7",10,,,,1582 kj(378 kcal),"0,9","18,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Tomme fermiere,2488052018835,['France'],[],[],?,374,30,"1,5",24,,,,1565 kj(374 kcal),18,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Cream cheese,3220440116636,['France'],[],[],?,225,20,4,7,,,,941 kj(225 kcal),"13,6",3,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],"['FR 55.154.001 CE', 'Dieue-sur-Meuse (Meuse, France)', 'EMB 55154', 'Dieue-sur-Meuse (Meuse, France)']",,,,,,,,
338,Ramli Milk UHT Fullcream,4045500033727,['France'],[],[],?,64,"3,5","4,7","3,3",,,,268 kj(64 kcal),"2,3","4,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:FSC', 'Fabriqué en Allemagne']",['FSC-C014047'],,,,,,,,
339,Chorizo extra tranchee,3760065429303,['France'],[],[],?,410,"35,5","2,7",20,,,,1715 kj(410 kcal),"13,2","1,5","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,100 whey hydro isolate,5600854620512,['France'],[],[],?,403,"3,4","5,2",88,,,,1686 kj(403 kcal),"1,5","0,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Gin Jinzu,5010103936026,"['Australie', 'Belgique', 'France']",[],[],?,?,?,?,?,,,"['Delhaize', 'Woolworths']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,probactiol,5400433193761,"['Belgique', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Saumon fumé BIO,0263898074120,['France'],[],[],?,?,?,?,?,,,,,,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
344,Arôme Pistache,3700710301998,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Saucisse de volaille,2444012028801,['France'],[],[],?,?,?,?,?,,,,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,,,,,,,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Galette charentaise,2001485520722,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,
347,Miel de fleurs,3760064140148,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Les confitures de la Fabrique,3770009027304,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Graines de Chanvre Chènevis bio - 200g,3770001665023,['France'],[],[],?,?,?,?,?,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
350,Confiture de Fraises - Les Comtes de Provence - 350g,9336339353465,['France'],"['Fraise 64%', 'sucre de canne', 'gélifiant : pectine de fruits', 'jus concentré de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,183,0,45,"0,6",350g,['Les Comtes de Provence'],,766 kj(183 kcal),0,45,"0,02","0,008",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,4,,-16%,-100%,-15%,+35%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0 g,en faible quantité,0 g,en faible quantité,45 g,en quantité élevée,0.02 g,en faible quantité,-16%,-100%,-11%,-12%,-12%,9,+3%,C,+3%,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Cuisiné en France', 'PME+']",,"['Pot', 'Verre']",,['E440 - Pectines'],Confiture de Fraises,"['Peyruis', 'France', 'Provence']",,,
351,Acili tarhana basak,8690906006095,['France'],[],[],?,21,"0,35","3,9","0,6",,,,88 kj(21 kcal),"0,14","1,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,"Petits légumes boeuf, avec petits morceaux - Auchan - 400g",3596710420490,['France'],[],[],?,56,"1,2","7,3","2,9",400 g,"['Auchan', 'Baby midi']",['Auchan'],234 kj(56 kcal),"0,5",1,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,"aliment pour bébés, purée à base de légumes et viande de boeuf",,,,
353,Confiture Millésime Rosé Avec Le Champagne Rosé Picard Et Boyer - Confiture Parisienne,3770005999193,['France'],[],[],?,240,"0,1",57,"0,4",,['Confiture Parisienne'],,1004 kj(240 kcal),0,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,
354,Gateau - Fortwenger,3279130104712,['France'],[],[],?,480,"19,5",68,"8,2",,['Fortwenger'],,2008 kj(480 kcal),"5,24","39,9","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Étui praliné Lait Noix de coco - Comptoir du Cacao,3760078999541,['France'],[],[],?,579,41,42,8,,['Comptoir du Cacao'],,2423 kj(579 kcal),19,38,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
