,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,traceability_code,manufacturing,packaging,brand_owner,additives,allergens,nova_score,ingredients_origins,generic_name,link
0,Merguez,3327511635130,['Sans colorants'],['France'],[],[],?,272,1138 kj(272 kcal),24,"9,8",1,1,13,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Spaghetti konjac,0853237003739,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,12,50 kj(12 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Poulet,0706799200064,,['France'],[],[],?,512,2142 kj(512 kcal),"25,1","11,3","64,9","3,5","6,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Palette à la moutarde à l'ancienne,2657322056673,"['Viande Française', 'Viande Porcine Française', 'Point Vert']",['France'],[],[],?,504,2109 kj(504 kcal),"7,2","2,4",2,2,12,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Moutaball - 200g,2900206002007,,['France'],[],[],?,30,126 kj(30 kcal),41,6,36,2,0,45,18,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Saint Nectaire,0200190041597,,['France'],[],[],?,500,2092 kj(500 kcal),60,5,0,0,0,2,"0,8",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",60 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,2 g,en quantité élevée,,+47%,+47%,+117%,-74%,-100%,-100%,-100%,+34%,+34%,18,+20%,D,+20%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
6,Burrito cheddar rice & bean,42272000777,,['France'],[],[],?,190,795 kj(190 kcal),"5,3","1,5",27,"0,6","6,5","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Absolwent - 500ml,5900343002318,,['France'],[],[],?,?,,?,,?,,?,,,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Blanc frissonnant - La Maison du Chocolat,3700840149323,"[""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage""]",['France'],[],[],1848,433,1848 kj(433 kcal),"50,2",29,40,"39,2",6,"0,346","0,138",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats au riz']",50.2 g,en quantité élevée,29 g,en quantité élevée,39.2 g,en quantité élevée,0.346 g,en quantité modérée,-7%,-20%,-18%,+57%,+49%,-27%,-16%,-13%,+7%,+7%,24,-7%,E,-7%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,['La Maison du Chocolat'],,,,,,,,,,,
9,Chips chili lime - Mcennedy,56645934,,['France'],[],[],?,1,4 kj(1 kcal),34,"3,4",54,"0,8","3,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mcennedy'],,,,,,,,,,,
10,Biopur Brûle-graisse,3456300007275,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Olives vertes et dès de fromage - Auchan,3596710466689,"['Nutriscore', 'Nutriscore D']",['France'],[],[],?,181,757 kj(181 kcal),16,"5,5","1,5","0,5","6,1","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],['Auchan'],,,,,,,,,,
12,Filets de poulet jaune fermier d'Auvergne,0287458025582,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,
13,Yakult,8713108444417,,['France'],[],[],?,66,276 kj(66 kcal),0,0,15,14,"1,3","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Soupe froide de concombre - Au Bec Fin,3466090013110,,['France'],[],[],?,47,197 kj(47 kcal),"5,22",1,"3,35","2,95","1,97","5,53","2,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Au Bec Fin'],,,,,,,,,,,
15,Cranberries sechées en moitiés,2609931025984,,['France'],[],[],?,355,1485 kj(355 kcal),"0,5","0,5","83,2",65,"0,1","0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",0.5 g,en faible quantité,0.5 g,en faible quantité,65 g,en quantité élevée,0.01 g,en faible quantité,,+5%,+5%,-29%,+102%,+5%,-2%,-64%,-56%,-56%,9,+25%,C,+25%,,,,,,,,,,,,,,,,,,,
16,Pain au cereales,0209014006231,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Pâte en croûte,3287360765108,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,La confiture tomate - citron - J’aime boc’oh - 350g,3770008034136,,['France'],[],[],?,202,845 kj(202 kcal),0,0,49,49,0,0,0,350g,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Tomates et dérivés', 'Confitures et marmelades', 'Confitures', 'Confitures de tomates', 'en:vegetable-jams']",0 g,en faible quantité,0 g,en faible quantité,49 g,en quantité élevée,0 g,en faible quantité,,-6%,-6%,-100%,-100%,-9%,-9%,-100%,-100%,-100%,9,+17%,C,+17%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['J’aime boc’oh'],,,"['Cognin', 'Savoie']",,,,,,,,
19,Mozzarelle - 250g,8027480000544,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Emballage'],,,,,,,
20,Mozzarelline,8027480027107,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,['Boite'],,,,,,,
21,Saucisse blanche à griller au fromage supérieur,3327970084227,,['France'],[],[],?,268,1121 kj(268 kcal),24,"9,3",0,0,13,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Spar Patatas Fritas Onduladas,8480013195016,,['France'],[],[],?,554,2318 kj(554 kcal),35,4,"49,4","0,9","6,7",1,"0,4",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",35 g,en quantité élevée,4 g,en quantité modérée,0.9 g,en faible quantité,1 g,en quantité modérée,,+4%,+4%,+7%,+29%,-4%,-36%,+12%,-23%,-23%,13,+15%,D,+15%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,['Spar'],,,,,,,,,,,
23,Foie gras de canard entier de gascogne mi cuit,3410840012571,,['France'],[],[],?,536,2243 kj(536 kcal),55,24,"2,6","2,1",8,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Capricci,0708000650026,,"['France', 'Pays-Bas']",[],[],?,488,2042 kj(488 kcal),"21,2","3,2",65,"22,5","7,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Ayran Nomadic,5029617001335,,['France'],[],[],?,35,146 kj(35 kcal),"1,2","0,7","2,9","1,8",3,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Jus de Pomme, poire et framboise",8718096118685,,['France'],[],[],?,42,176 kj(42 kcal),"0,1",0,10,"9,3","0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Tourtons du Champsaur Chorizo - 250g,3462452002587,,['France'],[],[],?,273,1142 kj(273 kcal),"13,7","3,03","30,2","2,2","6,7","1,27","0,508",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Noci,8710401397211,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pacchetto'],,,,,,,
29,Hellema - 5g,8710508609668,,"['France', 'Pays-Bas']",[],[],?,503,2105 kj(503 kcal),23,10,"67,5","30,5","5,5","0,75","0,3",5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Carciofi,80674276,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Rôti de porc à la broche - Fleury Michon - 120g,3925750367104,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,120,502 kj(120 kcal),"2,7",1,"0,8","0,8",23,"1,9","0,76",120 g,E,"['Viandes', 'Porc', 'Rôtis de porc']",2.7 g,en faible quantité,1 g,en faible quantité,0.8 g,en faible quantité,1.9 g,en quantité élevée,,-17%,-16%,-46%,-52%,-2%,+28%,+3%,+10%,+10%,4,-44%,C,-44%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,['Fleury Michon'],,,,,,,,,,,
32,Magret de Canard du Sud-Ouest,3277163597174,,['France'],[],[],?,374,1565 kj(374 kcal),32,11,"0,6","0,6",21,"2,5",1,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",32 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,2.5 g,en quantité élevée,,+10%,+10%,+9%,+10%,-52%,-10%,+17%,+52%,+52%,24,+30%,E,+30%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,
33,Pasta fresca,8016971000262,,['France'],[],[],?,282,1180 kj(282 kcal),"1,3","0,3",57,"1,3","9,3","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Knuspermüesli Muesli croquant,20158859,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Chorizo pur porc fort - 250g,3181450750923,,['France'],[],[],?,521,2180 kj(521 kcal),49,20,"3,1","2,6",17,"3,8","1,52",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Weishy jus de raisin,5060539060178,['Sans conservateurs'],['France'],[],[],?,49,205 kj(49 kcal),"0,5",0,"0,5",0,"0,63",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Riz Long Grain - Carrefour - 500g,3560070844487,,['France'],[],[],?,359,1502 kj(359 kcal),"0,5","0,1",81,"0,5","7,4","0,02","0,008",500 g,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,,+7%,+6%,-53%,-58%,+10%,+74%,+1%,+5%,+5%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Carrefour'],['Carrefour'],,,,,,,,,,
38,Saint Hubert Oméga 3 Crème Epaisse,3366321071004,,['France'],[],[],?,220,920 kj(220 kcal),20,"1,7",7,4,"2,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Garcinia Cambodgia Pure - Puissant Coupe Faim - 1 Mois,5060287430544,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,COTEAUX PIERREVERT RSE BIB 5L,3397593196409,,['France'],[],[],?,67,280 kj(67 kcal),"1,4","0,33","1,4","0,38","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Paté piquant au piment d'espelette - 180g,3760005221042,,['France'],[],[],?,341,1427 kj(341 kcal),31,11,2,"0,9",12,"1,6","0,64",180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Melange 5 Baies Boite Metal,3554744007001,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Chorizo doux,2407119025326,,['France'],[],[],?,228,954 kj(228 kcal),18,"8,3","3,9","3,5",12,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Mousse Pur Canard - Carrefour,0295907016531,['Fabriqué en France'],['France'],[],[],?,375,1569 kj(375 kcal),36,12,"4,2","4,2",9,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],['Carrefour'],"['EMB 22272F', ""Saint-Agathon (Côtes-d'Armor, France)"", 'FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,,,,,,,
45,Coppa de l'ile de beauté,2658921061921,,['France'],[],[],?,291,1218 kj(291 kcal),"20,1","8,2","1,1","0,5",26,"5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Detox Scandinave - Palais des Thés,2700461001049,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,
47,Stonewall Kitchen Honey Barbecue Sauce,0711381021989,,"['France', 'États-Unis']","['Sugar', 'water', 'tomato paste', 'honey', 'brown sugar', 'mustard ', 'water', 'mustard seed', 'vinegar', 'salt', 'white wine', 'citric acid', 'turmeric', 'tartaric acid', 'spices', 'cider vinegar', 'onion', 'garlic', 'spices', 'salt', 'citric acid', 'capsicum oil']",['Non végétalien'],?,233,975 kj(233 kcal),0,0,"56,67",50,0,"0,708","0,283",,B,"['Epicerie', 'Sauces', 'Sauces barbecue']",0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0.708 g,en quantité modérée,,+49%,+48%,-100%,-100%,+82%,+92%,-100%,-65%,-65%,15,+3%,D,+3%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,['Stonewall Kitchen'],,,,,Stonewall Kitchen Ltd.,"['E330 - Acide citrique', 'E334 - Acide L-tartrique']",['Moutarde'],3,,,
48,Cote echine texane,0208338017718,,['France'],[],[],?,179,749 kj(179 kcal),11,"4,2","2,1","1,3",18,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Salade de poulet,5410473037208,,['France'],[],[],?,273,1142 kj(273 kcal),24,2,3,1,11,1,"0,4",,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Salade de poulet']",24 g,en quantité élevée,2 g,en quantité modérée,1 g,en faible quantité,1 g,en quantité modérée,,+83%,+86%,+305%,+19%,-78%,-49%,+37%,+18%,+18%,3,+110%,C,+110%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,,,,,,,
50,Galette Breton sésame,55653685104,,['France'],[],[],?,485,2029 kj(485 kcal),"21,8",9,"61,2","5,9","11,2","6,14","2,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Mutter paneer with tofu - Haldiram's - 300g,8904063202314,,['France'],[],[],?,192,803 kj(192 kcal),14,"1,6","9,8","1,4","5,9",1,"0,4",300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Haldiram's""]",,,,,,,,,,,
52,Itcherai fromage lait brebis et chèvre,2890695037782,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Schlagcreme,4260024180997,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,317,1326 kj(317 kcal),27,27,19,16,0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Cornichons a l'ancienne,3574311280057,['Triman'],['France'],[],[],?,22,92 kj(22 kcal),0,0,3,"1,2","1,4","2,2","0,88",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,2.2 g,en quantité élevée,,-19%,-14%,-100%,-100%,-13%,-54%,+39%,+28%,+28%,4,+84%,C,+84%,,,,,,,,,,,,,,,,,,,
55,Pied de biche,3226632905507,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sunflower ses cream,5906660508755,,['France'],[],[],?,574,2402 kj(574 kcal),49,"5,7","0,25",0,"22,5","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Edam hollandais,0209119015879,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Nougat de montelimar - 100g,3490451014515,,['France'],[],[],?,456,1908 kj(456 kcal),"11,8",1,"80,7","70,6","5,6","0,02","0,008",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Tomme allégée,2651507037723,,['France'],[],[],?,185,774 kj(185 kcal),5,4,2,"0,5",33,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Rillettes de saumon,3451900296203,['Fabriqué en France'],['France'],[],[],?,202,845 kj(202 kcal),"15,1","2,4",1,"0,4",0,1,"0,4",,E,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'Rilettes de saumon']",15.1 g,en quantité modérée,2.4 g,en quantité modérée,0.4 g,en faible quantité,1 g,en quantité modérée,,-4%,-4%,-2%,-40%,-61%,-60%,-100%,-7%,-7%,8,+2%,C,+2%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,,
61,King oscar,7027110210603,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Cocal - Kanarischer Honigrum Ron Miel - 1 Liter,8413530010050,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Pain aux 2 lins,0260099013125,['Bleu Blanc Cœur'],['France'],[],[],?,264,1105 kj(264 kcal),5,"0,6","40,5","3,1",10,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Olivades noire / verte et confinade de tomates,2601006019485,['Fabriqué en France'],['France'],[],[],?,221,925 kj(221 kcal),22,"2,2","3,5","2,1","1,8","4,13","1,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Cabernet d'anjou,3260570000115,,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Cabernet d'Anjou""]",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France'],,
66,Le petit nantais,3663350102205,,['France'],[],[],?,471,1971 kj(471 kcal),17,12,70,22,"7,2","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Gluten-free margherita,9150518730027570004154,,['France'],[],[],?,254,1063 kj(254 kcal),"9,7","3,6","31,3","1,2",9,"1,36","0,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Noix de cajou crues,2600203028603,,['France'],[],[],?,595,2489 kj(595 kcal),"43,9","7,8","30,2","5,9","18,2","0,03","0,012",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",43.9 g,en quantité élevée,7.8 g,en quantité élevée,5.9 g,en quantité modérée,0.03 g,en faible quantité,,-1%,-0%,-5%,-8%,+18%,-9%,-3%,-95%,-95%,5,-34%,C,-34%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
69,Egg fried rice - By Sainsbury's,00216036,,"['France', 'Royaume-Uni']",[],[],?,178,745 kj(178 kcal),"5,2","0,8","26,3","0,49","4,8","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""By Sainsbury's""]","[""Sainsbury's""]",,,,,,,,,,
70,Profiteroles,0206126045264,,['France'],[],[],?,452,1891 kj(452 kcal),26,19,51,40,"3,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Chicken coconut laksa noodles - Sainsbury's,00218023,,"['France', 'Royaume-Uni']",[],[],?,93,389 kj(93 kcal),"2,3","1,2","11,2","3,1","6,1","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Sainsbury's""]","[""Sainsbury's""]",,,,,,,,,,
72,Sauce Tartare,5420058015057,,['France'],[],[],?,732,3063 kj(732 kcal),80,65,17,12,"1,4","1,1","0,44",,B,"['Epicerie', 'Sauces', 'Sauces tartare']",80 g,en quantité élevée,65 g,en quantité élevée,12 g,en quantité modérée,1.1 g,en quantité modérée,,+40%,+41%,+48%,+1335%,+262%,+344%,+20%,-39%,-39%,25,+43%,E,+43%,52.2%,31.5%,7.2%,5.2%,3.1%,0.8%,77,,,,,,,,,,,,
73,Piña en rodajas,8428653200240,,['France'],[],[],?,66,276 kj(66 kcal),"0,1",0,"16,3","14,8","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Gâteau demi-lune aux pruneaux - 400g,3304910000042,,['France'],[],[],?,425,1778 kj(425 kcal),"16,2","11,1","60,1","30,4","4,8","0,75","0,3",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Black cherry - Hero,96978917,,['France'],[],[],?,249,1042 kj(249 kcal),"0,2",0,"59,7","46,9","0,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hero'],,,,,,,,,,,
76,Assortiment de biscuits,3247770005713,['Fabriqué en France'],['France'],[],[],?,481,2013 kj(481 kcal),"19,5",11,"68,5","24,3","6,7","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Custard Creams - 300g,5000128584364,,['France'],[],[],?,248,1038 kj(248 kcal),"2,6","1,6","8,1","3,2","0,7","0,05","0,02",300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Vinaigre de cidre,6194001573633,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Vinaigres', 'Vinaigres de cidre']",,,,,,,,,,,,,,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,
79,Mr freeze Bleu,5060191280334,,['France'],[],[],?,29,121 kj(29 kcal),0,0,"6,8","6,8",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Deal ! Energy drink original,8718858610761,,['France'],[],[],?,47,197 kj(47 kcal),0,0,11,11,"0,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Tourte des Pyrénées nature,3129400000001,,['France'],[],[],?,409,1711 kj(409 kcal),10,10,51,26,"5,3","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Filet mignon fumé au piment d'espelette,2243746019426,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,93,389 kj(93 kcal),15,"0,5","1,1","0,7",19,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,,,,,,,,
83,Confiture de poires aux amandes,3760058250174,,['France'],[],[],?,295,1234 kj(295 kcal),"1,46","0,13","67,78","67,11","1,11","0,76","0,304",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",1.46 g,en faible quantité,0.13 g,en faible quantité,67.1 g,en quantité élevée,0.76 g,en quantité modérée,,+34%,+35%,+358%,+83%,+28%,+31%,+230%,+1927%,+1927%,11,+20%,D,+20%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,
84,Natte marbrée au chocolat,3587220001972,,['France'],[],[],?,305,1276 kj(305 kcal),"9,3",5,47,22,7,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
