,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,ingredients_origins,link,markets,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand_owner,additives,traceability_code,allergens,manufacturing,palm_ingredients,producer_info,origin_detail
879,Almond thins - Jules Destrooper,5410471914235,,"['Belgique', 'France']",[],[],?,486,2033 kj(486 kcal),23,23,63,42,"6,6","0,3","0,12",,['Jules Destrooper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,
880,Les délicees amandes et chocolat - Jules Destrooper,5410471914266,,"['Belgique', 'France']",[],[],?,450,1883 kj(450 kcal),23,12,54,25,"6,4","1,1","0,44",,['Jules Destrooper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,
881,Taboulé Bombay avec Abricots au Curry - Maître Olivier - 175g,5410473040659,"['Frais', 'Plastique']",['France'],"['Semoule de blé 26%', 'eau', 'huile de colza', 'poivron', 'raisins', 'abricots 5% ', 'sulfites', 'oignon', 'sel', 'sucre inverti', 'plantes et épices', 'curry 1%', 'menthe', ""régulateur d'acidité : hydroxyde de sodium"", 'concentré de carthame', 'acidifiants : acide acétique', 'acide lactique', 'conservateurs: sorbate de potassium', 'benzoate de sodium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",879,?,879 kj(210 kcal),"8,3","0,79","28,3",8,"4,3","1,38","0,552",175 g,['Maître Olivier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Réfrigérés', 'Plats préparés réfrigérés', 'Taboulés']",8.3 g,en quantité modérée,0.79 g,en faible quantité,8 g,en quantité modérée,1.38 g,en quantité modérée,+25%,,+25%,+28%,+10%,+33%,+145%,-3%,+46%,+46%,7,+157%,C,+157%,B,,,,,4,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,"['Végétarien', 'Végétalien']",,"['E524 - Hydroxyde de sodium', 'E260 - Acide acétique', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,"['Gluten', 'Anhydride sulfureux et sulfites']",,,,
882,Muffin Goût vanille et Pépites de Chocolat - Biscuiterie J-L Brichard,5410495002703,"['Sachet', 'Plastique']",['France'],"['Farine[farine de froment', 'agent de traitement de la farine ', 'E300', ',farine de malt]', 'sucre', 'oeufs', 'huile de colza', 'pépites de chocolat [sucre', 'masse de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille]', ' stabilisants ', 'E422', 'E415', 'amidon modifié de maïs', 'lactosérum en poudre ', 'lait', 'poudres à lever ', 'E450', 'E500', 'amidon de blé', 'arômes', 'sel', 'protéines de blé', 'poudre de lait écrémé', 'protéines de lait', 'conservateur ', 'E202']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,442,1849 kj(442 kcal),"21,5","3,5",56,30,"5,2","1,1","0,44",,"['Biscuiterie J-L Brichard', 'Biscuiterie Brichard']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Gâteaux au chocolat', 'Muffins au chocolat']",21.5 g,en quantité élevée,3.5 g,en quantité modérée,30 g,en quantité élevée,1.1 g,en quantité modérée,,+6%,+6%,-2%,-17%,+14%,+7%,-1%,+40%,+40%,16,-4%,D,-4%,D,,,,,4,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,"['E300 - Acide ascorbique', 'E322i - Lécithine', 'E422 - Glycérol', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,
883,Poudre Cacao - Van Houten - 250g,5410522135640,['boîte métal'],"['France', 'Espagne']",['poudre de cacao'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,370,1548 kj(370 kcal),21,13,11,"0,9",20,"0,1","0,04",250g,['Van Houten'],"['Boissons', 'Cacao et dérivés', 'Boissons chaudes', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",21 g,en quantité élevée,13 g,en quantité élevée,0.9 g,en faible quantité,0.1 g,en faible quantité,,+6%,+6%,+51%,+61%,-58%,-92%,+17%,-7%,-7%,21,+128%,E,+128%,,,,,,1,,,,,,,,,,,,,,,,
884,Sel au céleri,5410531107805,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels au céleri']",,,,,,,,,,,,,,,,,,,,,,,B,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,
885,Dubbele Chocolade Roll 300G - Biscuiterie de l abbaye,5410543430151,,['France'],"['sucre', 'oeufs', 'farine de froment', 'margarine végétale [graisse végétale e ', 'palme', ' et huile ', 'colza', 'eau', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'acidifiant ', 'acide citrique', ']', 'graisses végétales ', 'palmiste', 'amidon de froment', 'stabilisants ', 'sorbitol', 'glycérol', 'sirop de glucose', 'farine de soja', 'cacao dégraissé en poudre ', '1 %', 'lait écrémé en poudre', 'eau', 'émulsifiants ', 'mono - et eth', 'ides gras,tristéarate de sorbitane', 'lécithine de soja', 'sel', 'poudre à disodique', 'acide de sodium', 'lactosérum en poudre ', 'lait', 'arômes naturels', 'épaississant ', 'gomme xanthane', 'arôme', 'Peut contenir des traces de noix et sulfites', 'elaniel']","['Huile de palme', 'Non végétalien']",?,419,1753 kj(419 kcal),"19,3","11,8","56,5","36,8",5,"0,6","0,24",,['Biscuiterie de l abbaye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E420 - Sorbitol', 'E422 - Glycérol', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E415 - Gomme xanthane']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",,['Huile de palme'],,
886,Aardbei Roll 300G - Biscuiterie de l abbaye,5410543430229,,"['Belgique', 'France']","['sucre', 'oeufs', 'farine de froment', 'margarine végétale [graissevégétale ', 'palme', ' ', 'colza', 'eau', 'émulsifiant ', ""mono-etdiglycérides d'acides gras"", 'acidifiant àbasedefraises ', '12%', ' [sucre', 'fraises 35%', 'sirop de glucose', 'acidifiant ', 'acide ', 'pectine', 'alginate de sodium', ""correcteur d'acidité "", 'citrates de sodium', 'phosphate trica\\dqueà', 'Sa conservateur ', 'sorbate de potassium', 'jus de sureau', 'arômes naturelsl', 'amidon de froment', 'stabilisants ', 'sorbitol', 'glycérol', 'sirop de glucose', 'farine de soja', 'eau', 'lait écrémé en poudre', 'sel', 'émulsifiants ', ""mono-et diglycérides d'acides gras"", 'tristéarate de sorbitane', 'lécithine de soja', 't graisses végétales ', 'palmiste', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'cacao dégraissé en poudre', 'arômes naturels', 'épaississant ', 'gomme xanthane', ' Peut contenir des traces de noix et sulfites']","['Huile de palme', 'Non végétalien']",?,379,1586 kj(379 kcal),"14,2","6,8","59,1","38,7","4,8","0,6","0,24",,['Biscuiterie de l abbaye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],4,,,,,,,,,,"['E440 - Pectines', 'E401 - Alginate de sodium', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E415 - Gomme xanthane']",,"['Œufs', 'Gluten', 'Soja']",,['Huile de palme'],,
887,Mélange 4 huiles,5410556193678,,['France'],[],[],?,900,3766 kj(900 kcal),100,0,0,0,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Mélanges d'huiles""]",100 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+2%,+3%,+2%,-100%,,,,,,10,+1%,C,+1%,D,,,,,,85.4%,5.5%,3.9%,3.4%,1.7%,0.0%,50,,,,,,,,,
888,Huile de tournesol,5410556206224,,['France'],['huile de tournesol'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3700,900,3700 kj(900 kcal),100,11,0,0,0,0,0,,['Huile De Tournesol'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",100 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+2%,+3%,+2%,+3%,+4%,-100%,-100%,-100%,-100%,-100%,11,0%,D,0%,D,,,,,2,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,,,,
889,Pizza - Herta,5410573004391,,['France'],[],[],?,285,1192 kj(285 kcal),"8,4",3,"40,6","0,2","8,9","1,83","0,732",,['Herta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Marredsous à l'Emmental Grand Cru - Maredsous - 200,5410578001258,['Barquette'],"['Belgique', 'France']",[],[],?,313,1310 kj(313 kcal),29,"19,5",3,3,10,"2,1","0,84",200,['Maredsous'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages double crème', 'Fromages fondus']",29 g,en quantité élevée,19.5 g,en quantité élevée,3 g,en faible quantité,2.1 g,en quantité élevée,,-5%,-6%,-4%,-6%,+84%,+161%,-26%,+53%,+53%,17,+16%,D,+16%,D,,,,['Delhaize'],,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,,,,,,,
891,Red Band Autopack Cherries 12X200G,5410601317028,,['France'],[],[],?,344,1439 kj(344 kcal),"0,2","0,2",83,50,"4,3","0,02","0,008",,['Red Band'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Beurre Salé - Etienne Bodart - 250g,5410603015069,,"['Belgique', 'France']","['Beurre de laiterie pasteurisé salé - 98,5 % beurre de laiterie', '1,5% sel', 'Contient du laite']",[],?,731,3059 kj(731 kcal),"80,5",58,"0,5","0,5",1,"1,5","0,6",250 g,['Etienne Bodart'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres salés']",80.5 g,en quantité élevée,58 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+1%,+1%,0%,+8%,-20%,-13%,+52%,-23%,-23%,25,-1%,E,-1%,D,,['Belgique'],,['Delhaize'],,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,['Celles'],,,
893,Amandes - Épicerie,5410667150089,,['France'],['Amandes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,659,2757 kj(659 kcal),"55,8","3,7",14,"3,8","21,7","0,01","0,004",,['Épicerie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes']",55.8 g,en quantité élevée,3.7 g,en quantité modérée,3.8 g,en faible quantité,0.01 g,en faible quantité,,+6%,+6%,+7%,-11%,+17%,-9%,-2%,-96%,-96%,1,+15%,B,+15%,E,,"['États-Unis', 'Chili']",,,1,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,['Fruits à coque'],,,,
894,Riz parfumé Basmati & Indica - Uncle Ben's - 500g,5410673002235,,['France'],"['riz basmati ', '50%', 'riz long grain ', '50%', ' Riz Parfumé Basmati & Long Grain']",[],?,133,556 kj(133 kcal),"0,4",0,"29,1","0,1","3,1","0,01","0,004",500 g,"[""Uncle Ben's"", 'Uncle Bens']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati', 'Mélanges de riz']",0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,,-60%,-60%,-73%,-100%,-58%,-83%,-59%,+7%,+7%,0,,B,,C,,,,['Magasins U'],1,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['en:gluten-free'],,,,,,,,
895,2.5KG Riz Long Grain Cuisson 10' Incle Ben's - 2500g,5410673727947,,"['France', 'Suisse']",[],[],?,236,987 kj(236 kcal),0,0,"51,3","0,3",5,,,2500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",0 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,,,,-30%,-30%,-100%,-100%,-30%,+4%,-32%,,,,,,,C,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,
896,Tahina - Al Wadi Al Akhdar - 454g,5410677110189,"['Pot', 'Plastique']","['France', 'Suisse']",['100 % crème de sésame'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",878,699,878 kj(699 kcal),61,10,9,0,29,"0,5","0,2",454 g,['Al Wadi Al Akhdar'],['Crèmes de sésame'],61 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,,,,,,,,,,,13,,D,,,,,,['Carrefour'],1,,,,,,,,['Sans agent de blanchiment'],,,,['Graines de sésame'],['Liban'],,,
897,Cake Carottes - Tarte à Moi,5410683647716,"['Carton', 'boîte']",['France'],"['Carotte 18 %', 'farine de blé tournesol', 'œuf', 'sucre mascarpone ', 'LAlT', 'sucre de canne', ' sirop de glucose-fructose', 'NOISETTES', 'eau', 'beurre ', 'LAIT', ""jaune d'œuf"", 'NOIX', 'amidon de BLÉ', 'plantes aromatiques', 'jus de citron', 'farine maltée ', 'BLÉ', 'antioxydant ', 'acide ascorbique']",['Non végétalien'],?,366,1531 kj(366 kcal),24,"5,9",32,18,5,"0,2","0,08",,['Tarte à Moi'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Carrot cakes', 'Cakes à la carotte']",24 g,en quantité élevée,5.9 g,en quantité élevée,18 g,en quantité élevée,0.2 g,en faible quantité,,-2%,-1%,+38%,+60%,-32%,-42%,+11%,-54%,-54%,12,-15%,D,-15%,,,,,,4,,,,,,,,,,['E300 - Acide ascorbique'],,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,
898,Moelleux au chocolat - Tarte à Moi,5410683647747,"['Carton', 'boîte']",['France'],"['ŒUFS', 'sucre', 'chocolat ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'E322', ' ', 'SOJA', 'arôme', 'amidon de maïs', 'sel marin', 'amidon de blé', 'graisse de karité', 'huile de colza']",['Non végétalien'],?,434,1816 kj(434 kcal),28,17,41,34,"4,7","0,29","0,116",,['Tarte à Moi'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",28 g,en quantité élevée,17 g,en quantité élevée,34 g,en quantité élevée,0.29 g,en faible quantité,,-1%,-1%,+19%,+114%,-17%,+10%,-19%,-44%,-44%,23,+24%,E,+24%,D,,,,,4,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,['E322 - Lécithines'],,"['Œufs', 'Gluten', 'Soja']",,,,
899,Karmeliet Tripel 11.2Z,5410693100416,,"['Belgique', 'France']",[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,
900,Dupont Avec Bons Voeux 750ML - Brasserie Dupont - 75cl,5410702000010,"['Bouteille', 'Verre']",['France'],"['Eau', ""malt d'orge"", 'sucre', 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,75 cl,['Brasserie Dupont'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières blondes', 'Bière triple']",,,,,,,,,,,,,,,,,,,,,,,C,,,,['Les Fleurs du Malt'],3,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['en:Belgian Family Brewers', 'Déconseillé aux femmes enceintes']",,,,['Gluten'],['Belgique'],,,
901,Bière  - Moinette - 33cl,5410702000133,"['Bouteille', 'Verre']",['France'],[],[],?,?,,?,,?,,?,,,33cl,['Moinette'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,C,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,
902,Sauce caesar - Colona,5410803007369,,"['France', 'Pays-Bas']",[],[],?,529,2213 kj(529 kcal),"55,9","6,1","4,1","1,7","2,3","1,88","0,752",,['Colona'],"['Epicerie', 'Sauces', 'Sauces caesar']",55.9 g,en quantité élevée,6.1 g,en quantité élevée,1.7 g,en faible quantité,1.88 g,en quantité élevée,,+40%,+40%,+45%,+53%,-29%,-54%,+16%,+12%,+12%,20,+36%,E,+36%,,,,,,,,,,,,,,,,,,,,,,
903,Oignons frits,5410803290013,,['France'],[],[],?,590,2469 kj(590 kcal),44,21,40,9,6,"1,2","0,48",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons frits']",44 g,en quantité élevée,21 g,en quantité élevée,9 g,en quantité modérée,1.2 g,en quantité modérée,,+4%,+4%,+4%,+15%,-0%,-15%,+2%,+9%,+9%,15,+11%,D,+11%,E,,,,,,35.2%,59.0%,2.2%,1.7%,1.6%,0.3%,26,,,,,,,,,
904,840G Sauce Bourgyburger - Colona,5410803300620,,['France'],[],[],?,668,2795 kj(668 kcal),73,"5,6",4,"3,2","1,4","1,65","0,66",,['Colona'],"['Epicerie', 'Sauces']",73 g,en quantité élevée,5.6 g,en quantité élevée,3.2 g,en faible quantité,1.65 g,en quantité élevée,,+181%,+183%,+303%,+159%,-60%,-50%,-48%,-32%,-32%,20,+72%,E,+72%,,,,,,,,,,,,,,,,,,,,,,
905,Sauce Poivre Ravigore - Colona,5410803300675,,['France'],"['Huile de colza', 'moutarde ', 'eau', 'graines de moutarde', 'sel', 'vinaigre', 'curcuma', ""jaunes d'oeufs"", 'eau poivre ', '1', '7 %', 'poivron', 'oignon', 'fenouil', 'sel', 'vinaigre cassonade', 'vinaigre de malt', 'sauce soja ', 'contient du ble', ' harissa', 'stabilisateurs : E466 - E412 dextrose', 'conservateur: E202', 'extrait de malt', 'arôme', 'colorant : caramel E150a', 'jus de citron', 'tamarin', ""extrait d'épices"", 'poisson']","['Non végétalien', 'Non végétarien']",?,615,2573 kj(615 kcal),"65,9","5,2",3,"0,2","2,6","3,1","1,24",,['Colona'],"['Epicerie', 'Sauces', 'Sauces au poivre']",65.9 g,en quantité élevée,5.2 g,en quantité élevée,0.2 g,en faible quantité,3.1 g,en quantité élevée,,+96%,+101%,+140%,+34%,-66%,-94%,+43%,+34%,+34%,22,+51%,E,+51%,B,,,,,4,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,,,"['E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,"['Œufs', 'Poisson', 'Gluten', 'Moutarde']",,,,
906,Sauce Biggy Burger - Colona,5410803300798,,['France'],"['Huile de colza', 'sucre', 'cornichons ', '8,9%', 'eau', 'vinaigre', ""jaunes d'oeufs"", 'moutarde ', 'eau', 'graines de moutarde', 'sel', 'vinaigre', 'curcuma', 'sel', 'extraits naturels et aromates', 'amidon modifié', 'oignon', 'colorant : B-carotène', 'antioxydant: extrait de romarin']",['Non végétalien'],?,547,2289 kj(547 kcal),55,"4,2","12,6","10,9","1,2","2,4","0,96",,['Colona'],"['Epicerie', 'Sauces', 'Sauces burger']",55 g,en quantité élevée,4.2 g,en quantité modérée,10.9 g,en quantité modérée,2.4 g,en quantité élevée,,+34%,+36%,+40%,+27%,+5%,+19%,+1%,+28%,+28%,22,+33%,E,+33%,D,,,,,4,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,"['E14XX - Amidons modifiés', 'E392 - Extrait de romarin']",,"['Œufs', 'Moutarde']",,,,
907,Sauce curry - Colona,5410803300804,,['France'],"['Huile de colza', 'eau', ""jaunes d'œufs "", ""jaunes d'œufs"", 'sel', 'sirop de glucose', 'moutarde ', 'eau', 'graines de moutarde', 'sel', 'vinaigre', 'curcuma', 'vinaigre', 'sel', 'curry ', '1', '3 %', 'sucre', 'acidifiant : E575', ': antioxydant : E385']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,699,2925 kj(699 kcal),"76,9","6,1","0,7","0,7","1,5","1,725","0,69",,['Colona'],"['Epicerie', 'Sauces', 'Sauces au curry']",76.9 g,en quantité élevée,6.1 g,en quantité élevée,0.7 g,en faible quantité,1.73 g,en quantité élevée,,+200%,+217%,+320%,+80%,-93%,-88%,-6%,+3%,+3%,20,+71%,E,+71%,B,,,,,4,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,,,"['E575 - Glucono-delta-lactone', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,"['Œufs', 'Moutarde']",,,,
908,Sauce turque - Colona,5410803300880,,['France'],[],[],?,524,2192 kj(524 kcal),57,"4,6","2,9","2,9","1,4","1,21","0,484",,['Colona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Sauce Andalouse - Colona,5410803390058,,['France'],[],[],?,617,2582 kj(617 kcal),"65,3","5,2","4,5","3,9","2,88","1,98","0,792",,['Colona'],"['Epicerie', 'Sauces', 'Sauces andalouses']",65.3 g,en quantité élevée,5.2 g,en quantité élevée,3.9 g,en faible quantité,1.98 g,en quantité élevée,,+17%,+17%,+21%,+23%,-45%,-34%,+54%,+5%,+5%,20,+12%,E,+12%,D,,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,
910,Sauce Américaine  - Colona - 300ml,5410803390126,"['Flacon', 'Plastique']",['France'],"['Huile de colza', 'eau', 'purée de tomates', 'vinaigre', 'légumes ', '0,3 %', ' ', 'oignons', 'carottes', 'céleris', 'sel', ""jaunes d'oeufs"", 'sucre', 'amidon', 'acidifiant : acide lactique', 'épice', 'exhausteur de goût : glutamate de sodium', 'conservateurs : E202 - E211', 'arômes', 'colorant : extrait de paprika', 'stabilisant : gomme guar', 'antioxydant : E385']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1301,?,1301 kj(311 kcal),"26,9","2,1","15,5","5,3","2,5",4,"1,6",300 ml,['Colona'],"['Epicerie', 'Sauces', 'Sauces américaine']",26.9 g,en quantité élevée,2.1 g,en quantité modérée,5.3 g,en quantité modérée,4 g,en quantité élevée,,,-7%,-12%,-20%,+32%,-27%,+69%,+61%,+61%,16,+5%,D,+5%,D,Sauce émulsionnée froide aux légumes,,,,4,73.6%,15.5%,4.4%,4.2%,1.9%,0.5%,54,['Halal'],,"['E270 - Acide lactique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E412 - Gomme de guar', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",['EMB B-00063'],"['Céleri', 'Œufs']",,,,
911,Colona sauce américaine,5410803520080,,['France'],"['Huile de colza', 'eau', 'purée de tomates', 'vinaigre', 'légumes ', '6,3 %', ' ', 'oignons', 'carottes', 'céleris', ',sel', ""jaunes d'oeufs"", 'sucre', 'amidon', 'acidifiant : acide lactique', 'epice', 'exhausteur de goût: glutamate de sodium', ' conservateurs E202 - E211', 'arômes', 'colorant: extrait de paprika', 'stabilisant: gomme guar', 'antioxydant: E385']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,314,1314 kj(314 kcal),"26,9","2,1","15,5","5,3","2,5",4,"1,6",,['Colona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,"['E270 - Acide lactique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E412 - Gomme de guar', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,"['Céleri', 'Œufs']",,,,
912,moutarde de dijon - Colona,5410803520226,,['France'],[],[],?,139,582 kj(139 kcal),"10,2","0,7",4,"1,8",0,"6,1","2,44",,['Colona'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",10.2 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,,-13%,-13%,-11%,-8%,+10%,-20%,-100%,+3%,+3%,11,+2%,D,+2%,B,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,
913,Sauce turque - Colona,5410803520240,,['France'],[],[],?,524,2192 kj(524 kcal),57,"4,6","2,9","2,9","1,4","1,21","0,484",,['Colona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Colona - Bearnaise Sauce 250Ml,5410803560161,,['France'],[],[],?,518,2167 kj(518 kcal),"54,8","3,8","4,6","3,6","1,4",1,"0,4",,['Colona'],"['Epicerie', 'Sauces', 'Sauces béarnaises']",54.8 g,en quantité élevée,3.8 g,en quantité modérée,3.6 g,en faible quantité,1 g,en quantité modérée,,+18%,+21%,+25%,-33%,-5%,+51%,+20%,-38%,-38%,13,-20%,D,-20%,D,,,,,,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,,,,,,,,
