,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,packaging,markets,generic_name,manufacturing,additives,allergens,nova_score,traceability_code,ingredients_origins,link,palm_ingredients,brand_owner
1068,Le chocolat Praline Noisette - Alain Ducasse,3700829004032,['France'],"['Ingrédients praliné: noisettes ', '60%', 'sucre', 'beurre de cacao', 'crepes dentelle ', 'farine de blé', 'sucre', 'matière grasse de lait', 'sucre de lait', 'sel', 'farine de malt', 'poudre à lever', ' fleur de sel', '  Chocolat au lait: fèves de cacao', 'beurre de cacao', 'sucre', 'lait en poudre', 'émulsifiant: lécithine de tournesol', 'gousses de vanille', 'fleur de sel', ' Cacao 45% minimum']",['Non végétalien'],?,571,2389 kj(571 kcal),39,15,44,40,"9,1","0,625","0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,['E322i - Lécithine'],['Gluten'],4,,,,,
1069,Nougatine et fleur de sel - Alain Ducasse,3700829004056,['France'],[],[],?,535,2238 kj(535 kcal),37,18,34,28,11,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1070,Tablette tradition chocolat noir grué 75% - Alain Ducasse,3700829004070,['France'],[],[],?,560,2343 kj(560 kcal),44,20,25,20,"9,1","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1071,Madagascar lacté - Alain Ducasse - 75g,3700829004100,['France'],[],[],?,539,2255 kj(539 kcal),34,20,46,45,11,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 g,['Alain Ducasse'],,,,,,,,,,,,,
1072,Etoile de noel - Alain Ducasse,3700829004186,['France'],"['Sablé à la farine de châtaigne: farine de châtaigne', 'matière grasse de lait', 'sucre', 'miel de châtaigner', 'sel ', ' Praliné amande au sablé châtaigne Base praliné amande', 'sablé a la farine de châtaigne', 'beurre de cacao', ' Chocolat au lait ', 'fèves de cacao', 'beurre de cacao', 'sucre', 'lait en poudre', 'émulsifiant lécithine de tournesol sans OGM', 'gousses de vanille', 'fleur de sel', '\rCacao: 45% minimum']",['Non végétalien'],?,571,2389 kj(571 kcal),39,15,40,33,12,"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,"['Lait', 'Fruits à coque']",,,,,,
1073,Le chocolat Bresil 75% - Alain Ducasse - 75g,3700829005596,['France'],"['fèves de cacao ', 'Brésil', 'beurre de cacao', 'sucre', 'émulsifiant lécithine de tournesol sans OGM', 'gousses de vanille', 'fleur de sel', ' Cacao : 75% minimum']",[],?,541,2264 kj(541 kcal),41,25,28,24,"8,6","0,08","0,032",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",41 g,en quantité élevée,25 g,en quantité élevée,24 g,en quantité élevée,0.08 g,en faible quantité,,-3%,-2%,+4%,+8%,-27%,-24%,+12%,+71%,+71%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,75 g,['Alain Ducasse'],,,,,,,,3,,,,,
1074,Le chocolat - Alain Ducasse,3700829005831,['France'],[],[],?,529,2213 kj(529 kcal),38,19,34,30,"8,8","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1075,Friture - Alain Ducasse - 250g,3700829006074,['France'],[],[],?,549,2297 kj(549 kcal),37,22,42,41,"9,7","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,['Alain Ducasse'],,,,,,,,,,,,,
1076,Roc’Lait - Alain Ducasse - 100g,3700829006531,['France'],"['Chocolat au lait ', 'fèves de cacao', 'sucre', 'lait en poudre', 'beurre de cacao', 'émulsifiant : lécithine de tournesol sans OGM', 'gousses de vanille', 'fleur de sel', 'pétales de maïs soufflés', 'noisettes', 'pistaches brutes', 'raisins secs', 'crêpes dentelle ', 'farine de blé', 'sucre', 'matière grasse de lait', 'sucre de lait', 'sel', 'farine de malt', 'poudre à lever', 'peut contenir du soja', 'sucre', 'beurre de cacao', 'fleur de sel']",['Non végétalien'],2127,?,2127 kj(508 kcal),30,12,47,35,11,"0,72","0,288",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",30 g,en quantité élevée,12 g,en quantité élevée,35 g,en quantité élevée,0.72 g,en quantité modérée,-7%,,-8%,-13%,-39%,-9%,-29%,+53%,+209%,+209%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,100 g,['Alain Ducasse'],,['Sachet'],,,,['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,
1077,Fruits Confits Orange Chocolat - Alain Ducasse - 120g,3700829006548,['France'],"['Oranges confites ', '75 %', ' : oranges', 'sucre', 'glucose', 'chocolat noir ', 'fèves de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de tournesol sans OGM', 'gousses de vanille', 'fleur de sel']",[],1472,?,1472 kj(352 kcal),"8,2","4,9",64,37,"1,7","0,03","0,012",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Orangettes']",8.2 g,en quantité modérée,4.9 g,en quantité modérée,37 g,en quantité élevée,0.03 g,en faible quantité,-14%,,-18%,-54%,-56%,+7%,-27%,-53%,-26%,-26%,14,-36%,D,-36%,,,,,,,,120 g,['Alain Ducasse'],,['Sachet'],,Orangettes,['France'],['E322i - Lécithine'],,4,,,,,
1078,Dragées Amande - Alain Ducasse - 100g,3700829006555,['France'],"['Fourrage  amandes brutes', 'sucre', 'poudre de cacao', 'beurre', 'cassonade', ' Enrobage chocolat noir : fèves de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithines de tournesol sans OGM', 'gousses de vanille', 'fleur de sel']",['Non végétalien'],2319,?,2319 kj(554 kcal),41,14,26,23,16,"0,05","0,02",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Dragées']",41 g,en quantité élevée,14 g,en quantité élevée,23 g,en quantité élevée,0.05 g,en faible quantité,,,+18%,+127%,+181%,-62%,-63%,+162%,+112%,+112%,21,+7%,E,+7%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,100 g,['Alain Ducasse'],,['Sachet'],,,['France'],['E322i - Lécithine'],"['Lait', 'Fruits à coque']",4,,,,,
1079,Barres 20 Le chocolat à goûter  - Alain Ducasse - 240g,3700829006562,['France'],"['fèves de cacao', 'beurre de cacao', 'sucre', 'lait', 'émulsifiant : lécithine de tournesol sans OGM', 'fleur de sel', 'gousses de vanille', 'fleur de sel', 'praliné noisettes et amandes', 'lait 4 % minimum']",['Non végétalien'],2298,?,2298 kj(549 kcal),39,21,36,34,"9,8","0,24","0,096",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",39 g,en quantité élevée,21 g,en quantité élevée,34 g,en quantité élevée,0.24 g,en faible quantité,+1%,,-0%,+7%,-0%,-22%,-17%,+35%,+73%,+73%,24,+2%,E,+2%,,,,,,,,240 g,['Alain Ducasse'],,['boîte'],,,,['E322i - Lécithine'],"['Lait', 'Fruits à coque']",4,,,,,
1080,Tolima lait perles craquantes - La Maison du Chocolat - 75g,3700840100270,['France'],"['lait entier en poudre', 'beurre de cacao', 'sucre', 'pâte de cacao', 'sucre roux', 'perles craquantes ', 'farine de blé', 'sucre', 'malt de blé', 'poudre à lever ', 'E500i', 'émulsifiant ', 'lécithine de tournesol', 'sel', 'arôme naturel de vanile', ' 6%', 'émulsifiant ', 'lécithine de soja', ' Présence éventuelle de fruits à coque', ""protéines d'ceuf et arachide""]",['Non végétalien'],?,565,2364 kj(565 kcal),37,22,49,45,9,"0,1","0,04",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",37 g,en quantité élevée,22 g,en quantité élevée,45 g,en quantité élevée,0.1 g,en faible quantité,,+2%,+2%,+7%,+12%,-6%,-8%,+26%,-57%,-57%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,75 g,['La Maison du Chocolat'],,,,,,"['E500i - Carbonate de sodium', 'E322i - Lécithine']","['Gluten', 'Arachides', 'Soja']",4,,,,,
1081,Cuana Noir - La Maison du Chocolat - 75g,3700840100287,['France'],"['pate de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arome naturel de vanille', ' LAIT ', 'fabriqué dans un atelier qui utilise du lait', ' Presence éventuelle de fruits à coque', ""protéines d'euf"", 'gluten et arachide']",['Non végétalien'],?,580,2427 kj(580 kcal),44,26,30,26,10,,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",44 g,en quantité élevée,26 g,en quantité élevée,26 g,en quantité élevée,,,,+4%,+5%,+12%,+13%,-22%,-18%,+31%,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,75 g,['La Maison du Chocolat'],,,,,,['E322i - Lécithine'],"['Lait', 'Soja']",4,,,,,
1082,Chocolat,3700840103813,['France'],[],[],?,568,2377 kj(568 kcal),37,18,47,46,9,"0,2","0,08",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",37 g,en quantité élevée,18 g,en quantité élevée,46 g,en quantité élevée,0.2 g,en faible quantité,,+3%,+3%,+2%,-15%,+2%,+12%,+24%,+44%,+44%,27,+15%,E,+15%,,,,,,,,,,,,,,,,,,,,,,
1083,Oeufs pralinés assortis  - La Maison du Chocolat - 175g,3700840106647,['France'],"['Sucre', 'pâte de cacao', 'AMANDES', 'NOISETTES', 'beurre de cacao', 'LAIT entier en poudre', 'BEURRE', 'farine de BLÉ', 'émulsifiant ', 'lécithine de SOJA', 'arôme naturel de vanille', 'sel', ""extrait de MALT d'ORGE"", 'sirop de glucose']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2239,?,2239 kj(535 kcal),"34,8","13,5","47,8","45,8","8,3","0,03","0,012",,"['Aliments de Pâques', 'Œufs de Pâques']",34.8 g,en quantité élevée,13.5 g,en quantité élevée,45.8 g,en quantité élevée,0.03 g,en faible quantité,-3%,,-3%,+3%,-33%,-11%,-12%,+25%,-85%,-85%,26,-0%,E,-0%,,,,,,,,175 g,['La Maison du Chocolat'],,"['Boite', 'Plastique']",,Oeufs pralinés assortis - chocolat noir et lait,['France'],['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,
1084,Etuis métal Tobago,3700840107088,['France'],[],[],?,570,2385 kj(570 kcal),"39,3","23,7","41,7",39,"7,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,tamanaco - la maison du chocolat,3700840107132,['France'],[],[],?,601,2515 kj(601 kcal),?,"26,9",?,36,"5,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['la maison du chocolat'],,,,,,,,,,,,,
1086,Bonbons de chocolat noir - La Maison du Chocolat,3700840107156,['France'],"['chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de SOJA', 'arðme nature! de vanile', ' CREME', 'BEURRE', 'sirop de glucose édulcorant ', 'sorbitol', 'sucre inverti', 'colorants ', 'E160b', 'jus de betterave en poudre', 'LAIT entier en poudre']",['Non végétalien'],?,601,2515 kj(601 kcal),"41,1","26,9","52,3",36,"5,4","0,1","0,04",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",41.1 g,en quantité élevée,26.9 g,en quantité élevée,36 g,en quantité élevée,0.1 g,en faible quantité,,+14%,+14%,+28%,+55%,-0%,-24%,-8%,-35%,-35%,24,-2%,E,-2%,,,,,,,,,['La Maison du Chocolat'],['Avec édulcorants'],,,,,"['E322i - Lécithine', 'E420 - Sorbitol', 'E160b - Rocou']","['Lait', 'Soja']",4,,,,,
1087,Coffret de bonbons de chocolat lait - La Maison Du Chocolat,3700840107378,['France'],"['Icàcaot cacao', ' NOISETTESléhocolat noié', 'pàtede ', 'lécithine SOJA', 'çaiòme naturel de cacab', 'faijne de BLE$ sucre invenù sel', 'sirop de naturel émulsifiant ', 'lécithine deSOJA', 'JeÀtrait ', ""FMALÎd'ORGE"", ' Chacoiat*rtei cacao _ au sec et au frais ', '1 Présence éventuelle de ', '•varé 1%1/23018']",[],?,567,2372 kj(567 kcal),35,20,56,50,8,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],['Fabriqué en France'],,,,,['E322i - Lécithine'],"['Gluten', 'Soja']",,,,,,
1088,Orangette,3700840107538,['France'],[],[],?,501,2096 kj(501 kcal),"28,2","18,4","50,9","42,5",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Coffret petits rochers pralinés,3700840107675,['France'],[],[],?,578,2418 kj(578 kcal),"36,8","18,4","53,3","44,2","8,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Lapin t1 chocolat blanc - La Maison Du Chocolat,3700840107804,['France'],[],[],?,580,2427 kj(580 kcal),39,23,47,46,8,"0,3","0,12",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",39 g,en quantité élevée,23 g,en quantité élevée,46 g,en quantité élevée,0.3 g,en quantité modérée,,+5%,+5%,+14%,+11%,-12%,-12%,+23%,+55%,+55%,28,+7%,E,+7%,,,,,,,,,['La Maison Du Chocolat'],,,,,,,,,,,,,
1091,12 marrons glacés - La Maison Du Chocolat,3700840107828,['France'],"['marrons ', '56%', 'sucre', 'sirop de glucose', 'édulcorant ', 'sorbitol', 'gousses de vanille', 'conservateur : sorbate de potassium,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,311,1301 kj(311 kcal),1,"0,2","74,7","29,7","1,1",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",1 g,en faible quantité,0.2 g,en faible quantité,29.7 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,+12%,+28%,+0%,-41%,+8%,-100%,-100%,8,-32%,C,-32%,,,,,,,,,['La Maison Du Chocolat'],,,,,,"['E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,4,,,,,
1092,Pâtes de Fruits Assorties - La Maison du Chocolat - 650g,3700840107880,['France'],"['Pulpes de fruits 60 % ', 'abricot', 'ananas', 'cassis', 'passion', 'fraise', 'framboise', 'mandarine', 'myrtille sauvage', 'pomme', 'sucre', 'sirop de glucose', 'sucre inverti', 'pectine de pomme', 'jus de citron', 'arôme naturel de fruit']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1453,?,1453 kj(347 kcal),0,0,84,77,0,"0,1","0,04",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits', 'Pâtes de fruits multifruits']",0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0.1 g,en faible quantité,+13%,,+4%,-100%,-100%,+4%,+11%,-100%,-29%,-29%,13,+48%,D,+48%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,650 g,['La Maison du Chocolat'],"['Point Vert', 'Fabriqué en France']",['Carton'],,,['France'],['E440 - Pectines'],,4,,,,,
1093,Esprit salé - La Maison du Chocolat - 38g,3700840109839,['France'],"['chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de SOJA', 'arome naturel de vanille', 'chocolat au LAIT ', 'sucre', 'LAIT entier en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiant ', 'lécithine de SOJA', 'sucre CREME', 'NOISETTES', 'AMANDES', 'purée de poivrons', 'BEURRE', 'sirop de glucose', 'figues', 'édulcorant ', 'sorbitol', ' vinaigre balsamique', 'olives', 'cepes séchés', ""huile d'olives"", 'sucre inverti', 'sel dextrose', 'arômes naturels ', 'cèpe', 'vanille piment', 'oignons', 'filaments de piment poudre de cacao']",['Non végétalien'],?,579,2423 kj(579 kcal),"37,6","20,3","53,9","39,8","6,5","0,1","0,04",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",37.6 g,en quantité élevée,20.3 g,en quantité élevée,39.8 g,en quantité élevée,0.1 g,en faible quantité,,+9%,+10%,+18%,+17%,+3%,-16%,+11%,-35%,-35%,25,+2%,E,+2%,,,,,,,,38 g,['La Maison du Chocolat'],,,,Bonbons de chocolat noir et lait,,"['E322i - Lécithine', 'E420 - Sorbitol']","['Lait', 'Fruits à coque', 'Soja']",4,,,,,
1094,Fritures chocolat lait et noir - La Maison Du Chocolat,3700840110927,['France'],"['chocolat noir ', 'pâte de cacao', 'sucrev beurre de cacao', 'émulsifiant ', 'lécithine de SOJA', 'arôme naturel', 'de vanille', 'chocolat au LAIT ', 'sucre', 'LAIT entier en poudre', 'beurre de cacaq pâte de de SOJA', ' Tenir au sec et au frais ', '180 C truits à coque', 'glute éventoell A préférence avant le']",['Non végétalien'],?,570,2385 kj(570 kcal),38,"22,5",46,44,"7,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],,,,,,['E322i - Lécithine'],"['Lait', 'Soja']",4,,,,,
1095,Truffes - La Maison Du Chocolat,3700840111689,['France'],"['dark chocolate ', 'cocoa paste', 'butter} vanilla natural flavoring', 'CREAM', 'BUTTER', 'cocoa pastèiànvett: : Cocoa soids S6% tNnrrun', ' Keep a C180C/ 640F', ' b&ycoriain guen', ' ', 'Best befMe G03U']",[],?,525,2197 kj(525 kcal),"39,6","26,2","39,4","28,8","5,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],['Fabriqué en France'],,,,,,"['Lait', 'Soja']",,,,,,
1096,Coffret Maison Noir et Lait - La Maison du Chocolat,3700840116424,['France'],"['Chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de SOJA', 'arôme naturel de vanille', 'chocolat au LAIT ', 'sucre', 'LAIT entier en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiant ', 'lécithine de SOJA', 'CRÈME', 'sucre', 'AMANDES', 'BEURRE', 'NOISETTES', 'sirop de glucose', 'sucre inverti', 'édulcorant ', 'sorbitol', 'purée de cassis', 'pulpe et jus de fruit de la passion', 'framboise ', 'fruit', 'jus concentré', 'café', 'pulpe de mangue', 'citron ', 'zestes', 'jus', 'fruit', 'jus concentré', 'huile essentielle', 'PISTACHES', 'orange ', 'fruit', 'jus concentré', 'zestes', 'huile essentielle', 'dextrose', 'farines ', 'BLÉ', ""MALT d'ORGE"", ' ', 'chocolat Dentelle', 'menthe', 'arômes naturels ', 'vanille', 'framboise', 'citron', 'épices', 'fraises en poudre', 'thé', 'sel', 'bourgeons de cassis', ""correcteur d'acidité "", 'acide citrique', 'colorants ', 'E100', 'E160b', 'jus de betterave en poudre', '\r Chocolat noir : cacao 56% minimum', ' Chocolat au lait : cacao 37% minimum']",['Non végétalien'],?,584,2443 kj(584 kcal),39,20,54,41,6,"0,2","0,08",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons']",39 g,en quantité élevée,20 g,en quantité élevée,41 g,en quantité élevée,0.2 g,en faible quantité,,+10%,+11%,+22%,+15%,+3%,-14%,+2%,+31%,+31%,26,+7%,E,+7%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['La Maison du Chocolat'],,['boîte'],['La Maison du Chocolat'],"assortiment de ganaches, pralinés, pâte d'amande, en chocolat noir et lait.",,"['E322i - Lécithine', 'E420 - Sorbitol', 'E330 - Acide citrique', 'E100 - Curcumine', 'E160b - Rocou']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,http://www.lamaisonduchocolat.fr/fr/iconiques/coffrets-maison,,
1097,La maison du chocolat,3700840117636,['France'],[],[],?,553,2314 kj(553 kcal),"35,8",18,46,44,6,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],,,,,,,,,,,,,
1098,Tamanaco - La Maison Du Chocolat,3700840117681,['France'],"['Coffret Tamanaco Tl - bonbons de chocolat noir - 87g ingrédients : chocolat noir ', 'pâte de cacao', 'sucre,beurre de cacao', 'émulsifiant ', 'lécithine de SOJA', 'arôme naturel de vanille', ' CREME', 'BEURRE', 'sirop de glucose', 'édulcorant ', 'sorbitol', 'sucre inverti', 'colorants ', 'E160b', 'jus de', 'betterave en poudre']",['Non végétalien'],?,601,2515 kj(601 kcal),"41,1","26,9","52,6",36,"5,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],,,,,,"['E322i - Lécithine', 'E420 - Sorbitol', 'E160b - Rocou']","['Lait', 'Soja']",4,,,,,
1099,Coffret chocolat - La Maison Du Chocolat,3700840119531,['France'],"[""a„iiibonbons de V'vyédentsfth«otat Gulsjfian! "", ""lécithine de chocolat LAIT'enuer en pou$elbeurre de eacà6"", "" glücose\\'sÙcre Sotbitd"", '1TlSTACHESvà etps fn', 'it dè la boUrgeonS', 'lframboise pùipede citron ', ""zestesO'• "", 'rut', "" Ns concentré' bale "", ""frUiÇzeStes/ huile MALïdOBGE}òkh '%xtose: mentie"", "" arômes citronji fraise 'en poudreseç gousses correcteur "", 'acide colorants de betteraveen Ctoeotat nar ', ' cacao 56% rnirumum', ' Chocolat au laitscacao Tet-irau sec et au frais ', ' Prédence éventuelle']",[],?,577,2414 kj(577 kcal),37,19,54,40,7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],,,,,,['E322i - Lécithine'],['Lait'],,,,,,
1100,Amandes enrobées - La Maison Du Chocolat,3700840126836,['France'],"['chocolat au LAIT ', 'sucre', 'beurre de cacao', 'LAT entier en poudre', 'pâte de cacao', 'émulsifiant ', 'lécithine de SOJA', 'arôme naturel de vanille', 'chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de SOJA', 'arôme naturel de vanille', 'AMANDES ', '30%', ""agents d'enrobage "", 'maltodextrine', 'gomme laque', ' Chocolat noir : cacao 55% minimum', ' Chocolat au lait : cacao 40% minimum', ' Tenir au sec et au frais ', '180C', "" Présence éventuelle d'arachide"", 'œufs', 'gluten']","['Non végétalien', 'Non végétarien']",?,583,2439 kj(583 kcal),"43,4","16,5","32,9","30,7","12,6","0,1","0,04",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Amandes enrobées de chocolat']",43.4 g,en quantité élevée,16.5 g,en quantité élevée,30.7 g,en quantité élevée,0.1 g,en faible quantité,,+3%,+3%,+8%,+1%,-11%,-7%,+15%,+5%,+5%,23,+1%,E,+1%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,['La Maison Du Chocolat'],,,,,,"['E322i - Lécithine', 'E904 - Gomme-laque']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,
1101,Grains de chocolat noir au café 120g - La Maison Du Chocolat,3700840126942,['France'],[],[],?,550,2301 kj(550 kcal),38,24,43,43,"6,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],,,,,,,,,,,,,
1102,Coffret Truffe Fine Champagne - La Maison Du Chocolat,3700840130512,['France'],"['Coffret TruresFine ÈbNT1pagne7€agZg Ingredlents • de', ' Cacao', 'deSQJAçcai6ffie naturel de vandle', 'ïi 40%']",[],?,525,2197 kj(525 kcal),39,26,39,28,6,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],,,,,,,,,,,,,
1103,Bouchée De Chocolat Au Lait - La Maison Du Chocolat,3700840131151,['France'],[],[],?,585,2448 kj(585 kcal),?,6,?,41,8,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison Du Chocolat'],,,,,,,,,,,,,
1104,Chocolat - La Maison Du Chocolat - 215g,3700840132349,['France'],"['ù>CoffreeMaisohassorti• bonbons de chocolat noür: ', 'pâte de$acao,zsucre', ' beurre', 'do•acao', ""'GSOJA"", 'J cacao', "" Vit'de d'arachide,""]",[],?,578,2418 kj(578 kcal),37,20,54,41,7,"0,1","0,04",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",37 g,en quantité élevée,20 g,en quantité élevée,41 g,en quantité élevée,0.1 g,en faible quantité,,+7%,+7%,+10%,+14%,+5%,-13%,+16%,-31%,-31%,26,+4%,E,+4%,,,,,,,,215 g,['La Maison Du Chocolat'],,,,,,,['Lait'],,,,,,
