,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,palm_ingredients,link,brand_owner
381,Ketchup - Pringles - 150g,5410076618385,150 g,"['Carton', 'Tube']",['Pringles'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,
382,Chocalat noir l'original - Côte d'Or,5410081201077,,,"[""Côte d'Or""]",,,,,,,['France'],[],,,[],,,,,,,,,,?,,540,,2259 kj(540 kcal),,"31,5",,"19,5",,"54,5",,"51,5",,"5,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,
383,Cote D'or Dessert 58,5410081202630,,,"[""Côte d'Or""]",,,,,,,['France'],"['@C10@lat au lait fwrécèmecŒ1fiseur ', '45%', ' aux pâte de aao', 'amandes ', '9 lait écrémé en poudre', 'beurre de aao', 'noix de ajou ', '7 végétales ', 'palmiste', 'palme', 'en ', 'de bure lait en —e', 'lait', 'ImitE Pat que', ' meutocolde met en ', '45 IngrediëntKt•']",,"['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",,,,,,,,,,?,,537,,2247 kj(537 kcal),,31,,15,,54,,51,,8,,"0,2",,"0,08",,,,,,,,,,,,,,,['Huile de palme'],,
384,Chocolat au lait extra-fin aux noisettes entières - Côte d'Or,5410081203897,,,"[""Côte d'Or""]",,,,,,,['France'],"[""CÔTE D'OR NOISETTES ENTIEAES""]",,,[],,,,,,,,,,?,,559,,2339 kj(559 kcal),,37,,15,,46,,43,,"9,5",,"0,26",,"0,104",,,,,,,,,,,,,,,,,
385,Côte D'or Bâtons Plein Lait 3-pack X24,5410081203958,,,"[""Côte d'Or""]",,,,,,,['France'],[],,,[],,,,,,,,,,?,,528,,2209 kj(528 kcal),,30,,18,,56,,54,,"7,8",,"0,33",,"0,132",,,,,,,,,,,,,,,,,
386,Chocolat Lait Noisettes - Côte d'Or - 135g (3bâtons de 45g),5410081203965,135 g (3 bâtons de 45 g),"['Papier', 'métal']","[""Côte d'Or"", 'Mondelez']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",['Point Vert'],,['Belgique'],,,"['Belgique', 'France']","['Sucre', 'pâte de cacao', 'éclats de noisettes ', '14 %', 'poudre de lait écrémé', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'arômes', ' Cacao : 33 % minimum dans le chocolat au lait']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,34 g,en quantité élevée,16 g,en quantité élevée,48 g,en quantité élevée,0.28 g,en faible quantité,?,,549,-4%,2297 kj(549 kcal),-3%,34,-11%,16,-9%,49,+5%,48,+9%,"8,8",+5%,"0,28",+48%,"0,112",+48%,23,-6%,E,-6%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,
387,Côte D'or Bâtons Praliné Double Lait 3-pack X24,5410081205150,,,"[""Cote D'or""]",,,,,,,['France'],"['Sucre', 'praliné 25 % ', 'sucre', 'Boisettes', 'amandes', 'noix de cajou', 'pâte de cacao', 'lait écrémé en ', ' apudre', 'beurre de cacao', 'graisses végétales ', 'palmiste', 'palme', 'karité', 'pactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiants ', 'lécithine ', ' e-de soja', 'lécithine de tournesol', 'arômes', ' Peut contenir autres fruits à coque', "" A conserver à l'abri de la chaleur et de l'humidité""]",['E322i - Lécithine'],"['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,531,,2222 kj(531 kcal),,29,,15,,59,,57,,"6,7",,"0,19",,"0,076",,,,,,,,,,,,,,,,,
388,Côte D'or Bâtons Crème Coco 3-pack X24,5410081205204,,,"[""Côte d'Or""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées à la noix de coco']",,,,,,['France'],[],,,[],,36 g,en quantité élevée,26 g,en quantité élevée,46 g,en quantité élevée,0.23 g,en faible quantité,?,,569,+18%,2381 kj(569 kcal),+18%,36,+40%,26,+27%,54,-3%,46,+3%,"5,4",+26%,"0,23",-7%,"0,092",-7%,28,+12%,E,+12%,C,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,,,,
389,Côte D'or Bâtons Crème Avocat 3-pack X24,5410081205242,,,"[""Côte d'Or"", 'Mondelez']",,,,,,,['France'],[],,,[],,,,,,,,,,?,,460,,1925 kj(460 kcal),,19,,"11,5",,"67,5",,"65,5",,"2,8",,,,,,,,,,,,,,,,,,,,,
390,Bâtons Crème Banane-lait 3-pack,5410081205440,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,450,,1883 kj(450 kcal),,17,,10,,69,,63,,"4,5",,"0,2",,"0,08",,,,,,,,,,,,,,,,,
391,Sauce Curry Ketchup,5410093022158,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,163,,682 kj(163 kcal),,"1,2",,"0,1",,"36,5",,"28,4",,"0,5",,2,,"0,8",,,,,,,,,,,,,,,,,
392,"Vinaigrette, Apfel-walnuss - Vandemoortele",5410093024299,,,['Vandemoortele'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,,,['France'],"['Huile de colza ', '36%', 'eau', 'sirop de vinaigre', 'rée de pommes f%', ""' "", 'pommes antioxy danttacideascor épices', 'arôme/ arôme ', 'colorant tÎ50b', 'épaissis* ', 'santt gomme *anthane', 'amidon modifié', 'colorant ', 'caramel ordinaire', 'Peut conte nir des traces de moutarde?']","['E14XX - Amidons modifiés', 'E150a - Caramel E150a']",,[],4,36.2 g,en quantité élevée,2.7 g,en quantité modérée,11 g,en quantité modérée,1.6 g,en quantité élevée,?,,385,+6%,1611 kj(385 kcal),+7%,"36,2",-2%,"2,7",-28%,"13,3",+180%,11,+234%,"0,1",-83%,"1,6",-17%,"0,64",-17%,15,+1%,D,+1%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,
393,Dill Chips - Vandemoortele,5410093077981,,,['Vandemoortele'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,20,,84 kj(20 kcal),,"0,1",,0,,"3,4",,3,,"0,3",,"1,1",,"0,44",,,,,,,,,,,,,,,,,
394,Sauce curry,5410093124531,,,,"['Epicerie', 'Sauces', 'Sauces au curry']",,,,,,['France'],[],,,[],,65.1 g,en quantité élevée,5.1 g,en quantité élevée,1.2 g,en faible quantité,1.9 g,en quantité élevée,?,,608,+161%,2544 kj(608 kcal),+176%,"65,1",+256%,"5,1",+51%,"3,2",-70%,"1,2",-80%,"1,2",-25%,"1,9",+13%,"0,76",+13%,20,+71%,E,+71%,B,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,,,,
395,Vinaigrette Pesto - Risso - 750ml,5410093151414,750 ml,['Plastique'],"['Risso', 'Vandemortele', 'Vandemoortele']","['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,,,"['Belgique', 'France']","['Huile de colza ', '48 %', 'eau', 'sirop de glucose fructose', 'vinaigre', 'huile d’olive extra vierge ', '4,8 %', ""jaune d'ŒUF de poules élevées en plein air"", 'basilic ', '3,5 %', 'sel', 'amidon modifié', 'ail ', '<1 %', 'conservateur ', 'E202', 'arômes colorant ', 'E141', 'antioxydant ', 'E385']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",['Œufs'],['Non végétalien'],4,55.1 g,en quantité élevée,5.1 g,en quantité élevée,5.4 g,en quantité modérée,2.44 g,en quantité élevée,?,,531,+47%,2222 kj(531 kcal),+48%,"55,1",+50%,"5,1",+35%,"7,2",+52%,"5,4",+64%,"0,9",+54%,"2,44",+27%,"0,976",+27%,21,+41%,E,+41%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,
396,Omega 3 - Vandermoortele - 250g,5410093156013,250 g,,['Vandermoortele'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']","['Omega-3', 'Sans lactose']",,,,,['France'],"['Aceites y grasas vegetales ', '60%', ' ', 'nabina', 'palma', ' agua', ' emulgentes: mono - y diglicéridos de 6cidos grasos', 'lecitinas', 'ésteres citricos de los mono - y diglicéridos de los âcjdos grasos', ' sal ', '0,2%', ' aroma', ' conservador: sorbato potésico', ' acidulante: âcido citrico', ' vitaminas ', 'A', 'D', 'Et B6', 'B12e âcido fôlico', ' colorante: carotenos']","['E322 - Lécithines', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",,['Huile de palme'],4,60 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,540,+15%,2259 kj(540 kcal),+16%,60,+17%,12,-18%,0,-100%,0,-100%,0,-100%,"0,2",-65%,"0,08",-65%,8,-27%,C,-27%,C,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,
397,Chanty - Vandemoortele,5410093158482,,,['Vandemoortele'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,301,,1259 kj(301 kcal),,"27,3",,27,,"13,3",,"11,6",,"0,59",,"0,22",,"0,088",,,,,,,,,,,,,,,,,
398,Envie de tartine - Weight Watchers - 250g,5410093161642,250 g,"['Barquette', 'Plastique']",['Weight Watchers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse']",,,,['Magasins U'],['France'],"['Eau', ' huile végétale ', 'colza ', '10%', ' matière grasse laitière ', 'LAIT', ' ', '8%', ' gélatine', ' émulsifiants ', ""mono- et diglycérides d'acides gras"", ' polyricinoléate de polyglycérol', ' acidifiant ', 'acide lactique', ' sel ', '0,2%', ' conservateur ', 'sorbate de potassium', ' arôme naturel', ' vitamines ', 'vitamine E', ' vitamine A', 'vitamine D', ' colorant ', 'caroténoïdes']","['E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,18 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,171,-63%,715 kj(171 kcal),-63%,18,-65%,"6,2",-58%,0,-100%,0,-100%,"2,2",+776%,"0,2",-65%,"0,08",-65%,6,-45%,C,-45%,C,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"Mélange de matières grasses allégé à tartiner doux 18% de matières grasses source de vitamines E, A et D.",,,
399,Riz a poeler basmati - Panzani,5410106018826,,,"['Panzani', 'Bosto']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",['Fabriqué en Espagne'],,,,,['France'],[],,,[],,1.4 g,en faible quantité,0.36 g,en faible quantité,0.4 g,en faible quantité,0.09 g,en faible quantité,?,,341,+4%,1427 kj(341 kcal),+3%,"1,4",+35%,"0,36",+50%,72,+1%,"0,4",+64%,"8,9",+18%,"0,09",+151%,"0,036",+151%,-1,,A,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,
400,Riz a poeler basmati - Panzani,5410106018826,,,"['Panzani', 'Bosto']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",['Fabriqué en Espagne'],,,,,['France'],[],,,[],,1.4 g,en faible quantité,0.36 g,en faible quantité,0.4 g,en faible quantité,0.09 g,en faible quantité,?,,341,+4%,1427 kj(341 kcal),+3%,"1,4",+35%,"0,36",+50%,72,+1%,"0,4",+64%,"8,9",+18%,"0,09",+151%,"0,036",+151%,-1,,A,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,
401,Spicy Cook - Bosto - 460g,5410106018925,460 g,['Carton'],['Bosto'],"['Plats préparés', 'Céréales préparées', 'Riz préparés']",,,,,,['France'],"['Riz 87% ', ' Préparation aromatique 13% : Légumes déshydratés ', 'oignons', 'oignons frits', 'carottes', 'poireaux', 'épices ', 'poivron rouge/vert', 'pili pili', 'sel', 'huile végétale', 'extrait de légumes', ""extrait d'épices et d'herbes"", 'herbes', 'extrait de levure', 'exhausteur de goût E635', '\rContient du gluten et du céleri']","[""E635 - 5'-ribonucléotide disodique""]","['Céleri', 'Gluten']","[""Pourrait contenir de l'huile de palme""]",4,1.7 g,en faible quantité,0.5 g,en faible quantité,4.4 g,en faible quantité,1.9 g,en quantité élevée,1463,+112%,?,,1463 kj(350 kcal),+111%,"1,7",-54%,"0,5",-21%,"74,9",+184%,"4,4",+264%,"7,4",+51%,"1,9",+114%,"0,76",+114%,9,+366%,C,+366%,,,,,,,,,Riz avec mélange d'épices et de légumes déshydratés,,,
402,Brown Rice - Bosto,5410106033645,,,['Bosto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz complet']",,,,,,['France'],[],,,[],,2.2 g,en faible quantité,0.7 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,?,,349,+5%,1460 kj(349 kcal),+4%,"2,2",-17%,"0,7",+25%,72,+7%,"0,5",-25%,8,+8%,"0,02",-40%,"0,008",-40%,0,,B,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,
403,Mix Brown Quinia - Bosto,5410106070404,,,['Bosto'],,,,,,,"['Belgique', 'France']",[],,,[],,,,,,,,,,?,,342,,1431 kj(342 kcal),,"2,7",,"0,5",,"66,4",,"0,8",,"9,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,
404,Mix Brown + épautre + quinoa - Bosto,5410106070503,,,['Bosto'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,341,,1427 kj(341 kcal),,"2,6",,"0,5",,"64,6",,1,,11,,"0,04",,"0,016",,,,,,,,,,,,,,,,,
405,Brown rice+ linzen-lentilles - Bosto - 125g,5410106070602,125g,,['Bosto'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,335,,1402 kj(335 kcal),,"1,8",,"0,4",,"63,1",,"1,4",,"13,2",,"0,04",,"0,016",,,,,,,,,,,,,,,,,
406,"Rice toasts, 4 céréales - Bosto - 130g",5410106095049,130 g,,['Bosto'],,,,,,,['France'],"['Riz complet ', '61,56%', ',blé ', '30,61%', ',millet', '4,28%', ',sarrasin', '3,30%', ',sel', '0,25%']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,378,,1582 kj(378 kcal),,3,,"0,5",,75,,"1,5",,"9,5",,"0,25",,"0,1",,,,,,,,,,,,,,,,,
407,Intégral Macaroni - Panzani - 500g,5410106501205,500 g,"['Sachet', 'Plastique']",['Panzani'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Macaroni de blé dur', 'Pâtes au blé complet']","['Bio', 'Bio européen', 'IT-BIO-009']",,,,,['France'],['Semoule de blé dur intégral et biologique'],,['Gluten'],[],,1.7 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,0.062 g,en faible quantité,1453,-4%,?,,1453 kj(347 kcal),-3%,"1,7",-4%,"0,3",-19%,66,-7%,2,-43%,12,-1%,"0,062",+237%,"0,025",+237%,-6,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires,,,
408,Lotus Spéculoos 2KG,5410126006124,,,['Lotus'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,484,,2025 kj(484 kcal),,19,,"8,8",,"72,6",,"38,1",,"4,9",,"0,92",,"0,368",,,,,,,,,,,,,,,,,
409,300 X 1ration Speculoos Lotus,5410126006186,,,['Lotus'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,484,,2025 kj(484 kcal),,19,,"8,8",,"72,6",,"38,1",,"4,9",,"0,92",,"0,368",,,,,,,,,,,,,,,,,
410,Original Spéculoos Mini’s - Lotus - 120g e,5410126006223,120 g e,"['Sachet', 'Plastique']",['Lotus'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",['Nouveau'],,,,,['France'],"['Farine de blé', 'sucre', 'huiles végétale ', 'palme', 'colza', 'sirop de sucre candi', 'poudre à lever ', 'carbonate acide de sodium', 'farine de soja', 'sel', 'cannelle']",['E500ii - Carbonate acide de sodium'],"['Gluten', 'Soja']",['Huile de palme'],3,19 g,en quantité modérée,8.8 g,en quantité élevée,38.1 g,en quantité élevée,0.92 g,en quantité modérée,?,,484,+2%,2025 kj(484 kcal),+2%,19,+1%,"8,8",-2%,"72,6",+5%,"38,1",+14%,"4,9",-13%,"0,92",+29%,"0,368",+29%,25,+11%,E,+11%,D,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,Original Spéculoos Mini’s,['Huile de palme'],,
411,Speculoos - Lotus,5410126006728,,,['Lotus'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",,,,,,['France'],[],,,[],,22 g,en quantité élevée,13.5 g,en quantité élevée,39.5 g,en quantité élevée,0.8 g,en quantité modérée,?,,496,+4%,2075 kj(496 kcal),+4%,22,+17%,"13,5",+51%,"68,1",-2%,"39,5",+18%,"5,4",-4%,"0,8",+12%,"0,32",+12%,27,+20%,E,+20%,D,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,,,
412,Frangipane - Lotus,5410126050172,,,['Lotus'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,439,,1837 kj(439 kcal),,"23,2",,"10,9",,"54,2",,"28,5",,"4,7",,"0,58",,"0,232",,,,,,,,,,,,,,,,,
413,Lotus Koffieleutjes Original Speculoos Volkoren,5410126086850,,,['Lotus'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,474,,1983 kj(474 kcal),,"18,1",,"8,2",,"68,1",,"36,2",,"7,3",,"0,8",,"0,32",,,,,,,,,,,,,,,,,
414,Mini marshmallow - Lotus,5410126090956,,,['Lotus'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,
415,Lotus Pain D'épices Allégé En Sucres,5410126271621,,,['Lotus'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,,,,['France'],[],,,[],,1 g,en faible quantité,0.1 g,en faible quantité,27.5 g,en quantité élevée,0.48 g,en quantité modérée,?,,288,-15%,1205 kj(288 kcal),-15%,1,-71%,"0,1",-92%,58,-18%,"27,5",-32%,"3,2",-26%,"0,48",+10%,"0,192",+10%,11,-22%,D,-22%,B,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,
416,Lotus Lebkuchen Light / Pain D'épice Light,5410126321524,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,,,,['France'],[],,,[],,1.6 g,en faible quantité,0.2 g,en faible quantité,25 g,en quantité élevée,0.62 g,en quantité modérée,?,,291,-14%,1218 kj(291 kcal),-14%,"1,6",-54%,"0,2",-84%,"62,2",-12%,25,-38%,"3,2",-26%,"0,62",+42%,"0,248",+42%,9,-36%,C,-36%,B,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,
417,Speculoos lotus,5410126356052,,,['Lotus'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,484,,2025 kj(484 kcal),,19,,"8,8",,"72,6",,"38,1",,"4,9",,"0,92",,"0,368",,,,,,,,,,,,,,,,,
418,Speculoos original - Lotus,5410126816099,,,['Lotus'],,,,,,,['France'],"['?', ' Farine de blé', 'sucre', 'huiles végetales ', 'huile de palme de plantations durables et certitiées', 'huile de colza', 'sirop de sucre candi', 'poudre à lever ', 'carbonate acide de sodium', 'farine de soja', 'sel', 'cannelle', ' Service Consommateurs: Lotus Bakeries BP 80119', 'F-59559 COMINES vaav,lotusbakeries', 'fr Lotus Bakeries België NV', 'Gentstraat 52', 'B-9971 Lembeke']",['E500ii - Carbonate acide de sodium'],"['Gluten', 'Soja']",[],,,,,,,,,,?,,484,,2025 kj(484 kcal),,19,,8,,"72,6",,"38,1",,"4,9",,"0,92",,"0,368",,,,,,,,,,,,,,,['Huile de palme'],,
419,The original Speculoos - Lotus - 500g,5410126826067,500 g,['Plastique'],['Lotus'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']","['Sans colorants', 'Sans arômes ajoutés']",,,,,['France'],"['Farine de blé', 'sucres', 'huiles végétales ', 'huile de palme', 'huile de colza', 'sirop de sucre candi', 'poudre à lever ', 'carbonate acide de sodiurn', 'farine de soja', 'sel', 'cannelle']",['E502 - Carbonates'],"['Gluten', 'Soja']",['Huile de palme'],3,19 g,en quantité modérée,8.8 g,en quantité élevée,36.1 g,en quantité élevée,0.9 g,en quantité modérée,?,,484,+2%,2025 kj(484 kcal),+2%,19,+1%,"8,8",-2%,"72,6",+5%,"36,1",+8%,"4,9",-13%,"0,9",+26%,"0,36",+26%,24,+7%,E,+7%,D,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,['Huile de palme'],,
420,Spéculoos - Lotus,5410126826098,,,['Lotus'],,['Point Vert'],,,,,['France'],[],,,[],,,,,,,,,,?,,484,,2025 kj(484 kcal),,19,,8,,"72,6",,"38,1",,"4,9",,"0,92",,"0,368",,,,,,,,,,,,,,,,,
421,Gaufres de Liège - Lotus - 315g (7 * 45g),5410126832983,315 g (7 * 45 g),"['Sachet', 'Plastique']",['Lotus'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres liégeoises']","['Huile de palme durable', 'Point Vert', 'Sans colorants', 'Sans conservateurs']",,,,,['France'],"['Farine de blé tendre', 'perles de sucre ', '21 %', 'huiles végétales ', 'huile de palme issue de plantations durables et certifiées', 'huile de colza', 'sirop de glucose-fructose', 'œufs frais ', '5 %', 'levure', 'émulsifiant ', ""mono-et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium', 'lécithine de soja', 'sel', 'arôme']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Soja']","['Huile de palme', 'Non végétalien']",4,21.7 g,en quantité élevée,10.5 g,en quantité élevée,29.4 g,en quantité élevée,0.6 g,en quantité modérée,?,,441,-3%,1845 kj(441 kcal),-3%,"21,7",-8%,"10,5",-13%,"55,9",+5%,"29,4",+7%,5,-16%,"0,6",-21%,"0,24",-21%,23,0%,E,0%,C,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,Gaufres de Liège,['Huile de palme'],,
422,"Gaufres de Liège au Chocolat - Lotus - 259g (5 * 51,8g)",5410126874495,"259 g (5 * 51,8 g)","['Sachet', 'Plastique']","['Lotus', 'Lotus Bakeries']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufre chocolatée', 'Gaufres liégeoises']","['Huile de palme durable', 'Sans colorants', 'Sans conservateurs']",,,,,['France'],"['Farine de blé tendre', 'perles de sucre ', '18 %', 'huiles végétales ', 'huile de palme issue de plantations durables et certifiées', 'huile de colza', 'chocolat belge ', '13 %', ' ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'graisse butyrique ', 'lait', 'émulsifiant ', 'lécithine de soja et 14 %', 'sirop de glucose-fructose', 'œufs frais ', '4 %', 'levure', 'émulsifiant ', ""mono- et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium', 'lécithine de soja', 'sel', 'arôme']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,23.5 g,en quantité élevée,12 g,en quantité élevée,31 g,en quantité élevée,0.54 g,en quantité modérée,?,,455,-2%,1904 kj(455 kcal),-2%,"23,5",-6%,12,-10%,"54,6",+2%,31,+8%,"5,2",-10%,"0,54",-7%,"0,216",-7%,23,+3%,E,+3%,C,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,Gaufres nappées de chocolat - Gaufres de Liège au Chocolat,['Huile de palme'],,
423,"Douwe Egberts L'or Espresso Lungo Profondo, 10 Capsules, Nespresso Compatible - Jacobs",5410138031145,,,['Jacobs'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,['France'],[],,,[],,,,,,,,,,?,,441,+44000%,1845 kj(441 kcal),+46025%,?,,"1,9",+1763%,?,,26,+22909%,"5,8",+1979%,"0,91",+1543%,"0,364",+1543%,,,,,,,,,,,,,,,,
