,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,labels,manufacturing,markets,allergens,nova_score,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,ingredients_origins,generic_name,link,palm_ingredients,producer_info
548,Huile d'olive extra vierge,5200119080275,['France'],[],[],?,824,3448 kj(824 kcal),92,13,0,0,"0,1","0,1","0,04",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,-4%,-7%,,,,+198313%,+198313%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,,,,,
549,Huile olive extra vierge,5200119080435,['France'],[],[],?,824,3448 kj(824 kcal),92,13,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,-4%,-7%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,,,,,,,
550,Loukoumi Mixed Flavors,5200119520016,['France'],[],[],?,360,1506 kj(360 kcal),0,0,90,81,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Huile d'olive,5200119711063,['France'],[],[],?,824,3448 kj(824 kcal),100,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Miel Taytetoy Oymapietio -,5200120480019,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,322,1347 kj(322 kcal),0,0,"80,4","80,1","0,2",0,0,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,+11%,+10%,-100%,-100%,+5%,+15%,-39%,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,"['Bocal', 'Verre', 'métal']",,['Grèce'],,,2,,0 g,en faible quantité,0 g,en faible quantité,80.1 g,en quantité élevée,0 g,en faible quantité,,,,,
553,Baklava -,5200121334472,['France'],"['Wheat flour', 'glucose', 'sugar', 'hydrogenated vegetable oil', 'almond', 'walnut ', '5%', 'chocolate 3% ', 'sugar', 'cocoa mass', 'cocoa butter', 'emulsifier: soy Lecithin', 'salt', 'cinnamon', 'clove', 'acid agent: citric acid', 'raining agents: sodium bicarbonate', 'bisphosphate', 'starch', 'preservative: potassium sorbate', 'food pigment: b-carotene']","[""Pourrait contenir de l'huile de palme""]",?,370,1548 kj(370 kcal),"6,2","2,6","76,4","39,2","5,2","0,19","0,076",D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,-6%,-7%,-55%,-31%,+27%,+29%,-9%,-27%,-27%,14,-6%,D,-6%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,"['Gluten', 'Fruits à coque']",4,"['E322i - Lécithine', 'E330 - Acide citrique', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",6.2 g,en quantité modérée,2.6 g,en quantité modérée,39.2 g,en quantité élevée,0.19 g,en faible quantité,,,,,
554,Fig pie,5200121336612,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Huile d'olive,5200121841758,['France'],[],[],?,824,3448 kj(824 kcal),92,13,0,0,0,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,-4%,-7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,,
556,Shake f1,5200122575027,['France'],[],[],?,375,1569 kj(375 kcal),10,"1,9",35,31,35,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Eon - 75ml,5200122920339,['France'],[],[],?,?,,?,,?,,?,,,,['Eon'],,,,,,,,,,,,,,,,,,,,,,,,75ml,,,,,,,,,,,,,,,,,,,,
558,organic extra virgin olive oil,5200123140064,['France'],[],[],?,828,3464 kj(828 kcal),"91,6","13,8",0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-3%,-3%,-4%,-1%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,91.6 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,,,,,,,
559,Greek olives,5200123180312,['France'],[],[],?,229,958 kj(229 kcal),"17,9","3,6","7,1","0,88","7,1","4,18","1,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Tu kutaliu,5200123190724,['France'],[],[],?,315,1318 kj(315 kcal),"0,1",0,78,78,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Pellas Nature: Infused Olive Oil Basil - 250ML,5200123740097,['France'],[],[],?,893,3736 kj(893 kcal),"99,2",14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,,,,,,,,,,,,,
562,Pellas Nature: Infused Olive Oil Oregano - 250ML,5200123740110,['France'],"['Sygar_s Protei Fiber SalF ISO redients: tra Olive Oil 99%1 produ No additive & presétvaüves Keep in a & dark place ', 'max ?SC', ' Pellas,NÂture P', 'Co', ' s', 'Proastio - 06 f', ' +30 Best Before:']",[],?,893,3736 kj(893 kcal),"99,2",14,0,0,0,0,0,,['Pellas'],['Matières grasses'],,+11%,+12%,+12%,-39%,-100%,-100%,-100%,-100%,-100%,11,-3%,D,-3%,,,,,,,,,,,['Sans additifs'],,,,,,99.2 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,,
563,Barre de sésame avec du miel,5200124180113,['France'],[],[],?,461,1929 kj(461 kcal),"25,5",4,"46,1","28,2","10,6","0,009","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Kourabie bites,5200124182247,['France'],[],[],?,492,2059 kj(492 kcal),"31,1","13,85","50,06","8,4","7,76","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Oregano,5200124182421,['France'],[],[],?,420,1757 kj(420 kcal),"14,9",10,"62,75",0,"8,8","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Baklava -,5200125512531,['France'],"['Wheat flour', 'glucose', 'sugar', 'hydrogenated vegetable oils', 'almond ', '7%', 'salt', 'cinnamon clove', 'acidifier: citric acid', 'bulking agent: sodium bicarbonate', 'diphosphates', 'starch', 'preservative potassium sorbate', 'color: beta - carotene']","[""Pourrait contenir de l'huile de palme""]",?,363,1519 kj(363 kcal),"5,9","2,4",72,"38,4","5,2","0,19","0,076",D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,-8%,-9%,-57%,-37%,+20%,+26%,-9%,-27%,-27%,14,-6%,D,-6%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,"['Gluten', 'Fruits à coque']",4,"['E330 - Acide citrique', 'E500ii - Carbonate acide de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",5.9 g,en quantité modérée,2.4 g,en quantité modérée,38.4 g,en quantité élevée,0.19 g,en faible quantité,,,,,
567,Loukoumi Grenade & Raisin -,5200125764060,['France'],[],[],?,350,1464 kj(350 kcal),0,0,"87,5",0,0,0,0,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,-1%,-1%,-100%,-100%,+7%,-100%,-100%,-100%,-100%,4,-70%,C,-70%,,,,,,,,,,"['Carton', 'boîte', 'Plastique']",,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,
568,Baklavas honey and mixed nuts -,5200125769010,['France'],[],[],?,382,1598 kj(382 kcal),9,3,71,37,8,0,0,D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,-3%,-4%,-34%,-21%,+18%,+21%,+39%,-100%,-100%,14,-6%,D,-6%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,,,,9 g,en quantité modérée,3 g,en quantité modérée,37 g,en quantité élevée,0 g,en faible quantité,,,,,
569,Baklavas -,5200129620393,['France'],[],[],?,346,1448 kj(346 kcal),"11,4",1,"63,8","35,5","5,2",0,0,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries']",,-8%,-8%,-32%,-88%,+33%,+21%,-3%,-100%,-100%,11,-36%,D,-36%,,,,,,,,,,,,,,,,,11.4 g,en quantité modérée,1 g,en faible quantité,35.5 g,en quantité élevée,0 g,en faible quantité,,,,,
570,Kantaifi,5200129620447,['France'],[],[],?,338,1414 kj(338 kcal),"9,6",1,"64,6","36,4","6,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Chocolat au lait - Souvenir from Greece,5200129620638,['France'],[],[],?,556,2326 kj(556 kcal),33,22,58,55,5,"0,044","0,018",E,"['Souvenir from Greece', 'FlyOnBoard']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,+1%,+1%,-4%,+12%,+12%,+12%,-30%,-81%,-81%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,['Grèce'],,,,,33 g,en quantité élevée,22 g,en quantité élevée,55 g,en quantité élevée,0.044 g,en faible quantité,,,,,
572,Huile d’olive - Tagaris,5200130600711,['France'],[],[],?,828,3464 kj(828 kcal),92,13,0,0,0,0,0,,['Tagaris'],['Matières grasses'],,+3%,+3%,+4%,-43%,-100%,-100%,-100%,-100%,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,,
573,Ellinika huile d'olivr vierge extra - Elaia - 3l,5200131260037,['France'],"['avec un partum unique', 'riche en acides gras monosaturés', "" HUILÉD'OLIVECATEGORIESUPERIEURE OBTENUE DIRECTEMENT DES OLIVES ET UNIQUEMENTPApbkS PROCEDES MECANIQUES""]",[],?,824,3448 kj(824 kcal),91,13,0,0,0,0,0,D,['Elaia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,-4%,-4%,-5%,-7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,3 l,,,,,,,,91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,,
574,Eleolado sitia,5200131290126,['France'],[],[],?,900,3766 kj(900 kcal),100,"15,5",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Delicate beauty,5200133120056,['France'],[],[],?,521,2180 kj(521 kcal),27,13,57,47,10,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Delicate beauty vanille,5200133120063,['France'],[],[],?,513,2146 kj(513 kcal),26,13,59,46,9,"0,038","0,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Delicate beauty,5200133120087,['France'],[],[],?,478,2000 kj(478 kcal),24,13,65,45,"5,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Délicate Beauty,5200133120094,['France'],[],[],?,521,2180 kj(521 kcal),27,13,57,47,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Delicet beauty,5200133120100,['France'],[],[],?,513,2146 kj(513 kcal),26,13,59,46,9,"0,038","0,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Delicate beauty cappuccino,5200133120117,['France'],[],[],?,474,1983 kj(474 kcal),22,12,63,44,6,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Biscady,5200133120124,['France'],[],[],?,478,2000 kj(478 kcal),24,13,60,45,"5,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Delicate beauty,5200133120162,['France'],[],[],?,478,2000 kj(478 kcal),24,13,60,45,"5,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Koybapakhe,5200133220015,['France'],[],[],?,102,427 kj(102 kcal),"7,4","4,8","2,8","2,8","5,4","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Halvas with pistache,5200133530411,['France'],[],[],?,540,2259 kj(540 kcal),"34,8",0,"42,3","42,3","15,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Baklavas -,5200133531326,['France'],[],[],?,410,1715 kj(410 kcal),10,"2,3","71,3","34,5","7,6","0,38","0,152",D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,+4%,+3%,-27%,-39%,+19%,+13%,+32%,+46%,+46%,15,+1%,D,+1%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,,,,10 g,en quantité modérée,2.3 g,en quantité modérée,34.5 g,en quantité élevée,0.38 g,en quantité modérée,,,,,
586,Olives Grecques Throumba de Thassos A.O.P. - HELENE - 180gr,5200134920037,['France'],"['olives de l’île de Thassos*', 'sel 1,78%', '* de l’agriculture biologique']",[],?,515,2155 kj(515 kcal),"55,8","6,7","9,4",0,"2,8","1,78","0,712",B,['HELENE'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",,+168%,+172%,+203%,+140%,+392%,-100%,+111%,-49%,-49%,19,+54%,E,+54%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,180 gr,"['Sachet plastique', 'atmosphere protectrice']","['Bio', 'Apellation d’origine protégée']","['Kaltsas M. Evangelos – Chelmou29', '14565 Agios Stefanos', 'Attiki Grèce']",,,,,55.8 g,en quantité élevée,6.7 g,en quantité élevée,0 g,en faible quantité,1.78 g,en quantité élevée,"['Grèce', 'Thassos']",Olives Grecques Throumba de Thassos A.O.P.,,,
587,OLIVES VERTES AMFISSA DENOYAUTEES - HÉLÈNE/DÉLICES GRECS - égoutté 4.3kg,5200134920402,['France'],"['Olives vertes Amfissa dénoyautées*', ' eau', 'sel', 'huile essentielle citron', '*Produit issu de l’agriculture biologique']",[],791,?,791 kj(189 kcal),"17,6","3,1","5,6","0,2","1,1","3,62","1,448",B,['HÉLÈNE/DÉLICES GRECS'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",+4%,,-0%,-4%,+11%,+193%,-29%,-17%,+3%,+3%,15,+22%,D,+22%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,égoutté 4.3kg,['Plastic container'],"['Bio', 'Bio européen', 'GR-BIO-03']",['Greece'],,,3,,17.6 g,en quantité modérée,3.1 g,en quantité modérée,0.2 g,en faible quantité,3.62 g,en quantité élevée,['Grèce'],OLIVES VERTES AMFISSA DENOYAUTEES,,,
588,OLIVES NOIRES AMFISSA DENOYAUTEES - HÉLÈNE/DÉLICES GRECS - égoutté 4.3kg,5200134920419,['France'],"['Olives noires Amfissa dénoyautées', ' eau', 'sel', 'huile essentielle citron', 'huile essentielle thym']",[],1176,?,1176 kj(281 kcal),"25,2","2,6","0,3",0,"1,6","3,8","1,52",B,['HÉLÈNE/DÉLICES GRECS'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",+54%,,+48%,+37%,-7%,-84%,-100%,+20%,+8%,+8%,15,+22%,D,+22%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,égoutté 4.3kg,['Plastic Container'],,['Greece'],,,3,,25.2 g,en quantité élevée,2.6 g,en quantité modérée,0 g,en faible quantité,3.8 g,en quantité élevée,['Grèce'],,,,
589,Baklava -,5200135800864,['France'],[],[],?,342,1431 kj(342 kcal),"5,2","2,1",32,"0,2","4,8","0,1","0,04",D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,-13%,-14%,-62%,-44%,-47%,-99%,-16%,-62%,-62%,4,-73%,C,-73%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,,,,5.2 g,en quantité modérée,2.1 g,en quantité modérée,0.2 g,en faible quantité,0.1 g,en faible quantité,,,,,
590,Sucre de fleur de coco - BioAgros,5200300106210,['France'],['Sucre de fleur de coco bio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,376,1573 kj(376 kcal),"0,1",,"91,1",,"1,2","0,2","0,08",B,['BioAgros'],"['Édulcorants', 'Sucres', 'Sucres de coco']",,-2%,-2%,-76%,,-3%,,+3%,+2%,+2%,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,"['Bio', 'Bio européen', 'Agriculture non UE']",,,,2,,0.1 g,en faible quantité,,,,,0.2 g,en faible quantité,['Indonésie'],,,,
591,Pates completes - Amidonnier (l'ancetre de l'epautre),5200300108177,['France'],[],[],?,355,1485 kj(355 kcal),"1,3","0,01","71,5","0,01","11,7","0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,+7%,+7%,-50%,-99%,+16%,-100%,+1%,-95%,-95%,-1,,A,,,,,,,,,,,,['Bio'],,,,,,1.3 g,en faible quantité,0.01 g,en faible quantité,0.01 g,en faible quantité,0.01 g,en faible quantité,,,,,
592,Pate Completes - Olyra,5200300108207,['France'],[],[],?,355,1485 kj(355 kcal),?,"1,3",?,"0,01","11,7","0,01","0,004",,['Olyra'],,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,
593,semi dried blacl plives,5200300109624,['France'],[],[],?,583,2439 kj(583 kcal),"50,8","7,1","28,2",0,"3,3","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Salade d'aubergines,5200300111849,['France'],[],[],?,288,1205 kj(288 kcal),"2,5","0,2",9,4,"1,1","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,
595,5200300111856,5200300111856,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'GR-BIO-12']",,,,,,,,,,,,,,,,,,
596,Wafer al gianduja,5200303802416,['France'],[],[],?,476,1992 kj(476 kcal),"16,7","7,8","75,5","50,2",5,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Wafer al Gianduja 10 - Amorino,5200303802478,['France'],"['SUGAR', 'WHEAT FLOUR', 'PALM OIL', 'WHEY POWDER', 'CORN STARCH', 'DEFATTED COCOA POWDER SKIM MILK POWDER', 'HAZELNUTS ', '12%', 'EMULSIFIER: SOYA LECITHIN', 'COLOR: CARAMEL COLOR', 'GLUCOSE SYRUP', 'FLAVORINGS', ' MAY TRACES OF EGGS', 'SESAME', 'PEANUTS OR OTHER NUTs', ' ', 'zy,v ', ""YJJI JIS 961SJl ' jsSJ"", '?Jl Jsà_jl']","['Huile de palme', 'Non végétalien']",?,476,1992 kj(476 kcal),"16,7","7,8","75,5","50,2",5,"0,2","0,08",,['Amorino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja']",4,"['E322i - Lécithine', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,,,,,,,,,,,,
598,"Huile olive cretoise ""sitia"" - Physis",5200305013216,['France'],"['Extra Native OUven6t fiste Outektasse', 'direct aus Otiven ausschlie', 'jtich mit mechanischen Verfahren gewonnen', ' KALTEXTRAKIION Ongoxoooe Macno 3KCTpa BgpA*HH Ongoxoooe Macno cagoi Bblcujeii xa•reropng', 'nonyueHHoe npqM0 c onMBKOBb1X nepeBbeB uacmoqn-renbH0 MexaHgqeCKUMH cpencrBaMM', "" xonOAHOE 3KCTPMMPOBAHHE Huile d' Oüve Vierge Extra Huile d"", 'olive de catégorie supérierure obtenuedirectement des olives et uniquement par des procédés méaniques', ' A FROID napBévo nac6Xa50 avorépaç KŒmyop', 'aç nou nap6YEtat aneu8e', 'aç an6 EÀLéç Kat g6vo pnxavuqéç pee650uç EArnrH EN ', 'VYXPn SUPERIOR CATEGORY OUVE OIL OBTANED DIRECTLY']",[],?,828,3464 kj(828 kcal),100,0,0,0,0,0,0,,['Physis'],['Matières grasses'],,+3%,+3%,+13%,-100%,-100%,-100%,-100%,-100%,-100%,10,-12%,C,-12%,,,,,,,,,,,,,,,,,100 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,
599,Kataifi with honey & almonds - Physis - 175gr,5200305013650,['France'],[],[],?,?,,?,,?,,?,,,,['Physis'],,,,,,,,,,,,,,,,,,,,,,,,175gr,,,,,,,,,,,,,,,,,,,,
600,Kataifi with honey & almonds - Physis - 175gr,5200305013650,['France'],[],[],?,?,,?,,?,,?,,,,['Physis'],,,,,,,,,,,,,,,,,,,,,,,,175gr,,,,,,,,,,,,,,,,,,,,
601,Baklavas with pistachios and honey - Physis - 175gr,5200305014206,['France'],"['Filo pastry ', 'wheat flour', 'sugar', 'glucose', 'honey', ' pistachios', 'vegetable oil', 'sodium sorbate 0,1%', 'citric acid 0,2%', 'vanillin']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,D,['Physis'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,,,,,,,,,,,,,,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,175gr,,,,,"['Gluten', 'Fruits à coque']",4,,,,,,,,,,,,,,
602,Loukoumi,5200305019935,['France'],[],[],?,367,1536 kj(367 kcal),"0,9","0,3",90,75,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Kataifi with honey & almonds - Physis - 175gr,5200305555709,['France'],[],[],?,?,,?,,?,,?,,,,['Physis'],,,,,,,,,,,,,,,,,,,,,,,,175gr,,,,,,,,,,,,,,,,,,,,
604,Kataifi - Physis,5200305555716,['France'],[],[],?,321,1343 kj(321 kcal),"3,41","1,23","67,2",45,"3,94","0,7","0,28",,['Physis'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux grecs']",,-20%,-20%,-83%,-84%,+35%,+61%,-28%,+15%,+15%,14,-22%,D,-22%,,,,,,,,,,,,,,,,,3.41 g,en quantité modérée,1.23 g,en faible quantité,45 g,en quantité élevée,0.7 g,en quantité modérée,,,,,
605,Baklavas - Terra Natura - 200g e,5200310405464,['France'],"['Farine de froment ', 'gluten', 'sucre', 'glucose', 'huiles végétales partiellement hydrogénées', '6 % de noix ', 'amande', 'kernel', 'amande de noix', 'amande de pistache', 'miel ', '3 %', 'amidon de maïs', 'farine de seigle', 'quatre', 'farine maltée', 'sel', 'levure', 'cannelle', 'clou de girofle', 'arôme', ""régulateur d'acidité: acide citrique"", 'conservateurs: sorbate de potassium', 'antioxydant: acide ascorbique couleur: bêta-carotène']","['Huile de palme', 'Non végétalien']",?,340,1423 kj(340 kcal),"10,7",4,"55,6",25,"5,7",0,0,E,['Terra Natura'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Baklava']",,-14%,-15%,-22%,+6%,-7%,-18%,-1%,-100%,-100%,11,-26%,D,-26%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,200 g e,"['Carton', 'boîte', 'Plastique']",,,['Avion'],"['Gluten', 'Fruits à coque']",4,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E160ai - Bêta-carotène']",10.7 g,en quantité modérée,4 g,en quantité modérée,25 g,en quantité élevée,0 g,en faible quantité,,Greek Traditional Sweets,,,
606,Huile d'olive,5200310700033,['France'],[],[],?,825,3452 kj(825 kcal),"91,5",13,0,0,0,0,0,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,-4%,-7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,"['Bio', 'Bio européen', 'GR-BIO-01']",,,,,,91.5 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,,
