,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_energy_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,quantity,packaging,traceability_code,manufacturing,link,allergens,nova_score,ingredients_origins,generic_name,additives,origin_detail
1552,Pain intermarche,0260017003283,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,bière du pays occitant,3277163371507,,['France'],[],[],?,,?,,?,,?,,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Confiserie carnaval,3395503123934,,['France'],[],[],?,,387,,"1,2",,94,,"0,1",,"1,2",83,1619 kj(387 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Côte de porc échine × 2,0201511017451,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Chutes de jambon,2440565038908,,['France'],[],[],?,,112,,"3,5",,0,,20,,"1,3",0,469 kj(112 kcal),"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,P’tit muffin français fraise,3760250173851,,['France'],[],[],?,,405,,17,,58,,"4,5",,"1,5",32,1695 kj(405 kcal),"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Truite de mer fumée -  - 120g,3760171131602,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', ""Truites d'élevage"", 'Truites fumées']",['France'],"['TRUITE de mer ', 'Salmo trutta trutta', ""sel d'Assérac""]",[],753,+15%,180,+13%,"9,27",+26%,"0,69",+66%,"23,4",+3%,"1,71",0,753 kj(180 kcal),"3,18","1,272",D,,9.27 g,en quantité modérée,1.71 g,en quantité modérée,0 g,en faible quantité,3.18 g,en quantité élevée,+13%,+21%,-100%,+11%,+11%,13,+7%,D,+7%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,120g,['Frais'],,,,['Poisson'],,"['France', 'Bretagne']",,,
1559,Donuts,0206914019682,,['France'],[],[],?,,432,,27,,41,,"6,8",,13,14,1807 kj(432 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Poulet Fermier,0217823035496,,['France'],[],[],?,,138,,"5,9",,0,,20,,"1,7",0,577 kj(138 kcal),"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,
1561,Brie pasteurisé,2235902033858,,['France'],[],[],?,,339,,28,,"1,8",,20,,23,"0,5",1418 kj(339 kcal),"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Chicco d’oro,7610899122412,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Les escalopes gourmandes,2447040016666,,['France'],[],[],?,,113,,"2,3",,"0,1",,23,,"0,7","0,1",473 kj(113 kcal),"0,3","0,12",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Queso de oveja curado -,2295308002001,,['France'],[],[],?,,435,,38,,"0,3",,23,,27,0,1820 kj(435 kcal),"1,5","0,6",,['AOP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ES 15.00689/NA CE'],,,,,,,,
1565,Pasteis,0216464019025,,['France'],[],[],?,,289,,12,,40,,"4,8",,"6,2",23,1209 kj(289 kcal),"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Emmental de Savoie IGP,0208556019228,,['France'],[],[],?,,399,,31,,1,,29,,21,0,1669 kj(399 kcal),"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Pizza espagnole,0208863038707,,['France'],[],[],?,,242,,13,,18,,13,,"5,9","1,9",1013 kj(242 kcal),"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,La cuillère gourmande,3760124231083,,['France'],[],[],?,,241,,"0,1",,"59,5",,"0,53",,"0,01",59,1008 kj(241 kcal),"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Pave de thon Albacore,2869602048289,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Confiture fraise,3700063992119,,['France'],[],[],?,,264,,"0,2",,"57,1",,"0,6",,"0,2","53,9",1105 kj(264 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Contre-filet Wagyu Kagoshima,1012839,,['France'],[],[],?,,152,,"6,74",,"0,6",,"22,3",,0,0,636 kj(152 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Saumon - Delpierre,3038680006903,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']",['France'],"['Saumon keta du Pacifique ', 'Oncorhynchus keta', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,115,-14%,"2,7",-27%,0,-100%,23,-3%,"0,6",0,481 kj(115 kcal),3,"1,2",E,,2.7 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,3 g,en quantité élevée,-13%,-25%,-100%,+2%,+2%,11,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Delpierre'],,,,['MSC-C-50292'],,,,3,,,,
1573,Chips de banane plantain,7709779816500,,['France'],[],[],?,,509,,24,,71,,"2,2",,"10,62",22,2130 kj(509 kcal),"1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Pulpe Tomate Des Giaguaro 1 / 2,8010706245119,,['France'],[],[],?,,26,,"0,1",,4,,"1,3",,0,"3,1",109 kj(26 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Saucisson pur boeuf,2763907003892,,['France'],[],[],?,,431,,30,,0,,39,,14,0,1803 kj(431 kcal),9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Jambon cuit de qualité supérieure cuit à l'étouffee,2889384027425,,['France'],[],[],?,,150,,"7,8",,"0,5",,"19,5",,3,"0,5",628 kj(150 kcal),"2,39","0,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,La laitière - Nestle,0014220161717,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nestle'],,,,,,,,,,,,
1578,Margherita al gorgonzola,8005299002997,,['France'],[],[],?,,288,,11,,34,,13,,"5,6","1,3",1205 kj(288 kcal),"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Oreille de porc,2285710008999,,['France'],[],[],?,,175,,"6,9",,"3,6",,"24,5",,"2,3","1,5",732 kj(175 kcal),"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Pate a l'ail,2254515019097,,['France'],[],[],?,,286,,24,,"3,5",,14,,"9,6",2,1197 kj(286 kcal),"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Stracciatella,8005021010917,,['France'],[],[],?,,234,,"12,18",,"26,9",,"4,32",,"10,26","26,9",979 kj(234 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Avocats,3700353611379,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Thé vert cerise - Maison Taillefer,3564884024004,,['France'],[],[],?,,20,,0,,0,,64,,0,0,84 kj(20 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison Taillefer'],,,,,,,,,,,,
1584,Filets de poulets jaunes,2447105041527,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,D,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1585,Pó Talco Amanhecer,5601240015431,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Pates de fruit,3760185900065,,['France'],[],[],?,,327,,"0,5",,80,,"0,5",,"0,1",71,1368 kj(327 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Barebells,4260287186378,,['France'],[],[],?,,354,,13,,31,,36,,"6,1","2,5",1481 kj(354 kcal),"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Bloc de foie gras de canard,3700518702287,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
1589,Filet de poulet,2487390036143,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],?,,108,-18%,"1,8",-38%,1,+109%,23,+1%,"0,5",1,452 kj(108 kcal),"0,13","0,052",D,,1.8 g,en faible quantité,0.5 g,en faible quantité,1 g,en faible quantité,0.13 g,en faible quantité,-17%,-33%,+312%,-83%,-83%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1590,Sauce a l’olive & à la truffe d’été (3%),3547130068724,,['France'],[],[],?,,324,,32,,3,,5,,6,"0,6",1356 kj(324 kcal),"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Chèvre frais - Chêne d'Argent - 200 g -,4056489360926,,['France'],[],[],791,,190,,"14,4",,"3,8",,"11,4",,"9,7","2,3",791 kj(190 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],200 g,['Plastique'],"['FR 24.451.001 CE', 'Saint-Martial-de-Valette (Dordogne, France)']",['France'],,,,,,,
1592,Tarte saumon oseille,2006050008230,,['France'],[],[],?,,248,,15,,20,,8,,7,"1,4",1038 kj(248 kcal),"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Mangue Brooks séchée,3700019521431,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Saucisson sec,2006050024223,,['France'],[],[],?,,444,,38,,"1,4",,24,,15,"1,4",1858 kj(444 kcal),"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 71.350.001 CE', 'Pierreclos (Saône-et-Loire, France)']",,,,,,,,
1595,Ad Amino,3760179151305,,['France'],[],[],?,,?,,?,,?,,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Pastilles rafraichissantes a la menthe,3770003247388,,['France'],[],[],?,,327,,"1,3",,96,,0,,"1,3",53,1368 kj(327 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Macbook Chips Rosemary,4030254457219,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,#Ke Maíz,8425408015043,,['France'],[],[],?,,430,,"11,5",,"70,34",,"1,8",,"4,2",0,1799 kj(430 kcal),"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,miel de lavande,3770001551050,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1600,miel de lavande,3770001551050,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1601,Rond de tradition Fleury,0200520022630,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Caviar,4260625716052,,['France'],[],[],?,,274,,"17,7",,"3,6",,"24,8",,"4,6",0,1146 kj(274 kcal),"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE NW-70529 EG'],,,,,,,,
1603,Noix de Saint Jacques sans corail,2054152021978,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Choco nutty,3770009606356,,['France'],[],[],?,,412,,"5,7",,"6,7",,"76,6",,"0,8",3,1724 kj(412 kcal),"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Opti lean whey,5060469983035,,['France'],[],[],?,,?,,?,,?,,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Pates de fruits coing,3665500250026,,['France'],[],[],?,,325,,"0,2",,79,,"0,8",,"0,02",72,1360 kj(325 kcal),"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Cookie baking mix,5714484000603,,['France'],[],[],?,,368,,"3,4",,77,,"0,4",,"0,4",38,1540 kj(368 kcal),"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Fiori di merluzzo,8057018222537,,['France'],[],[],?,,74,,"1,1",,0,,16,,"0,3",0,310 kj(74 kcal),"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Pepite de chocolat noir,2179134923061,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Thé de Noël,3346040199340,,['France'],[],[],?,,1,,0,,"0,2",,"0,1",,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Jus de gingembre bio,4260654781175,,['France'],[],[],?,,11,,1,,"1,5",,1,,0,"1,5",46 kj(11 kcal),0,0,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Bugnes,3276555342606,,['France'],[],[],?,,425,,20,,50,,10,,"9,7",10,1778 kj(425 kcal),"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,2391430005221,2391430005221,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Organic dates,4550182884159,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Bouillon de tomates pomodoro,8057681773596,,['France'],[],[],?,,29,,"0,2",,0,,"1,4",,"0,1",0,121 kj(29 kcal),"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Compote d’echalotes,3760025640458,,['France'],[],[],?,,33,,"0,5",,30,,2,,"0,5",19,138 kj(33 kcal),"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Lesieur professionnel mayonnaise,3265470047024,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Chocolat lait à la crème de caramel,3760090080500,,['France'],[],[],?,,542,,"35,6",,"49,7",,"5,8",,"21,7","43,6",2268 kj(542 kcal),"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Tablette de chocolat,3103200014819,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Brisures de menthe,1947511675008,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Platanitos Maduritos Soldanza,7441163911032,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Almond daily delight,8719325335378,,['France'],[],[],?,,89,,"8,3",,"3,1",,"2,2",,"2,8","0,6",372 kj(89 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Kéfir,3770013130199,,['France'],[],[],?,,10,,0,,1,,"0,1",,0,1,42 kj(10 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Riz a la mediterraneenne,9680157003805,,['France'],[],[],?,,171,,"3,3",,31,,"3,8",,"0,4","2,5",715 kj(171 kcal),"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,0813636022212,0813636022212,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,8437003084850,8437003084850,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Bon bio,2006050024261,,['France'],[],[],?,,40,,"0,5",,"8,7",,"0,7",,0,"8,7",167 kj(40 kcal),,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,0048107182113,0048107182113,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,0017600021380,0017600021380,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Gatorade Performer g Boisson Désaltérante Punch Aux Fruits,0055577106648,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Confirure de sorciere,3760256991015,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Crêpes tradition,0201102013510,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Margarine Doux,8719200083141,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Steak thonpatudo - 3,0270525048744,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
1635,Saumon affiné pavé - 4,0204444033727,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
1636,Steak de thon germon - 3,0270526039697,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
1637,Capitaine premium pavé - 4,0270544046776,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
1638,Steak d'espadon - 4,0270527037982,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
1639,9310560023137,9310560023137,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Steak de marlin noir - 4,0270528032931,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
1641,Suspicolinos - 270g,8436021259554,,['France'],[],[],?,,245,,10,,26,,12,,"3,6","2,5",1025 kj(245 kcal),"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,270 g,,,,,,,,,,
1642,Pavé de saumon - 3,0270522063696,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
1643,Mozarella Di bufala campana DOP,3701002404410,,['France'],[],[],?,,288,,25,,"0,8",,15,,17,"0,5",1205 kj(288 kcal),"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Pizza la creole - 2,3345100004518,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['France'],['bp a faire'],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
1645,Pizza la kaz lardons oignons - 2,3345100004945,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
1646,Confiture d’abricot,3036851927163,,['France'],[],[],?,,0,,0,,0,,58,,0,0,0 kj(0 kcal),"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Brioche des rois fruits confits,2648796036087,,['France'],[],[],?,,337,,"9,9",,50,,"9,8",,"5,2",10,1410 kj(337 kcal),"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Cassoulet aux manchons se canard,3760105355500,,['France'],[],[],?,,123,,9,,"2,3",,"7,3",,"1,3","0,5",515 kj(123 kcal),"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Miel,3520059919155,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Pâte,05252688,,['France'],[],[],?,,1,,0,,0,,0,,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Pistache coque crue,3378730231160,,['France'],[],[],?,,600,,"46,5",,"18,4",,"21,4",,"5,45","7,64",2510 kj(600 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Jambon serrano,2400414127870,,['France'],[],[],?,,222,,"10,1",,"1,1",,"31,8",,4,"0,8",929 kj(222 kcal),"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Bircher muesli - Marks & Spencer,29059058,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['France'],[],[],?,,386,-7%,"10,5",-20%,"57,1",-6%,"11,4",+16%,"1,5","19,7",1615 kj(386 kcal),,,B,,10.5 g,en quantité modérée,1.5 g,en quantité modérée,19.7 g,en quantité élevée,,,-7%,-55%,+17%,,,,,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,['Marks & Spencer'],,,,,,,,,,,,
1654,Salade classique - 7,3345100005447,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
1655,18948535,18948535,,['France'],"['O Fraises Surgelées Ingrédients Fraises surgelées sans conservateurs ou colorants artificiels', ' do Pró aration']",[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Cookie chocolat au lait / noisettes,3760284702539,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Taboulé cuisine du sud - 3,3367700022242,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
1658,Valerie remoulade - 2,3367700022266,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
1659,Pain spécial Maïs Tournesol Campanière,0260084006569,,['France'],[],[],?,,290,,"4,2",,48,,"11,5",,"0,6","1,4",1213 kj(290 kcal),"1,22","0,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Pink Chaï,3760287220832,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Monster munch,2336958409151,,['France'],[],[],?,,482,,22,,66,,"4,4",,"2,8","5,7",2017 kj(482 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Haricots blancs,2006050024315,,['France'],[],[],?,,99,,"0,6",,14,,6,,0,"0,6",414 kj(99 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Nina,3160920651960,,['France'],[],[],?,,0,,0,,0,,0,,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Patate Douce Bio,3663362017740,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Bonjour integrale,8032755323563,,['France'],[],[],?,,448,,"13,8",,"69,2",,"9,1",,"13,8",18,1874 kj(448 kcal),"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Sandwich kebab/volaille,0208024025911,,['France'],[],[],?,,160,,"3,7",,22,,9,,"0,9","1,6",669 kj(160 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Sugo al Basilico,8008343299671,,['France'],[],[],?,,67,,"4,4",,"5,4",,"1,1",,"0,5",5,280 kj(67 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
