,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,quantity,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,allergens,ingredients_origins,additives,nova_score,markets,generic_name,brand_owner,manufacturing,link,producer_info,palm_ingredients
1174,Mini andouillettes de canard x6 - Le gaulois - 360g,3266980238766,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Abats de porc : 55 %', 'viande de canard avec peau origine France : 18 %', 'filet de canard fumé traité en salaison : 7% ', 'filet de canard origine France : 6%', 'sel', 'dextrose de blé', 'arômes', 'conservateur : nitrite de sodium', 'antioxydant : érythorbate de sodium', 'oignons', 'MOUTARDE : 3% ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'conservateur : SULFITE acide de sodium', 'eau', ""MOUTARDE à l'ancienne : 1"", '5% ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vin blanc', 'sel', 'épices', 'plantes aromatiques', 'arômes', 'extrait de poivre', 'ferments', 'conservateur : nitrite de sodium', 'antioxydant : érythorbate de sodium', ' Peut contenir des traces de lait', 'blé', 'oeufs', 'fruits à coques', 'soja']","['Non végétalien', 'Non végétarien']",1049,253,19,0,19,1049 kj(253 kcal),"7,3",0,"1,6","0,64","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de canard']",,+13%,+18%,-100%,+10%,E,360 g,['Le gaulois'],82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,19 g,en quantité modérée,7.3 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+13%,+19%,-100%,+14%,+14%,17,+19%,D,+19%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Moutarde', 'Anhydride sulfureux et sulfites']",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe,
1175,Andouillettes saveur Chorizo x2 - Le Gaulois - 240g,3266980132231,['France'],"['Abats de porc : 59 %', 'viande de dinde : 20 %', 'oignons émincés', 'eau', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'conservateur : sulfite acide de sodium', 'sel', 'épices ', 'dont paprika', 'paprika fumé', 'piment doux fumé', 'piment fort', 'plantes aromatiques', 'dextrose de blé', 'vin blanc', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",865,?,14,"1,3",18,865 kj(207 kcal),"7,2","0,5","1,5","0,6","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de volaille']",-10%,,-19%,+111%,-1%,E,240 g,['Le Gaulois'],82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,14 g,en quantité modérée,7.2 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,-10%,-6%,+37%,-13%,-13%,13,-22%,D,-22%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Moutarde', 'Anhydride sulfureux et sulfites']",,"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe,
1176,mini andouillettes canard moutarde a l'ancienne - Le gaulois - 720g,3266980552008,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Abats de porc : 55 %', 'viande de canard avec peau origine France : 18 %', 'filet de canard fumé traité en salaison : 7% ', 'filet de canard origine France : 6%', 'sel', 'dextrose de blé', 'arômes', 'conservateur : nitrite de sodium', 'antioxydant : érythorbate de sodium', 'oignons', 'MOUTARDE : 3% ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'conservateur : SULFITE acide de sodium', 'eau', ""MOUTARDE à l'ancienne : 1"", '5% ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'vin blanc', 'sel', 'épices', 'plantes aromatiques', 'arômes', 'extrait de poivre', 'ferments', 'conservateur : nitrite de sodium', 'antioxydant : érythorbate de sodium', ' Peut contenir des traces de lait', 'blé', 'oeufs', 'fruits à coques', 'soja']","['Non végétalien', 'Non végétarien']",1049,253,19,0,19,1049 kj(253 kcal),"7,3",0,"1,6","0,64","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de canard']",,+13%,+18%,-100%,+10%,E,720 g,['Le gaulois'],82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,19 g,en quantité modérée,7.3 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+13%,+19%,-100%,+14%,+14%,17,+19%,D,+19%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Moutarde', 'Anhydride sulfureux et sulfites']",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe,
1177,brochettes de filet de canard aux poivres - Le gaulois - 300g,3266980040413,['France'],"['Filet de canard avec peau origine France : 99%', 'assaisonnement aux poivres: 1% ', 'poivre blanc et noir : 0', '4%', 'sel', 'poivron déshydraté', 'huile de tournesol', 'arôme naturel', ""poudre d'oignon"", 'extrait de paprika', 'Traces possibles gluten', 'lait']",[],873,210,15,"0,7",18,873 kj(210 kcal),5,0,"0,53","0,212","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Brochettes', 'Brochettes de canard']",+46%,+31%,+97%,-79%,+10%,,300 g,['Le gaulois'],,,,,,,,15 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,0.53 g,en quantité modérée,+31%,+126%,-100%,-45%,-45%,3,-11%,C,-11%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,['E160c - Extrait de paprika'],4,,,,,,LDC St Laurent - ZI St Laurent - 72300 Sablé/Sarthe,
1178,brochettes trad extra tendre poulet provencale - Le gaulois - 450g,3266980785895,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Viande de poulet origine France : 79%', 'tomate cerise : 13 %', 'marinade méditerranéenne : 8% ', ' eau', 'épices et plantes aromatiques', 'semoule de riz', 'sel', 'tomate : 0', '6%', 'poivron', 'betterave rouge', 'arômes et arômes de fumée', 'sucre', ""huile d'olive : 0"", '2%', ""extrait d'épice"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'Traces possibles gluten', 'lait']",[],428,101,2,"1,6",19,428 kj(101 kcal),"0,5","1,3","1,1","0,44","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet']",-14%,-30%,-54%,-74%,+7%,E,450 g,['Le gaulois'],81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,2 g,en faible quantité,0.5 g,en faible quantité,1.3 g,en faible quantité,1.1 g,en quantité modérée,-29%,-60%,-66%,-4%,-4%,0,-100%,B,-100%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1179,Brochettes de poulet thym citron S/AT LG - Le gaulois - 725g,3266980133283,['France'],"['Brochettes de filet de poulet mariné thym et *arôme citronIngrédients ', 'à la mise en oeuvre', ':Filet de poulet origine France: 81 %', 'marinade thym et arôme citron : 10 % ', 'eau', 'chapelure de BLÉ', 'sucre', 'sel', 'maltodextrine de blé', 'arômes naturels ', 'dont citron : 0,1%', 'amidon de BLÉ', 'herbes aromatiques ', 'dont thym 0', '1%', 'légumes déshydratés', ""épices et extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'citron jaune : 9%', 'Traces possiBLÉs lait']",[],465,114,"1,8","3,4",21,465 kj(114 kcal),"0,6","1,1","1,3","0,52","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet']",-7%,-21%,-58%,-46%,+19%,E,725 g,['Le gaulois'],81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,1.8 g,en faible quantité,0.6 g,en faible quantité,1.1 g,en faible quantité,1.3 g,en quantité modérée,-23%,-52%,-71%,+13%,+13%,1,-67%,B,-67%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Gluten'],,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1180,brochettes trad filet de poulet olive-romarin - Le gaulois - 450g,3266980773564,['France'],"['Ingrédients ', 'à la mise en œuvre', ' :Filets de poulet origine France : 82% minimum', ""marinade à l'olive et au romarin : 10% "", 'eau', 'semoule de riz', 'maltodextrine', 'sel', 'arômes naturels', 'légume et extrait de légume ', ""dont extrait d'olive verte : 0,07%"", 'épices et plantes aromatiques ', 'dont romarin : 0,04% maximum', ""huile d'olive : 0,1%"", 'graine de pavot bleu', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'olive verte : 8% ', 'olive : 7', '7%', 'eau', 'huile de colza', 'sel', 'acidifiants : acide lactique et acide citrique', 'Traces possibles gluten et lait']",[],471,112,"3,5","2,1",17,471 kj(112 kcal),"0,7","0,9","1,2","0,48","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet']",-6%,-22%,-19%,-66%,-4%,E,450 g,['Le gaulois'],81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,3.5 g,en quantité modérée,0.7 g,en faible quantité,0.9 g,en faible quantité,1.2 g,en quantité modérée,-22%,-44%,-77%,+4%,+4%,1,-67%,B,-67%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium', 'E270 - Acide lactique', 'E330 - Acide citrique']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1181,brochettes de poulet olive romarin x 5 s/at - Le gaulois - 725g,3266980135614,['France'],"['Ingrédients ', 'à la mise en œuvre', ' :Filets de poulet origine France : 85% minimum', ""marinade à l'olive et au romarin : 10% "", 'eau', 'semoule de riz', 'maltodextrine', 'sel', 'arômes naturels', 'légume et extrait de légume ', ""dont extrait d'olive verte : 0,07%"", 'épices et plantes aromatiques ', 'dont romarin : 0,04% maximum', ""huile d'olive : 0,1%"", 'graine de pavot bleu', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium', 'olive verte : 5% ', 'olive : 4,8%', 'eau', 'huile de colza', 'sel', 'acidifiants : acide lactique et acide citrique', 'Traces possibles gluten', 'lait']",[],441,104,2,"2,6",19,441 kj(104 kcal),"0,6",0,"1,4","0,56","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet']",-12%,-28%,-54%,-58%,+7%,E,725 g,['Le gaulois'],81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,2 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,-27%,-52%,-100%,+22%,+22%,2,-34%,B,-34%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium', 'E270 - Acide lactique', 'E330 - Acide citrique']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1182,brochettes trad extra tendre poulet thym-citron - Le gaulois - 435g,3266980675615,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Filet de poulet : 77 %', 'citron jaune : 12%', 'marinade thym et arôme citron : 11 % ', 'eau', 'chapelure de BLÉ', 'sucre', 'sel', 'maltodextrine de blé', 'arômes naturels ', 'dont citron : 0,2%', 'amidon de BLÉ', 'herbes aromatiques ', 'dont thym 0', '2%', 'légumes déshydratés', ""épices et extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium']","['Non végétalien', 'Non végétarien']",405,96,"1,9","2,7",17,405 kj(96 kcal),"0,5","0,9","1,2","0,48","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet']",-19%,-33%,-56%,-57%,-4%,E,435 g,['Le gaulois'],81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,1.9 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,1.2 g,en quantité modérée,-33%,-60%,-77%,+4%,+4%,1,-67%,B,-67%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Gluten'],,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1183,brochettes de poulet tomate et volaille decor - Le gaulois - 760g,3266980517076,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Viande de poulet origine France : 84%', 'préparation à base de purée de tomate : 9% ', 'purée de tomate : 7%', 'eau', 'gélifiants: alginate de sodium - carraghénanes', 'vinaigre', 'sel', 'épaississant : farine de graine de caroube', 'poivre noir', 'peau de volaille reconstituée : 7 % ', 'eau', 'peau de dinde : 2', '45 %,gélifiants : alginate de sodium', 'sulfate de calcium', 'pyrophosphate tétrasodique', 'conservateur : acétate de sodium', 'Traces possibles gluten', 'lait']","['Non végétalien', 'Non végétarien']",515,123,"6,1",0,17,515 kj(123 kcal),"1,7",0,"0,25","0,1","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet']",+3%,-15%,+41%,-100%,-4%,E,760 g,['Le gaulois'],81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,6.1 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.25 g,en faible quantité,-14%,+36%,-100%,-78%,-78%,-2,-166%,A,-166%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Lait'],,"['E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E450iii - Diphosphate tétrasodique', 'E262i - Acétate de sodium']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1184,Brochettes de dinde à la provencale x4 - Le Gaulois - 400g,3266980196578,['France'],"['Viande de dinde origine France : 87%', 'poivron : 9 %', 'assaisonnement à la Provençale : 4% ', 'tomate en poudre', 'sel', 'fibre de pomme de terre', 'maltodextrine', 'oignon déshydraté', 'plantes aromatiques', 'ail déshydraté', 'arômes', 'sucre', 'épices', ""huile d'olive et de tournesol"", 'extraits de levure', 'fibre de riz']","['Non végétalien', 'Non végétarien']",511,?,"4,4",2,19,511 kj(122 kcal),"1,4",0,"1,3","0,52","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Brochettes', 'Brochettes de dinde']",+8%,,+0%,+127%,+9%,,400 g,['Le Gaulois'],,,,,,,,4.4 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.3 g,en quantité modérée,+8%,+6%,-100%,+112%,+112%,2,,B,,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,,4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1185,brochettes de poulet tomate et volaille decor - Le gaulois - 380g,3266980041120,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Viande de poulet : 84%', 'préparation à base de purée de tomate : 9% ', 'purée de tomate : 7%', 'eau', 'gélifiants: alginate de sodium – carraghénanes ', 'vinaigre', 'sel', 'épaississant: farine de graines de caroube', 'poivre noir', 'peau de volaille reconstituée: 7% ', 'eau', 'peau de dinde: 2', '45%', 'gélifiants: alginate de sodium', 'sulfate de calcium', 'pyrophosphate tétrasodique', 'conservateur: acétate de sodium', ' Traces possibles gluten', 'lait']","['Non végétalien', 'Non végétarien']",515,123,"6,1",0,17,515 kj(123 kcal),"1,7",0,"0,25","0,1","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet']",+3%,-15%,+41%,-100%,-4%,E,380 g,['Le gaulois'],81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,6.1 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.25 g,en faible quantité,-14%,+36%,-100%,-78%,-78%,-2,-166%,A,-166%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Lait'],,"['E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E450iii - Diphosphate tétrasodique', 'E262i - Acétate de sodium']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1186,Brochette de dinde - Le Gaulois - 825g,3266980194758,['France'],"['Viande de dinde : 81%', 'peau de volaille reconstituée : 10 % ', 'eau', 'peau de dinde : 3', '2 %', 'fibres de bambou', 'gélifiants : alginate de sodium - sulfate de calcium - diphosphate tetrasodique', 'conservateur : acétate de sodium', 'poivron vert : 9%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",501,?,"5,6",0,17,501 kj(120 kcal),"1,7",0,"0,22","0,088","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Brochettes', 'Brochettes de dinde']",+6%,,+28%,-100%,-3%,,825 g,['Le Gaulois'],,,,,,,,5.6 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.22 g,en faible quantité,+5%,+29%,-100%,-64%,-64%,-3,,A,,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,"['E401 - Alginate de sodium', 'E450iii - Diphosphate tétrasodique', 'E262i - Acétate de sodium']",4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1187,Brochettes de dinde Paprika x4 - Le Gaulois - 400g,3266980024970,['France'],"['Viande de dinde origine France : 87%', 'poivron : 9 %', 'assaisonnement au paprika: 4% ', 'sel', 'épices et aromates ', 'dont paprika 0,8%', 'chapelure de BLE', 'paprika : 20%', 'légume déshydraté', 'arômes naturels']","['Non végétalien', 'Non végétarien']",575,?,"6,9","0,8",18,575 kj(137 kcal),"1,9",0,"1,6","0,64","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Brochettes', 'Brochettes de dinde']",+22%,,+57%,-9%,+3%,,400 g,['Le Gaulois'],,,,,,,,6.9 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,1.6 g,en quantité élevée,+21%,+44%,-100%,+161%,+161%,4,,C,,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Gluten'],,,4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1188,Brochettes de dinde Barbecue x4 - Le Gaulois - 380g,3266980238728,['France'],"['Viande de dinde origine France : 87%', 'poivron : 9 %', 'assaisonnement saveur barbecue : 4% ', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomate', 'sucre', 'fibre de pois et amidon de pois', 'sel', 'huile de tournesol']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",508,?,"4,5","1,4",19,508 kj(121 kcal),"1,5",0,"0,5","0,2","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Plats préparés', 'Brochettes', 'Brochettes de dinde']",+8%,,+3%,+59%,+9%,,380 g,['Le Gaulois'],,,,,,,,4.5 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,0.5 g,en quantité modérée,+7%,+14%,-100%,-19%,-19%,-1,,A,,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,,4,,,,,,LDC Dinde - ZI St Laurent - 72300 Sablé/Sarthe,
1189,tranches fines de canard au poivre x6 - Le gaulois - 240g,3266980781071,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Filet de canard avec peau : 98%', 'assaisonnement au poivre : 2% ', 'sel', 'chapelure de BLÉ', 'maltodextrine de blé', 'épices et aromates ', 'poivre 5%', 'légumes déshydratés', 'arome', 'herbe aromatique', 'colorant : extrait de paprika']",[],813,195,13,"1,3",18,813 kj(195 kcal),"4,1",0,"0,64","0,256","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Volailles', 'Canards']",-20%,-25%,-33%,+34%,-8%,D,240 g,['Le gaulois'],83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,13 g,en quantité modérée,4.1 g,en quantité modérée,0 g,en faible quantité,0.64 g,en quantité modérée,-25%,-36%,-100%,-50%,-50%,3,-74%,C,-74%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Gluten'],,['E160c - Extrait de paprika'],4,,,,,,LDC DINDE - ZI St Laurent - 72300 Sablé/Sarthe,
