,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,ingredients_origins,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,link,brand_owner
85,Aiguillettes de Canard,2220001056419,['France'],[],[],?,425,0,0,25,,,1778 kj(425 kcal),0,0,"0,15","0,06",,,D,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",,,+251%,-100%,-100%,+16%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,+254%,-100%,-100%,-76%,-76%,0,,B,,,,,,
86,Pizza,0208102032800,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Hershey's Dipped Pretzels, 4.25 Oz",0034000214600,['France'],['sugar: enriched wheat flour [flour niacin'],[],?,140,7,12,2,,,586 kj(140 kcal),4,10,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Choco Muffin - Milka,4017040447074,['France'],[],[],?,441,"25,2","47,6","5,2",,,1845 kj(441 kcal),"4,9","26,9","0,65","0,26",['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Fiet de saumon atlantique avec peau ecailler sans arete - 0,498kg",2869653084625,['France'],[],[],?,?,?,?,?,"0,498 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,100% Whey Protein Professional +ISO - scitec nutrition,5999100007963,"['France', 'Espagne']",[],[],?,357,"2,7","3,3",80,,,1494 kj(357 kcal),"1,3","3,3","1,4","0,56",['scitec nutrition'],,,['es:Proteinas'],,,+2%,-23%,-42%,+11%,,,,,,,,,,,,,2.7 g,en faible quantité,1.3 g,en faible quantité,3.3 g,en faible quantité,1.4 g,en quantité modérée,+2%,-33%,+18%,+124%,+124%,11,+173%,D,+173%,,,,,
91,Peanut Butter,9344167624442,['France'],[],[],?,599,45,12,30,,,2506 kj(599 kcal),"8,2","5,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Cantal Jeune,2441824025783,['France'],[],[],?,372,30,2,24,,,1556 kj(372 kcal),22,"0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Mochi'z les exotiques -  - 140g,3770010226024,['France'],[],[],?,224,4,45,"2,1",140 g,,937 kj(224 kcal),"2,6",27,"0,06","0,024",,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,,-5%,-38%,+7%,+0%,,,,,,,,,,,,,4 g,en quantité modérée,2.6 g,en quantité modérée,27 g,en quantité élevée,0.06 g,en faible quantité,-4%,-39%,-1%,-29%,-29%,8,-29%,C,-29%,,,,,
94,Lait concentré sucré - Nestlé,7613036081764,['France'],[],[],?,?,?,?,?,,,,,,,,['Nestlé'],,B,"['Produits laitiers', 'Laits concentrés']",,,,,,,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Blanche,3222477171534,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Gingembre sucré,3364699334585,['France'],[],[],?,93,0,20,"3,3",,,389 kj(93 kcal),0,"3,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Le parmentier de Saumon - Briau,13630362,['France'],[],[],?,?,?,?,?,,,,,,,,['Briau'],,,"['Plats préparés', 'Plats préparés au poisson', 'Plats au saumon', 'Parmentiers de saumon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Cranberries,2600110037651,['France'],[],[],?,355,"0,5","83,2","0,1",,,1485 kj(355 kcal),"0,5",65,"0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,,+5%,-29%,+5%,-64%,,,,,,,,,,,,,0.5 g,en faible quantité,0.5 g,en faible quantité,65 g,en quantité élevée,0.01 g,en faible quantité,+5%,+102%,-2%,-56%,-56%,9,+25%,C,+25%,,,,,
99,Terrine de Pintade - Thym et origan - 65g,3382562130065,['France'],[],[],?,275,24,"0,2","15,4",65 g,,1151 kj(275 kcal),9,"0,2","1,7","0,68",,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Chocolat en poudre columbus cafe - 1kg,3474340025103,['France'],[],[],?,384,"8,4",63,"7,8",1 kg,,1607 kj(384 kcal),5,58,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Palets framboises,3040280009703,['France'],[],[],?,433,17,"65,1","4,3",,,1812 kj(433 kcal),"9,5","30,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Natilla de chocolate,20705541,['France'],[],[],?,160,"6,1","22,3","3,9",,,669 kj(160 kcal),4,18,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Rose framboise,3662076228589,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Ma pause exotique - 35g,3520831331205,['France'],[],[],?,549,41,36,10,35 g,,2297 kj(549 kcal),22,17,"0,3","0,12",,"['Bio', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Maltaise bio - 1kg,3770006914379,['France'],[],[],?,?,?,?,?,1 kg,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Éclats de caramel - Tresors De Chefs,3663327007526,['France'],[],[],?,430,9,85,2,,,1799 kj(430 kcal),6,59,"0,5","0,2",['Tresors De Chefs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Bottereaux saupoudrés de sucre glace,3173310014009,['France'],[],[],?,425,20,50,10,,,1778 kj(425 kcal),13,10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Sorbet Gourmand,2700813001567,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Seminte de Floarea Soarelui Prajite,8690787241219,['France'],[],[],?,559,"39,3","18,1","27,4",,,2339 kj(559 kcal),6,"4,7","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,haribo world mix - 990g,12601325,['France'],"['sirop de glucose,sucre,farine de blé', 'gélatine', 'dextrose,amidon de maïs', 'acidifiants: acide citrique,acide malique', ""correcteur d'acidité: citrate monosodique"", 'malate acide de sodium', ""amidon de blé,graisse de palme,émulsifiant: mono - et diglcérides d'acides gras,gélifiant : agar-agar,arôme,concentrés de fruits et de plantes: cassis,baie de sureau,agonie,radis"", 'pomme', 'Carthage,spiruline', 'carotte,hibiscus,orange,citron', 'mangue,fruit de la passion,raisin,extrait de baie de sureau,sirop de sucre inverti,sirop de caramel,colorants:curcumine', 'carmins,bleu patenté V,complexes cuivre à chlorophylliens', 'charbon végétal,carotènes végétaux,lutéine,anthocyanes', ""agents d'enrobage:cire d'abeille blanche et jaune,cire de carnauba""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,350,1,80,"4,4",990g,,1464 kj(350 kcal),"0,7",53,"0,02","0,008",['Haribo'],,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,+2%,+151%,-0%,+20%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['boite plastique'],,['Gluten'],4,,1 g,en faible quantité,0.7 g,en faible quantité,53 g,en quantité élevée,0.02 g,en faible quantité,+2%,+317%,-8%,-83%,-83%,14,-1%,D,-1%,"['E428 - Gélatine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E331i - Citrate monosodique', 'E350ii - Malate acide de sodium', 'E406 - Agar-agar', 'E100 - Curcumine', 'E120 - Acide carminique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal', 'E160aii - Carotènes végétaux', 'E161b - Lutéine', 'E163 - Anthocyanes', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,['Huile de palme'],,
111,l'Eau - Vittel - 6,11793431,['France'],"['$022 uNiqueme Tan 7 ""613036249928 et son gout geldig in Fra ells: Nauurlijk mineraawa Eau runeral et de odeur verre en de aanbe Service Conson Pour preserver Sa miner orécipiter les seSmineraux en cristaux blancs ns consequence pour abOn de mineralisatie eh de smaak te behouden', 'beya dit water op een de st kunnen de minerale 2outen omgezet worden in with Jkristallen', ' D hee glas te gebruiken vOor diormaat', ' ®Reg', ' Trademark used in agreemet w Sommateurs VITTEL France BP 900 Noisiel 77446 Marne la-Valle', ' 0 806 Donsumentendienst VITTEL Bel ux +32/ ', '012 529 55 25 consum@be', 'nesom 15699 699 COnsuni Mnestle', 'com - Voor met statiegeld Ten m BP43 Zie op Cedex-France', ' A csommer de pretérence avan in Voir sur la bo ele Mineralisation caractérisdeue ', 'mq/L', ' / Karakteristieke lineralisatie ', 'mgC 070400 - Nit NO 44-Hydrogenocarnee HC384', ' Résideq Droogres N ATURELLE E AU NATUURL K MINERAAL WATER Ma NÉR ALE CD Q']",[],?,?,?,?,?,6,,,,,,,['Vittel'],,,['6'],,,,,,,,,,,,,,['Sachez'],['Frankrijk'],['Aucun'],,,,,,,,,,,,,,,,,,,,,,,https://www.nestle-waters.fr/nous-connaitre/10-marques-sur-le-territoire/vittel,
112,Tymbark Visine,5942289004377,['France'],[],[],?,?,?,?,?,,,,,,,,['Tymbark'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Heritage Blanche,3278720001684,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Valrhona Bahibe 46%,3395328120729,['France'],[],[],?,592,42,42,"8,5",,,2477 kj(592 kcal),26,41,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Farine de riz blanc - La Vie Claire - 3kg,3266191037301,['France'],[],[],?,?,?,?,?,3 kg,,,,,,,['La Vie Claire'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de riz']",,,,,,,79.1%,0.8%,5.1%,13.0%,2.0%,0.0%,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Pain au lait fleurs d'oranger x 2,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Banane,2250106001595,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Commerce équitable', 'Max Havelaar']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ZERO FRUIT SPREAD STRAWBERRY,9344153501207,['France'],[],[],?,22,0,"5,6",0,,,92 kj(22 kcal),0,"1,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"Goodies Dark Chocolate, Zartbitter",5601008200512,['France'],[],[],?,502,"22,1","66,7","7,2",,,2100 kj(502 kcal),"13,2","29,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Galettes de maïs,4405031213195,['France'],[],[],?,381,"0,7",84,"8,4",,,1594 kj(381 kcal),0,"2,2","0,27","0,108",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",,,-4%,-83%,+6%,+9%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,0.7 g,en faible quantité,0 g,en faible quantité,2.2 g,en faible quantité,0.27 g,en faible quantité,-4%,-100%,+27%,-37%,-37%,0,-100%,B,-100%,,,,,
121,Sauce de poisson,8850545455542,['France'],[],[],?,77,0,8,11,,,322 kj(77 kcal),0,7,"24,64","9,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"Jambon de dinde - 0,600kg",3378740604824,['France'],[],[],?,100,"3,5","3,3",14,"0,600 kg","['FR 56.222.002 CE', 'Saint-Jean-Brévelay (Morbihan, France)']",418 kj(100 kcal),"0,9","0,8","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Tartelette fruit,0208746017058,['France'],[],[],?,167,"5,3",27,"2,2",,,699 kj(167 kcal),"3,5",15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Spécial sandwich complet,2007352004302,['France'],[],[],?,260,"5,1",42,"8,4",,,1088 kj(260 kcal),"0,6","5,1","1,12","0,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Jax Onion,6091050001134,['France'],[],[],?,392,"3,9","78,2","11,2",,,1640 kj(392 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Rillettes de saumon - Fjord King - 90g,3440432015079,['France'],[],[],?,153,10,"1,8","13,6",90 g,,640 kj(153 kcal),"1,8","0,5","1,8","0,72",['Fjord King'],,E,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'Rilettes de saumon']",,,-27%,-35%,-30%,+19%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,10 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,-27%,-55%,-50%,+67%,+67%,4,-49%,C,-49%,,,,,
127,Smoothie pomme cassis raisin mure,20199739,['France'],[],[],?,61,0,"13,5","0,5",,,255 kj(61 kcal),0,"13,109","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Jus de Pommes & Poires Fermier,3760085150034,['France'],[],[],?,51,0,"12,4",0,,,213 kj(51 kcal),0,0,0,0,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Bio & Young Méditerranéene Biologique,3770011719020,['France'],[],[],?,366,20,"28,3","8,5",,,1531 kj(366 kcal),"1,7","21,5","0,36","0,144",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Fromage de chèvre,3292992005133,['France'],[],[],?,226,18,4,12,,"['FR 85.109.003 CE', 'Herbiers (Vendée, France)']",946 kj(226 kcal),13,"2,5","1,4","0,56",,,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,,-20%,-21%,+140%,-31%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,18 g,en quantité modérée,13 g,en quantité élevée,2.5 g,en faible quantité,1.4 g,en quantité modérée,-20%,-19%,+158%,+4%,+4%,13,-2%,D,-2%,,,,,
131,Piperade - Montperal,3760048330237,['France'],[],[],?,?,?,?,?,,,,,,,,['Montperal'],['en:gluten-free'],,"['Plats préparés', 'Légumes préparés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Piazza do spagna,8032622760019,['France'],[],[],?,552,"33,7","55,5","6,7",,,2310 kj(552 kcal),"20,7","55,1","0,13","0,052",,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Infusion baies rouges,0680275044161,['France'],[],[],?,?,?,?,?,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,03844090,03844090,['France'],"['Jus de soja Ț1,5% ', 'eau', 'graines de soja sans 0GM T1,3%', 'sucre 12,7%', 'ananas 10%', 'amidon ', 'maïs', 'phosphate de calcium', 'amidon modifié ', 'mais', 'arôme naturel', 'épaississants : pectines me guar sel', 'ferments', 'concentré de carthame', 'vitamine D2', ' Traces éventuelles de fruits à coque pour ces 3 recettes', ' Malgré tous nos soins', ""ce produit peut contenir des fragments de noyaux d'abricot et/ou de pêche eregate ans 0GM""]",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines']",,,,
135,Comté,2481231026836,['France'],[],[],?,418,35,0,27,,,1749 kj(418 kcal),23,0,"0,9","0,36",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,+5%,+7%,-100%,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,+6%,+6%,-100%,-8%,-8%,13,-3%,D,-3%,,,,,
136,Terrine de canard au Sauternes,3569380707314,['France'],[],[],?,310,"9,78","3,53","15,2",,,1297 kj(310 kcal),"9,78",0,"1,54","0,616",,,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,+1%,-63%,+105%,+7%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,9.78 g,en quantité modérée,9.78 g,en quantité élevée,0 g,en faible quantité,1.54 g,en quantité élevée,+1%,+3%,-100%,+1%,+1%,18,+1%,D,+1%,,,,,
137,Marcafé,8004845001040,['France'],[],[],?,15,"0,08","0,08","1,3",,,63 kj(15 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Confiture Extra de Mangues,3574315173126,['France'],[],[],?,225,0,59,0,,,941 kj(225 kcal),0,53,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Krustini - 240g,5359902001420,['France'],[],[],?,?,?,?,?,240 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Yokebe Shakes Repas Avec Shaker,8710537040210,['France'],[],[],?,458,"2,1","9,7",12,,,1916 kj(458 kcal),"0,7","6,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Le Poulet du Rôtisseur - Maître Coq,0215175040212,['France'],[],[],?,181,9,1,24,,,757 kj(181 kcal),"2,5",0,1,"0,4",['Maître Coq'],['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Xxxl spray,6931722303107,['France'],[],[],?,0,0,62,0,,,0 kj(0 kcal),0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Mes bons biscuits gourmets Pomme Caramel,1000000011845,['France'],[],[],?,499,22,66,"7,2",,,2088 kj(499 kcal),14,27,"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Crème épaisse de vache Bio - Yogourmand,3454840010502,['France'],"['Crème fraîche pasteurisée', 'ferments lactiques', "" Lait d'origine France Ingrédients Issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,291,30,"3,1","2,2",,,1218 kj(291 kcal),"20,2",3,"0,08","0,032","['Yogourmand', 'Yo Gourmand']",['Bio'],B,"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses']",['France'],,+6%,+9%,-13%,-9%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,['Lait'],3,,30 g,en quantité élevée,20.2 g,en quantité élevée,3 g,en faible quantité,0.08 g,en faible quantité,+8%,+10%,0%,-8%,-8%,13,+3%,D,+3%,,,,,
145,Tomme de brebis,2488009026500,['France'],[],[],?,400,34,"1,5",22,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",1674 kj(400 kcal),25,"0,5","1,6","0,64",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis', 'Tomme de brebis']",,,+2%,+2%,+7%,-2%,,,,,,,,,,,,,34 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,+2%,+16%,+128%,-7%,-7%,21,+27%,E,+27%,,,,,
146,Boisson nutritionnelle formule 1 - 550g,19389462,['France'],[],[],?,221,"6,4",21,17,550 g,,925 kj(221 kcal),"2,8",21,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,6 pains au lait biologique - Brio,3243767580515,['France'],"['Farine de blé', 'œufs entiers*', 'beurre 11,9% ', 'Lait', ' ', 'sucre de canne roux*', 'eau', 'sirop de sucre inverti', 'levure', 'poudre de lait écrémé 1%', 'rhum*', 'sel marin de Noirmoutier', ""arôme naturel de vanille et d'orange*"", 'vinaigre de cidre*', 'gluten de blé *', 'épice*', "" *Ingrédients issus de 'Agriculture Biologique"", ' Traces éventuelles de sésame', 'soja']","['Sans huile de palme', 'Non végétalien']",?,372,"13,8","53,5",11,,,1556 kj(372 kcal),"8,2","13,5","0,9","0,36",['Brio'],"['Bio', 'Bio européen', 'en:palm-oil-free']",B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,,+6%,+21%,+1%,+29%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,"['Œufs', 'Gluten', 'Lait']",4,,13.8 g,en quantité modérée,8.2 g,en quantité élevée,13.5 g,en quantité élevée,0.9 g,en quantité modérée,+6%,+95%,+2%,-12%,-12%,17,+28%,D,+28%,,,,,
148,Gouda Holland IGP Jeune Cumin,0204599016927,['France'],[],[],?,?,?,?,?,,,,,,,,,['IGP'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Fromage pur chèvre au lait cru entier -  - 120g,3760004490036,['France'],"['Lait de chèvre', 'sel', 'ferments lactiques', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,211,18,"1,83","13,1",120 g,,883 kj(211 kcal),"11,7","1,83","0,29","0,116",,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,
150,Les infusés : Concombre menthe,3760032891003,['France'],[],[],?,6,"0,5","1,2","0,5",,,25 kj(6 kcal),"0,1","1,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Intensive Molasses - Durra,6251136018184,['France'],[],[],?,45,0,11,0,,,188 kj(45 kcal),0,11,"0,95","0,38",['Durra'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Le Grand Noir du Berry,3701013210222,['France'],[],[],?,577,"44,6","29,4","7,5",,,2414 kj(577 kcal),"26,8","25,9","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3389181110003,3389181110003,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Gingembre Poudre,8423018197173,['France'],[],[],?,?,?,?,?,,,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",,,,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Filet mignon en croute,0286084060684,['France'],[],[],?,?,?,?,?,,"['FR 67.226.002 CE', 'Ittenheim (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Magret de canard aux morilles,2211967037260,['France'],[],[],?,311,27,"2,6",15,,,1301 kj(311 kcal),"8,3","1,4","1,8","0,72",,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,-9%,-8%,+108%,-16%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,27 g,en quantité élevée,8.3 g,en quantité élevée,1.4 g,en faible quantité,1.8 g,en quantité élevée,-8%,-17%,+109%,+9%,+9%,18,-2%,D,-2%,,,,,
157,Bambou -yan Champignons Tomates,8852646076800,['France'],[],[],?,18,0,"2,7","1,2",,,75 kj(18 kcal),0,"1,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Mayonnaise,3660603446949,['France'],[],[],?,653,71,2,"1,2",,,2732 kj(653 kcal),"5,4","1,3","1,4","0,56",,,D,"['Epicerie', 'Sauces', 'Mayonnaises']",,,+7%,+7%,-26%,-2%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,71 g,en quantité élevée,5.4 g,en quantité élevée,1.3 g,en faible quantité,1.4 g,en quantité modérée,+7%,-13%,-11%,+5%,+5%,19,+6%,E,+6%,,,,,
159,Tranches de poitrine de porc,0212261014102,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
