,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,ingredients_origins,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,link,traceability_code,brand_owner,origin_detail,producer_info
30,Lindt Gold Bunny Nest - Denner,4000539618000,['Fabriqué en Allemagne'],['France'],[],[],?,593,2481 kj(593 kcal),41,29,49,48,6,"0,15","0,06",,,,,,,,,,,,,,,,"['Denner', 'Lindt']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Chocolat Poule lait - Lindt - 35g,4000539677809,['Point Vert'],['France'],"['sucre', 'beurre de cacao', 'poudre de lait', 'pâte de cacao', 'lactose', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine de soja', ""extrait de malt d'orge"", 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2277,?,2277 kj(544 kcal),32,20,56,55,"7,4","0,2","0,08",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Aliments de Pâques']",-1%,,-6%,+4%,+11%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,35 g,['Lindt'],,4,32 g,en quantité élevée,20 g,en quantité élevée,55 g,en quantité élevée,0.2 g,en faible quantité,-1%,-5%,+6%,+2%,+2%,26,-1%,E,-1%,Chocolat au lait,"['Feuille', 'Aluminium']",,['E322i - Lécithine'],"['Gluten', 'Lait', 'Soja']",['Allemagne'],,http://www.lindt.fr/shop/chocolats-de-paques/nouveautes-paques/poules-lait,,,,
32,Pomps Kindergrieß - 350g,4000540002201,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Müsli-Riegel Hafer Cranberry - Kölln - 100g,4000540005066,"['Végétarien', 'Végétalien', 'en:palm-oil-free']",['France'],"['Vollkorn-Haferflocken ', '33%', 'Glukose-Fruktose-Sirup', 'Hafer-Vollkornmehl ', '13%', 'Kürbiskerne', 'Zucker', 'getrocknete Cranberrys', 'Gerstenmalzextrakt', 'Cranberrysaftkonzentrat', 'Sonnenblumenöl', 'Weizenmehl', 'Maisstärke', 'Dextrose', 'Säuerungsmittel Citronensäure', 'Feuchthaltemittel Glycerin', 'Emulgator Lecithine', 'Speisesalz']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,389,1628 kj(389 kcal),"8,2","1,2",69,25,"7,8","0,24","0,096",,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,-8%,-48%,+15%,+4%,,,,,,,,100 g,['Kölln'],,4,8.2 g,en quantité modérée,1.2 g,en faible quantité,25 g,en quantité élevée,0.24 g,en faible quantité,-9%,-80%,-8%,-39%,-39%,6,-55%,C,-55%,,['Karton'],,"['E330 - Acide citrique', 'E422 - Glycérol', 'E322 - Lécithines']",['Gluten'],,,https://www.koelln.de/produkte/snacks/koelln-muesli-riegel-hafer-cranberry/,,,,
34,Kölln Müsli-riegel Joghurt-erdbeer 4÷25G,4000540005127,"['Agriculture durable', 'en:UTZ Certified']",['France'],"['Vollkorn-Haferflocken ', '39 Glukose-Frukto - se-Sirup', 'Hafer-Vollkornmehl ', '13 %', 'Zucker', 'Sonnen - blumenôl', 'Magermilchjoghurtpulver ', '2 0%', 'gefrier - getrocknete Erdbeerstücke', 'Gerstenmalzextrakt', 'Kakaobutter', 'Vollmilchpulver', 'Weizenmehl', 'Maissürke', 'Dextrose', 'Sâuerungsmittel Citronensâure', 'Feuchthaltemit - tel Glycerin', 'Emulgator Lecithine', 'Speisesalz Peter Kôlln GmbH & Co', ' KGaA 25333 Elmshorn', 'Deutschland www', 'koelln', 'de 100g 4x25ge']",['Non végétalien'],?,390,1632 kj(390 kcal),"8,5","1,7",68,22,8,"0,26","0,104",,,,,,,,,,,,,,,,['Kölln'],,4,,,,,,,,,,,,,,,,,,,,,['E322 - Lécithines'],"['Gluten', 'Lait']",,,,,,,
35,Organic café - Mount Hagen - 100g,4000799035890,"['Bio', 'Fabriqué en Allemagne']",['France'],[],[],?,339,1418 kj(339 kcal),7,"1,5",42,2,"12,5","1,1","0,44",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,+592%,+367%,+405%,+554%,,,,,,,,100 g,['Mount Hagen'],,,,,,,,,,,+476%,+66%,-59%,+669%,+669%,,,,,,,,,,,,,,,,
36,Ravioli frais à la truffe noire - Bio Verde - 250g,4000915102949,['Bio'],['France'],"['Semoule blé dur*', 'ricotta*', 'œufs* ', '15%', 'fromage à pâte dure* ', '8%', 'panure* ', 'farine de blé*', 'sel', 'levure', 'huile de tournesol*', 'sel marin', 'truffe noire* ', '0,3%', ""huile d'olive* "", '*= issu de l’aqriculture biologique']",['Non végétalien'],?,283,1184 kj(283 kcal),12,"4,8",30,"2,4",12,"1,2","0,48",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Ravioli']",,+53%,+123%,+20%,+62%,,,,,,,,250g,['Bio Verde'],,3,12 g,en quantité modérée,4.8 g,en quantité modérée,2.4 g,en faible quantité,1.2 g,en quantité modérée,+53%,+134%,-10%,+21%,+21%,12,+195%,D,+195%,,['Barquette plastique'],,,"['Œufs', 'Gluten', 'Lait', 'Semoule blé dur']",,,,,,,
37,Apple Spritzer - Gerolsteiner,4001513008381,,['France'],"['Jus de pomme à base de concentré ', '50%', '} eau minérale naturelle', 'gaz carbonique', 'conservateur E242', 'arôme naturel de jus de pomme', 'jus de citron à base de concentré', ' Après ouverture: conserver au frais', ' Conserver dans un endroit frais,sec et sombre']",[],?,24,100 kj(24 kcal),"0,1",0,"5,5","5,3","0,1",0,0,,['Boissons'],,-57%,-71%,-51%,-80%,,,,,,,,,['Gerolsteiner'],,4,0.1 g,en faible quantité,0 g,en faible quantité,5.3 g,en quantité modérée,0 g,en faible quantité,-59%,-100%,-44%,-100%,-100%,6,-22%,D,-22%,,,,"['E290 - Dioxyde de carbone', 'E242 - Dicarbonate de diméthyle']",,,,,,,,
38,ORO Regaliz - Haribo,4001686104095,,"['France', 'Espagne']",[],[],?,317,1326 kj(317 kcal),"0,7","0,2",74,47,3,"1,2","0,48",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-11%,-62%,-11%,+42%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Haribo'],,,0.7 g,en faible quantité,0.2 g,en faible quantité,47 g,en quantité élevée,1.2 g,en quantité modérée,-12%,-81%,-19%,+892%,+892%,18,+25%,D,+25%,,,,,,,,,,,,
39,Goldbears - Haribo,4001686305614,,"['France', 'Espagne']",[],[],?,343,1435 kj(343 kcal),"0,5","0,1",77,46,"6,9",0,0,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-4%,-73%,-8%,+225%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Haribo'],,,0.5 g,en faible quantité,0.1 g,en faible quantité,46 g,en quantité élevée,0 g,en faible quantité,-4%,-91%,-21%,-100%,-100%,14,-3%,D,-3%,,,,,,,,,,,,
40,Haribo goldbear,4001686305638,,['France'],[],[],?,343,1435 kj(343 kcal),"0,5","0,1",77,46,"6,9","0,1","0,04",,,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Haribo Happy Cherries,4001686309520,,['France'],"['gélatfne', ' de pse', ' acidifiant: acide citâquepzoncentrésdefruitset de plantes: rthame', 'spiruline', 'pomme', 'radis', 'patate douce', 'carotte', 'essis', 'hibiscus', ' arôme', "" agents d'enrobage' cire d'abeille sirop de suire inverti""]",[],?,343,1435 kj(343 kcal),"0,5","0,1",77,46,"6,9","0,07","0,028",,,,,,,,,,,,,,,,['Haribo'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Happy cola - haribo,4001686315682,,"['Belgique', 'France']","['sirop de glucose', ' sucre', ' gélatine', ' dextrose', ' acidifiant: acide citrique', ' sirop de caramel', ' arôme', "" agents d'enrobage: cire d'abeille"", 'blanche et jaune', 'cire de carnauba']","['Non végétalien', 'Non végétarien']",?,343,1435 kj(343 kcal),"0,5","0,1",77,46,"6,9","0,07","0,028",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-4%,-73%,-8%,+225%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Haribo'],,4,0.5 g,en faible quantité,0.1 g,en faible quantité,46 g,en quantité élevée,0.07 g,en faible quantité,-4%,-91%,-21%,-42%,-42%,14,-3%,D,-3%,,"['Sachet', 'Plastique']",,"['E428 - Gélatine', 'E330 - Acide citrique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,,,,,,
43,Fruitilicious - Haribo,4001686339978,,"['Belgique', 'France']",[],[],?,282,1180 kj(282 kcal),"0,5","0,1",54,33,"6,4",0,0,,,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,
44,Snup Haribo 200g - 200g,4001686359037,,"['France', 'Suisse']",[],[],?,343,1435 kj(343 kcal),"0,5","0,1",85,55,"0,6",0,0,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-4%,-73%,+2%,-72%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,200 g,['Haribo'],,,0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,-4%,-91%,-5%,-100%,-100%,14,-3%,D,-3%,,,,,,,,,,,,
45,Haribo Kindermix - 500g,4001686737484,,['France'],"['Sirop de glucose', ' sucre', ' amidon', ' sirop de sucre mélassé', ' farine de blé', ' gélatine', ' dextrose ', ' acidifiant ', ' acide citrique', ' extrait de réglisse ', '3 % obtenu à partir de la composante de réglisse', ' concentrés de fruits et de plantes: carthame', 'spiruline', 'pomme', 'radis', 'patate douce', 'carotte', 'hibiscus', 'baie de sureau', 'orange', 'aronie', 'raisin', 'citron', ' sirop de caramel', "" agents d'enrobage "", "" cire d'abeille blanche et jaune"", 'cire de camauba', ' extrait de baie de sureau', ' colorant indigotine ', ' sirop de sucre inverti']","['Non végétalien', 'Non végétarien']",1420,?,1420 kj(339 kcal),"0,5","0,1",80,45,"1,9","0,35","0,14",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",-2%,,+25%,-0%,-48%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,500 g,['Haribo'],,4,0.5 g,en faible quantité,0.1 g,en faible quantité,45 g,en quantité élevée,0.35 g,en quantité modérée,-1%,-40%,-22%,+204%,+204%,14,-1%,D,-1%,,"['Plastique', 'Sachet']",,"['E428 - Gélatine', 'E330 - Acide citrique', ""E901 - Cire d'abeille"", ""E132 - Indigotine carmin d'indigo""]",['Gluten'],,,,,,,
46,Casa di Mama - Pizza Hawaï - Dr. Oetker - 410g e,4001724015819,"['EAC', 'Point Vert', 'Fabriqué en Allemagne']","['Belgique', 'France', 'Suisse']","['Farine de BLÉ', 'eau', '12 % ananas en morceaux marinés ', 'ananas', 'eau', 'sucre', 'acidifiant acide citrique', '9', '5 % FROMAGE ', 'MOZZARELLA', 'EDAM', '8', '9 % CRÈME épaisse', '5', '9 % jambon cuit ', 'viande de porc', 'eau', 'sel', 'dextrose', 'stabilisants ', 'di - et triphosphate', 'nitrate de sodium', 'arôme', 'arôme de fumée', '5', '3% purée de tomate', 'levure de boulangerie', 'sucre', 'matière grasse de palme', 'sel', 'huile de colza', 'acidifiants ', 'phosphates de calcium', 'citrates de calcium', ""extrait de malt d'ORGE"", ""émulsifiant esters mono - et diacétyltartriques des mono - et diglycérides d'acides gras"", 'poudre à lever hydrogénocarbonate de sodium', 'épaississant ', 'gomme de guar', 'persil', 'paprika', 'amidon modifié']","['Huile de palme', 'Non végétalien', 'Non végétarien']",897,?,897 kj(214 kcal),"6,5",4,30,"5,6","8,1","1,2","0,48",D,"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas et tartes surgelées', 'Pizzas au jambon', 'Pizza au jambon', 'Pizzas surgelées', 'Pizzas hawaïenne']",-1%,,-8%,+15%,-23%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,410 g e,['Dr. Oetker'],,4,6.5 g,en quantité modérée,4 g,en quantité modérée,5.6 g,en quantité modérée,1.2 g,en quantité modérée,-2%,+15%,+110%,-12%,-12%,11,+64%,D,+64%,Casa di Mama - Pizza Hawaï,"['Carton', 'boîte', 'surgelé', 'Plastique']",['Delhaize'],"['E330 - Acide citrique', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E412 - Gomme de guar', 'E14XX - Amidons modifiés']","['Gluten', 'Lait']",['Allemagne'],['Huile de palme'],,,,,
47,Pizza royale familiale - Toupargel,4002084335043,,['France'],[],[],?,211,883 kj(211 kcal),"7,3","2,7",26,"3,6","9,1",1,"0,4",C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas royales']",,+2%,+7%,+2%,-5%,60.0%,15.9%,6.3%,5.5%,2.6%,9.8%,70,,['Toupargel'],,,7.3 g,en quantité modérée,2.7 g,en quantité modérée,3.6 g,en faible quantité,1 g,en quantité modérée,+2%,-11%,+17%,-18%,-18%,1,-78%,B,-78%,,,,,,,,,,,,
48,"Feinjoghurt, Piemontkirsche - Mövenpick - 150g",4002334107635,['Sans arômes ajoutés'],"['France', 'Allemagne', 'Suisse']",[],[],675,164,675 kj(164 kcal),10,7,"15,9","14,8","2,4","0,08","0,032",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",+83%,+78%,+206%,+45%,-36%,,,,,,,,150 g,['Mövenpick'],,,10 g,en quantité modérée,7 g,en quantité élevée,14.8 g,en quantité élevée,0.08 g,en faible quantité,+76%,+241%,+47%,-30%,-30%,11,+259%,D,+259%,,"['Kunststoffbecher', 'Aluminiumfolie']",,,,,,,['DE BY-13112 EG'],,,
49,Uncle Ben's Provençale - 395gr,4002359008092,,"['Belgique', 'France']","['tomates ', '72%', 'oignons ', '11%', 'huile de tournesol', 'courgette ', '2', '8%', 'poivrons rouges ', '2', '8%', 'purée de tomates ', '2', '7%', 'amidon de mais modifié', 'poivrons verts ', '1', '4%', 'sel', 'sucre', 'herbes', 'vinaigre', 'acidifiant ', 'acide lactique', 'épices', 'ail ', '0', '05%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,59,247 kj(59 kcal),"3,1","0,4",6,"3,7","1,1","0,75","0,3",,"['Epicerie', 'Sauces']",,-75%,-83%,-39%,-59%,,,,,,,,395gr,"[""Uncle Ben's""]",,3,3.1 g,en quantité modérée,0.4 g,en faible quantité,3.7 g,en faible quantité,0.75 g,en quantité modérée,-75%,-81%,-43%,-69%,-69%,-3,-126%,A,-126%,,['Barquette'],['Delhaize'],['E270 - Acide lactique'],,,,,,,,
50,Miracoli italiano,4002359009075,,"['Belgique', 'France']",[],[],?,50,209 kj(50 kcal),"1,1","0,1","8,4","5,4","1,1","1,64","0,656",,,,,,,,,,,,,,,,['Miracoli'],,,,,,,,,,,,,,,,,,,,,['pack.'],['Delhaize'],,,,,,,,,
51,"Hirtenkäse Traditionell, 60% Fett I. tr. - Gazi - 750g",4002566003576,,['France'],['Durchschnittliche Nährwerte/ Besin değerleri / Contain approximately/Contiennent en moyenne per 100g Portion 30g GOA Brennwert/Enerji / Energy/'],[],?,328,1372 kj(328 kcal),30,"20,3","1,8","1,8",13,"2,8","1,12",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,-0%,+13%,+49%,-36%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,750 g,['Gazi'],['Allemagne'],,30 g,en quantité élevée,20.3 g,en quantité élevée,1.8 g,en faible quantité,2.8 g,en quantité élevée,+0%,+14%,+143%,+115%,+115%,19,+39%,E,+39%,,['boîte métal'],,,,['Allemagne'],,,['DE BW 004 EG'],,,
52,Joghurt,4002566004207,"['Halal', 'Fabriqué en Allemagne']",['France'],[],[],?,130,544 kj(130 kcal),10,"7,1","4,4","4,4","3,6","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Gazi Peynir - 800g (poids net égoutté),4002566006126,,['France'],"['lait de vache pasteurisé', 'sel de table', 'coagulant', 'ferments lactiques', 'chlorure de calcium Poids produit: 1500ge Poids net égoutté: 800g']",['Non végétalien'],?,200,837 kj(200 kcal),30,"20,3","1,8","1,8",13,"2,75","1,1",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages saumurés']",,-39%,+13%,+49%,-36%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,800g (poids net égoutté),['Gazi'],,3,30 g,en quantité élevée,20.3 g,en quantité élevée,1.8 g,en faible quantité,2.75 g,en quantité élevée,-39%,+14%,+143%,+112%,+112%,17,+24%,D,+24%,Fromage à pâte molle dans la saumure,['Conserve'],,,['Lait'],,,,,,,
54,Kräuter der Provence - Ostmann - 15g,4002674043181,,"['France', 'Allemagne']",[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",,-100%,-100%,-100%,-100%,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,15 g,['Ostmann'],,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,"['Beutel', 'Packung(en)', 'Dose']",,,,,,,,,,
55,Zitrone Fit - Tönissteiner,4002968053216,,['France'],[],[],?,4,17 kj(4 kcal),"0,01","0,006","0,7","0,7","0,06","0,05","0,02",,,,,,,,,,,,,,,,['Tönissteiner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Früchtekorb - Tönnissteiner,4002968055210,,['France'],[],[],?,27,113 kj(27 kcal),"0,04","0,008","5,7","5,4","0,19","0,011","0,004",,['Boissons'],,-52%,-88%,-50%,-62%,,,,,,,,,['Tönnissteiner'],,,0.04 g,en faible quantité,0.008 g,en faible quantité,5.4 g,en quantité modérée,0.011 g,en faible quantité,-53%,-93%,-43%,-73%,-73%,8,+4%,D,+4%,,,,,,,,,,,,
57,Grand Dessert Double Toffee Dulce de Leche - Ehrmann - 200g,4002971226706,,"['France', 'Allemagne']","['Lait écrémé', '20 % crème', 'sucre', 'lactosérum', 'amidon modifié de maïs', 'sirop de glucose-fructose', 'sirop de sucre au caramel', 'crème caramel ', 'sucre', 'eau', 'lait écrémé en poudre', 'sirop de glucose', 'gélifiants : carraghénanes', 'farine de graines de guar', 'gélatine', 'lait entier en poudre', 'arôme', 'émulsifiant : E472b', 'colorant : caroténoïdes', 'sel', 'azote']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",526,125,526 kj(125 kcal),"4,9","3,2",18,15,"2,3","0,18","0,072",,"['Produits laitiers', 'Desserts', 'Desserts lactés']",-6%,-4%,-8%,+22%,-50%,,,,,,,,200 g,['Ehrmann'],,4,4.9 g,en quantité modérée,3.2 g,en quantité modérée,15 g,en quantité élevée,0.18 g,en faible quantité,-4%,-5%,+23%,+34%,+34%,6,+40%,C,+40%,Dessert lacté à la crème légère au caramel avec crème légère fouettée au goût caramel,"['Pot', 'Plastique']",,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E428 - Gélatine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E160 - Caroténoïdes', 'E941 - Azote']",['Lait'],,,,['DE SN 006 EG'],,,
58,Yogurt drink - Ehrmann - 330g,4002971775402,"['en:gluten-free', 'Sans conservateurs']","['France', 'Allemagne', 'Espagne', 'Royaume-Uni']",[],[],?,65,272 kj(65 kcal),"0,9","0,6",12,"11,5","2,3","0,1","0,04",E,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",,-10%,-40%,+6%,-21%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,330g,['Ehrmann'],,,0.9 g,en faible quantité,0.6 g,en faible quantité,11.5 g,en quantité élevée,0.1 g,en faible quantité,-11%,-36%,+7%,-6%,-6%,18,+12%,E,+12%,,"['Plastic', 'Bottle']",,,,,,,['DE BY 77727 EG'],,,
59,Burger XXL - 50g,4003084134025,['Point Vert'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,['Édulcorants'],,,,,,,,,,,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Trolli Bonbon mini Burger 600 g,4003084404203,,['France'],[],[],?,339,1418 kj(339 kcal),"0,1","0,1",77,48,"5,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"0,5L Jus De Carotte Bio Tetra - Jacoby",4004661013559,['Bio'],['France'],"['Jus de carotte bio ', '99%', 'jus de citron bio ', '1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,31,130 kj(31 kcal),"0,5","0,1","6,2","6,2","0,6","0,18","0,072",,['Boissons'],,-45%,+44%,-45%,+21%,,,,,,,,,['Jacoby'],,1,0.5 g,en faible quantité,0.1 g,en faible quantité,6.2 g,en quantité modérée,0.18 g,en quantité modérée,-46%,-15%,-34%,+334%,+334%,-1,-113%,B,-113%,,,,,,,,,,,,
62,"Peanut Butter, Lucky Joe",4004817003182,,"['France', 'Allemagne']",[],[],?,629,2632 kj(629 kcal),51,11,15,"7,6",25,"1,1","0,44",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",,+5%,+6%,+4%,+2%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,51 g,en quantité élevée,11 g,en quantité élevée,7.6 g,en quantité modérée,1.1 g,en quantité modérée,+5%,+33%,+20%,+106%,+106%,22,+100%,E,+100%,,['stück'],,,,,,,,,,
63,Soja granulat - Bio Zentrale - 250g,4005009103925,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung', 'en:Ecológico', 'en:Ecológico UE', 'en:Vegano', 'en:Vegetariano']","['France', 'Allemagne', 'Espagne']",['Sojamehl texturiert'],[],1463,?,1463 kj(350 kcal),3,"0,4",20,7,52,"0,13","0,052",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Flocons', 'Flocons extrudés', 'Flocons de légumineuses', 'Flocons de soja']",-15%,,-66%,-71%,+480%,,,,,,,,250 g,['Bio Zentrale'],,,3 g,en quantité modérée,0.4 g,en faible quantité,7 g,en quantité modérée,0.13 g,en faible quantité,-13%,-83%,-55%,-72%,-72%,0,-100%,B,-100%,,"['Kunststoff', 'Tüte']",,,,,,,,,,
64,TARTEX TOMATES SECHEESG - 75g,4005514175318,['Bio'],['France'],"['Huile de tournesol*', 'eau', 'graines de tournesol* ', '12%', '\rpulpe de tomates*', 'jus de pommes concentré*', 'oignons*', 'olives noires* \r', 'olives*', 'sel', 'tomates séchées* 4,2% ', 'tomates*', 'sel', 'jus de citron*', ""huile \rd'olive*"", 'raisins*', 'ail*', 'moutarde* ', 'eau', 'graines de moutarde*', ""vinaigre \rd'alcool*"", 'sel marin', 'épices*', 'amidon de pommes de terre*', 'épices \rVandouvan* 0,5% ', 'poudre de curry*', 'estragon*', 'fenugrec*', 'sel marin', "" \r*issus de l'agriculture biologique""]",[],?,430,1799 kj(430 kcal),40,"4,4",12,"5,3","4,5","1,4","0,56",,,,,,,,,,,,,,,75 g,['Tartex'],,,,,,,,,,,,,,,,,,,,Spécialité végétale à tartiner aux tomates séchées,,,,['Moutarde'],,,,,,,
65,Active Fresh,4005906274773,,['France'],[],[],?,35,146 kj(35 kcal),"0,5","0,1","8,1","7,8","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Weisses Mandelmus - Rapunzel - 250g e,4006040001812,"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Végétalien', 'DE-ÖKO-006', 'en:EG-Öko-Verordnung', 'Max Havelaar', 'Agriculture USA']","['France', 'Allemagne']",['100% süße geschälte Mandeln'],"['Végétalien', 'Végétarien']",?,671,2807 kj(671 kcal),61,"4,8","5,2","4,6",22,"0,01","0,004",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande"", ""Purées d'amande blanche""]",,+3%,+7%,-8%,-6%,,,,,,,,250 g e,['Rapunzel'],['États-Unis'],,61 g,en quantité élevée,4.8 g,en quantité modérée,4.6 g,en faible quantité,0.01 g,en faible quantité,+3%,+1%,+2%,-43%,-43%,8,+77%,C,+77%,,"['Glas', 'Metall']",,,['Fruits à coque'],,,,,,,
67,Figues - Rapunzel,4006040005018,['Bio'],['France'],[],[],?,250,1046 kj(250 kcal),"1,2","0,2",51,51,33,"0,09","0,036",,,,,,,,,,,,,,,,['Rapunzel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
