,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,traceability_code,additives,markets,palm_ingredients,brand_owner
137,Oreillettes,3760105566289,,,,,,,,,['France'],[],,[],,?,,584,,"39,4",,"50,6",,"6,7",,,,,,,,,,,,,,,,,2443 kj(584 kcal),,"6,8",,"22,2",,"0,8",,"0,32",,,,,,,,,,,,
138,Infusion ginger - Aladin,3760105892678,,,,['Aladin'],,,,,['France'],[],,[],,?,,395,,"0,1",,"97,6",,"0,1",,,,,,,,,,,,,,,,,1653 kj(395 kcal),,"0,1",,"96,6",,0,,0,,,,,,,,,,,,
139,Salade mechouia,3760105893088,,,,,,,,,['France'],[],,[],,?,,190,,9,,"6,4",,"0,8",,,,,,,,,,,,,,,,,795 kj(190 kcal),,0,,3,,"4,4",,"1,76",,,,,,,,,,,,
140,Perles de coco aux cacahuetes - Ngoc Xuyen,3760106090417,,,,['Ngoc Xuyen'],,,,,['France'],"['farine de riz gluant 30%', 'coco 20%', 'cacahuètes 10%', 'fécule de pomme de terre', 'sucre', 'sucre vanillé', ""eau Préparation: réchauffer au micro-onde pendant 30s à 900w A conserver ontrc CPC ct Poids ICOg Possible préscncc d'arachide ct de sésame""]",['Arachides'],[],,?,,150,,"5,75",,23,,"1,58",,,,,,,,,,,,,,,,,628 kj(150 kcal),,"4,96",,"12,92",,"0,025",,"0,01",,,,,,,,,,,,
141,Sirop de Gingembre,3760108020733,B,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirop de Gingembre']",,,,['France'],[],,[],,?,,1,-100%,1,+890%,1,-98%,1,+862%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,4 kj(1 kcal),-100%,1,+3853%,1,-98%,1,+3256%,"0,4",+3256%,,,,,,,,,,,
142,Noir patissier - Biscochoc - 200g,3760108320017,E,200 g,,['Biscochoc'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,['France'],[],,[],,?,,562,+1%,36,-9%,47,+22%,"5,3",-31%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,36 g,en quantité élevée,22 g,en quantité élevée,43 g,en quantité élevée,0.08 g,en faible quantité,2351 kj(562 kcal),+1%,22,-5%,43,+36%,"0,08",+71%,"0,032",+71%,26,+23%,E,+23%,,,,,,,
143,Rillette de Saumon sauvage au curcuma - La Chikolodenn,3760108730182,E,,,['La Chikolodenn'],"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",,,,['France'],"['Saumon sauvage ', 'Oncorhynchus spp', ' ', '59', '8%', 'crème', 'oignons', 'sel', 'curry ', '0', '17%', 'poivre', 'carraghénanes ', 'algues', 'fleur de sel ', '0', '06%', 'tabasco ', 'vinaigre', 'piment rouge', 'sel', ' [ LesprodUits en gras peuvent provoquer des réactions chez les personnes allergiques', ' Ce produit estsusceptible decontenirdes traces de ?ustacés,g/uten', 'œuf,poissons', 'friitàcoque,moutarde', ' NUTRITIONNELLES I oog:']",['Lait'],"['Non végétalien', 'Non végétarien']",4,?,,212,-4%,17,-1%,"1,3",-41%,"12,7",-6%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,17 g,en quantité modérée,5.6 g,en quantité élevée,0.9 g,en faible quantité,0.8 g,en quantité modérée,887 kj(212 kcal),-4%,"5,6",+16%,"0,9",-1%,"0,8",-30%,"0,32",-30%,5,-43%,C,-43%,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,
144,Pain integral,3760109050838,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,['France'],[],,[],,?,,224,,"0,8",,45,,"6,2",,,,,,,,,,,,,,,,,937 kj(224 kcal),,"0,1",,"1,3",,"1,34",,"0,536",,,,,,,,,,,,
145,Intégral Montignac mich kg bio - 1,3760109050869,,1,,['Montignac'],,"['Bio', 'Bio européen', 'FR-BIO-01']",,,['France'],[],,[],,?,,229,,"1,4",,"47,7",,"6,5",,,,,,,,,,,,,,,,,958 kj(229 kcal),,"0,3",,"1,9",,1,,"0,4",,,,,,,,,,,,
146,Perles du Medoc - Mademoiselle De Margaux,3760109080507,,,,['Mademoiselle De Margaux'],,['Fabriqué en France'],,,['France'],"['Sucre', 'pâte de cacao', 'raisins secs ', 'sulfites', ""épaississant : gomme d'acacia"", 'beurre de cacao', 'matière grasse laitière anhydre ', 'lait', 'sirop de glucose', 'émulsifiant : lécithine de arôme naturel', 'alcool', ""agent d'enrobage : gomme laque"", ' Présence possible darachide', 'fruits à coques', 'gluten et œuf Teneur en alcool pur : 0,3%', ' Cacao : 58% minimum']","['Gluten', 'Lait', 'Fruits à coque', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,?,,456,,22,,61,,4,,,,,,,,,,,,,,,,,1908 kj(456 kcal),,13,,54,,"0,075",,"0,03",,,,,,,,,"[""E414 - Gomme d'acacia"", 'E322i - Lécithine', 'E904 - Gomme-laque']",,,
147,Huile de tournesol aromatisée à la truffe - J. Leblanc,3760109433105,,,,['J. Leblanc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",,,,['France'],[],,[],,?,,860,-0%,100,+4%,0,-100%,0,-100%,,,,,,,,100 g,en quantité élevée,9.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3598 kj(860 kcal),-0%,"9,7",-36%,0,-100%,0,-100%,0,-100%,10,+29%,C,+29%,,,,,,,
148,Fleur de Sel,3760110130765,B,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,['France'],[],,[],,?,,0,-100%,0,-100%,0,-100%,0,-100%,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 kj(0 kcal),-100%,0,-100%,0,-100%,100,+81%,40,+81%,,,,,,,,,['Magasins U'],,
149,Sauce Tomates,3760111100361,,,,,,,,,['France'],[],,[],,?,,113,,"7,7",,"7,8",,"1,8",,,,,,,,,,,,,,,,,473 kj(113 kcal),,"0,8",,"5,8",,"0,93",,"0,372",,,,,,,,,,,,
150,Palets Caramel au Beurre Salé,3760112143282,,,,,,,,,['France'],[],,[],,?,,421,,15,,64,,"6,6",,,,,,,,,,,,,,,,,1761 kj(421 kcal),,"9,2",,34,,"0,57",,"0,228",,,,,,,,,,,,
151,Confiture fraise - Pat'Boul de Provence,3760112143411,D,,,"[""Pat'Boul de Provence""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['Sans colorants', 'Sans conservateurs']",,,['France'],[],,[],,?,,129,-41%,"0,5",+107%,30,-44%,"0,5",+13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0.5 g,en faible quantité,0.1 g,en faible quantité,30 g,en quantité élevée,0.1 g,en faible quantité,540 kj(129 kcal),-41%,"0,1",+122%,30,-41%,"0,1",+341%,"0,04",+341%,3,-66%,C,-66%,,,,,,,
152,Porchetta - Tardizioni D'italiz,3760113766404,,,,"[""Tardizioni D'italiz""]",,,,,['France'],"['Viande de porc ', ' sel ', ' dextrose ', ' épices ', ' plantes aromatiques ', "" extraits d'épices "", ' sel fumé ', ' antioxydant : ascorbate de sodium ', ' conservateur : nitrite de sodium', "" Transformé en Italie à partir de viande de porc en provenance de l'Union Européenne""]",,"['Non végétalien', 'Non végétarien']",4,?,,224,,16,,1,,16,,,,,,,,,,,,,,,,,937 kj(224 kcal),,"6,4",,1,,"2,2",,"0,88",,,,,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
153,Blanc de poulet - Aljadid Professionnel - 850g,3760114530578,,850 g,"['Barquette', 'Plastique']",['Aljadid Professionnel'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']","['Halal', 'Fabriqué en France', 'Produits destinés aux professionnels', 'A Votre Service', 'Sans VSM']",['France'],,['France'],[],,[],,?,,192,+78%,"6,62",+202%,"13,41",+886%,"18,46",-8%,,,,,,,,6.62 g,en quantité modérée,1.63 g,en quantité modérée,1.52 g,en faible quantité,1.53 g,en quantité élevée,803 kj(192 kcal),+79%,"1,63",+150%,"1,52",+73%,"1,53",-19%,"0,612",-19%,4,-17%,C,-17%,,,,,,,
154,Préfou de Vendée Le Pain Apéritif Chèvre - Paso - 350g,3760114570055,,350 g,"['Papier sulfurisé', 'Plastique', 'Sachet', 'Sous atmosphère protectrice']",['Paso'],"['Snacks', 'Snacks salés', 'Apéritif', 'Préfous']",,['PASO 1 rue des Frères Lumière 85340 Olonne sur Mer France'],,['France'],"['Pain 63% : farine de blé', 'eau', 'sel', ""correcteur d'acidité : E575"", 'levure', 'vinaigre', ' Garniture 37% : matière grasse composée ', 'matière grasse de palme', 'eau', 'beurre', 'sel', 'émulsifiants : E471', 'arômes', ""correcteur d'acidité : E330"", 'colorant : E160a', 'i', ' ', 'fromage de chèvre fondu 32% ', 'fromage de chèvre', 'beurre', 'lactosérum', 'amidon modifié', 'protéine de lait', 'sels émulsifiants : E452', 'sel', 'conservateur : sorbate de potassium', 'sel', 'poivre', 'herbes de Provence']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,?,,323,-3%,"15,6",-12%,"37,4",+7%,"6,9",+2%,,,,,,,,15.6 g,en quantité modérée,8.1 g,en quantité élevée,2.4 g,en faible quantité,2 g,en quantité élevée,1351 kj(323 kcal),-2%,"8,1",-24%,"2,4",+5%,2,+44%,"0,8",+44%,18,+3%,D,+3%,Pain précuit tranché garni de préparation fromagère au chèvre décongelée,,,"['E575 - Glucono-delta-lactone', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160ai - Bêta-carotène', 'E14XX - Amidons modifiés', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Carrefour'],['Huile de palme'],
155,Caviar de l'isle,3760115031999,,,,"[""Caviar De L'Isle""]",,,,,['France'],"['de ', 'Esturgoon AolPNV baaril soli aonootvatour EN']",,[],,?,,233,,"13,3",,"2,7",,"25,5",,,,,,,,,,,,,,,,,975 kj(233 kcal),,"1,9",,"0,87",,"2,97",,"1,188",,,,,,,,,,,,
156,Bonbons myrtille,3760115260016,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['France'],[],,[],,?,,89,,5,,9,,6,,,,,,,,,,,,,,,,,372 kj(89 kcal),,2,,2,,"0,02",,"0,008",,,,,,,,,,,,
157,Lasagne aux epinards - Odel,3760116200448,,,,['Odel'],,,,,['France'],"['Pâte: farine de blé dur', 'œufs frais pasteurisés', 'eau', 'sel', ' Sauce: lait eau', 'épinards mozzarella ', 'lait sel', 'présure', 'farine de blé tendre', 'huile de Allergènes: gluten', 'lait', ' œufs', ' peut contenir des traces poisson', ' A consommer après la cuisson Ingredients Pasta: durum wheat flour', 'fresh pasteurized eggs water', 'salt Sauce: milkt water', 'spinach 11,596', 'mozzarella cheese ', 'milk', 'sait', 'rennet', 'soft wheat flour', 'pepper ggs', 'may contain traces of fish', ' CONSEILS PRÉPARATION PREPARATION TIPS']","['Œufs', 'Lait']",['Non végétalien'],4,?,,151,,5,,"15,1",,"5,6",,,,,,,,,,,,,,,,,632 kj(151 kcal),,"2,8",,"2,1",,"0,875",,"0,35",,,,,,,,,,,,
158,Pain du soleil,3760120960017,,,,,,,,,['France'],[],,[],,?,,306,,"1,1",,67,,9,,,,,,,,,,,,,,,,,1280 kj(306 kcal),,"0,2",,"6,4",,"0,6",,"0,24",,,,,,,,,,,,
159,Terrine au foie de volaille & pruneaux - Biocoop,3760121213150,,,['Pot en verre'],['Biocoop'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']","['Bio', 'Bio européen', 'FR-BIO-10', 'Fabriqué en France']",,,['France'],[],,[],,?,,293,-3%,25,-7%,"3,9",+162%,13,-6%,,,,,,,,25 g,en quantité élevée,9.4 g,en quantité élevée,0.8 g,en faible quantité,1.6 g,en quantité élevée,1226 kj(293 kcal),-3%,"9,4",-10%,"0,8",+45%,"1,6",+7%,"0,64",+7%,19,+4%,E,+4%,,,,,['Biocoop Caluire'],,
160,Pavés de Saumon Atlantique - Cosmos Foods - 250g,3760121992611,E,250 g,"['Plastique', 'Surgelé']",['Cosmos Foods'],"['Produits de la mer', 'Poissons', 'Saumons', ""Saumons d'élevage"", 'Pavés de saumon']","['Sans arête', 'Sans peau']",,,['France'],"['Pavés de Saumon Atlantique ', 'Salmo salar']",['Poisson'],"['Non végétalien', 'Non végétarien']",1,?,,192,-3%,"12,7",+4%,"< 0,5",+48%,"19,7",-6%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,12.7 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.13 g,en faible quantité,803 kj(192 kcal),-2%,4,+80%,"< 0,5",+134%,"0,13",-89%,"0,052",-89%,0,-100%,B,-100%,,['Chili'],"['FR 59.271.001 CE', 'Grande-Synthe (Nord, France)']",,,,
161,Bánh chùng - Kim- Oanh - 750g,3760123380027,,750g,,['Kim- Oanh'],"['Plats préparés', 'Plats à base de riz', 'Bánh chùng']",,,,['France'],"['Riz gluant', 'porc', 'grains de soja', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1439,+157%,188,+21%,"7,2",+58%,25,+32%,"5,6",-13%,,,,,,,,7.2 g,en quantité modérée,2.7 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en quantité modérée,1439 kj(188 kcal),+127%,"2,7",+76%,"0,5",-66%,"0,8",+0%,"0,32",+0%,6,+251%,C,+251%,,,,,,,
162,"Sorbet pêche de vigne - Maison de la glace - 330g (0,5l)",3760124190564,C,"330 g (0,5 l)","['Emballage carton', 'Pot & couvercle plastique', 'Surgelé']","['Maison de la glace', 'Alfagel']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la pêche', 'Sorbets à la pêche de vigne']","['en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Triman', 'Charte qualité', 'Glaces Arisanales de France 2016']",['France'],,['France'],"['Purée de pêche de vigne ', '50%', ' ', 'pêche de vigne', 'sucre', 'antioxydant : acide ascorbique', 'eau', 'sucre', 'sirop de glucose', 'sirop de sucre inverti', 'maltodextrine', 'dextrose', 'épaississants ', 'gélatine', 'farine de caroube', 'gomme de guar', 'gomme de cellulose', 'protéines de LAIT']",['Lait'],"['Non végétalien', 'Non végétarien']",4,?,,133,+7%,"0,5",+218%,32,+7%,"0,5",+37%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,0.5 g,en faible quantité,0.1 g,en faible quantité,27 g,en quantité élevée,0 g,en faible quantité,556 kj(133 kcal),+8%,"0,1",+475%,27,+8%,0,-100%,0,-100%,5,+8%,C,+8%,"Sorbet aux fruits, sans gluten",,"['FR 13.214.057 CE', 'Marseille 14e  Arrondissement (Bouches-du-Rhône, France)']","['E300 - Acide ascorbique', 'E428 - Gélatine', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E466 - Carboxyméthylcellulose']",['Super U'],,
163,Biscuits Fromage de Brebis,3760124280135,,,,,,"['Sans colorants', 'Sans conservateurs']",,,['France'],[],,[],,?,,470,,"24,4",,49,,"12,4",,,,,,,,,,,,,,,,,1966 kj(470 kcal),,"15,7",,"11,4",,"2,2",,"0,88",,,,,,,,,,,,
164,EPINARDS HACHES GALETS SURGELES - Bioregard,3760125200064,B,,,['Bioregard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés']",['Bio'],,,['France'],['épinards produit fabriqué dans une usine 100% utilisant du céleri et du soja'],['Soja'],[],1,?,,22,-42%,0,-100%,"1,3",-35%,"2,1",-23%,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,92 kj(22 kcal),-41%,0,-100%,0,-100%,0,-100%,0,-100%,-8,,A,,,,,,,,
165,Creme fraiche fermière,3760126100080,,,,,,,,,['France'],[],,[],,?,,330,,35,,"2,8",,"2,3",,,,,,,,,,,,,,,,,1381 kj(330 kcal),,"22,2",,"1,5",,"0,2",,"0,08",,,,,,,,"['FR 22.213.001 CE', ""Plouër-sur-Rance (Côtes-d'Armor, France)""]",,,,
166,10 Mini Nonnettes fourrees  À La Confiture D'orange - Mulot & Petitjean - 190g,3760129920814,,190 g,['Cardboard'],['Mulot & Petitjean'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']",,,,['France'],"[""Confiture d'orange 33% "", 'sirop de glucose-fructose', 'orange ', '35%*', 'saccharose', 'gélifiant ', 'pectines ', ""correcteurs d'acidité "", 'acide citrique', 'citrate trisodique', 'farine de froment ', 'GLUTEN', 'miel 16%', 'sirop de sucre inverti', 'sucre', ""jaunes d'ŒUFS"", 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", ""arôme naturel d'orange"", ' *% Exprimé sur la confiture', ' Fabriqué dans un atelier utilisant: AMANDES', ' Produit sujet à dessiccation']","['Œufs', 'Gluten']",['Non végétalien'],4,?,,352,+4%,"2,2",+11%,79,+4%,"3,2",-13%,,,,,,,,2.2 g,en faible quantité,0.5 g,en faible quantité,49 g,en quantité élevée,0.37 g,en quantité modérée,1473 kj(352 kcal),+4%,"0,5",+20%,49,+8%,"0,37",-30%,"0,148",-30%,15,0%,D,0%,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,,
167,Bonbons de Dijon - Mulot & Petitjean,3760129928445,,,,['Mulot & Petitjean'],,,,,['France'],[],,[],,?,,380,,"0,5",,"95,1",,"0,5",,,,,,,,,,,,,,,,,1590 kj(380 kcal),,"0,2",,"79,8",,"0,01",,"0,004",,,,,,,,,,,,
168,Nectar Fruit De la Passion - Atelier Patrick Font - 100cl,3760131160185,D,100 cl,,['Atelier Patrick Font'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fruit de la passion']",['Fabriqué en France'],,,['France'],"['Eau', 'pulpe de fruit de la passion ', '30%', 'sucre', 'acide citrique', 'acide ascorbique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,57,+6%,0,-100%,13,+2%,0,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,238 kj(57 kcal),+4%,0,-100%,12,-1%,0,-100%,0,-100%,16,-4%,E,-4%,,,,['E330 - Acide citrique'],,,
169,Pamplemousse rose - Emile Vergeois - 100cl,3760131161229,D,100 cl,,['Emile Vergeois'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de fruits pur jus', 'Jus de pamplemousse rose', 'en:pure-grapefruit-juice']","['Fabriqué en France', 'Sans additifs', 'Sans conservateurs']",,,['France'],[],,[],,?,,49,+26%,1,+478%,12,+39%,"0,8",+61%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 g,en faible quantité,1 g,en quantité modérée,9.1 g,en quantité élevée,1 g,en quantité élevée,205 kj(49 kcal),+27%,1,+3822%,"9,1",+10%,1,+10156%,"0,4",+10156%,8,+319%,D,+319%,,,"['EMB 42283A', 'Saint-Romain-en-Jarez (Loire, France)']",,,,
170,Jus pomme gingembre,3760131162035,,,,,,['Fabriqué en France'],,,['France'],[],,[],,?,,52,,0,,13,,0,,,,,,,,,,,,,,,,,218 kj(52 kcal),,0,,11,,0,,0,,,,,,,,,,,,
171,Mytilles sauvages sans sucre,3760131654066,,,,,,['Sans conservateurs'],,,['France'],[],,[],,?,,0,,?,,?,,?,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,
172,Meringues - Les Saveurs Du Clavon,3760133670453,C,,"['Sachet', 'Plastique']",['Les Saveurs Du Clavon'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",['Point Vert'],,,['France'],[],,[],,?,,393,+4%,"0,3",-71%,"93,5",+7%,"4,8",+19%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,0.3 g,en faible quantité,0.1 g,en faible quantité,82.6 g,en quantité élevée,0.2 g,en faible quantité,1644 kj(393 kcal),+4%,"0,1",-73%,"82,6",-1%,"0,2",+24%,"0,08",+24%,14,-3%,D,-3%,,,,,,,
173,Sauce tomate à la provencale,3760133671122,,,,,,,,,['France'],[],,[],,?,,71,,"2,1",,"11,2",,"1,9",,,,,,,,,,,,,,,,,297 kj(71 kcal),,"0,2",,"7,3",,1,,"0,4",,,,,,,,"['EMB 84088L', 'Pernes-les-Fontaines (Vaucluse, France)']",,,,
174,Risotto aux légumes - Les Saveurs Du Clavon,3760133673140,,,,['Les Saveurs Du Clavon'],,,,,['France'],[],,[],,?,,336,,"1,5",,"73,1",,7,,,,,,,,,,,,,,,,,1406 kj(336 kcal),,"0,5",,"0,6",,"0,4",,"0,16",,,,,,,,,,,,
175,Cookies pastilles en couleurs arôme noisette,3760133674734,,,,,,,,,['France'],[],,[],,?,,378,,"2,8",,80,,"6,8",,,,,,,,,,,,,,,,,1582 kj(378 kcal),,"1,6",,46,,0,,0,,,,,,,,,,,,
176,Soupe fine carottes cumin,3760133676806,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['France'],[],,[],,?,,20,,"0,35",,"3,26",,"0,32",,,,,,,,,,,,,,,,,84 kj(20 kcal),,"0,11",,"0,92",,"0,81",,"0,324",,,,,,,,,,,,
177,Pont l'évêque AOP - Fromagerie MAITRE PENNEC - 220g,3760134180036,D,220 g,['Frais'],['Fromagerie MAITRE PENNEC'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', ""Pont-l'évêque""]",['AOP'],,,['France'],"['81 a02', '001 CE A consornrner']",,[],,?,,300,+1%,24,+3%,"0,5",+26%,21,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,24 g,en quantité élevée,14.5 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,1255 kj(300 kcal),+1%,"14,5",-9%,"0,5",+36%,"1,8",+12%,"0,72",+12%,15,+2%,D,+2%,,,"['FR 61.402.001 CE', 'Saint-Hilaire-de-Briouze (Orne, France)']",,,,
178,Biscuit,3760135233786,C,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,['France'],[],,[],,?,,492,+4%,"6,2",-70%,"61,7",-4%,"7,5",+15%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,6.2 g,en quantité modérée,2.5 g,en quantité modérée,61.7 g,en quantité élevée,1 g,en quantité modérée,2059 kj(492 kcal),+3%,"2,5",-75%,"61,7",+109%,1,+70%,"0,4",+70%,22,+11%,E,+11%,,,,,,,
179,Spiruline de petite Camargue - Algosud - 100g,3760137680052,D,100 g,['Plastique'],['Algosud'],"['Compléments alimentaires', 'Spiruline']",['Fabriqué en France'],"['Lunel', 'France']",,['France'],['Spiruline déshydratée 100%'],,['Sans huile de palme'],1,?,,2,-99%,0,-100%,"1,8",-83%,12,-76%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,0 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,1 g,en quantité modérée,8 kj(2 kcal),-99%,0,-100%,"0,3",-57%,1,-13%,"0,4",-13%,-1,-120%,A,-120%,Complément alimentaire à base de spiruline,"['France', 'Lunel']",,,,,
180,Cake aux fruits - Sélection B.P.B - 275g,3760138620095,C,275g,,['Sélection B.P.B'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",,,,['France'],[],,[],,?,,386,-1%,"14,1",-8%,"59,4",+6%,"4,7",-3%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,14.1 g,en quantité modérée,8.3 g,en quantité élevée,38.4 g,en quantité élevée,0.29 g,en faible quantité,1615 kj(386 kcal),-1%,"8,3",+88%,"38,4",+15%,"0,29",-51%,"0,116",-51%,21,+26%,E,+26%,,,,,,,
181,Épices caraïbes - 75 g,3760138824158,,,,['75 g'],,,,,"['France', 'Saint-Martin']",[],,[],,?,,2,,0,,0,,1,,,,,,,,,,,,,,,,,8 kj(2 kcal),,0,,0,,0,,0,,,,,,,,,,,,
182,Le pâté lardons fumés et persil - Secrets De Famille,3760141320135,,,,['Secrets De Famille'],,,,,['France'],"['Viande de porc origine France 44 % ', 'poitrine', 'foie', 'gras de porc 29% ', 'gorge', ' lardons fumés 8', '8%', 'eau', 'oignons', 'persil 1', '5%0 échalotes', 'crème', 'gélatine ', 'sulfites', 'sel', 'amidon transformé', 'cognac', 'ail', 'Poivre', 'épices']","['Lait', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,?,,273,,"22,6",,2,,"15,1",,,,,,,,,,,,,,,,,1142 kj(273 kcal),,8,,"0,3",,"0,65",,"0,26",,,,,,,,,"['E428 - Gélatine', 'E14XX - Amidons modifiés']",,,
