,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,labels,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,brand,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,allergens,nova_score,additives,link,generic_name,palm_ingredients
380,2 Maxi beignets fourrés framboise,3248288139433,['France'],[],[],?,329,14,44,"5,6",,1377 kj(329 kcal),"1,8",13,"0,96","0,384",,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",14 g,en quantité modérée,1.8 g,en quantité modérée,13 g,en quantité élevée,0.96 g,en quantité modérée,,-7%,-8%,-11%,-48%,-3%,-20%,-12%,+30%,+30%,11,-8%,D,-8%,,,,,,,,,,,,,,,,,,,
381,Pavé de truite,2869514042641,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Brochettes de canard mariné Colombo - Maison Monfort,3104544073722,['France'],[],[],?,274,23,4,12,,1146 kj(274 kcal),"7,4","2,2",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Maison Monfort', 'Maison Montfort']",,,,,,,,,,,,,,,,
383,Dattes moelleuses,9940303400101,['France'],[],[],?,285,"0,5",64,"2,2",,1192 kj(285 kcal),"0,1",58,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Saucisson sec,2563441003989,['France'],[],[],?,434,36,"0,7",26,,1816 kj(434 kcal),14,"0,5","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Miel de châtaignier,3760253060011,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,,,,,,,,,B,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
386,Kéfir de fruit lime,3770013032028,['France'],[],[],?,6,0,"0,5",0,,25 kj(6 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Chausson au pomme,0206270018893,['France'],[],[],?,304,18,30,36,,1272 kj(304 kcal),12,10,"0,53","0,212",,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",18 g,en quantité modérée,12 g,en quantité élevée,10 g,en quantité modérée,0.53 g,en quantité modérée,,-3%,-4%,0%,+4%,-9%,-6%,+823%,-11%,-11%,17,0%,D,0%,B,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,
388,Kéfir de fruit ginger,3770013032011,['France'],[],[],?,6,0,"0,5",0,,25 kj(6 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Rumstecks,0290112032147,['France'],[],[],?,216,16,"0,5",18,,904 kj(216 kcal),"6,5","0,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,BULK POWDERS Pure Series,5060343742048,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Fougasse,2834007013125,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Pates de fruits et gelées,3760085327429,['France'],[],[],?,299,0,73,0,,1251 kj(299 kcal),0,66,"0,14","0,056",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",0 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.14 g,en faible quantité,,-5%,-5%,-100%,-100%,-4%,-1%,-100%,+17%,+17%,8,-3%,C,-3%,C,,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,
393,BULK POWDERS,5060343746008,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Huile de tournesol,3036850023262,['France'],[],[],?,828,92,0,0,,3464 kj(828 kcal),10,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",92 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-5%,-5%,-5%,-6%,-100%,-100%,-100%,-100%,-100%,11,0%,D,0%,D,,,,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,,,
395,Chat,4047777189527,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats', 'Nourriture sèche pour animaux', 'Croquettes pour chat']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Pomme frite,8710438118735,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Brochette de Dinde Extra-Tendres PAPRIKA,0215634055634,['France'],[],[],?,120,"3,8","2,5",19,,502 kj(120 kcal),"1,2",0,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Huile de coco,3700380368321,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Saumon,0253251039958,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Jambon Serrano,2161967015853,['France'],[],[],?,971,12,1,30,,4063 kj(971 kcal),"4,5",1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Pate Curry Biryani Pataks,5015821151478,['France'],[],[],?,257,"19,6","8,28","4,5",,1075 kj(257 kcal),"1,4","4,88","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,POITRINE DE PORC CUITE x3,2629738032213,['France'],[],[],?,289,24,"0,8",18,,1209 kj(289 kcal),"9,2","0,8","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Confiture cirons extra pur sucre de canne - 250g,3308790002653,['France'],[],[],?,0,0,56,0,,0 kj(0 kcal),0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,
404,Caillette aux herbes,2869740030900,['France'],[],[],?,253,"19,6",7,"13,1",,1059 kj(253 kcal),"7,4",2,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,les aiguillettes poulet,0212550030110,['France'],[],[],?,103,"1,2",0,23,,431 kj(103 kcal),"0,4",0,"0,1","0,04",['Film en plastique'],"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Riz blanc,2443249062381,['France'],[],[],?,351,"0,8",77,"8,7",,1469 kj(351 kcal),"0,4","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,4304218426635,4304218426635,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Terrine au Roquefort,3380242052393,['France'],[],[],?,418,41,"1,3",11,,1749 kj(418 kcal),18,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,TRIO CHOU JAMBON SUPERIEUR ET COMPTÉ,2283992020937,['France'],[],[],?,213,20,"2,3",5,,891 kj(213 kcal),"3,6","2,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Sel de mer aux brisures de triffe,3760194213507,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Cerises,3760074891009,['France'],[],[],?,?,?,?,?,"['EMB 69021B', 'Bessenay (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,6 crêpes fraîches,3435190900354,['France'],[],[],?,310,8,51,8,,1297 kj(310 kcal),"3,4",25,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Milk hazelnut,5350123401075,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Meringuettes,0202358015358,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Baguette Duchesse,3021990129400,['France'],[],[],?,271,"1,1","57,3","8,1",,1134 kj(271 kcal),"0,5","1,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Le pâté de rocamadour,3760082247010,['France'],[],[],?,223,16,"1,2",18,,933 kj(223 kcal),"6,2",0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Melon en morceaux,0291441020010,['France'],[],[],?,41.9,"0,2","8,79","0,73",,175 kj(41 kcal),"0,05","6,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Fritons ail et persil,0101802262389,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Infusion biologique Vitalité - Yogi Tea,4012824600621,['France'],[],[],?,14,"0,1","3,3","0,1",,59 kj(14 kcal),0,"3,3",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,['Yogi Tea'],,,,,,,,,,,,,,,,
420,Crème Truffe Noire,3760258290024,['France'],[],[],?,172,"15,5","4,9","3,1",,720 kj(172 kcal),"1,9","4,1","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Menu Hamsters P'tit Ami,",3601020389167,['France'],[],[],?,343,"8,7",5,90,,1435 kj(343 kcal),"0,1",1,6,"2,4",,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Gélules  fragon,3700790002709,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Jambon sec,2418310020799,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,,,,,,,,,,,,,,,,,,,E,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,
424,PTIT BASQUE ISTARA BIO 36%MG,0209885024860,['France'],[],[],?,?,?,?,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Tarte chococolat noisette,3456580128646,['France'],[],[],?,423,24,44,"5,8",,1770 kj(423 kcal),12,29,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Banane chips,0206523007742,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Begnet,0202781009849,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Chocolat en poudre,7612100066485,['France'],[],[],?,545,32,"59,5","3,8",,2280 kj(545 kcal),5,"54,5","0,25","0,1",,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Tartines craquantes bio à la châtaigne - Le pain des fleurs,04733867,['France'],[],[],?,384,"1,6","83,5","6,5",,1607 kj(384 kcal),"0,4","9,3","0,58","0,232",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,['Le pain des fleurs'],,,,,,,,,,,,,,,,
430,Chips crevette curry,3350033701717,['France'],[],[],?,539,32,61,1,,2255 kj(539 kcal),"2,6","8,2","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,La coline fiori,8013624100119,['France'],[],[],?,0,0,0,0,,0 kj(0 kcal),0,0,0,0,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Armour Turkey Meatballs (14 Oz),0027815000728,['France'],[],[],?,223.52941176471,"12,941","5,882","18,824",,935 kj(223 kcal),"4,706",0,"2,5",1,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,['Armour'],,,,,,,,,,,,,,,,
433,Bonbons miel eucalyptus - La Trinitaine,3260260212392,['France'],[],[],?,400,"0,49",97,"0,49",,1674 kj(400 kcal),"0,09",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Trinitaine'],,,,,,,,,,,,,,,,
434,Yaourt caramel beurre sale,1855360071011,['France'],[],[],?,142,"7,7",16,"2,3","['FR 13.005.028 CE', 'Aubagne (Bouches-du-Rhône, France)']",594 kj(142 kcal),"4,3",14,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Brie,2488919015816,['France'],[],[],?,347,31,0,0,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",1452 kj(347 kcal),22,0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Anans morceaux,0209401023094,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Le pesto prestige - Ital Passion,3760077537713,['France'],[],[],?,447,40,5,"5,7",,1870 kj(447 kcal),"5,8","1,9","2,3","0,92",,,"['Epicerie', 'Sauces', 'Sauces Pesto']",40 g,en quantité élevée,5.8 g,en quantité élevée,1.9 g,en faible quantité,2.3 g,en quantité élevée,,+5%,+6%,-2%,-4%,-25%,-39%,+28%,-1%,-1%,20,+9%,E,+9%,C,,['Ital Passion'],,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,
438,Lomo,2302800007776,['France'],[],[],?,145,"5,7","0,5",23,,607 kj(145 kcal),"2,1","0,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Jellys straws,4711269689252,['France'],[],[],?,20,0,5,0,,84 kj(20 kcal),0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Polaretti,8002267025460,['France'],[],[],?,83,0,21,"0,1",,347 kj(83 kcal),0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,MUCHA,8437019577025,['France'],[],[],?,30,0,4,0,,126 kj(30 kcal),0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Fuet ibérique espagnol,8410764062534,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Confiture mangue CBD,3760299630582,['France'],[],[],?,0,"0,5",25,"0,5",,0 kj(0 kcal),"0,1",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Lait (1%),0055300113097,['France'],[],[],?,44,1,"4,8","3,6",,184 kj(44 kcal),"0,6","4,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Leerdammer,2430575019684,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Cookie,8016225277525,['France'],[],[],?,570,32,"62,5","6,7",,2385 kj(570 kcal),"20,9","26,4","0,1","0,04",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",32 g,en quantité élevée,20.9 g,en quantité élevée,26.4 g,en quantité élevée,0.1 g,en faible quantité,,+20%,+20%,+54%,+107%,-2%,-11%,+3%,-83%,-83%,22,+11%,E,+11%,C,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
447,Jambon de dinde,2900292010504,['France'],[],[],?,115.4,"4,24","3,26","15,6",,483 kj(115 kcal),"1,1","2,55","3,39","1,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Thé des fée,3770000660470,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Corn flakes,17355599,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Lollipops,8711197692887,['France'],[],[],?,362,0,90,0,,1515 kj(362 kcal),0,73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Crème glacée,3328859762007,['France'],[],[],?,222,10,30,"3,3",,929 kj(222 kcal),"6,4",24,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Rillettes de poulet aux herbes - 400g,3180050145436,['France'],[],[],?,336,30,"0,5",16,,1406 kj(336 kcal),"9,8","0,5","1,2","0,48",,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",30 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+6%,+6%,+8%,+11%,+1%,+27%,-4%,+1%,+1%,18,+7%,D,+7%,D,400 g,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,
453,Cheval,2283708017329,['France'],[],[],?,?,?,?,?,"['FR 92.060.001 CE', 'Plessis-Robinson (Hauts-de-Seine, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Ninjagi,3780106206991,['France'],[],[],?,6,55,5,6,,25 kj(6 kcal),1,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Premium protein - Nutrend,8594014866797,['France'],[],[],?,391,15,21,50,,1636 kj(391 kcal),6,2,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutrend'],,,,,,,,,,,,,,,,
456,Tapenade préparation à base de poivrons confits,3585510017412,['France'],[],[],?,299,26,12,"2,9",,1251 kj(299 kcal),"1,9",11,"1,4","0,56",,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades']",26 g,en quantité élevée,1.9 g,en quantité modérée,11 g,en quantité modérée,1.4 g,en quantité modérée,,+17%,+17%,+5%,-44%,+296%,+1983%,+68%,-53%,-53%,12,-16%,D,-16%,C,,,,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,
457,Nectar de Citron,3760125981987,['France'],[],[],?,60,"0,5","14,7","0,5",,251 kj(60 kcal),"0,1","13,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Ti'fruits à dérouler,3609200009980,['France'],[],[],?,310,1,70,"1,5",,1297 kj(310 kcal),"0,3",58,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Mendiant Premium,3360563356318,['France'],[],[],?,507,32,42,10,,2121 kj(507 kcal),"3,2",38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,chuert - xl,1500740400003,['France'],[],[],?,?,?,?,?,,,,,,,,,['en:Xl'],,,,,,,,,,,,,,,,,,,,,,,,xl,,,,,,,,,,,,,,,,,
461,Knacks,2857660003432,['France'],[],[],?,?,?,?,?,"['FR 54.377.006 CE', 'Montigny (Meurthe-et-Moselle, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Brins d aneth,0200030008964,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Paprika krauter - Le Gusto,4061458021074,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Gusto'],,,,,,,,,,,,,,,,
464,Travers de Porc à la provençale,2880038005899,['France'],[],[],?,188,12,"3,1","15,9",,787 kj(188 kcal),"5,6","2,6","1,15","0,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Saveur caramel au lait,3506170015907,['France'],[],[],?,317,"0,5",78,0,,1326 kj(317 kcal),0,52,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Spray démoulage facile,3325980033136,['France'],[],[],?,809.75,91,0,0,,3388 kj(809 kcal),8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,champagne,3553930000086,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Vindaloo curry sauce,0608171075096,['France'],[],[],?,142,10,"9,9","2,6",,594 kj(142 kcal),"4,4","3,9","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Madras curry paste,8901552001434,['France'],[],[],?,164,10,10,"3,6",,686 kj(164 kcal),"1,5","0,5","12,3","4,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Mini brioché au saucisson,2274750051829,['France'],[],[],?,338,"21,8","23,2","11,7",,1414 kj(338 kcal),11,"3,9","0,6","0,24",,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Saucissons briochés']",21.8 g,en quantité élevée,11 g,en quantité élevée,3.9 g,en faible quantité,0.6 g,en quantité modérée,,+8%,+11%,+15%,+26%,+7%,+48%,-13%,-62%,-62%,16,-9%,D,-9%,D,,,,73.3%,15.3%,2.8%,2.3%,1.3%,5.0%,43,,,,,,,,
471,Effiloché façon kébab,3760319120147,['France'],[],[],?,282,"19,1","3,2",27,,1180 kj(282 kcal),"1,4","0,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Truite fumée tranchée main,2485885083443,['France'],[],[],?,171,"8,7","0,69","23,4","['FR 76.724.002 CE', 'Vatierville (Seine-Maritime, France)']",715 kj(171 kcal),"1,71",0,"1,27","0,508",,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",8.7 g,en quantité modérée,1.71 g,en quantité modérée,0 g,en faible quantité,1.27 g,en quantité modérée,,+4%,+5%,+11%,+6%,+66%,-100%,+4%,-54%,-54%,3,-75%,C,-75%,E,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,
473,Saucisson au jambon,2986868003385,['France'],[],[],?,290,15,"6,6",32,,1213 kj(290 kcal),"4,78","0,9","5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Chocolat noir supérieur à patisser - Le Petit Carré de Chocolat,3770009645195,['France'],[],[],?,568,40,48,4,,2377 kj(568 kcal),27,44,"0,1","0,04",,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",40 g,en quantité élevée,27 g,en quantité élevée,44 g,en quantité élevée,0.1 g,en faible quantité,,+2%,+2%,+2%,+17%,+24%,+39%,-48%,+114%,+114%,26,+23%,E,+23%,D,,['Le Petit Carré de Chocolat'],,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,
475,Poire conférence,3347762000525,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Chips de crevettes,8437017726180,['France'],[],[],?,514,30,59,"1,4",,2151 kj(514 kcal),"3,6","4,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Petit  Boucan,3770016570008,['France'],[],[],?,345,13,27,12,,1443 kj(345 kcal),3,5,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Sun&Grill,0204192036544,['France'],[],[],?,116,"3,8","1,5",19,,485 kj(116 kcal),"0,8",1,"2,25","0,9","['Barquette', 'Film en plastique']","['Point Vert', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Meet mer,4008239393395,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mélange salade,3700457104302,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Sour bites apple,8719979201456,['France'],[],[],?,353.39999389648,"2,2","81,3","2,1",,1479 kj(353 kcal),"1,4","41,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,8412283037949,8412283037949,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Sandwich Jambon Emmental,0490000082173,['France'],[],[],?,240,"7,2",32,11,,1004 kj(240 kcal),"4,2","0,8","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2 pièces épaisses de boeuf attendri,0211026027685,['France'],[],[],?,119,43,"0,5",20,"['FR 35.136.002 CE', 'Janzé (Ille-et-Vilaine, France)']",498 kj(119 kcal),2,"0,5","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
