,name,bar_code,eco_score,quantity,brand,categories,labels,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,packaging,manufacturing,additives,markets,allergens,link,palm_ingredients,producer_info
1023,Gratin de penne au saumon et colin - Grand Saloir Saint Nicolas,3287390060273,,,['Grand Saloir Saint Nicolas'],,['Fabriqué en France'],,['France'],"['Eau', 'spécialités CEREALIERES t pennese cuites 143 ', 'eau', 'semoule de 8LE dur', 'huile de colza poudre de blanc dt0EUF', ' cour ettes tomates', 'momeaux de saumon ', 'POISO{S', "" colin d'Alaska "", '/orso S', ' crème légère stérilisée ', 'LAIT', ' ', 'dont stabilisant : E407', 'emental fondu râpé {LAIT', ' ', 'emmental ', 'LAIT]', 'beurre ', 'LAITI eau', 'protéines de LAITI fromges ', 'LAIT', 'dont OEUFS] sels de fonte : E331 *452', 'sel', ' échalotes ', ' Vin blanc sec', 'beurre doux !L4tT', ' LAIT écrémé en poudre amidon de BLEI double concentré de tomate', 'arone naéurel ', 'dont CRUSTACES', 'LAIT', 'chapelure ', 'farine de 81E', 'huile de colza eau sucre levure et levain', 'sel', 'GLUTEN OE 8LE', 'céréales moulues ', 'SEIGLé', 'AVIINE', 'BLE EPEAUTREI ORGE i riz', 'sarrasin]', 'farine de fève', 'vinaigre', 'dextrose I graines moulues ', 'tournesol', 'lin millet pavot', 'amarante', 'quinoa] J BEURRE', 'farine de BLE ', 'farine de 81E', 'GLUtEN OE 81E', ' persil', 'margarine végetale ', 'graisse végétale non hydrogénée et partiellement hydrogénée de palme eau', 'huile végétale de : Eb30', 'colorant colza', 'émulsifiant : E471', "" correcteur d'acidité El 60a"", 'naturel', 'ciboulette', 'sel \\ conservateur : E202', 'arôme naturel de poivre', 'acidifiant : E270', 'Poumentages exprimés sur le produit fini', ' 618/148 Energie ', 'Liftai', ' Valeurs énergaiques et nutfitionndls moyennes Pour 100 4 2 - Gluades', 'qi 12 7,5 -dont aades rassaturés g Matièrs grases ', 'g', ' - Fibres ', 'g', ' dont swes ', 'g', ' Traces éventuefles soja', 'fruits à coque', ""celet'l"", 'moutards', 'graines de sésame sulfites', 'mllusques', 'lupin', ' Réchau+fer 10-15mn dans un four à 1800 ou 3-4mn au micro-ondes à 750H', ' Enlever le couvercle avant réchauffage', 'Temps et température à bien respecter', ' Pas de contact direct avec la flame et les parozs', ' FR 6027 49-276-002 A conserver entre OOC et +40C', ' CE A consommer rapidement après ouverture', ' Conditionné sous atmosphere protectrice ', ' 3 287390 Grand Saloir Sant Nicolas -Le Bignon -35137 Bédée - France']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,148,,619 kj(148 kcal),,"7,5",,"4,2",,12,,"3,7",,"7,5",,"0,6",,"0,24",,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique']",,"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait']",,,
1024,Salade de festonati - Instant Traiteur,3287390060518,,,['Instant Traiteur'],,,,['France'],[],[],,,,,,,,,,?,,139,,582 kj(139 kcal),,"5,5",,"0,8",,15,,"2,2",,"6,6",,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,
1025,8 falafels,3287390060532,,,,,,,['France'],[],[],,,,,,,,,,?,,219,,916 kj(219 kcal),,13,,"1,3",,15,,"2,3",,"6,6",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,
1026,"Burger bœuf charolais, fromage et sauce chargrill - 175g",3287390060662,,175 g,,,,,['France'],[],[],,,,,,,,,,?,,289,,1209 kj(289 kcal),,14,,"6,3",,27,,"4,6",,13,,"0,95",,"0,38",,,,,,,,,,,,,"['FR 49.204.001 CE', 'Mesnil-en-Vallée (Maine-et-Loire, France)', 'EMB 49204', 'Mesnil-en-Vallée (Maine-et-Loire, France)']",,,,,,,,,
1027,Panini végétarien,3287390060747,,,,,,,['France'],[],[],,,,,,,,,,?,,217,,908 kj(217 kcal),,6,,"2,8",,29,,"2,2",,10,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,
1028,Burger bœuf Charolais - 175g,3287390060969,,175 g,,,['Point Vert'],,['France'],[],[],,,,,,,,,,?,,262,,1096 kj(262 kcal),,11,,6,,26,,4,,14,,9,,"3,6",,,,,,,,,,,,,"['FR 49.204.001 CE', 'Mesnil-en-Vallée (Maine-et-Loire, France)', 'FR 48.204.001 CE', 'EMB 49204', 'Mesnil-en-Vallée (Maine-et-Loire, France)']",,,,,,,,,
1029,Salade recette Lyonnaise à la moutarde à l'ancienne - Instant Traiteur,3287390066367,,,['Instant Traiteur'],,,,['France'],[],[],,,,,,,,,,?,,154,,644 kj(154 kcal),,"9,2",,"5,3",,"8,9",,"1,2",,8,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
1030,Salade 4 saisons tomates fraiches - Instant Traiteur,3287390066473,,,['Instant Traiteur'],,,,['France'],"['Instdnt Salade à base de potnmes de terr do tomates etc\' ,mbon do porc cuit supér\'eur INGRÉDIENIS de terre vobes dont f""tlfitesl', 'tomates 25%', 'lambon porc cuit supé', 'ieur I ', 'le porc torigino : ', 'ICI', 'aromatiqu»si', '05mes naturels', 'artioxydant', ' consetvatell', ': [250', 'ais doux 10%', 'eau', 'i', 'uile de Oùlza raffinée', ""vinaigra d'alcool coloré "", ""vinaigre d'alcool"", 'colorant Cl A0c', 'moutarde de Dijon ', 'cati', 'de moutarde', ""l'alcool"", 'sel', 'conservateur : E2?4 Isulfltesl', ""acid'€ : E330"", 'persil', 'sel', ': : amidon modifié', 'arôme naturel de poivre', 'épaississant : E415', 'dextrose arômes natl Pourcentages sur le produit Les informations en gras sont destinées aux personnes allergiques Intolérantes', ' Traces éventuelles de : gluten', 'lait', 'crustacés', 'poissons', 'soja', 'fruits à coque', 'céleri', 'graines de sésame', 'mollusques', 'CONSERVATION : À conserver entre Conditionné sous atmosphère protectrice', ' À rapidetnent après']",[],4,,,,,,,,,?,,84,,351 kj(84 kcal),,"3,1",,"0,4",,"9,4",,1,,"3,8",,"0,9",,"0,36",,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,['Moutarde'],,,
1031,Gratin de poireaux et chèvre Sainte-Maure sur lit de pommes de terre - Instant Traiteur,3287390066626,B,,['Instant Traiteur'],"['Plats préparés', 'Gratins', 'Gratins de légumes']",,,['France'],"['Pommes de terre lamelles stérilisée 30% ', 'conservateur : E223 [SULFITES]', 'poireaux 23%', 'crème légère stérilisée ', 'LAIT', ' ', 'dont stabilisant: E407', 'eau', 'fromage de chèvre affiné ', 'LAIT', ' Sainte-Maure 9', '1%', 'lardons fumés ', 'poitrine de porc 3', '1%', 'eau', 'sel', 'sirop de glucose', 'dextrose', 'antioxydant:E31', 'conservateur : E250', 'vin blanc sec', 'amidon de BLE', 'oignons', 'beurre ', 'LAIT', 'ciboulette', 'sel', 'gélatine porcine', 'arôme naturel dé poivre']","['Non végétalien', 'Non végétarien']",4,8.4 g,en quantité modérée,5.4 g,en quantité élevée,1.3 g,en faible quantité,0.77 g,en quantité modérée,?,,131,+20%,548 kj(131 kcal),+21%,"8,4",+23%,"5,4",+56%,"8,3",+39%,"1,3",-55%,"4,6",+18%,"0,77",+25%,"0,308",+25%,5,+88%,C,+88%,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,"['FR 49.276.002 CE', 'Saint-Florent-le-Vieil (Maine-et-Loire, France)']",,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine']",,"['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",,,
1032,Céleri frais rémoulade à la moutarde de Dijon,3287390068477,B,,,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,,['France'],[],[],,18 g,en quantité modérée,1.3 g,en faible quantité,1.4 g,en faible quantité,1.7 g,en quantité élevée,?,,180,+38%,753 kj(180 kcal),+38%,18,+55%,"1,3",+32%,"2,4",-27%,"1,4",-20%,"1,2",-1%,"1,7",+68%,"0,68",+68%,10,+192%,C,+192%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,,,,,,
1033,Carottes rapees fraiches varietr nantaise,3287390068491,B,,,"['Plats préparés', 'Légumes préparés', 'Carottes râpées', 'Carottes râpées assaisonnées']",['Point Vert'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,"['FR 49.276.002 CE', 'Saint-Florent-le-Vieil (Maine-et-Loire, France)']",,,,,,,,,
1034,Cuisiné légumes et poulet tajine,3287390068842,,,,,,,['France'],[],[],,,,,,,,,,?,,101,,423 kj(101 kcal),,"4,9",,1,,"7,6",,"3,5",,"5,7",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,
1035,Marinade de moules a la meridionale,3287390068927,,,,,,,['France'],[],[],,,,,,,,,,?,,191,,799 kj(191 kcal),,15,,"1,2",,"5,6",,"2,6",,"7,9",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,
1036,Coussins à la pâte à Tartiner - La Vie Claire,3287390069009,,,['La Vie Claire'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,,,,?,,436,,1824 kj(436 kcal),,?,,"6,4",,?,,"20,5",,"8,5",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,['La Vie Claire'],,,,
1037,Moussaka - Instant Traiteur,3287390069498,,,['Instant Traiteur'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf']",,,['France'],"[' eau', 'aubergines préfrites 188 ', 'dont huile de tournesol', 'tomates ', ' viande ovine 5,83 ', 'Origine: UE ou hors UE', 'viande bovine 5,83 ', 'Oriqine: France', ' oignons', 'purée de tomates mi-rédultes', 'emmental fondu ', 'LAIf', ' ', 'emental ', 'LAITI beurre ', 'LAIT]', 'eau proteines de LAIT', 'fromages ', 'LAIT J OEUFSII sels E331-E452', 'sel', ' LAIf écrémé en poudre farine de BLE ', 'farine de BLEI de fonte GLUTEN DE 8LE', ' ', 'farine de ALE traité thermiquemenl} margarine ', 'graisse véQétale de palme i eau huile de colza émulsifiant - ', 'E471', ""corrcteur d'acidité : &30"", 'double concenéré de tomates', ""huile d'olive vierge extra"", 'sel', ' arôme ', 'dont colorant : E160c', ""huile de colza raffinée puree d'ail"", 'gélatine bovine I E470a-E508-E410-E4d5', 'arôme naturel de poivre i beurre', 'épaississants E202-E211', 'sauge basilic', 'romarin ', 'conservateurs Pourcentages exprimés sur produi{ fini']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,9.5 g,en quantité modérée,3.5 g,en quantité modérée,2.9 g,en faible quantité,1.2 g,en quantité modérée,?,,145,+6%,607 kj(145 kcal),+7%,"9,5",+59%,"3,5",+61%,"7,9",-16%,"2,9",+60%,"6,1",-31%,"1,2",+41%,"0,48",+41%,5,+118%,C,+118%,,,,,,,,,,,,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160c - Extrait de paprika', 'E428 - Gélatine', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E410 - Gomme de caroube', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,"['Gluten', 'Lait']",,,
1038,Gratin de pâtes au jambon et aux fromages - Instant Traiteur,3287390069887,C,,['Instant Traiteur'],"['Plats préparés', 'Plats à base de pâtes', 'Gratins', 'Gratins de pâtes']",,,['France'],[],[],,7.1 g,en quantité modérée,5.5 g,en quantité élevée,1.7 g,en faible quantité,1.3 g,en quantité modérée,?,,175,+10%,732 kj(175 kcal),+12%,"7,1",-3%,"5,5",+29%,16,+10%,"1,7",-6%,11,+49%,"1,3",+68%,"0,52",+68%,12,+144%,D,+144%,64.7%,21.7%,4.5%,4.8%,2.5%,1.8%,69,,,,,,,,,,
1039,"Burger charolais, cheddar sauce barbecue - Grand Saloir Saint Nicolas - 175",3287390069917,,175,"['Grand Saloir Saint Nicolas', ""Burger Charolais chez d'argent et sauce barbecue""]",,,,['France'],"['Pain spécial 42% ', 'farine de BLE', 'eau', 'sucre', 'levure', 'levain de SEIGLE', 'huile de colza', 'sel', 'GLUTEN DE BLE', 'émulsifiants : E481-E472e', 'conservateur : E2S2', 'levure désactivée', 'agent de traitement de la farine : E300', 'steak haché cuit de viande bovine race charolaise 2S% ', 'origine : France', 'CHEDDAR orange fondu ', 'CHEDDAR orange BEURRE', 'eau', 'FROMAGE [dont ŒUFS]', 'protéines LAIT', 'modifié', 'sel de fonte : E331', 'LACTOSERUM', 'gélifiants : E401-E407', 'sel', 'colorant : E160b', 'sauce 11% ', 'eau', 'sucre et sucre caramélisé', 'vinaigre', '•rnate', 'amidon modifié', 'sel', 'acidifiant : E330', 'arôme', 'arôme de fumée', 'conservateur : r:gnons rouges 2,9%', 'amidon modifié', 'sel', 'épaississant : E415', 'dextrose', 'acidifiants : arômes naturels', 'conservateur : E202', ' Traces éventuelles de crustacés', 'poissons', 'soja', 'fruits à coque', 'céleri', 'moutarde', 'graines de sésame', 'sulfites', 'lupin et mollusques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,258,,1079 kj(258 kcal),,11,,6,,25,,"3,5",,14,,"1,3",,"0,52",,,,,,,,,,,,,"['FR 49.204.001 CE', 'Mesnil-en-Vallée (Maine-et-Loire, France)', 'FR 92.040.001 CE', 'Issy-les-Moulineaux (Hauts-de-Seine, France)', 'EMB 49204', 'Mesnil-en-Vallée (Maine-et-Loire, France)']",,,,"['E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique', 'E331 - Citrates de sodium', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Œufs', 'Gluten', 'Lait']",,,
1040,Bouchee ris de veau - Maison Sapresti,3287390073709,,,['Maison Sapresti'],,,,['France'],"['Croûte et fleuron de pâte feuilletée au beurre 29% ', 'farine de blé [farine de blé', 'gluten de blé]', 'beurre concentré [dont colorant : E160a]', 'œufs', 'eau', 'sel', 'eau', 'champignons 12% ', 'dont eau', 'sel', 'acidifiant : E330', 'antioxydant : E300', 'spécialité charcutière à la volaille 7,1% ', 'eau', 'viande de dinde 1,4% [origine:UE]', 'gras de porc', ""blanc d'œufs"", 'oignons', 'protéines de lait', 'crème stérilisée [dont stabilisant : E407]', 'fécule de pomme de terre', 'lactose', 'crème', 'arôme', 'sel', 'gélatine porcine', 'sirop de glucose', 'arôme naturel de poivre', 'arôme naturel', 'ris de veau cuit 7% ', 'ris de veau [origine : UE', 'Nouvelle-Zélande]', 'sel', 'protéines de lait', 'lactose', 'farine de blé ', 'farine de blé', 'gluten de blé', 'crème légère stérilisée ', 'dont stabilisant : E407', 'margarine ', 'graisse végétale de palme', 'eau', 'huile de colza', 'émulsifiant : E471', ""correcteur d'acidité : E330"", 'lactose et protéines de lait', 'arômes ', 'dont céleri', 'lait', 'jambon de porc cuit standard 1,3% ', 'viande de porc 0,8% [origine : UE]', 'eau', 'dextrose', 'sel', 'arômes', 'bouillon de porc [eau', 'os et viande de porc]', 'sirop de glucose', 'protéines de sang', 'stabilisants : E508-E450', 'gélifiant : E407', 'antioxydant : E301', 'conservateur : E250', 'amidon de blé', 'porto rouge modifié ', 'dont sel', 'arôme naturel de poivre', 'huile de coprah', 'acidifiant : E575', 'conservateur : E202', 'arôme naturel de poivre', 'arôme naturel de muscade', ' Pourcentages exprimés sur le produit fini', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes', ' Traces éventuelles de: crustacés', 'poissons', 'soja', 'fruits à coque', 'moutarde', 'graines de sésame', 'sulfites', 'lupin', 'mollusques']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,264,,1105 kj(264 kcal),,17,,12,,21,,"4,2",,6,,1,,"0,4",,,,,,,,,,,,,,,,,"['E160a - Carotènes mélangés', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E575 - Glucono-delta-lactone', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Œufs', 'Gluten', 'Lait']",,['Huile de palme'],
1041,Bouché langoustines crevettes - Sapresti,3287390074355,,,['Sapresti'],,,,['France'],"['Croûte et fleuron de pâte feuilletée au beurre 30% ', 'farine de blé [farine de blé', 'gluten de blé]', 'beurre concentré [dont colorant : E160al', 'oeufs', 'eau', 'sel', 'eau', 'crème légère stérilisée ', 'dont stabilisant : E407', 'langoustines décortiquées 11% ', 'dont sulfites', 'crevettes décortiquées 9,1% ', 'dont sel', 'stabilisant : E452', 'colorants : E160c-E162', 'vin blanc sec ', 'dont conservateur : E220 [sulfites]', 'échalotes', 'amidon de blé', 'farine de blé ', 'farine de blé', 'gluten de blé', 'margarine ', 'graisse végétale de palme', 'eau', 'huile de colza', 'émulsifiant : E471', ""correcteur d'acidité : E330"", 'vinaigre de cidre ', 'dont conservateur : E224 [sulfites', 'lait]', 'gélatine porcine', 'arôme naturel ', 'dont crustacés', 'sulfites', 'sel', 'ciboulette', 'conservateur : E202', 'arôme naturel de poivre', ' Pourcentages exprimés sur le produit fini', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes', ' Traces éventuelles de : poissons', 'soja', 'fruits à coque', 'céleri', 'moutarde', 'graines de sésame', 'lupin', 'mollusques']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,248,,1038 kj(248 kcal),,17,,12,,16,,"0,9",,"7,2",,"0,98",,"0,392",,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E162 - Rouge de betterave', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",,['Huile de palme'],
1042,Sapresti Traiteur Tresse jambon fromage les 6 tresses de 120 g,3287390074645,,,['Sapresti'],,,,['France'],[],[],,,,,,,,,,?,,317,,1326 kj(317 kcal),,19,,13,,28,,"3,3",,"7,7",,"1,3",,"0,52",,,,,,,,,,,,,"['FR 49.204.001 CE', 'Mesnil-en-Vallée (Maine-et-Loire, France)']",,,,,,,,,
1043,Tresse jambon fromage - Sapresti,3287390074683,,,['Sapresti'],,,,['France'],[],[],,,,,,,,,,?,,296,,1238 kj(296 kcal),,17,,12,,25,,"1,6",,10,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,
1044,"Focaccia Tomates Cerise, Oignons - Sapresti - 400g",3287390074713,C,400 g,['Sapresti'],"['Snacks', 'Snacks salés', 'Apéritif', 'Plats préparés', 'Focaccia', 'Pain garni', 'Plats préparés à réchauffer au four traditionnel']",,,['France'],"['PAIN FOCACCIA 56% : préparation pour pâte 34% ', 'farine de froment', 'flocon de pommes de terre', 'semoule de blé', 'poudres à lever : E500', 'E331', 'gluten de froment', 'sucre', 'poudre de lait écrémé', 'levain de blé déshydraté désactivé', 'amidon de froment', 'sel', 'émulsifiants : E322', 'E472e', 'dextrose', 'fibres végétales', 'stabilisant : E466', 'épices', 'agents de traitement de la farine : E300', 'enzymes', 'eau', ""huile d'olive vierge extra 2"", '9%', 'levure', 'sel', ' GARNITURE 44% : tomates 32%', 'oignons 8%', ""huile d'olive vierge extra 3"", '8%', 'origan 0', '07%', 'poivre blanc', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,8.7 g,en quantité modérée,1.4 g,en faible quantité,4.7 g,en faible quantité,1.3 g,en quantité modérée,?,,248,-5%,1038 kj(248 kcal),-6%,"8,7",-1%,"1,4",-14%,34,-9%,"4,7",+66%,"6,5",-10%,"1,3",-13%,"0,52",-13%,5,-39%,C,-39%,64.6%,14.6%,6.8%,4.1%,2.1%,7.8%,59,"['FR 49.204.001 CE', 'Mesnil-en-Vallée (Maine-et-Loire, France)', 'EMB 49204', 'Mesnil-en-Vallée (Maine-et-Loire, France)']","Pain garni de tomates, d'oignons, d'huile d'olive et d'origan","['Barquette', 'Plastique', 'Sous atmosphère protectrice']",['France'],"['E500 - Carbonates de sodium', 'E331 - Citrates de sodium', 'E322 - Lécithines', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E466 - Carboxyméthylcellulose', 'E300 - Acide ascorbique']",['Carrefour'],"['Gluten', 'Lait', 'Gluten de froment', 'Gluten de froment']",,,
1045,"Bouchee aux fruits de Mer, de 150gr - Inconu",3287390075277,,,['Inconu'],,,,['France'],"['BOUCHEE AUX FRUITS DE MER Croûte de pâte feuilletée au beurre garnie de moules du Pacifique', 'de crevettes deCOttjqUeeS a', 'liteS et de Noix de Saint-Jacques* *Zygochlamys patagonica', 'Argentine -crédients et fleuron de pâte feuilletée au beurre 2996 ', 'farine de BLE [farine de GLUTEN DE BLEI', 'beurre concentré 9', 'Pb [LAIT]', 'OEUFS', 'eau', 'sel', 'LAIT du Pacifique ', 'MOLLUSQUES', 'eau crevettes décortiquées cuites 8 ', 'mou- E450-E451 -E4d2', ' ', 'LAIT', 'noix de Saint-Jacques 5,596 ', 'MOLLUSQUES', ' ', 'zygochlam s patagonica Argentine', 'farine de BLE ', 'farine de BLE', 'GLUTEN DE BLE', 'crème égere stérili- see ', 'LAIT', ' ', 'dont stabilisant : E407', 'échalotes', 'arôme naturel ', 'dont CRUSTACES ne', 'sel', 'conservateurs : E202-E211', ' s', 'gélatine bovi- Rcsrcer:tages exprimés sur le produit fini', "" 'es éventuelles de rie"", '-lupin soja', 'fruits à coque', 'céleri', 'moutarde', 'graines de ', 'oulfites']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,272,,1138 kj(272 kcal),,18,,14,,20,,"3,7",,"6,9",,"1,1",,"0,44",,,,,,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine']",,"['Céleri', 'Crustacés', 'Œufs', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque']",,,
1046,Tortilla Oignons - Maison Sapresti - 600g,3287390076663,B,600 g,['Maison Sapresti'],"['Plats préparés', 'Réfrigérés', 'Plats préparés réfrigérés', 'Omelettes de pommes de terre']",,,['France'],[],[],,10 g,en quantité modérée,3.7 g,en quantité modérée,3 g,en faible quantité,1.4 g,en quantité modérée,?,,171,+8%,715 kj(171 kcal),+8%,10,+6%,"3,7",+110%,13,+10%,3,+218%,"6,3",+20%,"1,4",+31%,"0,56",+31%,11,+192%,D,+192%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,"['Frais', 'Plastique']",,,,,,,
1047,Sapresti,3287390077332,,,['Sapresti'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['EMB 49204', 'Mesnil-en-Vallée (Maine-et-Loire, France)']",,,,,,,,,
1048,Tortilla nature micro ondable SAPRESTI TRAITEUR - 150g,3287390077387,B,150 g,['Sapresti'],"['Plats préparés', 'Omelettes de pommes de terre']",,,['France'],"['LETTE GARNIE DE POMMES DE TERRE e lamelle stérilisée 51% ', 'dont conservateur : E223 ', 'sulfitesl', 't : E407', ""huile d'olive vierge extra"", 'huile de colza raffinée', 'sel', 'po jrodUit fini', ' Les informations en gras sont destinées aux s de : céréales', 'poisson', 'mollusques', 'soja', 'graines de sésame', 'co']","['Non végétalien', 'Non végétarien']",4,9.05 g,en quantité modérée,3.2 g,en quantité modérée,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,147,-8%,615 kj(147 kcal),-7%,"9,05",-4%,"3,2",+82%,"8,4",-29%,"0,6",-36%,"6,1",+16%,"1,5",+40%,"0,6",+40%,6,+59%,C,+59%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,"['Poisson', 'Mollusques', 'Graines de sésame', 'Soja']",,,
1049,Tortilla chorizo - Sapresti - 150g,3287390077394,B,150 g,['Sapresti'],"['Plats préparés', 'Omelettes de pommes de terre']",,,['France'],[],[],,12 g,en quantité modérée,4.4 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,167,+5%,699 kj(167 kcal),+6%,12,+27%,"4,4",+150%,"7,4",-37%,"0,5",-47%,"6,7",+28%,"0,9",-16%,"0,36",-16%,5,+33%,C,+33%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,"['EMB 49204', 'Mesnil-en-Vallée (Maine-et-Loire, France)']",,,,,,,,,
