,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,quantity,markets,generic_name,packaging,nova_score,allergens,brand_owner,additives,manufacturing,ingredients_origins,palm_ingredients,link
91,Nocciolino Chokolade Smørepålæg 120 STK.,8008660001995,['France'],[],[],?,559,33,60,"4,1",,,,,,,,,,,,,,2339 kj(559 kcal),,,"12,5",,,56,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
92,Cigarette choc - 125g,3558390001758,['France'],[],[],?,534,29,62,"5,1",,,,,,,,,,,,,,2234 kj(534 kcal),,,18,,,38,,,"0,3",,"0,12",,,,,,,,,,,,,,,125 g,,,,,,,,,,,
93,Souris d'Agneau au thym,2472629045980,['France'],[],[],?,186,11,2,19,,"['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",,11 g,en quantité modérée,0.1 g,en faible quantité,1.1 g,en faible quantité,0.99 g,en quantité modérée,,+30%,778 kj(186 kcal),+30%,+72%,"0,1",-96%,+42%,"1,1",+44%,-1%,"0,99",-10%,"0,396",-10%,1,-57%,B,-57%,,,,,,,,,,,,,,,,,,,,,
94,Pâté de canard au foie gras,3770000724219,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Pink salt grinder,8908001105033,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Caramel Chocolat Blanc Thé Noir de Ceylan,3770003694182,['France'],[],[],?,401,20,53,"3,1",,,,,,,,,,,,,,1678 kj(401 kcal),,,14,,,39,,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,
97,Barre chocolat - Vivani,4044889002935,['France'],[],[],?,?,?,?,?,C,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']","['Bio', 'Bio européen', 'DE-ÖKO-013', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,['Vivani'],,,,,,,,,,,,
98,Coconut macaroons,5010822105802,['France'],[],[],?,444,"21,6","54,2","3,4",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco']",['en:gluten-free'],21.6 g,en quantité élevée,20.4 g,en quantité élevée,49 g,en quantité élevée,0.3 g,en quantité modérée,,-1%,1858 kj(444 kcal),-1%,-8%,"20,4",-1%,+5%,49,+13%,-21%,"0,3",+103%,"0,12",+103%,26,+16%,E,+16%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,,,,,,,,,,,,,,
99,Kariot,13495113827,['France'],[],[],?,420,18,78,7,,,,,,,,,,,,,,1757 kj(420 kcal),,,"2,6",,,48,,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pain de campagne,0260049010501,['France'],[],[],?,287,"1,3",59,"8,8",,,,,,,,,,,,,,1201 kj(287 kcal),,,"0,2",,,"1,7",,,"1,61",,"0,644",,,,,,,,,,,,,,,,,,,,,,,,,,
101,Tomates cerises allongées - 400g,3700323802516,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,
102,Beignets gourmands a la fraise,0260609019029,['France'],[],[],?,301,11,42,"5,1",,,['Fabriqué en France'],,,,,,,,,,,1259 kj(301 kcal),,,"1,4",,,12,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Coupes glacées chocolat liegeois,3528161505655,['France'],[],[],?,225,"9,8","32,2","1,8",,,,,,,,,,,,,,941 kj(225 kcal),,,"8,5",,,24,,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,
104,Chocolat lait amandes et noix,3760115214071,['France'],[],[],?,578,"39,51","43,79","10,04",,,,,,,,,,,,,,2418 kj(578 kcal),,,"18,34",,,"40,34",,,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,,,,,,
105,Petits bonbons au miel de montagne,3465170900159,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Beignet,0208119019610,['France'],[],[],?,428,24,45,"6,8",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,24 g,en quantité élevée,24 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,,+21%,1791 kj(428 kcal),+20%,+52%,24,+592%,-0%,19,+17%,+7%,"0,72",-2%,"0,288",-2%,22,+83%,E,+83%,,,,,,,,,,,,,,,,,,,,,
107,super barres cranberry sesame pavot - ma vie sans gluten - 75g,1457180883005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ma vie sans gluten'],75g,,,,,,,,,,,
108,PB King Pralines with biscuit spread,5902379505832,['France'],[],[],?,550,"32,2",60,5,,,,,,,,,,,,,,2301 kj(550 kcal),,,16,,,50,,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
109,Sac yufka - Baktat,4251528900068,['France'],[],[],?,260,"1,2",52,"9,3",,,['Halal'],,,,,,,,,,,1088 kj(260 kcal),,,"0,22",,,"1,7",,,"0,74",,"0,296",,,,,,,,,,,,,,['Baktat'],,,,,,,,,,,,
110,Beignets framboise,0260507013129,['France'],[],[],?,317,"9,6",50,"6,7",,,,,,,,,,,,,,1326 kj(317 kcal),,,"1,5",,,20,,,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,,
111,Vermicelles chocolat noir - 150g,3018940006232,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,
112,Lübecker Deich Müsli - 450g,2009010009490,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,,,,,,,
113,Poulet fermier de vendée - 1274kg,0215828052210,['France'],[],[],?,?,?,?,?,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274 kg,,,,,,,,,,,
114,Viande bovine,2886862018104,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Viande bovine - 0330kg,2886876030116,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0330 kg,,,,,,,,,,,
116,Mimolette extra-vielle,2890856024200,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Jus d'orange - Joker,43981236,['France'],[],[],?,44,0,"9,4","0,7",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['Sans sucre ajouté'],0 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0 g,en faible quantité,,+2%,184 kj(44 kcal),+1%,-100%,0,-100%,-3%,"8,7",-5%,+12%,0,-100%,0,-100%,3,0%,C,0%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Joker'],,,,,,,,,,,,
118,Couscous - 500g,8032942610285,['France'],[],[],?,343,"2,1",65,12,,,['Bio'],,,,,,,,,,,1435 kj(343 kcal),,,"0,4",,,"3,5",,,"0,01",,"0,004",,,,,,,,,,,,,,,500 g,,,,,,,,,,,
119,Fourme d'Ambert,0210870013516,['France'],[],[],?,334,28,"0,5",20,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,28 g,en quantité élevée,20.6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,-2%,1397 kj(334 kcal),-2%,-1%,"20,6",+4%,-49%,"0,5",+44%,-1%,2,-10%,"0,8",-10%,17,-6%,D,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
120,Plaisir Innocent - La Route des Comptoirs - 100g,3760019001692,['France'],[],[],?,?,?,?,?,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Route des Comptoirs'],100 g,,,,,,,,,,,
121,Graines de tournesol grillées,8420335222007,['France'],[],[],?,581,42,21,"2,7",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,42 g,en quantité élevée,3.8 g,en quantité modérée,1.9 g,en faible quantité,0.2 g,en faible quantité,,+2%,2431 kj(581 kcal),+2%,-8%,"3,8",-23%,+58%,"1,9",-21%,-88%,"0,2",-89%,"0,08",-89%,9,-32%,C,-32%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,,,,
122,Tripes à la bretonne,2131711006703,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Dattes deglet  Jour d'Algérie,3783826125009,['France'],[],[],?,?,?,?,?,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,,
124,Dragées chocolat,3322219401193,['France'],[],[],?,470,15,76,"4,1",,,,,,,,,,,,,,1966 kj(470 kcal),,,"9,7",,,54,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
125,Poulet,2443555114460,['France'],[],[],?,?,?,?,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Pain céréales platine,0256617012404,['France'],[],[],?,257,"4,4",43,"8,5",,,,,,,,,,,,,,1075 kj(257 kcal),,,"0,9",,,"1,2",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
127,Coeurs chocolat noir,3322219411239,['France'],[],[],?,470,15,76,"4,1",,,,,,,,,,,,,,1966 kj(470 kcal),,,"9,7",,,54,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
128,Jambon sec,2867124098461,['France'],[],[],?,195,"9,07","1,77","26,6",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,9.07 g,en quantité modérée,3.29 g,en quantité modérée,0.3 g,en faible quantité,6.1 g,en quantité élevée,,-17%,816 kj(195 kcal),-17%,-29%,"3,29",-32%,+201%,"0,3",-20%,-8%,"6,1",+22%,"2,44",+22%,15,-10%,D,-10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,
129,Mechelany Makdous 600 g,5285001200580,['France'],[],[],?,60,5,0,0,,,,,,,,,,,,,,251 kj(60 kcal),,,0,,,0,,,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,,
130,Huile d'olive,8437013881043,['France'],[],[],?,900,100,0,0,,,,,,,,,,,,,,3766 kj(900 kcal),,,13,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
131,st nectaire laitier,2467435042247,['France'],[],[],?,336,27,"0,9","22,3",,,['AOP'],,,,,,,,,,,1406 kj(336 kcal),,,"17,8",,,"0,5",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
132,Pizza Clem 100% Nissart,2310200720195,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Bionina Organic sparkling juice drink,5413982363066,['France'],[],[],?,42,0,"10,5","0,1",,,,,,,,,,,,,,176 kj(42 kcal),,,0,,,"10,5",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
134,Cuisses de poulet - La Nouvelle Agriculture,0213312028345,['France'],[],[],?,198,14,0,18,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,,+4%,828 kj(198 kcal),+3%,+13%,"3,5",+4%,-100%,0,-100%,-2%,"0,18",-76%,"0,072",-76%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['La Nouvelle Agriculture'],,,,,,,,,,,,
135,Filet Mignon au Romarin,2711340009117,['France'],[],[],?,103,3,"0,5","18,5",,,"['Sans conservateurs', 'Sans lactose']",,,,,,,,,,,431 kj(103 kcal),,,"1,1",,,"0,3",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
136,Pizza Clem 100% Nissart,2310200710059,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Ecalope de dinde extra-fine - Carrefour,2418304011352,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Viande Française', 'Volaille-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Carrefour'],,['Carrefour'],,,,,,,,,,
138,Tomme de yenne,0209609072948,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,9782226397720,9782226397720,['France'],[],[],?,?,?,?,?,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,L'Orangerie de Rahoul,3258691520100,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Haddock,0240609055173,['France'],[],[],?,426,"0,73",0,"23,5",,,,,,,,,,,,,,1782 kj(426 kcal),,,"0,13",,,0,,,"4,62",,"1,848",,,,,,,,,,,,,,,,,,,,,,,,,,
142,Petit pain precuit X6,3276552140571,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Grycan Strawberry ice cream,5907542664699,['France'],[],[],?,228,"11,9",26,"3,6",,,,,,,,,,,,,,954 kj(228 kcal),,,"7,5",,,"23,2",,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,
144,Moutarde au piment d'espelette,3424090600242,['France'],[],[],?,197,"13,7",9,"8,9",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'en:Moutarde', ""en:Moutarde au piment d'espelette"", ""Moutarde au piment d'espelette""]",['Fabriqué en France'],13.7 g,en quantité modérée,1 g,en faible quantité,4.9 g,en faible quantité,5.3 g,en quantité élevée,,+37%,824 kj(197 kcal),+36%,+7%,1,+23%,+38%,"4,9",+42%,+45%,"5,3",+14%,"2,12",+14%,13,+7%,D,+7%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
145,Chocolat noir croquant,0204278012011,['France'],[],[],?,488,37,43,6,,,['Sans sucre ajouté'],,,,,,,,,,,2042 kj(488 kcal),,,18,,,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Minotier Maïs,3760245790025,['France'],[],[],?,223,1,49,"4,7",,,['en:gluten-free'],,,,,,,,,,,933 kj(223 kcal),,,"0,2",,,"1,3",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
147,Boudins antillais artisanal,2426059023612,['France'],[],[],?,202,"15,2","5,1","11,2",,,,,,,,,,,,,,845 kj(202 kcal),,,"5,5",,,"3,4",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
148,Maroilles d eparcy - Fromagerie Lait2Fermes,3770012867003,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages au lait cru', 'Maroilles']","['Sans OGM', 'AOP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 02.278.001 CE', 'Éparcy (Aisne, France)']",['Fromagerie Lait2Fermes'],,,,,,,,,,,,
149,Rawmembert,3701134800043,['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'Sans lactose', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Oreille de cochon,2289755013970,['France'],[],[],?,273,18,"1,1",27,,,"['Viande-francaise', 'Viande-porcine-francaise']",,,,,,,,,,,1142 kj(273 kcal),,,"6,4",,,1,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
151,Oranges - 1kg,3661949020336,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,
152,Tequila,3162040111119,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Tequilas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Tuna & edamame sushi wrap,152105,['France'],[],[],?,156,"3,3",24,7,,,,,,,,,,,,,,653 kj(156 kcal),,,"0,4",,,"5,2",,,"0,78",,"0,312",,,,,,,,,,,,,,,,,,,,,,,,,,
154,VEGAN BLOCK,5701977550110,['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,,"['Végétarien', 'Végétalien', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Delice de jenlain,0239911021914,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",,,,,,,,,,,,,
156,Gaufres Miel,66960379,['France'],[],[],?,441,16,70,"3,6",,,['Bio'],,,,,,,,,,,1845 kj(441 kcal),,,"3,6",,,39,,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
157,Prefou -,0205279019351,['France'],[],[],1453,?,"22,2",34,"5,8",,,,,,,,,,,,,,1453 kj(347 kcal),,,11,,,"1,1",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
158,Saucisson de MAMIE Chazel,2869701046773,['France'],[],[],?,352,"26,6","1,1","26,7",,,,,,,,,,,,,,1473 kj(352 kcal),,,"8,76",,,"0,2",,,"5,8",,"2,32",,,,,,,,,,,,,"['FR 07.259.002 CE', ""Saint-Just-d'Ardèche (Ardèche, France)""]",,,,,,,,,,,,,
159,Creme d'aubergine et de sesame - L'épicurien,3441260005157,['France'],[],[],?,301,30,"4,7","1,8",,,,,,,,,,,,,,1259 kj(301 kcal),,,"3,4",,,"3,1",,,"0,75",,"0,3",,,,,,,,,,,,,,"[""L'épicurien""]",,,,,,,,,,,,
160,Bouchées de Fromage ail et fines herbes panées.,3700158413550,['France'],[],[],?,318,19,29,"7,8",,,,,,,,,,,,,,1331 kj(318 kcal),,,"7,4",,,"1,8",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
161,Escalopes chapelure,0217217034777,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Etchola vache brebis past. 32%,2823813023022,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Noix de cajou grillées à l'huile et salées,2600159085934,['France'],[],[],?,?,?,?,?,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés', 'Noix de cajou', 'Noix de cajou salées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,
164,Roule au chocolat,5600394400247,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Ail aux piments,2600200008929,['France'],[],[],?,57,"2,5","5,6","3,1",,,,,,,,,,,,,,238 kj(57 kcal),,,"0,2",,,"0,7",,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
166,Saucisse au couteau,0211789047166,['France'],[],[],?,161,"9,8","0,8",17,,,,,,,,,,,,,,674 kj(161 kcal),,,"3,6",,,"0,8",,,"1,65",,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,,
167,Chocolat supérieur au lait - Rochambeau - 100g,3439497003794,['France'],[],[],?,506,26,59,"8,2",,,,,,,,,,,,,,2117 kj(506 kcal),,,16,,,49,,,"0,53",,"0,212",,,,,,,,,,,,,,['Rochambeau'],100 g,,,,,,,,,,,
168,Snackitos,3324321360115,['France'],[],[],?,511,"27,8","59,3","4,1",,,,,,,,,,,,,,2138 kj(511 kcal),,,4,,,"3,1",,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,,
169,스낵면,0645175520726,['France'],[],[],?,243,10,2,5,,,,,,,,,,,,,,1017 kj(243 kcal),,,5,,,2,,,"8,8",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,
170,Mousseline de legumes bio au curry,3356650310028,['France'],[],[],?,86,"6,4","3,2",3,,,"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,360 kj(86 kcal),,,"3,3",,,"2,4",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
171,"Rhum arrange cannelle,orange,banane",3760246450560,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Faugères A.O.C. 2017 - Marque Repère - 75cl,3564700791967,['France'],['Contient des sulfites'],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,"['Marque Repère', 'Prieur Barsanne']",75 cl,['Leclerc'],,,,['Anhydride sulfureux et sulfites'],,,,,,
173,Daumon fumé Casteigt,0291856068355,['France'],[],[],?,260,20,"0,1",20,,,,,,,,,,,,,,1088 kj(260 kcal),,,"2,4",,,"0,1",,,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,,,,,,,
174,Starburst Gummies,0022000135551,"['France', 'États-Unis']","['Corn syrup', 'sugar', 'modified corn starch', 'water', 'gelatin', 'fumaric acid', ' less than 2% of: lactic acid', 'citric acid', 'calcium lactate', 'natural and artificial flavors', 'colors ', 'red 40', 'yellow 5', 'blue 1']","['Non végétalien', 'Non végétarien']",?,357,0,"82,14","3,57",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,0 g,en faible quantité,0 g,en faible quantité,67.9 g,en quantité élevée,0.03 g,en faible quantité,,-15%,1494 kj(357 kcal),-15%,-100%,0,-100%,+23%,"67,86",+37%,-15%,"0,03",-80%,"0,012",-80%,14,-23%,D,-23%,,,,,,,,,,,,,,4,,Wm. Wrigley Jr. Company,"['E428 - Gélatine', 'E297 - Acide fumarique', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E327 - Lactate de calcium', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,
175,Saint Roux Rose 2016 Chateau De Berne Selection,3760033596518,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Barre de Nougat Tendre Traditionnel - BAJOLET Jean Luc - 100g,3770010560357,['France'],"['Sucre', 'Sirop de Glucose', 'AMANDES 25%', 'Miel', 'ALBUMINE D’ŒUF', 'Pain Azyme', 'arôme vanille']","['Sans huile de palme', 'Non végétalien']",?,405,"9,6","75,3","5,7",,,['en:gluten-free'],,,,,,,,,,,1695 kj(405 kcal),,,"0,83",,,"52,4",,,"0,07",,"0,028",,,,,,,,,,,,,,['BAJOLET Jean Luc'],100 g,,,['Sachet plastique'],4,"['Œufs', 'Fruits à coque']",,,,,,
177,Big Red - Wrigley's,0022000006899,['France'],[],[],?,10,0,2,0,,,,,,,,,,,,,,42 kj(10 kcal),,,0,,,2,,,0,,0,,,,,,,,,,,,,,"[""Wrigley's""]",,,,,,,,,,,,
178,Miel de Tilleul - BAJOLET Jean Luc - 1kg,3770010560067,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['BAJOLET Jean Luc'],1 kg,,,['Pot en Verre'],2,,,,,,,
179,Menthe nanah,3760247350715,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Baguette tradition au sel de l ile de ré.,3760140695937,['France'],[],[],?,346,"0,8",69,13,,,,,,,,,,,,,,1448 kj(346 kcal),,,"0,2",,,"1,8",,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
181,Miel de Tournesol - BAJOLET Jean Luc - 1kg,3770010560241,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['BAJOLET Jean Luc'],1 kg,,,['Pot en Verre'],,,,,,,,
