,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,manufacturing,link,ingredients_origins,origin_detail,producer_info,palm_ingredients,brand_owner
114,Petits pois très fins à l'étuvée - Saint Eloi - 400g (poids net égoutté 280g),3250390000778,B,Petits pois,400 g (poids net égoutté 280 g),"['Boite', 'Conserve']",['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve', 'Pois']","['Labels de distributeurs', 'Sélection Intermarché']","['EMB 56119B', 'Locoal-Mendon (Morbihan, France)']",['Intermarché'],['France'],"['Petits pois', 'eau', 'sucre', 'sel', 'arôme naturel de poivre']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.7 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,368,+11%,98,+3%,368 kj(98 kcal),-5%,"0,7",-7%,0,-100%,20,+54%,0,-100%,"5,1",-9%,0,-100%,0,-100%,-7,,A,,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,,,,,,,,
115,Epinards en branches - Saint Eloi - 380g,3250390000976,A,,380 g,['Boite'],['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Épinards', 'Épinards en branches']",,,['intermarché'],['France'],"['Epinards en branches', 'eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.7 g,en faible quantité,0 g,en faible quantité,0.7 g,en faible quantité,0.58 g,en quantité modérée,146,,?,,146 kj(35 kcal),+24%,"0,7",+94%,0,-100%,"2,6",+72%,"0,7",+103%,"3,6",+24%,"0,58",+97%,"0,232",+97%,-6,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,,,,
116,Les Saucisses aux Lentilles - Claude Léger - 840g,3250390001454,C,,840 g,['Conserve'],['Claude Léger'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats préparés en conserve', 'Plats à base de lentilles', 'Saucisses aux lentilles']","['Labels de distributeurs', 'Sélection Intermarché']","['EMB 56251E', 'Theix (Morbihan, France)']",['Intermarché'],['France'],"['Sauce : eau', 'concentré de tomates', 'amidon modifié de maïs', 'aromate', 'sel', 'arômes naturels', 'sucre', '\rLégumes : Lentilles réhydratées ', '30 %', 'carottes ', '4 %', 'oignons ', '0,9 %', '\rSaucisses fumées ', '19 %', ' : gras et couenne de porc', 'viande de porc', 'eau', 'viande séparée mécaniquement de dinde', 'viande séparée mécaniquement de porc', 'plasma de porc', 'maigre de tête de porc', 'sel', 'arômes naturels', 'stabilisant : E451', 'épice', 'gélifiants : E407 - E412 - E415', 'aromate', 'sirop de glucose', 'sucre', 'conservateur : E250']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.3 g,en quantité modérée,1.6 g,en quantité modérée,0.9 g,en faible quantité,0.97 g,en quantité modérée,?,,101,-27%,423 kj(101 kcal),-26%,"4,3",-35%,"1,6",-35%,"7,6",-5%,"0,9",+11%,"6,9",-14%,"0,97",+3%,"0,388",+3%,2,+12%,B,+12%,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,"['E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['France'],,,,,,
117,Tonic classic - Look - 1500g,3250390006244,,,1500 g,,['Look'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",,,['Intermarché'],['France'],"['Eau de source Saint Benoit gazéifiée ', '93%', 'sucre', 'acidifiant : acide citrique', 'arôme naturel', 'quinine']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,9 g,en quantité élevée,0.01 g,en faible quantité,159,+42%,37,+32%,159 kj(37 kcal),+37%,"< 0,5",+1088%,"< 0,1",+826%,9,+37%,9,+42%,"< 0,5",+1071%,"< 0,01",+9%,"0,004",+9%,12,+34%,E,+34%,,,,,,,,['E330 - Acide citrique'],,,,,,,
118,Couscous Grain fin - Saint Eloi - 500g,3250390009269,B,Semoule de blé dur de qualité supérieure,500 g,['Carton'],['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']",,"['EMB 07055', 'Charmes-sur-Rhône (Ardèche, France)']",['Intermarché'],['France'],"['Semoule de blé dur de qualité supérieure', 'précuite à la vapeur,']",['Gluten'],[],1,1.9 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,1501,-1%,?,,1501 kj(359 kcal),+0%,"1,9",-5%,"0,3",-21%,"70,1",+0%,3,+13%,"12,3",+1%,0,-100%,0,-100%,-5,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,,,,,,,
119,"Spaghetti, Coquillettes, Torsades, Papillons, Macaroni, Nids, Nouilles bouclées, Penne - Itinéraire des Saveurs - 250g",3250390009498,B,Pâtes d'Alsace IGP aux 7 œufs frais au kilo de semoule de blé dur,250 g,['Sachet + Clip plastique à jeter'],"['Itinéraire des Saveurs', 'Sélection des Mousquetaires', 'Les Mousquetaires']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes aux œufs', 'Pâtes sèches aux œufs', ""Pâtes d'Alsace"", 'Papillons', 'Papillons aux œufs', ""Papillons d'Alsace"", 'Produits labellisés']","['Labels de distributeurs', 'IGP', 'Certifié par Certipaq', 'Point Vert', 'Sélection Intermarché', 'Eco-Emballages']","['EMB 68376A', 'Wittenheim (Haut-Rhin, France)']",['Intermarché'],['France'],"['Semoule de blé dur de qualité supérieure', 'œufs frais 30% ', 'soit 320g par kilo de semoule']","['Œufs', 'Gluten', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,2.2 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,617,-59%,?,,617 kj(147 kcal),-60%,"2,2",-54%,"0,5",-59%,"24,5",-62%,0,-100%,"5,7",-62%,"0,02",-81%,"0,008",-81%,-4,,A,,63.3%,21.1%,6.6%,5.4%,2.9%,0.8%,75,,"['Valfleuri Pâtes Alimentaires (VPA) - 5 Rue de la Charente - Zone Industrielle - 68270 Wittenheim', 'Haut-Rhin', 'Alsace', 'France']",http://itinerairedessaveurs.com/itineraire-d-ici/region-est,,,,,
120,S.eloi Printaniere Legume - Saint Eloi - 1kg,3250390024200,,,1 kg,,['Saint Eloi'],,,,['Intermarché'],['France'],"['petits pois doux 20% mini', 'pommes de terre entières mange-tout coupés 16% minfjeunes carottes entières 16% mini', 'oignons émincés 8% mini']",,[],,,,,,,,,,?,,54,,226 kj(54 kcal),,"0,5",,"0,1",,"8,1",,3,,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
121,Valadao Porto Tawny 19D,3250390030683,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,461,,1929 kj(461 kcal),,"20,7",,"10,3",,"57,8",,"3,7",,"8,6",,0,,0,,,,,,,,,,,,,,,,,,,,
122,Look Cola - 33cl e,3250390050933,,Soda aux extraits végétaux,33 cl e,['Canette'],"['Look', 'EM Saint Alban']","['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",['Point Vert'],,['Intermarché'],['France'],"['Eau gazéifiée', 'sucre', 'colorant ', 'E150d', 'acidifiant ', 'E338', ' extraits végétaux', 'caféine']",,['Sans huile de palme'],4,0.5 g,en faible quantité,0.1 g,en faible quantité,10.5 g,en quantité élevée,0.01 g,en faible quantité,179,+116%,?,,179 kj(43 kcal),+101%,"< 0,5",+1892%,"< 0,1",+1470%,"10,5",+96%,"10,5",+100%,"< 0,5",+1534%,"< 0,01",-7%,"0,004",-7%,13,+76%,E,+76%,,,,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",['France'],,,,,,
123,Haricots verts très fins coupés - Saint Eloi - 200g,3250390103370,A,,200 g,['Conserve'],['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",,,['Intermarché'],['France'],"['Haricots verts coupés', 'eau,sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.75 g,en quantité modérée,108,-1%,?,,108 kj(26 kcal),-2%,0,-100%,0,-100%,3,-1%,"0,8",-15%,"1,6",+1%,"0,75",+45%,"0,3",+45%,-4,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,
124,Macédoine de Légumes - Saint Eloi - 200g,3250390103400,,,200 g,"['Conserve', 'Métal']",['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'en:canned-drained-diced-mixed-vegetables']",,,['Intermarché'],['France'],"['Légumes 63% ', 'carottes', 'navets', 'haricots verts', 'petits pois', 'flageolets verts', 'eau', 'sel']",['Céleri'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,1.1 g,en faible quantité,0.7 g,en quantité modérée,159,-9%,?,,159 kj(38 kcal),-9%,0,-100%,0,-100%,5,-12%,"1,1",-13%,"2,1",-7%,"0,7",+8%,"0,28",+8%,-6,,A,,,,,,,,,,,,,,,,
125,ST Eloi Pousses Soja 1 - Saint eloi - 400g,3250390107453,,,400g,['boîte de conserve'],['Saint eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']","['Labels de distributeurs', 'Sélection Intermarché']",,['Intermarché'],['France'],"['Eau,pousses de haricots mungo', 'sucre', 'vinaigre de vin blanc', 'sel', 'acidifiant: acide citrique', 'antioxydant: acide ascorbique', 'arôme naturel']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,2.1 g,en faible quantité,0.74 g,en quantité modérée,?,,18,-61%,75 kj(18 kcal),-60%,"0,5",-5%,"0,1",-13%,"2,4",-59%,"2,1",-14%,1,-52%,"0,74",-5%,"0,296",-5%,3,,C,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,
126,Poires demi-fruits au sirop léger - Paquito - 800g,3250390107545,A,Poires au sirop,800 g,['Conserve'],['Paquito'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Poires au sirop']",,['D ITAL LP 333 A'],['Intermarché'],['France'],"['Poires', 'eau', 'sucre', 'acidifiant ', 'acide citrique', 'antioxydant ', 'acide ascorbique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,?,,60,-15%,251 kj(60 kcal),-8%,"0,5",+162%,"0,1",+175%,14,-5%,13,+2%,"0,5",+82%,"0,01",-36%,"0,004",-36%,-3,,A,,31.2%,35.3%,16.8%,8.7%,8.0%,0.0%,95,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",['Italie'],http://www.intermarche.com,,,,,
127,Fromage bouton d'or,3250390107682,,,,,"[""Bouton d'Or""]",,,,,['France'],"['SOUFFLÉ À DE DEMAïSAUFRO»i', 'éventuelles de blé', 'coque', 'crustacés et moutarde', "" NFORMATIONS BOUTON D'OR 0 800 008 180 APPEL GRATUIT DEPUIS UN POSTE FIXE www"", 'intermarche', ""com Servite ConsommateursBOUTON D'OR Consumentendienst: I vwwintermardte"", 'be D CEPOFTPRODUCTOPBASISVANMAïSGRIEShŒg»ŒrKAASerii GRED ENTE • Maïsgriesmeel ', '60%', ' ', 'Fra Ceipoe/er ', 'melk', 't koaspoeder ', 'waarvan me mononatriumglutamaat,voedingszuur: leurstof: popri%-extrad ', 'zout Eventuete sporen van tarwet aardnotent noten', 'schaaldieren en INFORMATIES Teqen warmte en bescherrnd bewaren']","['Crustacés', 'Gluten', 'Moutarde']","['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,512,,2142 kj(512 kcal),,"26,4",,"3,1",,"60,5",,"2,9",,"6,6",,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,
128,Sauce Italienne - Fiorini - 380g,3250390108245,A,Sauce tomate,380 g,"['Carton', 'Boite alu']",['Fiorini'],"['Epicerie', 'Sauces', 'Sauces tomate']",['Eco-emballages'],"['EMB 84080B', 'Monteux (Vaucluse, France)', 'FR 84.080.002 CE', 'Monteux (Vaucluse, France)', 'FR 13.108.002 CE', 'Tarascon (Bouches-du-Rhône, France)']",['Intermarché'],['France'],"['Purée de tomates mi-réduite 70,2 % ', 'UE', 'viande bovine 14 % ', 'origine : France', 'légumes ', 'UE', ' ', 'carottes', 'oignons 4 %', 'céleri', 'sucre', 'amidon transformé de maïs', 'sel', 'huile de colza', 'vin blanc', 'arôme naturel', ""correcteur d'acidité : acide citrique""]","['Céleri', 'Gluten', 'Lait', 'Moutarde', 'Graines de sésame', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.3 g,en quantité modérée,1.9 g,en quantité modérée,6 g,en quantité modérée,1.07 g,en quantité modérée,372,+19%,?,,372 kj(89 kcal),+4%,"4,3",+99%,"1,9",+443%,"6,5",-45%,6,-38%,"4,6",+195%,"1,07",-17%,"0,428",-17%,3,-42%,C,-42%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,"['E14XX - Amidons modifiés', 'E330 - Acide citrique']","['France', 'LOUIS MARTIN S.A. B.P.1 84170 MONTEUX']",,,,,,
129,Bouton D Or Huile Tournes - Intermarché,3250390108993,,,,,['Intermarché'],['Matières grasses'],,,['Intermarché'],['France'],"['UILE DE TOURNESOL INGRÉDIENT : Huile de tournesol', ' INFORMATIONS :']",,[],,100 g,en quantité élevée,11 g,en quantité élevée,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,900,+12%,3766 kj(900 kcal),+12%,100,+13%,11,-52%,"0,5",+123%,"0,5",+209%,"0,5",+182%,"0,01",-95%,"0,004",-95%,11,-3%,D,-3%,,,,,,,,,,,,,,,
130,Veloute de carotte et creme - Saint Eloi - 1000ml,3250390116615,,,1000 ml,,['Saint Eloi'],,['Sans colorants'],,['Intermarché'],['France'],"['Légumes 52% ', 'carotte 27%', 'pomme de terre 15%', 'oignon 5%', 'jus de tomates à base de concentré', 'eau', ' crème* fraiche 1,2%', 'beurre* concentré', 'amidon transformé de maïs', 'sel', ' * dont lait ']","['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,,,,,,,,,141,,?,,141 kj(34 kcal),,1,,"0,6",,"4,8",,"1,8",,"0,6",,"0,65",,"0,26",,,,,,,,,,,,,['E14XX - Amidons modifiés'],,,,,,,
131,Petits pois extra fins à l'étuvée - Saint Eloi - 660g,3250390118152,B,,660 g,,['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']","['Labels de distributeurs', 'Nutriscore', 'Nutriscore A', 'Sélection Intermarché']",,['Intermarché'],['France'],"['Petits pois', 'eau', 'sucre', 'sel', 'arôme naturel de poivre']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.3 g,en faible quantité,0.2 g,en faible quantité,3.3 g,en faible quantité,0.52 g,en quantité modérée,381,+15%,99,+30%,381 kj(99 kcal),+19%,"1,3",+88%,"0,2",+32%,16,+58%,"3,3",-0%,"5,3",+10%,"0,52",-6%,"0,208",-6%,-9,,A,,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,,,,,,,,
132,Beurre - Netto,3250390135753,,,,,['Netto'],['Matières grasses'],,,['Netto'],['France'],"['Crème pasteurisée', ' ferments lactiques']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,82 g,en quantité élevée,55 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,?,,744,-7%,3113 kj(744 kcal),-7%,82,-7%,55,+141%,"0,8",+257%,"0,8",+394%,"0,6",+239%,"0,05",-74%,"0,02",-74%,19,+68%,E,+68%,,,,,,,,,,,,,,,
133,Confiture extra Mûres - Paquito - 370g,3250390138563,C,Confiture extra de mûres,370 g,"['Pot', 'Verre']","['Paquito', 'Intermarché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']","['Labels de distributeurs', 'Nutriscore', 'Nutriscore D', 'Sélection Intermarché']","['EMB 19123', 'Malemort-sur-Corrèze (Corrèze, France)']",['Intermarché'],['France'],"['Mûres', 'sucre', 'sucre roux de canne', 'gélifiant : pectines', 'acidifiant : acide citrique', ' Préparée avec 50 g de fruits pour 100g']",,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,57.9 g,en quantité élevée,0.01 g,en faible quantité,?,,247,+6%,1033 kj(247 kcal),+7%,"< 0,5",+77%,"< 0,1",+60%,"60,9",+10%,"57,9",+10%,"0,5",-16%,"< 0,01",-71%,"0,004",-71%,11,+11%,D,+11%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['E440 - Pectines', 'E330 - Acide citrique']",,,,,,,
134,Cake anglais aux fruits confits en tranches - Saint eloi,3250390151067,C,,,,['Saint eloi'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",,,['Intermarché'],['France'],"['Fruits 35% [raisins macérés ', 'non UE', ' 17,2% ', 'raisins secs', 'rhum', ""infusion d'écorces d'orange"", 'cerises confites ', 'France', ' 14,1% ', 'cerises', 'sirop de \rglucose-fructose', 'sucre', 'colorant : anthocyanes', ""correcteur d'acidité : acide citrique"", 'conservateur : anhydride sulfureux', ""écorces d'orange confites "", 'UE', ' 3,7% ', ""écorces \rd'orange"", 'sirop de glucose-fructose', 'sucre', ""correcteur d'acidité : acide citrique"", 'conservateur : anhydride sulfureux', 'farine de blé ', 'France', 'oeufs frais', 'sucre', '\rbeurre concentré 11,6% ', 'dont lait', ' ', 'soit beurre reconstitué : 13,9%', 'stabilisant glycérol', 'amidon modifié de mais', 'rhum', ""émulsifiant : mono - et diglycérides d'acides \rgras"", 'sel', 'poudres à lever : diphosphates - carbonates de sodium', ""arôme naturel d'orange"", "" \rTraces éventuelles d'avoine"", 'soja', 'fruits à coque', 'graines de sésame']","['Œufs', 'Gluten', 'Lait', 'Graines de sésame', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,13 g,en quantité modérée,1.4 g,en faible quantité,30.2 g,en quantité élevée,0.72 g,en quantité modérée,?,,361,-7%,1510 kj(361 kcal),-7%,13,-16%,"1,4",-68%,"55,1",-2%,"30,2",-10%,"4,8",-1%,"0,72",+23%,"0,288",+23%,13,-22%,D,-22%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,"['E163 - Anthocyanes', 'E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,,,,,
135,Knack - Gourmand et croquant - pur porc - sachet spécial micro-ondes - Monique Ranou - 700g,3250390176817,D,,700 g,"['Sachet', 'Plastique', 'Frais']","['Monique Ranou', 'Intermarché']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en France', 'Pur porc', 'Fumé au bois de hêtre']",,['Intermarché'],['France'],"['Viande de porc ', '70', '6%', 'eau', 'plasma de porc', 'gras de porc', 'sel', 'dextrose', 'lactose ', 'l ait ', 'protéines de lait ', 'arômes', 'acidifiant : acétate de sodium ', ' conservateurs : ascorbate de sodium', 'nitrite de sodium ', ' colorants : extraits de paprika', 'carmins']","['Lait', 'Moutarde', 'Ait']","['Non végétalien', 'Non végétarien']",4,25.3 g,en quantité élevée,9.3 g,en quantité élevée,1.4 g,en faible quantité,1.91 g,en quantité élevée,1166,+3%,?,,1166 kj(279 kcal),+4%,"25,3",+7%,"9,3",+6%,"1,5",-4%,"1,4",+9%,12,-4%,"1,91",0%,"0,764",0%,20,+9%,E,+9%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,"['E262i - Acétate de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E120 - Acide carminique']","['France', 'Saint Evarzec', 'Bretagne']",,['France'],,,,
136,Haricots Beurre - Très Fins - Saint Éloi - 800g,3250390194637,A,,800 g,"['Conserve', 'Métal']","['Saint Éloi', 'Intermarché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Haricots beurre en conserve']","['Labels de distributeurs', 'Point Vert', 'Fabriqué en France', 'Origine France', 'Sélection Intermarché']",,['Intermarché'],['France'],"['Haricots beurre', 'eau', 'sel', 'acidifiant: acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.05 g,en faible quantité,0.05 g,en faible quantité,0.7 g,en faible quantité,0.63 g,en quantité modérée,99,0%,30,+11%,99 kj(30 kcal),-10%,"< 0,05",-81%,"< 0,05",-34%,"4,1",+43%,"0,7",-14%,"1,4",-7%,"0,63",-3%,"0,252",-3%,-5,,A,,36.3%,28.4%,13.5%,6.8%,9.5%,5.5%,83,['E330 - Acide citrique'],['France'],,['France'],,,,
137,Rillettes du Mans - Monique Ranou - 110g,3250390212669,C,,110 g,"['Pot', 'Plastique', 'Frais']",['Monique Ranou'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes du Mans']","['Labels de distributeurs', 'Viande Française', 'Viande Porcine Française', 'Fabriqué en France', 'Nutriscore', 'Sélection Intermarché']","['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",['Intermarché'],['France'],"['Viande de porc 87 %', 'gras de porc', 'sel', 'épices', 'conservateur : nitrite de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,42.7 g,en quantité élevée,17.1 g,en quantité élevée,0.5 g,en faible quantité,1.42 g,en quantité modérée,1835,+12%,444,+11%,1835 kj(444 kcal),+10%,"42,7",+14%,"17,1",+20%,"0,5",+37%,"0,5",+79%,"14,6",-8%,"1,42",+14%,"0,568",+14%,21,+8%,E,+8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['France'],,['France'],,,,
