,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,additives,palm_ingredients,allergens,nova_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,markets,link,traceability_code,brand_owner
449,"Just au Four Allumettes 1,625g - McCain",8710438844504,['France'],[],[],?,169,707 kj(169 kcal),"5,5","0,6",25,"0,5",3,"0,6","0,24",['McCain'],,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,sinaasappelsap - Spar,8710442416063,['France'],[],[],?,39,163 kj(39 kcal),0,0,"8,8",8,"0,7",0,0,['Spar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Salad,8710442451859,['France'],[],[],?,104,435 kj(104 kcal),"4,5","2,2",11,"3,8",4,"0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Grahamskex,8710445016239,['France'],[],[],?,476,1992 kj(476 kcal),"21,1",10,62,"19,6","8,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Pain d'épices - Continental bakeries,8710445017175,['France'],[],[],?,295,1234 kj(295 kcal),"0,9","0,1",67,"39,2","2,9","0,62","0,248",['Continental bakeries'],,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,-12%,-13%,-74%,-92%,-5%,-3%,-33%,+42%,+42%,0.9 g,en faible quantité,0.1 g,en faible quantité,39.2 g,en quantité élevée,0.62 g,en quantité modérée,13,-8%,D,-8%,,,,B,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,
454,Haust Toast 'N Chips Tomaat Basilicum - Continental bakeries,8710445018776,['France'],"['n Van vochten warmte trijwar_en', ' bûmrjatiréià tomate etbasilic', '? farinüe blé complet', 'farine de seigle', ' graisses se-frudoseflévuré,sel', 'tomate enpoudre sucre dextrose* frcmage ', 'lait', ' CG dM/', 'nfage51 sérumehpoudreiémulsifiant:E339', ' ulsifiants hê,Nknged réf lanteçàromatiques0,j0/o ', 'peci ', 'E500', ' extiait de tb! lait,ieriqué-dànsunat èerut:t•']","['Non végétalien', 'Non végétarien']",?,469,1962 kj(469 kcal),"19,7","13,9","62,7","10,3",9,"3,24","1,296",['Continental bakeries'],"['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,"['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Brinky Choco Fourré à La vanille,8710445019117,['France'],[],[],?,485,2029 kj(485 kcal),?,"11,9",?,"42,5","5,3","0,4","0,16",['Brinky'],,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']","['Agriculture durable', 'en:UTZ Certified']",,+3%,+3%,,+40%,,+29%,-9%,-28%,-28%,,,11.9 g,en quantité élevée,42.5 g,en quantité élevée,0.4 g,en quantité modérée,,,,,,,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
456,Toast Rustique,8710445019858,['France'],[],[],?,433,1812 kj(433 kcal),"12,9","4,2","64,5","8,1","12,9","1,61","0,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Black magic,8710445020526,['France'],[],[],?,490,2050 kj(490 kcal),"22,1","13,6","66,5","37,3","4,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Spritzgeback - Continental Bakeries,8710445021257,['France'],"['farine de blé', 'graisse végétale ', 'palme', 'sucre', 'chocolat 15% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'graisse butyrique', 'émulsifiant: lécithines de tournesol', ' arôme naturel', 'sirop de glucose-fructose', 'œufs*', 'sel', 'arôme naturel', 'colorant: caroténoïdes', ' *œufs de poules élevées au sol', ' Fabriqué dans un atelier utilisant du: seigle', 'orge', 'avoine', 'épeautre ', 'gluten', 'fruits à coque']","['Huile de palme', 'Non végétalien']",?,541,2264 kj(541 kcal),"32,7","18,2",55,"23,3","5,3","0,38","0,152",['Continental Bakeries'],"['E322i - Lécithine', 'E160 - Caroténoïdes']",['Huile de palme'],"['Œufs', 'Gluten']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sprits']","['Agriculture durable', 'en:UTZ Certified']",,+3%,+3%,+11%,+9%,-7%,-5%,-1%,-22%,-22%,32.7 g,en quantité élevée,18.2 g,en quantité élevée,23.3 g,en quantité élevée,0.38 g,en quantité modérée,22,+1%,E,+1%,,,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
459,Pain d'épices,8710445021837,['France'],[],[],?,294,1230 kj(294 kcal),"0,8","0,1",67,38,"2,7","0,82","0,328",,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,-13%,-13%,-77%,-92%,-5%,-6%,-38%,+88%,+88%,0.8 g,en faible quantité,0.1 g,en faible quantité,38 g,en quantité élevée,0.82 g,en quantité modérée,14,-1%,D,-1%,,,,B,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,
460,Sandwich biscuits cacao - Hille - 300g,8710445585728,['France'],"['Farine de blé', 'sucre', 'sirop de glucose', 'graisse végétale ', 'palme', 'cacao maigre en poudre 3%', 'poudre à lever : E503', 'sel', 'poudre de lait écrémé', 'émulsifiant : E322']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",1910,?,1910 kj(457 kcal),"12,8","6,8","77,4","32,7","6,1","0,546","0,218",['Hille'],"[""E503 - Carbonates d'ammonium"", 'E322 - Lécithines']",['Huile de palme'],"['Gluten', 'Lait']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",,-4%,,-3%,-33%,-20%,+16%,-1%,+5%,-1%,-1%,12.8 g,en quantité modérée,6.8 g,en quantité élevée,32.7 g,en quantité élevée,0.546 g,en quantité modérée,20,+1%,E,+1%,Biscuits fourrés au goût chocolat (27%),300 g,"['Plastique', 'Carton']",D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,['Action'],,,
461,8710445588002,8710445588002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Bussink Breakfast Cake (ontbijtkoek) - 17.6oz,8710445710403,['France'],"[""'ônssi'lk behxv-t èe t'ennié"", 'ing \'NeerlA\'1ès tot tien ouèste beèrifvi""l van ous ', 'itnè', "" 1593 èe 'bussi'tk Olltbiitk,vke'l steeès traèitionee[ recel't"", "" Inareèië'lteu: ,llncose— ebloem"", ""u',iter"", 'suiker', ' creknr,vneliseerèe stfikerstroop', 'ZESOO ZE450', "" tec e s 'eceri/en "", 'inct ', "" I'L01tA,vàiee consen'eewtllìèel: Œ200"", ' erwt', "" aevnot't t,arwe en rw "", 'éluten', "" gemukt bi Abriek WA,ar ook noten wbrÒen Verwerkt 'Van-c'ocht en w'armce < 25 oc 1004 Ter portie "", '26', '$', "" *l koek bev'at circa 19 porties""]",[],?,309,1293 kj(309 kcal),"0,7","0,1","71,2","44,3","2,8","0,8","0,32",['Bussink'],,,,,,"['Kascher', 'en:Orthodox Union Kosher']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Crémeux tomates séchées,8710447916902,['France'],[],[],?,279,1167 kj(279 kcal),27,18,"5,4","5,4","3,2","1,3","0,52",,,,,,,['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Mayonnaise Real,8710447943298,['France'],[],[],?,660,2761 kj(660 kcal),73,"5,7","1,3","1,2","1,1","1,1","0,44",,,,,,"['Epicerie', 'Sauces', 'Mayonnaises', 'en:Epicerie']",,,+140%,+142%,+243%,+148%,-88%,-83%,-45%,-61%,-61%,73 g,en quantité élevée,5.7 g,en quantité élevée,1.2 g,en faible quantité,1.1 g,en quantité modérée,17,+31%,D,+31%,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
465,Thousand island dressing - Remia,8710448595779,['France'],[],[],?,240,1004 kj(240 kcal),21,"1,6",11,"7,9","0,8","1,7","0,68",['Remia'],,,,,"['Epicerie', 'Sauces', 'Sauces salades', 'en:Thousand island dressing']",,,-28%,-28%,-37%,-53%,+99%,+110%,+21%,-11%,-11%,21 g,en quantité élevée,1.6 g,en quantité modérée,7.9 g,en quantité modérée,1.7 g,en quantité élevée,11,-24%,D,-24%,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
466,French dressing,8710448595854,['France'],[],[],?,260,1088 kj(260 kcal),26,"1,9","5,2","2,6","0,6","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Amsterdamse Ui Dressing - 200ml,8710448630654,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ml,,,,,,,,,,,,,,,
468,Bistro Lachebekjes - Aviko - 450g,8710449914647,['France'],"['Pommes de terre', 'huile végétale ', 'tournesol 2,7 %', 'colza', 'palme', 'farine de riz', 'sel', 'dextrose', 'stabilisant ', 'E464', ""extrait d'épices""]","['Huile de palme', 'Végétalien', 'Végétarien']",705,?,705 kj(168 kcal),"6,7","1,1","23,6","0,6","2,1","0,5","0,2",['Aviko'],['E464 - Hydroxypropylméthylcellulose'],['Huile de palme'],,4,['Surgelés'],"['EAC', 'Sans lactose']",-1%,,-3%,-10%,-70%,+22%,-94%,-58%,+23%,+23%,6.7 g,en quantité modérée,1.1 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en quantité modérée,2,-65%,B,-65%,"Figurines de purée de pommes de terre, pré-frites et surgelées",450 g,"['Sachet', 'Plastique', 'surgelé', '♶', 'PE-LD']",,,,,,,,,"['Pays-Bas', 'Allemagne', 'Belgique']",,,,,
469,"La Cuisine Belge ""Apéro au fromage"" - Aviko - 1000g",8710449917518,['France'],[],[],917,?,917 kj(219 kcal),"10,7","5,4","24,7","2,2","5,7","1,5","0,6",['Aviko'],,,,,"['Surgelés', 'Plats préparés', 'Produits panés', 'Plats préparés surgelés']",['Fabriqué en Belgique'],+2%,,+3%,+1%,+150%,+59%,+49%,-55%,+33%,+33%,10.7 g,en quantité modérée,5.4 g,en quantité élevée,2.2 g,en faible quantité,1.5 g,en quantité modérée,13,+216%,D,+216%,,1000 g,"['Carton', 'surgelé']",,,,,,,,,,,['Carrefour'],,,
470,SuperRunch,8710449919444,['France'],[],[],?,155,649 kj(155 kcal),"4,5","0,5",45,"0,5","2,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Nada kroketten comte parmesan,8710449920884,['France'],[],[],?,220,920 kj(220 kcal),10,"6,924","24,3","14,3","7,8","1,35","0,54",,,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Aviko Veggie Burgers,8710449924646,['France'],"['IFR LEGUMES SU PreParation:', 'ne pas utilisatioisi FOuF', ' 2450C', "" 20 foie' & après I O min"", ' Poêle: feu ', 'oignons', 'carottes', 'maïs', ' petits poiS', 'de tournesol}builedqpalme', 'farine de huile végétale ', 'tournesol/ palme poudre,témulsifiant ', 'E472e', 'farine de blè,pr', 'o€éinésd€ amidon de blé', 'arôme ', ""céleri 'bouiltbffèn poudre maliedextrine"", 'lactose', 'extrait de levuèe,huile de colza', 'sucre,légumes ', 'oignon', 'carotte} poiFreau', 'persil', 'de glucose', 'moutarde', 'stabilisant ', 'E464', 'épices', 'lactose', 'lactosérum en poudre', 'extrait de levure', ' oignon en poudre', 'lait écremé en poudre', 'ail en poudre', ' Durée de I mois', '*-180C voir impression', ' Ne pas recongeler un produit décc$gelé', "" Fabriqué en l'Espagne""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,205,858 kj(205 kcal),9,"2,3",26,"2,4",4,"1,25","0,5",['Aviko'],"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E464 - Hydroxypropylméthylcellulose']",['Huile de palme'],"['Gluten', 'Lait', 'Moutarde']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Steaks végétaux']",['Fabriqué en Espagne'],,0%,+1%,+1%,+58%,+54%,+2%,-62%,+19%,+19%,9 g,en quantité modérée,2.3 g,en quantité modérée,2.4 g,en faible quantité,1.25 g,en quantité modérée,6,+4280%,C,+4280%,,,,,,,,,,,,,,,,,
473,Sweet Treat Churros - Aviko - 1000g,8710449927159,['France'],"['Eau', 'farine de froment', 'sel', 'dextrose']","['Sans huile de palme', 'Végétalien', 'Végétarien']",744,?,744 kj(178 kcal),"0,7","0,1",38,"7,2","4,5","0,92","0,368",['Aviko'],,,['Gluten'],4,"['Surgelés', 'Biscuits et gâteaux', 'Pâtisseries', 'Churros']","['EAC', 'Fabriqué en Espagne']",-53%,,-53%,-96%,-99%,-21%,-75%,-16%,+122%,+122%,0.7 g,en faible quantité,0.1 g,en faible quantité,7.2 g,en quantité modérée,0.92 g,en quantité modérée,3,-82%,C,-82%,,1000 g,"['Sachet', 'Plastique', 'surgelé', '♶', 'PE-LD']",,,,,,,,,['Espagne'],,['Cora'],,['EMB 10449'],
474,gratin creamy cheese -,8710449985548,['France'],"['pomme de terre', 'sauce 40% ', 'eau', 'crème 7%', 'huile de colza', 'fromage en poudre 1,6%', 'lait écrémé', 'amidon modifié', 'sel', ""jaune d'oeuf"", 'sucre', 'extrait de levure', 'stabilisateurs ', 'E415', 'E401', 'ail', 'epices']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",125,520,125 kj(520 kcal),7,"2,9",12,1,"2,5",1,"0,4",,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E401 - Alginate de sodium']",,"['Œufs', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Total Loss,8710452212389,['France'],[],[],?,338,1414 kj(338 kcal),"0,5","0,2",80,59,"3,8","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Joy riders,8710452212426,['France'],[],[],?,350,1464 kj(350 kcal),"0,5","0,2",81,68,"5,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Water & Fruit Sinaasappel- Peer Light - Markant,8710458009259,['France'],"['Eau de source', 'jus de fruit à base de concentré ', '18', '5% orange 1', '5% poire', ' acide alimentaire E330', 'E331', 'aromes', 'dulcorants: E952/ES50/E954', 'vitamine C']",[],?,9,38 kj(9 kcal),0,0,"1,9","1,9",0,"0,05","0,02",['Markant'],"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E952 - Acide cyclamique et ses sels', 'E954 - Saccharine et ses sels']",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,BologneseSoße - 490g,8710458011979,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490 g,['Dose'],,,,,,,,,,,,,,
479,Markant Dressing Naturel,8710458013713,['France'],[],[],?,41,172 kj(41 kcal),0,0,"9,3","8,6","0,1","1,88","0,752",['Markant'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Vitalis Muesli Croustillant Raisins - Dr. Oetker - 600g,8710466278227,['France'],"['54% de flocons d’avoine complets', 'sucre', 'huile de palme', 'de germes de blé séchés', 'farine de froment', 'sirop de glucose', '2', '9% de raisins', '1,6% de miel', 'sel', 'arôme de vanille']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,445,1862 kj(445 kcal),15,"5,2",63,24,10,"0,71","0,284","['Dr. Oetker', 'Kraft']",,['Huile de palme'],"['Gluten', 'Avoine']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Céréales au miel', 'Pétales multicéréales']",,,+12%,+12%,+218%,+395%,-19%,-4%,+36%,+52%,+52%,15 g,en quantité modérée,5.2 g,en quantité élevée,24 g,en quantité élevée,0.71 g,en quantité modérée,13,+72%,D,+72%,,600 g,"['Carton', 'Sachet', 'Plastique', 'Boite']",B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,['Noz'],,,
481,Vitalis Roasted Muesli Fraise-Vanille Bourbon - Dr Oetker - 450g,8710466278623,"['Belgique', 'France']","[""73% flocons d'avoine complet"", 'sucre', 'flocons de blé ', 'blé', 'sel', 'sucre', ""extrait de malt d'orge"", 'huile de palme', 'oligofructose', 'fraises en morceaux lyophilisées et huilées ', 'fraises en morceaux lyophilisées', 'huile de palme', '1', '5% miel', 'arôme naturel de vanille Bourbon', 'sel']","['Huile de palme', 'Non végétalien']",?,421,1761 kj(421 kcal),10,"2,9",66,15,10,"0,43","0,172","['Dr Oetker', 'Vitalis', 'Kraft']",,['Huile de palme'],"['Gluten', 'Avoine']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['Point Vert'],,+6%,+5%,-6%,+7%,+7%,-17%,+4%,+197%,+197%,10 g,en quantité modérée,2.9 g,en quantité modérée,15 g,en quantité élevée,0.43 g,en quantité modérée,6,+75%,C,+75%,,450 g,"['Boîte', 'Carton', 'Sachet', 'Plastique']",B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,['Noz'],https://www.oetker.de/unsere-produkte/vitalis/vitalis-roasted-muesli-erdbeer-bourbon-vanille.html,,
482,Minarine,8710472007019,['France'],[],"['Végétalien', 'Végétarien']",?,360,1506 kj(360 kcal),40,8,0,0,0,"0,3","0,12",,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Omega Spread - Bebo - 1kg,8710472010767,['France'],"['Huiles végétales ', 'huile de tournesol', 'de lin', 'de colza', 'de palme', 'de carthame', 'eau', ""émulsifiants : mono - et diglycérides d'acides gras"", ""esters citriques de mono - et diglycérides d'acides gras"", 'acidifiant : acide citrique', 'arôme', 'vitamines : E', 'B2', 'B6', 'B12', 'D', 'E', 'acide folique', 'colorant : bêtacarotène']","['Huile de palme', 'Végétalien', 'Végétarien']",2180,?,2180 kj(521 kcal),59,8,0,0,0,0,0,['Bebo'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",['Huile de palme'],,4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']","['Végétarien', 'Végétalien', 'Omega-3']",+8%,,+12%,+15%,-46%,-100%,-100%,-100%,-100%,-100%,59 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,7,-36%,C,-36%,,1 kg,"['Barquette', 'Plastique']",C,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,
484,Bebi culinaire - Smilde Foods Bebo,8710472012334,['France'],"['oeibaar plantaardig product met boter aroma or bakken en braden', ' grediënten: plantaardige olien ', 'raap-', ' zonnebloem- e', ' 0', '596 zout', ' emulgator: zonnebloemlecithine', ' ', 'ma', ' kleurstof: betacaroteen', ' vitamines: A', ' D', ' bewaren', ' Goed schudden voor gebruik', "" itière grasse liquide à base d'huiles végétales saveur de beurre pour cuire et rôtir"", ' {rédients huiles véEétales ', 'huile de colza', ' ', 'urneso!', ' sel', ' émulsifiant : lécithine de tournesol', 'me', ' colorant : bétacarotène', ' vitamines : A', ' D', ' :onserver au frais', ' Bien agiter avant utilisation', ' Omega']","[""Pourrait contenir de l'huile de palme""]",?,825,3452 kj(825 kcal),91,9,0,0,0,"0,4","0,16",['Smilde Foods Bebo'],['E322i - Lécithine'],,,4,['Matières grasses'],['Entrepreneurs + Engagés'],,+3%,+3%,+3%,-61%,-100%,-100%,-100%,+105%,+105%,91 g,en quantité élevée,9 g,en quantité élevée,0 g,en faible quantité,0.4 g,en quantité modérée,11,-3%,D,-3%,,,,,,,,,,,,,,,,,
485,Princess Hail,8710474110373,['France'],[],[],?,454,1900 kj(454 kcal),15,9,74,66,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Paw patrol,8710474219694,['France'],[],[],?,457,1912 kj(457 kcal),15,9,74,66,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Gaufrettes framboise - Helwa - 110g,8710476805536,['France'],[],[],1464,?,1464 kj(350 kcal),"3,7",2,68,34,"3,9","0,21","0,084",['Helwa'],,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées aux fruits']",['Huile de palme durable'],-4%,,-8%,-16%,-8%,-14%,-15%,+2%,-21%,-21%,3.7 g,en quantité modérée,2 g,en quantité modérée,34 g,en quantité élevée,0.21 g,en faible quantité,11,-15%,D,-15%,Gaufrettes fourrage à la framboise,110 g,,C,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,
488,Gaufrettes pralinés et Noisettes 15 gaufrettes,8710476805574,['France'],[],[],?,505,2113 kj(505 kcal),28,15,57,33,"6,6","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Almhof volle kwark - 500g,8710477300184,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,,
490,Schudde buikjes - Bolletje,8710482531276,['France'],[],[],?,490,2050 kj(490 kcal),19,9,74,39,4,"0,86","0,344",['Bolletje'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Nijntje - Bolletje,8710482531344,['France'],[],[],?,418,1749 kj(418 kcal),"8,8","3,8",77,23,"6,6",,,['Bolletje'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Cookies - Lafood - 200g,8710482531801,['France'],"['Farine de blé', 'sucre', 'huiles végétales ', 'palme', 'colza', 'poudres à lever ', 'E500', 'E450', 'sirop de sucre inverti', 'sel', 'arômes']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",2020,?,2020 kj(483 kcal),18,"8,5",74,28,"5,5","0,9","0,36",['Lafood'],"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Huile de palme'],['Gluten'],4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,+1%,,+2%,-13%,-16%,+16%,-5%,-15%,+53%,+53%,18 g,en quantité modérée,8.5 g,en quantité élevée,28 g,en quantité élevée,0.9 g,en quantité modérée,23,+16%,E,+16%,,200 g,['Carton'],C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
493,Chocolate Coated Kruidnoten - Bolletje,8710482532082,['France'],"['Wie kan deze verleiding KRUIDNOTENMETEENLAAGWITTE', 'MELKCHOCOLADE Ingrediënten: Wittes pure en melle cacaoboter', 'cacaomassa,vollemelkpoeder', 'weipoeder ', 'nielk', 'melkeuikero magere melkpoeder', 'emuloator', 'sojalecithine', 'natuurlijk arotna', 'bevatkaneel', 'rijstniddel ', 'E500', 'gebrande suikeryzout', 'etnulgator ', 'sojalecithine', 'gianstniddel ', 'E414', ' Kan sporen bevatten van andere glutenbevattende granens pindaben']",[],?,484,2025 kj(484 kcal),20,11,69,43,"5,7","0,78","0,312",['Bolletje'],"['E500 - Carbonates de sodium', ""E414 - Gomme d'acacia""]",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Oerknäck waldkorn - Bolletje - 285gram,8710482532174,"['France', 'Pays-Bas']","['granen 84% ', 'tarwebloem', 'havervlokken', 'volkoren roggemeel', 'tarwegluten', 'gerstegrutten', 'havermeel', 'gedroogd gerstemoutextract', 'gedroogd zuurdesem ', 'roggebloem', 'roggebloem', 'gerstemoutmeel', 'geroosterd tarwemoutmeel', '_roggemoutmee_l', 'plantaardige oliën ', 'palm', 'raap', 'zaden 3', '5% ', 'geroosterd sesamzaad', 'lijnzaad', 'zonnebloempitten 3', '5%', 'gist', 'suiker', 'sojabloem', 'zout', 'maltodextrine', 'paneermeel ', 'bevat tarwe', 'rogge', 'gerst', 'haver', 'soja', 'sesamzaad']",['Huile de palme'],?,420,1757 kj(420 kcal),11,"3,3",61,"4,9",16,"1,1","0,44",['Bolletje'],,,"['Gluten', 'Graines de sésame', 'Soja', 'nl:Gerstegrutten', 'nl:Gerstemoutextract', 'nl:Gerstemoutmeel', 'nl:Havermeel', 'nl:Havervlokken', 'nl:Roggebloem', 'nl:Roggemeel', 'nl:Sojabloem', 'nl:Tarwegluten', 'nl:Tarwemoutmeel', 'nl:gerstegrutten', 'nl:gerstemoutextract', 'nl:gerstemoutmeel', 'nl:havermeel', 'nl:havervlokken', 'nl:roggebloem', 'nl:roggemeel', 'nl:sojabloem', 'nl:tarwegluten', 'nl:tarwemoutmeel']",4,,['100% naturel'],,,,,,,,,,,,,,,,,,,,,,,,285 gram,,,,,,,,,,,,,,,
