,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,generic_name,allergens,traceability_code,link,ingredients_origins,manufacturing,brand_owner,palm_ingredients
67,Financier sapin - 150g,3286790113701,['France'],[],[],?,483,2021 kj(483 kcal),31,18,42,33,"7,1","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",150 g,,,,,,,,,,,
68,Sidr honey,6281073211027,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Bière du Comté IPA,3760252660168,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Truffes fantaisies au sucre petillant,3481290034161,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
71,Miel de Manuka actif,3664492000671,['France'],[],[],?,?,,?,,?,,?,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de manuka']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Chaumes,3222110016161,['France'],[],[],?,309,1293 kj(309 kcal),25,17,"0,5","0,5",21,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Les 6 oeufs d'Erwan ""Plein Air""",3435760863065,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Sauces - salad dressing - anda - 650ml,5412541010250,"['Belgique', 'France']","['Huile de colza ', '53%', 'eau', ""jaune d'œufs frais "", '8%', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'herbes', 'vinaigre', 'amidon de mais', 'amidon de mais modifié', 'sel', 'dextrose', 'acide alimentaire : acide citrique', 'épaississant : gomme guar', 'gomme xanthane', 'conservateur : sorbate de potassium', 'colorants : caroténoïdes', 'antioxygène : calcium disodium-EDTA']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,503,2105 kj(503 kcal),"53,3","4,37","3,8","0,2","1,5","1,57","0,628",D,['Anda'],"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises allégées']",['intermarché'],53.3 g,en quantité élevée,4.37 g,en quantité modérée,0.2 g,en faible quantité,1.57 g,en quantité élevée,,+66%,+67%,+83%,+29%,-53%,-95%,+54%,-17%,-17%,15,+9%,D,+9%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,650 ml,['Pot'],"['E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",4,,['Moutarde'],,,,['Belgique'],,
75,Mini saucisson sec aux herbes - Berni,3264057564732,['France'],[],[],?,458,1916 kj(458 kcal),"33,7","14,6","11,8","2,8","26,9","4,8","1,92",,['Berni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 55.545.002 CE', 'Verdun (Meuse, France)']",,,,,
76,Spiruline,7640171250137,['France'],[],[],?,?,,?,,?,,?,,,E,,"['Compléments alimentaires', 'Spiruline']",,,,,,,,,,,,,,,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,,,,
77,Ananas en morceaux,0024000102298,['France'],[],[],?,64,268 kj(64 kcal),0,0,16,14,"0,3",0,0,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,,-34%,-31%,-100%,-100%,-19%,-19%,-27%,-100%,-100%,-2,,A,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,,,,
78,Kirschen in Zartbitterschokolade - DM Bio - 85g,4058172295034,"['Autriche', 'France']","['90% Zartbitterschokolade* ', 'Kakaomasse*', 'Rohrzucker*', 'Kakao - butter', 'Kakaopulver* stark entölt', 'Emulgator: Lecithin ', 'SOJALECITHIN*', '8% Sauerkirschen*', 'Überzugsmittel: Gummi arabicum*', ' Zucker*', 'Dextrose']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,533,2230 kj(533 kcal),35,21,42,38,6,"0,01","0,004",,['DM Bio'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Cerises enrobées au chocolat']",,35 g,en quantité élevée,21 g,en quantité élevée,38 g,en quantité élevée,0.01 g,en faible quantité,,+21%,+20%,+76%,+65%,-20%,-20%,+99%,+9%,+9%,19,-20%,E,-20%,,,,,,,,['Bio'],85 g,['Emballage'],"['E322i - Lécithine', ""E414 - Gomme d'acacia""]",4,,"['Lait', 'Soja']",,,,,,
79,50g,3102870045604,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,
80,24œufs,3477400809163,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 œufs,,,,,,,,,,,
81,Milka calendrier 2020,7622210598813,['France'],[],[],?,540,2259 kj(540 kcal),31,18,59,58,"5,7",0,0,,['Milka'],"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,31 g,en quantité élevée,18 g,en quantité élevée,58 g,en quantité élevée,0 g,en faible quantité,,+7%,+5%,+6%,+3%,+5%,+12%,-4%,-100%,-100%,26,+4%,E,+4%,,,,,,,,,,,,,,,,,,,,
82,Magnésium - Yves Rocher,3660005442952,['France'],[],[],?,?,,?,,?,,?,0,0,,['Yves Rocher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Miel de Lavande -  - 1kg,3394950001512,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,1 kg,,,,,,,,,,,
84,Mini Éclairs - Boni - 400g,5400141262889,['France'],[],[],?,300,1255 kj(300 kcal),19,12,27,20,"4,3","0,2","0,08",,['Boni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",400 g,,,,,,,,,,,
85,Sauce Béarnaise,5410920900383,['France'],[],[],?,377,1577 kj(377 kcal),40,3,"2,5",0,"0,8","1,3","0,52",D,,"['Epicerie', 'Sauces', 'Sauces béarnaises']",,40 g,en quantité élevée,3 g,en quantité modérée,0 g,en faible quantité,1.3 g,en quantité modérée,,-14%,-12%,-9%,-47%,-48%,-100%,-32%,-20%,-20%,11,-33%,D,-33%,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,,,,,,,,,,,,
86,Bûche pur beurre Cacao - Forchy,3262350210523,['France'],[],[],?,442,1849 kj(442 kcal),23,14,54,37,4,"0,26","0,104",,['Forchy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Café carte noir doux - Carte Noire,8000070200036,['France'],[],[],?,?,,?,,?,,?,,,,['Carte Noire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4 ballotins de poulet,12777739,['France'],[],[],?,234,979 kj(234 kcal),18,6,"1,9","0,5",16,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,,
89,Feves de ganach - Michel Cluizel - 120g,0659253127479,['France'],[],[],?,582,2435 kj(582 kcal),"44,7","27,6","39,9","33,2","5,5","0,09","0,036",,['Michel Cluizel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,,,
90,Chocolat au lait,8001943625659,['France'],[],[],?,516,2159 kj(516 kcal),"26,6","16,5","62,7","61,1","5,9","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Foie gras de canard entier - Delpeyrat - 600g,3067163645582,['France'],[],[],2240,544,2240 kj(544 kcal),56,24,"2,2","0,9","7,5","1,3","0,52",,['Delpeyrat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],600 g,,,,,,,,,,,
92,8 canelés délices - Fauchon,3251516155006,['France'],[],[],?,303,1268 kj(303 kcal),"3,8",1,61,43,"5,3","0,1","0,04",B,['Fauchon'],"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Canelés']",,3.8 g,en quantité modérée,1 g,en faible quantité,43 g,en quantité élevée,0.1 g,en faible quantité,,+7%,+7%,+34%,-21%,+2%,+2%,+21%,-20%,-20%,11,-13%,D,-13%,70.8%,15.1%,6.9%,3.5%,3.7%,0.0%,81,,,,,,,,,,,,,
93,Sucre d'orge à la fraise - Picard - 96g,3270160822218,['France'],"['FR Purée de fraise sucrée ', 'fraise 14,8%', 'sucre', 'eau', 'chocolat blanc 12,5% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'crème liquide [crème ', 'lait', 'stabilisant : carraghénanes]', 'sucre', 'beurre ', 'lait', 'oeuf entier issu de poule élevée en plein air ', 'liquide', 'pasteurisé', 'sirop de glucose', 'fromage blanc ', 'contient: lait', 'amande en poudre', 'eau', 'noix de coco rapée 2,5%', 'fécule de pomme de terre', 'huile de tournesol', 'lait demi-écrémé', 'jus de citron vert', 'farine de blé ', 'gluten', 'gélifiants ', 'pectines', 'agar-agar', 'farine de graines de caroube', 'extrait de vanille 0,08%', 'décor 0,04% [beurre de cacao', 'sucre', 'colorants ', 'curcumine', 'anthocyanes', ']', 'colorant : rouge de betterave', 'grain de vanille épuisée 0,01%', ' Produit élaboré dans un atelier qui utilise : crustacés', 'poissons', 'autres fruits à coque', 'céleri', 'moutarde', 'sésame', 'mollusques']",['Non végétalien'],?,359,1502 kj(359 kcal),24,13,31,23,"4,9","0,1","0,04",,['Picard'],"['Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux et pâtisseries surgelés']",['Picard'],24 g,en quantité élevée,13 g,en quantité élevée,23 g,en quantité élevée,0.1 g,en faible quantité,,+7%,+7%,+40%,+42%,-20%,-9%,-3%,-63%,-63%,17,+8%,D,+8%,,,,,,,,,96g,,"['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E406 - Agar-agar', 'E410 - Gomme de caroube', 'E100 - Curcumine', 'E163 - Anthocyanes', 'E162 - Rouge de betterave']",4,,"['Gluten', 'Lait']","['FR 35.125.007 CE', 'Guerche-de-Bretagne (Ille-et-Vilaine, France)']",http://www.picard.fr,,['France'],,
94,Pediakid 22 Vitamines Et Oligo Format Familial De,3700225602252,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Terrine au vin jaune -,3760281772122,['France'],"['Viande de porc', 'foie de porc', 'oignon', 'échalote', 'œuf', 'vin blanc du Jura', 'vin jaune ', '4%']","['Non végétalien', 'Non végétarien']",?,275,1151 kj(275 kcal),16,6,4,"0,4",15,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bocal'],,,,['Œufs'],,,,,,
96,Boulot paysan,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Cotes Rhone Vieux Truffiers 75CL Vin Rouge,3268171324319,['France'],[],[],?,?,,?,,?,,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France'],,,
98,Roses des sables,3588400255864,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,68% cacao cru - 45g,3760222065047,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,,,,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Bio', 'Végétarien', 'Végétalien', 'Fabriqué en France']",45 g,,,,,,,,,,,
100,Tee Advents Kalender,4058172321122,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Palette à la diable,0290701056158,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2220532038830,2220532038830,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
103,Champagne,3516910018440,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Excellence - Bloc de fois gras de canard du Sud-Ouest - Maison Montfort - 200g,3104544070660,['France'],"['Foie gras de canard ', 'origine France', 'morceaux de foie gras de canard 50% ', 'origine France', 'eau', 'sel 1,1%', 'Armagnac', 'sucre', 'epices ', 'dont poivre 0,1 %', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2037,494,2037 kj(494 kcal),51,22,"2,1",1,"6,5","0,97","0,388",B,['Maison Montfort'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']",,51 g,en quantité élevée,22 g,en quantité élevée,1 g,en faible quantité,0.97 g,en quantité modérée,-0%,+0%,-1%,0%,0%,-6%,-21%,+3%,-22%,-22%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,200 g,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,"['FR 65.304.002 CE', 'Maubourguet (Hautes-Pyrénées, France)']",,,,,
105,DORITOS BITS,8710398511294,['France'],[],[],?,?,,?,,?,,?,,,,['Doritos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Bloc de fois gras de canard du Sud-Ouest avec morceaux au Sauternes - JEAN LARNAUDIE - 300g,3113010147485,['France'],"['Foie gras de canard', 'morceaux de foie gras de canard:30%', 'eau', 'sel', 'Sauternes ', '0,5%', 'poivre', 'sucre', 'antioxydant: acide ascorbique ', 'E300', 'conservateur: nitrite de sodium ', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2085,506,2085 kj(506 kcal),"52,8","23,4","2,1","1,8","5,6","1,11","0,444",B,['JEAN LARNAUDIE'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux', 'Foies gras mi-cuits']",,52.8 g,en quantité élevée,23.4 g,en quantité élevée,1.8 g,en faible quantité,1.11 g,en quantité modérée,+2%,+3%,+2%,+4%,+6%,-6%,+43%,-12%,-11%,-11%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['IGP'],300 g,,"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,"['FR 46.102.004 CE', 'Figeac (Lot, France)']",,,,,
107,Bloc de fois gras de canard du Sud-Ouest avec morceaux - JEAN LARNAUDIE - 300g,3113010148680,['France'],"['Foie gras de canard', 'morceaux de foie gras de canard: 30%', 'eau', 'sel', 'Armagnac', 'poivre', 'sucre', 'antioxydant: acide ascorbique ', 'E300', 'conservateur: nitrite de sodium ', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2135,518,2135 kj(518 kcal),"54,1","24,4","2,2","1,8","5,8","1,05","0,42",B,['JEAN LARNAUDIE'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux', 'Foies gras mi-cuits']",,54.1 g,en quantité élevée,24.4 g,en quantité élevée,1.8 g,en faible quantité,1.05 g,en quantité modérée,+5%,+5%,+4%,+6%,+11%,-1%,+43%,-9%,-16%,-16%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['IGP'],300 g,,"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,"['FR 46.102.004 CE', 'Figeac (Lot, France)']",,,,,
108,Yaourt artisanal margo,3339526110038,['France'],[],[],?,87,364 kj(87 kcal),"3,5","2,3","11,8","11,8","2,9","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
109,Pizza,0121996192361,['France'],[],[],?,221,925 kj(221 kcal),10,"4,9",23,"2,4","8,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE']",,,,,,,,,,,,
110,Père Dodu Le canard du chef,2447073027882,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 79.195.002 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,
111,Pommes de terre torsadées - 750g,3263859970512,['France'],[],[],?,171,715 kj(171 kcal),"5,2","0,7","27,4",0,"2,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 g,,,,,,,,,,,
112,PERES NOEL glacés - Picard - 140g,3270160731114,"['Belgique', 'France']",[],[],?,420,1757 kj(420 kcal),26,16,40,35,"5,7","0,14","0,056",,['Picard'],,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 g,,,,,,,,,,,
113,Tarama à la Truffe d'été 3 % - Deluxe,4056489137382,['France'],[],[],?,443,1854 kj(443 kcal),44,"3,8","3,7","0,5",8,"1,37","0,548",,['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Pâte a tartiner PATA'PETILLANT,3367279910261,['France'],[],[],?,553,2314 kj(553 kcal),35,"6,8",48,46,"7,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Houmous avocat - 130g,5413401005324,['France'],[],"['Végétalien', 'Végétarien']",?,202,845 kj(202 kcal),19,"2,2","4,3","0,9","2,7","1,3","0,52",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,19 g,en quantité modérée,2.2 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en quantité modérée,,-23%,-23%,-6%,-11%,-59%,-33%,-58%,+25%,+25%,8,+60%,C,+60%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,"['Végétarien', 'en:gluten-free', 'Végétalien']",130 g,,,,,,,,,,,
116,Saumon - Capitaine Cook,3250392647780,['France'],[],[],?,196,820 kj(196 kcal),11,"2,2","0,6","0,6",23,"2,9","1,16",,['Capitaine Cook'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Triman'],,,,,,,,,,,,
117,Choucroute cuite garnie - Clavière,3266470068231,['France'],[],[],?,130,544 kj(130 kcal),"10,6","4,2","7,1","0,5","7,1","1,6","0,64",C,['Clavière'],"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",,10.6 g,en quantité modérée,4.2 g,en quantité modérée,0.5 g,en faible quantité,1.6 g,en quantité élevée,,+14%,+16%,+25%,+31%,+223%,-14%,+30%,+21%,+21%,12,+112%,D,+112%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,,,,
118,modilac - 700g,3572731502148,['France'],[],[],?,?,,?,,?,,?,,,,['Modilac'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700g,,,,,,,,,,,
119,Chocolat blanc,3107468801631,['France'],[],[],?,540,2259 kj(540 kcal),31,19,58,58,0,"0,31","0,124",E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,31 g,en quantité élevée,19 g,en quantité élevée,58 g,en quantité élevée,0.31 g,en quantité modérée,,-4%,-4%,-14%,-12%,+9%,+15%,-100%,+21%,+21%,27,+1%,E,+1%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,,,,,,
120,Lidl - 2x 110g,4056489138426,['France'],[],[],?,?,,?,,?,,?,,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",2 x 110 g,,,,,,,,,,,
121,Préparation de Cassis Bio - Favols,3469676412406,['France'],[],[],?,173,724 kj(173 kcal),0,0,"38,6","38,6",0,0,0,D,['Favols'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,0 g,en faible quantité,0 g,en faible quantité,38.6 g,en quantité élevée,0 g,en faible quantité,,-25%,-25%,-100%,-100%,-29%,-26%,-100%,-100%,-100%,9,-3%,C,-3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Bio'],,,,,,,,,,,,
122,5413121361069,5413121361069,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Jus pomme framboise,3665860000217,['France'],[],[],?,50,209 kj(50 kcal),"0,5","0,1","12,6","11,1","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 26252', 'Portes-lès-Valence (Drôme, France)']",,,,,
124,Protein pancake instant - Prozis,5600499522165,['France'],[],[],?,363,1519 kj(363 kcal),"5,3","2,5",20,"5,4",56,"2,1","0,84",,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Assortiment de bonbons de chocolat - Le Chocolatier Sablais - 230g,3760059935445,['France'],[],[],?,537,2247 kj(537 kcal),34,19,48,43,8,"0,13","0,052",,['Le Chocolatier Sablais'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 g,,,,,,,,,,,
126,Chipolatas aux herbes,2297624025191,['France'],[],[],?,234,979 kj(234 kcal),"18,3","6,4","1,1","0,7","16,3","2,3","0,92",E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",,18.3 g,en quantité modérée,6.4 g,en quantité élevée,0.7 g,en faible quantité,2.3 g,en quantité élevée,,-6%,-6%,-9%,-17%,-13%,+13%,+9%,+30%,+30%,18,+5%,D,+5%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
127,KETCHUP - Baton Rouge,3592860012141,['France'],[],[],?,128,536 kj(128 kcal),"0,1",0,27,23,"0,9","2,49","0,996",B,['Baton Rouge'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,0.1 g,en faible quantité,0 g,en faible quantité,23 g,en quantité élevée,2.49 g,en quantité élevée,,+21%,+22%,-59%,-100%,+19%,+17%,-31%,+25%,+25%,16,+32%,D,+32%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,,,,,
128,Caviar hivernal,3701303900611,['France'],[],[],?,141,590 kj(141 kcal),11,1,8,5,0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
129,Bloc de foie gras de canard - Labeyrie - 285g,3033610031338,['France'],[],[],?,511,2138 kj(511 kcal),53,23,2,"1,6","6,4","1,1","0,44",B,['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Foies gras cuits']",,53 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,,+9%,+1%,+1%,+2%,-13%,+9%,-9%,-5%,-5%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,285 g,,,,,,,,,,,
130,Jambon cuit à l'ancienne - Carrefour,2411843037913,['France'],[],[],?,789,3301 kj(789 kcal),11,"4,1","0,6","0,06",21,"1,8","0,72",E,['Carrefour'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",['Carrefour'],11 g,en quantité modérée,4.1 g,en quantité modérée,0.06 g,en faible quantité,1.8 g,en quantité élevée,,+419%,+417%,+79%,+70%,+21%,-88%,-6%,-8%,-8%,20,+105%,E,+105%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Fabriqué en France'],,,,,,,"['EMB 29004D', 'Bannalec (Finistère, France)']",,,,,
131,Tubes d'encornets - 700g,3760114353054,['France'],[],[],?,175,732 kj(175 kcal),"7,5","1,9","7,8",0,18,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 g,,,,,,,,,,,
132,9782800138602,9782800138602,['France'],[],[],?,?,,?,,?,,?,,,,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
