,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,markets,allergens,ingredients_origins,link,traceability_code,brand_owner,palm_ingredients
1057,Chips - BF - 200g,3700238304716,B,200 g,['BF'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",['France'],[],,[],,34 g,en quantité élevée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,542,+1%,2268 kj(542 kcal),+1%,34,+2%,"3,1",+4%,51,+0%,"0,5",-61%,"5,5",-7%,"1,1",-17%,"0,44",-17%,13,+19%,D,+19%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,['France'],,,,,,,
1058,Salsifis,3700238304853,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Salsifis en conserve']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,1.6 g,en faible quantité,0.5 g,en quantité modérée,?,,27,-4%,113 kj(27 kcal),-6%,0,-100%,0,-100%,"4,9",+11%,"1,6",-17%,"0,7",-33%,"0,5",-14%,"0,2",-14%,-3,,A,,25.1%,36.7%,16.8%,8.7%,5.7%,6.9%,89,,,,,,,,,,,
1059,Confiture peche de vigne - Jean d'Audignac,3700238304860,B,,"[""Jean d'Audignac""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",['France'],"['Pêches de vigne 50%', 'sucre', 'pommes 12%', 'géllﬁant: pectines', ' concentré']",['E440 - Pectines'],[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,44 g,en quantité élevée,0.05 g,en faible quantité,?,,185,-14%,774 kj(185 kcal),-14%,"< 0,5",+163%,"< 0,1",+400%,44,-16%,44,-13%,"0,5",+13%,"0,05",+367%,"0,02",+367%,9,-2%,C,-2%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,
1060,Pâté de la fermière,3700238304891,,,,,['France'],[],,[],,,,,,,,,,?,,289,,1209 kj(289 kcal),,26,,9,,2,,"0,4",,12,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
1061,Épinards - Les Impeccables,3700238305607,B,,['Les Impeccables'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes-feuilles', 'Épinards', 'Épinards en conserve']",['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,0.6 g,en quantité modérée,?,,25,-22%,105 kj(25 kcal),-22%,"0,5",-12%,"0,1",+28%,"0,9",-50%,"0,4",-20%,"2,8",-15%,"0,6",+36%,"0,24",+36%,-4,,A,,13.8%,38.4%,18.3%,9.2%,12.9%,7.5%,91,,,,,,,,,,,
1062,Macedoine de legumes,3700238306109,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'en:canned-drained-diced-mixed-vegetables']",['France'],[],,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,0.9 g,en faible quantité,0.71 g,en quantité modérée,?,,37,-12%,155 kj(37 kcal),-11%,"0,3",-21%,"0,1",-15%,"4,4",-23%,"0,9",-29%,"2,1",-7%,"0,71",+10%,"0,284",+10%,-3,,A,,,,,,,,,,,,,,,,,,,
1063,Salsifis,3700238306307,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Salsifis en conserve']",['France'],[],,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,1.6 g,en faible quantité,0.5 g,en quantité modérée,?,,27,-4%,113 kj(27 kcal),-6%,"0,1",-52%,"0,1",+112%,"4,9",+11%,"1,6",-17%,"0,7",-33%,"0,5",-14%,"0,2",-14%,-3,,A,,25.1%,36.7%,16.8%,8.7%,5.7%,6.9%,89,,,,,,,,,,,
1064,Chips artisanales,3700238306383,,,,,['France'],[],,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,"26,9",,"0,29",,"61,1",,"3,1",,"4,6",,"1,84",,"0,736",,,,,,,,,,,,,,,,,,,,,,,
1065,Chips artissnales,3700238306437,,,,,['France'],[],,[],,,,,,,,,,?,,211,,883 kj(211 kcal),,"26,9",,"0,29",,"61,1",,"3,1",,"4,6",,"1,84",,"0,736",,,,,,,,,,,,,,,,,,,,,,,
1066,Papillon - Saveurs d'Italie,3700238306529,,,"[""Saveurs d'Italie""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Nouilles de blé dur']",['France'],"['semoule de blé dur', 'eau', 'epinards déshydratées ', 'min', ' 2%', 'tomato en poudre ', 'min', ' 2%', 'encre de sèche', 'curcuma en poudre', 'betterave rouge en oudre en proportion variable']",,[],1,2.3 g,en faible quantité,0.6 g,en faible quantité,1.9 g,en faible quantité,0.03 g,en faible quantité,?,,333,-7%,1393 kj(333 kcal),-7%,"2,3",+27%,"0,6",+59%,"62,8",-11%,"1,9",-45%,"13,6",+16%,"0,03",-32%,"0,012",-32%,-4,,A,,,,,,,,,,,,,,,,,,,
1067,Cachuetes bistro - Jean D'Audignac,3700238306703,,,"[""Jean D'Audignac""]",,['France'],[],,[],,,,,,,,,,?,,613,,2565 kj(613 kcal),,?,,"7,82",,?,,"3,6",,"27,3",,"0,949",,"0,38",,,,,,,,,,,,,,,,,,,,,,,
1068,Cacahuetes bistrot - Jean d'Audignac,3700238306802,,,"[""Jean d'Audignac""]",,['France'],[],,[],,,,,,,,,,?,,613,,2565 kj(613 kcal),,"47,4",,"7,82",,"9,73",,"3,6",,"27,3",,"0,949",,"0,38",,,,,,,,,,,,,,,,,,,,,,,
1069,Caviar d’aubergine - Jean D’audignac,3700238307564,,,['Jean D’audignac'],,['France'],"['Aubergines grillées 47%', 'huile de tournesol', 'Oignons', 'eau', 'basilic', 'double concentré de tomates', 'ail', 'sel', 'jus de citron concentré', 'herbes aromatiques déshydratées ', 'coriandre', 'romarin', 'thym', 'poivre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,220,,920 kj(220 kcal),,21,,"3,4",,"4,6",,"4,4",,1,,"1,26",,"0,504",,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,
1070,Delice de tomates sechees - Jean d'Audignac,3700238307571,,,"[""Jean d'Audignac""]","['Produits à tartiner', 'Produits à tartiner salés', 'en:Dried tomatoes spreads', 'en:Tomato spreads']",['France'],[],,[],,7.8 g,en quantité modérée,2.2 g,en quantité modérée,8.6 g,en quantité modérée,2.4 g,en quantité élevée,?,,131,-56%,548 kj(131 kcal),-55%,"7,8",-70%,"2,2",-72%,11,+213%,"8,6",+577%,3,-66%,"2,4",+82%,"0,96",+82%,14,+12%,D,+12%,,,,,,,,,,['Sans colorants'],,,,,,,,
1071,sauce Echalote,3700238307748,,,,,['France'],[],,[],,,,,,,,,,?,,126,,527 kj(126 kcal),,"6,2",,"4,1",,"14,3",,"2,8",,"2,8",,"1,13",,"0,452",,,,,,,,,,,,,,,,,,,,,,,
1072,Sauce echalote - Les Impeccables - 190g,3700238307755,,190 g,['Les Impeccables'],,['France'],[],,[],,,,,,,,,,?,,118,,494 kj(118 kcal),,"5,3",,"3,6",,"14,4",,"2,2",,"2,9",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
1073,Fond de volaille - BF,3700238307786,,,['BF'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées']",['France'],"['Fona u lìlGREDlEllT5 : Farine de blé', 'fécule de pomme de terre', 'arômes', 'viande et graisse de poulet ', '11%', 'sell épices et aromates', ' Contient du blé']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,350,+37%,1464 kj(350 kcal),+33%,"10,3",+121%,"2,6",+79%,"54,3",+20%,"3,3",-62%,"8,9",+15%,"14,8",+35%,"5,92",+35%,,,,,,,,,,,,,,,,,['Gluten'],,,,,
1074,Lentilles corail,3700238308028,,,,,['France'],[],,[],,,,,,,,,,?,,346,,1448 kj(346 kcal),,"2,2",,0,,"57,2",,0,,"28,1",,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Riz Basmati,3700238308059,,,,,['France'],[],,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,"0,3",,"0,1",,"77,6",,"0,2",,"8,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,
1076,Riz long et étuve de camargues,3700238308080,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de Camargue']",['France'],[],,[],,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,"0,6",-68%,0,-100%,"78,2",+4%,0,-100%,"6,9",-8%,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
1077,Crème de Caramel au Beurre Demi Sel AOP d'Isigny - Jean D'Audignac - 200g,3700238308318,,200 g,"[""Jean D'Audignac""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",['France'],[],,[],,23 g,en quantité élevée,14 g,en quantité élevée,74 g,en quantité élevée,0.59 g,en quantité modérée,?,,508,+21%,2125 kj(508 kcal),+21%,23,+19%,14,+18%,74,+26%,74,+56%,"2,4",+33%,"0,59",-3%,"0,236",-3%,28,+14%,E,+14%,,,,,,,,,,,,,,,,,,
1078,Créme de spéculoos - Jean d'Audignac,3700238308325,,,"[""Jean d'Audignac""]",,['France'],"['S acide de sod\\um', 'sel', 'sucre', 'huiles et graisses véqétales partiellemenl hydrogénées ', 'colza', 'acidifianf acide citrique', 'émulsifiants : lécithine de tournesol', ""esters citriques mono - qtdigl cérjdesdlac'd s"", ' saturés atieres grasses 34 g Glucides : 550 dont Sucres : 38g ', 'Protéines : 3,30 ', ' Sel : 0,55g Peut contenir cres traces dlarachides', 'de fruits à coque', 'dlœufs et de soja']",['E322i - Lécithine'],[],4,,,,,,,,,?,,562,,2351 kj(562 kcal),,34,,"5,1",,59,,38,,"3,3",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,
1079,Huile d'olive saveur truffe blanche - Jean d'Audignac,3700238308615,D,,"[""Jean d'Audignac""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],,[],,95.8 g,en quantité élevée,13.8 g,en quantité élevée,0.1 g,en faible quantité,0.1 g,en faible quantité,?,,888,+3%,3715 kj(888 kcal),+4%,"95,8",+0%,"13,8",-1%,"0,1",,"0,1",,"0,1",,"0,1",+198313%,"0,04",+198313%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1080,5 fruits rouges - Jean D Audignac - 320g,3700238309308,D,320 g,['Jean D Audignac'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",['France'],"['Fruits Rouges-Pommes 57% ', 'raisins 25%', 'fraises 8%', 'griottes 8%', 'framboises 8%', 'groseilles 8% sucre', 'pomme']",,[],1,0.5 g,en faible quantité,0.5 g,en faible quantité,42.6 g,en quantité élevée,0 g,en faible quantité,?,,179,-18%,749 kj(179 kcal),-18%,"0,5",+67%,"0,5",+867%,"42,8",-18%,"42,6",-15%,0,-100%,0,-100%,0,-100%,6,-37%,C,-37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,['Sans conservateurs'],,,,,,,,
1081,Moutarde de Dijon - BF,3700238309414,B,,['BF'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['France'],"['Eau', 'Graines de moutarde', 'Vinaigre', 'Sel', 'Antioxydant : disulfite de potassium', 'Acidifiant : acide citrique', 'Epice']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,12 g,en quantité modérée,0.8 g,en faible quantité,2.5 g,en faible quantité,6.4 g,en quantité élevée,?,,164,+3%,686 kj(164 kcal),+3%,12,+4%,"0,8",+5%,3,-18%,"2,5",+11%,"7,4",+3%,"6,4",+8%,"2,56",+8%,8,-26%,C,-26%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,"['Bocal', 'Verre']",,,,['Moutarde'],,,,,
1082,Mini toasts de pain d'épices au miel et à la figue,3700238309520,B,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices"", ""Pains d'épices au miel""]",['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,44.1 g,en quantité élevée,0.44 g,en quantité modérée,?,,309,-4%,1293 kj(309 kcal),-4%,"0,5",-74%,"0,1",-77%,"72,4",+1%,"44,1",+2%,"2,8",-24%,"0,44",-8%,"0,176",-8%,13,-6%,D,-6%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,
1083,Sauce vinaigrette à l’huile d’Olive gaçon Tapenade - Jean d’Audignac,3700238309575,D,,['Jean d’Audignac'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['France'],"['Incrédients : Huile de tournesoloinalgre de,', '} Grouge*', 'eau', ""huile d'olive nisint colonnt : f eau"", ' sel', 'Concentré de tomates,sucre', ' sel', ""'Contient Valeursnutridònnellesrfi um$6ur100g: Energié' 2022 'kj soit 99ftcaI kJ%Matières tJdliGtions avec toute "", 'Ihies', ' rîz', 'tomateS,']",,[],,51 g,en quantité élevée,5.7 g,en quantité élevée,4.2 g,en faible quantité,2.4 g,en quantité élevée,?,,491,+36%,2054 kj(491 kcal),+37%,51,+39%,"5,7",+51%,"4,4",-7%,"4,2",+28%,"0,7",+19%,"2,4",+25%,"0,96",+25%,21,+41%,E,+41%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,
1084,Pâté de campagne au sel de guérande,3700238309827,D,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['France'],[],,[],,26.6 g,en quantité élevée,10.2 g,en quantité élevée,0.6 g,en faible quantité,1.3 g,en quantité modérée,?,,308,-1%,1289 kj(308 kcal),-1%,"26,6",-1%,"10,2",+1%,"3,2",+33%,"0,6",-35%,"13,9",-2%,"1,3",-22%,"0,52",-22%,18,-5%,D,-5%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,"['FR 22.007.001 CE', ""Binic (Côtes-d'Armor, France)""]",,
1085,Raisins rouges de Bordeaux - Jean d'Audignac,3700238310113,,,"[""Jean d'Audignac""]",,['France'],[],,[],,,,,,,,,,?,,908,,3799 kj(908 kcal),,"0,5",,"0,5",,"52,3",,"52,3",,"0,5",,"0,03",,"0,012",,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,
1086,Pate au poulet et au citron de menton - Jean d'Audignac - 220g,3700238310151,,220 g,"[""Jean d'Audignac""]",,['France'],[],,[],,,,,,,,,,?,,226,,946 kj(226 kcal),,17,,"6,8",,"2,6",,"2,4",,14,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1087,Choucroute garnie au riesling,3700238310168,C,,,"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",['France'],[],,[],,7.4 g,en quantité modérée,2.9 g,en quantité modérée,0.7 g,en faible quantité,1.3 g,en quantité modérée,?,,103,-10%,431 kj(103 kcal),-8%,"7,4",-13%,"2,9",-9%,3,+36%,"0,7",+20%,6,+10%,"1,3",-2%,"0,52",-2%,5,-12%,C,-12%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,,
1088,Coulis de fraise 100% naturel - Jean d'Audignac,3700238310311,,,"[""Jean d'Audignac""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de fraise']",['France'],"['Fraises 70%', 'sucre', 'gélifiant : agar-agar']",['E406 - Agar-agar'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.1 g,en faible quantité,0 g,en faible quantité,32.7 g,en quantité élevée,0.02 g,en faible quantité,?,,139,+24%,582 kj(139 kcal),+23%,"0,1",-57%,0,-100%,"33,3",+25%,"32,7",+26%,"0,3",-26%,"0,02",+46%,"0,008",+46%,6,+105%,C,+105%,,,,,,,,,,,,,,,,,,
1089,Coulis d’abricot - Jean d’Audignac - 165g,3700238310342,,165 g,['Jean d’Audignac'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', ""Coulis d'abricot""]",['France'],"['Abricot 70%', 'sucre', 'gélatine végétal: agar-agar']","['E428 - Gélatine', 'E406 - Agar-agar']",[],4,0.1 g,en faible quantité,0.1 g,en faible quantité,38.3 g,en quantité élevée,0.01 g,en faible quantité,?,,161,+28%,674 kj(161 kcal),+27%,"0,1",-45%,"0,1",+196%,"38,3",+30%,"38,27",+33%,"1,6",+133%,"0,01",-52%,"0,004",-52%,8,+88%,C,+88%,,,,,,,,,,,,,,,,,,
1090,Sirop saveur pomme d amour,3700238310571,B,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pomme']",['France'],[],,[],,,,,,,,,,?,,254,+2%,1063 kj(254 kcal),+1%,0,-100%,0,-100%,"62,6",-3%,"62,6",+1%,"0,12",+70%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,
1091,Sirop saveur noix de coco,3700238310595,,,,,['France'],[],,[],,,,,,,,,,?,,254,,1063 kj(254 kcal),,0,,0,,"62,6",,"62,6",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Sirop saveur barbe à papa,3700238310625,,,,"['Sirops', 'Sirops goût barbe à papa']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,62.6 g,en quantité élevée,,,?,,254,-1%,1063 kj(254 kcal),-3%,0,-100%,0,-100%,"62,6",-4%,"62,6",+2%,"0,12",+22%,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Condiment balsamique blanc - 250ml,3700238310717,,250 ml,,,['France'],[],,[],,,,,,,,,,?,,255,,1067 kj(255 kcal),,0,,0,,60,,60,,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
1094,Mini financiers amande,3700238310755,D,,,"['Biscuits et gâteaux', 'Gâteaux', 'Financiers']",['France'],[],,[],,30 g,en quantité élevée,15 g,en quantité élevée,25 g,en quantité élevée,0.1 g,en faible quantité,?,,435,-4%,1820 kj(435 kcal),-4%,30,+12%,15,+18%,34,-21%,25,-23%,"7,8",-5%,"0,1",-70%,"0,04",-70%,20,-8%,E,-8%,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,,,,,,,,,,
1095,Moutarde saveur noix et cognac,3700238310854,B,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au noix']",['France'],[],,[],,22.5 g,en quantité élevée,1.8 g,en quantité modérée,0.9 g,en faible quantité,5.1 g,en quantité élevée,?,,251,+7%,1050 kj(251 kcal),+8%,"22,5",+42%,"1,8",+35%,"4,9",-29%,"0,9",-70%,"8,4",+20%,"5,1",+10%,"2,04",+10%,14,+9%,D,+9%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Bio'],,,,,,,,
1096,Pesto alla genovese - 180g,3700238310908,C,180 g,,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['France'],[],,[],,55 g,en quantité élevée,8.4 g,en quantité élevée,0.9 g,en faible quantité,1.4 g,en quantité modérée,?,,525,+17%,2197 kj(525 kcal),+17%,55,+24%,"8,4",+29%,"4,3",-27%,"0,9",-61%,"3,2",-32%,"1,4",-43%,"0,56",-43%,20,+3%,E,+3%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,
1097,sauce tomate ricotta,3700238310946,,,,,['France'],[],,[],,,,,,,,,,?,,148,,619 kj(148 kcal),,11,,"2,9",,"9,1",,"7,4",,"2,7",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
1098,Artichauts en quarts,3700238311035,,,,,['France'],[],,[],,,,,,,,,,?,,199,,833 kj(199 kcal),,"17,1",,"1,9",,"6,4",,"1,5",,7,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,
1099,Poivrons grillés,3700238311059,,,,"['Plats préparés', 'Légumes préparés', 'Poivrons grillés']",['France'],[],,[],,8 g,en quantité modérée,0.8 g,en faible quantité,6.2 g,en quantité modérée,0.49 g,en quantité modérée,?,,111,+68%,464 kj(111 kcal),+77%,8,+112%,"0,8",+74%,"7,7",+45%,"6,2",+60%,"1,9",+98%,"0,49",-54%,"0,196",-54%,3,+323%,C,+323%,,,,,,,,,,,,,,,,,,
1100,Chocolat noir fourré caramel - Jean d'Audignac,3700238311110,E,,"[""Jean d'Audignac""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",['France'],[],,[],,36 g,en quantité élevée,22 g,en quantité élevée,34 g,en quantité élevée,0.03 g,en faible quantité,?,,529,+0%,2213 kj(529 kcal),+1%,36,+10%,22,+21%,40,-19%,34,-22%,"6,2",+10%,"0,03",-49%,"0,012",-49%,23,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,
1101,Mini Panettone - Saveurs D'Italie,3700238311493,C,,"[""Saveurs D'Italie""]","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['France'],[],,[],,15 g,en quantité modérée,8 g,en quantité élevée,30 g,en quantité élevée,3 g,en quantité élevée,?,,380,+2%,1590 kj(380 kcal),+2%,15,0%,8,-11%,58,+13%,30,+16%,7,+2%,3,+580%,"1,2",+580%,27,+45%,E,+45%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,['Fabriqué en Italie'],,,,,,,,
1102,"Olives Noires à La Grecque,",3700238311554,,,,,['France'],[],,[],,,,,,,,,,?,,305,,1276 kj(305 kcal),,25,,7,,19,,"0,4",,"1,08",,"23,6",,"9,44",,,,,,,,,,,,,,,,,,,,,,,
1103,Nectar d'abricot - Jean d'Audignac,3700238312469,D,,"[""Jean d'Audignac""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.02 g,en faible quantité,?,,52,-2%,218 kj(52 kcal),-2%,"0,5",+159%,"0,1",+168%,11,-11%,11,-7%,"0,5",+34%,"0,02",+89%,"0,008",+89%,14,-8%,E,-8%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1104,Nectar de Kiwi - Jean D'Audignac,3700238312476,D,,"[""Jean D'Audignac""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de kiwi']",['France'],[],,[],,0.4 g,en faible quantité,0.08 g,en faible quantité,11 g,en quantité élevée,0.02 g,en faible quantité,?,,53,+6%,222 kj(53 kcal),+7%,"0,4",+72%,"0,08",+515%,13,+18%,11,+24%,"0,4",+41%,"0,02",+177%,"0,008",+177%,14,+6%,E,+6%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1105,Cocktail exotique - Jean d'Audignac,3700238312490,,,"[""Jean d'Audignac""]",,['France'],[],,[],,,,,,,,,,?,,56,,234 kj(56 kcal),,"0,4",,"0,1",,13,,12,,"0,4",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
1106,Gouttes de poivrons rouges - Jean d’Audignac,3700238312698,,,['Jean d’Audignac'],,['France'],"['mini poivrons rouges', 'eau', 'sucre', 'sel', 'affermissant chlorure de calcium : E509', 'acidifiant : acide citrique', 'vinaigre', 'antioxydant : vitamine C E300']","['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",[],4,,,,,,,,,?,,87,,364 kj(87 kcal),,0,,0,,21,,17,,0,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,
1107,Gouttes de poivrons jaunes - Jean d’Audignac - 100g,3700238312704,,100 g,['Jean d’Audignac'],,['France'],"['mini poivrons jaunes', 'eau', 'sucre', 'sel', 'affermissant chlorure de calcium 609', 'acidifiant : acide Citrique', 'vinaigre', 'antioxydant : vitamine C E300', ' citric acidi vinegar', ""antioxydaht : E30Poepper drop' watert Sugar"", 'salt', 'firming agent : E509,']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",[],,,,,,,,,,?,,87,,364 kj(87 kcal),,0,,0,,21,,17,,0,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,
