,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,traceability_code,additives,allergens,link,palm_ingredients,brand_owner
528,Natural Confectionery Co. Party Mix,7622210109842,['France'],[],[],?,329,1377 kj(329 kcal),"0,2","0,2",76,59,"3,8",E,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,0.2 g,en faible quantité,0.2 g,en faible quantité,59 g,en quantité élevée,0.03 g,en faible quantité,,-8%,-8%,-89%,-81%,-9%,+2%,+79%,"0,03",-75%,"0,012",-75%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
529,"Hello Joy Sensation Chlorophylle - Hollywood - 13,5g",7622210122117,['France'],"['Edulcorants ', 'Sorbitol', 'Sirop de maltitol', 'Xylitol', 'Maltitol', 'Aspartame', 'Acésulfame K', 'Sucralose', 'gomme base', 'agent de charge ', 'Carbonate de calcium', 'arômes', 'humectant ', 'glycérol', 'émulsifiant ', 'lécithine de tournesol', 'antioxydant ', 'E321', 'colorant ', 'E141']",['Sans huile de palme'],620,148,620 kj(148 kcal),"0,5","0,1","59,4",0,"0,5",D,Chewing-gum sans sucres avec édulcorants (parfum menthe verte),"13,5g",['Carton'],['Hollywood'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Chewing-gum']","['Peu ou pas de sucre', 'Sans sucre']",,,['Cora'],0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-13%,-12%,-12%,+111%,-25%,-7%,-100%,+207%,0,-100%,0,-100%,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,4,,"['E420 - Sorbitol', 'E965ii - Sirop de maltitol', 'E967 - Xylitol', 'E965 - Maltitol', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E422 - Glycérol', 'E322i - Lécithine', 'E321 - Butylhydroxytoluène', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,,,
530,Sottilette,7622210138040,['France'],[],[],?,174,728 kj(174 kcal),"6,8","4,5","7,8","5,6",17,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,
531,Milka Slurp Solubile GR. 450,7622210243386,['France'],"['Per Una dolce colazione onjnaaeuzrosa merenda versate 2-3 cucchiaini ', '20g', ' di Milka Slurp in una tazza o in un bicchiere', 'aggiungete 200 ml di latte ', 'parzialmente scremato', ' caldo o freddo a vostro piacimento ed otterrete una gustosa bevanda']",[],?,380,1590 kj(380 kcal),"2,8","1,7","80,5",78,"4,7",,,,,['Milka'],,,,,,,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,
532,Maxi choc galletas rellenas de chocolate - Lu,7622210247315,['France'],[],[],?,507,2121 kj(507 kcal),24,12,65,37,"5,5",,,,,['Lu'],,,,,,,,,,,,,,,,,,,,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,
533,Bull's eye Tomato Ketchup Jalapeño Chili,7622210264107,['France'],[],[],?,619,2590 kj(619 kcal),"0,3","0,2",32,28,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,73",,"1,092",,,,,,,,,,,,,,,,,,,
534,Mix - Milka,7622210308276,"['Belgique', 'France']",[],[],?,540,2259 kj(540 kcal),31,18,59,58,"5,5",,,,,['Milka'],,,,,['Delhaize'],,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,
535,Creme Egg 5 Pack - Cadbury,7622210344205,"['France', 'États-Unis']","['sugar', 'milk', 'glucose syrup', 'cocoa butter', 'invert sugar syrup', 'dried whey ', 'from milk', 'cocoa mass', 'vegetable fats ', 'palm', 'shea', 'emulsifier ', 'e442', 'dried egg white', 'flavourings', 'colour ', 'paprika extract', 'milk chocolate: milk solids 14% minimum,contains vegetable fats in addition to cocoa butter,']","['Huile de palme', 'Non végétalien', 'Végétarien']",?,445,1862 kj(445 kcal),15,"9,3",73,"66,5","3,2",,,,"['card-box', 'foil-wrapper']",['Cadbury'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['Végétarien'],,,,15 g,en quantité modérée,9.3 g,en quantité élevée,66.5 g,en quantité élevée,0.15 g,en faible quantité,,+6%,+6%,+2%,+44%,+10%,+34%,-24%,"0,15",+2%,"0,06",+2%,24,+32%,E,+32%,,,,,,,,4,,"[""E442 - Phosphatides d'ammonium"", 'E160c - Extrait de paprika']","['Œufs', 'Lait']",,,
536,2fresh parfum menthe reglisse - Hollywood,7622210351555,['France'],[],[],?,173,724 kj(173 kcal),"0,3","0,1","67,5","0,1","1,5",,,,,['Hollywood'],,,,,,,,,,,,,,,,,,,,,,"0,025",,"0,01",,,,,,,,,,,,,,,,,,,
537,Toblerone - 400,7622210392541,"['France', 'États-Unis']","['Sugar', 'whole MILK powder', 'cocoa butter', 'cocoa mass', 'honey ', '3%', 'MILK fat', 'ALMONDS ', '1', '6%', 'emulsifier ', 'SOYA lecithin', 'EGG white', 'flavouring', ' Milk chocolate contains: Cocoa solids: 28% minimum', ' Milk solids 14% minimum']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,529,2213 kj(529 kcal),"6,8",4,"63,4",14,"5,6",,,400,,['Toblerone'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,6.8 g,en quantité modérée,4 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,,+26%,+26%,-54%,-38%,-5%,-72%,+33%,"0,1",-32%,"0,04",-32%,10,-45%,C,-45%,,,,,,,,4,,['E322i - Lécithine'],"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",,,
538,Oreo Mini Strawberry Biscuit - 67g,7622210462534,['France'],"['Farine de blé ', 'sucre', 'huiles végétales ', 'palme', 'palmiste', 'cacao maigre en poudre 4,7%', 'amidon de blé ', 'sirop de glucose-fructose', 'poudre à lever ', 'carbonate acide de potassium', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'sel', 'émulsifiants ', 'lécithine de soja ', 'lécithine de tournesol', 'jus concentré de betterave rouge', 'arômes']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,495,2071 kj(495 kcal),"19,9","9,3","72,9","38,9","4,7",D,Mini Oreo Fraise,67 g,"['pot plastique', 'opercule en feuille aluminium']",['Oreo'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['Australie'],"['Carrefour', 'hyper u', 'ls proxi', 'Toa', 'intermarché']",19.9 g,en quantité modérée,9.3 g,en quantité élevée,38.9 g,en quantité élevée,1.3 g,en quantité modérée,,+4%,+4%,-4%,-8%,+14%,+32%,-28%,"1,3",+121%,"0,52",+121%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,4,,"['E501ii - Carbonate acide de potassium', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine']","['Gluten', 'Lait', 'Soja']",,['Huile de palme'],
539,Maynards Bassetts Murray Mints Bag 193G,7622210464477,"['France', 'États-Unis']","['Mint FlavourSweets', ' Ingredients', '•Sugar', 'glucose sywp', 'palm oil', 'molasses', 'salt', 'emulsifier ', 'sunflower lecithin', 'fiaviurings', ' May contain milk']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,410,1715 kj(410 kcal),"5,5","2,6",90,90,0,,,,,['Maynards Bassetts'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,5.5 g,en quantité modérée,2.6 g,en quantité modérée,90 g,en quantité élevée,0.33 g,en quantité modérée,,-2%,-3%,-63%,-60%,+35%,+81%,-100%,"0,33",+124%,"0,132",+124%,18,-1%,D,-1%,,,,,,,,4,,['E322i - Lécithine'],,,,
540,Mini crackers - LU - 250g,7622210475237,"['France', 'Allemagne']",[],[],?,455,1904 kj(455 kcal),13,"5,5",72,"1,7",11,,,250g,,['LU'],,,,,,,,,,,,,,,,,,,,,,"2,96",,"1,184",,,,,,,,,,,,,,,,,,,
541,PQC Gom's Eucalyptus,7622210484543,['France'],"['Sirop de glucose', ""gomme d'acacia 6 %"", 'gélatine', 'amidon', 'colorants ', 'El 61 b', 'El 33', 'menthol', ""naturel d'eucalyptus"", ' Nutrition Information / Information nutritionnelle 13 confiseries']","['Non végétalien', 'Non végétarien']",?,335,1402 kj(335 kcal),"0,1",0,77,"51,5","4,5",,,,,"['Gom s', ""Gom's""]",,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,4,,"[""E414 - Gomme d'acacia"", 'E428 - Gélatine']",,,,
542,Trident Max watermelon,7622210710536,['France'],"['SIn azucar con edulcorantes: Sabor a sandia', ' Ingredientes: edulcorantes ', 'xilitol', 'isomaltosa', 'sorbitol', 'jarabe de maltitol', 'aspartamo', 'acesulfamo K', 'goma base', 'aromas', 'estabilizante ', 'E414', 'acidulante ', 'E330', 'emulgente ', 'lecjtina de girasol', 'humectante ', 'E1518', 'colorantes ', 'E160a', 'E120', 'E163', ' Un consumo excesivo puede producir efectos laxantes', ' Contiene una fuente de fenilalanina', ' Informacién Nutricional por 100 g: Valor energético 782 kJ/']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,188,787 kj(188 kcal),"1,1","0,7",69,"0,2","0,4",,,,,['Trident'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,4,,"['E420 - Sorbitol', 'E950 - Acésulfame K', ""E414 - Gomme d'acacia"", 'E330 - Acide citrique', 'E1518 - Triacétine', 'E160a - Carotènes mélangés', 'E120 - Acide carminique', 'E163 - Anthocyanes']",,,,
543,Encore caramel - Cote D’or - 158g,7622210742643,['France'],"['Sucre', 'pâte de cacao', 'lait écrémé en poudre', 'beurre de cacao', 'huile de palme', 'noisettes', 'sirop de glucose', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'sirop de glucose-fructose', 'maïs', 'émulsifiants', 'lécithine de soja', 'E471', 'lécithine de tournesol', 'arômes', 'sel']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2255,?,2255 kj(539 kcal),34,17,50,43,"6,6",,"Chocolat au lait fourré crème confiseur (25 %) ou chocolat au lait goût caramel, crème confiseur (15 %) au caramel, noisettes entières (7 %) et maïs croustilant (1,5 %)",158 g,"['boîte', 'Carton', 'Film', 'Plastique']","['Cote D’or', 'Mondelez International']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons de chocolat au caramel']",['Point Vert'],,,,34 g,en quantité élevée,17 g,en quantité élevée,43 g,en quantité élevée,0.37 g,en quantité modérée,+1%,,+2%,+6%,-2%,-5%,-9%,+12%,"0,37",+142%,"0,148",+142%,23,-6%,E,-6%,,,,,,,,4,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Lait', 'Fruits à coque', 'Soja']",,['Huile de palme'],
544,Encore! Collection - Côte d’Or,7622210742735,['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'noisettes', 'lait écrémé en poudre', 'graisses végétales ', 'palme', 'palmiste', 'beurre concentré', 'maïs', 'lactosérum en poudre ', 'de lait', 'pâte de noisette', ""pâte d'amande"", 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', 'sel', 'arômes', ' Peut contenir blé']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,563,2356 kj(563 kcal),36,18,49,46,"6,9",,,,,['Côte d’Or'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,,,36 g,en quantité élevée,18 g,en quantité élevée,46 g,en quantité élevée,0.3 g,en quantité modérée,,+6%,+7%,+12%,+3%,-6%,-3%,+17%,"0,3",+96%,"0,12",+96%,24,-2%,E,-2%,,,,,,,,4,,['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",,,
545,Black's 70% Dark Chocolate Bar - Green & Black's - 90g,7622210758200,['France'],"['Cocoa mass', 'sugar', 'cocoa butter', 'vanilla bean powder', ' May contain nuts', 'milk', ' CHOCOLATE: COCOA SOLIDS 70% MINIMUM']",[],?,613,2565 kj(613 kcal),49,30,33,27,"6,1",E,,90 g,,"[""Green & Black's""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,49 g,en quantité élevée,30 g,en quantité élevée,27 g,en quantité élevée,0 g,en faible quantité,,+10%,+11%,+24%,+30%,-15%,-15%,-20%,0,-100%,0,-100%,17,-20%,D,-20%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,3,,,,,,
546,"Napolitains Au Lait Milka, Sachet 4,6 g - Boîte? - 1.702kg",7622300295127,"['France', 'États-Unis']","['Sucre', 'beurre de cacao', 'poudre de lait écrémé', 'pâte de cacao', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'pâte de noisettes', 'émulsifiant ', 'lécithine de soja', 'arôme ', 'vanilline', ' Cacao: 30% minimum', ' Peut contenir autres fruits à coque et blé', "" A conserver au sec et à l'abri de la chaleur""]",['Non végétalien'],?,530,2218 kj(530 kcal),"29,5","17,5","58,5",58,"6,6",,,1.702 kg,,['Milka'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,29.5 g,en quantité élevée,17.5 g,en quantité élevée,58 g,en quantité élevée,0.425 g,en quantité modérée,,+26%,+26%,+101%,+171%,-12%,+17%,+57%,"0,425",+189%,"0,17",+189%,26,+43%,E,+43%,,,,,,,,4,,['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",,,
547,Ritz crackers - mondelez - 220g,7622300605438,"['France', 'Italie']",[],[],?,483,2021 kj(483 kcal),22,"2,1",62,"8,7","7,9",,,220g,,['Mondelez'],,,,,,,,,,,,,,,,,,,,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,
548,Milka - Oreo,7622300656096,['France'],"['Lait écrémé reconstitué', 'gaufrette ', 'farine de blé', 'sucre', 'poudre de cacao maigre', 'huile végétale de palme', 'émulsifiant : lécithine de soja', 'colorant : charbon végétal', ' sel', 'sucre', 'huile végétale de coco', 'morceaux de biscuits cacaotés 7% ', 'farine de blé', 'sucre', 'huiles végétales ', 'palme', 'palmiste', 'cacao maigre en poudre 6,6%', 'sirop de glucose-fructose', 'amidon de blé', 'poudre à lever arbonate acide de potassium carbonate acide d’ammonium', 'carbonate acide de sodium sel', 'émulsifiants ', 'lécithine soja', 'lécithine de tournesol', 'arôme ', 'vanilline', 'biscuits cacaotés fourrés goût vanille broyés en petits morceaux ', 'farine de blé', 'sucre', 'huiles végétales ', 'palme', 'palmiste', 'cacao maigre en poudre 4,6%', 'amidon de blé', 'sirop de glucose-fructose', 'poudre à lever ', 'carbonate acide de potassium', ""carbonate acide d'ammonium carbonate acide sodium"", 'sel', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', 'arôme ', 'vanilline', 'sirop de glucose dextrose', 'huile végétale de palme', 'poudre de cacao maigre', 'lactose et protéines de lait émulsifiant ', 'mono - et diglycérides acides gras', 'lécithine de SOP', 'stabilisants ', 'Farine de graines de caroube', 'gomme guar', ' poudre de lait écrémé']","['Huile de palme', 'Non végétalien']",?,500,2092 kj(500 kcal),17,6,80,44,4,,,,,['Oreo'],,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,4,,"['E322i - Lécithine', 'E153 - Charbon végétal médicinal', 'E500ii - Carbonate acide de sodium', 'E501ii - Carbonate acide de potassium', ""E503ii - Carbonate acide d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']","['Gluten', 'Lait', 'Soja']",,['Huile de palme'],
549,Mmmax bubbly chocolate con leche relleno de caramelo - Milka,7622300757717,"['France', 'Espagne']",[],[],?,504,2109 kj(504 kcal),26,15,61,59,"5,4",,,,,['Milka'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,
550,Freeky fries - Cipster,7622300791476,['France'],"[""EASTONCINI SNACKS A BASE Dl *'redienti: fiocchi e fecola di patate olio di palma"", 'sale', 'colorante teoteni', 'antiossidante ', 'estratti di contenere grano', 'latte', 'soias ùnsorvare in luogo fresco ed IUtto e non esporre ai raggi solan']",[],?,500,2092 kj(500 kcal),29,14,56,"0,7","2,9",,,,,['Cipster'],,,,,,,,,,,,,,,,,,,,,,"2,95",,"1,18",,,,,,,,,,,,,,,,,,,
551,Milka Schoko Drops - 42g,7622400012419,"['Autriche', 'France', 'Allemagne']","['Dragees aus Alpenmilch Schokolade ', '43%', ' mit einer Milchcrèmefüllur:g ', '26%', ' und mit Zuckerüberzug', ' Vollmilchpulver Maü!lfllchpulver Butterreinfett Schc:tack', 'Emu!aator Sojalecithin Haselnüsse Kann andere Nüsse', 'Erdnüsse und Weizen enthalten']",[],2110,505,2110 kj(505 kcal),24,"14,5",65,64,"5,9",,,42 g,['Karton'],['Milka'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['de:Deutschland'],,,,24 g,en quantité élevée,14.5 g,en quantité élevée,64 g,en quantité élevée,0.18 g,en faible quantité,+15%,+20%,+20%,+63%,+124%,-2%,+29%,+40%,"0,18",+22%,"0,072",+22%,26,+43%,E,+43%,,,,,,,,,,,,,,
552,Urban kombucha - 330ml,7629999034464,['France'],"['eau', 'culture de kombucha ', 'micro-organismes', 'sucre de canne', 'thé vert', 'thé noir', 'hibiscus', 'citronnelle', 'écorces de citron', 'pommetous les ingrédients sont bio']",[],?,14,59 kj(14 kcal),"0,1","0,1","3,5",3,"0,1",B,,330 ml,,['Urban'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Kombuchas', 'Boissons avec sucre ajouté']","['Bio', 'Bio européen', 'Bio Suisse', 'CH-BIO-006']",,,,,,,,,,,,,-22%,-21%,+108%,+258%,-8%,-13%,+37%,"0,05",+150%,"0,02",+150%,4,-30%,C,-30%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,3,,,,,,
553,black water,7629999039148,['France'],[],[],?,0,0 kj(0 kcal),"0,1","0,1","0,1","0,1","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
554,Yogurt au lait de brebis,76237751,['France'],[],[],?,133,556 kj(133 kcal),6,"3,4","14,7","14,5","4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
555,Appenzeller fondue - Hardegger - 800g,7640103588116,"['France', 'Suisse']","['55% de fromage suisse ', 'dont 75% de fromage Appenzeller@', 'vin blanc', 'eau', ""amidon de ma'is"", 'kirsch', 'sels de fonte ', 'E339', 'E452', 'sel de cuisine', 'épices', ""contient d'alcool""]",['Non végétalien'],?,256,1071 kj(256 kcal),18,11,4,"0,5",15,D,,800 g,['Packung (pack)'],['Hardegger'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de Suisse', 'Appenzeller']",,,,,18 g,en quantité modérée,11 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,-31%,-31%,-41%,-36%,+326%,+372%,-40%,2,+31%,"0,8",+31%,16,+10%,D,+10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,4,,"['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",['Lait'],,,
556,Petit Pot Pomme Poire - Holle - 190g,7640104954514,['France'],[],[],?,61,255 kj(61 kcal),"0,1",0,"14,5","10,1","0,5",,,190 g,,['Holle'],,"['Bio', 'Sans gluten']",,,,,,,,,,,,,,,,,,,,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,
557,Edulcorante con sucralosa - Canderel - 90g.,7640110700914,['France'],"['Ingredientes: Maltodextrina', 'edulcorante: Sucralosa ', '0,98 %']",[],?,588,2460 kj(588 kcal),0,8,95,"7,4",0,,,90 g.,['Vidrio'],['Canderel'],"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants de table']",,,,,0 g,en faible quantité,8 g,en quantité élevée,7.4 g,en quantité modérée,0 g,en faible quantité,,+188%,+174%,-100%,+41137%,+53%,-69%,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,
558,Happy snack tropical mix,7640143482733,['France'],[],[],?,379,1586 kj(379 kcal),"8,6","7,3","71,5","62,2","1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
559,Pâtes Au Maïs Paccheri Sans Gluten -  - 8.8oz,7640143673353,['France'],[],[],?,316,1322 kj(316 kcal),"0,9","0,3","71,2","0,7",9,,,8.8 oz,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de maïs']","['Bio', 'Bio européen', 'IT-BIO-009', 'Fabriqué en Italie']",,,,0.9 g,en faible quantité,0.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,,-11%,-11%,-31%,+16%,-8%,-5%,+33%,0,-100%,0,-100%,-2,,A,,,,,,,,,,,,,,,
560,Deli-style Sandwich Slices (200G) - Vegusto - 02g,7640144050429,['France'],"['eau', 'protéines de blé ', 'gluten', 'huiB et grasses végétaies non Kohlenhydt ', ' hydr - ', 'huiie de toumesoi', ' noix de ', 'dont céleri', 'se} gemme', 'fécub - davon Zuc tweqss de pommes terre', 'arôme funé nature}', ' concenté de légur?s', 'jus de ciron', ' Salzlsel liant ', 'gomme de guar', 'de xanthane', 'amidon de riz', 'fibres de Gluten ', 'Weien', 'gluten ', 'bE', 't céleri !ipasteunstert ', '20-800 Min&stenS 48h uruekühtthattbar! tH1tmtnimum']",[],?,272,1138 kj(272 kcal),"16,7","5,2","4,9","0,2","25,8",,,02 g,,['Vegusto'],,['Fabriqué en Suisse'],,,,,,,,,,,,,,,,,,,,"1,6",,"0,64",,,,,,,,,,,,,4,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Gluten', 'Fruits à coque']",,,
561,"Vegi-Schnitzel, Nature -  - 2*80g",7640144050658,"['Belgique', 'France']",[],[],?,273,1142 kj(273 kcal),"14,9","10,9","2,8","1,7","23,1",,,2*80g,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,"1,88",,"0,752",,,,,,,,,,,,,,,,,,,
562,Sweet'n'salty almond,7640155340687,['France'],[],"['Végétalien', 'Végétarien']",?,569,2381 kj(569 kcal),41,15,36,27,8,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,
563,Tete de moine - Fleurolle Box,7640159269977,['France'],"['Spécialité confectionnée à base de lait frais cru de montagne de première qualité', ' Elaborée dans le respect des anciennes traditions et du cahier des charges AOP dans des fromageries vil - lageoises de montagne du Jura suisse', "" La Tête de Moine AOP est naturellement exempte d'agents conservateurs"", ""id'açld$tifst de lactose "", 'moins de 0,1 g/100g', ""d'exhausteurs de saveurs""]",[],?,415,1736 kj(415 kcal),35,22,"0,1","0,1",25,D,,,,['Fleurolle Box'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages au lait cru', 'Fromages de Suisse', 'Fromages à pâte pressée demi-cuite', 'Têtes de Moine']",,,,,35 g,en quantité élevée,22 g,en quantité élevée,0.1 g,en faible quantité,1.9 g,en quantité élevée,,-1%,-1%,+1%,+1%,-81%,+517%,-2%,"1,9",-3%,"0,76",-3%,18,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,4,,,,,,
564,Bouillie bio pour bébé - Holle,7640161872578,['France'],[],[],?,395,1653 kj(395 kcal),"3,9","0,6","76,4","0,7","11,8",,,,,['Holle'],,"['Bio', 'Bio européen', 'en:gluten-free', 'DE-ÖKO-001', 'Fabriqué en Allemagne', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,"0,006",,"0,002",,,,,,,,,,,,,,,,,,,
565,Chickpea spaghetti - Explore Cuisine,7640164291031,['France'],"['Farine de pois chiches* ', '60%', 'farine de riz complet*', 'amidon de tapioca*', ""farine de protéines de pois * issu de l'agriculture biologique"", ' NL - Biologische Kikkererwten Spaghetti Inarediënten: Biologische kikkererwtenmeel ', '65%', 'biologische bruine rijstmeel', 'biologische biologische erwteiwitmeel']","['Végétalien', 'Végétarien']",?,361,1510 kj(361 kcal),"5,2","0,9","51,8","1,5","23,4",,,,,['Explore Cuisine'],,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'IT-BIO-008']",,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
