,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,generic_name,quantity,packaging,ingredients_origins,manufacturing,link,additives,palm_ingredients,nova_score,markets,traceability_code,producer_info
1157,Saucisson de boeuf,3181571005476,,,,['France'],[],[],,,,,,,,,?,,251,,1050 kj(251 kcal),,13,,"5,2",,"1,7",,"0,9",,"37,6",,"5,03",,"2,012",,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 43211B', 'Saint-Maurice-de-Lignon (Haute-Loire, France)', 'FR 43.211.009 CE', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",
1158,Macedoine de legumes -  mayonnaise - Jean stalaven,3181580048952,,['Jean stalaven'],"['Plats préparés', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Macédoines de légumes']",['France'],"['Macédoine 71% ', 'carotte', 'haricot vert', 'peit pois', 'navet', 'flageolet', 'eau', 'huile de colza', ""vinaigre d'alcool"", 'MOUTARDÉ ', 'eau', 'graines de MÓUTARDE', ""vinaigre d'alcool sel"", 'sel', ""jaune d'OEUF"", 'amidon modifié de pomme de terre', 'suce', 'épaississants : E415', 'E412 Kit 0EUF dur 5% ', 'OEUF', 'eau', 'acidifiants : E260', 'E330', ' Traces éventudlles de gluten', 'poissons', 'crustacés', 'mollusques', 'soja', 'fruits à coque', 'cáleri', 'granes de sésame', 'lat']","['Non végétalien', 'Non végétarien']",9.9 g,en quantité modérée,0.9 g,en faible quantité,2.5 g,en faible quantité,1.1 g,en quantité modérée,?,,130,+41%,544 kj(130 kcal),+39%,"9,9",+76%,"0,9",+83%,"5,7",-2%,"2,5",+54%,"2,8",+19%,"1,1",+42%,"0,44",+42%,4,+1718%,C,+1718%,,,,,,,,,"['Œufs', 'Moutarde']",,,,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E260 - Acide acétique', 'E330 - Acide citrique']",,4,,,
1159,3181580123697,3181580123697,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Carottes râpées,3181580199272,B,,"['Plats préparés', 'Légumes préparés', 'Carottes râpées', 'Carottes râpées assaisonnées']",['France'],[],[],5.8 g,en quantité modérée,0.4 g,en faible quantité,3.9 g,en faible quantité,0.83 g,en quantité modérée,?,,82,+2%,343 kj(82 kcal),+3%,"5,8",+15%,"0,4",-10%,"5,5",-9%,"3,9",-23%,"0,7",-19%,"0,83",+28%,"0,332",+28%,4,+801%,C,+801%,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,,,,,,,,
1161,Champignons à La Grecque - Leclerc,3181580233228,B,['Leclerc'],"['Plats préparés', 'Légumes préparés', 'Champignons à la grecque']",['France'],"['MGREDIENTS : champignon de Paris 48 % ', 'dont acidifiant : E330', 'antioxydant : 300', 'eau', 'oignon 12 concentré de tomate', ""vinaigre d'alcool"", 'huile de colza', 'midon modifié de maïs', 'sucre', 'sel', 'basilic 0,3 %', 'arôme naturel de paprika', 'thym ,1 %', 'purée de citron sucrée ', 'citron', 'jus de citron', 'sucre', 'conservateur : E202', 'oriandre en poudre 0,1 %', 'épaississants : E412', 'E415', 'poivre', ' Traces éventuelles e gluten', 'poissons', 'crustacés', 'mollusques', 'soja', 'fruits à coque', 'céleri', 'graines de ésame', 'lait', 'moutarde', 'œuf']","['Non végétalien', 'Non végétarien']",2.6 g,en faible quantité,0.21 g,en faible quantité,2.5 g,en faible quantité,0.84 g,en quantité modérée,?,,54,-21%,226 kj(54 kcal),-20%,"2,6",-38%,"0,21",-38%,"5,4",+14%,"2,5",-17%,"1,3",-24%,"0,84",-28%,"0,336",-28%,2,-36%,B,-36%,64.9%,4.7%,11.1%,12.1%,5.6%,1.5%,93,,,,,,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,4,,,
1162,Feuilleté Provençal - Auchan - 260g,3181580236076,,"['Auchan', 'Jean Stalaven']","['Plats préparés', 'Feuilleté salé', 'Réfrigérés', 'Plats préparés réfrigérés']",['France'],"['Pâte feuilletée 47 % ', 'farine de BLÉ', 'eau', 'BEURRE concentre 9% ', 'BEURRE', 'colorant : E160a', 'ŒUF', 'sel', 'légumes 26 % ', 'tomate', 'courgette', 'tomate', 'oignon', 'poivron rouge', 'poivron vert,préparation à base de tomates concentrées 8 %', 'viande de dinde traitée en salaison 7% [viande de dinde', '  eau', 'sel', 'sirop de glucose et dextrose', 'stabilisant ', 'E451i', ' arôme de fumée', 'antioxydant : E316', 'conservateur : E250]', ' eau', 'amidon modifié de mais', 'farine de BLÉ', 'ail', 'graines de pavot', 'sel', 'sucre', 'thym']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,7.8 g,en quantité élevée,1.6 g,en faible quantité,1 g,en quantité modérée,984,-21%,?,,984 kj(235 kcal),-19%,12,-32%,"7,8",-24%,25,+3%,"1,6",-32%,6,-24%,1,-11%,"0,4",-11%,13,-18%,D,-18%,,,,,,,,['Point Vert'],"['Œufs', 'Gluten', 'Lait']",,260 g,"['Frais', 'Plastique']",,,,"['E160a - Carotènes mélangés', 'E451i - TPP', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",,4,['Auchan'],"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",
1163,2X110G Souffle Au Fromage Stalaven - U,3181580238681,,['U'],,['France'],"['blenot seuce tyee béchamel ', 'LACTOSE et protéine de LAI If amidon modifié de pomme de tettet matière aresse de coprah', 'sel', 'EMMENTAL de amidon modifié de pomme de terre', 'arôme ', 'contient du LAIT', 'selt levure chimique', 'stabilisent : E450it acidifient E500iit amidon de BLE', 't poivre', ' Treces éventuelles de moutarde', 'poissonst graines de sésamet crustacés', 'mollusquest soiet fruits è coauet céleri,']",[],,,,,,,,,?,,287,,1201 kj(287 kcal),,20,,12,,17,,"8,3",,"10,5",,"1,4",,"0,56",,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,,,,,4,['Magasins U'],,
1164,"Feuilletés provencal - sans marque - 0,780kg",3181580238698,,['sans marque'],['Feuilletés'],['France'],"['pâte feuilletée 47% ', 'farine de blé', 'eau', 'beurre concentré 9% ', 'beurre', 'colorant : El60a', 'œuf', 'sel', 'légumes 26% ', 'tomate', 'courgette', 'oignon', 'poivron rouge', 'poivron vert', 'préparation à base de tomates concentrées avec pépins et peaux 8%', 'dinde traitée en salaison 7% ', 'viande de dinde', 'eau', 'sel', 'sirop de glucose et dextrose', 'stabilisant : E451', 'arôme de fumée', 'antioxydant : E3l6', 'conservateur : E250', 'eau', 'amidon modifié de maïs', 'farine de blé,ail', 'graines de pavot sel ', 'sucre', 'thym']","['Non végétalien', 'Non végétarien']",12 g,en quantité modérée,7.8 g,en quantité élevée,1.6 g,en faible quantité,1 g,en quantité modérée,?,,235,-26%,983 kj(235 kcal),-25%,12,-34%,"7,8",-21%,25,-13%,"1,6",-22%,6,-11%,1,-13%,"0,4",-13%,13,-19%,D,-19%,,,,,,,,['Qualité traiteur'],"['Œufs', 'Gluten', 'Lait']",feuilletés,"0,780 kg",['Plastique'],,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",,4,['Leclerc'],"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",
1165,Feuillete au chevre Stalaven,3181580239114,,,,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,"22,9",,"15,4",,"29,2",,"2,2",,"10,3",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1166,"Taboulé à l'orientale - Qualité Traiteur - 0,200kg",3181580240240,B,['Qualité Traiteur'],"['Plats préparés', 'Frais', 'Plats à base de semoule', 'Plats préparés frais', 'Entrées', 'Taboulés', 'Entrées froides', 'Taboulés orientaux', 'Taboulés frais']",['France'],"['Semoule de blé dur 31 %', 'eau', 'légumes 26 % ', 'tomate', 'oignon', 'concombre', 'poivron vert', 'poivron rouge', 'huile de colza', ""vinaigre d'alcool"", 'raisin sec ', 'raisin sec', 'huile de colza et/ou graines de coton', ""huile d'olive vierge extra"", 'sel', 'menthe', 'jus de citron à base de concentré', 'persil', 'purée de citron sucrée ', 'citron', 'jus de citron', 'sucre', 'sucre', 'coriandre', 'poivre', 'épaississant : E415', 'curcuma']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,"['Point Vert', 'Eco-Emballages']",['Gluten'],Salade de semoule de blé dur aux légumes,"0,200 kg","['Frais', 'Barquette', 'Plastique 05 (PP)', 'Opercule', 'Film plastique']",,"['Jean Stalaven (Filiale Euralis Coop) - ZA du Moulin à Vent - 22120 Yffiniac', ""Côtes-d'Armor"", 'Bretagne', 'France']",http://www.euralis.fr/marques/qualite-traiteur/,['E415 - Gomme xanthane'],,4,['Banque alimentaire'],"['EMB 22389B', ""Yffiniac (Côtes-d'Armor, France)"", 'EMB 22389', ""Yffiniac (Côtes-d'Armor, France)""]",
1167,Tomates farcies - Sans Marque - 300g (2x 150g),3181580242404,,['Sans Marque'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Légumes préparés', 'Tomates farcies et riz']",['France'],"['Tomates farcie 57% ', 'tomate 34%', 'maigre et gras de porc 11%', 'préparation à base de tomates concentrées', 'brunoise de légumes ', 'carotte', 'courgette', 'céleri rave', 'navet', 'pain de mie ', 'farine de blé', 'eau', 'sucre', 'huile de colza', 'levure', 'arôme', 'sel', 'gluten de blé', 'farine de blé malté', 'sel', 'courgette', 'ail', 'oignon', 'huile de colza', 'poivre', 'thym', 'persil', 'muscade', 'romarin', 'riz cuisiné 42% ', 'eau', 'riz 9%', 'purée de tomate ', 'acidifiant : E330', 'oignon', 'échalote', 'huile de colza', 'sel', 'tomate', 'sucre', 'persil', 'thym', 'épaississant : E415', 'vinaigre de vin blanc']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Céleri', 'Gluten']",Tomates farcies au porc et riz cuisiné,300 g (2 x 150g),"['Barquette', 'Plastique', 'Sous atmosphère protectrice']",,"['France', 'Bretagne']",,"['E330 - Acide citrique', 'E415 - Gomme xanthane']",,4,['Carrefour'],"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",
1168,Gelée gourmande en cubes au porto - Sans marque - 250g,3181580246396,,"['Sans marque', 'Jean Stalaven']",['Gelées au porto'],['France'],"['Eau', 'gélatine de porc', 'arôme', 'sel', 'acidifiants : E262i', 'E330', 'conservateur : E202', 'Porto rouge 1 %', 'colorant : E150a']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.21 g,en faible quantité,?,,20,,84 kj(20 kcal),,1,,"0,1",,"0,5",,"0,5",,"4,1",,"0,21",,"0,084",,-2,,A,,,,,,,,,,,,250 g,"['Plastique', 'Barquette']",,['France'],,"['E428 - Gélatine', 'E262i - Acétate de sodium', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,4,['Cora'],"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)"", 'EMB 22389B', ""Yffiniac (Côtes-d'Armor, France)"", 'EMB 22389', ""Yffiniac (Côtes-d'Armor, France)""]",
1169,"Gratin De Pâtes Et Bacon Aux 3 Fromages, La Barquette De - Qualite traiteur",3181580248253,C,['Qualite traiteur'],"['Plats préparés', 'Plats à base de pâtes', 'Gratins', 'Gratins de pâtes']",['France'],"['Pâtes cuites 35% ', 'eau', 'semoule de BLE dur', 'LAIT écrémé reconstitué', 'FROMAGES 12,7% ', 'EMMENTAL', 'MOZZARELLA', 'COMTE ', 'LAIT', 'sel', 'coagulant', 'ferments', 'épaississant : E460ii', 'jambon cuit standard 10% ', 'jambon de porc', 'eau', 'dextrose', 'sel', 'gélatine de porc', 'stabilisants : E451', 'E450', 'E508', 'gélifiant : E407a', 'antioxydant : E316', 'conservateur : E250', 'bacon fumé 8% ', 'viande de porc 7%', 'eau', 'sel', 'dextrose', 'arôme de fumée', 'antioxydant : E301', 'conservateur : E250', 'CREME liquide', 'oignon', 'farine de BLE', 'huile de colza', 'amidon modifié', 'BEURRE', 'sel', 'poivre', "" Traces éventuelles d'oeuf"", 'moutarde', 'poissons', 'crustacés', 'mollusques', 'soja', 'fruits à coque', 'céleri', 'graines de sésame', ' Viande de porc Origine : UE']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",9.5 g,en quantité modérée,5.4 g,en quantité élevée,2.8 g,en faible quantité,1 g,en quantité modérée,?,,209,+31%,874 kj(209 kcal),+34%,"9,5",+30%,"5,4",+27%,"17,8",+22%,"2,8",+56%,"12,2",+65%,1,+29%,"0,4",+29%,11,+124%,D,+124%,64.7%,21.7%,4.5%,4.8%,2.5%,1.8%,69,,"['Gluten', 'Lait']",,,,,,,"['E460ii - Cellulose en poudre', 'E428 - Gélatine', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés']",,4,,,
1170,"Parmentier gratiné à la morue - Jean Stalaven - 0,300kg",3181580248260,E,['Jean Stalaven'],"['Plats préparés', 'Gratins', 'Plats préparés au poisson', 'Réfrigérés', 'Gratins de poisson', 'Plats préparés réfrigérés', 'Brandade aux pommes de terre', 'Parmentiers de morue']",['France'],"['Eau', ""COLIN D'ALASKA 14 %"", 'MORUE 11 %', 'flocons de pomme de terre 9,8 % ', 'pomme de terre', 'émulsifiant : E471', 'stabilisant : E450i', 'acidifiant : E330', 'huile de colza', 'CRÈME fraîche', ""huile d'olive vierge extra"", 'LAIT écrémé en poudre', 'ail', 'sel', 'jus concentré de citron ', 'citron', 'acidifiant : E330', 'persil', 'gélifiant : E407', 'muscade', 'curcuma']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,2.2 g,en quantité modérée,1.7 g,en faible quantité,1.4 g,en quantité modérée,?,,199,+55%,833 kj(199 kcal),+55%,11,+64%,"2,2",-26%,"10,4",+15%,"1,7",+3%,"12,8",+82%,"1,4",+73%,"0,56",+73%,5,+116%,C,+116%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,['Point Vert'],"['Poisson', 'Lait']",,"0,300 kg","['Barquette', 'Plastique']",,['France'],,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,4,['Auchan'],"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",
1171,"Tartiflette - Sans marque - 0,300kg",3181580248277,C,"['Sans marque', 'Qualité Traiteur', 'Jean Stalaven']","['Plats préparés', 'Produits à la viande', 'Gratins', 'Plats préparés à la viande', 'Plats au porc', 'Gratins de pomme de terre', 'Plats préparés à réchauffer au micro-ondes', 'Tartiflettes']",['France'],"['Pomme de terre cuite 50%', 'eau', 'poitrine de porc fumée cuite traitée en salaison 11% ', 'poitrine de porc', 'eau', 'sel', 'stirop de glucose de blé', 'dextrose', 'stabilisant : E451', 'antioxydant : E316', 'conservateur : E250', 'REBLOCHON 8%', 'oignon', 'CRÈME fraîche', 'huile de colza', 'amidon modifié de maïs', 'farine de BLÉ', 'LAIT écrémé en poudre', 'gélatine de porc', 'sel', 'arôme ', 'contient LAIT', 'poivre']","['Non végétalien', 'Non végétarien']",8.4 g,en quantité modérée,3.7 g,en quantité modérée,1.4 g,en faible quantité,1.32 g,en quantité modérée,?,,151,+2%,632 kj(151 kcal),+6%,"8,4",+2%,"3,7",-20%,12,+13%,"1,4",+39%,"6,3",+14%,"1,32",+80%,"0,528",+80%,6,+9%,C,+9%,68.3%,16.4%,4.8%,5.7%,2.8%,2.0%,73,,"['Gluten', 'Lait']",Gratin de pommes de terre à la poitrine de porc fumée cuite traitée en salaison et au reblochon,"0,300 kg","['Barquette', 'Carton', 'Plastique']",,['France'],,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E428 - Gélatine']",,4,['Cora'],"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",
1172,300G Gratin Legumes Porc Cuisine Stalaven - Qualité Traiteur - 300g,3181580248284,,['Qualité Traiteur'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc']",['France'],"[""GRATIN DE LEGUMES ET PORC CUISINES GRATIN AUX LEGUMES ET PORC TRAITE EN SALAISON INGRECII ENTS • Tomate acidifiant : E3301t viande de porc traitée en salaison 12% courgette 200/ Iviande de porc/ eau/ self dextrose/ antioxydant ' E316f conservateur ' E25CIlr poivrons ICI%/ oignon auberqine huile d'olive vierge extrat chapelure "", 'contient GLUTEN', ' EMMENTAL/ protéine de SOJA/ purée de tomate concentréf gélatine de porc/ self huile de colzat ail/ épices', ""I races éventuelles d'oeufr moutardet poissons/ crustacés céleri/ mollusques fruits à coquet granes de sésame"", 'Viande de porc Origine : France']","['Non végétalien', 'Non végétarien']",6.7 g,en quantité modérée,1.6 g,en quantité modérée,2.6 g,en faible quantité,0.89 g,en quantité modérée,?,,111,-39%,464 kj(111 kcal),-39%,"6,7",-26%,"1,6",-46%,"5,9",-60%,"2,6",+38%,"5,9",-29%,"0,89",-23%,"0,356",-23%,2,-66%,B,-66%,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,300 g,,,,,,,,,,
1173,Gratin de pommes de terre poireaux chèvre et lardons - Qualité traiteur - 300g,3181580248291,B,['Qualité traiteur'],"['Plats préparés', 'Frais', 'Gratins', 'Plats préparés frais', 'Gratins de pomme de terre', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Gratins de légumes']",['France'],"['Pomme de terre cuite 38 %', 'eau', 'poireau 12 %', 'fromage de chèvre 8 %', 'poitrine fumée cuite traitée en salaison 4 % ', 'poitrine de porc', 'eau', 'sel', 'sirop de glucose de blé', 'dextrose de blé', 'stabilisant : E45I', 'antioxydant : E316', 'conservateur : E250', 'crème épaisse', 'lait écrémé en poudre', 'huile de colza', 'oignon', 'amidon modifié de maïs', 'farine de blé', 'sel', 'gélatine de porc', 'poivre']","['Non végétalien', 'Non végétarien']",7.5 g,en quantité modérée,3.3 g,en quantité modérée,3.1 g,en faible quantité,1.07 g,en quantité modérée,586,+39%,?,,586 kj(140 kcal),+29%,"7,5",+10%,"3,3",-5%,"11,6",+94%,"3,1",+7%,"5,8",+49%,"1,07",+74%,"0,428",+74%,5,+88%,C,+88%,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,['Point Vert'],"['Gluten', 'Lait']","Gratin de pommes de terre, poireau, fromage de chève et poitrine fumée cuite traitée en salaison",300 g,"['Bois', 'Film plastique', 'Plastique', 'Barquette', 'barquette bois']",,,,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E428 - Gélatine']",,4,['Super U'],"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",
1174,110GX2 SOUFFLE AU BLEU STALAVEN - U tout petits,3181580250485,,['U tout petits'],,['France'],"[""SOUFFLE AU BLEU FE SOUFFLE A L'EMMENTAL ET AU FROMAGE BLEU INGREDI ENTS : CREME type béchamel "", 'LACTOSE et protéine de LAIT/ amidon modifié de pomme de terret matière crasse de FROMAGE FROMAGE bleu 6% ', 'LAIT de vachet self fermentst coagulant', '/ farine de BLEI amidon modifié de pomme de terrer arôme naturel Coontient du LAIT', '/ graines de pavot bleut self levure chimique ', 'stabilisant : E450if acidifiant : E500iif amidon de Traces éventuelles de moutardet poissonst graines de sésamet crustacést mollusques soja/ fruits è coquet céleri,']",['Non végétalien'],,,,,,,,,?,,296,,1238 kj(296 kcal),,21,,13,,16,,"8,3",,11,,"1,2",,"0,48",,,,,,,,,,,,,,['Lait'],,,,,,,['E14XX - Amidons modifiés'],,4,,"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",
1175,Gratin dauphinois -,3181580251512,B,,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",['France'],[],[],4.5 g,en quantité modérée,1.9 g,en quantité modérée,3.6 g,en faible quantité,1.1 g,en quantité modérée,?,,124,+4%,519 kj(124 kcal),+6%,"4,5",-22%,"1,9",-47%,"12,8",+14%,"3,6",+124%,"7,3",+114%,"1,1",+56%,"0,44",+56%,2,-57%,B,-57%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,,,,,,,,,,,,,
1176,"Hachis parmentier au boeuf 300g, la barquette de - Leclerc - 300g",3181580251529,E,['Leclerc'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",['France'],"['Eau', 'viande de cuite 1 1 0%', 'viande de porc traitée en salaison 11% ', 'viande de porc', 'eau', 'sel', 'dextrose', 'antioxydant E316f conservateur 250', 'flocons de pomme de terre ', 'pomme de terre', 'émulsifiant : E471f stabilisant : E450ir acidifiant: E330', 'tomate concassée pelée ', 'tomate', 'jus de tomate', 'acidifiant : E330', 'f BEURRE oignon', 'LAT écrémé en poudre', 'protéine de SOJA', 'CREi/E liquide', 'carotte', 'Oha elure ', 'contient GLUTEN', 'EMMENTAL', 'self huile de colza', 'VELERI', 'plantes aromatiques', 'épices', 'Traces éventuelles doeuft moutarde', 'mollusques', 'poissons crustacés', 'fruits à coquet graines de sésameo Viande de porc Origine France et viande de boeuf Origine ', ' UE']","['Non végétalien', 'Non végétarien']",11.5 g,en quantité modérée,5.8 g,en quantité élevée,1.8 g,en faible quantité,1.1 g,en quantité modérée,?,,180,+43%,753 kj(180 kcal),+45%,"11,5",+88%,"5,8",+100%,"10,8",+8%,"1,8",+12%,"7,7",+24%,"1,1",+51%,"0,44",+51%,11,+281%,D,+281%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,"['Gluten', 'Lait', 'Soja']",,300 g,,,,,['E330 - Acide citrique'],,4,,,
1177,Tagliatelles à la carbonara - Qualité Traiteur,3181580251543,C,['Qualité Traiteur'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes à la carbonara', 'Tagliatelles à la carbonara']",['France'],"['TAGLIATELLES CARBONARA 300G FE CUITES A LA CREME ET AUX LARDONS FUMES cuites 32 % semoule de OEIJF', 'huile de colzat sellf CHEME fratche 31 010/ eaut poïrine fumée cuite 6 0% ', 'poitrine de porc/ self dextroset de glucose', ""épices arômes/ acidifiant : E33CI antionydantî' Eî01f E325r E331f conservateurs: E25Cl"", ' E251 ar', 'dfiant : F-2ô2f levurer arôme de furnéel', ' FROMAGES dur arn+', 'on rnodiflé de maïs et de rnani0Cf oignon/ poudre de L/ ér', 'érnéf huile de colzat self gélatine de porc/ poivre', 'éventuelles de moutarde/ poissons mollusques/ sojê frut à coquet céleri', 'crustacés/ graines de sésame', ""V:ande de porc Origne ' UE""]","['Non végétalien', 'Non végétarien']",18.1 g,en quantité modérée,11 g,en quantité élevée,2.3 g,en faible quantité,1.1 g,en quantité modérée,?,,256,+43%,1071 kj(256 kcal),+46%,"18,1",+91%,11,+125%,"16,1",+5%,"2,3",+87%,"6,6",+8%,"1,1",+49%,"0,44",+49%,17,+188%,D,+188%,67.1%,20.0%,4.3%,4.5%,2.4%,1.7%,66,,['Lait'],,,,,,,"['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",,,,,
