,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,quantity,packaging,categories,labels,manufacturing,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,ingredients_origins,generic_name,link,origin_detail,brand_owner,producer_info
90,Goldleinmehl,4260654788686,['France'],[],[],?,793,3318 kj(793 kcal),1,"0,4",25,25,35,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Saucisson sec d'Auvergne - Le Batistou,3521831803501,['France'],[],[],?,428,1791 kj(428 kcal),33,13,"2,7","1,8",29,"4,7","1,88",['Le Batistou'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 63.161.002 CE', 'Forie (Puy-de-Dôme, France)']",,,,,,,
92,Terrine de merlu et st jacques,2200023029059,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Pizza kebab,8718503701202,['France'],[],[],?,206,862 kj(206 kcal),"6,5","2,2",26,"9,1","9,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Miel de fleurs,3770015337008,['France'],[],[],?,?,,?,0,?,0,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,-100%,,-100%,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
95,Chili végétarien - Prosain,333588000622,['France'],[],[],?,?,,?,,?,,?,,,['Prosain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Tarte poire amandine,0260312052153,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Filets de thon blanc,3222477651111,['France'],[],[],?,211,883 kj(211 kcal),11,"1,7",0,0,28,"0,77","0,308",,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Filets de poulet rôtis,0217437029324,['France'],[],[],?,146,611 kj(146 kcal),"5,6","1,5","0,7","0,6","23,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Milanaises de poulet crues bio,2448347029656,['France'],[],[],?,178,745 kj(178 kcal),"7,1",2,10,"0,7",18,1,"0,4",,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Mini viennoiserie,0207781017054,['France'],[],[],?,378,1582 kj(378 kcal),19,12,44,13,"6,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Pasta Zara Cavatappi 61 - 500G,8004350130617,['France'],[],[],?,350,1464 kj(350 kcal),"1,2","0,3",71,"3,2",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Rhubarbe verte,3500547011233,['France'],[],[],?,160,669 kj(160 kcal),"0,2",0,"39,2","37,3","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,TEST - Sveltesse Ferme & Fondant Chocolat Noir,3023144455625,['France'],[],[],?,74,310 kj(74 kcal),"0,8","0,5","11,6","9,4",38,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Pain aux figues,0200550009847,['France'],[],[],?,254,1063 kj(254 kcal),"0,7",0,63,"6,9","7,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Carottes rapees,2020006889339,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Biscotti biologici grano saraceno e cannella,8052789311749,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Bleu d’Auvergne AOP,2225650019815,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Mini croquette - McCain,8710438039825,['France'],[],[],?,214,895 kj(214 kcal),9,1,27,"0,5","4,5","0,9","0,36",['McCain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Fraise perlahuelva sélection,3385630129886,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Nurishh - Râpé Végétal saveur Cheddar - 200g,3073781155488,['France'],"['Eau', 'amidon modifié', 'huile de noix de coco 12%', ""correcteur d'acidité "", 'acide citrique', 'sel', 'carbonate de calcium', 'arômes naturels', 'épaississant ', 'gomme tara', ""extrait d'olive"", 'colorants ', 'bêta-carotène et extrait de paprika', 'vitamine B12']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",950,226,950 kj(226 kcal),12,11,29,"0,5","0,5",2,"0,8",['Nurishh'],200g,,['Alternative végétale au fromage'],"['Végétarien', 'Sans gluten', 'Végétalien', 'Source de calcium', 'Colorants naturels', 'Arômes naturels', 'Sans lactose', 'Sans lait', 'Source de vitamine B12', 'Vegan Cert']",['France'],"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E170i - Carbonate de calcium', 'E417 - Gomme tara', 'E160ai - Bêta-carotène', 'E160c - Extrait de paprika']",,4,12 g,en quantité modérée,11 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,,,,,,,,,,20,,E,,,,,,,,,,,,,Spécialité râpée à l'huile végétale,,,,
111,Panettone alla crema pasticcera,8004205033728,['France'],[],[],?,397,1661 kj(397 kcal),19,12,49,26,"6,4","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Göral,8696000013137,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Vache chocolat noir,3441803343043,['France'],[],[],?,580,2427 kj(580 kcal),43,26,35,30,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Tempeh di ceci,0806809271647,['France'],[],[],?,160,669 kj(160 kcal),"1,6","0,1",19,"1,9",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Bananes 6 fruits - €co+,3450971448122,['France'],['Bananes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['€co+'],6 fruits,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,1,,,,,,,,,,,,,,,,,,,,,,,B,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,['Leclerc'],,,,,,
116,2295370002640,2295370002640,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,L'oeuf encastré,3760302861453,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Chipolatas herbes,2279631030832,['France'],[],[],?,216,904 kj(216 kcal),"16,2","6,2","0,01",0,"17,5","1,63","0,652",,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",,,,,,16.2 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,1.63 g,en quantité élevée,,-14%,-13%,-19%,-19%,-99%,-100%,+17%,-8%,-8%,15,-13%,D,-13%,E,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,
119,Grenaille,3760032004908,['France'],[],[],?,153,640 kj(153 kcal),"5,8","1,5","21,2","2,2","2,9","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Sablés amande noix de coco,3770018392141,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés aux amandes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,
121,Activia au bifidus céréales,20065317,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Gâteau,3660140954150,['France'],[],[],?,432,1807 kj(432 kcal),23,"3,5",48,24,"5,3","0,53","0,212",,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Huile vierge de colza,1610634500006,['France'],[],[],?,900,3766 kj(900 kcal),100,7,0,0,0,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,,,,100 g,en quantité élevée,7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+4%,+3%,-2%,-100%,-100%,-100%,-100%,-100%,5,-1%,C,-1%,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,
124,Cuisses de poulet - Rêghalal - 3kg,3571320177736,['France'],[],[],?,?,,?,,?,,?,,,['Rêghalal'],3kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 53.130.001 CE', 'Laval (Mayenne, France)']",,,,,,,
125,Gateau de four,8002033204020,['France'],[],[],?,392,1640 kj(392 kcal),15,"11,8",57,35,"6,5","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Riz au lait vanille,3770019169285,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Muffins citron,2020001704293,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Facile a digerer,4056489370376,['France'],[],[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8","3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Poulet cuit fumé,2209627007036,['France'],[],[],?,191,799 kj(191 kcal),12,"3,4","0,7","0,7",20,"1,5","0,6",,,,"['Viandes', 'Volailles', 'Poulets']",,,,,,12 g,en quantité modérée,3.4 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en quantité modérée,,+26%,+27%,+106%,+127%,-65%,+59%,-2%,+75%,+75%,11,+680%,D,+680%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
130,Comté,2404973025127,['France'],[],[],?,410,1715 kj(410 kcal),34,22,"0,5","0,5",26,"0,8","0,32",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['AOP'],,,,,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,-2%,-2%,-2%,-3%,+8%,+87%,-3%,-5%,-5%,13,0%,D,0%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
131,True fruits smoothie purple,4260122392018,['France'],[],[],?,52,218 kj(52 kcal),0,0,12,10,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Cuisses de poulet,69163036,['France'],[],[],?,206,862 kj(206 kcal),15,"4,2","1,7","1,7",16,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Poulet,0217745030968,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Torta de turrón - Gran Duque - 150g,9417480025620,['France'],['FABRICADO FABRIQUÉ E HERGESTEL FABBRICATO ОДЕЛАНО В MADE IN SP INFORMACIÓN NUTRICIONAL/NUTRITION INFORMATION VALOR MEDIO POR 100 g/AVERAGE QUANTITY PER 100g'],[],?,?,,?,,?,,?,,,['Gran Duque'],150 g,"['Papier', 'Plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Quart de brie de Meaux - Ferme des 30 arpents,2138207006384,['France'],[],[],?,254,1063 kj(254 kcal),22,14,1,"0,5","19,8","1,7","0,68",['Ferme des 30 arpents'],,['Frais'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",['AOP'],,,,,22 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-9%,-9%,+1%,-8%,+111%,+98%,-4%,-5%,-5%,15,-1%,D,-1%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
136,Œufs frais,8760210733298,['France'],[],[],?,?,,?,,?,,?,,,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,
137,Brodo Granulare,8000050026236,['France'],[],[],?,169,707 kj(169 kcal),"0,7","0,1",33,15,"6,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Donut fourré caramel,2892836026242,['France'],[],[],?,409,1711 kj(409 kcal),23,13,44,23,"6,6","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Oeufs frais Plein Air,4056489370475,['France'],[],[],?,?,,?,,?,,?,,,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,
140,Bordeaux Supérieur,3348008831798,['France'],[],[],?,?,,?,0,?,0,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Bordeaux supérieur']",,,,,,,,,,,,,,,,,,,,,,,,,,,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,['France'],,,,,
141,Andouillette au canard,2202063022175,['France'],[],[],?,216,904 kj(216 kcal),16,"6,2",17,"0,8",17,0,0,,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes']",,,,,,16 g,en quantité modérée,6.2 g,en quantité élevée,0.8 g,en faible quantité,0 g,en faible quantité,,-6%,-6%,-8%,-19%,+2655%,+119%,-6%,-100%,-100%,3,-82%,C,-82%,E,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,
142,Curry,3263850314063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Limone e fragola - Carrefour,8012666010394,['France'],[],[],?,166,695 kj(166 kcal),"5,3","5,3",29,28,"0,04",,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
144,Cuisse de poulet rotie,2098272009775,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Les bagatelles,3327640000175,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Marinade thym citron,3302768100372,['France'],[],[],?,374,1565 kj(374 kcal),40,"4,8","3,1","1,8","0,2","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Fromage blanc nature - Les 300 Laitiers Bio,3523230056045,['France'],[],[],?,75,314 kj(75 kcal),"3,2","2,1","4,3","4,3","7,2",,,['Les 300 Laitiers Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Banane,0204746010044,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Salade de fruits mangue myrtilles framboises,2868598022433,['France'],[],[],?,59.3,248 kj(59 kcal),"0,39","0,02","11,61","9,49","0,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Pili nuts Kyoto matcha,0019962943034,['France'],[],[],?,634,2653 kj(634 kcal),51,22,33,30,"9,8","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Cornichos au vinaigre,3664217000375,['France'],[],[],?,20,84 kj(20 kcal),"0,1",0,"3,5","2,4","1,2",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Bêtises de Cambrai,3193840778141,['France'],[],[],?,385,1611 kj(385 kcal),"0,5","0,01",96,78,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Legumes cuisines pour couscous,3664217000665,['France'],[],[],?,29,121 kj(29 kcal),"0,6","0,1","3,8","1,9","1,3","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Les cuisse de poulet,0212552016860,['France'],[],[],?,4.8000001907349,20 kj(4 kcal),17,"4,8",0,0,16,"0,19","0,076",,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Ramen,8279820181363,['France'],[],[],?,159,665 kj(159 kcal),"1,1","0,2",30,"3,5","6,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Crousti fromage,3428201435723,['France'],[],[],?,246,1029 kj(246 kcal),14,12,12,2,18,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Buon cereale con frutta - Selex,8003100832719,['France'],[],[],?,462,1933 kj(462 kcal),17,"2,3",66,25,"7,8","0,45","0,18",['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,English tea shop,0680275052111,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Brownie,990530101043186601,['France'],[],[],?,488,2042 kj(488 kcal),"23,1","14,8","61,9","32,4","0,65",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Petit bucheron,0201824012464,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Confiture artisanale banane ananas noix de coco,3760192733236,['France'],[],[],?,223,933 kj(223 kcal),"1,7","1,48","50,4",48,"0,629","4,38","1,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Datte Medjoul,2609923035823,['France'],[],[],?,322,1347 kj(322 kcal),"0,2",0,75,"66,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Comté,0298955018632,['France'],[],[],?,410,1715 kj(410 kcal),34,0,0,0,26,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Sardine a la tomates,3664217001044,['France'],[],[],?,214,895 kj(214 kcal),"16,2","4,5","1,7","1,4","15,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 29158F', 'Penmarch (Finistère, France)', 'FR 29.158.002 CE', 'Penmarch (Finistère, France)']",,,,,,,
165,NDUJA di SPILINGA,8027805000013,['France'],[],[],?,577,2414 kj(577 kcal),55,12,"1,4",0,19,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,La chinoise,3017800116890,['France'],[],[],?,40,167 kj(40 kcal),"0,4","0,1",5,2,"2,2","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Miette de thon,8429583011340,['France'],[],[],?,225,941 kj(225 kcal),"14,6","1,8",0,0,"1,2","23,3","9,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Tortilla chips,5051882270222,['France'],[],[],?,422,1766 kj(422 kcal),"10,3","1,5","73,1",0,"6,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Infusion concombre et citron,033134,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Pue des pieds,2281470002314,['France'],[],[],?,403,1686 kj(403 kcal),33,14,24,"1,3",24,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Chili sauce,8936017360962,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,"6,9","0,4","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Greek style live yogurts with honey,29133659,['France'],[],[],?,137,573 kj(137 kcal),"7,4","4,8","14,3",12,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Sauce salade aux agrumes,5051882261169,['France'],[],[],?,56,234 kj(56 kcal),4,"0,4","4,3","2,1","0,5","1,49","0,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Chaumes,0200031020996,['France'],[],[],?,309,1293 kj(309 kcal),25,17,"0,5","0,5",21,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Makrout de Kairouan,3760036351183,['France'],[],[],?,384,1607 kj(384 kcal),"17,48","2,6","52,74","26,99","3,92","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Golden cup,8698726781796,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,17","0,01",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Gorgonzola AOP Doux,2888150019817,['France'],[],[],?,319,1335 kj(319 kcal),27,19,0,0,19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Dos de cabillaud,0201030025913,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,
179,Huile d’olive extra vierge,6191509907908,['France'],[],[],?,821,3435 kj(821 kcal),"91,2","19,3",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Petit chablis,3343380025254,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Infusion brûleur de graisse arôme naturel de vanille bio,13393694,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Poelee champetre - Bio Village,3564707152266,['France'],[],[],?,46,192 kj(46 kcal),"2,3","0,3","3,1","1,9","2,2","0,43","0,172",['Bio Village'],,,,"['Bio', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,
183,Flan aux trois légumes et basilic,0123181580279176,['France'],[],[],?,96,402 kj(96 kcal),"6,5","2,9","5,6","1,9","3,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22389', ""Yffiniac (Côtes-d'Armor, France)""]",,,,,,,
184,Kiwis,06431064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Sablé boîte souvenir Charente Maritime 250g Le pis et l'epi,3593551172267,['France'],[],[],?,492,2059 kj(492 kcal),19,12,70,70,9,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Financier,3770013667954,['France'],[],[],?,443,1854 kj(443 kcal),26,12,45,32,"7,5","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Saveur Poulet rôti - Lay's,3168930163848,['France'],[],[],?,532,2226 kj(532 kcal),28,"3,4",53,"1,3","6,3","1,4","0,56","[""Lay's""]",,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Chips au poulet']","['Nutriscore', 'Nutriscore C']",,,,,28 g,en quantité élevée,3.4 g,en quantité modérée,1.3 g,en faible quantité,1.4 g,en quantité modérée,,0%,-0%,-14%,+16%,+4%,-29%,+2%,-3%,-3%,15,+36%,D,+36%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,
188,Luxury hot chocolate,5022032137337,['France'],[],[],?,397,1661 kj(397 kcal),8,5,66,59,9,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
