,name,bar_code,quantity,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,nova_score,additives,traceability_code,packaging,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,brand_owner,origin_detail
31,Huile D'olive Baux De Provence Ch. estoublon - Le Chateau D’Estoublon,3433110003178,,,['France'],"['Huile d’olive vierge extra', ' Extraite à froid', ' Huile dblive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques']",[],?,899,3761 kj(899 kcal),90,15,0,0,0,0,0,,['Matières grasses'],['AOP'],90 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,+2%,-34%,-100%,-100%,-100%,-100%,-100%,12,+6%,D,+6%,,,,,,,,['Le Chateau D’Estoublon'],,,,,,,,,,,,
32,Huile d'olive vierge extra ail,3433110003215,,,['France'],[],[],?,900,3766 kj(900 kcal),"99,9","13,8",0,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,,,,+5%,+5%,+5%,-1%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
33,GAUFRES FINES PARFUM VIOLETTE,3433120020417,,,['France'],[],[],?,430,1799 kj(430 kcal),20,"8,8",56,21,"5,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3433330056954,3433330056954,,,['France'],[],[],?,?,,?,,?,,?,,,,,['Contient des sulfites'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Château Baudare -  - 0,75l",3433653110005,"0,75 l",,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Chipolatas,3433700008231,,,['France'],[],[],?,200,837 kj(200 kcal),"14,7","4,5","1,3",1,"15,7","2,2","0,88",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,14.7 g,en quantité modérée,4.5 g,en quantité modérée,1 g,en faible quantité,2.2 g,en quantité élevée,,-16%,-16%,-22%,-38%,+11%,+58%,+2%,+22%,+22%,15,-10%,D,-10%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
37,Véritable merguez x6 - secrets du val d'argenr - 6,3433700008576,6,,['France'],"[""Viande et gras de bovin et d'agneau "", 'Origine UE', 'eau', 'sel', 'lactose ', 'LAIT', 'épices et plantes aromatiques', 'arâmes naturels', ""pulpe d 'ail"", 'acidifiants : E331', 'E262', 'dextrose', 'antioxydants E301', 'E300', 'colorant E120']","['Non végétalien', 'Non végétarien']",?,289,1209 kj(289 kcal),"24,7",10,"2,1","1,6","14,5","2,2","0,88",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,24.7 g,en quantité élevée,10 g,en quantité élevée,1.6 g,en faible quantité,2.2 g,en quantité élevée,,+10%,+10%,+15%,+9%,-0%,+39%,+1%,+15%,+15%,21,+12%,E,+12%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,"[""secrets du val d'argenr""]",['Lait'],4,"['E331 - Citrates de sodium', 'E262 - Acétates de sodium', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E120 - Acide carminique']",,['Plastique'],,,,,,,
38,Pilons De Poulet Grillés - Yarden - 400g,3433990001158,400 g,,['France'],"['Pilons de poulet ', '97%', 'huile de soja', 'amidon modifié ', 'E1422', 'protéine de soja', ""mélange d'épices "", 'contient du colorant naturel - extrait de paprika', 'arômes', 'exhausteur de goût ', 'E621', 'stabilisants ', 'E452', 'sel', 'glucides', ' Information allergène: Contient du soja', ' Peut contenir des traces de sésame', 'gluten', 'céleri et moutarde']",[],?,140,586 kj(140 kcal),"5,8","1,5",2,1,20,"1,5","0,6",D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']","['Sans colorants', 'Sans conservateurs']",5.8 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,1.5 g,en quantité modérée,,-21%,-22%,-38%,-42%,+43%,+52%,+3%,+66%,+66%,3,-11%,C,-11%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,['Yarden'],['Soja'],4,"['E14XX - Amidons modifiés', 'E1422 - Adipate de diamidon acétylé', 'E160c - Extrait de paprika', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,,,,,,,,
39,Bol de fromage de tete - Viand’Est,3434100000016,,,['France'],"[' maigre de tête de porc ', 'origine France', 'couennes eau', 'vinaigre', 'sel', 'gélatine', 'échalote', 'persil', 'ait', 'dextrose', 'stabilisant E331-E450-E4515 arômes', 'épices ', 'dont poivre et muscade', 'antioxuène E301', 'saccharose', 'Lactose', 'conservateur E262-E250', 'exhausteur de goût E150', 'sulfites', ' PRODUIT FRBRI?IJE EN BOURGOGNE']","['Non végétalien', 'Non végétarien']",?,159,665 kj(159 kcal),12,"4,7","0,7","0,7",12,"1,9","0,76",C,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",['Point Vert'],12 g,en quantité modérée,4.7 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en quantité élevée,,-18%,-15%,-12%,-10%,-8%,+98%,-22%,+10%,+10%,13,+10%,D,+10%,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,['Viand’Est'],"['Lait', 'Anhydride sulfureux et sulfites']",4,"['E428 - Gélatine', 'E331 - Citrates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150 - Caramel']",,,,,,,,,
40,Jambon supérieur - Sans marque - 240g,3434100004809,240 g,,['France'],"['Jambon de porc', 'eau', 'sel', 'dextrose', 'sirop de glucose', 'arômes', 'antioxygène : E301', 'conservateur : E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",426,101,426 kj(101 kcal),2,"0,8","0,7","0,7",20,"1,975","0,79",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité supérieure'],2 g,en faible quantité,0.8 g,en faible quantité,0.7 g,en faible quantité,1.98 g,en quantité élevée,-16%,-23%,-22%,-58%,-57%,+5%,+18%,-5%,+6%,+6%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Sans marque', 'Roux']",,4,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['FR 21.295.001 CE', ""Gevrey-Chambertin (Côte-d'Or, France)""]","['Barquette', 'Film', 'Plastique', 'Frais', 'Sous atmosphère protectrice']",,"['Bourgogne', 'France']",,,,,
41,Jambon Choix DD - Leclerc,3434100005905,,,['France'],"['jambon de porc ', 'origine UE', 'eau', 'sel', 'dextrose', 'stabilisant E451-E450', 'arômes', 'antioxydant E316', 'conservateur E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,99,414 kj(99 kcal),"1,8","0,7","1,7","1,7",19,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,4,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,
42,Potjevleesch - Kalifrais - 1000g,3434221543225,1000 g,,['France'],"['Viandes ', 'poulet', ' porc', ' lapin', ' veau', ' bouillon ', 'eau', ' carottes', ' poireaux', 'navets', ' oignons', ' thym', ' laurier', ' vinaigre', ' vin blanc', ' gelatine', ' genievre', ' sel', ' aromes naturels', ' colorant : caramel ordinaire', 'oignons', 'carottes', ' baies de genièvre', ' laurier', ' citrates Fabrique en France a partir de poulet origine IJE et de porc origine France spqc']","['Non végétalien', 'Non végétarien']",?,115,481 kj(115 kcal),"4,7","1,4","0,6","0,4","16,4","0,8","0,32",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']",['Fabriqué en France'],4.7 g,en quantité modérée,1.4 g,en faible quantité,0.4 g,en faible quantité,0.8 g,en quantité modérée,,-28%,-27%,-36%,-45%,-94%,-75%,+74%,-15%,-15%,0,-100%,B,-100%,,,,,,,,['Kalifrais'],,4,"['E428 - Gélatine', 'E150a - Caramel E150a', 'E330 - Acide citrique']",,,,,,,,,
43,Rillettes - Jean Floc'h,3434350000033,,,['France'],"['Viande de porc ', '112g pour 100g de produit fini', 'oignons', 'sel', 'épices et aromates', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,409,1711 kj(409 kcal),39,16,"0,6","0,2",14,"1,5","0,6",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",['Pur porc'],39 g,en quantité élevée,16 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en quantité modérée,,+4%,+4%,+6%,+13%,+19%,-41%,-11%,+17%,+17%,21,+8%,E,+8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"[""Jean Floc'h""]",,3,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,
44,Rillettes Pur Porc,3434350000088,,,['France'],[],[],?,409,1711 kj(409 kcal),39,16,"0,6","0,2",14,"1,5","0,6",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']","['Viande Française', 'Viande Porcine Française']",39 g,en quantité élevée,16 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en quantité modérée,,+4%,+4%,+6%,+13%,+19%,-41%,-11%,+17%,+17%,21,+8%,E,+8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
45,Pâté de Jambon - Jean Floc'h - 234g (3 * 78g),3434350000255,234 g (3 * 78 g),['Carrefour'],['France'],"['Viande de porc dont jambon 20 %', 'plasma de porc', 'sel', 'épice et aromate', 'farine de noisette', 'arôme', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",1191,?,1191 kj(285 kcal),27,11,"1,3","0,4",10,"1,8","0,72",,"['Conserves', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Viandes en conserve', 'Pâtés charcutiers', 'Pâtés de jambon']","['Point Vert', 'en:produced-in-bretagne', 'Pur porc', 'Qualité supérieure', 'Tidy man']",27 g,en quantité élevée,11 g,en quantité élevée,0.4 g,en faible quantité,1.8 g,en quantité élevée,+6%,,+0%,+12%,+22%,-44%,-58%,-28%,+11%,+11%,20,+12%,E,+12%,,,,,,,,"[""Jean Floc'h""]",['Fruits à coque'],4,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['FR 56.010.001 CE', 'Baud (Morbihan, France)']","['Carton', 'Conserve', 'Métal']",,"['France', 'Bretagne']",Pâté de Jambon,,,,
46,Rillettes - Jean floc h - 234g (3x 78g),3434350000262,234 g (3 x 78 g),['Carrefour'],['France'],"['Viande de porc 96 %', 'sel', 'épices et aromates', 'conservateur : E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,409,1711 kj(409 kcal),39,16,"0,6","0,2",14,"1,5","0,6",,"['Conserves', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Charcuteries diverses', 'Pâté', 'Porc', 'Pâtés de porc']","['Point Vert', 'en:produced-in-bretagne']",39 g,en quantité élevée,16 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en quantité modérée,,+32%,+33%,+46%,+58%,-75%,-78%,-1%,-10%,-10%,21,+11%,E,+11%,,,,,,,,"['Jean floc h', ""Jean Floc'h""]",,3,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Carton', 'Conserve', 'Métal']",,"['France', 'Bretagne']",,,,,
47,3X1 / 10 Pate 2 Foie+1 Campagne - Jean Floc'h - 234g,3434350000279,234 g,,['France'],[],[],?,378,1582 kj(378 kcal),37,"14,4",1,"0,9",10,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Jean Floc'h""]",,,,,,,,,,,,
48,Terrine De Campagne - 180g,3434350001979,180 g,,['France'],['FARINE DE Servir frais AGNE Qualité supérieure'],[],?,274,1146 kj(274 kcal),"23,5","9,4",1,"0,7","14,5","1,8","0,72",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']","['Sans colorants', 'Sans conservateurs']",23.5 g,en quantité élevée,9.4 g,en quantité élevée,0.7 g,en faible quantité,1.8 g,en quantité élevée,,-15%,-15%,-17%,-13%,-56%,-19%,+4%,+12%,+12%,19,-2%,E,-2%,,,,,,,,['Terrine De Campagne'],,,,,['Bocal'],,,,,,,
49,Confit de foie de volaille,3434350001986,,,['France'],[],[],?,275,1151 kj(275 kcal),24,"9,2","0,8","0,4",14,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Terrine De Canard Cuisinée Au échalotes - Jean floc h,3434350005175,,,['France'],"['viande de porc 38%', 'viande de canard 25%', 'foie de dinde et/ou poulet', 'gras de porc', 'échalotes 5%', 'œufs', 'farine et amidon de blé', 'sel', 'armagnac', 'épices et aromates ', 'contient moutarde', ' protéines de lait', 'arômes', 'dextrose', ' Viande de porc et de canard origine France']","['Non végétalien', 'Non végétarien']",?,268,1121 kj(268 kcal),22,"8,4","2,5",1,15,"1,7","0,68",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,22 g,en quantité élevée,8.4 g,en quantité élevée,1 g,en faible quantité,1.7 g,en quantité élevée,,-12%,-12%,-16%,-12%,+45%,+61%,+6%,+11%,+11%,18,+1%,D,+1%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,['Jean floc h'],"['Œufs', 'Lait', 'Moutarde']",4,,,,,,,,,,
51,Rillettes pur porc,3434350005809,,,['France'],[],[],?,422,1766 kj(422 kcal),40,"15,2","0,5","0,2",15,"1,5","0,6",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,40 g,en quantité élevée,15.2 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en quantité modérée,,+7%,+7%,+9%,+8%,-1%,-41%,-5%,+17%,+17%,21,+8%,E,+8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
52,Pâté de foie Pur porc -  - 78.0g,3434350006707,78.0 g,,['France'],[],[],?,397,1661 kj(397 kcal),39,"16,7",2,"1,2","9,5","1,8","0,72",,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie']",,39 g,en quantité élevée,16.7 g,en quantité élevée,1.2 g,en faible quantité,1.8 g,en quantité élevée,,+12%,+13%,+20%,+36%,-2%,+48%,-17%,+10%,+10%,21,+4%,E,+4%,,,,,,,,,,,,,,,,,,,,
53,Terrine de campagne au piment d'espelette,3434350007063,,,['France'],[],[],?,300,1255 kj(300 kcal),24,10,"2,5","0,8",15,"1,5","0,6",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne', ""Terrine de campagne au piment d'Espelette""]",,24 g,en quantité élevée,10 g,en quantité élevée,0.8 g,en faible quantité,1.5 g,en quantité modérée,,-6%,-7%,-14%,-7%,+74%,+19%,+5%,-9%,-9%,18,-7%,D,-7%,,,,,,,,,,,,,,,,,,,,
54,Terrine de sanglier - Jean Floc'h,3434350007100,,,['France'],"['Viande de porc', 'viande de sanglier 21%', 'foie de porc', 'gras de porc', 'eau', 'oignons', 'farine et amidon de BLE', 'sel', 'Armagnac', 'poivre', 'sucre', 'muscade', ' Viande de porc origine France et viande de sanglier origine UE', ' Les informations en gras sont destinées aux personnes allergiques et intolérantes']","['Non végétalien', 'Non végétarien']",?,282,1180 kj(282 kcal),24,"9,5","3,5",1,13,"1,7","0,68",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de sanglier']",,24 g,en quantité élevée,9.5 g,en quantité élevée,1 g,en faible quantité,1.7 g,en quantité élevée,,-8%,-9%,-11%,-4%,+69%,+62%,-7%,+8%,+8%,19,+5%,E,+5%,,,,,,,,"[""Jean Floc'h""]",['Gluten'],3,,,,,,,,,,
55,Terrine aux 5 baies - 90g,3434350007407,90 g,,['France'],[],[],?,323,1351 kj(323 kcal),29,11,"2,4","0,7",13,"1,5","0,6",,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Pintade aux raisins - Esprit De Verrine - 90g,3434350007414,90 g,,['France'],"['Viande de porc ', 'origine France', 'viande de pintade 24% ', 'origine France', 'foie de dinde et/ou poulet', 'raisins 7,7% ', 'SULFITES', 'oignons', 'gras de porc', 'farine de BLE', 'sel de Guérande', 'Cognac', 'épices', 'A consommer avant la datc figurant sur le couvercle', 'Conseil de conservation : Avant ouverture', 'conserver dans un endroit frais ct sec', ' Après odverture', 'conserver entre 00 et 40C et consonner rapidement']","['Non végétalien', 'Non végétarien']",?,259,1084 kj(259 kcal),21,8,"3,5","2,2",14,"1,3","0,52",,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Esprit De Verrine'],"['Gluten', 'Anhydride sulfureux et sulfites']",,,,,,,,,,,
57,Pâté de campagne au sel de Guérande - Jean Floc'h,3434350007513,,,['France'],[],[],?,290,1213 kj(290 kcal),25,10,"1,7","0,7","14,5","1,5","0,6",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['Bio'],25 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,1.5 g,en quantité modérée,,-7%,-7%,-7%,-1%,-29%,-24%,+2%,-10%,-10%,18,-5%,D,-5%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"[""Jean Floc'h""]",,,,,,,,,,,,
58,Flor fina - Sogood,3434380001031,,,['France'],"['pâtes de BL', 'E aneth légère ', 'LAIT', ' amidons ferrrlents de citron0us de citron', 'conservateur:DlSULFlTE de potassiu et poivre', 'SAUMON fumé frais,sel', 'épices']",['Non végétalien'],?,160,669 kj(160 kcal),5,3,22,"0,6",6,"0,52","0,208",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sogood'],"['Poisson', 'Lait']",,,,,,,,,,,
59,Chocolat - Cafés Richard,3434380020605,,,['France'],[],[],?,380,1590 kj(380 kcal),"4,6","2,9",62,60,18,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cafés Richard'],,,,,['Product'],,,,,,,
60,Chocolat en poudre - Comptoirs Richard,3434380020612,,,['France'],"['sucre', 'cacao 40% minimum']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,389,1628 kj(389 kcal),"8,3",5,65,60,8,"0,86","0,344",D,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",,,,,,,,,,,+17%,+14%,+93%,+96%,+3%,+6%,+26%,+311%,+311%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,['Comptoirs Richard'],,3,,,,,,,,,,
61,Grand Earl Grey,3434380021817,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,The vert aromatisé - Comptoirs Richard - 80g,3434380021893,80 g,,['France'],"['thé vert', 'menthe verte 19%', 'arômes Peut contenir des traces de fruits à coque', 'de lait et de soja', ' COMPTOIR 71', ""rue Lecourbe -- ' Poids net 80 g""]",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Comptoirs Richard'],['Fruits à coque'],4,,,,,,,,,,
63,Carré chocolat noir 70% -,3434380022272,,,['France'],[],[],?,549,2297 kj(549 kcal),41,26,31,27,"8,1","0,02","0,008",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,41 g,en quantité élevée,26 g,en quantité élevée,27 g,en quantité élevée,0.02 g,en faible quantité,,-1%,-1%,+4%,+13%,-20%,-15%,+6%,-57%,-57%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,
64,Thé vert au jasmin - Comptoirs Richard - 100g,3434380022746,100 g,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Comptoirs Richard'],,,,,['Dose'],,,,,,,
65,Le Marais,3434380022944,,,['France'],[],[],?,549,2297 kj(549 kcal),41,26,31,27,"8,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Dattes deglet nour -,3434410005756,,,['France'],"['Dates', 'glucose', 'preservative ', 'E202']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,278,1163 kj(278 kcal),"0,1","0,1","75,2","65,6","2,5",1,"0,4",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",,0.1 g,en faible quantité,0.1 g,en faible quantité,65.6 g,en quantité élevée,1 g,en quantité modérée,,-5%,-5%,-69%,+45%,+12%,+14%,+9%,+3791%,+3791%,11,+159%,D,+159%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,4,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,['Tunisie'],,,,,,
67,Canelle moulue,3434410009006,,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre']",,,,,,,,,,,,,,,,,,,,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,,,,,,,,,,,,,
68,Coriandre entière - Gyma - 20g,3434410013096,20 g,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gyma'],,,,,,,,,,,,
69,Morilles entières - Magda - 150g,3434410013393,150 g,['Carrefour'],['France'],"['Morilles entières ', 'Morchella']","['Sans huile de palme', 'Végétalien', 'Végétarien']","106,9",?,"106,9 kj(26 kcal)","0,3","0,1","0,5",0,"1,7","0,005","0,002",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Champignons et produits dérivés', 'Champignons', 'Champignons surgelés', 'Morilles surgelées']",['Eco-Emballages'],0.3 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.00508 g,en faible quantité,+34%,,+17%,-25%,+12%,-63%,-100%,-14%,-92%,-92%,-11,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,['Magda'],,1,,"['EMB 26235', 'Pierrelatte (Drôme, France)']","['Surgelé', 'Sachet plastique']",['Produit importé'],,Morilles entières,,,,
70,Fonds d'artichauts - Magda,3434410022456,,,['France'],[],[],?,42,176 kj(42 kcal),"0,2","0,1","6,1",1,"2,4","0,2","0,08",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",,0.2 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,0.2 g,en faible quantité,,-16%,-15%,-88%,-58%,+34%,-18%,+38%,-77%,-77%,-6,,A,,,,,,,,,['Magda'],,,,,,,,,,,,
71,"6 fagots d'asperges vertes lardées - Magda - 6pièces, 270g",3434410046704,"6 pièces, 270 g",['Intermarché'],['France'],"['Asperges vertes ', '77%', 'poitrine fumée ', '22%', ' ', 'poitrine de porc', 'eau,sel', 'dextrose', 'antioxydant: ascorbate de sodium', 'conservateur: nitrite de sodium', 'lien végétal ', 'allium sativum L']","['Non végétalien', 'Non végétarien']",335,?,335 kj(80 kcal),"4,7","2,1","3,1","1,6","5,5","0,632","0,253",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes tiges', 'Asperges', 'Légumes surgelés', 'Asperges surgelées']",,4.7 g,en quantité modérée,2.1 g,en quantité modérée,1.6 g,en faible quantité,0.632 g,en quantité modérée,+359%,,+319%,+1708%,+4465%,+59%,+42%,+237%,-18%,-18%,-5,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,['Magda'],,4,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['FR 26.235.032 CE', 'Pierrelatte (Drôme, France)']",['Surgelé'],,,Asperges,,,,
72,"Poivrons Grilles 400G, - Magda - 400g",3434410049484,400 g,,['France'],[],[],?,34,142 kj(34 kcal),"0,5","0,1","6,5",5,"1,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magda'],,,,,,,,,,,,
73,Magda marrons entiers peles etui 400 g,3434410049521,,,['France'],[],[],?,193,808 kj(193 kcal),"2,2","0,3","36,6",7,"3,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
