,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand_owner,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,markets,additives,generic_name,allergens,ingredients_origins,traceability_code,palm_ingredients,producer_info
269,Pates serpentini,3560880554057,,,,['France'],[],[],?,344,2,68,12,,,,,,,,,,,,,1439 kj(344 kcal),,,"0,5",,,"3,5",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
270,Noix de cajou bio - La Vie Claire,3266191035741,,,['La Vie Claire'],['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']","['Bio', 'Bio européen', 'FR-BIO-01', 'en:VN-BIO-149', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,['La Vie Claire'],,,,,,,
271,Potimarrons,3770001694023,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Organic tri colour quinoa,4796019550051,,,,['France'],[],[],?,?,?,?,?,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Bouquet De Thyms Bio - 20 Sachets - Mes Secrets D'herboriste,3510130200005,,,,['France'],[],[],?,?,?,?,?,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Cookies caramel latte - Tesco,5057545093733,,,['Tesco'],['France'],[],[],?,492,"22,5","66,5",5,,,,,,,,,,,,,2059 kj(492 kcal),,,"11,2",,,36,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
275,Ucha,3760192491990,,,,['France'],[],[],?,11,0,"2,5",0,,,,,,,,,,,,,46 kj(11 kcal),,,0,,,"2,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
276,Orange and chocolate seed - Whitworths shots - 25g,5000234050050,25g,,['Whitworths shots'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Thé vert,4901027661358,,,,['France'],[],[],?,1,1,1,1,,,,,,,,,,,,,4 kj(1 kcal),,,"0,5",,,"0,5",,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
278,Fraise,8718767580629,,,,['France'],[],[],?,350,0,85,0,,,,,,,,,,,,,1464 kj(350 kcal),,,0,,,75,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
279,Concombre - Bouquet bio - 600grammes,8412276328870,600 grammes,,['Bouquet bio'],"['Belgique', 'France']",[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Concombres', 'Concombre frais']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,92.6%,0.0%,0.0%,3.4%,3.0%,1.0%,60,,,,,,,,,,
280,3700227701069,3700227701069,,,,['France'],[],[],?,?,?,?,?,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,3497630000185,3497630000185,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,salade Fc,3294070000115,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,terrine jura,0206018018765,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Ananas seché du benin,74494958,,,,['France'],[],[],?,350,"0,3","85,4","1,5","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']","['Sans arômes artificiels', 'Sans additifs']",0.3 g,en faible quantité,0.1 g,en faible quantité,68.6 g,en quantité élevée,0.1 g,en faible quantité,,+261%,1464 kj(350 kcal),+275%,+111%,"0,1",+312%,+334%,"68,62",+299%,+263%,"0,1",+28%,"0,04",+28%,9,,C,,B,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,
285,Propolis redon pastillas - 24pastilles,3401562015506,24 pastilles,,,['France'],"['gomme arabique', 'sucre roux', 'sirop de blé ', 'sans gluten', 'miel', 'extrait de propolis', ""huile essentielle d'eucalyptus globulus""]",['Non végétalien'],?,?,?,?,?,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,['France'],,,"[""E414 - Gomme d'acacia""]",,,"[""Issus de l'ab""]",['ACL6201550'],,
286,2809423078195,2809423078195,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Vanille Cake Mix - Orgran,0720516021435,,,['Orgran'],['France'],[],"['Végétalien', 'Végétarien']",?,374,"1,1","85,4",2,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,1565 kj(374 kcal),,,"0,7",,,"42,9",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
288,Lemon Drizzle cake,00027298,,,,['France'],[],[],?,291,11,"44,9","2,6",,['en:gluten-free'],,,,,,,,,,,1218 kj(291 kcal),,,"6,8",,,"34,6",,,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,
289,Sirop d'érable biologique,0854541000599,,,,['France'],[],[],?,260,0,67,0,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['Bio'],0 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0.01 g,en faible quantité,,-5%,1088 kj(260 kcal),-5%,-100%,0,-100%,-2%,57,-7%,-100%,"0,01",-94%,"0,004",-94%,13,-2%,D,-2%,,,,,,,,,,,,,,,,,,,,
290,Muesli croustillant choco-amandes,0200132021120,,,,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Œufs frais de poules,3446892023456,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Orzo Macinato - Conad,8003160000325,,,['Conad'],['France'],[],[],?,344,"2,9",57,12,,,,,,,,,,,,,1439 kj(344 kcal),,,"0,8",,,"0,1",,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
293,Thé Des Neiges,3760166261079,,,,['France'],[],[],?,4,0,0,0,,,,,,,,,,,,,17 kj(4 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
294,Silhouette 0%,3760091301109,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Rakta pushpa,3700876600201,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Jus frais de grenade - Monoprix,3350033409033,,,['Monoprix'],['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de grenade']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,['Monoprix'],,,,,,,
297,Donuts chocolat - Carrefour - 100g,0202621008865,100g,,['Carrefour'],['France'],[],[],?,?,?,?,?,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,['Carrefour'],,,,,,,
298,Turkish Delight - Yaren - 225g,0610816460181,225 g,"['Plastique', 'carton']",['Yaren'],['France'],[],[],?,?,?,?,?,"['Snacks', 'Snacks sucrés', 'tr:Friandises']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Turrón de chocolate crujiente calidad extra - El Quijote,71982960,,,['El Quijote'],['France'],[],[],?,503,26,63,"4,4","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,26 g,en quantité élevée,23 g,en quantité élevée,51 g,en quantité élevée,0.3 g,en quantité modérée,,-4%,2105 kj(503 kcal),-4%,-17%,23,+336%,+39%,51,+33%,-63%,"0,3",+367%,"0,12",+367%,27,+64%,E,+64%,E,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
300,Turrón de chocolate crujiente calidad extra - El Quijote,71982960,,,['El Quijote'],['France'],[],[],?,503,26,63,"4,4","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,26 g,en quantité élevée,23 g,en quantité élevée,51 g,en quantité élevée,0.3 g,en quantité modérée,,-4%,2105 kj(503 kcal),-4%,-17%,23,+336%,+39%,51,+33%,-63%,"0,3",+367%,"0,12",+367%,27,+64%,E,+64%,E,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
301,Quix - Nectaflor,7610184014798,,,['Nectaflor'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,8715151120799,8715151120799,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Muesli cacao bio vrac -,0244419048028,Vrac,,,['France'],[],[],?,?,?,?,?,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Miel de chataignier,3760124460148,,,,['France'],[],[],?,?,?,?,?,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,0 g,en faible quantité,,,,,,,,,,0,-100%,,,,,,,,,,,,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
305,Acérola 500 Bio - Super diet,3428881171409,,,['Super diet'],['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Popping candy,5030101027694,,,,['France'],[],[],?,481,19,75,"4,4",,,,,,,,,,,,,2013 kj(481 kcal),,,11,,,67,,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
307,Jambon d'auvergne,0211466018762,,,,['France'],[],[],?,231,"12,8","0,5","28,6","['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",,12.8 g,en quantité modérée,5.7 g,en quantité élevée,0.5 g,en faible quantité,5.38 g,en quantité élevée,,-5%,967 kj(231 kcal),-5%,-7%,"5,7",+1%,-17%,"0,5",+9%,-1%,"5,38",-8%,"2,152",-8%,17,-2%,D,-2%,,,,,,,,,,,,,,,,,,,,
308,Instant Whey Pro- Raspberry,5033579001265,,,,['France'],[],[],?,384,"3,5",7,80,,,,,,,,,,,,,1607 kj(384 kcal),,,"1,3",,,"2,5",,,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,,,,
309,Llandel blonde - Brasserie Insulaire - 33cl,3770008598102,33 cl,['Bouteille'],['Brasserie Insulaire'],['France'],"[""d'org contient du gluten"", ' cre de canne', 'houblons*', 'levure', "" dients issus de l'agriculture biologique"", ' Bière brassée et conditionnée en Normandie par - BRASSERIE Fnsular Le Paviot 27380 Charleval www', 'brasserie-insulaire', 'com 7700085981 71']",[],?,?,?,?,?,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']","['Bio', 'Bière bio Normandie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['27380 Charleval'],,,,,['Gluten'],"['France', 'Normandie']",,,
310,02039107,02039107,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Cookies Tendres au eclats de caramel salé - Protifast,3770008383227,,,['Protifast'],['France'],[],[],?,388,"11,9",25,50,,,,,,,,,,,,,1623 kj(388 kcal),,,"4,5",,,"6,5",,,"0,54",,"0,216",,,,,,,,,,,,,,,,,,,,,,,,,
312,2231351034248,2231351034248,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Actimel,3033491312854,,,"['Actimel', 'Danone']",['France'],[],[],?,76,"1,5",12,"2,8",,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,318 kj(76 kcal),,,1,,,"11,9",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
314,Rahat lokum,3870004028525,,,,['France'],[],[],?,180,"0,9","42,58","0,25",,,,,,,,,,,,,753 kj(180 kcal),,,"0,1",,,"35,98",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
315,Chef Menü Specklinsen - 350g,9003740073366,350 g,['Stück'],,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Cookies tendres aux eclats de chocolat noir - Protifast,3770008383234,,,['Protifast'],['France'],[],[],?,371,"12,5","19,4",50,,,,,,,,,,,,,1552 kj(371 kcal),,,5,,,"4,4",,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,
317,Cerise griotte,3245310010975,,,,['France'],[],[],?,242,"0,2",59,"0,7",,,,,,,,,,,,,1013 kj(242 kcal),,,0,,,58,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
318,Mini brochette de porc grillée au paprika,8410060407305,,,,['France'],[],[],?,193,13,1,18,,,,,,,,,,,,,808 kj(193 kcal),,,"4,5",,,1,,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
319,Riz contonais - 1kg,2803767034770,1 kg,,,['France'],[],[],?,836,"3,5",35,"6,2",,,,,,,,,,,,,3498 kj(836 kcal),,,"0,7",,,"1,6",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,"['FR 85.217.004 CE', 'Saint-Georges-de-Montaigu (Vendée, France)']",,
320,Terrine de Canard au Magret Fumé,3582340010033,,,,['France'],[],[],?,286,26,0,13,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']","['Sans colorants', 'Sans conservateurs']",26 g,en quantité élevée,8.6 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-7%,1197 kj(286 kcal),-6%,-1%,"8,6",-9%,-100%,0,-100%,-8%,"1,7",+11%,"0,68",+11%,18,+1%,D,+1%,E,,,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,
321,Dragibus soft - Haribo - 300g,0310322002508,300 g,['sachet plastique'],['Haribo'],['France'],"['sirop de glucose', ' sucre', ' amidon', ' dextrose', ' acidifiants: acide citrique', 'acide malique', "" correcteurs d'acidité: citrate monosodique"", 'malate acide de sodium', ' arôme', ' colorants: curcumine', 'bleu patenté V', 'charbon végétal', 'carotènes végétaux', 'anthocyanes', "" agent d'enrobage: cire de carnauba""]","[""Pourrait contenir de l'huile de palme""]",?,371,"< 0,5",92,"< 0,5","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Confiserie drageifiee']",,0.5 g,en faible quantité,0.1 g,en faible quantité,58 g,en quantité élevée,0.05 g,en faible quantité,,+4%,1552 kj(371 kcal),+3%,-73%,"< 0,1",-91%,+10%,58,0%,-76%,"0,05",-59%,"0,02",-59%,14,-3%,D,-3%,E,,4,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Marseille'],,['Casino'],"['E330 - Acide citrique', 'E296 - Acide malique', 'E331i - Citrate monosodique', 'E350ii - Malate acide de sodium', 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal', 'E160aii - Carotènes végétaux', 'E163 - Anthocyanes', 'E903 - Cire de carnauba']",,,,,,
322,3760165606338,3760165606338,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Pain pavé 3 meniers,0240127006893,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"Cookies And Cream Ice Cream, Non-Dairy - Quaker",0055577105245,,['card-box'],"['Quaker', 'Breyers']",['France'],[],[],?,360,"4,5",75,9,,,,,,,,,,,,,1506 kj(360 kcal),,,"0,2",,,24,,,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,,,
325,Doony's,0205207010504,,,,['France'],[],[],?,441,28,41,"6,7","['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['Point Vert'],28 g,en quantité élevée,13 g,en quantité élevée,16 g,en quantité élevée,1.6 g,en quantité élevée,,+8%,1845 kj(441 kcal),+8%,+23%,13,+23%,-8%,16,-5%,+13%,"1,6",+68%,"0,64",+68%,25,+28%,E,+28%,B,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
326,Escalopes de dinde,2600283019423,,,,['France'],[],[],?,455,"0,8","0,5",25,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,0.8 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,0.18 g,en faible quantité,,+276%,1904 kj(455 kcal),+278%,-39%,"0,4",-1%,-83%,"0,5",-35%,+9%,"0,18",-68%,"0,072",-68%,0,,B,,D,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
327,7300646481816,7300646481816,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Sports Nouvat,5425002980252,,,,['France'],[],[],?,381,"4,1","83,1","2,2",,,,,,,,,,,,,1594 kj(381 kcal),,,"0,4",,,"6,1",,,"5,25",,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,
329,0246759045798,0246759045798,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,3546183300072,3546183300072,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Pates,3276005877207,,,,['France'],[],[],?,1,2,"71,2","12,5",,,,,,,,,,,,,4 kj(1 kcal),,,"0,5",,,"3,5",,,"0,013",,"0,005",,,,,,,,,,,,,,,,,,,,,,,,,
332,Chouquette,0257332020996,,,,['France'],[],[],?,240,12,28,"5,4",,['Point Vert'],,,,,,,,,,,1004 kj(240 kcal),,,"7,6",,,14,,,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,,,,,
333,Blurryface,0075678669224,,,,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
334,Bière - La choulette - 33cl,3273190433041,33 cl,,['La choulette'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,raspberry lemonade - Juice burst,5038512003078,,,['Juice burst'],['France'],[],[],?,32,"0,5","7,1","0,5",,,,,,,,,,,,,134 kj(32 kcal),,,"0,1",,,"7,1",,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
336,Sablé Breton citron,3760116504478,,,,['France'],[],[],?,481,21,67,"6,3",,,,,,,,,,,,,2013 kj(481 kcal),,,14,,,33,,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
337,Carré fumé cuire à la vapeur,2433455027427,,,,['France'],[],[],?,131,"3,9","0,2","23,8",,,,,,,,,,,,,548 kj(131 kcal),,,"1,54",,,"0,2",,,"1,86",,"0,744",,,,,,,,,,,,,,,,,,,,,,,,,
338,Pâté basque au poivre vert - Orocbat,3254637000439,,,['Orocbat'],['France'],[],[],?,338,30,1,16,,,,,,,,,,,,,1414 kj(338 kcal),,,11,,,1,,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,
339,Moutarde a l'ancienne,3330143400205,,,,['France'],[],[],?,148,"9,7","2,6","6,9","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,9.7 g,en quantité modérée,1.7 g,en quantité modérée,1.4 g,en faible quantité,5.7 g,en quantité élevée,,-13%,619 kj(148 kcal),-13%,-10%,"1,7",+108%,-62%,"1,4",-64%,+5%,"5,7",+21%,"2,28",+21%,12,+3%,D,+3%,B,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,
340,Asperges blanches,3450120002229,,,,['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Asperges', 'Asperges en conserve', 'Asperges blanches en conserve']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,,,,
341,Raclette chili,7610617200316,,,,['France'],[],[],?,345,27,"0,5",25,,,,,,,,,,,,,1443 kj(345 kcal),,,17,,,0,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
342,Guimauves Cricks,2600687024801,,,,['France'],[],[],?,433,19,61,4,,['Fabriqué en France'],,,,,,,,,,,1812 kj(433 kcal),,,13,,,51,,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,
343,Nostra finarellu - 1,0266146028678,1,,['Nostra'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Chocolat Cedric de Taeye 100%,5430000749060,,,['Cédric de Taeye'],['France'],"['fèves de cacao', 'beurre de cacao']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,637,"52,5","29,6","12,9","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,52.5 g,en quantité élevée,33.1 g,en quantité élevée,1.9 g,en faible quantité,0.005 g,en faible quantité,,+15%,2665 kj(637 kcal),+15%,+33%,"33,1",+43%,-23%,"1,9",-94%,+68%,"0,005",-89%,"0,002",-89%,17,-20%,D,-20%,E,,3,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,
345,MINI SOSIS,5414183145765,,,,['France'],[],[],?,276,24,3,12,,['Halal'],,,,,,,,,,,1155 kj(276 kcal),,,"7,6",,,"0,8",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,['DE NI-10230 EG'],,
346,Ampoule - Philips - 1,8718291664543,1,,['Philips'],['France'],[],[],?,?,?,?,?,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1kg,3000050034762,1 kg,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Terrine de Foie de Volaille,3479412053794,,,,['France'],[],[],?,350,34,0,"12,6","['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']",,34 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+16%,1464 kj(350 kcal),+15%,+26%,11,+6%,-100%,0,-100%,-9%,"1,6",+7%,"0,64",+7%,21,+15%,E,+15%,,,,,,,,,,,,,,,,,,,,
349,Palmiers au beurre -,0200177015092,,,,['France'],[],[],?,478,19,68,8,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés', 'Palmiers']",,19 g,en quantité modérée,12 g,en quantité élevée,24 g,en quantité élevée,1.13 g,en quantité modérée,,-7%,2000 kj(478 kcal),-7%,-30%,12,-24%,+13%,24,+9%,+34%,"1,13",+12%,"0,452",+12%,25,+8%,E,+8%,C,,,79.4%,12.3%,3.8%,2.3%,2.3%,0.0%,59,,,,,,,,,,
350,palets aux epices - billeau - 150grammes,3760178791427,150 grammes,,['Billeau'],['France'],"['sUcre', 'farine BlO française ', 'gluten', ""poudre d'amandes"", 'crème ', 'lait', 'lait', ""blancs d'oeufs"", 'anis vert 0,4%', 'épices 0,4% ', 'poivre', 'muscade', 'cannelle', 'girofle', ' Peut contenir des traces de fruits à coque et de sésame', ' Sans colorant', 'sans conservateur', 'sans huile de palme']",['Non végétalien'],?,381,6,75,"5,3","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']","['Sans colorants', 'Sans huile de palme', 'Sans conservateurs']",6 g,en quantité modérée,,,53 g,en quantité élevée,0 g,en faible quantité,,-15%,1594 kj(381 kcal),-15%,-63%,,,+12%,53,+67%,-28%,0,-100%,0,-100%,,,,,C,,4,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['saint leon sur l isle'],,,,,"['Œufs', 'Gluten', 'Lait']",,,,
351,Cuisses de poulet fermier,2145940005703,,,,['France'],[],[],?,151,"7,9",0,20,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']","['Bio', 'Bio européen']",7.9 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,0.23 g,en faible quantité,,-21%,632 kj(151 kcal),-21%,-36%,"2,4",-28%,-100%,0,-100%,+9%,"0,23",-70%,"0,092",-70%,-1,-128%,A,-128%,C,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
352,Bruschetta olive et capperi - Florelli,3760077535450,,,['Florelli'],['France'],[],[],?,367,"39,1",2,"0,6",,['Fabriqué en Italie'],,,,,,,,,,,1536 kj(367 kcal),,,"5,3",,,"0,3",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
