,name,bar_code,quantity,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,packaging,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,traceability_code,additives,nova_score,allergens,brand_owner,ingredients_origins,link,palm_ingredients,origin_detail
316,Petit épeautre - Monoprix Bio - 500g,3350033716445,500 g,['France'],"[""Blé de petit épeautre issu de l'agriculture biologique"", ' Traces de soja']",[],?,344,1439 kj(344 kcal),"2,4","0,4",60,"6,7",15,"0,02","0,008","['Bio', 'Bio européen', 'FR-BIO-01']",['Monoprix Bio'],,"['Carton', 'Etui en carton']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Blés', 'Petits épeautres']",['Monoprix'],2.4 g,en faible quantité,0.4 g,en faible quantité,6.7 g,en quantité modérée,0.02 g,en faible quantité,,+5%,+5%,-28%,-27%,+6%,+98%,+17%,-25%,-25%,-5,,A,,,,,,,,,,,"['EMB 43062A', 'Chaspuzac (Haute-Loire, France)', 'FSC-C123652']",,,['Gluten'],,['France'],,,
317,Fleur de sel,3760058542699,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Assortiment chocolats - Laima,4750001943696,,['France'],[],[],?,460,1925 kj(460 kcal),23,"7,8",59,56,"4,2",0,0,,['Laima'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Eridanous,4056489126492,,['France'],[],[],?,392,1640 kj(392 kcal),"6,1","1,3","65,6","5,2","13,4","1,9","0,76",,['Eridanous'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Crème glacée vanille - Auchan,3596710482269,,['France'],[],[],?,181,757 kj(181 kcal),"7,9","5,1",23,23,"4,3",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Nutriscore', 'Nutriscore D']",['Auchan'],B,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['Auchan'],7.9 g,en quantité modérée,5.1 g,en quantité élevée,23 g,en quantité élevée,,,,-18%,-17%,-28%,-26%,-12%,+3%,+29%,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
321,Terrine de porc noir de bigorre au madiran,3760039288318,,['France'],[],[],?,406,1699 kj(406 kcal),"37,2","13,2","3,9",1,"12,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Huile d'Olive Vierge Extra Le Moulin Antonin - 500ml,3770012239237,500ml,['France'],"[""Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par procédés mécaniques""]",[],?,884,3699 kj(884 kcal),100,14,0,0,0,0,0,['Origine France'],['Le Moulin Antonin'],B,['bouteille en verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Géant'],100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,+5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['13650 Graveson'],,,,,,['France'],http://www.udol.fr,,
323,Brioche tranchée aux œufs frais,3760066691976,,['France'],[],[],?,344,1439 kj(344 kcal),"9,8","4,5",55,16,"7,9","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Selección mix de gominolas,8411823509571,,['France'],[],[],?,332,1389 kj(332 kcal),0,0,"79,7","58,5","3,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Pur jus de raisin Muscat,3299791009379,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Over de top - Verkade,8710412038578,,['France'],[],[],?,547,2289 kj(547 kcal),34,19,49,45,"7,3","0,3","0,12","['Agriculture durable', 'en:UTZ Certified']",['Verkade'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Les Croisés - Dés Nature 100% lait de vache,3564706610347,,['France'],[],[],?,213,891 kj(213 kcal),17,11,"0,5","0,5",15,"2,8","1,12",,['Les Croisés'],D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,17 g,en quantité modérée,11 g,en quantité élevée,0.5 g,en faible quantité,2.8 g,en quantité élevée,,-35%,-35%,-36%,-38%,-59%,-33%,-26%,+115%,+115%,17,+24%,D,+24%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
328,Gyoza with vegetables - Vici - 400g,4770190078702,400 g,['France'],[],[],?,150,628 kj(150 kcal),"1,8","0,32","26,6","0,8","5,3","0,8","0,32",,['Vici'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Farine de blé,3760013640071,,['France'],[],[],?,355,1485 kj(355 kcal),"0,8","0,2",73,"1,8",12,0,0,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,0.8 g,en faible quantité,0.2 g,en faible quantité,1.8 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,-40%,-15%,+5%,+18%,+10%,-100%,-100%,-1,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,
330,Merlot rosé,4056489232506,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Pain choco PB selection U ×10 - Super U,,,['France'],[],[],?,250,1046 kj(250 kcal),1,1,94,1,1,1,"0,4",,['Super U'],D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,,-37%,-37%,-95%,-92%,+122%,-92%,-86%,+11%,+11%,7,-64%,C,-64%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,
332,Carrot mix,5603493004866,,['France'],[],[],?,59,247 kj(59 kcal),"0,5","0,04",15,13,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Farine de blés - 100g,3760178370165,100 g,['France'],[],[],?,340,1423 kj(340 kcal),"1,2",0,72,0,10,0,0,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,1.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-1%,-1%,-10%,-100%,+3%,-100%,-8%,-100%,-100%,-1,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,
334,Bananes séchées,3481010090316,,['France'],[],[],?,537,2247 kj(537 kcal),"26,6","26,6","56,6",33,0,,,,,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,26.6 g,en quantité élevée,26.6 g,en quantité élevée,33 g,en quantité élevée,,,,+10%,+11%,+6%,+38%,-6%,+59%,-100%,,,,,,,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,,,,,
335,Nouilles blé et sarrasin - Monoprix,3350033722156,,['France'],[],[],?,351,1469 kj(351 kcal),"1,3","0,4",67,"1,5",16,"0,74","0,296",,['Monoprix'],,['Sachet en plastique'],,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 68115A', 'Guewenheim (Haut-Rhin, France)']",,,,,,,,
336,Pain d'epice au miel,3263629992225,,['France'],[],[],?,326,1364 kj(326 kcal),"0,8","0,17","75,5","43,4","2,9","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Purée de tomate - 680g,8056157170143,680 g,['France'],[],[],?,27.799999237061,116 kj(27 kcal),"0,2",0,4,4,"1,3","0,1","0,04",,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,0.2 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0.1 g,en faible quantité,,-47%,-43%,-82%,-100%,-31%,-11%,-18%,-78%,-78%,-5,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,,,,,,,,,,
338,Succès au citron,4056489137702,,['France'],[],[],?,359,1502 kj(359 kcal),"21,4","9,8","34,2","28,5","9,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Blanquette de veau aux riz et aux champignons de paris,3329260200492,,['France'],[],[],?,118,494 kj(118 kcal),"4,5","2,3","8,2","0,2","10,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Kokos chips - Alnatura,4104420218444,,['France'],[],[],?,623,2607 kj(623 kcal),53,49,24,22,7,"0,43","0,172",['Bio'],['Alnatura'],,,,['Alnatura'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Mozzarella di bufala,8032636941275,,"['France', 'Espagne']",[],[],?,256,1071 kj(256 kcal),"21,9","15,2","0,8","0,7","14,7","0,8","0,32",,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,21.9 g,en quantité élevée,15.2 g,en quantité élevée,0.7 g,en faible quantité,0.8 g,en quantité modérée,,-4%,-4%,-5%,-4%,+8%,+14%,+2%,+31%,+31%,11,+8%,D,+8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
342,Pane de cabillaud,3061433029874,,['France'],[],[],?,197,824 kj(197 kcal),"8,2","0,8",17,"2,2","13,2","0,88","0,352",,,E,['Barquette en plastique'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Poissons panés de cabillaud']",,8.2 g,en quantité modérée,0.8 g,en faible quantité,2.2 g,en faible quantité,0.88 g,en quantité modérée,,+3%,+5%,+0%,-5%,+5%,+88%,+5%,+38%,+38%,0,,B,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,,,"['FR 85.182.007 CE', 'Pouzauges (Vendée, France)']",,,,,,,,
343,Detox tea - 30g,8718774019075,30 g,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Creatina BIG,8425252159573,,['France'],[],[],?,61,255 kj(61 kcal),"0,3",0,"14,7",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Haricots verts tres fin - Leader Price,3263851376466,,['France'],[],[],?,25,105 kj(25 kcal),0,0,3,"0,5","1,7","0,5","0,2",,['Leader Price'],B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",['Leader Price'],0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,,-7%,-5%,-100%,-100%,-1%,-47%,+8%,-4%,-4%,-4,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,,,,
346,JOURNAL d'un dégonflé ça déménage !,9791023512328,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Jus de gingembre,0745125094939,,['France'],[],[],?,4,17 kj(4 kcal),"0,004","0,003","0,9","0,87","0,004",0,0,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Con Granella di Pan di Stelle,46536112,,['France'],[],[],?,527,2205 kj(527 kcal),"30,2","5,3","53,1",51,"8,3","0,113","0,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Kelloggs choco Krispies - Kellogg's,5053827207133,,['France'],[],[],?,382,1598 kj(382 kcal),"1,9","0,9",84,17,"6,3","0,65","0,26",,"[""Kellogg's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Gewürzspekulatius,4009176006003,,['France'],[],[],?,478,2000 kj(478 kcal),"20,4",11,"66,3","26,7",6,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,"Noix de cajou grillées, arromatisées curry",2600299043429,,['France'],[],[],?,580,2427 kj(580 kcal),"44,2","8,6","25,9","8,6","18,2","1,96","0,784",,,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,44.2 g,en quantité élevée,8.6 g,en quantité élevée,8.6 g,en quantité modérée,1.96 g,en quantité élevée,,-3%,-3%,-4%,+1%,+1%,+33%,-3%,+213%,+213%,14,+85%,D,+85%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,
352,"Brioche fourrée au saucisson - Roger de Lyon - 0,400kg",3033124720704,"0,400kg",['France'],[],[],?,287,1201 kj(287 kcal),15,"6,1",23,"2,3",15,"1,7","0,68",,['Roger de Lyon'],B,,"['Snacks', 'Snacks sucrés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Viennoiseries', 'Saucissons briochés', 'Pains briochés']",,15 g,en quantité modérée,6.1 g,en quantité élevée,2.3 g,en faible quantité,1.7 g,en quantité élevée,,-8%,-5%,-21%,-30%,+6%,-13%,+11%,+8%,+8%,16,-9%,D,-9%,71.4%,16.0%,8.3%,3.7%,0.6%,0.0%,82,,,"['FR 69.270.001 CE', 'Chaponnay (Rhône, France)']",,,,,,,,
353,Pain de campagne - 500g,4955638436577,500 g,['France'],[],[],?,249,1042 kj(249 kcal),"1,4","0,6",50,"2,1","7,6","1,5","0,6",,,,['Sachet en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Chakalaka Happy cashew,4260394567039,,['France'],[],[],?,421,1761 kj(421 kcal),"31,7","6,3","19,2","1,8","14,8",1,"0,4","['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Olives noires en rodelles en saumure - 350g,8423329002166,350 g,['France'],[],[],?,147,615 kj(147 kcal),14,"2,1","7,3",0,1,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Téma - 330mL,0745125051949,330 mL,['France'],"['Eau', 'extrait de yerba maté bio ', '45g pour 1L']",[],5,1,5 kj(1 kcal),0,0,"1,5",1,"0,1",0,0,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans sucre ajouté', 'Sans additifs', 'Sans additifs artificiels']",['TÉMA'],,['Brique en carton Tetra Pak'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",,0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,-97%,-98%,-97%,-100%,-100%,-82%,-87%,-74%,-100%,-100%,2,-66%,C,-66%,,,,,,,,Boisson biologique à l'extrait de maté,['France'],,,1,['Caféine'],,"['France', 'Argentine']",https://www.temamate.com,,
357,Kombucha,3770013582011,,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,C,,"['Boissons', 'Boissons au thé', 'Kombuchas']",,,,,,,,,,,,,,,,,,,,,,,,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,,
358,Huile olive - Oliveraie Jeanjean,3760143531171,,['France'],[],[],?,823,3443 kj(823 kcal),"91,5","12,6",0,0,0,,,,['Oliveraie Jeanjean'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Mini poivron doux,20411558,,['France'],[],[],?,19,79 kj(19 kcal),"0,2",0,"4,5","3,1","0,7",0,0,,,,['pet-tub'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Confiture de fruits rouges de nos regions - Les Sens du Terroir,3437340069256,,['France'],"['Fruits rouges ', ""fraises de Dordogne 23 g - framboises de Corrèze 17g - cassis d'Ile-de-France 11g - sucre de canne - gélifiant : pectines""]",[],?,225,941 kj(225 kcal),"0,5",0,54,54,"0,6",0,0,,['Les Sens du Terroir'],D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",,0.5 g,en faible quantité,0 g,en faible quantité,54 g,en quantité élevée,0 g,en faible quantité,,+3%,+3%,+97%,-100%,+3%,+7%,+10%,-100%,-100%,9,-5%,C,-5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['E440 - Pectines'],4,,,,,,
361,Tava Hada Pilpelta,3760288590507,,['France'],[],[],?,15,63 kj(15 kcal),1,1,"2,5",0,"0,7",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Huile de Canola No Name,0060383676469,,['France'],[],[],?,800,3347 kj(800 kcal),90,5,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Buchweizen Drink - Natumi - 1l,4038375025447,1 l,['France'],"['Water', 'buckwheat*', '12', '5%', 'sunflower oil*', 'sea salt', '* from organic farming', '** Contains naturally occuring sugars from fermented buckwheat']","['Végétalien', 'Végétarien']",?,51,213 kj(51 kcal),"1,1","0,2","8,4","5,6","1,6","0,1","0,04","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'DE-ÖKO-001', 'Agriculture UE', 'en:FSC', 'FSC Mix', 'Sans sucre ajouté', 'Sans lactose', ""À l'huile de tournesol""]",['Natumi'],,['Tetrapak'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales']",,1.1 g,en faible quantité,0.2 g,en faible quantité,5.6 g,en quantité modérée,0.1 g,en faible quantité,,-29%,-28%,-76%,-93%,+46%,+52%,+19%,+16%,+16%,1,-48%,B,-48%,,,,,,,,,,,,,,,['Allemagne'],,,
364,Thé Vert Au Jasmin - compagnie coloniale - 50grammes,3760166260201,50 grammes,['France'],"['Aromatisierter grüner Tee/ Herkunft : China THE VERT AU JASMIN Ingrédients/Zutaten : 3-5 Thé vert', 'fleurs de jasmin 1%/green tea', 'jasmine flowers 1% / grüner Tee', 'Jrsminblüten 1% DLUO/best before/Mindestens haltbar bis: Lot/batch/l 04/06/0e']",[],?,?,,?,,?,,?,,,,['compagnie coloniale'],,['boîte en carton'],['Thé au jasmin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.compagnie-coloniale.com,,
365,"Chocolat, crème glacée au lait frais et ses copeaux - Monoprix Gourmet",3350033006423,,['France'],[],[],?,134,561 kj(134 kcal),8,"5,5",13,12,"1,8",,,,['Monoprix Gourmet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Haricot vert - comte de la charnaye - 720ml,3255691003046,720 ml,['France'],"['haricots verts extra-fins', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,16,67 kj(16 kcal),"0,2",0,"1,5","0,8","1,1","0,8","0,32",['Sans conservateurs'],['comte de la charnaye'],,['Verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Premium plantain chips doux épicé  MAPALÉ,7709164115188,,['France'],[],[],?,494,2067 kj(494 kcal),22,11,32,32,3,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Minute Aka Miso -  - 150g,4902663014331,150 g,['France'],"['Pâte de soja 68% ', 'eau', 'graines de soja', 'riz', 'sel', 'eau', 'alcool', 'sel', 'extrat de varent', 'extrait de levure en poudre', 'poudre de varech', ""extrait d'anchois""]","['Non végétalien', 'Non végétarien']",?,139,582 kj(139 kcal),"4,2","0,8","16,5","6,7",9,"10,7","4,28",,,,,['Sauce miso'],,4.2 g,en quantité modérée,0.8 g,en faible quantité,6.7 g,en quantité modérée,10.7 g,en quantité élevée,,,,,,,,,,,12,,D,,,,,,,,,,,,,3,"['Poisson', 'Soja']",,,,,
369,Sanddornol kapseln - 100gélules,4250382205319,100 gélules,['France'],"[""Huile d'argousier "", '71 %', '*', 'gélatine', 'produit humidifiant glycérine', "" *Issue de l'agriculture biologique"", "" DE-ÖKO-001 79 % des ingrédients issus de l'agriculture sont cultivés conformément aux règles de base de l'agricult Chaque gélule contient 500 mg d'huile d'argousier pure"", ' par ration quotidienne ', '=3 gélules', "" pour 100 g de gélules par gélule 1500 mg 74g 500 mg Huile d'argousier 1500 mg 74 g 500 mg dont graisses 555 mg 27 g 185 mg""]","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,,,,['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E428 - Gélatine'],4,,,,,,
370,My muesli Eiskönigin II - 60g,4251680800633,60g,['France'],"['DE Bio-Knuspermüsli mit gepuffien Weizen-Reis-Hlerzen', 'rdeg afftem Weizen mit Honig aus den : Knuspermüsi 00%', ' Hdletude Horig""', 'Sonmenblumenāl""', 'Dinkehweizenflocken""', 'gepufte Wetetiieg ', '39', ' ', 'Weizenmehl""', 'Reismehl""', 'Reissirup""', 'farbendes lebensmite nut as Retich""', 'Agfel und schwarzer Johannisbeere""', 'Meersaz', 'gafighnta tbestide"" ', '259', 'getocknete Agfebsticke""', ""gepufter Weizen nit hng Htoig'"", 'gepufter Weizen""', ' ""Aus biologischem Anbau', ' Totz götu Si te veinzet Scholenteile', 'Obststeine oder andere Plonzenteie taten sein', ' Hinweis für Alleroiker: Konn Spuen von Sche iten', 'Erdissen', 'Soj', 'Lupinen', 'Sesam', 'Mich und fiem athoten']",[],?,400,1674 kj(400 kcal),"8,3","1,1","63,1","8,4","13,6",,,['Bio'],['My muesli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Pur jus de pomme de demain,3423182102046,,['France'],[],[],?,47,197 kj(47 kcal),"0,1",0,12,11,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Nectar orange pêche abricot - U Bio - 1l,3256228406224,1 l,['France'],"['Jus de fruit à base de concentrés et purées de fruits 50% : orange* 37%', 'pêche* 8%', 'abricot* 5%', 'eau', 'sucre de canne*', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique', "" *ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",177,41,177 kj(41 kcal),"0,5","0,1","9,6","9,6","0,5","0,03","0,012","['Bio', 'Bio européen', 'FR-BIO-01', 'en:FSC', 'Conditionné en France']","['U Bio', 'U']",,['Brique'],"['Boissons', 'Boissons avec sucre ajouté']","['Magasins U', 'Super U']",0.5 g,en faible quantité,0.1 g,en faible quantité,9.6 g,en quantité élevée,0.03 g,en faible quantité,-60%,-52%,-52%,+33%,-40%,-52%,-48%,-7%,-20%,-20%,9,-24%,D,-24%,,,,,,,,,,,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",3,,,,,,
373,Naturally just oat - Iparlat,8436586780050,,['France'],[],[],?,45,188 kj(45 kcal),"0,9","0,2","8,3","3,8","0,9","0,1","0,04",,"['Iparlat', 'Natur All']",E,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande"", ""Laits d'amande natures non sucrés""]",,0.9 g,en faible quantité,0.2 g,en faible quantité,3.8 g,en quantité modérée,0.1 g,en faible quantité,,+18%,+18%,-58%,-19%,+123%,+38%,+4%,+14%,+14%,0,-100%,B,-100%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,,,,,
374,Sauce Tomates & Olives / Câpres (280 GR),8024749600064,,['France'],[],[],?,55,230 kj(55 kcal),"3,1","0,5","4,8","4,6","1,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Farfalle - Marks & Spencer,00671606,,['France'],[],[],?,354,1481 kj(354 kcal),"1,4","0,3","71,5","1,6","12,3","0,1","0,04",,['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,L'original lait - Côte d'Or,7622210898227,,['France'],"['Sucre', 'pâte de cacao', 'lait écrémé en poudre', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'arômes', ' Cacao : 33 % minimum', ' Peut contenir fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2201,550,2201 kj(550 kcal),29,18,56,55,"7,8","0,33","0,132",['Cocoa Life'],"[""Côte d'Or""]",E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,29 g,en quantité élevée,18 g,en quantité élevée,55 g,en quantité élevée,0.33 g,en quantité modérée,-3%,-1%,-5%,-16%,-8%,+8%,+12%,+9%,+42%,+42%,24,-6%,E,-6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,Chocolat au lait,,,['E322i - Lécithine'],4,"['Lait', 'Soja']",,,,,
