,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,traceability_code,packaging,additives,palm_ingredients,allergens,nova_score,manufacturing,markets,ingredients_origins,link,generic_name,brand_owner
78,délices et chefs - Volatys - 1kg,76245732,['France'],[],[],?,99,414 kj(99 kcal),"1,3",,?,,?,,,['Volatys'],C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.3 g,en faible quantité,,,,,,,,-24%,-24%,-55%,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,1 kg,,['sachet surgelés'],,,,,['35740'],,['Pologne'],,,
79,Mini moricette jambon oeuf en mimosa sumac,3760149949192,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Prosciutto di parma,2255189025650,['France'],[],[],?,269,1125 kj(269 kcal),"18,1",6,"0,3",0,"26,3","5,2","2,08",,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de Parme', 'en:raw-cured-ham']",18.1 g,en quantité modérée,6 g,en quantité élevée,0 g,en faible quantité,5.2 g,en quantité élevée,,+5%,+5%,+12%,+7%,-18%,-100%,-3%,+7%,+7%,18,-1%,D,-1%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['AOP'],,,,,,,,,,,,,
81,Flan nappe caramel - Bio Village - 500g,06337035,['France'],[],[],?,114,477 kj(114 kcal),"3,5","2,3",18,16,"2,7","0,1","0,04",['Bio Village'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",500 g,"['FR 89.209.001 CE', 'Jouy (Yonne, France)']",,,,,,,['Leclerc'],,,,
82,Oeufs bio -,3760117520620,['France'],[],[],?,?,,?,,?,,?,,,,C,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs frais', 'en:Organic eggs']",,,,,,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,
83,Vin bourgogne gamay,3760011904427,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Cake aux fruits,3281320830400,['France'],[],[],?,407,1703 kj(407 kcal),"16,5","1,9","55,1","27,2",5,"1,7","0,68",,C,"['Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",16.5 g,en quantité modérée,1.9 g,en quantité modérée,27.2 g,en quantité élevée,1.7 g,en quantité élevée,,+5%,+4%,+7%,-57%,-2%,-19%,+3%,+190%,+190%,19,+14%,E,+14%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,['Fabriqué en France'],,,,,,,,,,,,,
85,Protein shake,9400581045628,"['Australie', 'France']",[],[],?,64,268 kj(64 kcal),"0,4","0,3","6,5","5,7","8,2","0,056","0,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,
86,Galette et palet breton,0654479699489,['France'],[],[],?,519,2171 kj(519 kcal),21,14,69,25,6,"1,1","0,44",,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",21 g,en quantité élevée,14 g,en quantité élevée,25 g,en quantité élevée,1.1 g,en quantité modérée,,+4%,+4%,-17%,-15%,+14%,-3%,+2%,+25%,+25%,25,+4%,E,+4%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,,
87,Fireball Cinnamon Whisky,0088004146689,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Pain aux graines,0290002013454,['France'],[],[],?,229,958 kj(229 kcal),5,"0,79",34,"0,8","8,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Tisane d'allaitement Natur'elle,8455448796688,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', ""Tisanes d'allaitement""]",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
90,Quenelles de brochet - Royans,3266140057763,['France'],[],[],?,202,845 kj(202 kcal),12,"1,4",16,"1,2","7,6","1,1","0,44","['Royans', 'Saint Jean']",,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",12 g,en quantité modérée,1.4 g,en faible quantité,1.2 g,en faible quantité,1.1 g,en quantité modérée,,+5%,+5%,-2%,-72%,+24%,+56%,+4%,+7%,+7%,3,-64%,C,-64%,,,,,,,,,,,,,,,,,,,,,
91,Advanced slimming formula,3700225620096,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Cookies au thé matcha et au citron,3226219011171,['France'],[],[],?,487,2038 kj(487 kcal),23,"4,5",60,24,"8,6","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
93,Mangue,7756386000242,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Mangues']",,,,,,,,,,,,,,,,,,,,,,,15.0%,0.0%,0.0%,83.7%,1.0%,0.3%,25,,,,,,,,,,,,,,
94,Rillettes de canard,3462644001480,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
95,Vinaigre balsamique framboise,3760194200545,['France'],[],[],?,116,485 kj(116 kcal),"0,1",0,24,"20,8","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
96,Delices des sommets - La Confiserie Bressaude,3389681002471,['France'],[],[],?,400,1674 kj(400 kcal),0,0,98,77,0,0,0,['La Confiserie Bressaude'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Escargots De Bourgogne 89G,3295522332099,['France'],[],[],?,312,1305 kj(312 kcal),29,19,"3,1",2,"9,7","1,5","0,6",,C,"['Viandes', 'Escargots', 'Escargots de Bourgogne']",29 g,en quantité élevée,19 g,en quantité élevée,2 g,en faible quantité,1.5 g,en quantité modérée,,+23%,+23%,+43%,+40%,+33%,+191%,-13%,+26%,+26%,19,+57%,E,+57%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,,,,,,,,,,,,,
98,Magret de canard à la provençale,2404346081675,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
99,Haddock,0240609062713,['France'],[],[],?,100,418 kj(100 kcal),"0,73","0,13",0,0,"23,5","4,62","1,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Chocolate marmol,8413248303383,['France'],[],[],?,404,1690 kj(404 kcal),"16,9","3,3","57,5","21,4","4,8","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Pâté en croûte cocktail,0286078015744,['France'],[],[],?,227,950 kj(227 kcal),"11,1",6,"18,8","0,9","12,4","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Langue de boeuf sauce piquante aux cornichons - Tendre & Plus,2498786042242,['France'],[],[],?,153,640 kj(153 kcal),10,"3,6","3,8","1,7",12,1,"0,4",['Tendre & Plus'],E,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Langues de bœuf', 'Langues de bœuf sauce piquante']",10 g,en quantité modérée,3.6 g,en quantité modérée,1.7 g,en faible quantité,1 g,en quantité modérée,,+3%,+3%,+1%,-10%,-4%,+31%,+14%,+1%,+1%,3,-35%,C,-35%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,,,,,,,,,,,,,
103,Bonbons à la menthe avec édulcorants - Hema,8713745730768,['France'],[],[],?,?,,?,,?,,?,,,['Hema'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
104,Nems porc,3366760044140,['France'],[],[],?,240,1004 kj(240 kcal),11,"2,3",26,"2,1","7,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Poisson à la Bretonne - 400g,3512030016298,['France'],[],[],?,112,469 kj(112 kcal),"6,6",4,"2,9","1,8",10,"0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,
106,Aubergines grillées marinées - 1kg,3175690065527,['France'],[],[],?,67,280 kj(67 kcal),"3,7","0,6","3,7","2,6","1,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,
107,Chipolatas au canard 30%,0256630035428,['France'],[],[],?,265,1109 kj(265 kcal),22,"8,3","2,2","0,5",16,"1,5","0,6",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",22 g,en quantité élevée,8.3 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+11%,+11%,+16%,+15%,+88%,-21%,+4%,-17%,-17%,17,+2%,D,+2%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
108,Comté 12 mois AOP,2291882065791,['France'],[],[],?,418,1749 kj(418 kcal),35,22,0,0,27,"0,82","0,328",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",35 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.82 g,en quantité modérée,,+5%,+6%,+7%,+1%,-100%,-100%,+7%,-16%,-16%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
109,Tête roulée pistache bloc,2489987027428,['France'],[],[],?,212,887 kj(212 kcal),"15,8","0,9","0,2","0,06","17,08","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 43.177.003 CE', 'Saint-Didier-en-Velay (Haute-Loire, France)']",,,,,,,,,,,
110,Magret de canard,2205794005882,['France'],[],[],?,366,1531 kj(366 kcal),33,11,"0,6","0,6",16,"0,1","0,04",,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,,+8%,+8%,+13%,+10%,-52%,-10%,-11%,-94%,-94%,14,-24%,D,-24%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
111,Trio de poivrons coupés,2868044012537,['France'],[],[],?,24,100 kj(24 kcal),"0,233","0,051","4,67","4,37","1,035","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
112,Di Albicocca - Yoga,8001440116032,['France'],[],[],?,69,289 kj(69 kcal),"0,1",0,"16,1","16,1","0,2",0,0,['Yoga'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Citronade,0204902012790,['France'],[],[],?,40,167 kj(40 kcal),0,0,"6,1","5,4","0,8",0,0,,,"['Boissons', 'Citronnades']",0 g,en faible quantité,0 g,en faible quantité,5.4 g,en quantité modérée,0 g,en faible quantité,,+25%,+23%,-100%,-100%,-24%,-28%,+525%,-100%,-100%,10,-1%,E,-1%,,,,,,,,,,,,,,,,,,,,,
114,Noix de cajou,2600203040216,['France'],[],[],?,595,2489 kj(595 kcal),"43,9","7,8","30,2","5,9","18,2","0,03","0,012",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",43.9 g,en quantité élevée,7.8 g,en quantité élevée,5.9 g,en quantité modérée,0.03 g,en faible quantité,,-1%,-0%,-5%,-8%,+18%,-9%,-3%,-95%,-95%,5,-34%,C,-34%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,
115,Tranches de jambon de Vendée VPF,3449350001799,['France'],[],[],?,115,481 kj(115 kcal),11,4,1,"0,5",22,"4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,,,,,,,,,,
116,Duo de fruits,0208035035497,['France'],[],[],?,55,230 kj(55 kcal),0,0,12,10,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,
117,Chicken donut,5411431784400,['France'],[],[],?,252,1054 kj(252 kcal),14,"3,3",17,1,14,"1,1","0,44",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",14 g,en quantité modérée,3.3 g,en quantité modérée,1 g,en faible quantité,1.1 g,en quantité modérée,,-38%,-38%,-39%,-69%,-62%,-94%,+136%,+16%,+16%,5,-74%,C,-74%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,
118,Pate a tartiner,2330706937330,['France'],[],[],?,540,2259 kj(540 kcal),32,10,54,50,"8,4","0,16","0,064",,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",32 g,en quantité élevée,10 g,en quantité élevée,50 g,en quantité élevée,0.16 g,en faible quantité,,+3%,+4%,-1%,+23%,+7%,+14%,+35%,-12%,-12%,25,+22%,E,+22%,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
119,Filet de porc rôti cuit,2282937026249,['France'],[],[],?,195,816 kj(195 kcal),9,2,0,0,26,1,"0,4",,E,"['Viandes', 'Porc', 'Rôtis de porc']",9 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,+35%,+37%,+79%,-4%,-100%,-100%,+16%,-42%,-42%,2,-72%,B,-72%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
120,Flanc saveur cafe - La Ferme Saint Ulrich - 250g,3760174651961,['France'],[],[],?,92,385 kj(92 kcal),"3,25","1,98","13,01","12,71","2,89","0,15","0,06",['La Ferme Saint Ulrich'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
121,Cake pépites chocolat - 300g,3188591000207,['France'],[],[],?,410,1715 kj(410 kcal),16,"4,4",61,33,"5,9","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,
122,Maca,5056104503119,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Escalopes de dinde - Volandry,2860129024862,['France'],[],[],?,?,,?,,?,,?,,,"['Volandry', 'Marque Repère']",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,['Leclerc'],,,,
124,Poêlée paysanne,3439496409733,['France'],[],[],?,85,356 kj(85 kcal),2,"0,9",14,"3,4","1,6","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Ginger - Ecor,8019010184718,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,12,0,"0,01","0,004",['Ecor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-008']",,,,,,,,,,,,,
126,Vinaigre balsamique de modene aromatisé a la truffe -,8025386001368,['France'],"['Vinaigre Balsamique de Modène 55% ', 'vinaigre de vin', 'moùt de raisin cuit', 'jus de raisin concentré', 'amidon de mais', 'arôme-0', '2%']",[],?,190,795 kj(190 kcal),0,0,45,39,1,"0,125","0,05",,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",0 g,en faible quantité,0 g,en faible quantité,39 g,en quantité élevée,0.125 g,en faible quantité,,-10%,-10%,-100%,-100%,-10%,-7%,+50%,-2%,-2%,10,-8%,C,-8%,,,,,,,,,,,,,,,3,,,,,,
127,OYSTER SAUCE - LEE BRAND - 27.16oz,13215811,['France'],"['eau', ' extrait d’huître ', 'mollusque', ' ', '27%', ',\rsel', 'sucre', 'sauce de soja ', 'haricot de soja', 'sel', 'blé', '\répaississant ', 'E1422', ' colorant ', 'E150c', ' \rFabrique dans une usine utilisant arachide', 'sésame', 'et fruits de mer']","['Non végétalien', 'Non végétarien']",?,52,218 kj(52 kcal),0,0,13,"9,9",0,"8,2","3,28",['LEE BRAND'],,"['Epicerie', 'Sauces', ""Sauces à l'huitre""]",0 g,en faible quantité,0 g,en faible quantité,9.9 g,en quantité modérée,8.2 g,en quantité élevée,,-45%,-45%,-100%,-100%,-37%,-35%,-100%,-8%,-8%,12,-9%,D,-9%,,,,,,,,['Sans conservateurs'],27.16 oz,,['BOUTEILLE EN VERRE'],"['E1422 - Adipate de diamidon acétylé', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,"['Gluten', 'Mollusques']",4,['THAILANDE'],['PARISTORE'],,,,
128,Bureau vallée,2009000042889,['France'],[],[],?,500,2092 kj(500 kcal),"2,5",2,14,5,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Poulet,0253055024204,['France'],[],[],?,440,1841 kj(440 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Herbes de Provence bio - Notre Terre - 120g,3760197502813,['France'],[],[],?,377,1577 kj(377 kcal),"9,7",0,"64,9",0,8,0,0,['Notre Terre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],120 g,,,,,,,,,,,,
131,Canele Saint James x4,2030509003682,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Cake ctron,0200314020927,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Coconut crave,0187067000010,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'en:gluten-free']",,,,,,,,,,,,,
134,Bio banane,0211236008139,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
135,Guimauves,3389090022404,['France'],[],[],?,329,1377 kj(329 kcal),"0,3","0,2",79,54,"2,3","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,,,,,
136,Edinburgh Castle Assorted Shortbread 300G - 300g,39047016057,['France'],[],[],?,529,2213 kj(529 kcal),30,"18,7","58,2",0,"5,6","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,
137,Prefou ail frais,3760008180339,['France'],[],[],?,338,1414 kj(338 kcal),17,"11,4",38,2,8,"1,41","0,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Douchou,2068259442864,['France'],[],[],?,515,2155 kj(515 kcal),24,5,60,53,13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Lentilles vertes germées séchées,3760270210208,['France'],[],"['Végétalien', 'Végétarien']",?,312,1305 kj(312 kcal),"1,5","0,2",41,"4,6",24,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'en:gluten-free']",,,,,,,,,,,,,
140,Oeufs de cabillaud fumés,2470903061077,['France'],[],[],?,154,644 kj(154 kcal),4,1,"1,5","0,4",28,"3,4","1,36",,,"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Oeufs de cabillaud']",4 g,en quantité modérée,1 g,en faible quantité,0.4 g,en faible quantité,3.4 g,en quantité élevée,,+1%,+1%,+5%,+26%,+46%,-3%,+0%,-8%,-8%,11,+2%,D,+2%,,,,,,,,,,,,,,,,,,,,,
141,Poivre sauvage - 50g,3265960810039,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,,
142,Comté AOP LUCOTT.LC  MN12 Mois 34%,2887677031425,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
143,Calisson - Diane de Poytiers - 230g,3490453020033,['France'],"['Amandes', 'Melon confit ', 'melons', 'sirop de glucose-fructose', 'sucre', 'Sucre', 'Sirop de glucose-fructose', ""Blanc d'œufs"", ""Écorces d'oranges confites "", ""écorces d'orange"", 'sucre', 'Pain', 'enzyme ', 'fécule', 'huile de tournesol', 'Arômes naturels ', 'quinine']","['Sans huile de palme', 'Non végétalien']",?,444,1858 kj(444 kcal),17,"1,7",63,47,8,"0,36","0,144",['Diane de Poytiers'],B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",17 g,en quantité modérée,1.7 g,en quantité modérée,47 g,en quantité élevée,0.36 g,en quantité modérée,,+0%,+0%,-5%,+6%,+3%,-5%,+4%,+605%,+605%,14,-4%,D,-4%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,230 g,,,,,"['Œufs', 'Fruits à coque']",4,,,,,,
144,2502111008459,2502111008459,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,L'œuf lait,3110844785142,['France'],[],[],?,555,2322 kj(555 kcal),34,20,55,54,"7,1","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Semoule au lait,3760125340517,['France'],[],[],?,119,498 kj(119 kcal),"3,23","2,28","18,8","13,5","3,46",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Caramel beurre d' Aquitaine,0654479009448,['France'],[],[],?,347,1452 kj(347 kcal),"9,2","5,6",63,45,"2,4","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Taboulé a l'orientale,2280759018046,['France'],[],[],?,165,690 kj(165 kcal),"7,6","0,6",20,"2,6","3,4","1,3","0,52",,B,"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",7.6 g,en quantité modérée,0.6 g,en faible quantité,2.6 g,en faible quantité,1.3 g,en quantité modérée,,-7%,-7%,+12%,-15%,-15%,-36%,-21%,+37%,+37%,5,+87%,C,+87%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,,,,,
149,Simili truffes au cacao,8594183250427,['France'],[],"['Végétalien', 'Végétarien']",?,468,1958 kj(468 kcal),"30,5","10,17","48,8","32,5",7,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,
150,Frohe ostern - Merci - 120g,4014400915211,['France'],"['sucre', 'beurre de cacao', 'noisettes moulues ', '13,8 %', 'lait entier en poudre ', '12,6 %', 'pâte de cacao', 'babeurre en poudre', 'lactose', 'produit ieoe de lactosérum', 'graisse butyrique ', 'lait', 'émulsifiant: lécithines ', 'soja', 'arôme naturel', 'extrait de vanille', ' Chocolat au lait', ' cacao: 32 % minimum dans le chocolat', "" Peut aussi contenir des traces d'amandes"", ""d'arachides"", ""d'autres fruits à coque dure"", 'blé', 'épeautre et orge']",['Non végétalien'],?,558,2335 kj(558 kcal),"33,9","16,3","54,3","51,9","7,7","0,16","0,064",['Merci'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Aliments de Pâques', 'Œufs de Pâques']",33.9 g,en quantité élevée,16.3 g,en quantité élevée,51.9 g,en quantité élevée,0.16 g,en faible quantité,,+1%,+2%,+1%,-19%,+1%,-0%,+16%,-21%,-21%,26,-0%,E,-0%,,,,,,,,['Fabriqué en Allemagne'],120 g,,,['E322i - Lécithine'],,"['Lait', 'Soja']",4,,,,,,
