,name,bar_code,quantity,brand,categories,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,allergens,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,traceability_code,labels,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner,origin_detail,producer_info
1254,Sport Choc Chocolat au Lait - Biscuits St Georges - 125g,3173990025531,125 g,"['Biscuits St Georges', 'United biscuits']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits tablette de chocolat', 'Biscuits au chocolat au lait', 'Biscuits tablette de chocolat au lait']",['Carrefour'],['France'],"['farine de blé', 'chocolat au lait 40 % ', 'sucre', 'beurre et pâte de cacao', 'lait écrémé en poudre', 'lactose', 'matière grasse laitière anhydre', 'émulsifiant: lécithines', 'arôme naturel', 'sucre', 'huile de palme', 'sirop de glucose', 'poudres à lever ', ""carbonates d'ammonium et de sodium"", 'acide citrique', 'lactose et protéines de lait', 'sel', 'arômes', "" Peut contenir des traces d'euf"", 'de fruits à coque', 'de soja et de graines de sésame']","['E322 - Lécithines', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E330 - Acide citrique']","['Huile de palme', 'Non végétalien']",4,21.5 g,en quantité élevée,12.4 g,en quantité élevée,35.5 g,en quantité élevée,0.5 g,en quantité modérée,?,,497,-1%,2079 kj(497 kcal),-1%,"21,5",-9%,"12,4",-14%,68,+6%,"35,5",-4%,"6,6",-3%,"0,5",-12%,"0,2",-12%,23,-5%,E,-5%,D,"['Gluten', 'Lait']",84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,['Fabriqué en France'],,,,['Huile de palme'],,,
1255,Eucalyptus - Ricola - 50g,3174332018297,50 g,['Ricola'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['Carrefour'],['France'],"['isomalt', 'sorbitol', 'arômes naturels', 'extrait ', '0,2 %', ' d’eucalyptus et du mélange de 13 herbes Ricola', 'édulcorants ', 'aspartame', 'acésulfame\xadK', 'colorant ', 'chlorophylles']","['E953 - Isomalt', 'E420 - Sorbitol', 'E951 - Aspartame', 'E140i - Chlorophylles']",[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,234,-34%,979 kj(234 kcal),-35%,0,-100%,0,-100%,97,+16%,0,-100%,0,-100%,0,-100%,0,-100%,2,-86%,B,-86%,E,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,Bonbons Suisses aux Plantes sans sucres avec édulcorants,"['Carton', 'Plastique']","['EMB 68056C', 'Brunstatt (Haut-Rhin, France)']",,,"['4242 Laufen', 'Suisse']",,,,,
1256,Potabio du monde - Indien - Nat ali - 8.5g x 2 (produit préparé : 20cl x 2),3176800032026,8.5 g x 2 (produit préparé : 20 cl x 2),"['Nat ali', 'Nature et aliments']","['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées', 'Potage-deshydrate']","['Satoriz', 'Biocoop Caluire']",['France'],"['crème de riz*', 'légumes* 23% ', 'oignon*', 'pomme de terre*', 'céleri*', 'carotte*', 'champignon blanc*', 'potiron*', 'sel', 'farine de riz*', 'épaississants ', 'farine de graines de guar*', 'gomme de xanthane', 'curry*', 'cumin*', 'cannelle*', 'poivre blanc*', 'extrait de levure*', 'huile de tournesol*', 'curcuma*', 'livèche*', 'ail*', 'fenouil*', 'persil*', ""sucre*\r * produits issus de l'agriculture biologique""]","['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Végétalien', 'Végétarien']",4,,,,,,,,,?,,291,+116%,1218 kj(291 kcal),+110%,"2,2",-11%,"0,5",-46%,55,+152%,"8,9",+139%,"7,6",+99%,"12,4",+307%,"4,96",+307%,,,,,,['Céleri'],,,,,,,,Potage instantané,['2 sachets individuels'],['A1501904'],"['Bio', 'Végétarien', 'Bio européen', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,http://www.nature-aliments.com/index.php?page=shop.product_details&flypage=tpflypage_natali.tpl&product_id=155&category_id=6&option=com_virtuemart&Itemid=20,,,,
1257,Bioflan Sucre Vanille 1 - Natali,3176800032453,,['Natali'],,,['France'],"['INGRÉDIENTS / Sucre roux de canne* ', '71%', ' amidon de maïs* ', 'gélifiants : carraghénanes', 'agar-agar* ', ' extrait de vanille* ', '4%', ""poudre de gousses de vanille Bourbon'""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",[],4,,,,,,,,,?,,381,,1594 kj(381 kcal),,"0,5",,"0,1",,94,,72,,"0,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1258,Margarine cuisson 60%mg - Bona - 500g,3177350050140,500 g,['Bona'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",['Magasins U'],['France'],"['Huiles et graisses végétales 58,5% ', 'palme', 'palme partiellement hydrogénée', 'colza', 'palmiste', 'palmiste totalement hydrogénée', 'tournesol', 'olive', 'coprah', 'lin', 'karité', ' eau', ' matières grasses laitières ', 'lait', ' émulsifiants: E472c', 'E471', 'lécithine de soja', ' sel ', '0,6%', ' conservateur: sorbate de potassium', "" correcteur d'acidité: acide citrique: colorant: caroténoïdes"", ' arômes ', 'lait', ' anti-oxydant: E306']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E306 - Extrait riche en tocophérols']","['Huile de palme', 'Non végétalien']",4,60 g,en quantité élevée,30 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,?,,540,+15%,2259 kj(540 kcal),+16%,60,+17%,30,+104%,0,-100%,0,-100%,0,-100%,"0,6",+4%,"0,24",+4%,15,+36%,D,+36%,C,"['Lait', 'Soja']",83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,"['EMB 59090', 'Bondues (Nord, France)']",,,,,['Huile de palme'],,,
1259,Vahine flacon perles argentees,3179142897926,,['Vahine'],,['Magasins U'],['France'],"['sucre', 'farine de riz', 'sirop de glucose', 'colorant : argent', 'gélatine', 'sel']","['E174 - Argent', 'E428 - Gélatine']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,390,,1632 kj(390 kcal),,"0,5",,"0,1",,96,,85,,"0,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1260,Boudin Noir à l'ancienne aux pommes - Charcuteries bahier,3180054547052,,['Charcuteries bahier'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux pommes', 'Boudins noirs aux oignons', 'Boudin noir sauté']",,['France'],[],,[],,19 g,en quantité modérée,7.5 g,en quantité élevée,3 g,en faible quantité,1.3 g,en quantité modérée,?,,226,-5%,946 kj(226 kcal),-4%,19,+2%,"7,5",+5%,3,-41%,3,-27%,10,-6%,"1,3",+10%,"0,52",+10%,14,+3%,D,+3%,D,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,['Frais'],,['Sans conservateurs'],,,,,,,
1261,Jambon supérieur à couenne cuit au torchon,3180940066087,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,['France'],[],,[],,6 g,en quantité modérée,2.1 g,en quantité modérée,0.6 g,en faible quantité,1.9 g,en quantité élevée,?,,141,+7%,590 kj(141 kcal),+8%,6,+25%,"2,1",+14%,"0,8",+20%,"0,6",+1%,21,-0%,"1,9",+2%,"0,76",+2%,11,+56%,D,+56%,E,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['EMB 87065', 'Feytiat (Haute-Vienne, France)']",['Qualité supérieure'],,,,,,,
1262,Sel fin - Salinor,3183280006706,,['Salinor'],"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",['Magasins U'],['France'],['sel'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,100,+31%,40,+31%,,,,,B,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,
1263,"33 Export, -  - 33cle",3184520001284,33cle,,['Bierre'],['Super U'],['France'],"['Eau', ""mait d'orge"", 'mais', 'sirop de glucose', 'Extraits de houbion Valeurs nytritionnelles pour 100 ml : energie 167 kJ/40 kcal alcool']",,[],4,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.01 g,en faible quantité,167,,40,,167 kj(40 kcal),,"0,6",,0,,"3,7",,0,,"0,5",,"0,01",,"0,004",,0,,B,,,,,,,,,,,,['métal'],,,,,,,,,
1264,Croutons ail - Intermarché - 500g,3185202430224,500 g,['Intermarché'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['Intermarché'],['France'],"['Farine de blé ', 'gluten', 'huile de tournesol', 'sel', ""arôme naturel d'ail"", 'levure']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,28.8 g,en quantité élevée,2.7 g,en quantité modérée,1.4 g,en faible quantité,2.7 g,en quantité élevée,2032,+2%,485,+3%,2032 kj(485 kcal),+3%,"28,8",+40%,"2,7",-10%,"48,5",-18%,"1,4",-62%,"7,1",-25%,"2,7",+38%,"1,08",+38%,16,+10%,D,+10%,D,['Gluten'],87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,Croûtons goût ail,['Sachet plastique transparent'],"['14114A-241405-V1', 'EMB 14114A', 'Bures-sur-Dives (Calvados, France)']",,,['Aucune information'],,,,,
1265,"CAFE GRAIN LAOS BIO/CE 500G - Malongo - 250g e, 8,8Oz",3187570015096,"250g e, 8,8 Oz",['Malongo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,Café moulu 100% pur arabica,"['boîte métal', 'opercule métal', 'couvercle plastique', 'sous vide']",,"['Commerce équitable', 'Bio', 'Bio européen', 'Max Havelaar', 'FR-BIO-01', 'AB Agriculture Biologique', 'Entrepreneurs + Engagés', 'Entreprise du Patrimoine Vivant', 'Max-havelaar-france']",,['France'],,,,,
1266,Carat - Malongo - 250g,3187570015607,250g,['Malongo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']",,['France'],[],,[],,,,,,,,,,?,,1,-67%,4 kj(1 kcal),-71%,0,-100%,0,-100%,"0,3",-21%,0,-100%,"0,2",-51%,0,-100%,0,-100%,,,,,E,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,['Fabriqué en France'],,,,,,,
1267,Sauté  de Porc et Pommes de Terre à la Paysanne - La cuisine d'Océane - 300g,3188720601138,300 g,"[""La cuisine d'Océane""]","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés']",,['France'],"['Pommes de terre 30% ', 'content sulfites', 'viande de porc 25% ', 'viande de porc', 'eau', 'amidon modifié de tapioca', 'sel', 'eau', 'carottes 9%', 'lardons fumés 6% ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'conservateurs : E316', 'E250', 'oignons 6%', 'beurre demi-sel', 'crème fraiche', 'farines de blé et de riz', 'jus de citron', 'persil', 'sel', 'ail', 'épaississants: gomme guar et gomme xanthane', 'poivre']","['E14XX - Amidons modifiés', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Non végétalien', 'Non végétarien']",4,4 g,en quantité modérée,2.3 g,en quantité modérée,1.5 g,en faible quantité,0.7 g,en quantité modérée,?,,93,-49%,389 kj(93 kcal),-48%,4,-56%,"2,3",-19%,"7,1",-52%,"1,5",-31%,"6,3",-16%,"0,7",-32%,"0,28",-32%,3,-39%,C,-39%,,"['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",,,,,,,,Sauté de porc pommes de terre à la paysanne,"['Barquette', 'Carton', 'Plastique', 'Réfrigéré']",,['Sans arômes artificiels'],,,,,,,
1268,Dattes Deglet Nour bouquet - Brousse Vergez,3191220000127,,['Brousse Vergez'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes']",,['France'],['Dattes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2.1 g,en faible quantité,1.1 g,en faible quantité,59.3 g,en quantité élevée,0.01 g,en faible quantité,?,,294,-1%,1230 kj(294 kcal),-2%,"2,1",+642%,"1,1",+2122%,"60,2",-12%,"59,3",+1%,"3,1",+44%,"0,01",-54%,"0,004",-54%,8,+64%,C,+64%,C,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,
1269,Dattes Deglet Nour branchées - Aduna - 1kg,3191220000196,1 kg,['Aduna'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",,['France'],[],,[],,2.1 g,en faible quantité,1.1 g,en faible quantité,59.3 g,en quantité élevée,0.01 g,en faible quantité,?,,294,+0%,1230 kj(294 kcal),0%,"2,1",+556%,"1,1",+1497%,"60,2",-10%,"59,3",+3%,"3,1",+35%,"0,01",-61%,"0,004",-61%,3,-29%,C,-29%,C,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,"['Sans sucre ajouté', 'Sans conservateurs']",['Tunisie'],,,,,,
1270,Cornichons minis à l'estragon,3217450006620,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,['France'],[],,[],,1 g,en faible quantité,0.3 g,en faible quantité,0.2 g,en faible quantité,1.8 g,en quantité élevée,?,,23,-15%,96 kj(23 kcal),-10%,1,+238%,"0,3",+339%,"0,5",-85%,"0,2",-92%,"1,4",+39%,"1,8",+5%,"0,72",+5%,2,-8%,B,-8%,,,,,,,,,,,"['Bocal en verre', 'Couvercle en métal']",,,,,,,,,
1271,Thon à La Catalane - Casino - 252g,3222471051672,252 g,['Casino'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons à la Catalane']",['Casino'],['France'],"['Eau - thon 30% ', 'katsuwonus pelamis', ' - concentré de tomates 13', '6% - cornichons saumurés 8', '4% ', ""cornichons - eau - vinaigre d'alcool - sel - affermissant : chlorure de calcium"", ' - carottes 7', '6% - oignons 2', '6% - huile de colza - sucre - vinaigre de vin ', 'vinaigre de vin rouge', 'conservateur : sulfite acide de potassium', ' - sel - épaississants : gomme xanthane', 'gomme guar - amidon de riz - poivre - arôme naturel - colorant : extrait de paprika']","['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E228 - Sulfite acide de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E160c - Extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.7 g,en faible quantité,0.3 g,en faible quantité,4.1 g,en faible quantité,0.9 g,en quantité modérée,379,-5%,90,-7%,379 kj(90 kcal),-8%,"2,7",-34%,"0,3",-28%,6,+15%,"4,1",+12%,10,+10%,"0,9",-5%,"0,36",-5%,-1,,A,,D,"['Poisson', 'Anhydride sulfureux et sulfites']",86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,Thon à la sauce à la tomate et aux légumes,['Conserve'],,,,,,,,,
1272,Haricots verts extra-fins cueillis et rangés main - Casino - 400g,3222471135570,400 g,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']","['Géant Casino', 'Casino']",['France'],['Haricots vert - eau - sel'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,0.85 g,en quantité modérée,93,-6%,22,-8%,93 kj(22 kcal),-6%,0,-100%,0,-100%,"2,7",+2%,"0,6",-22%,"1,6",+8%,"0,85",+27%,"0,34",+27%,-4,,A,,B,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,Haricots verts extra-fins cueillis et rangés main,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve']","['EMB 77146J', 'Croissy-Beaubourg (Seine-et-Marne, France)']","['Point Vert', 'Eco-Emballages']",['Madagascar'],"['77183 Croissy-Beaubourg', 'Seine-et-Marne', 'Île-de-France', 'France']",,,,,
1273,Fromage de Chèvre - Casino - 180g,3222471153819,180 g,['Casino'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",['Casino'],['France'],"['Lait de chèvre pasteurisé ', 'Origine : UE', "" - sel - présure animale ou coagulant microbien - ferments lactiques et d'affinage "", 'contient lait']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,24 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,1211,+9%,292,+3%,1211 kj(292 kcal),+3%,24,+5%,17,+6%,0,-100%,0,-100%,19,+10%,"1,5",+11%,"0,6",+11%,14,+5%,D,+5%,D,['Lait'],91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,Fromage de chèvre au lait pasteurisé,['Carton'],,,,,,,,,
1274,Chocolat au lait noisettes - Casino - 2x 100g,3222471358573,2 x 100 g,"['Casino', 'Casino']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",['Casino'],['France'],"[""Sucre - éclats de noisettes torréfiées 22% - beurre de cacao - poudre de lait entier - pâte de cacao - lactose - poudre de lait écrémé - extrait de malt d'orge - émulsifiant : lécithine de colza - arôme"", 'traces de céréales contenant du gluten', 'soja', 'autres fruits à coque', '_oeuf', '_cacao : 30% minimum dans le chocolat']",['E322i - Lécithine'],['Non végétalien'],4,37 g,en quantité élevée,15 g,en quantité élevée,45 g,en quantité élevée,0.22 g,en faible quantité,2348,-0%,564,-1%,2348 kj(564 kcal),-1%,37,-3%,15,-14%,47,+1%,45,+2%,"9,2",+10%,"0,22",+16%,"0,088",+16%,23,-6%,E,-6%,E,"['Gluten', 'Lait', 'Fruits à coque']",84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,Chocolat supérieur au lait et aux éclats de noisettes,,"['EMB 42218J', 'Saint-Étienne (Loire, France)']","['Agriculture durable', 'en:UTZ Certified']",,,,,,,
1275,Chocolat Noir - Casino - 3x 100g,3222471363546,3 x 100 g,['Casino'],,['Casino'],['France'],"['Pâte de cacao - sucre - lactose - matière grasse de lait anhydre - émulsifiants : lécithine de colza - polyricinoléate de polyglycérol', ' Traces de céréales contenant du gluten', 'fruits à coque', 'oeuf et soja', ' Cacao : 50% minimum']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Sans huile de palme', 'Non végétalien']",4,,,,,,,,,2130,,510,,2130 kj(510 kcal),,28,,17,,53,,49,,"7,5",,"0,02",,"0,008",,,,,,,['Lait'],,,,,,,,Chocolat Noir,,,,,,,,,,
1276,Blanc de Dinde Doré au four 4 Tranches - Casino - 160g,3222472116950,160 g,['Casino'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de dinde en tranches']",['Casino'],['France'],"['Filets de dinde 87% - eau - sel - dextrose - bouillon de volaille ', 'sel - dextrose - graisse de volaille - arômes - plantes aromatiques', ' - arôme naturel - gélifiant : carraghénanes - conservateur : nitrite de sodium - colorant de surface : caramel ordinaire']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1.3 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en quantité élevée,424,-5%,100,-3%,424 kj(100 kcal),-3%,"1,3",-30%,"0,5",-15%,"1,1",-45%,"0,9",+12%,21,+10%,"1,8",-2%,"0,72",-2%,3,-29%,C,-29%,D,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"Blanc de dinde traité en salaison, cuit et bruni, de qualité supérieure","['Frais', 'Barquette et opercule plastique à jeter', 'Sous atmosphère protectrice']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Fabriqué en France', 'Info-Tri Point Vert', 'Moins de 2\xa0% de MG']",['Union européenne'],"['LDC Sablé (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI Saint Laurent - 72300 Sablé-sur-Sarthe', 'Sarthe', 'Pays de la Loire', 'France']",http://www.casinodrive.fr/ecommerce/affichageDetailProduit/WE80205/F-47135-charcuterie/P-52830-casino-blanc-de-dinde-4tr,,,,
1277,Boeuf bourguignon et ses pommes de terre - Casino - 300g,3222472376217,300 g,['Casino'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Plats préparés à réchauffer au micro-ondes', 'Bœufs bourguignons']",['CASINO'],['France'],"['Pommes de terre 25% - viande de bœuf cuisinée [viande de bœuf 20% ', 'origine UE', ' - eau - amidon transformé de tapioca - sel] - eau - carottes 11% - vin rouge 4,7% - champignons de Paris 3% ', 'champignons - eau - sel - acidifiant : acide citrique - antioxydant : acide ascorbique', ' - oignons - vin blanc - farines de blé et riz - huile de colza - arômes - concentré de tomates - sucre - fécule de manioc - oignons déshydratés - ail déshydraté - épaississants : gomme xanthane et gomme guar - colorant E150b - sucre caramélisé - sel - poudre de lait écrémé - aromates 0,05% ', 'thym - laurier - persil', ' Traces de poisson et de moutarde']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E150b - Caramel de sulfite caustique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1.8 g,en faible quantité,0.4 g,en faible quantité,3 g,en faible quantité,0.63 g,en quantité modérée,318,-13%,76,-21%,318 kj(76 kcal),-20%,"1,8",-38%,"0,4",-60%,"7,8",+34%,3,+103%,"6,2",-39%,"0,63",-22%,"0,252",-22%,-2,,A,,E,"['Gluten', 'Lait']",96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,Boeuf bourguignon et pommes de terre,,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",,,,,,,,
1278,"Poêlée à la parisienne Haricots verts, Pommes de terre, Carottes, Champignons, Lardons - Casino - 750g",3222472469797,750 g,['Casino'],"['Surgelés', 'Plats préparés', 'Poêlées', 'Plats préparés surgelés', 'Poêlée parisienne']",['Casino'],['France'],"['Haricots verts coupés cuits 32% - pommes de terre en cubes préfrites 22% ', 'pommes de terre - huile de tournesol - dextrose', ' - carottes 10% - champignons de paris émincés 10% - lardons cuits fumés 9% [poitrine de porc ', 'origine : france', "" - sel - dextrose - arôme de fumée - acidifiant : acide citrique - antioxydant : érythorbate de sodium - conservateur : nitrite de sodium] - eau - oignons - huile de tournesol - arôme naturel - persil - sel - extrait d'ail - épaississants : gomme xanthane"", 'gomme guar']","['E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Non végétalien', 'Non végétarien']",4,4.1 g,en quantité modérée,1.1 g,en faible quantité,1 g,en faible quantité,0.66 g,en quantité modérée,344,-14%,83,-14%,344 kj(83 kcal),-16%,"4,1",-1%,"1,1",-4%,"7,2",-26%,1,-47%,"2,8",-11%,"0,66",+15%,"0,264",+15%,0,,B,,,,,,,,,,,"Mélange assaisonné de haricots verts coupés, de pommes de terre en cubes préfrites, de carottes, de champignons de Paris et de lardons cuits fumés, surgelé",['Surgelé'],,"['Nutriscore', 'Nutriscore A']",,,,,,,
1279,4 petits pains précuits - Casino - 300g,3222472492566,300 g,['Casino'],['Petits pains précuits'],['Casino'],['France'],['Farine de blé - eau - levure - sel - farine de blé malté - agent de traitement de la farine: acide ascorbique'],['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.9 g,en faible quantité,0.2 g,en faible quantité,3.6 g,en faible quantité,1.5 g,en quantité modérée,1032,,244,,1032 kj(244 kcal),,"0,9",,"0,2",,50,,"3,6",,"7,4",,"1,5",,"0,6",,2,,B,,,['Gluten'],,,,,,,,4 Petits pains précuits,,,,,,,,,,
