,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,allergens,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,palm_ingredients,ingredients_origins,traceability_code,link
154,Sablé Nature Pur Beurre - La Sablésienne - 230g,3585730002472,['La Sablésienne'],,['France'],"['Farine de blé', 'beurre frais 21,2 %', 'sucre', 'œufs', 'sel', 'lait écrémé en poudre', 'poudre à lever: bicarbonate de sodium']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,497,2079 kj(497 kcal),21,"14,5",70,27,"6,5","0,875","0,35",['E500ii - Carbonate acide de sodium'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",3,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",21 g,en quantité élevée,14.5 g,en quantité élevée,27 g,en quantité élevée,0.875 g,en quantité modérée,,+1%,+1%,-10%,+4%,+11%,+6%,+5%,+28%,+28%,24,+10%,E,+10%,,230 g,"['boîte', 'métal', 'Plastique']",['Pur beurre'],C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,
155,Petits Sablés De Sarthe Pur Beurre - Marquise De Sablé,3585730002724,['Marquise De Sablé'],,['France'],"['F : Sablés nature 1670 Farine de blé', 'beurre frais 23,3%', 'sucre', 'œufs', 'sel', 'amidon', ' Les informations en gras sont destinées aux personnes intolérantes et allergiques', ' Fabriqué dans un atelier qui utilise également d sésame', 'du soja', ""des fruits à coques et d'autre céréales contenant du gluten"", ""A conserver l'abri de la lumière"", ""de la chaleur et de l'humidité""]",['Non végétalien'],?,497,2079 kj(497 kcal),21,"14,5",70,"23,5","6,5","0,875","0,35",,['Œufs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Les petits sablé au chocolat - Marquise De Sablé - 100g,3585730002731,['Marquise De Sablé'],,['France'],"['Sablés pépites de chocolat : farine de blé', 'beurre frais 18', '9%', 'sucre', 'pépites de chocolat 10', '6% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'œufs', 'sel', 'lait écrémé en poudre', 'poudre à lever : bicarbonate de sodium', ' Fabriqué dans un atelier qui utilise également du sésame', 'du soja', ""des fruits à coques et d'autres céréales contenant du gluten,""]",['Non végétalien'],?,493,2063 kj(493 kcal),"21,7",15,"66,3","32,1","6,8","0,68","0,272","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",['Œufs'],4,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,"['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,
157,Petits fondants a l orange et gouttes de chocolat - 1670 Marquise De Sablé,3585730002762,['1670 Marquise De Sablé'],,['France'],"['Farine de blé', 'beurre frais', 'sucre', 'œufs', 'pépites de chocolat 6,6% ', 'sucre pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', ""pépites d'orange 3"", '3% ', ""pulpe d'orange"", 'saccharose', 'pomme', 'dextrose', ""fibre d'ananas"", ""arôme naturel d'orange"", ""arôme natu- rel d'orange 0"", '3%', ' Fabriqué dans un atelier qui utilise également du sésame', 'du soja', ""des fruits à coques et d'autres cé- réales contenant du glutens A conserver à l'abri de la lumière"", ""de la chaleur et de l'humidité""]",['Non végétalien'],?,417,1745 kj(417 kcal),23,14,47,"26,5","5,6","0,26","0,104",['E322i - Lécithine'],"['Œufs', 'Gluten']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Les petits fondants à la framboise -,3585730002779,,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,,,,,,,,,,,,,,,,,,,,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
159,Les langues de chat -,3585730002786,,,['France'],[],[],?,349,1460 kj(349 kcal),"24,7","15,5","28,4","25,9","3,3","0,08","0,032",,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Langues de chat']",24.7 g,en quantité élevée,15.5 g,en quantité élevée,25.9 g,en quantité élevée,0.08 g,en faible quantité,,-21%,-21%,+55%,+84%,-58%,-32%,-43%,-83%,-83%,19,-5%,E,-5%,,,,['Fabriqué en France'],D,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,,,,
160,"Macaron Caramel,Boîte En Métal",3585730002823,,,['France'],[],[],?,337,1410 kj(337 kcal),"5,1","0,8","68,7","62,7","4,1","0,02","0,008",,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",5.1 g,en quantité modérée,0.8 g,en faible quantité,62.7 g,en quantité élevée,0.02 g,en faible quantité,,-21%,-21%,-71%,-82%,+24%,+25%,-52%,-86%,-86%,14,-20%,D,-20%,,,,,D,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,
161,La centaine,3585730003103,,,['France'],[],[],?,441,1845 kj(441 kcal),"19,2","12,1","59,5","23,7","6,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
162,Chocolat noir billes de caramel,3585730031939,,,['France'],[],[],?,556,2326 kj(556 kcal),"36,8","22,3","47,4","44,6",6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Sable nature pur beurre,3585730032158,,['Magasins U'],['France'],[],[],?,497,2079 kj(497 kcal),21,"14,5",70,27,"6,5","0,875","0,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Les Petits Sablés fève Tonka,3585730032677,,,['France'],[],[],?,436,1824 kj(436 kcal),"19,8","12,5","57,1","23,5","6,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
165,Assortiment de chocolats - La Sablésienne,3585730033025,['La Sablésienne'],,['France'],[],[],?,481,2013 kj(481 kcal),27,"15,5","52,7","44,5",5,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Les petits sablés bio graines de chia et goût citron - La Sablésienne,3585730033070,['La Sablésienne'],,['France'],[],"['Végétalien', 'Végétarien']",?,410,1715 kj(410 kcal),"16,9","2,1","55,4","18,3","7,2","0,5","0,2",,,,['Sablés au citron'],16.9 g,en quantité modérée,2.1 g,en quantité modérée,18.3 g,en quantité élevée,0.5 g,en quantité modérée,,,,,,,,,,,13,,D,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
167,Les langues de tigre -,3585730033117,,,['France'],[],[],?,415,1736 kj(415 kcal),"23,5","14,3","44,5","26,5","5,8","0,1","0,04",,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Langues de chat']",23.5 g,en quantité élevée,14.3 g,en quantité élevée,26.5 g,en quantité élevée,0.1 g,en faible quantité,,-6%,-6%,+48%,+70%,-34%,-31%,-1%,-79%,-79%,20,0%,E,0%,,,,,D,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,,,,
168,Douceurs de Jeanne - Menthe - Mémoires sucrées - 3*16g,3585796053432,['Mémoires sucrées'],,['France'],"['sucre', 'réglisse 9%', 'arômes', 'menthol', 'vanilline', 'anéthol', 'gomme arabique', 'oxyde de titane', 'cire de caranauba']",[],?,?,,?,,?,,?,,,"[""E414 - Gomme d'acacia"", 'E171 - Oxyde de titane']",,4,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,,,,,,,,,,,,,,,,,,"Pastilles à la réglisse, enrobage arôme menthe",3*16g,['boîtes métal et plastique'],,C,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['France'],,
169,Thé Noir à la Cannelle - Kusmi Tea - 250g,3585801000048,['Kusmi Tea'],,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés']",,,,,,,,,,,,,,,,,,,,,,,Thé Noir à la Cannelle,250 g,"['boîte', 'métal']",,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
170,Thé Noir Aromatisé Earl Grey Goût Polonais - Kusmi tea,3585801000208,['Kusmi tea'],,['France'],"['Mélange de thés noirs Chine et de Ceylan aromatisé argamote', 'citron et citron vert']",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,1,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
171,Thé English Breakfast Boîte - Kusmi tea,3585801000277,['Kusmi tea'],,['France'],['Thé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,1,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
172,"Kusmi Grøn Bouquet De Fleurs, 250 G - Kusmi Tea",3585801000437,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"Kusmi Grøn St. Petersbourg, 250 G - Kusmi Tea",3585801000451,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Earl Grey Déthéiné aux Agrumes - Kusmi tea,3585801000512,['Kusmi tea'],,['France'],['Thé noir cle Chine déthéiné aromatisé bergamote et aorumes'],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
175,Algothe - Kusmi Tea,3585801000604,['Kusmi Tea'],,['France'],"['Mélange de thé vert de Chine', "" menthe et d' algues""]",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,1,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
176,Kusmi Tea,3585803000169,['Kusmi Tea'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Green Darjeeling - Kusmi Tea,3585803000367,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,-56%,-54%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-75%,B,-75%,,,,['Fabriqué en France'],B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
178,The Vert Bouquet - Kusmi Tea -  g,3585803000411,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,
179,Chcocolat noir framboise - Bovetti,3585803000428,['Bovetti'],,['France'],[],[],?,56,234 kj(56 kcal),1,0,1,0,"8,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Thé Vert à l'amande - Kusmi tea,3585803000435,['Kusmi tea'],,['France'],['Green China tea With scent of almond'],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
181,Kusmitea Violet Black Tea - Kusmi Tea,3585803000480,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
182,"Kusmi Irish Blend, 125 G - Kusmi Tea",3585804000205,['Kusmi Tea'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"Kusmi Bourbon Vanille Te, 125 G - Kusmi Tea",3585804000243,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Thé Lapsang Souchong Boîte Métal - Kusmi tea,3585804000335,['Kusmi tea'],,['France'],"['Lapsang Souchong NO 21 Ingrédient : Thé noir de Chine fumé 85/900c', "" 03-4'""]",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,['Aucun'],,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
185,Kusmi Tea The Vert Zoubrovka (125g Dose),3585804000380,['Kusmi Tea'],,['France'],['Thé vert de Chine aromatisé herbe de bison'],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Thé Spicy Chocolate - Kusmi Tea - 125g,3585804000472,['Kusmi Tea'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,,,,,
187,Sencha Fukuyu - Kusmi Tea - 100g,3585804000564,['Kusmi Tea'],['Kusmi'],['France'],['thé vert'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,1,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés verts japonais', 'Thés Sencha', 'Thés Fukuju']",,,,,,,,,,,,,,,,,,,,,,,Thé vert,100g,"['Boîte', 'métal']",,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Japon'],,
188,Thé Troika 20 Sachets Mousseline - Kusmi Tea,3585809000026,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"Kusmi Sweet Love, 25 G - Kusmi Tea",3585809000224,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,"['EMB 76657', ""Saint-Vigor-d'Ymonville (Seine-Maritime, France)""]",
190,Genmaïcha - Kusmi Tea - 25g,3585809000248,['Kusmi Tea'],['Kusmi Tea'],['France'],"['mélange de thé vert du Japon avec des grains de maïs et de riz soufflés', 'goût de noisette', 'excellent glacé']",[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,Thé,25 g,['métal'],,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Japon'],,
191,Thé Boost - Kusmi tea,3585810015118,['Kusmi tea'],,['France'],"['ВOOST Mélange de maté', 'thé vert', 'écorce de cannelle', ""се gingembre et cardamome Arômes d'épices 250g NET""]",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,1,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,-56%,-54%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-75%,B,-75%,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
192,"Thé Vert à La Fraise, 20 Sachets Mousseline - Kusmi Tea",3585810017051,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Thé Euphoria - Kusmi tea,3585810020013,['Kusmi tea'],,['France'],['Mélange de maté grillé aromatisé chocolat et orange'],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
194,Thé Tsarevna édition Limitée - Kusmi tea,3585810036953,['Kusmi tea'],,['France'],"['Thé noir', 'épices', 'réglisse', ""écorces d'orange"", 'arômes orange', 'vanille et amande 250 g NET o 85/900C 3-41']",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,['Fruits à coque'],4,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
195,Mélange Bio De Plantes Et De Thé Vert Løvely Morning,3585810038797,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
196,Lovely morning - Løv Organic - 0.46oz,3585810038803,['Løv Organic'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46 oz,,"['Bio', 'en:USDA Organic']",,,,,,,,,,,,,
197,Løv Organic Bio Geschenkset All My Løv Rooibos - Lov organic,3585810040844,['Lov organic'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
198,Tsarevna - Kusmi tea,3585810042299,['Kusmi tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,The vert aux grains de riz grilles et soufflés - Kusmi Tea - 90g,3585810046136,['Kusmi Tea'],,['France'],[],[],?,1,4 kj(1 kcal),1,1,3,2,1,1,"0,4",,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés aromatisés']",,,,,,,,,,-67%,-67%,+2451%,+14105%,+667%,+684%,+438%,+58380%,+58380%,7,+443%,D,+443%,,90g,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
200,Thé glacé Double Cool - Kusmi Tea,3585810046150,['Kusmi Tea'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Coffret infusion,3585810047515,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
202,Lov organic - Løv,3585810047614,['Løv'],,['France'],"['Weißer Tee* ', 'Aromen Passionsfrucht', 'Ringelblume*', ' *Aus ôkologischem Anbau']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:USDA Organic']",,,,,,,,,,,,,
203,Lov organic mangue passion,3585810047652,['Lov organic'],,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Coffret White - Lov organic,3585810048307,['Lov organic'],,['France'],[],[],?,2,8 kj(2 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
205,Thé Tsarevna 150 Ans Boîte Métal - Kusmi Tea,3585810048437,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Tsarevna - Kusmi Tea,3585810049823,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Thé noir a la violette - Kusmi Tea,3585810050829,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
208,Thé noir à la pomme - Kusmi Tea,3585810050836,['Kusmi Tea'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés']",,,,,,,,,,+100%,+70%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-11%,B,-11%,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
209,Thé noir au caramel - Kusmi Tea,3585810050843,['Kusmi Tea'],,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés']",,,,,,,,,,,,,,,,,,,,,,,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
210,The noir a la vanille - Kusmi Tea,3585810050874,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),"0,1","0,01","0,2","0,01",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,The vert earl grey aux agrumes - Kusmi Tea,3585810050928,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Thé vert aux fruits rouges - Kusmi Tea,3585810050935,['Kusmi Tea'],,['France'],"['KusmiKlassiK Thé vert aux fruits rouges Red berry green tea ', 'Fr', ' Thé vert aronratisé fruits rouges • Ingrédients: thé vert', 'arômes', 'fraises', 'framboises', 'cerises', 'groseilles']",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,thé sencha - Kusmi tea,3585810050980,['Kusmi tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Oolong fancy - Kusmi Tea,3585810051000,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Løv Tee Rooibos Chai Merken - Lov organic,3585810057026,['Lov organic'],,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
216,Sucre matriochka - Kusmi Tea,3585810057538,['Kusmi Tea'],,['France'],[],[],?,400,1674 kj(400 kcal),0,0,"99,7","99,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Melange de thes noirs - Kusmi Tea,3585810057576,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
218,Bouquet de fleurs n°108 - Kusmi Tea,3585810060880,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Kusmi tea bleu ice,3585810061368,['Kusmi Tea'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Earl grey edition 500 ans Le Havre - Kusmi Tea,3585810061375,['Kusmi Tea'],,['France'],"['Earl Grey ingrédients : Thé noir', 'écorces de citron ', '2%', 'huile essentielle de bergamo']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,1,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
221,LOV IS GREEN (vegetables and fruits herbal tea) -,3585810061948,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
