,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,additives,nova_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,packaging,ingredients_origins,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,palm_ingredients
399,BOX BEEF ONION & CHEDDAR  (torsades sauce au boeuf oignons & cheddar) - Fleury Michon - 300g,3302747875024,['France'],"['Pâtes torsades 52% ', 'eau', 'semoule de blé dur', 'curcuma', 'eau', 'amidons transformés de riz', 'cheddar 4', '3% ', 'lait', 'sel', 'ferments lactiques', 'présure', 'coagulant ', ' colorant : rocou', 'crème fraîche,\xa0boeuf cuit 3', '3%\xa0', 'viande de boeuf', 'huile de colza', ',\xa0emmental', 'fromage blanc,\xa0oignons\xa0frits 1', '5% ', 'oignons', 'huile de tournesol', ',\xa0huile de colza', 'gorgonzola', 'sel', 'poivre', 'curcuma']","['Non végétalien', 'Non végétarien']",701,?,701 kj(168 kcal),"5,9","2,8",22,"2,3","6,9","0,78","0,312",['Fleury Michon'],"['Gluten', 'Lait']","['E14XX - Amidons modifiés', 'E160b - Rocou']",4,300 g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes instantanées', 'Plats préparés à réchauffer au micro-ondes', 'Box']",5.9 g,en quantité modérée,2.8 g,en quantité modérée,2.3 g,en faible quantité,0.78 g,en quantité modérée,+12%,,+10%,-4%,+3%,+28%,+36%,+14%,+7%,+7%,2,-21%,B,-21%,"['Viande-francaise', 'Experimentation Etiquetage Nutritionnel 2016', 'Point Vert', 'Sans conservateurs', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore C', 'Origine France', 'Viande-bovine-francaise']",,"Pâtes torsades, cheddar, sauce bœuf et oignons","['Frais', 'Boîte', 'Carton', 'Plastique']",['Viande de bœuf origine France'],"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",['Casino'],,,,,,,,['France'],http://www.fleurymichon.fr/produit/box-beef-onion-cheddar-torsades-sauce-au-boeuf-oignons-cheddar,
400,"Poulet jus au thym, risotto champignons et parmesan  - Fleury Michon - 280g",3302747880028,['France'],"['Poulet rôti ', 'poulet 30%', 'amidon de tapioca', 'dextrose', 'sel', 'riz cuit 22% ', 'eau', 'riz', 'eau', 'crème fraîche 4,9%', 'champignons 4,5% ', 'champignons de Paris', 'sel', 'panier champêtre 4,5% ', 'bolets jaunes', 'pleurotes', 'shiitakes', 'pholiotes', 'parmesan 4,2%', 'bouillon de veau ', 'eau', 'os de veau', 'vin blanc', 'concentré de tomate', 'sel', 'huile de colza', 'carotte', 'oignon', 'céleri', 'thym', 'laurier', 'badiane', 'fond de volaille ', 'eau', 'os de poulet', 'sel', 'amidon transformé de riz', 'échalotes', 'oignons', 'beurre', 'fibre de chicorée', 'huile de colza', 'sel', 'ail', 'thym 0,07%', 'persil', 'poivres']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",610,?,610 kj(146 kcal),"4,8","2,4",12,"< 0,5",13,"0,8","0,32",['Fleury Michon'],"['Céleri', 'Lait']",['E14XX - Amidons modifiés'],4,280g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']",4.8 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en quantité modérée,+5%,,-1%,-19%,+43%,-12%,-74%,+62%,-5%,-5%,1,-30%,B,-30%,"['en:gluten-free', 'Sans arômes artificiels', 'Experimentation Etiquetage Nutritionnel 2016', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore B', 'en:palm-oil-free']",D,Poulet riz,"['Boîte', 'Frais', 'Etui']",,"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",['Casino'],78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,
401,Parmentier aux Patates Douces et Poulet au Thym - Fleury Michon - 300g,3302747887027,['France'],"['Eau', 'patates douces 19%', 'poulet cuit [poulet 16', '8%', 'bouillon de légumes ', 'eau', 'sel', 'huile de colza', 'carotte', 'oignon', 'céleri', 'thym', 'laurier', 'badiane', 'sel', 'poivre]', 'potimarron', 'jus de cuisson du poulet', 'flocons de pommes de terre 4', '9% ', 'pommes de terre déshydratées', 'extrait d’épices', 'crème fraîche', 'champignons ', 'champignons de Paris', 'sel', 'panier champêtre ', 'bolets jaunes', 'pleurotes', 'shiitakes', 'pholiotes', 'crème de riz', 'chapelure 1', '8% ', 'farine de blé', 'eau', 'sel', 'levure', 'beurre', 'emmental 0', '9%', 'persil', 'échalotes', 'sel', 'poudre de lait écrémé', 'concentré de tomates', 'huile de colza', 'ail', 'paprika 0', '07%', 'muscade', 'poivre', 'poudre de jaune d’œuf', 'caramel ', 'sucre', 'eau', 'thym 0', '0005%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",471,?,471 kj(113 kcal),"5,1","2,2",10,"2,2","7,2","0,8","0,32",['Fleury Michon'],"['Céleri', 'Œufs', 'Gluten', 'Lait']",,3,300 g,"['Plats préparés', 'Plats préparés à réchauffer au micro-ondes']",5.1 g,en quantité modérée,2.2 g,en quantité modérée,2.2 g,en faible quantité,0.8 g,en quantité modérée,-15%,,-15%,-6%,+7%,-22%,+26%,+8%,+3%,+3%,1,-29%,B,-29%,"['Sans arômes artificiels', 'Viande-francaise', 'Experimentation Etiquetage Nutritionnel 2016', 'Sans colorants', 'Sans matière grasse hydrogénée', 'Sans conservateurs', 'Expérimentation Nutriscore', 'en:palm-oil-free', 'Poulet Français', 'Experimentation NutriScore 0']",,Parmentier aux patates douces et poulet au thym,"['Barquette', 'Frais', 'Plastique', 'Carton']",['Poulet de France'],"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']","['Franprix', 'Casino']",,,,,,,,"['France', 'Vendée']",http://www.fleurymichon.fr/produit/parmentier-aux-patates-douces-et-poulet-au-thym,
402,Poulet moutarde et riz,3302747900023,['France'],[],[],?,122,510 kj(122 kcal),"3,1","0,8",15,"0,6","8,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",,,,,,,,,,,
403,Batonnet crabe - Fleury Michon - 320g,3302748022021,['France'],"['Chair de poisson 42 % eau', ' amidons ', 'dont blé', 'lait écrémé réhydraté', 'huile de colza', 'sucre', 'sel', 'arômes naturels ', 'contient crustacés', 'mollusques', 'poissons', 'colorant extrait de paprika 0,03 %']",['Non végétalien'],?,111,464 kj(111 kcal),"4,5","0,4","9,5","3,5","8,1","1,5","0,6",['Fleury Michon'],"['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques']",,4,320 g,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Produits panés', 'Poissons panés', 'Surimi', 'Batonnets de poisson', 'en:preparations-made-from-fish-meat']",4.5 g,en quantité modérée,0.4 g,en faible quantité,3.5 g,en faible quantité,1.5 g,en quantité modérée,,-38%,-36%,-42%,-64%,-35%,+97%,-24%,+34%,+34%,2,-3%,B,-3%,"['Sans arômes artificiels', 'Sans polyphosphates', 'Sans conservateurs', 'Pêche durable']",E,,"['Frais', 'Plastique']","['Océan Pacifique', 'Océan Pacifique Nord-Est']","['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['France'],https://www.fleurymichon.fr/produit/le-batonnet-moelleux-2,
404,Le Bâtonnet Moelleux - Fleury Michon - 18 + 10Bâtonnets,3302748027026,['France'],"['Chair de poisson 38%', 'eau', 'amidons ', 'dont blé', 'lait écrémé réhydraté', 'huile de colza', 'sucre', 'sel', 'arômes naturels ', 'contient crustacés', 'mollusques', 'poissons', 'colorant ', 'extrait de paprika 0,03%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",481,?,481 kj(115 kcal),"4,5","0,4",11,"2,8","7,5","1,8","0,72",['Fleury Michon'],"['Crustacés', 'Poisson', 'Gluten', 'Mollusques']",['E160c - Extrait de paprika'],4,18 + 10 Bâtonnets,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Frais', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",4.5 g,en quantité modérée,0.4 g,en faible quantité,2.8 g,en faible quantité,1.8 g,en quantité élevée,-4%,,-3%,-4%,-38%,-4%,-2%,+0%,+5%,+5%,4,-9%,C,-9%,"['Sans arômes artificiels', 'Sans polyphosphates', 'Sans conservateurs']",B,Bâtonnets de poisson,"['Frais', 'Barquette et films en plastique à jeter']","['Océan Pacifique', 'Océan Atlantique', 'Océan Atlantique Nord-Est', 'Océan Pacifique Nord-Est']","['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",['Franprix'],52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,['France'],,
405,BOX Black pepper - Fleury Michon - 300g,3302748072026,['France'],"['Pâtes collerettes\xa048', '9% ', 'eau', 'semoule de blé dur', 'oeufs', 'curcuma', 'eau', '_viande de boeuf 7', '4%', 'crème fraîche,\xa0crème de riz', 'farine de blé', 'huile de colza', 'emmental,\xa0échalotes', 'chapelure ', 'farine\xa0de\xa0blé', 'eau', 'sel', 'levure', 'sel,\xa0trompettes réhydratées 0', '6%', ""extrait de malt d'orge,\xa0poivre noir 0"", '17%', ""poudre de jaune d'oeuf"", 'caramel ', 'sucre', 'eau']","['Non végétalien', 'Non végétarien']",654,?,654 kj(156 kcal),"6,5","2,7",19,"1,6","5,9","0,77","0,308",['Fleury Michon'],"['Œufs', 'Gluten', 'Lait']",,3,300 g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes instantanées', 'Plats préparés à réchauffer au micro-ondes', 'Box']",6.5 g,en quantité modérée,2.7 g,en quantité modérée,1.6 g,en faible quantité,0.77 g,en quantité modérée,+4%,,+3%,+5%,-0%,+10%,-5%,-2%,+5%,+5%,3,+18%,C,+18%,"['Viande Française', 'Sans conservateurs', 'Expérimentation Nutriscore', 'Experimentation Etiquetage Nutritionnel 2016', 'Expérimentation Nutriscore B', 'Viande-bovine-francaise']",,Pâtes sauce au poivre noir et viande de boeuf,['Carton'],,,['Casino'],,,,,,,,,,
406,Riz crémeux jambon emmental - Fleury Michon - 280g,3302748094028,['France'],"['Eau', 'riz cuit 28% ', 'eau', 'riz', ',\xa0jambon cuit de qualité choix\xa010', '7% ', 'jambon de porc', 'dextrose', 'sel', 'bouillons\xa0', 'eau', 'os de porc', 'viande de porc', 'épices', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'crème fraîche 9', '3%', 'champignons 8', '7% ', 'champignons de Paris', 'sel', 'emmental 3', '5%', 'oignons frits ', 'oignon', ""huile d'olive"", 'sel', 'amidons de riz', 'huile de colza,\xa0sel,\xa0ciboulette 0', '3%', 'ail', 'poivre', 'muscade']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",471,?,471 kj(113 kcal),"5,3","2,8",12,"< 0,5","4,8","0,77","0,308",['Fleury Michon'],['Lait'],"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,280 g,"['Plats préparés', 'Frais', 'Plats à base de riz', 'Plats préparés frais', 'Plats préparés à réchauffer au micro-ondes']",5.3 g,en quantité modérée,2.8 g,en quantité modérée,0.5 g,en faible quantité,0.77 g,en quantité modérée,-16%,,-26%,+16%,+83%,-37%,-66%,-26%,-4%,-4%,4,+134%,C,+134%,"['en:gluten-free', 'Sans arômes artificiels', 'Viande-francaise', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'en:palm-oil-free', 'Afdiag', 'Viande-porcine-francaise']",,"Riz à la crème, jambon cuit et emmental","['Frais', 'Plastique', 'Carton', 'Atmosphère protectrice']",['France'],,['Carrefour'],,,,,,,,"['France', 'Vendée']",http://www.fleurymichon.fr/produit/riz-cremeux-jambon-emmental,
407,Couscous au poulet légumes cuisinés - Fleury Michon - 280g,3302748114023,['France'],"['Farine de maïs 24%', 'eau', 'poulet traité en salaison ', 'poulet 15', '6%', 'amidon de tapioca', 'dextrose', 'sel', 'carottes 13%', 'mélange légumes 10% ', 'courgette', 'navet', 'poivron rouge', 'pois chiche 3', '8%', 'huile de colza', 'concentré de tomates', 'raisins réhydratés ', 'raisin', 'huile de colza', 'oignons', 'amidon transformé de riz', 'sel', 'ail', 'gélatine de boeuf', 'cumin,\xa0arôme naturel de céleri rave,\xa0thym', 'coriandre', 'harissa ', 'piment extra fort', 'piment doux', 'ail', 'curcuma', 'sel']","['Non végétalien', 'Non végétarien']",451,?,451 kj(108 kcal),"3,3","0,4",14,"1,9","5,9","0,75","0,3",['Fleury Michon'],['Céleri'],"['E14XX - Amidons modifiés', 'E428 - Gélatine']",4,280 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de semoule', 'Plats à la volaille', 'Couscous préparés', 'Plats au poulet']",3.3 g,en quantité modérée,0.4 g,en faible quantité,1.9 g,en faible quantité,0.75 g,en quantité modérée,-22%,,-29%,-23%,-66%,-20%,-11%,-21%,-1%,-1%,1,+1673%,B,+1673%,"['en:gluten-free', 'Sans conservateurs', 'Afdiag']",D,,,,,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,
408,Escalope de volaille à la crème - Fleury Michon - 300g,3302748123476,['France'],[],[],?,?,,?,,?,,?,,,['Fleury Michon'],,,,300g,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,
409,Aiguillettes de canard au poivre vert écrasée de pommes de terre - Fleury Michon - 300g,3302748124022,['France'],"['Lait écrémé réhydraté', 'aiguillettes de canard traitées en salaison ', 'canard 21', '9%', 'amidon de tapioca', 'dextrose', 'sel', ',\xa0pommes de terre 13%', 'eau', 'crème fraîche', 'flocons de pommes de terre 4', '9% ', 'pommes de terre déshydratées', ""extrait d'épices"", 'fond de volaille ', 'eau', 'os de poulet', 'sel', ',\xa0 échalotes', 'beurre,\xa0concentré de tomates', 'moutarde de dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sel', 'amidon transformé de riz', 'poivre vert 0', '3% ', 'poivre', 'eau', 'sel', 'vinaigre', ',\xa0ail', 'armagnac', 'muscade', 'poivre noir', 'curcuma']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",466,?,466 kj(111 kcal),"4,4","2,5","9,6","2,4","8,6","0,8","0,32",['Fleury Michon'],"['Lait', 'Moutarde']",['E14XX - Amidons modifiés'],4,300g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard']",4.4 g,en quantité modérée,2.5 g,en quantité modérée,2.4 g,en faible quantité,0.8 g,en quantité modérée,-45%,,-53%,-74%,-58%,+128%,+225%,-42%,-30%,-30%,1,-90%,B,-90%,"['en:gluten-free', 'Sans arômes artificiels', 'Experimentation Etiquetage Nutritionnel 2016', 'Sans colorants', 'Sans conservateurs', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore B', 'en:palm-oil-free', 'Afdiag', 'FR-003-073']",D,"Aiguillettes de Canard, écrasée de pommes de terre, poivre vert","['Boîte', 'Carton', 'Sachet', 'Plastique']",['Hongrie'],"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']","['Leclerc', 'Auchan', 'Casino']",80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,['France'],http://www.fleurymichyon.fr,
410,Filet de Saumon sauce béarnaise et petites pommes de terre - Fleury Michon - 290g,3302748125029,['France'],"['Pommes de terre 55%', 'saumon Atlantique\xa0', 'saumon\xa0Atlantique 23%', 'sel', 'eau', 'crème fraîche', 'beurre 1', '7%', 'huile de colza', 'estragon 1%', 'oeuf 0', '9%\xa0', ""jaune d'oeuf"", 'sel', 'sel', 'amidon transformé de riz', 'vinaigre de vin\xa0blanc', 'vin blanc', 'échalotes 0', '08%', 'curcuma', 'poivres ', ' épaississant : gomme de xanthane']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",566,?,566 kj(135 kcal),"7,9","2,8",10,"0,6","6,5","0,8","0,32",['Fleury Michon'],"['Œufs', 'Poisson', 'Lait']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",4,290 g,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Filets de poissons', 'Plats préparés au poisson', 'Saumons', 'Plats préparés à réchauffer au micro-ondes']",7.9 g,en quantité modérée,2.8 g,en quantité modérée,0.6 g,en faible quantité,0.8 g,en quantité modérée,-25%,,-30%,-35%,+10%,+403%,+29%,-63%,-53%,-53%,1,-83%,B,-83%,"['en:gluten-free', 'Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free', 'Afdiag']",E,"Pommes de terre, saumon sauce béarnaise","['Carton', 'Plastique', 'Sous vide']",,"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",['Leclerc'],96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,"['France', 'Vendée']",http://www.fleurymichon.fr,
411,Mini nuggets - Fleury Michon - 840g (3x280g),3302748190027,['France'],"['Pâtes coquillettes cuites 47% ', 'eau', 'semoule de blé dur', 'curcuma', 'préparation de viande de pr et panée traité en salaison 15% [préparation de viande de poulet 60% ', 'filet de poulet', 'eau', 'amidon de tapioca', 'dextrose', 'sel', 'proteines de de bié', 'huile de colza', 'bouillon de d', ' colza]', 'eau', 'emmental 8', '4%', 'crème fraîche', 'volaille feau', 'os de poulet', 'sel', 'sel', 'ail', 'épices', "" Traces eventuelles d'oeufs"", ' Poulet origine Pologne']","['Non végétalien', 'Non végétarien']",?,174,728 kj(174 kcal),"7,6","3,2",18,"0,5","7,6","0,68","0,272",['Fleury Michon'],['Lait'],,4,840 g (3x280 g),"['Viandes', 'Plats préparés', 'Plats à base de pâtes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Plats préparés à réchauffer au micro-ondes', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet', 'en:Macaroni and cheese', 'en:Chicken nuggets and macaroni and cheese']",7.6 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.68 g,en quantité modérée,,-24%,-24%,+35%,+25%,-48%,-85%,-10%,-21%,-21%,4,-35%,C,-35%,,D,,,,,,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,
412,Bâtonnets - Fleury Michon,3302748214020,['France'],[],[],?,?,,?,,?,,?,,,['Fleury Michon'],,,,,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,,,,,,,,,,,,,,,,,,,,,,,B,,"['sous vide', 'Frais']",,"['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,['France'],,
413,Le Coeur Frais fromage basilic - 14 bâtonnets - Fleury Michon - 224g,3302748263028,['France'],"['Eau', 'chair de poisson 29 %', 'fromage basilic 15 % ', 'fromage', 'basilic 0,7 %', 'sel', 'huile de tournesol', 'ail', 'amidons ', 'dont blé', 'huile de colza', 'sucre', 'sel', 'arôme naturel ', 'contient crustacés', 'mollusques', 'poissons', 'colorant : extrait de paprika']","['Non végétalien', 'Non végétarien']",559,?,559 kj(134 kcal),"7,1","3,1",11,"3,3","6,4","1,8","0,72",['Fleury Michon'],"['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques']",['E160c - Extrait de paprika'],4,224 g,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",7.1 g,en quantité modérée,3.1 g,en quantité modérée,3.3 g,en faible quantité,1.8 g,en quantité élevée,+12%,,+12%,+51%,+378%,-4%,+15%,-14%,+5%,+5%,11,+149%,D,+149%,"['Sans polyphosphates', 'Arômes naturels', 'Sans colorants artificiels', 'Sans conservateurs']",B,Préparation à base de chair de poisson et fromage basilic,"['Barquette', 'Plastique', 'Frais']",,"['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",['Carrefour'],52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,['France'],,
414,Paëlla Pauvre en sel - 280g - Fleury Michon - 280g,3302748296026,['France'],"['Riz cuit 45% ', 'eau', 'riz', 'curcuma', 'poulet traité en salaison ', 'poulet 24%', 'amidon de tapioca', 'dextrose', ',\xa0oignons', 'petits pois 9', '1%', 'poivrons rouges 6', '2%', 'huile de colza,\xa0chorizo 1% ', 'viande de porc', 'paprika', 'sel', 'sucre', 'dextrine', '_lactose', 'lait_ en poudre', 'épices\xa0', ' conservateur : nitrite de sodium ', '\xa0antioxydant : acide ascorbique', 'ail,\xa0sel,\xa0curcuma,\xa0paprika', 'poivre', 'poudre de safran']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",569,?,569 kj(136 kcal),"2,9","0,5",19,"0,9","9,3","0,22","0,088",['Fleury Michon'],['Lait'],"['E1400 - Dextrines', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",4,280 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet', 'Paëllas']",2.9 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,0.22 g,en faible quantité,-4%,,-3%,-38%,-53%,+17%,-21%,+29%,-76%,-76%,-5,-643%,A,-643%,"['Peu ou pas de sel', 'Peu de sel', 'Allégé en sel']",C,,,,,,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,,,
415,Omelette piperade et riz au piment d'Espelette pauvre en sel - 310g - Fleury Michon - 310g,3302748306022,['France'],"['Riz cuit 30% ', 'eau', 'riz', 'omelette 29% ', 'oeufs', 'amidon de maïs', 'lactose et protéines de lait ', ' acidifiant : acide citrique ', ' épaississant : gomme de xanthane', 'poivrons rouges 9', '5%,\xa0concassée de tomate 9% ', 'tomate', 'jus de tomate ', ' acidifiant : acide citrique', 'poivrons jaunes', 'oignons frits ', 'oignon', ""huile d'olive"", 'sel', ""huile d'olive vierge"", 'huile de colza', 'concentré de tomates', 'eau', 'ail', 'sel', 'thym', 'poivre', ""piment d'espelette 0"", '02%']","['Sans huile de palme', 'Non végétalien']",516,?,516 kj(123 kcal),"4,9","0,9",15,3,"5,1","0,26","0,104",['Fleury Michon'],"['Œufs', 'Lait']","['E330 - Acide citrique', 'E415 - Gomme xanthane']",4,310 g,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Afdiag']",,,,,,,,,,,,,,,,
416,Brouillade d'oeufs ratatouille pauvre en sel - 290g - Fleury Michon - 290g,3302748314027,['France'],"['Courgettes 37%,\xa0oeufs 19% ', 'oeufs', 'sel', 'concassé de tomate 11% ', 'tomate', 'jus de tomate ', ' acidifiant : acide citrique', 'eau', 'amidons transformés de riz', 'oignons frits ', 'oignon', ""huile d'olive"", 'sel', ',\xa0crème fraîche', 'basilic', 'concentré de tomates', ""huile d'olive vierge"", 'fibre de chicorée', 'olives noires,\xa0sel', 'ail', 'sucre', 'thym', 'poivre', 'origan', 'curcuma']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",336,?,336 kj(80 kcal),"5,2","1,8","5,6","2,3","3,7","0,28","0,112",['Fleury Michon'],"['Œufs', 'Lait']","['E330 - Acide citrique', 'E14XX - Amidons modifiés']",4,290 g,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Afdiag']",,,,,,,,,,,,,,,,
417,Le coeur frais - Fleury Michon,3302748323029,['France'],"['Eau', 'chair de poisson 29%', 'fromage ail et fines herbes 15% ', 'fromage', 'ail et fines herbes 0,2%', 'sel', 'poivre', 'arôme naturel', 'amidons ', 'dont blé', 'huile de colza', 'sucre', 'sel', 'arôme naturel ', 'contient crustacés', 'mollusques', 'poissons', 'colorant:extrait de paprika', "" Traces éventuelles d'œufs""]","['Non végétalien', 'Non végétarien']",?,134,561 kj(134 kcal),"7,1","3,1",11,"3,3","6,4","1,8","0,72",['Fleury Michon'],"['Crustacés', 'Poisson', 'Lait', 'Mollusques']",['E160c - Extrait de paprika'],4,,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']",7.1 g,en quantité modérée,3.1 g,en quantité modérée,3.3 g,en faible quantité,1.8 g,en quantité élevée,,-25%,-23%,-8%,+177%,-25%,+85%,-40%,+61%,+61%,11,+431%,D,+431%,['Sans colorants'],E,,"['sous vide', 'Frais']","['Océan Pacifique', 'Océan Pacifique Nord-Est']","['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['France'],,
418,Bâtonnets coeur frais ail fines herbes - Fleury Michon,3302748328024,['France'],"['Eau dur de poisson 29%', 'fromaae et fines herbes 15% ', 'fromaae herbeS0?KÇel', 'poivre', 'arôme natur$ôNifis ', 'dont blé', 'huile de colza', 'sucre', 'sel', 'arôme naturel ', 'contient rustaces moll ues e', '#VEHEZVERIFIER ', 'fl u michon', 'fr sur 1']",[],?,134,561 kj(134 kcal),"7,1","3,1",11,"3,3","6,4","1,8","0,72",['Fleury Michon'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,
419,le coeur frais ail & fines herbes - Fleury Michon,3302748333028,['France'],"['Eau', 'chair de poisson 29%', 'fromage ail et fines herbes 15% ', 'fromage ail et fines herbes 0,2%', 'sel', 'poivre', 'arôme naturel', 'amidons ', 'dont blé', 'huile de colza', 'sucre', 'sel', 'arôme naturel ', 'contient crustacés', 'mollusques', 'poissons', 'colorant:extrait de paprika', "" Traces éventuelles d'œufs""]","['Non végétalien', 'Non végétarien']",?,134,561 kj(134 kcal),"7,1","3,1",11,"3,3","6,4","1,8","0,72",['Fleury Michon'],"['Crustacés', 'Poisson', 'Mollusques']",['E160c - Extrait de paprika'],4,,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']",7.1 g,en quantité modérée,3.1 g,en quantité modérée,3.3 g,en faible quantité,1.8 g,en quantité élevée,,-25%,-23%,-8%,+177%,-25%,+85%,-40%,+61%,+61%,11,+431%,D,+431%,['Sans colorants'],E,,"['sous vide', 'Frais']",['Non indiqué'],"['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['France'],,
