,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,packaging,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,markets,allergens,origin_detail,producer_info,palm_ingredients,brand_owner
1035,Fromage blanc 0% au lait de brebis - La Vie Claire - 400g,3266191056579,['La Vie Claire'],['France'],"['Lait frais écrémé de brebis pasteurisé', 'ferments sélectionnés', 'présure végétale']",[],181,?,181 kj(43 kcal),"0,2","< 0,1","4,4",3,"5,8","0,1","0,04",400 g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages pasteurisés', 'Fromages de brebis', 'Fromages blancs', 'Fromages blancs au lait de brebis']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'en:lait-francais-french-milk', 'Agriculture France']",0.2 g,en faible quantité,0.1 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,-50%,,-54%,-96%,-97%,-16%,-24%,-8%,-3%,-3%,-3,-422%,A,-422%,B,,"['Pot', 'Plastique', 'Frais']",,"['FR 09.167.001 CE', 'Lézat-sur-Lèze (Ariège, France)']",,3,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,['France'],,['La Vie Claire'],['Lait'],,,,
1036,Yaourt nature - la vie claire - 4x100g,3266191060170,['la vie claire'],['France'],"['lait entier de brebis pasteurisé bio', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,101,423 kj(101 kcal),"7,4","4,5","3,4","2,9","5,1","0,04","0,016",4x100g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de brebis']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",7.4 g,en quantité modérée,4.5 g,en quantité modérée,2.9 g,en faible quantité,0.04 g,en faible quantité,,-4%,-4%,+45%,+35%,-64%,-64%,+5%,-63%,-63%,2,-23%,B,-23%,,,['pot plastique'],['Lozère'],"['FR 48.191.014 CE', 'Tieule (Lozère, France)']",,3,,,,,,,,['Lait d Aveyron et de Lozere'],,['la vie claire'],['Lait'],,,,
1037,Soupe de potiron et pointe de châtaigne - La Vie Claire,3266191068541,['La Vie Claire'],['France'],"[""PRODUIT DE L'AGRICULTURE BIOLOGIQUE soupe de potiron"", 'potimarron et châtaignes', ' Ingrédients Eau', 'potiron*36%', 'carottes* ', 'origine France', ' 806 pommes de terre* ', 'origine France', ' 5%', 'oignons*', 'purée de châtaignes*3% ', 'châtaignes*51%', 'eau', 'sel', "" *Ingrédients agricoles issus de l'Agriculture Biologique"", ' Peut contenir des traces de gluten', 'crustacés', 'Œuf', 'poissons', 'soja', 'lait', 'fruits à coque', 'céleri', 'moutarde et mollusques', "" La Vie Claire vous propose des produits de qualité issus de l'Agriculture Biologique"", ""mode de production garantissant des conditions de culture et d'élevage non polluantes et respectueuses de l'écosystème"", ' De plus La Vie Claire analyse périodiquement ses Produits dans un laboratoire indépendant pour vous garantir leur qualitéi POUR']",[],?,30,126 kj(30 kcal),"0,5","0,1","4,5","3,1","1,4","0,54","0,216",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Vie Claire'],,,,,
1038,Céréales soufflées au chocolat - La Vie Claire - 300g,3266191080864,['La Vie Claire'],['France'],"['Riz', 'sucre de canne', 'poudre de cacao 6,8%', 'blé', 'avoine', 'orge', 'pépites de chocolat noir 2,1 % ', 'pâte de cacao', 'sucre de canne roux', 'beurre de cacao', 'lécithines de tournesol', 'extraits naturels de vanille', ""sirop de malt d'orge déshydraté"", 'vanille']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,372,1556 kj(372 kcal),"2,9","1,4",77,18,"7,4","0,02","0,008",300 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Céréales au chocolat']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Riche en fibres']",2.9 g,en faible quantité,1.4 g,en faible quantité,18 g,en quantité élevée,0.02 g,en faible quantité,,-3%,-3%,+1%,+68%,-3%,-19%,-2%,-95%,-95%,-1,-117%,A,-117%,B,Céréales soufflées au chocolat,"['Plastique', 'Sachet']",['France'],,['E322i - Lécithine'],3,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,http://www.lavieclaire.com/cereales-soufflees-au-chocolat-bio.html,['La Vie Claire'],"['Gluten', 'Avoine']",,,,
1039,Pané bolognaise x2 - Le gaulois - 200g,3266980026714,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' :\r Viande de volaille traitée en salaison: 62% ', 'viande de poulet : 32%', 'viande de dinde : 16%', 'eau', 'fibres de BLÉ', 'dextrose de blé', 'sel', 'panure: 17% ', 'eau', 'farine de BLÉ', 'levure', 'sel', 'épices', 'sauce Bolognaise : 13% ', 'tomate pelée concassée et jus de tomate : 6%', 'purée de tomate : 2', '5 %', 'viande de dinde: 1', '7%', 'oignons', 'eau', 'amidon transformé de manioc', 'aromates ', 'dont basilic', ""huile d'olive"", 'sel', 'épices', 'épaississants : gommes xanthane et guar', 'FROMAGE fondu: 8 % ', 'FROMAGES : 4%', 'eau', 'poudre de LAIT écrémé', 'protéines de LAIT', 'BEURRE', 'sels émulsifiants : citrates de sodium', '\r Huile de tournesol']","['Non végétalien', 'Non végétarien']",939,225,939 kj(225 kcal),12,"2,7",16,"1,8",13,"1,3","0,52",200 g,"['Viandes', 'Plats préparés', 'Volailles', 'Produits panés', 'Poulets']","['Viande Française', 'Volaille Française', 'Sans huile de palme', 'Sans conservateurs']",12 g,en quantité modérée,2.7 g,en quantité modérée,1.8 g,en faible quantité,1.3 g,en quantité modérée,+5%,+5%,+5%,+13%,+25%,+3%,+22%,+2%,+15%,+15%,2,-51%,B,-51%,C,"Viande de volaille traitée en salaison, fourrée à la sauce Bolognaise et à l'emmental fondu, panée et cuite","['Carton', 'Boîte', 'Frais', 'Plastique']",['France'],"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E331 - Citrates de sodium']",4,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['France'],,['Leclerc'],"['Gluten', 'Lait']",,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe,,
1040,saucisses de volaille - Le gaulois - 300g,3266980194857,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' : Viande de dinde origine France : 78%', 'gras de porc', 'eau', 'conservateur : lactate de potassium', 'sel', 'épices', 'plantes aromatiques', ""extrait d'épice"", 'arômes naturels*', 'dextrose ', 'fibre de carotte', 'colorant: rouge de betterave', ' Boyau naturel de mouton', ""* contient naturellement de l'acide ascorbique"", ""de l'acide acétique et des polyphénols"", 'Peut contenir des traces éventuelles de blé', 'œuf', 'fruits à coque', 'soja', 'lait', 'A savourer cuit à cœur']",['Non végétalien'],722,173,722 kj(173 kcal),11,"3,6","1,5","0,6",17,"1,3","0,52",300 g,"['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Dindes', 'Saucisses de volaille']","['Viande-francaise', 'Volaille-francaise']",11 g,en quantité modérée,3.6 g,en quantité modérée,0.6 g,en faible quantité,1.3 g,en quantité modérée,-18%,-4%,-5%,-7%,-1%,+20%,+15%,+3%,-27%,-27%,5,-49%,C,-49%,D,Saucisses de volaille,"['Barquette', 'Plastique', 'Sous atmosphère protectrice', 'Frais']",['France'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['E326 - Lactate de potassium', 'E162 - Rouge de betterave']",4,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,['France'],,['Carrefour'],['Gluten'],,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe,,
1041,"Escalopes de Dinde fines - Loué - 0,240kg",3266980325640,['Loué'],['France'],['Escalopes de dinde'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,"0,240 kg","['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['IGP', 'Label Rouge']",,,,,,,,,,,,,,,,,,,,,,,C,,"['Barquette', 'Plastique']",['France'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,1,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['France'],,,,,,,
1042,"Blanc de dinde, - Reghalal",3266980373436,['Reghalal'],['France'],"['BLANC DE DINDE STANDARD TRAITÉ EN SALAISON CUIT', ' Ingrédients à la mise en : filets de dinde ', 'origine France', ' 63%', 'eau', 'amidon de maïs', 'sel', 'antioxydants: lactate de sodium et ascorbate de sodium', 'dextrose de blé', 'protéines de soja', 'stabilisants: diphosphates et triphosphates', 'arômes naturels', 'épaississant: carraghénanes', 'conservateur: nitrite de sodium', ' Fabriqué dans un atelier utilisant du lait']","['Non végétalien', 'Non végétarien']",?,92,385 kj(92 kcal),"1,5","0,4","3,6","0,7",16,"2,93","1,172",,"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']",['Halal'],1.5 g,en faible quantité,0.4 g,en faible quantité,0.7 g,en faible quantité,2.93 g,en quantité élevée,,-10%,-10%,-7%,-22%,+140%,-19%,-20%,+49%,+49%,11,+110%,D,+110%,D,,,,,"['E325 - Lactate de sodium', 'E301 - Ascorbate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['Magasins U'],,,,,
1043,Purées 4 Fruits Secs - PERL'AMANDE - 200g,3267110001250,"[""PERL'AMANDE""]",['France'],"['Arachide toastee 55%', 'noix de cajou 15%', 'noisette toastée 15%', 'amande blanche 15%']",[],?,628,2628 kj(628 kcal),"52,5",7,"11,6","6,1",24,"0,03","0,012",200 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']","['Bio', 'en:gluten-free', 'Sans lactose']",52.5 g,en quantité élevée,7 g,en quantité élevée,6.1 g,en quantité modérée,0.03 g,en faible quantité,,+20%,+21%,+63%,-14%,-77%,-86%,+286%,-84%,-84%,-1,-105%,A,-105%,,,"['Bocal', 'Verre']",['Provence'],,,1,,,,,,,,,,,['Fruits à coque'],,,,
1044,Tartinade Amande Orange - Perl'Amande - 300g,3267110002660,"[""Perl'Amande""]",['France'],"['Sirop de blé sans gluten', 'Amandes 28,5%', 'Sucre roux de canne', 'Oranges confites 12% ', 'orange', 'sucre', 'sirop de riz', 'eau', 'sel']",['Végétarien'],?,399,1669 kj(399 kcal),"17,5","1,4","52,9",48,"6,5","0,1","0,04",300 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']","['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans cholestérol', 'Sans lactose', 'AB Agriculture Biologique']",17.5 g,en quantité modérée,1.4 g,en faible quantité,48 g,en quantité élevée,0.1 g,en faible quantité,,-24%,-23%,-46%,-83%,+5%,+10%,+5%,-45%,-45%,12,-41%,D,-41%,,Pâte à tartiner d'amandes et d'oranges,"['Bocal', 'Verre']",,,,3,,,,,,,,['Provence'],,['Biocoop'],['Fruits à coque'],,,,
1045,Boisson Amandina Choko - Perlamande - 1L,3267110008242,['Perlamande'],['France'],[],[],?,84,351 kj(84 kcal),"3,8","0,4","10,9","8,9","1,65","0,025","0,01",1 L,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande"", ""Laits d'amande au chocolat""]","['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'AB Agriculture Biologique']",3.8 g,en quantité modérée,0.4 g,en faible quantité,8.9 g,en quantité élevée,0.025 g,en faible quantité,,+50%,+51%,+83%,+6%,+35%,+39%,+97%,-61%,-61%,0,-100%,B,-100%,D,,,,,,,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,,
1046,Vinaigre d'alcool Cristal - Crudy - 150cl,3267281523643,['Crudy'],['France'],"[""Vinaigre d'alcool""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,,,150 cl,"['Vinaigres', ""Vinaigres d'alcools""]",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,B,,['Plastique'],,"['EMB 51454', 'Reims (Marne, France)', 'EMB 62215', 'Carvin (Pas-de-Calais, France)', 'EMB 44109H', 'Nantes (Loire-Atlantique, France)', 'EMB 30341E', 'Vauvert (Gard, France)']",,2,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,['Magasins U'],,,,,
1047,Soupe de poissons - Gastromer - 1kg,3269660000028,['Gastromer'],['France'],"['eau', 'poissons péchés en Atlantique Nord Est 35%', 'concentré de tomates', 'carottes', 'oignons', 'vin blanc', 'langoustines ', 'conservateur : sulfite de sodium', 'poireaux', 'sel', 'céleri', 'homard', 'persil', 'ail', 'thym', 'laurier', 'piment fort', 'paprika', 'safran']","['Non végétalien', 'Non végétarien']",?,35,146 kj(35 kcal),"0,8","0,2","1,4","0,8","4,9","0,77","0,308",1 kg,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,0.8 g,en faible quantité,0.2 g,en faible quantité,0.8 g,en faible quantité,0.77 g,en quantité modérée,,-27%,-27%,-58%,-55%,-23%,+23%,-5%,-13%,-13%,0,-100%,B,-100%,E,,['Bouteille'],,"['FR 85.164.001 CE', 'Notre-Dame-de-Monts (Vendée, France)']","['E221 - Sulfite de sodium', '', 'Risque élevé de sur-exposition']",3,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,http://www.gastromer.fr,['Magasins U'],"['Céleri', 'Crustacés']",,,,
1048,Emiettés surimi crème ciboulette GASTROMER,3269660014308,['Gastromer'],['France'],"['Préparation à base de surimi 34% ', 'surimi 38% ', 'chair de poisson', 'sucre', 'eau', 'amidon ', 'blé', ""blanc d'œuf poudre réhydraté"", 'huile de colza', 'sel', 'arôme ', 'contient poissons et crustacés', 'colorant : extrait de paprika', 'crème 18,5% ', 'crème de lait', 'stabilisant : carraghénanes', 'huile de colzat eau', 'carottes', 'huile de tournesol', 'échalotes', 'ciboulette 2,5%', 'sel', 'moutarde de Dijon jus de citron', ""jaune d'œuf en poudre"", ""sucre,amidon modifié de tapioca,vinaigre d'alcool"", 'épaississants : gomme xanthane et gomme de guar', ' fabriqué dans un atelier qui utilise du soja du céleri et des mollusques']","['Non végétalien', 'Non végétarien']",1292,313,1292 kj(313 kcal),30,"7,3","6,9","1,2","4,3","1,9","0,76",,"['Produits à tartiner', 'Plats préparés', 'Produits à tartiner salés', 'Plats préparés au poisson']",,30 g,en quantité élevée,7.3 g,en quantité élevée,1.2 g,en faible quantité,1.9 g,en quantité élevée,+103%,+76%,+78%,+188%,+169%,-17%,-20%,-54%,+84%,+84%,18,+281%,D,+281%,,,,,,"['E160c - Extrait de paprika', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,,,,,,,,,,['Magasins U'],"['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques']",,,,
1049,Riz Basmati Cuit Surgelé - Picard - 450g,3270160114870,['Picard'],['France'],['Riz basmati cuit'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",563,?,563 kj(135 kcal),"< 0,5",< 1,"29,7","< 0,5","3,4","0,01","0,004",450 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Surgelés', 'Plats préparés', 'Céréales préparées', 'Riz préparés']",,0.5 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,-18%,,-19%,-86%,+57%,+12%,-59%,-31%,-99%,-99%,-1,-152%,A,-152%,,Riz Basmati Cuit Surgelé,"['Sachet', 'Plastique', 'Surgelé']",['Belgique'],,,3,,,,,,,,"['Inde', 'Pakistan']",,['Picard'],,,,,
1050,Wedges à four - Picard - 1kg e,3270160129072,['Picard'],['France'],"['Pomme de terre avec peau 88 %', 'huile de tournesol', 'farine de blé ', 'gluten', 'sel', 'amidon de pomme de terre', 'ail en poudre', 'oignon en poudre', 'poudre à lever ', 'diphosphates', 'carbonates de sodium', 'extrait de paprika 0,2 %']",[],?,147,615 kj(147 kcal),"5,7","0,9","20,1","0,4","2,5","0,8","0,32",1 kg e,"['Surgelés', 'Pommes de terre préfrites surgelées', 'Quartiers de pommes de terre surgelés']",['Fabriqué en Belgique'],5.7 g,en quantité modérée,0.9 g,en faible quantité,0.4 g,en faible quantité,0.8 g,en quantité modérée,,0%,-1%,+4%,+31%,-2%,-18%,+2%,+24%,+24%,1,+128%,B,+128%,B,Wedges surgelées - Wedges à Four,"['Sachet', 'Plastique', 'surgelé']",['Belgiqu'],,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E160c - Extrait de paprika']",4,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,"['France', 'Belgique', 'Pays-Bas']",https://www.picard.fr/produits/wedges-a-four-000000000000012907.html,['Picard'],['Gluten'],,,,
1051,Salade aux fruits rouges - Picard - 750g ℮,3270160132614,['Picard'],['France'],"['Framboise Meeker 29,75 %', 'griotte 21,25 %', 'mûre sauvage 21,25 %', 'myrtille sauvage 12,75 %', 'eau', 'sirop de fructose', 'jus de fruits de la passion', 'jus de myrtille', 'sucre']",[],?,65,272 kj(65 kcal),"0,3","0,01","12,2","10,2","1,1","0,02","0,008",750 g ℮,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits surgelés', 'Salades de fruits', 'Salades de fruits au sirop', 'Fruits rouges surgelés']",['Fabriqué en France'],0.3 g,en faible quantité,0.01 g,en faible quantité,10.2 g,en quantité modérée,0.02 g,en faible quantité,,-3%,-2%,+55%,-42%,-22%,-31%,+272%,+140%,+140%,-7,,A,,B,,"['Sachet', 'Plastique', 'surgelé']",['France'],"['EMB 26010A', 'Anneyron (Drôme, France)']",,3,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,,,['Picard'],,,,,
1052,"Foie Gras Cru De Canard Du Sud-ouest, Boîte De 400 Grammes - Picard - 400g",3270160168880,['Picard'],['France'],"['Foie gras cru de canard du Sud-Ouest ', 'France']",[],?,607,2540 kj(607 kcal),"63,9","28,5","2,1","1,7","5,9","0,09","0,036",400 g,"['Surgelés', 'Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies-gras-crus']",,63.9 g,en quantité élevée,28.5 g,en quantité élevée,1.7 g,en faible quantité,0.09 g,en faible quantité,,,+9%,+10%,+14%,-15%,+5%,-10%,-80%,-80%,17,-6%,D,-6%,B,,"['boîte', 'surgelé', 'Plastique', 'Carton', 'bocal']",['France'],,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['France'],,['Picard'],,,,,
1053,"4 Pavés de Saumon Kéta du Pacifique, avec peau, congelés - Picard - 400g",3270160199686,['Picard'],"['France', 'Suisse']","['Saumon kéta du Pacifique 100% ', 'Oncorhynchus keta']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,114,477 kj(114 kcal),"3,8","0,8",0,0,"20,1","0,127","0,051",400 g,"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés', 'Saumons', 'Pavés de saumon', 'en:Saumons sauvages']","['Pêche durable', 'Pêche durable MSC']",3.8 g,en quantité modérée,0.8 g,en faible quantité,0 g,en faible quantité,0.127 g,en faible quantité,,0%,-1%,+2%,+8%,-100%,-100%,+21%,-71%,-71%,-4,,A,,E,"Saumon kéta pêché dans l'océan Pacifique, Saumon sauvage d'Alaska","['Sachet', 'Plastique', 'Surgelé']","['Picard Surgelés', 'Nemours', 'Seine-et-Marne', 'Ile-de-France', 'France']","['FR 77.333.001 CE', 'Nemours (Seine-et-Marne, France)']",,1,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,"['États-Unis', 'Alaska', 'Océan pacifique']","http://www.picard.fr/produits/4-paves-saumon-keta-pacifique-msc/000000000000019968,default,pd.html",['Picard'],,,,,
1054,"Fondants tomate, fromage de chèvre et courgette - Picard - 210g e (2 * 105g)",3270160642786,['Picard'],"['France', 'Italie']","['Tomate concassée 24,3 % ', 'tomate', 'jus de tomate', 'sel', ""correcteur d'acidité : acide citrique"", 'caillé de chèvre ', 'contient lait', ' 21,6 %', 'crème liquide [crème ', 'lait', 'gélifiant : carraghénanes]', 'courgette grillée 12,8 %', 'pomme de terre préfrite ', 'pomme de terre', 'huile de tournesol', 'dextrose de blé', 'raisin ', 'raisin sec', 'huile de colza', 'fromage de chèvre ', 'contient lait', ' 3,8 %', ""huile d'olive vierge extra"", 'tomate en poudre', 'épaississant : méthylcellulose', 'sel', 'herbes aromatiques', 'poivre', 'herbes de Provence,']",['Non végétalien'],?,176,736 kj(176 kcal),12,"6,6",11,"5,2","5,5","0,4","0,16",210 g e (2 * 105 g),"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']","['Point Vert', 'Fabriqué en France']",12 g,en quantité modérée,6.6 g,en quantité élevée,5.2 g,en quantité modérée,0.4 g,en quantité modérée,,+18%,+17%,+71%,+154%,-16%,+149%,-19%,-48%,-48%,7,+189%,C,+189%,,,"['Carton', 'surgelé', 'boîte', 'Plastique']",['France'],"['FR 47.091.015 CE', 'Estillac (Lot-et-Garonne, France)']","['E330 - Acide citrique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E461 - Méthylcellulose']",4,,,,,,,,,,['Picard'],['Lait'],,,,
1055,"Salade d'agrumes orage, pamplemousse rose - Picard - 750g",3270160686544,['Picard'],['France'],"['Orange 47%', 'pamplemousse rose 47%', 'sucre 6%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,59,247 kj(59 kcal),"0,2","0,04","12,8","12,8","0,8","0,01","0,004",750g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",,0.2 g,en faible quantité,0.04 g,en faible quantité,12.8 g,en quantité élevée,0.01 g,en faible quantité,,0%,+2%,-41%,-61%,+3%,+17%,+50%,-64%,-64%,1,,B,,B,Melange d'orange et de pamplemousse sucré,['Surgelé'],,,,3,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,,,['Picard'],,,,,
