,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,generic_name,ingredients_origins,manufacturing,markets,link,palm_ingredients,traceability_code,brand_owner
54,Cookies - Golosi e contenti,8411192040248,['France'],"['Farine de blé', 'sucre', 'graisse végétale ', 'huile de palme', 'pépites de chocolat ', '15%', ' [sucre', 'pâte de cacao', 'dextrose', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', ']', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'protéines de lait', 'sel', 'arôme ', 'vanille', ' Peut contenir des traces de fruits secs a coques', 'dérivés du lait']","['Huile de palme', 'Non végétalien']",?,439,1837 kj(439 kcal),"13,4","11,7","72,4","25,2","6,3","0,47","0,188",D,['Golosi e contenti'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]","['Gluten', 'Lait', 'Soja']",4,13.4 g,en quantité modérée,11.7 g,en quantité élevée,25.2 g,en quantité élevée,0.47 g,en quantité modérée,,-7%,-8%,-36%,+16%,+13%,-15%,-3%,-20%,-20%,21,+6%,E,+6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,['Huile de palme'],,
55,cacao cream,8411192054108,['France'],[],[],?,518,2167 kj(518 kcal),"27,2","12,3",62,"28,7","5,6","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Maria integrale,8411192075035,['France'],[],[],?,422,1766 kj(422 kcal),"11,8","5,9","68,1","29,5","9,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Fans & choc - Asinez,8411192080138,"['France', 'Espagne']","['INS&CHOC', ""Biscuit recouvert d'un nappage au cacao"", ' Ingrédients', ' Nappage de cacao ', '40%', ' ', 'sucre', 'graisse végétale ', 'noix de palme', 'de lait', 'graisse végétale ', 'noix de coco', 'palme', 'cacao maigre en poudre ', '5%', 'lécithine de soja', 'E-492', 'arôme ', 'vanilline', 'de sodium', ' Peut contenir des traces de fruits secs à coques', 'denvéQ HI I']","['Huile de palme', 'Non végétalien']",?,491,2054 kj(491 kcal),24,"20,3","61,1","29,6","5,5","0,6","0,24",,['Asinez'],,"['E322i - Lécithine', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition']","['Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
58,Animalitos Açucar,8411192080183,['France'],[],[],?,400,1674 kj(400 kcal),"6,9","5,3","79,8","26,8","4,2","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Abanicos Chocolate - Ventagli,8411192081135,['France'],"['INFOhMAZlONl NYTRIZION{LI / INFOPMATîON LLE I INFORMA AO NUTRICIONAL 1 INFORMACIÔN NUTRIt,10NlU Valoi medi / Valeurs moyenne', ' I Average value I Vabres médios 1', ' Vabres medioslDurchsch uËwerte!VoeCngswaarde t 100 Ener la/ Ener ie/Ener /Ener ia/Bre 2', '043kJJ»s/']",[],?,488,2042 kj(488 kcal),24,"20,3","61,12","29,6","5,5","0,6","0,24",,['Ventagli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Chocopets,8411192084204,['France'],[],[],?,506,2117 kj(506 kcal),26,21,61,30,"5,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Vinagre de vino,8411211000567,['France'],[],[],?,21,88 kj(21 kcal),0,0,"0,7","0,7",0,"0,016","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Empanadillas de Cabello - Tu Horno La Rodense - 70g,8411241007123,['France'],"['gras de porc', 'farine de blé', 'vin blanc', ""cheveux d'ange"", 'sucre', 'arome de citron', 'sulfites et sel', ' Allergènes: gluten et sulfite', ""peu avoir des traces d'oeuf"", 'du lait ou du soja et fruits à coque ', 'amandes']",['Non végétalien'],?,517,2163 kj(517 kcal),"30,88","10,2","55,04",22,"4,83","0,16","0,064",,['Tu Horno La Rodense'],,,"['Gluten', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 g,,,,,,,,,
63,Gofio de maiz - La Piña,8411285100125,"['France', 'Espagne']",[],[],?,386,1615 kj(386 kcal),"1,9","0,3","78,93","2,3","7,69","0,16","0,064",,['La Piña'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Gofio']",,,,1.9 g,en faible quantité,0.3 g,en faible quantité,2.3 g,en faible quantité,0.16 g,en faible quantité,,+1%,+1%,-48%,-41%,+7%,+43%,-10%,+44%,+44%,0,,B,,,,,,,,,,,,,,,,,,,
64,Pan negro,8411296301818,['France'],[],[],?,190,795 kj(190 kcal),"1,8","0,4","34,6","7,8",5,"1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Filets de thon à l'huile d'olive -,8411317300295,['France'],[],[],?,215,900 kj(215 kcal),"12,6","1,9","0,1","0,1","25,5","0,45","0,18",D,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Filets de poissons', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Filets de thon']",,,,12.6 g,en quantité modérée,1.9 g,en quantité modérée,0.1 g,en faible quantité,0.45 g,en quantité modérée,,-7%,-4%,-5%,-11%,-73%,-42%,+5%,-55%,-55%,-1,-123%,A,-123%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",,,,,,,,,,
66,Thon blanc germon -,8411317301292,['France'],[],[],?,180,753 kj(180 kcal),"10,3","1,5","0,1","0,1","23,2","0,78","0,312",E,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs']",,,,10.3 g,en quantité modérée,1.5 g,en quantité modérée,0.1 g,en faible quantité,0.78 g,en quantité modérée,,-16%,-17%,-23%,-42%,-75%,-57%,-2%,-15%,-15%,1,-77%,B,-77%,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,,,,,,,,,,,
67,Anchovies In Oil (jar) - Ortiz,8411320105108,"['France', 'Pays-Bas']","['Anchois', 'huile d’olive', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,815,3410 kj(815 kcal),"10,1","1,6",0,0,26,"12,5",5,,['Ortiz'],,,['Poisson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lata'],,,,,,,,
68,Atun Claro - Ortiz,8411320366943,['France'],[],[],?,219,916 kj(219 kcal),"13,2","2,2",0,0,25,"1,5","0,6",D,['Ortiz'],"['Produits de la mer', 'Poissons', 'Thons']",,,,13.2 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,,+20%,+20%,+33%,+25%,-100%,-100%,+16%,+46%,+46%,5,+63%,C,+63%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,,,,
69,Ortiz Seito Vinagre,8411320895023,['France'],[],[],?,159,665 kj(159 kcal),"7,2","1,7",2,0,"21,6","2,7","1,08",,['Ortiz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Yunsey - Spray Bi-phase Fruits Des Bois 100 ML,8411322236909,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Pan de molde clasico pequeno pain de mie,8411325862723,['France'],[],[],?,263,1100 kj(263 kcal),"4,2","0,71",47,"5,2","7,6","1,6","0,64",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,4.2 g,en quantité modérée,0.71 g,en faible quantité,5.2 g,en quantité modérée,1.6 g,en quantité élevée,,-1%,-2%,-6%,+10%,+3%,-0%,-10%,+40%,+40%,11,+659%,D,+659%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,,,
72,Rue à la Méditerranéenne  - Uncle Ben's - 250g,8411400002099,['France'],[],[],?,?,,?,,?,,?,,,,"[""Uncle Ben's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],250 g,,,,,,,,,
73,Fresquito - Fiesta - 51g (3 * 17g),8411402261203,['France'],"['Sucre', 'dextrose', 'sirop de glucose', 'acidifiant: E330 ', ' arômes', 'colorants : cerise : E120', ' goût cola: E150a', ' goût glace crémeuse à la fraise: E120', 'E171']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,E,['Fiesta'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Sucettes']","['E330 - Acide citrique', 'E120 - Acide carminique', 'E150a - Caramel E150a', 'E171 - Oxyde de titane']",,4,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['en:gluten-free', 'Point Vert', 'Fabriqué en Espagne']",51 g (3 * 17 g),"['Sachet', 'Plastique']",,,['Espagne'],,,,,
74,Haricot blanc extra - Garrido,8411404167015,['France'],[],[],?,?,,?,,?,,?,,,A,['Garrido'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Haricots blancs', 'Haricots en conserve', 'Haricots blancs en conserve']",,,,,,,,,,,,,,,,,,,,,,,,,,16.9%,36.6%,17.6%,8.0%,13.1%,7.8%,91,,,"['Bocal', 'Verre']",,,,,,,,
75,Feves - Garrido - 540g (380g égoutté),8411404167411,['France'],"['Fèves', 'eau', 'sel', 'antioxydant E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,A,['Garrido'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Fèves', 'Fèves en conserve']",['E330 - Acide citrique'],,3,,,,,,,,,,,,,,,,,,,,,,,70.7%,0.0%,16.4%,8.4%,4.6%,0.0%,96,,540 g (380 g égoutté),"['Bocal', 'Verre']",,,['Espagne'],['Noz'],,,,
76,Wafers sabor nata,8411414012459,['France'],[],[],?,499,2088 kj(499 kcal),24,13,65,28,"4,5","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Black & White Gaufrette fourrée au lait,8411414012640,['France'],[],[],?,497,2079 kj(497 kcal),25,13,"61,2","32,8","5,1","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Chips,8411428006505,['France'],[],[],?,546,2284 kj(546 kcal),"34,5","3,7","52,7",1,"6,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Onduladas sabor jamo,8411428009742,['France'],[],[],?,535,2238 kj(535 kcal),"34,1","7,1","50,1","1,1","6,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Cocktail aperitivos - 80g,8411428013046,['France'],[],[],?,524,2192 kj(524 kcal),"29,5","13,3","56,2","0,5","7,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,
81,Sequillos,8411456020214,['France'],[],[],?,521,2180 kj(521 kcal),"26,7","4,43","63,5","37,46","6,62","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Café soluble - Auchan - 200g,8411472402629,['France'],[],[],?,?,,?,,?,,?,,,E,['Auchan'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,,,,,,,,,,,,,,,,,,,,,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,['Point Vert'],200g,,,,,['Auchan'],,,,
83,riz paella - 250g,8411484010508,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,
84,Curado,8411485000089,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Frutas de Aragon con chocolate - Caro,8411493001306,['France'],[],[],?,397,1661 kj(397 kcal),"13,09","8,09","64,52","51,05","3,18","0,004","0,002",,['Caro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Arroz integral - Nomen,8411495115247,"['France', 'Espagne']",[],[],?,349,1460 kj(349 kcal),"2,5","0,5",72,"0,5","8,2",0,0,C,['Nomen'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz complet']",,,,2.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,+5%,+4%,-5%,-10%,+7%,-25%,+11%,-100%,-100%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
87,Jumbo,8411500109971,['France'],[],[],?,372,1556 kj(372 kcal),"3,6","3,3",83,66,"1,9","0,133","0,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Trenzas de colores - Damel,8411500110502,['France'],[],[],?,327,1368 kj(327 kcal),"1,7","1,3","75,5",50,"2,5","0,133","0,053",,['Damel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Bander Deutschland - Damel,8411500111073,['France'],[],[],?,351,1469 kj(351 kcal),"1,8","1,8",81,57,"2,8","0,13","0,052",,['Damel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,
90,Cintas arcoiris pika - Damel,8411500111097,['France'],"['Sucre', 'Sirop de glucose-fructose', 'FARINE DE BLÉ', 'Eau', 'Graisse végétale ', 'Coco', 'Acidifiants: E-330', 'E-296/ Emulsifiant E471', 'Arômes', 'Conservateur: E-202', 'Colorants']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,351,1469 kj(351 kcal),"1,8","1,8",81,81,"2,8","0,133","0,053",,['Damel'],"['Snacks', 'Snacks sucrés', 'Confiseries']","['E330 - Acide citrique', 'E296 - Acide malique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Gluten'],4,1.8 g,en faible quantité,1.8 g,en quantité modérée,81 g,en quantité élevée,0.133 g,en faible quantité,,-16%,-17%,-88%,-72%,+22%,+63%,-33%,-10%,-10%,15,-18%,D,-18%,,,,,,,,,,,,,,,,,,
91,Damel,8411500113176,"['France', 'Espagne']",[],[],?,331,1385 kj(331 kcal),"0,2","0,2",76,55,"6,2","0,133","0,053",E,['Damel'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,0.2 g,en faible quantité,0.2 g,en faible quantité,55 g,en quantité élevée,0.133 g,en faible quantité,,-7%,-8%,-89%,-81%,-9%,-5%,+192%,+10%,+10%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
92,Family pizza - Damel,8411500200463,['France'],[],[],?,331,1385 kj(331 kcal),"0,2","0,2",76,55,"6,2","0,133","0,053",,['Damel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,
93,Damel,8411500211186,['France'],[],[],?,352,1473 kj(352 kcal),0,0,84,71,4,"0,133","0,053",,['Damel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Vitalgummies sugar free - Damel,8411500220997,['France'],"['Edulcorants: ', 'Sirop de maltitol', 'Isomalc AcesulfameK Parurne', 'Eau', 'Gélatine', 'Acidifiants: ', 'E330', 'E270', 'Arômes', 'de E120', 'E133', 'E160c', ""Agent d'enrc%ge: "", 'huile végétale ', 'Extrait cire de carnauba', ' Contient aspartamo ', 'une source de phénylalaninel emploi extrérne peut ""voir un effet laxatif', ' ""BLA NUTRICIOfiJAL/ NIJTRITION FACTS/I VALEURS FRGWENERGY/ÉNERGIE']","['Non végétalien', 'Non végétarien']",?,207,866 kj(207 kcal),"0,2","0,2",76,0,"5,7","0,133","0,053",,['Damel'],,"['E965ii - Sirop de maltitol', 'E428 - Gélatine', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Damel,8411500221055,['France'],[],[],1503,?,1503 kj(359 kcal),"0,2","0,2",84,71,4,"0,133","0,053",E,['Damel'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,,0.2 g,en faible quantité,0.2 g,en faible quantité,71 g,en quantité élevée,0.133 g,en faible quantité,+4%,,+4%,-50%,+19%,+4%,+23%,+9%,+16%,+16%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['en:gluten-free'],,,,,,,,,,
96,Masmelos - Damel,8411500350021,['France'],"['Sirop de glycose-fructose', 'gélatine', 'amidon de maïs arômes', 'colorants: voir sachet', ' eau', 'gélifiant: ', 'D', ' SCHAUMzucKERWARE Zutaten: Glukose-fruktose-sirup', 'ZUCker', 'speise-gelatine', ""maisstârke' arOmastoffe"", 'farbstoffe?', "" siehe'aufdruck"", ' ', '1', "" COTONE DOLCE PRODOTTO DOLCIARIO di glUCOSiO-fruttosi0' zuccherot acqua"", 'gelificante: gelatina mais', 'aromi', 'coloranti: vedere stampa? CZ', ' MAERSMELOU S102eni vytobku : Gluk6zov9 frukt6zovy S', 'atina', 'skrob', 'kvselina', ' matiëké', 'prisâdy', ' Pribarvc']","['Non végétalien', 'Non végétarien']",?,341,1427 kj(341 kcal),0,0,81,73,"4,2","0,03","0,012",,['Damel'],,['E428 - Gélatine'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
97,Damel Masmelo Sandia 160 Und.,8411500350106,['France'],[],[],?,341,1427 kj(341 kcal),0,0,81,73,"4,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,8411528001080,8411528001080,"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Cocktail de fruits de mer congele - PCS - 400g,8411530108111,['France'],"['MOULES du Pacifique décoquillées cuites ', 'Mytilus Chilensis', 'Chili', 'de CALMAR ', 'Loligo duvauceii', 'Pêchés en Océan Indien Ouest FAO 51 aux *fûts', 'eau', 'co@cteurs etvE•031 ', 'sel', ""pata 'AR "", 'Loligo duvauceli', 'Pêchés en Océan Indien Ouest FAO 51 aux chaluts', 'eau', 'sel', ""CREVETTE' décortiquées cuites "", 'Sqlenocera cidité E-331', ' sel', ' dassicornis', 'Pêchés en Ocean Indien Est FAO 57 aux eau', 'correcteurs']","['Non végétalien', 'Non végétarien']",?,76,318 kj(76 kcal),1,"0,5","3,4","0,1","13,2","1,37","0,548",,['PCS'],,,"['Crustacés', 'Mollusques']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,
100,Cocktail de fruits de mer congele - PCS - 400g,8411530108111,['France'],"['MOULES du Pacifique décoquillées cuites ', 'Mytilus Chilensis', 'Chili', 'de CALMAR ', 'Loligo duvauceii', 'Pêchés en Océan Indien Ouest FAO 51 aux *fûts', 'eau', 'co@cteurs etvE•031 ', 'sel', ""pata 'AR "", 'Loligo duvauceli', 'Pêchés en Océan Indien Ouest FAO 51 aux chaluts', 'eau', 'sel', ""CREVETTE' décortiquées cuites "", 'Sqlenocera cidité E-331', ' sel', ' dassicornis', 'Pêchés en Ocean Indien Est FAO 57 aux eau', 'correcteurs']","['Non végétalien', 'Non végétarien']",?,76,318 kj(76 kcal),1,"0,5","3,4","0,1","13,2","1,37","0,548",,['PCS'],,,"['Crustacés', 'Mollusques']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,
101,Atun Claro,8411555050280,['France'],[],[],?,218,912 kj(218 kcal),"13,9","1,9","0,2",0,23,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Filetes de caballa del sur - veritas - 85g,8411555071018,"['France', 'Espagne']",[],[],?,285,1192 kj(285 kcal),21,"2,7",0,0,24,"1,5","0,6",,['Veritas'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Maquereaux', 'Maquereaux en conserve']",,,,21 g,en quantité élevée,2.7 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,,+40%,+41%,+41%,-17%,-100%,-100%,+64%,+51%,+51%,11,+168%,D,+168%,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-022-GA', 'en:Es-eco-022']",85 g,,,,,,,,,
103,Cabo de penas,8411555100565,['France'],[],[],?,160,669 kj(160 kcal),"9,7","1,2",3,0,"15,1","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Chipirones rellenos en tinta,8411555160316,['France'],[],[],?,122,510 kj(122 kcal),"4,8","0,7",3,0,"16,8","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Haricots verts larges,8411562149328,['France'],[],[],?,17,71 kj(17 kcal),"0,5",0,3,1,"0,9","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Alcaparras En Vinagre - Fruyper,8411578500601,['France'],['VALOR ENERGÉTICO: 28 Kca115 [j Proteinas: Hidratos de carbono: de los cuales azücar: Grasas: de los cuales acidos grasos saturados: Fibra alimerËria: Sall'],[],?,28,117 kj(28 kcal),"0,5","0,3","5,3","0,17","2,4",9,"3,6",,['Fruyper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Petits oignons au vinaigre - Fruyper,8411578500656,['France'],"['Oignon', 'eau', 'sel', 'vinaigre', 'Antioxidants: E-300', 'E-330', 'Conservateurs: E-202']",[],?,43,180 kj(43 kcal),"0,1","0,1","9,2","8,1","0,7","0,89","0,356",,['Fruyper'],,"['E300 - Acide ascorbique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Banderillas - 100g,8411578501653,['France'],[],[],?,32,134 kj(32 kcal),"2,5","0,36","0,4","0,36","0,7","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
109,Lera Olives - La Meilleraie,8411578503756,['France'],[],[],?,149,623 kj(149 kcal),"14,1","2,4","5,6","0,5","1,7","3,6","1,44",,['La Meilleraie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Delicias artisanas - Covap,8411585005960,['France'],[],[],?,653,2732 kj(653 kcal),58,20,"1,8","0,5",6,2,"0,8",,['Covap'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Paleta de bellota Alta expression de los pedroches - Covap,8411585008381,['France'],[],[],?,419,1753 kj(419 kcal),32,10,"1,4","0,5",27,"4,4","1,76",,['Covap'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Vinagre De Jerez 25 Años paez Morilla - Bodega Paez Morilla,8411587486019,['France'],"['Vinagre déjerez Reserva elaborado de forma natural a partir de selectos de Jerez y envejecido en botas de roble por el tradicional sistema de soleras y criaderas', ' Debido a su larga crianza', 'posee un exquisit ypenetrante sabor que permite que sélo se requieran pequefias cantidades en su utilizaciôn', ' Reserve Sherry Vinegar through our traditional aginq process in barrels', 'known as ""Solera System n', 'selected quantities dour best shetry vinegarshave developed into this mahogany-hued Reserve vinegar', 'Sharp but With delicate notes of oak and sweet caramel and base touch of the sherry wine', 'With a surprisingly mild aftert Vinaigre de Xérès Reserve obtenu à partir de vins de la ré etvielli en fûts de chêne selon la méthode traditionnelle d etcriaderas""', 'qui lui confère un goût boisé et légèrement acid senteur devins vieux et une couleur brune dorée qui le rendent A utilispr en faible quantité', ' hoducido y embotellado por I Produced and bottled by / Produit et embouteil 930c4gczŒ CPdeze//foriŒŒ Av', ' Medina Sidonia', '20 - 11402 Jerez de la Frontera']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Bodega Paez Morilla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Leite Com Chocolate Nesquik,8411610002261,['France'],[],[],?,77,322 kj(77 kcal),"1,6","1,1",12,12,"3,3","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Horchata Chufi Maestro Horchatero,8411610004098,['France'],[],[],?,101,423 kj(101 kcal),"3,6","0,7",16,10,"0,9","0,13","0,052",,['Chufi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
