,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,ingredients_origins,packaging,allergens,nova_score,manufacturing,generic_name,additives,brand_owner,link
73,Cordon bleu,2887876030113,,['France'],[],[],?,254,1063 kj(254 kcal),16,"4,2",14,2,12,"1,4","0,56",,,,D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",16 g,en quantité modérée,4.2 g,en quantité modérée,2 g,en faible quantité,1.4 g,en quantité modérée,,+14%,+14%,+32%,+32%,+1%,+27%,-9%,+8%,+8%,13,+83%,D,+83%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,
74,Jus pomme fraise,3760158690177,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Green Blend - Smiling Buddha,4260303290539,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Escalope de dinde Milanaise,0217217033459,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,
77,Cantal jeune,2499999020799,,['France'],[],[],?,371,1552 kj(371 kcal),"30,3",19,"0,18",0,"24,7","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Bleu Auvergne,2467432025588,,['France'],[],[],?,343,1435 kj(343 kcal),29,20,"0,5","0,5",20,"2,9","1,16",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', ""Bleus d'Auvergne""]",29 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.9 g,en quantité élevée,,-1%,-0%,+2%,-0%,-31%,+67%,-3%,+8%,+8%,19,0%,E,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
79,Creme dessert,3001240000000,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amendoim para barrar,5602353906906,,['France'],[],[],?,618,2586 kj(618 kcal),50,10,14,9,25,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Préparation à l'abricot et aux pralines,3372465000329,,['France'],[],[],?,233,975 kj(233 kcal),1,"0,9",55,55,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,La Galette des Rois Frangipane - Cyril Pinabel - 440g,3760054740891,['Cyril Pinabel'],['France'],"['Farine de blé T55', 'beurre', 'amande', 'sucre"" roux', 'oeuf', 'eau filtrée', 'sel de Guérande']",['Non végétalien'],2036,489,2036 kj(489 kcal),"33,9","15,2","37,4","13,8","8,5","0,7","0,28",440 g,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",33.9 g,en quantité élevée,15.2 g,en quantité élevée,13.8 g,en quantité élevée,0.7 g,en quantité modérée,+11%,+16%,+16%,+28%,+3%,-3%,+7%,+34%,+0%,+0%,22,+15%,E,+15%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,['Carton'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",3,,,,,
83,Ducros Cumin Moulu Torréfié Sélection,3166291518307,['Ducros'],['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Absolute proteine 5 sources végétales,3760099740894,,['France'],[],[],?,344,1439 kj(344 kcal),"6,63","1,1",14,"3,7","50,8","0,008","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Gueze,2402122033139,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Café - 500g,8710435137418,,['France'],[],[],?,?,,?,,?,,?,0,0,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Miel de garigue -  - 250g,3760258410101,,['France'],[],[],?,?,,?,,?,,?,,,250g,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels de garrigue']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
88,Baguette au sésame,0264019936617,,['France'],[],[],?,316,1322 kj(316 kcal),"4,4","0,7","56,3","2,8","10,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,
89,Preparation pour pain de campagne au seigle NATURALINE,3347431002065,['Naturaline'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Mélange Cake,3481010002128,,['France'],[],[],?,1250,5230 kj(1250 kcal),"0,5","0,1",72,60,1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Herbamare - A.Vogel - 275g,18388309,['A.Vogel'],['France'],[],[],?,?,,?,,?,,?,,,275 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Panettone aux raisin secs et aux écorces d orange confit - Casino - 500g,15957979,['Casino'],['France'],[],[],?,365,1527 kj(365 kcal),13,8,55,25,6,"0,37","0,148",500 g,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",13 g,en quantité modérée,8 g,en quantité élevée,25 g,en quantité élevée,0.37 g,en quantité modérée,,-2%,-2%,-13%,-11%,+7%,-3%,-12%,-16%,-16%,17,-9%,D,-9%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['Casino'],,,,,,,,,
93,Gastropub chicken & wiltshire ham en crouted,00659260,,['France'],[],[],?,243,1017 kj(243 kcal),"14,8","9,7","11,8","3,2","14,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Tomme chevre brebis,2247180035165,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Galette des Rois -  - 500g,3370620000603,,['France'],[],[],?,325,1360 kj(325 kcal),"20,8","13,9","30,5","9,4","3,8","0,8","0,32",500 g,,,D,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",20.8 g,en quantité élevée,13.9 g,en quantité élevée,9.4 g,en quantité modérée,0.8 g,en quantité modérée,,-23%,-23%,-21%,-6%,-21%,-27%,-40%,+15%,+15%,19,-1%,E,-1%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,
96,Bloc de foie gras de canard du Sud-Ouest au Saint-Émilion - Maison Delpeyrat - 100g,3067163646374,['Maison Delpeyrat'],['France'],[],[],1986,482,1986 kj(482 kcal),50,21,"2,1","0,9","5,9","1,1","0,44",100 g,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",['IGP'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",50 g,en quantité élevée,21 g,en quantité élevée,0.9 g,en faible quantité,1.1 g,en quantité modérée,-2%,-2%,-3%,-1%,-2%,-1%,-32%,-4%,-10%,-10%,19,-7%,E,-7%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,['France'],"['Boîte', 'Carton', 'Plastique']",,,['France'],,,,
97,Beaufort été - Monoprix Gourmet,2200268041656,['Monoprix Gourmet'],['France'],[],[],?,?,,?,,?,,?,,,,,['AOP'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Monoprix'],['Savoie'],,,,['Savoie'],Fromage au lait cru de vache à pâte pressée cuite,,,
98,Acqua Levissima Naturale ML,8001050006563,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Ouled Thaleb Medaillon Red 2013,6111132000074,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,La caumette,3760031473507,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Galette Nutella,0208444035750,,['France'],[],[],?,552,2310 kj(552 kcal),40,21,38,14,"8,9","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Thé noir n°25 - Palais des Thés,2700860001008,['Palais des Thés'],['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Saint Émilion Grand Cru,3192040451267,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0048107154905,0048107154905,,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0840994111340,0840994111340,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Cernaux de noix du Périgord,3760279580265,,['France'],[],[],?,673,2816 kj(673 kcal),60,"4,9","8,8","5,4",18,"0,1","0,04",,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",60 g,en quantité élevée,4.9 g,en quantité modérée,5.4 g,en quantité modérée,0.1 g,en faible quantité,,-2%,-2%,-6%,-17%,-10%,+69%,+20%,+533%,+533%,3,+16%,C,+16%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,['Sachet'],,,,,,,
107,Safari animals 10 jelly sweet bag,00352697,,['France'],[],[],?,358,1498 kj(358 kcal),"0,02","0,01","88,9","48,8","0,01","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Cherry tomato,6111243383936,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Vin de bourgogne 2017,3357400515304,,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Bredele a la canelle,3770006208010,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Miel de bourgogne -,3770003101048,,['France'],[],[],?,?,,?,,?,,?,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
112,Spaghetti sans gluten,00811071,,['France'],[],[],?,356,1490 kj(356 kcal),"1,5","0,5","78,5","0,5","6,5","0,1","0,04",,,"['en:gluten-free', 'Fabriqué en Italie']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",1.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,,+1%,+1%,-14%,+35%,+14%,-83%,-45%,+315%,+315%,0,,B,,,,,,,,,,,,,,,,,,
113,Galette pomme pur beurre -,0202196025915,,"['France', 'Italie']",[],[],?,326,1364 kj(326 kcal),17,11,39,10,"3,5","0,62","0,248",,,,,"['Biscuits et gâteaux', 'Gâteaux']",17 g,en quantité modérée,11 g,en quantité élevée,10 g,en quantité modérée,0.62 g,en quantité modérée,,-19%,-19%,-13%,+44%,-22%,-64%,-36%,+2%,+2%,18,+1%,D,+1%,,,,,,,,,,,,,,,,,
114,Nougat -  - 710g,3105561041107,,['France'],[],[],?,487,2038 kj(487 kcal),23,"7,9",60,54,8,"0,06","0,024",710 g,,['Point Vert'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats au chocolat', 'Nougats de Montélimar']",23 g,en quantité élevée,7.9 g,en quantité élevée,54 g,en quantité élevée,0.06 g,en faible quantité,,+7%,+7%,+37%,+354%,-9%,-5%,+3%,+68%,+68%,23,+46%,E,+46%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
115,Crème brûlée - Bonne Maman,3608580920007,['Bonne Maman'],['France'],[],[],?,237,992 kj(237 kcal),15,"8,5",21,19,"4,5","0,1","0,04",,,,C,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes brûlées']",15 g,en quantité modérée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.1 g,en faible quantité,,-10%,-9%,-18%,-27%,+15%,+15%,+10%,-12%,-12%,14,-7%,D,-7%,66.3%,20.6%,5.0%,4.6%,2.8%,0.8%,73,,,,,,,,,,
116,Créme glacée à la ferme,3760024280181,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Filets de poulet,0211993035751,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
118,Nougat cacahuètes et canelle - 250g,8413725005175,,['France'],[],[],?,420,1757 kj(420 kcal),12,1,71,64,8,"0,12","0,048",250 g,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",12 g,en quantité modérée,1 g,en faible quantité,64 g,en quantité élevée,0.12 g,en faible quantité,,-6%,-6%,-27%,-49%,+9%,+18%,+12%,+60%,+60%,15,-6%,D,-6%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
119,Brie de Meaux AOP,0219741019350,,['France'],[],[],?,?,,?,,?,,?,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
120,Irish country cream - Kirkland,0096619370597,['Kirkland'],['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Mini Crok,8008456000041,,['France'],[],[],?,592,2477 kj(592 kcal),42,19,44,"38,8","6,9","0,1","0,04",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Tomates séchées à l'huile d'olive,8015312775524,,['France'],[],"['Végétalien', 'Végétarien']",?,146,611 kj(146 kcal),12,1,"2,1",2,"3,1","0,39","0,156",,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Huile de foie de morue,0045879014147,,['France'],[],[],?,?,,?,,?,,?,,,,,,B,"['Matières grasses', 'Matières grasses animales', 'Huiles de poissons', 'Huiles de foie de cabillaud']",,,,,,,,,,,,,,,,,,,,,,,43.8%,28.4%,11.3%,10.5%,6.0%,0.0%,92,,,,,,,,,,
124,Avena express protein,8436565921610,,['France'],[],[],?,373,1561 kj(373 kcal),"8,3","1,4",46,"8,4",30,"0,178","0,071",,,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Oneo chewing gum - Ülker,8690840215966,['Ülker'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Fromage d'Abbaye - 120g,3060921503759,,['France'],[],[],?,326,1364 kj(326 kcal),26,16,"0,5","0,5",23,"1,6","0,64",120 g,['FR 82.907.030 CE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Nougat de Montélimar et enrobés de chocolat,3105561046300,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Biere des druides,3700232910753,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Grog de l'apiculture - Famille Mary,3760115097247,['Famille Mary'],['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"Marc de Bourgogne AOC L'Authentique JACOULOT, 45°",3304670000023,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Papaye séchée,3683080031965,,['France'],[],[],?,352,1473 kj(352 kcal),0,0,87,74,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,5999886994778,5999886994778,,['France'],[],[],?,?,,?,,?,,?,,,,,['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Couronne brioichee cube confit,0236067022635,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Coeur de boeuf,2490397007740,,['France'],[],[],?,?,,?,,?,,?,0,0,,['FR 71.666.001 CE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Emmental,2259799024409,,['France'],[],[],?,369,1544 kj(369 kcal),29,21,0,0,27,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,High Protein Biscuit Me:First - 42g,3858892292907,,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,42 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,High Protein Bar Me:First - 60g,3858892292266,,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,60 g,,['Sans sucre ajouté'],,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Assortiments de biscuits pour beurre - 560g,3226219009437,,['France'],[],[],?,478,2000 kj(478 kcal),19,13,69,25,7,"0,41","0,164",560 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Palette d'Alsace à la diable,0290701053720,,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Beurre de cacahouète saveur chocolat,8435569300704,,['France'],[],[],?,541,2264 kj(541 kcal),49,4,10,"2,5",16,"0,52","0,208",,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",49 g,en quantité élevée,4 g,en quantité modérée,2.5 g,en faible quantité,0.52 g,en quantité modérée,,-10%,-9%,+2%,-52%,-31%,-61%,-35%,-2%,-2%,11,0%,D,0%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,
141,Croissants,0200621016408,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0236076069072,0236076069072,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0236908041597,0236908041597,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Dosette Meo Gastronomique x10 - Cafés Méo,3261342002788,"['Cafés Méo', 'Méo']",['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Cuisse de dinde,2232100003034,,['France'],[],[],?,155,649 kj(155 kcal),"8,5","2,5","0,5","0,5",19,"0,26","0,104",,"['FR 41.238.001 CE', 'Savigny-sur-Braye (Loir-et-Cher, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Sauce poisson,8936046160052,,['France'],[],[],?,234.46,981 kj(234 kcal),0,0,30,30,"0,26","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Poulet fermier pmc,2209346005832,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,La Mayonnaise Bio aux oeufs frais - Bénédicta,3660603006822,['Bénédicta'],['France'],[],[],2700,646,2700 kj(646 kcal),71,"8,1","2,3","1,4","1,4","1,4","0,56",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,"['Epicerie', 'Sauces', 'Mayonnaises']",71 g,en quantité élevée,8.1 g,en quantité élevée,1.4 g,en faible quantité,1.4 g,en quantité modérée,+6%,+5%,+5%,+7%,+31%,-14%,-4%,+14%,+5%,+5%,22,+23%,E,+23%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,"['Bocal', 'Verre']",,,,,,,
149,Reblochon de savoie,2204671002280,,['France'],[],[],?,332,1389 kj(332 kcal),"27,6","16,9","0,1",0,"20,8","1,19","0,476",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",27.6 g,en quantité élevée,16.9 g,en quantité élevée,0 g,en faible quantité,1.19 g,en quantité modérée,,+2%,+3%,+3%,-10%,-73%,-100%,+4%,-11%,-11%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
150,Trio de fleurettes - Notre Jardin,18725476,['Notre Jardin'],['France'],[],[],?,18,75 kj(18 kcal),"0,5","0,1","1,6",1,"2,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Cuisse de poulet,2487374013641,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
152,Encornets cuisinés,3251870004934,,['France'],[],[],?,82,343 kj(82 kcal),"2,5","0,6","4,9","1,5",10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Copeaux de chocolat - 75g,3278584450529,,['France'],[],[],?,520,2176 kj(520 kcal),32,21,49,46,"5,4",0,0,75 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Beignet parfum chocolat,0260241019685,,['France'],[],[],?,394,1648 kj(394 kcal),19,"2,1",48,19,"6,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Poulet,0215596052214,,['France'],[],[],?,170,711 kj(170 kcal),"9,5","2,5",0,0,21,"0,18","0,072",,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']","['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Pain blanc,0204415005715,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
157,Thé Oolong saveur caramel beurre salé - Le Comptoir de Mathilde,3700961308449,['Le Comptoir de Mathilde'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Confiture d'Eglantine,3286462509030,,['France'],[],[],?,251,1050 kj(251 kcal),"0,1",0,61,57,"0,23","0,04","0,016",,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]",0.1 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0.04 g,en faible quantité,,+8%,+8%,-66%,-100%,+9%,+9%,-66%,+24%,+24%,8,-19%,C,-19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
159,Poivre blanc de kampot I.G.P,3234750030834,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cambodge'],,,,,,,,
160,Minitomette PP Fromage,2192776006022,,['France'],[],[],?,405,1695 kj(405 kcal),34,24,15,"0,5",24,18,"7,2",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
