,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,generic_name,quantity,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nutriment_energy_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,palm_ingredients
76,Ayurveda Vata Bio (paix Intérieure),3582810183120,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Extreme energy & focus,6009544932963,['France'],[],[],?,3,13 kj(3 kcal),0,0,0,0,0,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3564755015131,3564755015131,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Knack de volaille,2858262025914,['France'],[],[],?,194,812 kj(194 kcal),16,5,"1,6","1,4",11,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Crema de cacao con Avellanas,8410095505120,['France'],[],[],?,537,2247 kj(537 kcal),29,"6,4",64,63,"3,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Rellenitos - Damel,8411500120112,['France'],[],[],?,?,,?,,?,,?,,,['Damel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Haribo,3103220424209,['France'],[],[],?,?,,?,,?,,?,,,['Haribo'],['Sachet en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Custard Cream biscuits,0776992910091,['France'],[],[],?,131,548 kj(131 kcal),"4,4","3,7",18,"7,5","1,87",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Rose,3374606156438,['France'],[],[],?,391,1636 kj(391 kcal),"0,2",0,97,67,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Muesli croustillant tout chocolat - Biovillage,6823021123114,['France'],[],[],?,?,,?,,?,,?,,,['Biovillage'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Trinketto,8005533001304,['France'],[],[],?,45,188 kj(45 kcal),"0,1","0,1",10,10,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Thrive,5060572520141,['France'],[],[],?,23,96 kj(23 kcal),"0,08","0,02","3,6","1,1","0,83","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Mogettes de vendee,3470201010561,['France'],[],[],?,519,2171 kj(519 kcal),25,12,67,53,6,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Melatonine,3760192462495,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,8030582009582,8030582009582,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0036632039316,0036632039316,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Soda Gingembre Diet,06215815,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4250350536735,4250350536735,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Hot cherry pepper dalla in brine,9504000141004,['France'],[],[],?,38,159 kj(38 kcal),"1,56","0,38","3,14",0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Mélange italien,3700110046789,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Diur-mech,8032589950300,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Délice d orange au chocolat,3324494200652,['France'],[],[],?,289,1209 kj(289 kcal),"6,6","4,1",56,56,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Boudin blanc aux morilles,3100150001609,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 01405C', 'Servas (Ain, France)', 'FR 01.405.004 CE', 'Servas (Ain, France)']",,,,,,,,,
99,Creamy Wafer Biscuits,8902041022497,['France'],[],[],?,507,2121 kj(507 kcal),"22,43","12,43","71,99","36,63","4,39",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Chocolat,2010056580010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Dogadan Fennel Herbal Tea 20 Tea Bags,8699580000436,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Queijo,5601098044010,['France'],[],[],?,249,1042 kj(249 kcal),13,9,"3,7","0,5",28,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Edmond Fallot,3230140007417,['France'],[],[],?,?,,?,,?,,?,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Cramberries séchées en moitiés,2600298016790,['France'],[],[],?,355,1485 kj(355 kcal),"0,5","0,5","83,2",65,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Réglisse,3700998812599,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,8437021405064,8437021405064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C156109'],,,,,,,,,
107,Pate a tartiner,2006050024346,['France'],[],[],?,560,2343 kj(560 kcal),36,7,53,51,"4,6","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Tarama rose,3760230862119,['France'],[],[],?,527,2205 kj(527 kcal),53,"4,11","8,1","0,5",5,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Sable au chèvre et au piment des cevennes,3760270860656,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Bretzels enrobes,3344690050097,['France'],[],[],?,456,1908 kj(456 kcal),"18,5","10,3","60,7",2,"8,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Foie gras,3332270005742,['France'],[],[],?,477,1996 kj(477 kcal),49,22,"1,8","0,5","7,2",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Paturages,3250392916992,['France'],[],[],?,369,1544 kj(369 kcal),29,20,"0,5","0,5",27,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pomme Fuji,3760198971151,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Frollini golosi cacao e mandorle,8023797360524,['France'],[],[],?,489,2046 kj(489 kcal),22,"6,2",66,27,"6,7","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Nos ptits sables framboise,3700422201753,['France'],[],[],?,459,1920 kj(459 kcal),"18,1","12,3","70,9","38,3","5,9","0,092","0,037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Confiture 3 agrumes,3330720257598,['France'],[],[],?,216,904 kj(216 kcal),"0,5","0,1",53,53,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,8410085230643,8410085230643,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Poitrine cuite supérieure 3 tranches VPF 272g,2478872025588,['France'],[],[],?,270,1130 kj(270 kcal),"21,4","8,5",1,"0,2","18,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,,,,,,,,
119,Nouille de riz,3477320003092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Gambas du pacifique,4008467051159,['France'],[],[],?,84,351 kj(84 kcal),"0,8","0,4","0,4","0,4",19,"0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,19377278,19377278,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Galette brochee maison,0204669031492,['France'],[],[],?,200,837 kj(200 kcal),13,10,6,5,13,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,La Multigraines,3162780907768,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Dragées parfum menthe forte - Leaderprice,3263852401662,['France'],[],[],?,680,2845 kj(680 kcal),0,0,68,0,0,0,0,['Leaderprice'],,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+62%,-100%,-100%,+2%,-100%,-100%,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,8,C,,,,,,,,,+62%,-100%,-100%,-56%,-56%,
125,I classici minestrone toscano bio,8013624006480,['France'],[],[],?,312,1305 kj(312 kcal),"1,3","0,3",?,"2,4",?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Nouille Udon,6921555521274,['France'],[],[],?,375,1569 kj(375 kcal),"0,6","0,3",46,6,11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Truite fumée,0209997046385,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Corn crakers au quinoa,3609200446570,['France'],[],[],?,421,1761 kj(421 kcal),"9,2","1,2",77,"0,7","6,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Avocat,5060199511065,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Haddock,0240609054381,['France'],[],[],?,101,423 kj(101 kcal),"0,7",0,0,0,24,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Pre-workout blend,5056185715340,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Kingsbrau Spring Framboise,3250392883744,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Filiere qualite,2299166026704,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Sugo al basilico,8058640530526,['France'],[],[],?,43,180 kj(43 kcal),2,"0,3","4,5","2,8","1,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,67695355,67695355,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Filet de Porc aux aromates,2692502040080,['France'],[],[],?,150,628 kj(150 kcal),"7,9","2,7","0,8","0,7",19,"0,48","0,192",,['Etui en carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Boulettes au boeuf,3366760047417,['France'],[],[],?,150,628 kj(150 kcal),"6,9",2,15,"1,5","6,6","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Tarte a l’oignon,3350808430965,['France'],[],[],?,271,1134 kj(271 kcal),19,"8,3",19,"3,9","5,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Fromage de vache,4040328044306,['France'],[],[],?,276,1155 kj(276 kcal),23,15,"0,8","0,5",17,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Filet de poulet,0219966032868,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Arachide wasabi,2600287006368,['France'],[],[],?,468,1958 kj(468 kcal),21,"6,8",56,"9,7",11,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Comté aop intense rivoire,2480116027425,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,5","0,5","26,7","0,9","0,36",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,+1%,+1%,+8%,+87%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,13,D,,,,,,,,,-0%,+7%,+7%,0%,0%,
143,Baguette,0209060007220,['France'],[],[],?,272,1138 kj(272 kcal),"2,3","0,5","52,5",22,"8,6","1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Lentille blonde,3760239450133,['France'],[],[],?,87.6,367 kj(87 kcal),"0,4","0,1","12,5","0,4",7,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Boudins blancs Morilles et Vin Jaune,3266470108982,['France'],[],[],?,260,1088 kj(260 kcal),23,"8,9","2,5","1,9","10,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Val de loue,3324440189000,['France'],[],[],?,350,1464 kj(350 kcal),33,19,"1,7","0,9",12,"1,44","0,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Fusilli meraviglie,8001129150562,['France'],[],[],?,?,,?,,?,,?,0,0,,['pp-bag'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Boule d'automne,0207110013122,['France'],[],[],?,20,84 kj(20 kcal),0,0,"4,2",0,"0,9","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,COMTE AOP DOUX RIVOIRE,2480184024661,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,5","0,5","26,7","0,9","0,36",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,+1%,+1%,+8%,+87%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,13,D,,,,,,,,,-0%,+7%,+7%,0%,0%,
150,Test keyhole pierre (do not delete) -,12343243,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Nudeln Emmer - Rapunzel - 500g,4006040020721,"['France', 'Allemagne']",[],[],?,356,1490 kj(356 kcal),"1,7","0,4",73,"3,7","0,3","5,8","2,32",['Rapunzel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,,,,,,,,,
152,Curvee puffs corn puff snack,0074410651541,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Choc & Boost,3700569009502,['France'],[],[],?,516,2159 kj(516 kcal),"3,7","2,2","3,5","3,2","0,6","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,roasted & salted soybeans,8314332003434,['France'],[],[],?,401.6,1680 kj(401 kcal),16,"2,4","13,6","7,6","40,8",16,"6,4",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés']",,+74%,+63%,+51%,-12%,+197%,+240%,,,,,,,,,,16 g,en quantité modérée,2.4 g,en quantité modérée,7.6 g,en quantité modérée,16 g,en quantité élevée,18,D,,,,,,,,,+79%,+3132%,+3132%,,,
155,Infusion thym citronné - Jardin Bio,3456300013986,['France'],[],[],?,?,,?,,?,,?,,,['Jardin Bio'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Escalope de dinde,0277946039757,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Figue baglama,2600149022307,['France'],[],[],?,251,1050 kj(251 kcal),"1,4","0,3","50,4","48,1","3,4","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Miel de fleurs BIO,3520059919414,['France'],[],[],?,?,,?,0,?,0,?,,,,,"['Bio', 'Bio européen']",B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,-100%,,-100%,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,,,,,,,,
159,Poulet plein champ,2245336026838,['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,8","1,1",0,20,"0,16","0,064",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Tripes cuisinees,2204471026110,['France'],[],[],?,82,343 kj(82 kcal),"2,2",1,"0,9","0,1","14,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Chorizo - André Cazaux,2462760027945,['France'],"['Viande et gras de porc ', 'Origine: France', 'sel', 'épices', 'LACTOSE', 'dextrose', 'stabilisant: E451', 'plantes amatiques', 'aromes', 'antioxydant: E301', 'conservateur: E252', 'poudre de jus de betterave', 'ferment de maturation', 'boyau naturel de porc']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,['André Cazaux'],,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,"['FR 09.289.002 CE', 'Lorp-Sentaraille (Ariège, France)']",,,['Lait'],,,,,,
162,Moutarde Ail Basilic,3565300001517,['France'],[],[],?,150,628 kj(150 kcal),11,"0,9",10,4,7,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Sirop d’érable,0627956000047,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Korean cracker,8801117276201,['France'],[],[],?,505,2113 kj(505 kcal),30,0,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2596746483811,2596746483811,['France'],"['Farine de blé 35% ', 'origine France sucre', 'farine complète de blé 15,7%', 'graisse de palme', 'sirop de glucose', 'huile de colza', 'amidon de blé', 'lactosérum ', 'lait', "" en poudre: poudres à lever : carbonates d'ammonium"", 'carbonates de sodium', 'diphosphates ', ' poudre de lait entier', 'amidon de riz', 'lait écrémé en poudre', 'émulsifiant lécithines ', 'tournesol', 'sel', 'arôme naturel', 'protéines de lait']","['Huile de palme', 'Non végétalien']",?,?,,19,,71,32,"5,1","0,55","0,22",,,,,,,,,,,,,,,,,,,,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']",4,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,,['Huile de palme']
166,La belle escalope de dinde,0217638022506,['France'],[],[],?,105,439 kj(105 kcal),"1,4","0,4",0,0,23,"0,19","0,076",,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-13%,+6%,-1%,-100%,-100%,+0%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,1.4 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.19 g,en faible quantité,-4,A,,,,,,,,,-13%,-66%,-66%,,,
167,Kombucha pêche,3770010589082,['France'],[],[],?,23,96 kj(23 kcal),0,0,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Mazekomi Wakame Furikake Rice Seasoning Perilla Kombu Japan,4902820112467,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,toastinade de truite aux queues d’ecrevisses,3432770053196,['France'],[],[],?,264,1105 kj(264 kcal),24,"2,6","0,9","0,7",11,16,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Guindillas,3760047006942,['France'],[],[],?,20,84 kj(20 kcal),"0,5",0,5,5,"0,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,[IN] DETOX Slim Inside,3760265680382,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Amandes décortiquées - Casino,3222477621251,['France'],[],[],?,620,2594 kj(620 kcal),53,"4,8","6,7","4,3",24,0,0,"['Casino', 'Casino Bio']",,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,-1%,+3%,+19%,-49%,+10%,+7%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,53 g,en quantité élevée,4.8 g,en quantité modérée,4.3 g,en faible quantité,0 g,en faible quantité,1,B,,,,,,,['Casino'],,-1%,-100%,-100%,,,
173,TortinIGPreparati con yogurt,8001113080134,['France'],[],[],?,428,1791 kj(428 kcal),"21,1","2,7","51,1","30,5","7,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Tome de chevre brebis,0202946029453,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Moltodìpiù latte intero,8002724001327,['France'],[],[],?,65,272 kj(65 kcal),"3,6","2,8","4,9","4,9","3,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Crema di castagne,8034125101948,['France'],[],[],?,266,1113 kj(266 kcal),"0,5","0,1",64,45,"1,2","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Filet mignon de porc surgelé,0201556056026,['France'],[],[],?,120,502 kj(120 kcal),"3,6","1,5",0,0,22,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Boneless Salmon Fillet,4088600044835,['France'],[],[],?,267,1117 kj(267 kcal),20,"3,3","0,5","0,5",22,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Colfiorito Semi Mix Per Insalate GR. 150,8011515944262,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Porto - TAWNY PORTO - 75cl,4056489287476,['France'],[],[],?,?,,?,0,?,0,?,,,['TAWNY PORTO'],['Verre'],,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Vins portugais', 'Porto']",,,,,,,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,,,,,,,,,,,,,,75 cl,,,,,,,,,,,,
181,Wavy ketchup chips,3902634650941,['France'],[],[],?,608.5,2546 kj(608 kcal),"35,2","15,1","58,2","0,9","10,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Guimauve chocolat,2600689010765,['France'],[],[],?,404,1690 kj(404 kcal),"10,6","6,5","73,7","56,7","3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Terrine à la bière -,3563800000504,['France'],[],[],?,275,1151 kj(275 kcal),"23,5","9,23","1,2","0,6","14,6","1,79","0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
