,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,saturated_acids_quantity,saturated_acids_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,palm_ingredients,link
596,Souris d'agneau dorée au four,0211937047161,['France'],[],[],?,159,"8,8","0,5",20,"0,94","0,376",665 kj(159 kcal),4,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,
597,3760141874560,3760141874560,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Raisin sec,8003435005796,['France'],[],[],?,1394,1,75,"3,1",,,5832 kj(1394 kcal),"0,1",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Salami de dinde,8546690005052,['France'],[],[],?,297,23,"5,4","17,1","3,5","1,4",1243 kj(297 kcal),"9,7","3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Friandises Hygiene Bucco-dentaire Pour Chien 70 GR,3283021702383,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Grainea,3564706617544,['France'],[],[],?,411,14,64,"5,6","1,8","0,72",1720 kj(411 kcal),7,29,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,
602,Poulet,2295250014190,['France'],[],[],?,172,"9,8",0,21,"0,13","0,052",720 kj(172 kcal),"2,9",0,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Grenier medocain,2473689028609,['France'],[],[],?,72.4,12,"1,8",20,"1,9","0,76",303 kj(72 kcal),"5,8","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,,,,,,,,,,,,
604,5010134918916,5010134918916,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Brique brebis bio,0279995029529,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Mousse de foie forestière,0211178018241,['France'],[],[],?,333,"30,6","1,7","12,6","1,78","0,712",1393 kj(333 kcal),"11,8","1,5",,['Barquette en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Granola Banane Noix de coco,3770015654204,['France'],[],[],?,747,27,39,11,"0,4","0,16",3125 kj(747 kcal),12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Daube de bœuf,3543811422007,['France'],[],[],?,120,6,3,13,1,"0,4",502 kj(120 kcal),2,2,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,
609,Nature snack veggies,5410340614334,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Fondante,8693029607750,['France'],[],[],?,400.4,"10,42","73,8","2,87",9,"3,6",1675 kj(400 kcal),"5,74","61,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Vinaigre de vin d'Izeron aux noix du Vercors,3486900001137,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Pizza Donetsk kebab,5391527075516,['France'],[],[],?,251,"7,5",35,10,1,"0,4",1050 kj(251 kcal),"3,3","4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,abdo'men fat burner,5400713753302,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Classica Pepperoni,5391527072652,['France'],[],[],?,273,10,32,12,"1,3","0,52",1142 kj(273 kcal),"3,8","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Kerstkransjes,8718537895236,['France'],[],[],?,453,"29,7","62,5",3,"20,9","8,36",1895 kj(453 kcal),0,"9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Meringues à la framboise,3193840731092,['France'],[],[],?,385.9,"0,2","87,4","6,5","0,2","0,08",1615 kj(385 kcal),0,"86,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Poulet roti,3378740761954,['France'],[],[],?,17,"2,5","0,9","22,7","1,28","0,512",71 kj(17 kcal),"0,7","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.237.001 CE', 'Saint-Thuriau (Morbihan, France)']",,,,,,,,,,,,,,,,,,,
618,Compote allégée pomme fruits rouges,3760150529093,['France'],[],[],?,242,0,32,0,0,0,1013 kj(242 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,['EMB 81440'],,,,,,,,,,,,,,,,,,,
619,"Chou-fleur grillé, chou kale et carottes et sauce peanut - Seazon",3701456304137,['France'],[],[],?,77,2,9,3,1,"0,4",322 kj(77 kcal),0,2,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Riz jasmin rouge complet Cambodge,3760278863420,['France'],[],[],?,362,"2,4",79,"6,6",,,1515 kj(362 kcal),"0,7","0,5",,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,
621,Carotte Baby,0209895008270,['France'],[],[],?,35,0,"6,5","0,8","0,1","0,04",146 kj(35 kcal),0,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Poulet épinards et tomates - Seazon,3701456307633,['France'],[],[],?,103,0,6,11,1,"0,4",431 kj(103 kcal),0,1,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,M'y capsule tri-couches,3770018025001,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Ma bana box metal Banania Garnie,3588400255031,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Escalope milanaise,0217827029262,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Rilettes de harengs fumes,3760248060118,['France'],[],[],?,165,"12,4","3,2","9,6",2,"0,8",690 kj(165 kcal),"6,4","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Latte uht parzialmente scremato,8003100892690,['France'],[],[],?,48,"1,6",5,"3,3","0,1","0,04",201 kj(48 kcal),"1,1",5,,,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,,,,,1.6 g,en faible quantité,5 g,en quantité modérée,0.1 g,en faible quantité,,+2%,+2%,+4%,+4%,+2%,-9%,-9%,,,0,,B,,D,1.1 g,en faible quantité,+3%,+9%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,
628,Comté bio,0299108048414,['France'],[],[],?,428,35,"1,2",27,"0,8","0,32",1791 kj(428 kcal),23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Poulet,099999900414000296964,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Limonade artisanale française,3551720203617,['France'],[],[],?,30,0,"7,4","0,5",,,126 kj(30 kcal),0,"7,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Miel de tilleul,3263621730023,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Lovely berries,3398284423583,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Comté,2481241044677,['France'],[],[],?,418,35,0,27,"0,9","0,36",1749 kj(418 kcal),23,0,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,35 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,+1%,-100%,-100%,+0%,+7%,+7%,,,13,0%,D,0%,D,23 g,en quantité élevée,-0%,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,
634,Cassis-Groseille épépinée - Confiture extra du Haut Diois,3927811091041,['France'],[],[],?,?,?,?,?,,,,,,,,['Confiture extra du Haut Diois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Bibimbap poulet,3770013958441,['France'],[],[],?,100,"0,35","12,93","7,91","0,26","0,104",418 kj(100 kcal),"0,35","1,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Artichauts à la contadina et basilic,3760278131710,['France'],[],[],?,92,7,"2,9","1,9","1,6","0,64",385 kj(92 kcal),"0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,CANTAL ENTRE DEUX FQC AOP,0200185015688,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Souris d'agneau confite,2224658084757,['France'],[],[],?,125,5,"1,9",18,"0,96","0,384",523 kj(125 kcal),"1,9",0,,['Etui en carton'],,,,,,,,,,,,,,,,,,,,,,,,"['EMB 49323B', ""Saint-Sylvain-d'Anjou (Maine-et-Loire, France)""]",,,,,,,,,,,,,,,,,,,
639,mangue & fruit de la pasison - Fazer,6419811100085,['France'],[],[],?,200,"6,8",33,"1,5","0,11","0,044",837 kj(200 kcal),"3,5",18,,,['Fazer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Sucre en poudre complet rapadura,3506070073786,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Mini Satay Rice Cake,9556277303975,['France'],[],[],?,358,0,79,"8,2","0,35","0,14",1498 kj(358 kcal),0,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Palette à l'emmental,0290705080166,['France'],[],[],?,167,"8,1","0,5","22,9","1,6","0,64",699 kj(167 kcal),"3,2","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,galettes 4 céréales - repère - 17,17998888,['France'],['riz completmais'],[],?,127,"0,5","6,2","0,7","0,02","0,008",531 kj(127 kcal),0,"0,5",17,['Sachets'],['repère'],,['Française'],['Ivry sur Seine'],,,,,,,,,,,,,,,,,,,['Bio village'],,,,,,,,,,,,,,,,,,,,
644,Biscuits de Zilia,3590223000033,['France'],[],[],?,538,"29,9",58,"7,2","1,05","0,42",2251 kj(538 kcal),"9,3",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Sel bleu d’Iran,3760297182601,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Roquefort AOP Papillon,2481085026891,['France'],[],[],?,379,32,"1,8",21,"3,6","1,44",1586 kj(379 kcal),20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,La souris d'agneau confite,2224658072358,['France'],[],[],?,125,5,"1,9",18,"0,96","0,384",523 kj(125 kcal),"1,9",0,,"['Etui en carton', 'Sachet en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Goji Berry Baies de Goji,3379145044147,['France'],[],[],?,400,0,40,40,0,0,1674 kj(400 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Cuisse de poulet bio,2255739007587,['France'],[],[],?,165,"8,8","0,5",21,"1,3","0,52",690 kj(165 kcal),"2,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Salicorne au naturel,3760058542446,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Lokum,8691230454378,['France'],[],[],?,368,"2,7","87,7","0,6",0,0,1540 kj(368 kcal),"1,8","68,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Maïs doux en grains - Prosain,3335880005645,['France'],[],[],?,103,"1,4",18,3,"0,44","0,176",431 kj(103 kcal),"0,5","3,5",,,['Prosain'],,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,
653,Reblochon de Savoie,2233402003098,['France'],[],[],?,332,"27,6","0,5","20,8","1,3","0,52",1389 kj(332 kcal),"16,9","0,5",,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,"['FR 74.128.050 CE', 'Fillinges (Haute-Savoie, France)']",,,,,,,,,,,,,,,,,,,
654,Beignet de surimi,3379140607781,['France'],[],[],?,218,12,17,11,"1,9","0,76",912 kj(218 kcal),"4,6","7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Galerie au chocolat,0637835379034,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Creme dessert caramel,3363570114049,['France'],[],[],?,172,"6,7",22,"5,9","0,1","0,04",720 kj(172 kcal),"3,9","16,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Mystery emoji,8850624525814,['France'],[],[],?,76,0,"3,7","1,31","0,29","0,116",318 kj(76 kcal),0,"3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Pan con Cebolla,0810016520474,['France'],[],[],?,501,"25,4",57,"9,2","1,5","0,6",2096 kj(501 kcal),"2,3","4,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Rillettes de poulet,3683080450483,['France'],[],[],?,241,11,"0,5",22,1,"0,4",1008 kj(241 kcal),"2,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Glace Café,3528161505549,['France'],[],[],?,262,11,38,"2,1","0,1","0,04",1096 kj(262 kcal),"9,1",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Quenelles de brochet casino,29032792,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.004 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,,,,
662,Snoby stick,5996413187917,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Rosa Salz Aus Dem Himalaya Gebiet Feinkörnig,8001065080022,['France'],[],[],?,0,?,?,?,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Onion bhaji and mango chutney sandwich,5000128693455,['France'],[],[],?,185,"3,3",31,"5,7","0,61","0,244",774 kj(185 kcal),"0,8","6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Crème de foie de porc à l'ancienne,2227318013647,['France'],[],[],?,292,27,"2,7","9,3","1,4","0,56",1222 kj(292 kcal),12,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 29004', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,,,,,,,,,,,,,,,
666,Goûters fourrés Parfum Chocolat,3250392777173,['France'],[],[],?,491,"21,4","66,7","6,3","0,48","0,192",2054 kj(491 kcal),"11,8","32,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Jurassic World party drink grape taste,5998811760983,['France'],[],[],?,0,0,"9,1",0,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Coffret Autour Du Cèpe - 4 Produits,3760194208633,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Chocolat à pâtisser,3256228115898,['France'],[],[],?,521,30,51,"7,7",,,2180 kj(521 kcal),18,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,90107009,90107009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Peppermint,2099950688688,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,muffins orei,2670943022964,['France'],[],[],?,481,28,"50,9","5,1","0,6","0,24",2013 kj(481 kcal),"14,7","23,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Fondue Guimauve & Chocolat - Le Temps des Cerises - 275g,3564884019383,['France'],"['Guimauve aromatisée citron avec sucres et édulcorant 27% ', 'sucre', 'sirop de sucre inverti', 'sirop de glucose', 'eau', ""blanc d'œuf"", 'humectant : sorbitol', 'éclats de meringue 4% ', 'sucre', ""blanc d'œuf"", 'amidon de blé ', 'gluten', 'gélatine', 'arôme naturel de citron', 'acidifiant : acide citrique', 'anti-agglomérant : amidon de mais', 'colorant : curcumine', '\rTraces de lait', 'de soja', ""d'arachides et de fruits à coque"", '\r Guimauve aromatisée myrtille avec sucres et édulcorant 27% ', 'sucre', 'sirop de sucre inverti', 'sirop de glucose', 'eau', ""blanc d'oeuf"", 'humectant : sorbitol', 'gélatine', 'arome naturel de myrtille', 'acidifiant : acide citrique', 'anti-agglomérant : amidon de mais', 'colorants : extrait de peau de raisin - rouge de betterave - noir PN', ' \rTraces de gluten', 'de lait', 'de soja', ""d'arachides et de fruits à coque"", '\r Chocolat noir 46% ', 'pate de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', ' Chocolat noir 58% de cacao minimum', ' \rTraces de gluten', 'de lait', ""d'arachides et de fruits à coque""]","['Non végétalien', 'Non végétarien']",?,427,"16,7","61,8","4,7","0,04","0,016",1787 kj(427 kcal),10,"56,5",275 g,"['Emballage Carton', 'Pots en plastique']",['Le Temps des Cerises'],"['Snacks', 'Produits laitiers', 'Produits fermentés', 'Snacks sucrés', 'Confiseries', 'Produits laitiers fermentés', 'Plats préparés', 'Fromages', 'Aides culinaires', 'Aides à la pâtisserie', 'Bonbons', 'Décorations alimentaires', 'Vermicelles multicolores', 'Fondues', 'Vermicelles en chocolat', 'Guimauves']",,,['Carrefour'],"['E420 - Sorbitol', 'E428 - Gélatine', 'E330 - Acide citrique', 'E100 - Curcumine', 'E162 - Rouge de betterave', 'E151 - Noir brillant BN', 'E322i - Lécithine']","['Œufs', 'Gluten']",4,16.7 g,en quantité modérée,56.5 g,en quantité élevée,0.04 g,en faible quantité,,,-2%,-8%,-10%,+2%,-63%,-63%,['Fabriqué en France'],,22,0%,E,0%,B,10 g,en quantité élevée,-5%,-3%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,,
674,Chanoine freres champagne,3416185017578,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Jambon Le Comtois,3240650087403,['France'],[],[],?,120,4,1,20,2,"0,8",502 kj(120 kcal),"1,6","0,5",,,,,,,,,,,,,,,,,,,,,,,,,['Bleu Blanc Cœur'],,,,,,,,,,,,,,,,,,,,
676,Atume,5600395034847,['France'],[],[],?,188,"10,1",0,"24,3","6,4","2,56",787 kj(188 kcal),"1,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,CARAMEL WAFFLES,8713621660011,['France'],[],[],?,429,16,67,"3,5","0,6","0,24",1795 kj(429 kcal),9,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Dattes avec noyaux - Rapunzel,3080594220494,['France'],[],[],?,?,?,?,?,,,,,,,,['Rapunzel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Café Amerique Centrale,3760267674440,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Gfjvdbdj,3497674123239,['France'],[],[],?,100,11,0,90,,,418 kj(100 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Whole cashew nuts,14810,['France'],[],[],?,572,"48,2","18,08","17,6",0,0,2393 kj(572 kcal),"9,48","6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Bandeaux cola gélifié acidulée Ptilo,3415306316286,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Brochette daint jacques et fines herbes,2416891025981,['France'],[],[],?,117,"4,7","1,4",17,"0,64","0,256",490 kj(117 kcal),"0,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Pur jus de 3 fruitd presses. Piomme peche poure,1058802161503,['France'],[],[],?,44,0,"9,9","1,2","0,4","0,16",184 kj(44 kcal),0,"9,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Pediatric electrolytes,0349580359178,['France'],[],[],?,9.7222,0,"2,5",0,"0,257","0,103",41 kj(9 kcal),0,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Pizza Reine Maison,0200489042649,['France'],[],[],?,198,6,"26,1","9,4","1,3","0,52",828 kj(198 kcal),"2,9",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Sorbet Mangue,3760228430627,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,pufuleti paprika - 85g,6421968100023,"['Belgique', 'France']","['Semoule de maïs', 'huile de tournesol', 'sel', 'saupoudrer de ketchup', 'poudre de poivre']",[],?,444,"18,1","61,5","7,6","2,86","1,144",1858 kj(444 kcal),"1,9","4,7",85 g,['Plastique'],,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés', 'Biscuits apéritifs soufflés à base de maïs']",,,,,,3,18.1 g,en quantité modérée,4.7 g,en faible quantité,2.86 g,en quantité élevée,,-11%,-28%,+8%,+34%,-15%,+51%,+51%,['Halal'],,17,+15%,D,+15%,B,1.9 g,en quantité modérée,-11%,-46%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,
689,Dragées aux amandes,3266055302231,['France'],[],[],?,454,14,71,"6,8",,,1900 kj(454 kcal),"1,1",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Mayonnaise,3760105899516,['France'],[],[],?,764,84,"0,4","1,4","1,1","0,44",3197 kj(764 kcal),"6,1","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Huile Aromatisee a L'ail,3760224581507,['France'],[],[],?,300,100,0,0,0,0,1255 kj(300 kcal),12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Bauchspeck gepökelt gegagrt und geräuchert,2824412003408,['France'],[],[],?,1098,"21,69",0,"17,6","1,4","0,56",4594 kj(1098 kcal),"8,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Pavé meunier,0257027006236,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Biscuits au choconussa,8056870246057,['France'],[],[],?,484,"21,5","64,4","6,7","0,52","0,208",2025 kj(484 kcal),"9,5","32,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,4901401063259,4901401063259,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Pomme reinette d'armorique,3486061587020,['France'],[],[],?,70,"0,5",16,"0,5",0,0,293 kj(70 kcal),"0,1",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Cuisses de Poulet,2662113013711,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Couronne briochée fleur d'oranger,0250189029525,['France'],[],[],?,296,"8,1",47,"8,1","1,1","0,44",1238 kj(296 kcal),"5,1","9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Framboise au chocolat,3546940007480,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Terrine campagnarde,3700557600230,['France'],[],[],?,330,"30,5",1,"12,4","1,62","0,648",1381 kj(330 kcal),"11,6","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Soupe repas à l’indienne - Seazon,3701456307411,['France'],[],[],?,73,3,7,4,0,0,305 kj(73 kcal),2,2,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Coquille saint jacques à la normande,3287390082404,['France'],[],[],?,150,7,14,"7,2",1,"0,4",628 kj(150 kcal),"5,2","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 49.204.001 CE', 'Mesnil-en-Vallée (Maine-et-Loire, France)']",,,,,,,,,,,,,,,,,,,
