,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,allergens,nova_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,ingredients_origins,link,origin_detail,producer_info,palm_ingredients
40,3329480019027,3329480019027,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Sauce Shoyu Bio, Soja & Blé - 50CL - Kivinat",3329480105027,['France'],[],[],?,63,264 kj(63 kcal),"0,57","0,07",6,"0,4",8,"14,6","5,84",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Sauce au soja,3329480105072,['France'],[],[],?,65,272 kj(65 kcal),"0,1","0,1",6,"1,7",10,"15,5","6,2",B,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",['Bio'],0.1 g,en faible quantité,0.1 g,en faible quantité,1.7 g,en faible quantité,15.5 g,en quantité élevée,,-41%,-41%,-19%,+327%,-66%,-86%,+56%,+29%,+29%,5,-55%,C,-55%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,,,,,,,,,
43,Spelta - Markal - 500g,3329482030013,['France'],['Epeautre précuit concassé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,324,1356 kj(324 kcal),"1,5","0,35",60,"0,9",11,,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Blés', 'Épeautres']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",1.5 g,en faible quantité,0.35 g,en faible quantité,0.9 g,en faible quantité,,,,-3%,-3%,-44%,-24%,-0%,-53%,-8%,,,,,,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,['Markal'],,,1,épautre précuit concassé,500 g,['Carton'],,,,['Saint-Marcel-lès-Valence'],,,,
44,Boulgour De Blé Khorosan Kamut - Markal,3329482050011,['France'],[],[],?,338,1414 kj(338 kcal),"2,2","0,8","57,1",2,"16,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
45,Riz - Markal,3329482151206,['France'],[],[],?,339,1418 kj(339 kcal),"1,2","0,2","66,9","0,9","9,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
46,BLE a POELER,3329482175004,['France'],[],[],?,355,1485 kj(355 kcal),"1,7","0,32","68,3","2,7","12,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Orge perlé - Markal,3329482273205,['France'],[],[],?,334,1397 kj(334 kcal),"1,8","0,25","63,6","2,1","10,3","0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
48,Épeautre du nord bio - Markal,3329482311051,['France'],[],[],?,342,1431 kj(342 kcal),"2,4","0,4","60,2","6,8","14,6","0,02","0,008",,,"['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-007']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
49,3329482477801,3329482477801,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Son d'avoine - Markal - 3kg,3329482681031,['France'],['Avoine biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1468,349,1468 kj(349 kcal),"6,2","1,1","51,8","1,4",14,"0,02","0,008",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Son', 'Sons de céréales', ""Sons d'avoine""]","['Bio', 'Bio européen', 'FR-BIO-01']",6.2 g,en quantité modérée,1.1 g,en faible quantité,1.4 g,en faible quantité,0.02 g,en faible quantité,,-2%,-1%,-11%,-12%,+3%,-25%,-4%,-32%,-32%,-5,,A,,67.3%,0.9%,10.6%,9.2%,12.0%,0.0%,95,['Markal'],,['Avoine'],1,,3 kg,['Sachet'],,,,,,,,
51,Lingots blancs de Vendée - Markal - 500g,3329484211205,['France'],['Lingots blancs de Vendée'],[],?,300,1255 kj(300 kcal),15,"0,22",40,"0,5",19,"0,045","0,018",,['Epicerie'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",15 g,en quantité modérée,0.22 g,en faible quantité,0.5 g,en faible quantité,0.045 g,en faible quantité,,+42%,+42%,+4%,-88%,+245%,-93%,+586%,-98%,-98%,-2,-118%,A,-118%,,,,,,,,['Markal'],,,,Lingots blancs de Vendée,500g,"['Sachet', 'Plastique', 'Atmosphère protectrice']",,,,['Vendée'],,,,
52,Lentilles corail - Markal,3329484441268,['France'],[],[],?,342,1431 kj(342 kcal),"0,6",0,"51,7","1,4","26,9","0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles décortiquées', 'Lentilles rouges', 'Lentilles corail']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0.6 g,en faible quantité,0 g,en faible quantité,1.4 g,en faible quantité,0.01 g,en faible quantité,,+2%,+1%,-63%,-100%,+7%,-22%,+8%,-65%,-65%,-1,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['Markal'],,,,,,,,,,,,,,
53,Riz long Blanc - Markal,3329485131052,['France'],[],[],?,342,1431 kj(342 kcal),"0,5",0,80,"0,1","7,5","0,01","0,004",,,"['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-007']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
54,Riz Long Complet 5KG - Markal,3329485151050,['France'],[],[],?,375,1569 kj(375 kcal),"1,2","0,2","74,5","0,6","9,7","0,026","0,01",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
55,Riz Long Complet - Markal Bio,3329485157328,['France'],[],[],1512,357,1512 kj(357 kcal),"1,2","0,2","74,5","0,6","9,7","0,026","0,01",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",1.2 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,0.026 g,en faible quantité,+4%,+6%,+6%,+13%,-16%,+1%,+108%,+33%,+37%,+37%,-5,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Markal Bio'],,,,,,,,,,,,,,
56,Riz Basmati Blanc - Markal,3329485431053,['France'],[],[],?,349,1460 kj(349 kcal),"1,2","0,28",75,"0,1","9,5",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz blanc', 'Riz Basmati', 'Riz Basmati blancs']","['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-007']",1.2 g,en faible quantité,0.28 g,en faible quantité,0.1 g,en faible quantité,,,,+10%,+8%,+26%,+39%,+10%,-53%,+25%,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Markal'],,,,,,,,,,,,,,
57,Riz pour risotto - Markal,3329485481263,['France'],[],[],?,348,1456 kj(348 kcal),"0,9","0,1",79,"0,2",6,"0,013","0,005",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz pour risotto']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0.9 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.013 g,en faible quantité,,-1%,-2%,+11%,-53%,+2%,-35%,-15%,-77%,-77%,1,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Markal'],,,,,,,,,,,,,,
58,Riz Brun Doux 500 G - Markal,3329485611202,['France'],[],[],?,372,1556 kj(372 kcal),"2,6","0,7",78,"0,1","6,3","0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz complet']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",2.6 g,en faible quantité,0.7 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,,+12%,+11%,-2%,+25%,+16%,-85%,-15%,-70%,-70%,-4,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Markal'],,,,,500 g,,,,,,,,,
59,FARINE DE SEIGLE T130,3329486261055,['France'],[],[],?,333,1393 kj(333 kcal),"1,3","0,2","65,9",2,"9,6",0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle', 'Farines de seigle T130']",,1.3 g,en faible quantité,0.2 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,,-0%,-0%,-9%,-6%,0%,-13%,+7%,-100%,-100%,-1,,A,,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,,,,,,,,,,,,,,,
60,Farine De Kamut - Markal,3329486291205,['France'],"['FARINE COMPLETE DE BLÉ KHORASAN KAMIJT@ Ingrédients', ""' blé khorasan kamut@ biologique"", ' Traces possibles de lupin', 'sésame et soja', ' A conserver dans un endroit frais', 'sec et à llabri de la lumière', 'Informations nutritionnelles: Le blé Khorasan KAMIJT@', 'ancêtre du blé dur', 'est riche en fibres', ""Conseils d'utilisations: La farine de blé Khorasan KAMIJT@ apportera un goût et une saveur authentique et généreuse à toutes vos recettes de pains"", 'pâtes', 'gâteaux', 'crêpes„', 'Conseils de préparation: Pour la conception de pain', 'à associer avec une farine standard,']",[],?,341,1427 kj(341 kcal),"2,5","0,48","62,8","2,7","12,92",0,0,,,"['Bio', 'Riche en fibres']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,['Gluten'],,,,,,,,,,,,
61,Semoule de maïs fine - markal - 1kg,3329486311125,['France'],['Maïs biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1496,?,1496 kj(358 kcal),"3,5","0,5",70,"0,64","8,5","0,08","0,032",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de maïs']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",3.5 g,en quantité modérée,0.5 g,en faible quantité,0.64 g,en faible quantité,0.08 g,en faible quantité,+12%,,+5%,+117%,+85%,-2%,-5%,+19%,-35%,-35%,-5,,A,,70.7%,16.5%,7.5%,3.4%,2.0%,0.0%,81,['Markal'],,,1,Semoule de maïs fine,1 kg,['sachet plastique'],,,['Satoriz'],['Italie'],,,,
62,Couscous 4 céréales - Markal,3329486395002,['France'],[],[],?,346,1448 kj(346 kcal),"2,4","0,6",65,"2,7",12,0,0,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
63,Farine De Souchet - 250G - Markal - 250g,3329487002503,['France'],"['Souchet b*', 'orogvque']",[],?,562,2351 kj(562 kcal),"24,9","1,29","63,6","21,83","4,58","0,01","0,004",,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,250 g,,,,,,,,,
64,Fructose Cristallise - Markal,3329487611057,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
65,Sucre Canne Complet - Markal,3329487641122,['France'],[],[],?,388,1623 kj(388 kcal),"0,5",0,"95,1","88,5","0,6","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
66,Sucre Canne Brun Markal - 5kg,3329487651053,['France'],[],[],?,394,1648 kj(394 kcal),0,0,"98,5","98,5","0,01",0,0,B,"['Édulcorants', 'Sucres']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-016-CL', 'FR-BIO-01']",0 g,en faible quantité,0 g,en faible quantité,98.5 g,en quantité élevée,0 g,en faible quantité,,+1%,+1%,-100%,-100%,+1%,+5%,-95%,-100%,-100%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,['Markal'],,,,,5 kg,['paper bag'],['France'],,,,,,,
67,Lin doré biologique - Markal,3329488311031,['France'],[],[],?,498,2084 kj(498 kcal),40,"3,7",1,1,"19,5","0,09","0,036",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
68,Graines de tournesol décortiquées - Markal - 500g,3329488477805,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol décortiquées']",,,,,,,,,,,,,,,,,,,,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,['Markal'],,,,,500 g,"['Sachet', 'Plastique']",,,,,,,,
69,Mélange Riz et Quinoa Rouge - Markal,3329488651205,['France'],"['MÉLANGE DE RIZ GRAIN BLANC ÉTUVÉ ET DE ROUGE Ingrédients', ' Riz long grain blanc étuvé biologique ', '66%', 'quinoa rouge biologique ', '34%']",[],?,360,1506 kj(360 kcal),3,"0,4",72,"1,6","9,7",1,"0,4",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
70,Graines de Chia - Markal,3329488735011,['France'],[],[],?,450,1883 kj(450 kcal),"31,4","12,2","3,8",0,"21,2","0,01","0,004",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,31.4 g,en quantité élevée,12.2 g,en quantité élevée,0 g,en faible quantité,0.01 g,en faible quantité,,+0%,+1%,+2%,+291%,-68%,-100%,+5%,-58%,-58%,15,+1563%,D,+1563%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,['Markal'],,,,,,,,,,,,,,
71,Selection du boulanger Saveur Millet - Markal,3329488911200,['France'],"[""' Millet décortique"", 'de i n blond complet?', 'graines de tournesol*', "" de va'ct? ?issu iaqrrulture biologique"", ""Traces possibles d'amaldes"", 'Ide cajou et soja', 'A conserver dans un enitctt lumière']",[],?,474,1983 kj(474 kcal),"28,8","3,2","31,4","1,1","15,8","0,025","0,01",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
72,"Huile De Tournesol Bio, Vierge - 50CL - Grand Olio -",3329489000125,['France'],['huiles de graines de tournesol'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,,,,,,,,,,,,,,,,,,,,,,,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,2,,,,,,,,,,,
73,Huile Omega Equilibre 1L Olive60%-colza30%-noix10% Bio,3329489000262,['France'],[],[],?,900,3766 kj(900 kcal),100,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Cookies pépites de chocolat - Bioshok - 150g,3329489030054,['France'],"['farine de blé 43%', 'pépites de chocolat 20% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine', 'matière grasse végétale', 'sucre de canne', 'œufs', 'poudre de cacao maigre', 'poudres à lever : carbonate acide d’ammonium - carbonate acide de sodium', 'poudre de lait écrémé', 'sel', 'acidifiant : acide citrique', ' Contient du gluten', 'de l’œuf et du lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",2092,?,2092 kj(500 kcal),"25,1","12,8",59,"28,2","7,6","0,422","0,169",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",25.1 g,en quantité élevée,12.8 g,en quantité élevée,28.2 g,en quantité élevée,0.422 g,en quantité modérée,+1%,,+2%,+7%,+8%,-5%,-13%,+16%,-24%,-24%,19,-11%,E,-11%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Bioshok', 'Markal']","['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait']",4,Cookies aux pépites de chocolat,150 g,"['Carton', 'Plastique']",['France'],,,['Agriculture UE/Non UE'],http://www.markal.fr/produit/cookies-aux-pepites-de-chocolat/,,,
75,Sablés Nappés de Chocolat au Lait - Bioshok - 200g,3329489030108,['France'],"['Farine de blé* ', '47 %', 'chocolat au lait ', '25 %', ' ', 'sucre de canne*', 'beurre de cacao*', 'poudre de lait entier*', 'pâte de cacao*', 'émulsifiant : lécithine de soja', 'sucre de canne roux*', 'beurre* ', 'lait*', 'matière grasse végétale ', 'colza*', 'poudre de lait écrémé*', 'sirop de blé', 'œufs*', ""poudres à lever : carbonate acide d'ammonium - carbonate acide de sodium - orthophosphate monocalcique"", 'sel', "" *issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2082,?,2082 kj(498 kcal),"22,1","10,7","65,4","32,7","7,9","0,47","0,188",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés', 'Sablés nappés de chocolat', 'Biscuits au chocolat au lait']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'en:palm-oil-free']",22.1 g,en quantité élevée,10.7 g,en quantité élevée,32.7 g,en quantité élevée,0.47 g,en quantité modérée,-0%,,-0%,-7%,-11%,+4%,+20%,+14%,-38%,-38%,23,+7%,E,+7%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['Bioshok'],"['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E341i - Phosphate monocalcique']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,,200 g,"['Carton', 'boîte', 'Plastique', 'Sachet']",['France'],,,,,,,
76,Sablés caramel au sel de Guérande - Bioshok - 150g,3329489030139,['France'],"['Farine de blé*', 'sucre de canne* roux', 'huile de colza*', 'beurre* ', 'lait*', 'éclats de caramel au beurre salé* 7% ', 'sucre de canne*', 'sirop de glucose*', 'lait* concentré sucré', 'beurre* ', 'lait*', ' 9%', 'sel de Guérande 0', '3%', 'oeufs*', 'sirop de blé*', ""poudres à lever : carbonates acide d'ammonium - carbonate acide de sodium"", 'poudre de lait écrémé*', ""arôme naturel caramel avec d'autres arômes naturels "", 'blé', 'lait', 'acidifiant : acide citrique', 'sel de Guérande 0', '2%', ""\r*issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien']",1967,?,1967 kj(470 kcal),"19,1","6,2","66,5","28,4",7,"0,46","0,184",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']","['Bio', 'Bio européen', 'FR-BIO-01', 'en:palm-oil-free', 'AB Agriculture Biologique']",19.1 g,en quantité modérée,6.2 g,en quantité élevée,28.4 g,en quantité élevée,0.46 g,en quantité modérée,-5%,,-5%,-18%,-55%,+6%,+12%,+13%,-33%,-33%,18,-18%,D,-18%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['Bioshok', 'Markal']","[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait']",4,Sablés aux pépites de caramel et au sel de Guérande,150g,"['Carton', 'Sachets']","['France', 'UE/non UE']",,,['Guérande'],http://www.markal.fr/produit/sables-caramel-au-sel-de-guerande/,,,
77,Cookies Nougatine et Pépites de Chocolat,3329489030146,['France'],[],[],?,501,2096 kj(501 kcal),"24,4","11,9","61,6","29,3","7,2","0,4","0,16",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']","['Bio', 'Commerce équitable', 'Max Havelaar']",24.4 g,en quantité élevée,11.9 g,en quantité élevée,29.3 g,en quantité élevée,0.4 g,en quantité modérée,,+1%,+1%,-3%,-4%,+3%,-7%,+16%,-41%,-41%,23,+2%,E,+2%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,,,,,,,,,,,,,
78,Spaghettis Maïs Riz - Markal,3329489050083,['France'],[],[],?,351,1469 kj(351 kcal),"1,4",1,77,2,7,"0,05","0,02",,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
79,Markal bio farfalline blancs,3329489106162,['France'],[],[],?,358,1498 kj(358 kcal),"1,5","0,3",73,3,"11,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Markal'],,,,,,,,,,,,,,
80,Lasagne Bolognaise - Saveur & passion - 1kg,3329630302894,['France'],"['Eau', 'viande bovine crue ', 'origine : France', ' 17%', 'semoule de blé dur', 'concentré de tomate', 'oignons', 'emmental', 'vin rouge', 'tomates', 'huile de colza', 'amidons modifiés', 'farine de blé', 'lait écrémé en poudre', 'sel', 'purée de carotte', 'ail', 'plantes aromatiques', 'gélifiants : gomme xanthane et farine de graines de caroube', 'poivre', 'muscade']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,151,632 kj(151 kcal),7,"2,9",14,"1,7","7,9","0,63","0,252",D,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']","['Viande Française', 'Fabriqué en France', 'Viande-bovine-francaise']",7 g,en quantité modérée,2.9 g,en quantité modérée,1.7 g,en faible quantité,0.63 g,en quantité modérée,,+13%,+13%,+15%,+15%,+12%,-38%,+25%,-20%,-20%,1,-57%,B,-57%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,['Saveur & passion'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube']","['Gluten', 'Lait']",4,,1 kg,"['Plastique', 'Sous atmosphère protectrice']",,"['FR 14.431.022 CE', 'Mézidon-Canon (Calvados, France)', 'EMB 14431A', 'Mézidon-Canon (Calvados, France)']",,['Viande de bœuf origine France'],,,,
81,Lasagnes bolognaise,3329630898038,['France'],[],[],?,149,623 kj(149 kcal),"7,5",3,14,"1,5","5,9","0,89","0,356",D,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,7.5 g,en quantité modérée,3 g,en quantité modérée,1.5 g,en faible quantité,0.89 g,en quantité modérée,,+11%,+12%,+24%,+19%,+12%,-45%,-7%,+13%,+13%,3,+30%,C,+30%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,,,,,,,,,,,,,
82,Lasagnes bolognaise - Stefano Toselli - 1kg,3329630901103,['France'],"['Eau', 'semoule de blé dur', 'viande bovine crue 10%', 'triple concentré de tomate 6_%_', 'emmental 3%', 'huile de colza', 'amidon modifié de maïs', 'farine de blé', 'lait écrémé en poudre', 'oignons', 'sucre', 'sel', 'épaississants: gomme xanthane et farine de graines de caroube', 'ail', 'basilic', 'origan', 'poivre noir', 'muscade', ' Peut contenir des traces de poisson', 'œuf et soja']","['Non végétalien', 'Non végétarien']",559,133,559 kj(133 kcal),"5,8","2,4",15,"2,7","4,8","0,6","0,24",C,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Lasagnes préparées', 'Plats au bœuf', 'Lasagnes à la bolognaise']","['Viande Française', 'Viande Bovine Française', 'Fabriqué en France']",5.8 g,en quantité modérée,2.4 g,en quantité modérée,2.7 g,en faible quantité,0.6 g,en quantité modérée,+5%,-1%,+0%,-4%,-5%,+20%,-1%,-24%,-24%,-24%,2,-13%,B,-13%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['Stefano Toselli', 'Carrefour']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube']","['Œufs', 'Gluten', 'Lait']",4,Pâtes alimentaires 20% à la sauce bolognaise 50%,1 kg,"['Plastique', 'Frais']",,"['FR 14.431.022 CE', 'Mézidon-Canon (Calvados, France)', 'EMB 14431A', 'Mézidon-Canon (Calvados, France)']","['Auchan', 'Carrefour']",['France'],,Ce plat est cuisiné en France à partir de viande bovine origine France.,Fabriqué en France par EMB14431A pour Interdis,
