,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,additives,nova_score,link,markets,allergens,generic_name,brand_owner,producer_info,palm_ingredients
333,Pain rustique,0200231007414,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Beurre de cacahuète,6191476900230,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,
335,Selles sur cher AOP - Fromapac,3529380014102,,,['France'],[],[],,,,,,,,,?,,284,,1188 kj(284 kcal),,23,,17,,"1,3",,"1,3",,18,,"1,5",,"0,6",,,,,,,,,,,,,,,,['Fromapac'],,,,,,,,,,,,
336,Amandes en poudre - Tablier Blanc,3184700463000,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",['France'],[],[],54.8 g,en quantité élevée,4.3 g,en quantité modérée,4.6 g,en faible quantité,0.01 g,en faible quantité,?,,628,+1%,2628 kj(628 kcal),+1%,"54,8",+3%,"4,3",+2%,"5,5",-37%,"4,6",+9%,"23,8",+3%,"0,01",-61%,"0,004",-61%,12,+115%,D,+115%,,,,,,,,,,,"['Tablier Blanc', 'Marque Repère']",,,,,,,['Leclerc'],,,,,
337,Melange exotique,2600129025328,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",['France'],[],[],11 g,en quantité modérée,10 g,en quantité élevée,57.2 g,en quantité élevée,0.21 g,en faible quantité,?,,387,-12%,1619 kj(387 kcal),-12%,11,-47%,"10,01",+94%,"69,08",+39%,"57,2",+44%,"1,9",-79%,"0,21",+71%,"0,084",+71%,17,+123%,D,+123%,,,,,,,,,,,,,,,,,,,,,,,
338,Citronettes - Tentation Cacao,3770003578109,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,['Tentation Cacao'],,,,,,,,,,,,
339,Sauté de dinde,0206927033194,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Waldkorn - Leclerc,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,
341,rôti filet de porc - l'etal du boucher - 1kg,2209820006829,E,"['Viandes', 'Viandes fraîches', 'Porc', 'Rôtis de porc']",['France'],[],[],7.2 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,0.279 g,en faible quantité,?,,151,+5%,632 kj(151 kcal),+6%,"7,2",+43%,3,+44%,0,-100%,0,-100%,"21,4",-4%,"0,279",-84%,"0,112",-84%,-1,-114%,A,-114%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"['Viande-francaise', 'Viande-porcine-francaise']",1kg,['Barquette'],"[""l'etal du boucher""]",,['Evran'],"['FR 53.097.001 CE', 'Évron (Mayenne, France)']",,,,['Lidl'],,,,,
342,CAFÉ - Melitta,4002720008737,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Melitta'],,,,,,,,,,,,
343,Galette des rois Frangipane - Belledonne,3760109052801,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],28 g,en quantité élevée,16 g,en quantité élevée,10 g,en quantité modérée,0.73 g,en quantité modérée,?,,435,+3%,1820 kj(435 kcal),+3%,28,+6%,16,+8%,37,-4%,10,-22%,"6,6",+4%,"0,73",+5%,"0,292",+5%,20,+4%,E,+4%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,['Bio'],,,['Belledonne'],,,,,,,,,,,,
344,Amandes Blanchies Effilées,3418659991902,,,['France'],[],[],,,,,,,,,?,,590,,2469 kj(590 kcal),,53,,4,,19,,5,,21,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,pate de fruit banane,7898055120001,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']","['Brésil', 'France']",[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,47,-85%,197 kj(47 kcal),-85%,0,-100%,0,-100%,11,-86%,0,-100%,0,-100%,0,-100%,0,-100%,-5,-160%,A,-160%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,,,,
346,assortiments petits carrés chocolat - 295g,5420006320974,,,['France'],[],[],,,,,,,,,?,,547,,2289 kj(547 kcal),,35,,21,,48,,46,,6,,"0,1",,"0,04",,,,,,,,,,,,,,295 g,,,,,,,,,,,,,,
347,Croustillants pintade fermière,3366760041958,,,['France'],[],[],,,,,,,,,?,,133,,556 kj(133 kcal),,"6,4",,"3,9",,13,,"1,9",,"5,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Terrine d'oie aux marrons,3700238382226,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', ""Terrines d'oie""]",['France'],[],[],20 g,en quantité modérée,8.2 g,en quantité élevée,0.1 g,en faible quantité,1.79 g,en quantité élevée,?,,246,-19%,1029 kj(246 kcal),-20%,20,-24%,"8,2",-15%,"1,2",-46%,"0,1",-89%,"14,5",+3%,"1,79",+10%,"0,716",+10%,18,-2%,D,-2%,,,,,,,,,,,,,,,,,,,,,,,
349,Thym Feuilles Bio - 100 G - Nat & Form,3535400016209,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Nat & Form'],,,,,,,,,,,,
350,Délice à tartiner Choco Cerise,3760226461623,,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,18,,9,,44,,42,,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Karotte pur,4010355473905,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,"0,2",,"0,03",,"3,8",,"3,8",,"0,8",,"0,045",,"0,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,panier au saumon,3444081001599,,,['France'],[],[],,,,,,,,,?,,309,,1293 kj(309 kcal),,"19,9",,"14,2",,"23,9",,"2,3",,"8,5",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Le Ravier Bio - Sun,3068230016168,,,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,"2,1",,"0,2",,63,,48,,"4,1",,"0,05",,"0,02",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,['Sun'],,,,,,,,,,,,
354,Super nutty granola - Jordans,5010477354358,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['France'],[],[],20.6 g,en quantité élevée,3.7 g,en quantité modérée,15.2 g,en quantité élevée,0.03 g,en faible quantité,?,,470,+13%,1966 kj(470 kcal),+13%,"20,6",+57%,"3,7",+11%,"56,6",-6%,"15,2",-10%,"11,5",+17%,"0,03",-83%,"0,012",-83%,11,+124%,D,+124%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,['Jordans'],,,,,,,,,,,,
355,Petits pois épicés,4939826444711,,,['France'],[],[],,,,,,,,,?,,464,,1941 kj(464 kcal),,14,,"5,4",,64,,14,,14,,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,ücgen Yufka,8693730000253,,,['France'],[],[],,,,,,,,,?,,289,,1209 kj(289 kcal),,"1,4",,"0,26",,58,,"1,5",,10,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Échine fumée 1/2 svide,2239606058988,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,"['FR 68.040.001 CE', 'Bitschwiller-lès-Thann (Haut-Rhin, France)']",,,,,,,,,
358,foie gras de canard entier bocal - Delpeyrat,3067162288063,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Delpeyrat'],,,,,,,,,,,,
359,Filets de poulet fermier - Loué - 2,0217247061002,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Sans OGM', 'IGP', 'Label Rouge']",2,,['Loué'],,,"['FR 72.168.001 CE', 'Loué (Sarthe, France)']",,,,,,,,,
360,CHOCO MIX,2600123031813,,,['France'],[],[],,,,,,,,,?,,563,,2356 kj(563 kcal),,"40,8",,"17,5",,"39,9",,"37,6",,"9,1",,"0,1",,"0,04",,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,
361,Emmental de Savoie - Reflets de France,0219743044411,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Emmentals de Savoie']",['France'],"['EMMENTAL DE SAVOIE IGP Fromage à pâte pressée cuite au LAIT cru de vache ', 'Origine: France']",[],31 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,?,,396,-0%,1657 kj(396 kcal),-0%,31,0%,20,-1%,"< 0,5",-11%,"< 0,5",+45%,29,-1%,0,-100%,0,-100%,9,-10%,C,-10%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['IGP', 'Certifié par Certipaq']",,,['Reflets de France'],,"['Fromagerie Chabert', '74150 Vallières']",['35068J'],,,,['Carrefour contact'],['Lait'],,,,
362,"Manomasa Sea Salt & Cracked Black Pepper Tortillas, 150 G",5060314480016,,,['France'],[],[],,,,,,,,,?,,490,,2050 kj(490 kcal),,"23,6",,"2,1",,"61,4",,3,,"4,6",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Chewing gum,6111242203471,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Cave de tain,3234783163905,,"['Boissons', 'Boissons alcoolisées', 'Vins']","['France', 'Guyane']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Chevrot sans sel,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Cavatappi Saumon & Scampis,5404023200044,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Farfalles Arabiata,5404023200020,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Filet mignon,2209259004779,,,['France'],[],[],,,,,,,,,?,,128,,536 kj(128 kcal),,4,,"1,3",,0,,0,,23,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,assortiment de chocolats au lait 45% - Grain de Sail,3760226260899,,,['France'],[],[],,,,,,,,,?,,565,,2364 kj(565 kcal),,"39,3",,"24,7",,"42,8",,"41,4",,"8,9",,"0,42",,"0,168",,,,,,,,,,,,,,,,['Grain de Sail'],,,,,,,,,,,,
370,"Galettes Fdes Rois 22Cm, -",5400766038302,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],29.6 g,en quantité élevée,17.8 g,en quantité élevée,11.6 g,en quantité modérée,0.8 g,en quantité modérée,?,,470,+11%,1966 kj(470 kcal),+12%,"29,6",+12%,"17,8",+20%,"45,6",+18%,"11,6",-10%,7,+10%,"0,8",+15%,"0,32",+15%,20,+4%,E,+4%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,
371,Getrocknete Tomaten,4006099587138,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,,['Glas'],,,,,,,,,,,,,
372,Galette creme d'amande 6p,0208174036737,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],32 g,en quantité élevée,17 g,en quantité élevée,11 g,en quantité modérée,0.57 g,en quantité modérée,?,,444,+5%,1858 kj(444 kcal),+6%,32,+21%,17,+15%,31,-20%,11,-15%,"7,1",+12%,"0,57",-18%,"0,228",-18%,19,-1%,E,-1%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,
373,Galette des rois - Toupargel,3291810184111,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],32 g,en quantité élevée,19 g,en quantité élevée,8.9 g,en quantité modérée,0.72 g,en quantité modérée,?,,447,+6%,1870 kj(447 kcal),+6%,32,+21%,19,+28%,32,-17%,"8,9",-31%,"6,5",+2%,"0,72",+3%,"0,288",+3%,19,-1%,E,-1%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,['Toupargel'],,,,,,,,,,,,
374,Chocolat noir 70% fourre myrtille - Casino,3222474199326,,,['France'],[],[],,,,,,,,,?,,515,,2155 kj(515 kcal),,32,,17,,45,,38,,"6,9",,"0,03",,"0,012",,,,,,,,,,,,,,,,['Casino'],,,,,,,['Casino'],,,,,
375,Calcium phosphore,3505631203044,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,
376,Feuchtigkeitstücher - 70g,4305615550541,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,70 g,,,,,,,,,,,,,,
377,Champignons emincés - La marmite bretonne,3760249864050,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,0,,0,,"2,5",,0,,"1,6",,"0,6",,"0,24",,,,,,,,,,,,,"['Bio', 'Sans additifs']",,,['La marmite bretonne'],,,,,,,,,,,,
378,Rillettes de Marlin Fumé - Leader Price,3575650000252,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,['Leader Price'],,,,,
379,Fromage - Boursin,3073781108767,,,['France'],[],[],,,,,,,,,?,,404,,1690 kj(404 kcal),,40,,27,,3,,"2,5",,8,,"1,2",,"0,48",,,,,,,,,,,,,,,,['Boursin'],,,,,,,,,,,,
380,Soupe chou-fleur panais - La marmite bretonne,3760249860335,,,['France'],[],[],,,,,,,,,?,,43,,180 kj(43 kcal),,0,,0,,"7,5",,"1,8",,"1,6",,"0,41",,"0,164",,,,,,,,,,,,,,,,['La marmite bretonne'],,,,,,,,,,,,
381,Vermicelles de sucre bleu,3700105211338,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Soupe Tomates Courgettes jaunes - La marmite bretonne,3760249860168,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,0,,0,,"2,4",,"2,1",,1,,"0,55",,"0,22",,,,,,,,,,,,,,,,['La marmite bretonne'],,,,,,,,,,,,
383,Mexicain pili-pili cumin - 48g,3162150030270,,,['France'],[],[],,,,,,,,,?,,425,,1778 kj(425 kcal),,"15,5",,"1,3",,62,,"2,3",,"8,1",,"2,84",,"1,136",,,,,,,,,,,,,,48 g,,,,,,,,,,,,,,
384,Saucisson de l'Ardèche,3330181661316,,,['France'],[],[],,,,,,,,,?,,325,,1360 kj(325 kcal),,"31,9",,"12,5",,"0,8",,"0,6",,"26,1",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Fruits mélangés imbibé au Brandy - Waitrose,5000169301388,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,"0,7",,"0,2",,88,,"56,8",,"1,7",,"0,07",,"0,028",,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
386,Galette frangipane - Auchan,2030500249973,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,['Auchan'],,,,,,,['Auchan'],,,,,
387,Pâte d'olive aux herbes de garrigue - 130g,3847800000499,,,['France'],[],[],,,,,,,,,?,,290,,1213 kj(290 kcal),,29,,"3,4",,"2,6",,"0,5",,"1,6",,"2,4",,"0,96",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",130 g,,,,,,,,,,,,,,
388,Saucisson de taureau,3330181662313,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,"27,7",,"10,5",,2,,"1,8",,"26,9",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Doigts chocolat - Amandine - 350g,3770000459319,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",['France'],"['farine de blé', 'sucre', 'huile de tournesol œufs', 'chocolat noir', ' Fabriqué dans un atelier qui utilise du gluten', 'des fruits à coque', 'œufs', 'graines de sésame', 'soja 350']",[],20 g,en quantité modérée,3.5 g,en quantité modérée,24 g,en quantité élevée,0.07 g,en faible quantité,?,,478,+9%,2000 kj(478 kcal),+9%,20,-15%,"3,5",-56%,64,+30%,24,-22%,"9,2",+59%,"0,07",-87%,"0,028",-87%,11,-41%,D,-41%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,350 g,,"['Amandine', 'Tasty']",,,,,3,,,['Gluten'],,,,
390,Bonbons Caramel Noisettes Et Amandes,3770003694120,,,['France'],[],[],,,,,,,,,?,,514,,2151 kj(514 kcal),,30,,"17,8",,56,,32,,"2,4",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Chiffonade de truite fumée,3760013863715,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,,,,
392,Pommes de terre Cheyenne,3424854027056,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Ratatouille bio - Biraben - 0.62g,3292320045459,B,"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",['France'],[],[],1.8 g,en faible quantité,0.3 g,en faible quantité,2.7 g,en faible quantité,0.62 g,en quantité modérée,?,,39,-43%,163 kj(39 kcal),-42%,"1,8",-52%,"0,3",-44%,"4,3",-16%,"2,7",-31%,1,-15%,"0,62",-13%,"0,248",-13%,2,+104%,B,+104%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,"['Bio', 'Bio européen', 'FR-BIO-16', 'AB Agriculture Biologique']",0.62 g,,['Biraben'],,,,,,,,,,,,
394,Beyer Airelles Sauvages,3299342652207,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Beyer'],,,,,,,,,,,,
395,Buko der Sahnige - Arla - 20g,5760466745994,,"['Produits laitiers', 'Produits à tartiner']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,20 g,['05 pp'],['Arla'],,,,,,,,,,,,
396,Magret de Canard Ectra Tendre - Delpeyrat,2672683092955,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],29 g,en quantité élevée,10 g,en quantité élevée,0.8 g,en faible quantité,0.59 g,en quantité modérée,?,,333,-2%,1393 kj(333 kcal),-2%,29,-1%,10,0%,1,-20%,"0,8",+19%,17,-5%,"0,59",-64%,"0,236",-64%,15,-18%,D,-18%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,['Delpeyrat'],,,,,,,,,,,,
397,Parmesan Grana Padano - Castelli - 125g,8001868542031,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,125g,['Kunststoff'],['Castelli'],,,,,,,,,,,,
398,Puree,3193840868330,,,['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,"1,1",,"0,7",,"76,2",,"13,1",,"12,4",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Galette des rois pur beurre Frangipanne,3250392622527,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],31.1 g,en quantité élevée,18.1 g,en quantité élevée,15 g,en quantité élevée,0.56 g,en quantité modérée,?,,471,+12%,1971 kj(471 kcal),+12%,"31,1",+18%,"18,1",+22%,"36,8",-5%,15,+16%,"7,7",+21%,"0,56",-20%,"0,224",-20%,20,+4%,E,+4%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,
400,Puree,3193840868330,,,['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,"1,1",,"0,7",,"76,2",,"13,1",,"12,4",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Galette des rois pur beurre Frangipanne,3250392622527,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],31.1 g,en quantité élevée,18.1 g,en quantité élevée,15 g,en quantité élevée,0.56 g,en quantité modérée,?,,471,+12%,1971 kj(471 kcal),+12%,"31,1",+18%,"18,1",+22%,"36,8",-5%,15,+16%,"7,7",+21%,"0,56",-20%,"0,224",-20%,20,+4%,E,+4%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,
402,Filet de poulet,0212548016409,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,
403,Equi'thé saveur pêche,7955605000128,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,"0,5",,"0,5",,"4,7",,"4,7",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Andouille au lard,2693517025987,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Cannelle en poudre - Bedros,3580283040049,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,,,,['Bedros'],,,,,,,,,,,,
406,Moricettes,2664860019688,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Sandelholz gemahlen - Сандалово дърво - 45g,7612102400966,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,45 g,,,,,,,,,,,,,,
408,Ail confit,2227983022708,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,6 Frische Eier Aus Baden württemberg,20522568,,,['France'],[],[],,,,,,,,,?,,156,,653 kj(156 kcal),,"11,2",,"3,3",,"0,6",,"0,3",,"13,1",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Filet mignon de porc,2106661005335,,,['France'],[],[],,,,,,,,,?,,502,,2100 kj(502 kcal),,3,,"1,2",,0,,0,,23,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Poulet,0278058024662,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Rillettes de canard,3760230740141,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,,
413,Cola,3663004052917,,,['France'],[],[],,,,,,,,,?,,7,,29 kj(7 kcal),,0,,0,,"1,8",,"0,2",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
