,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,generic_name,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,nova_score,quantity,packaging,manufacturing,palm_ingredients,markets,traceability_code,ingredients_origins,link,brand_owner
45,Poupée - Mykaya - 55g,3760145900555,['France'],"['Sucre', 'sirop de glucose & fructose', 'gélatine', 'arômes', 'farine de blé ', 'GLUTEN', 'amidon modifié', 'mélasse', 'extrait de réglisse', 'sel', 'maltodextrine', 'eau', 'sorbitol', 'noix d coco séchée', 'protéines de lait', ""concentré de fruits et préparation d'extrait végétal "", 'cassis noir,carotte', 'dextrose', ""correcteurs d'acidité : E325"", ""émulsifiant : mono- et diglycérides d'acides gras"", 'colorants : E100', 'E120', 'E131', 'E133', 'E160', 'E160c', 'E171', 'acidifiants : E330 - E270', ""agents d'enrobage"", 'huile végétale ', 'palme', 'coco', ""cire d'abeille"", 'cire de carnauba', 'cire végétale']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,['Mykaya'],,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E428 - Gélatine', 'E14XX - Amidons modifiés', 'E420 - Sorbitol', 'E325 - Lactate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E100 - Curcumine', 'E120 - Acide carminique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E160 - Caroténoïdes', 'E160c - Extrait de paprika', 'E171 - Oxyde de titane', 'E330 - Acide citrique', 'E270 - Acide lactique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']","['Gluten', 'Lait']",4,55 g,"['Sachet', 'Plastique']",['France'],['Huile de palme'],['Cora'],,,,
46,Pain kebab,3760145950017,['France'],[],[],?,252,1054 kj(252 kcal),11,"0,2","0,8","0,2","9,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Oreillettes - Coin De Provence,3760146020672,['France'],"['Farine de Blé Eau', 'Huile de Tournesol', 'OeufsSucre', 'Arome citron', 'Sel']",[],?,584,2443 kj(584 kcal),"39,4","6,8","50,6","22,2","6,7","0,8","0,32",['Coin De Provence'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,
48,Le lissou - La Tourette,3760146114746,['France'],"['lait entier pasteurisé issu de Itagriculture biologique', 'ferments lactiques', 'présure', ' Contient + de 82% dihumidité']",[],?,93,389 kj(93 kcal),6,"3,9","4,3",3,"5,4","0,075","0,03",['La Tourette'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,,,
49,Fleischschniackas pur boeuf,3760146261150,['France'],[],[],?,269,1125 kj(269 kcal),"14,7","6,33","20,7","1,4",23,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Friand à la viande -,3760146261266,['France'],[],[],?,272,1138 kj(272 kcal),"12,2","4,9","32,5","1,7","2,4","1,24","0,496",,,E,,"['Plats préparés', 'Feuilleté salé', 'Friands', 'Feuilleté à la viande']",12.2 g,en quantité modérée,4.9 g,en quantité modérée,1.7 g,en faible quantité,1.24 g,en quantité modérée,,-18%,-18%,-42%,-54%,+31%,+25%,-75%,-13%,-13%,12,-34%,D,-34%,90.4%,4.5%,1.1%,1.2%,0.6%,2.3%,21,,,,,,,,,"['FR 68.040.001 CE', 'Bitschwiller-lès-Thann (Haut-Rhin, France)']",,,
51,Vinaigre vin blanc aux noix,3760146530256,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,
52,Crème de noix vanille BIO,3760146530461,['France'],[],[],?,394,1648 kj(394 kcal),"23,7","2,1",36,"33,1","7,9",,,,"['Bio', 'Point Vert']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,CèpeÔNoix,3760146530577,['France'],[],[],?,444,1858 kj(444 kcal),"43,9","4,3","5,6",1,"6,8","0,8","0,32",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Confiture noix verte - Occitanoix,3760146530614,['France'],"['Ingredienb : Noix vertes* 54%', 'ure roux équiffe* 39%', 'eau', "" *produitissude/'agricuthrebio/ogique Valeurs nubiüonnelles moyennes : 198,""]",[],?,198,828 kj(198 kcal),"4,3","0,4","38,4","37,9","1,2",0,0,['Occitanoix'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Confiture figues et noix - Occitanoix,3760146530652,['France'],"['figues* 55,5%', 'sucre roux équitable* 33,4%', 'Cernaux de Noix* 10%', ' *issue de l’agriculture biologique']",[],?,202,845 kj(202 kcal),"6,4","0,6","34,4","33,6","1,8",0,0,['Occitanoix'],['Bio'],D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",6.4 g,en quantité modérée,0.6 g,en faible quantité,33.6 g,en quantité élevée,0 g,en faible quantité,,-13%,-13%,+1300%,+801%,-38%,-37%,+145%,-100%,-100%,3,-68%,C,-68%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,3,,,,,,,,,
56,Crème de Noix Chocolat - OccitaNoix,3760146531444,['France'],"['Cerneaux de Noix*', 'sucre roux*', 'eau', 'tourteau de Noix*', ""poudre de cacao* // *Produit issu de l'agriculture biologique""]",[],?,?,,?,,?,,?,,,['OccitaNoix'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],3,,"['Verre', 'Bocal']",,,,,,,
57,vin rosé - cibonne tentation - 75cl,3760146830035,['France'],[],[],?,?,,?,,?,,?,,,['cibonne tentation'],,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 cl,,,,,,,,
58,Palmiers allongés -,3760146961951,['France'],[],[],?,532,2226 kj(532 kcal),29,20,61,20,6,"1,1","0,44",,,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés', 'Palmiers']",29 g,en quantité élevée,20 g,en quantité élevée,20 g,en quantité élevée,1.1 g,en quantité modérée,,+4%,+3%,+6%,+27%,+1%,-9%,+1%,+9%,+9%,24,+3%,E,+3%,79.4%,12.3%,3.8%,2.3%,2.3%,0.0%,59,,,,,,,,,,,,
59,Cumin en poudre,3760147030083,['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Sirop de melon - Delices De La Cigale,3760147042062,['France'],"['sucret eau', 'acide citrique', 'de Melon', 'arôme naturel colorant El 10']",[],?,352,1473 kj(352 kcal),"0,2",0,"87,3",0,0,0,0,['Delices De La Cigale'],['Sans conservateurs'],,,['Boissons'],0.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+529%,+511%,-42%,-100%,+673%,-100%,-100%,-100%,-100%,10,+31%,E,+31%,,,,,,,,['E330 - Acide citrique'],,1,,,,,,,,,
61,Sirop de rose - Vassé Saveurs & Traditions - 25cl,3760147042093,['France'],[],[],?,350,1464 kj(350 kcal),0,0,"87,1",84,0,"0,01","0,004",['Vassé Saveurs & Traditions'],,A,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de rose']",,,,,,,,,,+33%,+33%,-100%,-100%,+25%,+26%,-100%,-46%,-46%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,25 cl,['Bouteille en verre'],,,,,,,
62,Sirop de pamplemousse,3760147042161,['France'],[],[],?,363,1519 kj(363 kcal),"0,1","0,1","90,4","90,4","0,1","0,01","0,004",,['Sans conservateurs'],B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pamplemousse']",,,,,,,,,,+39%,+38%,+12%,+400%,+37%,+42%,+19%,-51%,-51%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,
63,Sirop de verveine,3760147042239,['France'],[],[],?,0,0 kj(0 kcal),"0,2",0,"84,6",0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Moutarde aux noix - Le Moulin de Léon,3760147050098,['France'],"['eau', 'graines de moutarde', 'vinaigre 23 %', 'pâte de noix 10 %', 'sel', 'sucre', 'bisulfite de sodium']",[],?,?,,?,,?,,?,,,['Le Moulin de Léon'],['Sans arômes ajoutés'],B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au noix']",,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Fruits à coque']",3,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,,,,
65,Miel de Bourdaine Bio - Douceur de Matha - 500g,3760147060196,['France'],['Miel de Bourdaine'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Douceur de Matha'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels liquides', 'Miels de Bourdaine']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,2,500 g,"['Verre', 'Pot', 'Bocal']",['France'],,,,['France'],,
66,"Chocolat ""EL INTI"" Lait aux amandes - Saldac - 100g",3760147070058,['France'],[],[],?,600,2510 kj(600 kcal),"44,6","22,1","39,9","34,3","10,1","0,3","0,12",['Saldac'],"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France', 'Sans lécithine', 'Symbole des Producteurs Paysans']",D,"Tablette de chocolat au lait 40 % de cacao, sans lécithine, bio.","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes', 'Chocolats au lait aux amandes']",44.6 g,en quantité élevée,22.1 g,en quantité élevée,34.3 g,en quantité élevée,0.3 g,en quantité modérée,,+8%,+8%,+25%,+23%,-17%,-24%,+12%,+17%,+17%,25,0%,E,0%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,100 g,"['Papier', 'feuille aluminium']",,,['Association Robin des bio'],,['Pérou'],,
67,Chocograins - Saldac,3760147070126,['France'],[],[],?,537,2247 kj(537 kcal),"30,7","16,9","55,5","21,5","9,9","0,04","0,016",['Saldac'],['Fabriqué en France'],,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Grains de café enrobés de chocolat']",30.7 g,en quantité élevée,16.9 g,en quantité élevée,21.5 g,en quantité élevée,0.04 g,en faible quantité,,+2%,+2%,-4%,-3%,+6%,-55%,+68%,-74%,-74%,20,-18%,E,-18%,,,,,,,,,,,,,,,,,,,
68,El Palomar Grains Pur Arabica d'altitude - Saldac - 1kg,3760147070461,['France'],[],[],?,?,,?,,?,,?,,,['Saldac'],"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'FR-BIO-01', 'Point Vert', 'Symbole des Producteurs Paysans']",,Café torréfié en grain biologique,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Boissons sans alcool', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,['Sous-vide'],,,['Biocoop'],,['Pérou'],http://saldac.com/boutique/cafes/cafe-torrefie-en-grain-biologique-1-kg/,
69,Pâte à tartiner - Saldac - 230g,3760147070515,"['France', 'Suisse']","['Noisettes 23%', 'sucre de canne blond', 'sucre de canne complet', 'cacao en poudre 11%', 'huile de tournesol', 'lait entier en poudre']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2341,?,2341 kj(560 kcal),"34,5","5,96","52,7",43,"9,9","0,14","0,056",['Saldac'],['Bio'],D,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",34.5 g,en quantité élevée,5.96 g,en quantité élevée,43 g,en quantité élevée,0.14 g,en faible quantité,+3%,,+2%,+1%,-22%,+3%,-10%,+45%,+36%,+36%,20,-3%,E,-3%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,['Fruits à coque'],3,230 g,,,,,,,,
70,Noir amarante - Saldac,3760147070522,['France'],[],[],?,574,2402 kj(574 kcal),"37,2","22,3","52,1","30,7","7,5","0,07","0,028",['Saldac'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",D,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",37.2 g,en quantité élevée,22.3 g,en quantité élevée,30.7 g,en quantité élevée,0.07 g,en faible quantité,,+3%,+4%,-6%,-3%,+35%,-3%,-2%,+50%,+50%,23,+8%,E,+8%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,
71,Eclats de fèves de cacao crues - Saldac,3760147070591,['France'],['Éclats de fèves de cacao crues'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,659,2757 kj(659 kcal),57,"33,5","24,4","0,5","12,2","0,01","0,004",['Saldac'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Lentilles verte au confit de canard,3760147240376,['France'],[],[],?,139,582 kj(139 kcal),"4,6",2,"8,79","0,06","15,71","1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Miel corse chataigneraie,3760147610094,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Betteraves rouges - Cormoreche,3760147735025,['France'],[],[],?,43,180 kj(43 kcal),"0,1",0,"7,2","6,7","2,3","0,13","0,052",['Cormoreche'],"['Fabriqué en France', 'Sans conservateurs']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",0.1 g,en faible quantité,0 g,en faible quantité,6.7 g,en quantité modérée,0.13 g,en faible quantité,,,-5%,-47%,-100%,-10%,-6%,+42%,+38%,+38%,-7,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,,,,,,
75,Pain au chocolat -,3760147891011,['France'],[],[],?,423,1770 kj(423 kcal),"19,9","12,8","52,8","12,9","7,8","1,1","0,44",,,D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",19.9 g,en quantité modérée,12.8 g,en quantité élevée,12.9 g,en quantité élevée,1.1 g,en quantité modérée,,+7%,+7%,-9%,-4%,+25%,+8%,+9%,+22%,+22%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
76,Pain au raisins,3760147891028,['France'],[],[],?,351,1469 kj(351 kcal),"16,1","10,1","44,9","15,2","5,7","0,83","0,332",,,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains aux raisins']",16.1 g,en quantité modérée,10.1 g,en quantité élevée,15.2 g,en quantité élevée,0.83 g,en quantité modérée,,+18%,+18%,+46%,+68%,+2%,-11%,-1%,+31%,+31%,20,+45%,E,+45%,74.6%,17.9%,4.8%,2.4%,0.4%,0.0%,64,,,,,,,,,"['EMB 16011', 'Anais (Charente, France)']",,,
77,Chausson pomme - Crousti Charente,3760147891035,['France'],"['Pâte 59,5%', 'Garniture 39%', ""Dorure à l'OEUF 1,5%"", ' Purée de pommes', '33%', 'Farine de BLE', 'eau', 'Beurre', 'LAIT', 'sirop de glucose-fructose', 'OEUF,sel', ' ', 'Présence posslble de fruits coque et soja']",['Non végétalien'],?,358,1498 kj(358 kcal),"20,1","12,9",40,"14,1","4,6","0,68","0,272",['Crousti Charente'],,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",20.1 g,en quantité élevée,12.9 g,en quantité élevée,14.1 g,en quantité élevée,0.68 g,en quantité modérée,,+14%,+13%,+12%,+12%,+21%,+33%,+18%,+14%,+14%,20,+18%,E,+18%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,,,,,,,
78,Pâté de campagne - La Drosera Gourmande - 190g,3760148070231,['France'],"['Viande de porc', 'foie de porc', 'oeuf', 'lait', 'farine', 'sel', 'poivre', 'armagnac', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,['La Drosera Gourmande'],,D,,"['Conserves', 'Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,"['Œufs', 'Lait']",3,190 g,['Conserve'],['France'],,,"['FR 12.096.067 CE', 'Espalion (Aveyron, France)']",,,
79,Rillettes de Canard - La Drosera Gourmande - 180g,3760148070422,['France'],"['Viande de canard', 'graisse de canard 10%', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,428,1791 kj(428 kcal),40,0,"0,4",0,"16,6","1,5","0,6",['La Drosera Gourmande'],['Maître Artisan'],D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",40 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,1.5 g,en quantité modérée,,+7%,+7%,+9%,-100%,-31%,-100%,+2%,+9%,+9%,11,-43%,D,-43%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,3,180 g,"['Bocal', 'Verre']",['France'],,,,,,
80,Terrine de roquefort,3760148070453,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Oeufs frais Mas et Delmas,3760148080025,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Flow'air huile d'avocat et de coco,3760148153439,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Miel de montagne - Les Ruchers d' ENCHANET - 500g,3760148160017,['France'],[],[],?,?,,?,,?,,?,,,"[""Les Ruchers d' ENCHANET""]",['Géographiquement protégé de toute pollution'],A,Produit artisanal sucré,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne', 'Miels liquides']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,500 g,"['Bocal en Verre', 'Fer']","[""Village d' Enchanet 15700""]",,['Christian et Stéphanie RIVIERE 04.71.40.40.47'],,"['France', 'Cantal', 'Pléaux', 'Zone naturelle']",,
84,Sardines préparées à l'Ancienne (Jambon Fumé) - La Perle des Dieux - 115g,3760148290073,['France'],"['Sardines fraîches 75 %', 'jambon fumé 8,7 % ', 'jambon de porc', 'sel', 'dextrose', 'saccharose', 'arômes ', 'contient céleri', 'huile de colza', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,['La Perle des Dieux'],"['Point Vert', 'Eco-Emballages']",D,Sardines préparées à l'ancienne,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'ancienne""]",,,,,,,,,,,,,,,,,,,,,,,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,"['Céleri', 'Poisson']",4,115 g,"['Boîte', 'Conserve', 'Métal']","['Gendreau - 84 Route des Sables - 85800 Saint-Gilles-Croix-de-Vie', 'Vendée', 'Pays de la Loire', 'France']",,,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",,http://www.laperledesdieux.com/sardines/,
85,Terrine de foie de volaille - Ramajo,3760148290103,['France'],"['Maigre et gras de porc', 'Foie de volaille 48%', 'poivre vert 2%', 'assaisonnements : oeufs', 'lait', 'épices', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,330,1381 kj(330 kcal),"29,9","10,1","0,5","0,1","14,6","1,71","0,684",['Ramajo'],,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']",29.9 g,en quantité élevée,10.1 g,en quantité élevée,0.1 g,en faible quantité,1.71 g,en quantité élevée,,+9%,+9%,+11%,-3%,-66%,-82%,+6%,+14%,+14%,21,+15%,E,+15%,,,,,,,,,['Lait'],3,,,,,,,,,
86,Les tartinettes Thon Carotte Cumin - Perle des dieux - 1,3760148290509,['France'],[],[],?,?,,?,,?,,?,0,0,['Perle des dieux'],['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
87,Verrine de rouget à la pulpe de tomates et condiments - La Perle des Dieux - 80g,3760148290707,['France'],"['Crème ', 'lait', 'rouget barbet 31% ', 'poisson', 'rouget grondin 15% ', 'poisson', 'pulpe de tomate 19%', 'condiment 13% [purée de gingembre', 'jus de citron concentré', 'oignon', 'ail', 'piment fort moulu', 'thym]', 'sel de Millac', 'algue [dulse]', 'poivre', 'épaississant: agar-agar ', ""extrait d'algues""]","['Non végétalien', 'Non végétarien']",995,240,995 kj(240 kcal),19,10,"5,7","1,6",11,"1,1","0,44",['La Perle des Dieux'],,E,,"['Terrines', 'Terrine de poisson']",19 g,en quantité modérée,10 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,-15%,-20%,-20%,-26%,+5%,+163%,+105%,-21%,-28%,-28%,15,-15%,D,-15%,89.4%,3.6%,1.3%,4.8%,0.7%,0.2%,23,['E406 - Agar-agar'],"['Poisson', 'Lait']",4,80g,['Verre'],,,"['Boutiques La Perle des Dieux', 'Web']",,,https://www.laperledesdieux.com/aperitif/120-verrine-de-rouget-a-la-pulpe-de-tomate-et-aux-condiments.html?search_query=rouget&results=1,
88,Verrine de Harengs fumés aux petits oignons - La Perle des Dieux - 80g,3760148290721,['France'],"['Crème ', 'lait', 'hareng fumé 26% ', 'poisson', 'aiglefin ', 'poisson', 'oignon 10%', ""vinaigre d'alcool"", 'sel de Millac', 'algue [wakamé]', 'poivre', 'graines de coriandre', 'thym', 'laurier', 'épaississant: agar-agar ', ""extrait d'algues""]","['Non végétalien', 'Non végétarien']",786,190,786 kj(190 kcal),16,"0,2","2,2","0,4","9,2","2,1","0,84",['La Perle des Dieux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E406 - Agar-agar'],"['Poisson', 'Lait']",4,80g,['Verre'],,,['Boutiques La Perle des Dieux'],,,http://www.laperledesdieux.com,
89,Bar sauvage 80 g - La Perle des Dieux,3760148290905,['France'],"['Bar 50%', 'crème', 'oignon', 'fumet de coquillages au vin blanc*', 'sel de Millac', 'poivre', 'algue ', 'agar agar', 'persil', 'vinaigre', ' * le vin blanc contient des sulfites']",['Non végétalien'],?,?,,?,,?,,?,0,0,['La Perle des Dieux'],,B,Rillette de bar sauvage,"['Conserves', 'Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Produits artisanaux', 'Rillettes de poissons', 'Rillettes de bar sauvage', 'Rillettes artisanales', 'en:preparations-made-from-fish-meat']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,['E406 - Agar-agar'],"['Lait', 'Anhydride sulfureux et sulfites']",4,80 g,"['Conserve', 'Pot', 'Verre', 'Couvercle', 'Métal']","['Breizh Cooking - ZA de Convenant-Vraz', '22220 Minihy-Tréguier', ""Côtes-d'Armor"", 'Bretagne', 'France']",,,"['FR 22.152.014 CE', ""Minihy-Tréguier (Côtes-d'Armor, France)""]","['France', 'Bretagne', '22220 Minihy-Tréguier', 'Breizh Cooking', ""Côtes-d'Armor"", 'Sel de Millac']",http://www.laperledesdieux.com/,
