,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,packaging,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,manufacturing,link,ingredients_origins,allergens,generic_name,brand_owner,palm_ingredients
536,Aiguilette de poulet curry coco - Carrefour,2227244016927,['Carrefour'],,['France'],[],[],?,105,"1,6","2,5",20,,439 kj(105 kcal),"0,5","0,7","1,2","0,48",,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,-17%,-14%,+177%,-12%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Carrefour'],1.6 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en faible quantité,1.2 g,en quantité modérée,1,B,,-16%,+5%,+134%,+175%,+175%,,,,,,,,,
537,Confiture,3441260004983,,['Point Vert'],['France'],[],[],?,216,"0,5",52,"0,5",,904 kj(216 kcal),"0,1",52,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Pâtisseries à la Crème - Nata Gourmet - 360g,5600905500268,['Nata Gourmet'],,['France'],"['Pâte: farine de BLE', 'margarine ', 'huiles et graisses végétales ', 'palme', 'SOJA', 'tournesol', 'en proportions variables', 'eau', 'sel', 'émulsifiant ', 'E471', 'E322', 'dextrose', ""régulateur d'acidité "", 'E330', 'colorant ', 'E160a', ' et arôme naturel', 'eau et sel', ' Remplissage: eau', 'sucre', ""jaune d'OEUF liquide"", 'farine de BLE', 'LAIT en poudre', 'OEUF pasteurisé', 'amidon de maïs', 'conservateurs ', 'E200 et E202', ' et sel', ' Allergènes: Peut contenir des traces de graines de sésame']","['Huile de palme', 'Non végétalien']",?,275,"10,9","39,1","4,6",360g,1151 kj(275 kcal),6,"17,3","0,6","0,24",,,"['Biscuits et gâteaux', 'Pâtisseries']",,-27%,-35%,-19%,-14%,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E330 - Acide citrique', 'E160a - Carotènes mélangés', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,10.9 g,en quantité modérée,6 g,en quantité élevée,17.3 g,en quantité élevée,0.6 g,en quantité modérée,13,D,,-27%,-26%,-41%,+45%,+45%,-24%,-24%,,,,"['Œufs', 'Gluten', 'Lait', 'Graines de sésame', 'Soja']",,,
539,LES RECOLTES BIO à mélanger 290g Pâtes Perles Dès 6 mois - Blédina - 290g,3041091440587,"['Blédina', 'Les recoltes bio']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Farine de semoule de blé dur 99,9 %* ', 'GLUTEN', 'vitamine B1', "" Traces de SOJA et d'OEUF"", "" * Produits issus de l'agriculture biologique""]",[],1508,356,"1,5",73,"11,5",290 g,1508 kj(356 kcal),"0,4","2,6",0,0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,['Pot'],,,,,,,,,,,['Gluten'],Pâtes adaptées à bébé.,,
540,Allumette - Herta - 2x 200g,7613037451948,['Herta'],"['en:gluten-free', 'Fabriqué en France']",['France'],[],[],?,250,20,"0,4",17,2 x 200 g,1046 kj(250 kcal),"7,8","0,4","2,2","0,88",,E,"['Viandes', 'Charcuteries', 'Jambons', 'Dés de jambon']",,+87%,+288%,-70%,-10%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,20 g,en quantité modérée,7.8 g,en quantité élevée,0.4 g,en faible quantité,2.2 g,en quantité élevée,19,E,,+90%,+296%,-67%,+5%,+5%,+136%,+136%,,,,,,,
541,Mini panettone - 100g,8006073279826,,"['Bio', 'Bio européen']",['France'],[],[],?,360,15,45,"6,7",100 g,1506 kj(360 kcal),"8,6",23,"0,5","0,2",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,-4%,0%,-13%,-2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,15 g,en quantité modérée,8.6 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en quantité modérée,19,E,,-3%,-4%,-11%,+13%,+13%,+2%,+2%,,,,,,,
542,La Fragua,8436006910579,['La Fragua'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Compté aop,2860060021586,,,['France'],[],[],?,427,35,"0,5",28,,1787 kj(427 kcal),24,"0,5","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Hachis parmentier traiteur - 550g,3220440133589,,,['France'],[],[],?,256,"7,3",35,11,550 g,1071 kj(256 kcal),"3,2","2,9","0,93","0,372","['FR 56.047.002 CE', 'Crédin (Morbihan, France)']",E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",,+103%,+19%,+250%,+77%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,,,7.3 g,en quantité modérée,3.2 g,en quantité modérée,2.9 g,en faible quantité,0.93 g,en quantité modérée,5,C,,+107%,+10%,+80%,+28%,+28%,+73%,+73%,,,,,,,
545,Grana Padano - Malaga Paradiso - 300g,8019730048932,['Malaga Paradiso'],,['France'],['DICHIARAZIONE NUTRIZIONALE VALORI MEDI PER 100g 1654 kJ/'],[],?,398,29,?,33,300g,1665 kj(398 kcal),18,,"1,5","0,6",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,+1%,+0%,,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,29 g,en quantité élevée,18 g,en quantité élevée,,,1.5 g,en quantité modérée,,,,+0%,0%,,-1%,-1%,,,,,,,,,
546,Pizza 4 fromages - Monoprix - 400g,3350033663374,['Monoprix'],,['France'],[],[],?,240,11,24,"9,9",400 g,1004 kj(240 kcal),"6,3","4,3","1,6","0,64",,C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,-4%,+6%,-10%,-15%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,,['Monoprix'],11 g,en quantité modérée,6.3 g,en quantité élevée,4.3 g,en faible quantité,1.6 g,en quantité élevée,15,D,,-4%,+12%,+54%,+26%,+26%,+28%,+28%,,,,,,,
547,Galette métis - 300g,3760253840996,,,['France'],[],[],?,482,"19,9","70,3","6,2",300 g,2017 kj(482 kcal),"13,8","27,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Chocolat noir prestige de Bourgogne -,3701228900574,,,['France'],[],[],?,539,35,45,"6,7",,2255 kj(539 kcal),20,41,"0,03","0,012",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,-3%,-11%,+17%,-13%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,35 g,en quantité élevée,20 g,en quantité élevée,41 g,en quantité élevée,0.03 g,en faible quantité,25,E,,-3%,-13%,+29%,-36%,-36%,+18%,+18%,,,,,,,
549,salamella Dolce - La Trattoria - 300g,8019730015842,['La Trattoria'],['en:gluten-free'],['France'],"['Carne di suino', 'sale,destrosio', 'fruttosio', 'aromi e spezie', ' Correttore di acidità: E 575', ' Antiossidante: E 301 MConservanti: E 252', 'E 250', ' Budello non commestibile 7360 kca Prodotto confezionato in atmosfera protettiva', ' Conservare 29 a temperatura max +5°C', ' Dopo lapertura conservare in tur 100 frigoritero IT 348L CЕ 25,70 Prodotto e confezionato per MD S', 'p', 'A Via Fago', '60-39100 Bolzano ', '8Z', ' MD t']","['Non végétalien', 'Non végétarien']",?,360,29,?,"25,7",300g,1506 kj(360 kcal),10,"0,8","4,7","1,88",,,"['Viandes', 'Charcuteries', 'Saucissons']",,-7%,-6%,,+2%,,,,,,,,"['E575 - Glucono-delta-lactone', 'E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,29 g,en quantité élevée,10 g,en quantité élevée,0.8 g,en faible quantité,4.7 g,en quantité élevée,23,E,,-7%,-16%,-40%,+12%,+12%,-2%,-2%,,,,,,,
550,Mix douceur - Auchan,8435177055522,['Auchan'],"['Nutriscore', 'Nutriscore B']",['France'],[],[],?,233,"0,5",51,"1,6",,975 kj(233 kcal),"0,1",38,0,0,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,
551,Fleur d'épices bonne humeur,3560468797586,,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Thé noir Ceylan et petales de rose bio - GRAALTEA - 80g,3760041814161,['GRAALTEA'],"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",['France'],"['Feuille de Thé noir Ceylan bio ', 'Camellia sinensis L', ' 75% ', 'origine Sri Lanka', ' HTVE Thé vert Ceylan bio ', 'Camellia sinensis L', ' 15% ', 'origine Sri Lanka', ' Pétale de Rose de Damas bio ', 'Rosa damascena', ' 10% ', 'origine Maroc', ' \rThé noir Ceylan conforme aux standards du commerce équitable Fairtrade/Max Havelaar ', '90% du poids total']",[],?,1,0,0,0,80 g,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Emmentaler,7617067051819,,,['France'],[],[],?,399,31,"0,1",30,,1669 kj(399 kcal),19,"0,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Salambo leclerc,0206009028865,,,['France'],[],[],?,224,"7,1",35,"4,6",,937 kj(224 kcal),"3,8",27,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Badiane - 50g,3390122201308,,,['France'],[],[],?,?,?,?,?,50 g,,,,,,"['EMB 66066C', 'Enveitg (Pyrénées-Orientales, France)']",B,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Boissons chaudes', 'Boissons à base de végétaux', 'Epices', 'Infusions', 'Étoiles de badiane']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Round bruin - Jumbo,8718452356201,['Jumbo'],,['France'],[],[],?,238,"1,7","43,6","9,5",,996 kj(238 kcal),"0,2","1,2","1,01","0,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Flocons d'avoine complets - 500g,3421557981203,,,['France'],[],[],?,371,7,60,12,500 g,1552 kj(371 kcal),"1,3",1,"0,01","0,004",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,+1%,-1%,+1%,-2%,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,7 g,en quantité modérée,1.3 g,en faible quantité,1 g,en faible quantité,0.01 g,en faible quantité,0,B,,+0%,+4%,-39%,-67%,-67%,,,,,,,,,
558,Hilltop Honey Raw and Organic Acacia Honey,5060298570185,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Pimiento Piquillo Entero Extra Litografía,8411108000922,,,['France'],[],[],?,37,0,"6,7","1,4",,155 kj(37 kcal),0,"5,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Tisane bio de dame Augustine - Flores - 40g,3760189740469,['Flores'],['Bio'],['France'],"['LORES TISANE BIO AUGUSTINE DE DAME CHOCFLEURS 2', ""rue artisanale 41170 Souday FRANCE 02-54-80-35-80 GCA AB ASAICULTUR BIOLOGIC FR-BIO-0 Agricalune UE/no Poids net: 40 g NM conseils d'utilisation: Une à 2 cuilleres à café par tasse Verser de l'eau frémissante et loisser itluser 203 mnutes"", ' Prendre 2 ou 3 tasses par jour', ' Ne peut se substituer d un régime olimentore varié of eqaibré at à un mode de vie soin', ' Tenir hors de porte des enfonts', '& l\'obri de Thumidité et de la dholeur ingridiects ""melise', 'menthe', 'groines de fenoui nelle', '""mave', 'reglisse', 'onis étoile ingrédients issus de lagricatue biolagique DDM et n de lot voir ci-dessous 697072168109']",[],?,?,?,?,?,40 g,,,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Miraculous -,8714786291317,,['Fabriqué en France'],['France'],[],[],2162,517,26,63,"6,5",,2162 kj(517 kcal),16,61,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,WEILONG LITTLE FISH,6935284480115,,,['France'],[],[],?,324,"19,2","2,7","35,2",,1356 kj(324 kcal),0,0,"3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Madeleines pur beurre au sel de Guerande - Auchan - 330g,3596710464463,['Auchan'],"['Nutriscore', 'en:Fabriqué en France', 'Nutriscore E']",['France'],[],[],1948,467,28,47,"6,1",330 g,1948 kj(467 kcal),18,24,"1,1","0,44",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'en:Biscuits et gâteaux', 'en:Gâteaux']",,+16%,+51%,-12%,+22%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,['Auchan'],28 g,en quantité élevée,18 g,en quantité élevée,24 g,en quantité élevée,1.1 g,en quantité modérée,23,E,,+13%,+155%,-21%,+78%,+78%,+30%,+30%,,,,,,,
564,Olz Zopf - 400g,9005300006036,,,"['Autriche', 'France', 'Italie']",[],[],?,?,?,?,?,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['stück', 'stück', 'stück', 'stück']",,,,,,,,,,,,,,
565,Abricot pomme fruit ride - 15g,17602853,,"['Bio', 'Sans sucre ajouté', 'Sans conservateurs']",['France'],[],[],?,330,0,76,0,15 g,1381 kj(330 kcal),0,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PARTY MIX,8714073124571,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,5055279019555,5055279019555,,,['France'],"['White Bread [Wheat Flour ', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Water', 'Salt', 'Yeast', 'Wheat Protein', 'Spirit Vinegar', 'Emulsifiers: E471', 'E472', 'e', 'Rapeseed Oil', 'Palm Oil', 'Flour Treatment Agent: E300', 'Palm Fat', 'Wheat Starch]', 'Egg Mayonnaise ', '25%', ' [Hard Boiled Egg ', '19%', 'Mayonnaise ', 'Water', 'Rapeseed Oil', 'Corn Flour', 'Spirit Vinegar', 'Egg Yolk ', 'Pasteurised Egg Yolk', 'Salt', 'Dijon Mustard ', 'Water', 'Brown Mustard Seeds', 'Spirit Vinegar', 'Salt', 'Sugar', 'Concentrated Lemon Juice', 'White Wine Vinegar', 'Black Pepper]', 'Lincolnshire Sausage Coins ', '15%', ' [Pork', 'Water', 'Rusk ', 'Wheat Flour ', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Salt', 'Wheat Protein', 'Rapeseed Oil', 'Salt', 'Herbs ', 'Sage', 'Thyme', 'Marjoram', 'Basil', 'Oregano', 'Parsley', 'Onion', 'Spices ', 'White Pepper', 'Black Pepper', 'Dextrose', 'Beef Collagen Casing]', 'Smoke Flavour Sweetcure Bacon ', '7%', ' [Pork', 'Sugar', 'Salt', 'Honey', 'Fruit Extract', 'Smoke Flavouring Emulsifier: E451', 'i', 'Preservative: E250]', 'Tomato Ketchup ', '7%', ' [Water', 'Sugar', 'Tomato Paste', 'Spirit Vinegar', 'Corn Flour', 'Salt', 'White Pepper]']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472 - Esters d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E451i - TPP', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",,,
568,Danone - 330ml,5050432003174,['Danone'],,['France'],"['Spring water 71', '8%', 'Fruit Juice from concentrate 28% ', 'orange 13', '2% apple 11', '7%', 'lemon 3', '1%', 'Orange extract', 'Natural orange flavouring', 'Natural lemon-lime flavouring', 'Natural flavouring,Sweetener ', 'steviol glycosides from a natural source - stevia extract']",[],?,?,?,?,?,330 ml,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Duck Terrine With Cepes Mushrooms (130G),3263480000114,,,['France'],[],[],?,260,22,"1,6",15,,1088 kj(260 kcal),10,"0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Azúcar de caña bio orgánic de agricultura ecológica - Valmasera,8436018041827,['Valmasera'],['Bio'],['France'],[],[],?,396,"0,1",99,"0,5",,1657 kj(396 kcal),0,99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Confiture Artisanale de Myrtille Sauvage,3542370001302,,,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Chocolat au lait entier bio - 30g,4043651159884,,['Bio'],['France'],[],[],?,543,"31,9","55,6","7,1",30 g,2272 kj(543 kcal),20,"54,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Jambon cuit supérieur,0211405024663,,,['France'],[],[],?,?,?,?,?,,,,,,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Boulettes de bœuf sauce tomate et riz - 300g,3270120607381,,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],?,112,"4,3","14,1",4,300 g,469 kj(112 kcal),"1,1","2,3","0,691","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,L'écrasé de pomme de terre aux 2 carottes - La Tablée du Potager,3422440007833,['La Tablée du Potager'],['Sans additifs'],['France'],[],[],?,88,"3,7",11,"1,7",,368 kj(88 kcal),"2,4","1,4","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Légumes à pot au feu - 1.000kg,3414950029306,,,['France'],[],[],?,?,?,?,?,1.000 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Moka d'Éthiopie - Café Launay - 53g,3418500004638,['Café Launay'],,['France'],[],[],?,?,?,?,?,53 g,,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,,,,,,['Boîte de 10 capsules sans aluminium biodégradables et compostables'],,,,,,,,"['France', 'Sud-Ouest']",http://www.cafelaunay.com,,,,,
578,Expresso Forte - Café Launay - 53g,3418500007608,['Café Launay'],,['France'],[],[],?,?,?,?,?,53 g,,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,,,,,,['Boîte de 10 capsules sans aluminium biodégradables et compostables'],,,,,,,,,http://www.cafelaunay.com,,,,,
579,Saucisses blanches à griller,3289740422854,,,['France'],[],[],?,273,24,"0,8",13,,1142 kj(273 kcal),"8,9","0,7","2,3","0,92","['FR 67.348.008 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Gnocchi de pommes de terre et Truffe d'ete - 400g,3770012162078,,,['France'],[],[],?,125,"0,2",27,2,400 g,523 kj(125 kcal),"0,1","0,4","1,2","0,48",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,-25%,-85%,-18%,-52%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,0.2 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,1.2 g,en quantité modérée,5,C,,-25%,-73%,-67%,+6%,+6%,+40%,+40%,,,,,,,
581,Véritables merguez au piment doux - 720kg,3422634000022,,,['France'],[],[],?,146,8,2,17,720 kg,611 kj(146 kcal),3,1,"1,7","0,68","['FR 04.111.001 CE', 'Mane (Alpes-de-Haute-Provence, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Jambon ail et fines herbes - Bioporc,3483190011204,['Bioporc'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Poulet émincés - Franprix,3263852276017,['Franprix'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,
584,Poivron rouge entier - Benimar - 185g (125g égoutté),8436008205369,['Benimar'],,['France'],[],[],?,30,0,6,"0,5",185 g (125 g égoutté),126 kj(30 kcal),0,4,"0,925","0,37",,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Poivrons', 'Poivrons en conserve', 'Poivrons rouges en conserve']",,-23%,-100%,+10%,-44%,67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,,,['Noz'],0 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0.925 g,en quantité modérée,-3,A,['Conserve'],-20%,-100%,-10%,+51%,+51%,,,,,['Pérou'],,,,
585,moutarde à l ancienne Rustica - 350gr,11809159,['Rustica'],,['France'],"[""Vinaigre d'alcool"", 'graines de moutarde', 'eau', 'sel', 'sucre', 'acidifiant: acide citrique épices', 'conservateur: disulfite de potassium']",[],?,160,11,"2,3","7,7",350gr,669 kj(160 kcal),"0,8","2,2","4,2","1,68",,,"['Epicerie', 'Condiments']",,+14%,+85%,-82%,+82%,,,,,,,,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",3,['Leclerc'],11 g,en quantité modérée,0.8 g,en faible quantité,2.2 g,en faible quantité,4.2 g,en quantité élevée,6,C,['bocal verre'],+12%,+26%,-68%,-25%,-25%,-41%,-41%,,,,['Moutarde'],,,
586,L'espresso Profondo - Legal,3227540503144,['Legal'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Choco togo 85% - 80g,9264157500023,['Choco Togo'],,['France'],"['Kakaopaste', 'Rohrzucker']",[],?,?,?,?,?,80 g,,,,,,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Pate feuilleté,8710683008003,,,['France'],[],[],?,337,19,35,"5,7",,1410 kj(337 kcal),"9,6","1,2","1,33","0,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Velouté légumes du soleil - Franprix,3263851067814,['Franprix'],,['France'],[],[],?,33,"1,6","3,1","0,9",,138 kj(33 kcal),"0,2","2,1","0,5","0,2",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de légumes du soleil']",,-15%,-7%,-27%,-4%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,['Franprix'],1.6 g,en faible quantité,0.2 g,en faible quantité,2.1 g,en faible quantité,0.5 g,en quantité modérée,2,B,,-16%,-36%,-16%,-20%,-20%,+175%,+175%,,,,,,,
590,Gut Bio Mini Brezel - GutBio,29016181,['GutBio'],['Bio'],['France'],[],[],?,383,3,76,"11,2",,1602 kj(383 kcal),"1,2","1,6",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Café en poudre vanilla flavour,8714858118719,,,['France'],[],[],?,367,"0,9","76,7","13,2",,1536 kj(367 kcal),"0,5","75,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Shape babe,4260544220135,,,['France'],[],[],?,354,12,"7,4",46,,1481 kj(354 kcal),"3,3","2,2","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Saumon fumé à Chaud,5906259705664,,,['France'],[],[],?,238,17,0,"21,3",,996 kj(238 kcal),"2,4",0,"1,3","0,52",,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,+29%,+62%,-100%,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,17 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,1.3 g,en quantité modérée,4,C,,+29%,+17%,-100%,-54%,-54%,-69%,-69%,,,,,,,
