,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,markets,additives,allergens,nova_score,labels,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,palm_ingredients,packaging,generic_name,ingredients_origins,manufacturing,link
613,Salade de fruits - 515g,20474775,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,B,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,515 g,,,,,,
614,Bavette d'aloyau - Charal - 0.253kg,20476410,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",['France'],"['Origw Oecoupet FF', "" CHARAL 0 292475 04939 2 Bavettes d'Aloyau oelleuses & riches en goût ETUI BACHE VIANDE BOVINE""]",[],5.7 g,en quantité modérée,2.2 g,en quantité modérée,0.1 g,en faible quantité,0.19 g,en faible quantité,?,,131,0%,548 kj(131 kcal),0%,"5,7",0%,"2,2",0%,"0,1",+298%,"0,1",+426%,20,0%,"0,19",0%,"0,076",0%,-2,,A,,['Charal'],,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,0.253 kg,,,,,,
615,Raisin blanc - Gruppo Tarulli - 500g,20476663,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins frais', 'Raisins blancs']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,35 g,en quantité élevée,1 g,en quantité modérée,?,,67,+81%,280 kj(67 kcal),+82%,1,+478%,1,+2400%,40,+270%,35,+606%,"0,6",+62%,1,,"0,4",,1,,B,,['Gruppo Tarulli'],,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,B,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,500 g,,,,,,
616,Choco Rice 600g - Lidl,20476854,,['France'],"['70 % riz', 'sucre', '6 % chocolat ', 'sucre', 'pâte de cacao', 'cacao maigre en poudre', 'arôme naturel de vanille', 'cacao en poudre', 'cacao maigre en poudre', 'sel', ""extrait de malt d'orge"", 'arômes naturels', ' Chocolat : cacao : 35% minimum', "" Traces éventuelles d'autres céréales contenant du gluten"", 'de fruits à coque', ""d'arachides et de lait""]",['Non végétalien'],,,,,,,,,?,,388,,1623 kj(388 kcal),,"2,5",,"1,1",,"84,2",,"28,9",,"5,4",,"0,52",,"0,208",,,,,,['Lidl'],['Lidl'],,['Gluten'],4,,,,,,,,,,,,,,,,,
617,Anneaux Céréales au cacao - Crownfield,20476892,,['France'],"[""l'humidité"", ' À consommer de pre voir sur le dessus', ' Ce produit est conditionné son poids et non selon son volume', ' Les de la hauteur de remplissage sont dues au transport', ' FAIRTRADE COCOA PROGRAM Le Programme Fairtrade Cacao permet aux petits agriculteurs de vendre davantage de cacao aux conditions Fairtrade', ' En savoir plus sur www', 'info', 'fairtrade', 'net/program']",[],,,,,,,,,?,,383,,1602 kj(383 kcal),,"2,9",,"0,9",,"75,6",,"23,5",,"9,1",,"0,68",,"0,272",,,,,,['Crownfield'],['Lidl'],,,,,,,,,,,,,,,,,,,,
618,Boules au miel - Crownfield,20476908,,['France'],"['semoule de maïs', 'semoule de maïs complet', 'sucre', 'sirop de g/ucose', '3,5 % miel', 'sel', 'caramel', 'huile de colza', 'arôme naturel', ' Traces éventueiles de céréales contenant du gluten', 'de fruits à coque', 'dlarachides et de lait']",['Non végétalien'],,,,,,,,,?,,385,,1611 kj(385 kcal),,"2,2",,"0,2",,"80,9",,"22,9",,"7,9",,"0,65",,"0,26",,,,,,['Crownfield'],['Lidl'],,,4,,,,,,,,,,,,,,,,,
619,Tomatensauce Bolognese - Combino - 400ml,20476991,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",['France'],[],[],4.5 g,en quantité modérée,1.3 g,en faible quantité,4.1 g,en faible quantité,1.7 g,en quantité élevée,?,,100,+15%,418 kj(100 kcal),+16%,"4,5",+9%,"1,3",+7%,"7,3",+12%,"4,1",-14%,"4,1",-9%,"1,7",+55%,"0,68",+55%,7,+207%,C,+207%,['Combino'],['Lidl'],,,,,,E,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,400 ml,,,,,,
620,"Salami Mexicana, Rote Jalapenos -",20482152,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",['France'],[],[],24 g,en quantité élevée,9.6 g,en quantité élevée,0.9 g,en faible quantité,4 g,en quantité élevée,?,,310,-20%,1297 kj(310 kcal),-20%,24,-27%,"9,6",-26%,1,-35%,"0,9",+20%,22,+8%,4,+6%,"1,6",+6%,22,-7%,E,-7%,,,,,,['en:gluten-free'],,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,
621,Salami Mexicana,20482183,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,24,,"9,6",,"3,7",,"0,9",,22,,"3,75",,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
622,beef burgers - L'étal du Boucher - 2 * 140g (280g),20483890,"['Viandes', 'Bœuf', 'Viandes fraîches', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande fraîches', 'Préparations de viande hachée', 'Préparations de viande hachées fraîches', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée fraîches']",['France'],"['95% bœuf Hereford', 'eau', 'farine de riz', 'farine de pois chiche', 'sel', 'poivre noir concassé', 'conservateur : disulfite de sodium', ' farine de maïs', 'dextrose']",[],18.9 g,en quantité modérée,8.4 g,en quantité élevée,0.1 g,en faible quantité,0.66 g,en quantité modérée,?,,252,+21%,1054 kj(252 kcal),+22%,"18,9",+29%,"8,4",+43%,3,+38%,"0,1",-85%,"17,4",+14%,"0,66",-23%,"0,264",-23%,13,+44%,D,+44%,"[""L'étal du Boucher""]",['LIDL'],"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],4,,['UK 9023 EC'],,,,,,,,,2 * 140 g (280 g),,"['Plastique', 'Barquette', 'Sous-vide']","Préparation de viande de bœuf Hereford hachée, assaisonnée au sel de mer et au poivre noir concassée",['Irlande'],['Irlande du Nord'],
623,Saumon,20483944,"['Produits de la mer', 'Poissons', 'Saumons']",['France'],[],[],14 g,en quantité modérée,2.3 g,en quantité modérée,0.1 g,en faible quantité,0.2 g,en faible quantité,?,,207,+12%,866 kj(207 kcal),+12%,14,+33%,"2,3",+13%,"0,9",+75%,"0,1",-69%,19,-12%,"0,2",-92%,"0,08",-92%,-1,-109%,A,-109%,,,,,,,,E,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,
624,Jumbo Oats - Oatilicious,20484194,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"5,3",,"0,9",,"64,1",,"1,6",,"12,1",,0,,0,,,,,,['Oatilicious'],,,,,,,,,,,,,,,,,,,,,
625,Mcennedy Sonnenblumenkerne Geröstet & Karamell...,20484934,,['France'],"['gaines de tournesol ', '80%', 'sucre ', '18%', 'huile de colza', ' ', ""BE: La consommation d'arachides et de fruits à coque est déconseillée auxjeunes enfants en raison des risques d'étouffement""]",[],,,,,,,,,?,,673,,2816 kj(673 kcal),,"51,8",,1,,"20,5",,1,,"19,4",,0,,0,,,,,,['McEnnedy'],['Lidl'],,,,,,,,,,,,,,,,,,,,
626,Pumkin Seeds - Mcennedy,20484958,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués']","['France', 'Espagne']",[],[],44.5 g,en quantité élevée,7.9 g,en quantité élevée,12 g,en quantité modérée,0 g,en faible quantité,?,,594,-5%,2485 kj(594 kcal),-5%,"44,5",-16%,"7,9",+72%,"14,9",+13%,12,+178%,"31,8",+63%,0,-100%,0,-100%,16,+830%,D,+830%,['Mcennedy'],,,,,,,,,,,,,,,,,,,,,
627,Gyros Creme - Milbona - 500g,20485122,,"['France', 'Allemagne']","['78% Joghurt mild', '8', '4% Weisskraut', '4', '2% Gurken', 'Rapsöl', 'Speisesalz', '1', '1% Zwiebeln', 'modifizierte Stärke', 'Stärke', 'Gewürze', 'Zucker', 'Kräuter', 'Verdickungsmittel ', 'Guarkernmehl', 'Branntweinessig']",['Non végétalien'],,,,,,,,,?,,116,,485 kj(116 kcal),,"8,3",,4,,"6,4",,"5,1",,"3,7",,"1,3",,"0,52",,,,,,['Milbona'],['Lidl'],"['E14XX - Amidons modifiés', 'E412 - Gomme de guar']",['de:Joghurt mild'],4,,,,,,,,,,,500 g,,"['Kunststoff', 'Becher']",Gyros Creme,,,
628,Folhas de espinafres,20486037,,['France'],[],[],,,,,,,,,?,,29,,121 kj(29 kcal),,"0,8",,"0,1",,"1,5",,"1,5",,"2,8",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Chicken Red Curry - Vitasia - 350g,20486143,,['France'],"['Plat à base de riz jasmin', 'avec produit à base de filet de poulet ', 'CH: produit à base de viande de poulet', ' cuit dans une sauce au curry rouge au lait de coco et au poivron', '* *surgelé', ' cuit ', 'eau', 'Tiz', ',» 25% laitdecoco', '17 % produit à base de filet de poulet ', 'CH: produit à base de viande de poulet', ' en morceaux filet deppulet,n sel - de cuisine', '8% poivron rouge', 'eau', 'oignons', 'huile de colza', 'set de cuisine', 'plantes aromatiques', 'pimentiouge séché', 'anchois poissonssucre', ' ail', 'amidon modifié de maïs', 'échalotes', 'épices', 'jus de citron concentré']",[],,,,,,,,,?,,179,,749 kj(179 kcal),,10,,"6,8",,15,,"1,2",,"6,8",,"0,85",,"0,34",,,,,,['Vitasia'],,['E14XX - Amidons modifiés'],,4,,,,,,,,,,,350 g,,,,,,
630,Moussaka -  - 850g,20486518,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf']",['France'],[],[],7 g,en quantité modérée,3.5 g,en quantité modérée,2.7 g,en faible quantité,0.49 g,en quantité modérée,?,,134,-2%,561 kj(134 kcal),-1%,7,+17%,"3,5",+61%,11,+17%,"2,7",+49%,"5,5",-38%,"0,49",-42%,"0,196",-42%,3,+31%,C,+31%,,,,,,['Fabriqué en Belgique'],,,,,,,,,,850 g,,,,,,
631,Piave Vecchio DOP (36% MG) - Italiamo - 180g,20487713,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages italiens', 'Fromages pasteurisés', 'Piave']",['France'],"['Lait pasteurisé', 'sel', 'présure', ""conservateur : lysozyme d'oeuf"", ' Croûte non comestible']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",36 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,1.85 g,en quantité élevée,1846,+42%,?,,1846 kj(441 kcal),+41%,36,+38%,25,+40%,0,-100%,0,-100%,29,+56%,"1,85",+28%,"0,74",+28%,18,+26%,D,+26%,['Italiamo'],['LIDL'],['E1105 - Lysozyme'],"['Œufs', 'Lait']",3,"['Fabriqué en Italie', 'AOP']",['IT 05 86 CE'],D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,180 g,,"['barquette', 'plastique', 'Food safe', 'Tidyman wastebasket', '07', 'Frais']",Fromage à pâte pressée cuite,,"['Lattebusche SCA', 'Via Nazionale 59', '32030', 'Busche di Cesiomaggiore', 'BL', 'Italie']",
632,2012 Nero d'Avola Syrah Terre Siciliane - Vineris - 1l,20487744,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins italiens', ""de:Nero d'Avola"", ""it:Nero d'Avola""]",['France'],['Contient des sulfites'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Vineris'],['LIDL'],,,,"['Déconseillé à certaines catégories de personnes', 'IGP', 'Point Vert', 'Déconseillé aux femmes enceintes']",,,,,,,,,,1 l,,"['Bouteille', 'Verre']",,,['Italie'],
633,Pesto Rosso (Pesto rouge) - Italiamo,20487843,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",['France'],[],[],31.6 g,en quantité élevée,2.4 g,en quantité modérée,6.2 g,en quantité modérée,2.3 g,en quantité élevée,?,,335,-7%,1402 kj(335 kcal),-7%,"31,6",-5%,"2,4",-51%,"7,7",-9%,"6,2",+11%,"2,3",-43%,"2,3",+12%,"0,92",+12%,17,+7%,D,+7%,['Italiamo'],,,,,,,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,
634,"Pomodoro, Per Bruschetta - Italiamo",20487867,,['France'],[],[],,,,,,,,,?,,266,,1113 kj(266 kcal),,"21,8",,"2,2",,"12,4",,"10,9",,"2,4",,"2,78",,"1,112",,,,,,['Italiamo'],['Lidl'],,,,,,,,,,,,,,,,,,,,
635,Forest friends -  - 3,20488680,,"['France', 'Espagne']","['98% sucre', 'épaississants: gomme arabique', 'gomme FR adragante', ' protéines de lait', ""blanc d'euf*"", 'acidifiant: acide citrique', ' concentré de spiruline à propriété colorante', 'colorants: curcumine', 'rouge de betterave', 'caroténoides', 'oxyde et hydroxyde de fer']",[],,,,,,,,,?,,396,,1657 kj(396 kcal),,"0,5",,"0,1",,98,,96,,1,,"0,01",,"0,004",,,,,,,['Lidl'],,"['Œufs', 'Lait']",,,,,,,,,,,,3,,,Décorations en sucre,,,
636,nougat blanc à la pistache - Italiamo - 160g,20489083,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats blancs']",['France'],"['25% pistaches', 'sucre', 'sirop de glucose', ' miel', ""blanc d'œuf"", 'arômes naturel', "" _traces éventuelles d'autres fruits à coque"", 'de soja et de lait_']",['Non végétalien'],12.1 g,en quantité modérée,1.4 g,en faible quantité,66.1 g,en quantité élevée,0.08 g,en faible quantité,1827,-3%,?,,1827 kj(437 kcal),-1%,"12,1",-20%,"1,4",-1%,"72,2",+6%,"66,1",+15%,"7,8",+15%,"0,08",+7%,"0,032",+7%,16,+3%,D,+3%,['Italiamo'],['Lidl'],,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",4,,,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,160g,,['sachet plastique'],nougat,['Sicile'],['Italie'],
637,"Omas Beste Lollies, Sahnekaramell - Lidl",20491406,,['France'],"['Sucettes crème caramel Ingrédlents: sucre', 'sirop de glucose', 'crème ', '7 lactosérum sucré condensé', 'beurre de culture ', '4,5%', 'beurre concentré', 'sel de cuisine', 'sirop de sucre caramélisé ', '0,3%', 'sirop de sucre de canne', 'émulsifiant: lécithine de tournesol']",['Non végétalien'],,,,,,,,,?,,421,,1761 kj(421 kcal),,"7,6",,"4,9",,"87,8",,"69,5",,"0,3",,1,,"0,4",,,,,,['Lidl'],['Lidl'],['E322i - Lécithine'],['Lait'],4,,,,,,,,,,,,,,,,,
638,mimolette jeune - bilbona,20494708,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes', 'Fromages-du-nord-pas-de-calais']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bilbona'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
639,Viande hamburger - Noel,20495015,,['France'],[],[],,,,,,,,,?,,166,,695 kj(166 kcal),,"10,5",,"4,9",,"0,5",,"0,5",,16,,"0,84",,"0,336",,,,,,['Noel'],,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,
640,sauce fromage et champignons - Deluxe - 140g,20495053,"['Epicerie', 'Sauces']",['France'],"['crème ', 'lait', 'eau', '9% Emmental ', 'lait', 'spécialité fromagère fondue ', 'fromage ', 'lait', 'amidon modifié de pomme de terre', 'eau', 'poudre de lactosérum ', 'lait', 'protéines de lait', 'sel', 'sels de fonte: citrates de sodium', '5% préparation aux champignons ', '66%* champignons de Paris', '2%%* huile de tournesol', ""5%* truffes d'été "", 'Tuber aestivum Vitt', 'olives noires', 'sel', 'ail', 'persil', 'arôme', 'correcteur d’acidité : acide citrique', 'poudre de lactosérum ', 'lait', 'sel', 'amidon modifié de tapioca', 'conservateur : sorbate de potassium ', ' épice']",['Non végétalien'],10.4 g,en quantité modérée,6.5 g,en quantité élevée,2.3 g,en faible quantité,1.58 g,en quantité élevée,578,-35%,?,,578 kj(138 kcal),-41%,"10,4",-43%,"6,5",+201%,"4,2",-58%,"2,3",-64%,"5,9",+119%,"1,58",-35%,"0,632",-35%,12,+3%,D,+3%,['Deluxe'],['Lidl'],"['E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,['ES 26.00293/B CE'],,,,,,,,,140 g,,['Plastique'],sauce,,,
641,Risotto alla milanese - Italiamo,20499884,,['France'],"['opakowania w}02yé do naczynia nadajqcego mikrofalowej z zimna woda ', 'okolo ml', ' 15 minut ', '800 W', ' waé Przez Najlepiej sp02yé przed kohcem: patr Przechowywaé w chlodnym i suchYm miej Produkt gotowy do sp02ycia po przygotowa u sposobu przygotowania', ' Wyprodukowano W}os ech Informaciôn nutricional/Valores nutric tYüs médios/ a/loog']",[],,,,,,,,,?,,365,,1527 kj(365 kcal),,"3,6",,"1,8",,75,,"3,6",,"7,8",,"3,42",,"1,368",,,,,,['Italiamo'],['Lidl'],,,,,,,,,,,,,,,,,,,,
642,Risotto,20499891,"['Plats préparés', 'Plats à base de riz', 'Risottos']",['France'],[],[],5.1 g,en quantité modérée,0.5 g,en faible quantité,5.8 g,en quantité modérée,2.9 g,en quantité élevée,?,,376,+67%,1573 kj(376 kcal),+73%,"5,1",+26%,"0,5",-72%,73,+100%,"5,8",+279%,"8,6",+44%,"2,9",+214%,"1,16",+214%,15,+226%,D,+226%,,,,,,,,,,,,,,,,,,,,,,
643,Artesanal - Rebanado,2050000130069,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,12,,0,,28,,6,,6,,2,,"0,8",,,,,,['Rebanado'],,,,,,,,,,,,,,,,,,,,,
644,Avena instantánea Bravo,2050000138065,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Ajonjolí Bravo - 425.2g,2050000149849,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,425.2 g,,,,,,
646,Maíz Bravo - 425g,2050000153457,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,425 g,,,,,,
647,Tuna escamas en agua Bravo - 170g,2050000163548,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,170 g,,,,,,
648,Tuna trozos en agua Bravo - 170g,2050000174681,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,170 g,,,,,,
649,Olio di Bravo - 5l.,2050001012234,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,5 l.,,,,,,
650,Quinoa Bravo - 553.2g,2050001016812,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,553.2 g,,,,,,
651,Chia Bravo - 200g,2050001056870,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,
652,Toblerone,2050013030929,,['France'],[],[],,,,,,,,,?,,535,,2238 kj(535 kcal),,"29,5",,18,,"60,5",,"59,5",,"5,6",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Pain suisse,2050506403407,,['France'],[],[],,,,,,,,,?,,325,,1360 kj(325 kcal),,15,,"9,9",,41,,15,,5,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Triangle aux amandes,2050506403810,,['France'],[],[],,,,,,,,,?,,406,,1699 kj(406 kcal),,21,,13,,48,,19,,"6,2",,"0,93",,"0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Pain au Chocolat,2050506406217,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],[],[],19 g,en quantité modérée,14 g,en quantité élevée,13 g,en quantité élevée,0.4 g,en quantité modérée,?,,391,-1%,1636 kj(391 kcal),-1%,19,-13%,14,+5%,47,+11%,13,+8%,"7,6",+6%,"0,4",-56%,"0,16",-56%,17,-14%,D,-14%,,,,,,,,D,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,
656,Les frisettes savoisienne,2050568526304,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,2,,"0,3",,72,,2,,12,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Mimolette jeune,2051108017658,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes', 'Fromages-du-nord-pas-de-calais']",['France'],[],[],24 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,?,,321,0%,1343 kj(321 kcal),+0%,24,-0%,16,-2%,0,-100%,0,-100%,26,+1%,"2,6",+2%,"1,04",+2%,19,+3%,E,+3%,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
658,Tomme de savoie fermiere,2051301026570,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'en:tomme-cheese-from-mountain-or-savoy']",['France'],[],[],30 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,361,+2%,1510 kj(361 kcal),+2%,30,+7%,19,-3%,0,-100%,0,-100%,23,-7%,"1,6",+10%,"0,64",+10%,16,+8%,D,+8%,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
659,Nangai,2051400191001,,['France'],[],[],,,,,,,,,?,,598,,2502 kj(598 kcal),,"42,6",,"24,5",,24,,24,,"8,8",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
660,4 fruits rouges - Les Fermes De Gally,2051540000058,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",['France'],[],[],0.3 g,en faible quantité,0 g,en faible quantité,57.3 g,en quantité élevée,0 g,en faible quantité,?,,242,+11%,1013 kj(242 kcal),+11%,"0,3",+18%,0,-100%,"58,6",+12%,"57,3",+13%,"0,5",-8%,0,-100%,0,-100%,12,+26%,D,+26%,['Les Fermes De Gally'],,,,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
661,Confiture Fraise Extra - LES FERMES DE GALLY - 375g,2051540000171,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0.00225 g,en faible quantité,?,,237,+9%,992 kj(237 kcal),+9%,"0,2",-17%,0,-100%,"57,9",+9%,57,+12%,"0,4",-10%,"0,002",-90%,"0,001",-90%,11,+26%,D,+26%,['LES FERMES DE GALLY'],,,,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,375 g,,,,,,
662,Confiture extra cerise griotte - Les Fermes de Gally - 375g,2051540000201,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",['France'],"['Cerises griottes', 'sucre de canne,jus concentré de citron', 'gélifiant : pectine de fruit - Préparée avec 55 g de fruits pour 100 g-Teneur totale en sucres: 60 g pour 100 g']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0 g,en faible quantité,58.2 g,en quantité élevée,0.28 g,en faible quantité,?,,239,+8%,1000 kj(239 kcal),+8%,"0,2",-18%,0,-100%,"58,7",+9%,"58,2",+13%,"0,4",-38%,"0,28",+961%,"0,112",+961%,12,+22%,D,+22%,['Les Fermes de Gally'],,['E440 - Pectines'],,4,,,D,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,375 g,,,,,,
663,Gelée Extra Groseille - Les Fermes De Gally,2051540000263,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de groseilles']",['France'],"['Groseilles', 'sucre de canne', 'pectine de fruit', 'acidifiant : acide Citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.7 g,en faible quantité,0 g,en faible quantité,57.3 g,en quantité élevée,0.025 g,en faible quantité,?,,248,+1%,1038 kj(248 kcal),+1%,"0,7",+177%,0,-100%,"59,2",-2%,"57,3",+1%,"0,2",-53%,"0,025",+114%,"0,01",+114%,12,+2%,D,+2%,['Les Fermes De Gally'],,"['E440 - Pectines', 'E330 - Acide citrique']",,4,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
