,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,manufacturing,markets,additives,palm_ingredients,allergens,nova_score,ingredients_origins,link,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,brand_owner
1667,Orange Ananas & Peche,10719013,,,,['France'],[],[],,,,,,,,,?,,51,,213 kj(51 kcal),,"0,2",,0,,"11,4",,"10,3",,"0,6",,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,3760214023055,3760214023055,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,
1669,kalas - 40g,9201018111127,40g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,3760240510260,3760240510260,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,double concentré de tomates - carrefour - 200g,3560071050108,200g,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Tube'],,['Carrefour'],,,,,,,,,,,,,,,,,,
1672,Haribo Quaxi,24069106,,['Haribo'],,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"0,5",,"0,1",,80,,53,,"5,8",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Fruity straw,8590311101975,,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,75CL Corbieres Rouge,3245414939363,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Corbières']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['France'],,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,
1675,Miel de haute corrèze - 500g,3770007838018,500 g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Crème fraiche entiere épaisse,50527465,,,,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,30,,20,,"2,9",,"2,9",,"2,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Médaillon de dinde,0212319019943,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,rillettes comtoises - le tuyé de mésandans - 200g,2054821402978,200g,['le tuyé de mésandans'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['pot en verre'],['mésandans 25'],['intermarché'],,,,,['France'],,['548214/0297'],,,,,,,,,,,
1679,Magret de canard du sud-ouest,2415930056818,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard', 'Magret de canard du Sud-Ouest']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 46.128.002 CE', 'Gramat (Lot, France)']",E,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,
1680,White Balsamic Vinegar 500ML - 500mL,8006165372282,500 mL,,,['France'],[],[],,,,,,,,,?,,83,,347 kj(83 kcal),,0,,0,,17,,17,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Quiche maroilles,3760029260447,,,,['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"25,3",,"15,9",,"16,51",,"1,61",,"12,77",,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Poulet fermier,2694731044471,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Gnocchi de pomme de terre -,3562420002981,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['France'],[],[],0.4 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,0.87 g,en quantité modérée,?,,174,+4%,728 kj(174 kcal),+4%,"0,4",-71%,"0,2",-46%,"37,6",+14%,"0,2",-83%,"4,5",+7%,"0,87",-23%,"0,348",-23%,3,-16%,C,-16%,,,,,,,,,,,,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,
1684,Cake pistache,0200312020929,,,,['France'],[],[],,,,,,,,,?,,424,,1774 kj(424 kcal),,24,,15,,45,,28,,"6,3",,"0,29",,"0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Pain d'épices - 500,3455141111011,500,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",['France'],"['farine de seigle', 'miel 15 %,sirop  de glucose', 'sucre', 'poudre levante', 'épices']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,['sarl fdc mesnayfar'],,,,['Gluten'],4,,,,B,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,
1686,soupe à la paysanne - Liebig - 1Litre,112302646,1 Litre,['Liebig'],,['France'],"['eau,légumes 41% ', 'oignon,carotte 7,2%', 'chou vert 7%', 'petit pois', 'navet', 'pomme de terre', ' poireau', 'haricots blancs', 'lardons fumés 2% ', 'porc', 'eau', 'sel', 'crème fraîche', ' amidon transformé', 'sel', 'arôme', 'dont arôme de fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,147,,?,,147 kj(35 kcal),,"1,2",,"0,5",,"3,7",,"0,6",,"1,6",,"0,72",,"0,288",,,,,,"['Sans colorants', 'Sans conservateurs']",['brique carton'],,['Leclerc'],['E14XX - Amidons modifiés'],,['Lait'],4,,,,,,,,,,,,,,
1687,Magret de canard,2872485029122,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,E,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,
1688,2614354149032,2614354149032,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Velouté de langouste australe,6091315900271,,,,['France'],[],[],,,,,,,,,?,,52,,218 kj(52 kcal),,"3,4",,"1,7",,"2,8",,"0,3",,"1,8",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Couscous extra fin - Al badia - 1kg,3252970006637,1 kg,['Al badia'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Sera Paprikamark Scharf,8690777203845,,['Sera'],,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,0,,0,,20,,0,,"0,1",,7,,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Hachés,2870204020276,,,,['France'],[],[],,,,,,,,,?,,121,,506 kj(121 kcal),,4,,2,,"2,9",,1,,16,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Velouté de crevette Thaï - L'atelier du poissonnier,3760007096006,,"[""L'atelier du poissonnier""]","['Plats préparés', 'Soupes', 'Veloutés', 'Soupes à réchauffer', 'Soupes de poissons']",['France'],"['Eau', 'légumes 14% ', 'patate douce', 'lentille corail', 'carotte chou-fleur', 'céleri', 'courgette', 'poireau', 'ail', 'poissons 11% ', 'tacaud', 'églefin', 'merlu', 'colin ou carrelet', 'crevettes 10% crème', ""huile d'olive"", 'lait de coco', 'épices', 'préparation aromatisante ', 'poisson', 'blé', 'soja', 'sésame', 'sel']","['Non végétalien', 'Non végétarien']",4.8 g,en quantité modérée,2 g,en quantité modérée,0.8 g,en faible quantité,0.8 g,en quantité modérée,?,,71,+48%,297 kj(71 kcal),+49%,"4,8",+153%,2,+345%,"2,1",+15%,"0,8",+23%,"4,7",-9%,"0,8",-9%,"0,32",-9%,2,+129%,B,+129%,,"['Bocal', 'Verre']",,,,,"['Céleri', 'Crustacés', 'Poisson', 'Gluten', 'Lait', 'Graines de sésame', 'Soja']",4,,,,E,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,Velouté de crevette Thaï,,
1694,Giuseppe Cocco Pasta Fusilli,8011322211434,,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,5",,"0,3",,"70,2",,"3,4",,13,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,chips de taro - cock brand - 90g,0084909019103,90g,['cock brand'],"['Snacks', 'Snacks salés']",['France'],['tarohuile végétalesucre de palmesel'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['tang frere'],,,,,['Thaïlande'],,,,,,,,,,,,,
1696,Foodex,5410803004238,,['Foodex'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Carrefour,0287527086520,,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bio'],,,['Carrefour'],,,,,,,"['FR 86.223.001 CE', 'Saint-Germain (Vienne, France)']",,,,,,,,,,,
1698,Laboratoire Gallia calisma - 2x350g,02111605,2x350g,"['laboratoire Gallia', 'danone']",['Substitut du lait'],['France'],"['Loctosérum déminéralisé ', 'LAIT', '-Huiles végelales ', 'Palme', 'Colza', 'Coprah', 'Tounesol', 'Mortierella alpina', ' - Lactose LAIT', ' LAIT écrémé Galacto- oligosaccharides ', 'GOS ', 'LAIT', ' - Protéines de lactosérum concentrées ', 'LAIT Fructo-oligosaccharides ', 'FOS', '- Huile de POISSON Chlorure de choline - Emulsifiant: lécithine de SOJA - Taurine Nucléotides- Inositol -L-tryptophane L-carnitine -Vitamines ', 'C', 'PP', 'B5', 'B9', 'A E', 'B8', 'B12', 'Bl', ' D3', 'B6', ' KI', 'B2', '-Minéraux ', 'carbonate de calcium', 'chlorures de potassium et de magnésium', 'citrates de potassium et de sodium', 'phosphate de calcium', 'sulfates de fer', 'de zinc', 'de cuivre et de manganèse', 'iodure de potassium', 'sélénite de sodiuml']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Sec'],,,['E322i - Lécithine'],['Huile de palme'],"['Poisson', 'Lait', 'Soja']",4,,,,,,,,,,,,,,
1699,chia bowl sportif - uberti - 300g,76440458,300g,['Uberti'],,['France'],"['Graines de chia', 'dattes', 'Figues aoi', 'amandes', 'graines de chanvre', 'caco Naturellement sans gluten Energie']","['Végétalien', 'Végétarien']",,,,,,,,,?,,412,,1724 kj(412 kcal),,"17,6",,"1,7",,"44,1",,"21,9",,"14,8",,"0,1",,"0,04",,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01', 'Sans sucre ajouté', 'Agriculture non UE']",['Sachet'],,['magasin bio'],,,['Fruits à coque'],,,,,,,,,,,,,,,
1700,chia bowl sportif - uberti - 300g,76440458,300g,['Uberti'],,['France'],"['Graines de chia', 'dattes', 'Figues aoi', 'amandes', 'graines de chanvre', 'caco Naturellement sans gluten Energie']","['Végétalien', 'Végétarien']",,,,,,,,,?,,412,,1724 kj(412 kcal),,"17,6",,"1,7",,"44,1",,"21,9",,"14,8",,"0,1",,"0,04",,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01', 'Sans sucre ajouté', 'Agriculture non UE']",['Sachet'],,['magasin bio'],,,['Fruits à coque'],,,,,,,,,,,,,,,
1701,"crevette cuite 50/70 - Super u - 0,328g",2807224014961,"0,328 g",['Super u'],"['Produits de la mer', 'Poissons']",['France'],"['crevettes', 'sel', 'antioxydant', 'disulfite de sodium', 'acidifiant : acide citrique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Barquette'],['France'],['Super u'],"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,['Crustacés'],3,['Venezuela'],,,,,,,,,,,,,
1702,Persil Coupé - patrigel - 250g,3421112500054,250g,['Patrigel'],,['France'],[],[],,,,,,,,,?,,35,,146 kj(35 kcal),,"0,5",,"0,5",,"2,8",,"0,4",,4,,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Compote Allégée de Pommes - Cora - 16x 100g,3257983000030,16 x 100 g,['Cora'],,['France'],[],[],,,,,,,,,?,,62,,259 kj(62 kcal),,"0,2",,0,,"14,3",,11,,"0,3",,"0,03",,"0,012",,,,,,,,,['Cora'],,,,,,,,,,,,,,,,,,
1704,Chantal jeune,0255048016074,,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"30,3",,19,,"0,18",,"0,1",,"24,7",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Douceur de brebis à la framboise,9900000007157,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 07.150.601 CE', 'Mariac (Ardèche, France)']",,,,,,,,,,,
1706,Pommes de terre - 2.5kg,3000030048383,2.5 kg,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,"Château chêne de Gombeau - Canon Fronsac - 0,7l",3438910042648,"0,7l",['Canon Fronsac'],"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Flan au chocolat,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Maggi,3033710954919,,['Maggi'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,00050,00050,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['en:gluten-free', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,
1711,Confit de Noilly Prat Ambre - 125g,3441260801605,125g,['Noilly Prat'],,['France'],"['Noilly Prat Ambré ', 'sulfites', ' 51%', 'vins', 'sucre', 'alcool', 'extraits naturels aromatiques', 'caramel E150b', 'sucre de canne', 'sucres extraits de fruits', 'gélifiants ', 'péctine de fruits', 'acide tartrique']",[],,,,,,,,,?,,209,,874 kj(209 kcal),,"0,5",,"0,1",,52,,52,,"0,5",,"0,11",,"0,044",,,,,,,['Bocaux'],,,"['E150b - Caramel de sulfite caustique', 'E440 - Pectines', 'E334 - Acide L-tartrique']",,['Anhydride sulfureux et sulfites'],4,,,,,,,,,,,,,,
1712,5010106112915,5010106112915,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Bouillon de boeuf,3760103002284,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de bœuf']",['France'],[],[],,,,,,,,,?,,266,+127%,1113 kj(266 kcal),+117%,"5,8",+42%,"1,5",-29%,39,+165%,20,+403%,13,+175%,"33,3",+38%,"13,32",+38%,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
1714,Tomate  ketchup - bornier - 240g,3104716602026,240g,['Bornier'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",['France'],"['eau', 'puree de tomates concentree2%1123g tomates fraiches dans 100g de ketchup', 'sucre', 'vinaigre', 'épaississant: SIN 1422 le conservateur SIN 200 épices ', 'dont céleri', ' contient des allergènes : céleri']",[],0.1 g,en faible quantité,0 g,en faible quantité,20.1 g,en quantité élevée,2.4 g,en quantité élevée,?,,107,+1%,448 kj(107 kcal),+2%,"0,1",-59%,0,-100%,"23,8",+5%,"20,1",+3%,"1,1",-15%,"2,4",+21%,"0,96",+21%,15,+24%,D,+24%,,,['Belgique'],,['E1422 - Adipate de diamidon acétylé'],,,4,['Algérie'],,,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,
1715,3250550019992,3250550019992,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['EMB 88079', 'Bulgnéville (Vosges, France)', 'FR 83.079.001 CE', 'Môle (Var, France)', 'FR 88.079.001 CE', 'Bulgnéville (Vosges, France)']",,,,,,,,,,,
1716,Confit à la verveine velay,3376370072136,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Roti de porc cuit supérieur 4 tranches,2471248018108,,,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],5.2 g,en quantité modérée,2.1 g,en quantité modérée,0.8 g,en faible quantité,1.98 g,en quantité élevée,?,,139,-3%,582 kj(139 kcal),-2%,"5,2",+3%,"2,1",+0%,"0,9",+10%,"0,8",+28%,"22,2",-1%,"1,98",+15%,"0,792",+15%,11,+54%,D,+54%,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,E,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,
1718,Jambon,0207662058770,,,,['France'],[],[],,,,,,,,,?,,106,,444 kj(106 kcal),,"2,8",,1,,"1,1",,"1,1",,19,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Alouette sans tête provençale -,3564380006306,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Alouettes', 'Alouettes sans tête']",['France'],[],[],4.4 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,0.72 g,en quantité modérée,?,,123,-10%,515 kj(123 kcal),-9%,"4,4",-26%,"1,7",-22%,"2,5",-73%,"0,5",-72%,18,+104%,"0,72",-15%,"0,288",-15%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,,
1720,"Pain de campagne au poids - 0,520kg",0212345009055,"0,520 kg",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,8054377609962,8054377609962,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,2092740618674,2092740618674,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Fortimel Compact - Nutricia,8716900552670,,['Nutricia'],,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,"9,3",,"0,9",,"29,7",,15,,"9,4",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Chipolatas bio,2410233015685,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],16 g,en quantité modérée,6.5 g,en quantité élevée,0.7 g,en faible quantité,1.5 g,en quantité modérée,?,,212,-11%,887 kj(212 kcal),-11%,16,-15%,"6,5",-10%,"0,8",-32%,"0,7",+11%,16,+4%,"1,5",-17%,"0,6",-17%,14,-16%,D,-16%,['Bio'],,,,,,,,,,"['FR 45.147.004 CE', 'Fleury-les-Aubrais (Loiret, France)', 'EMB 45147', 'Fleury-les-Aubrais (Loiret, France)']",E,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,
1725,Mr. Noodles -,46656006252,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Vinaigre balsamique - Bouton d'Or,3250392046439,,"[""Bouton d'Or""]","['Vinaigres', 'Vinaigres balsamiques']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-99%,4 kj(1 kcal),-99%,1,+2709%,1,+16240%,1,-97%,1,-96%,1,+57%,1,+1108%,"0,4",+1108%,,,,,,,,,,,,,,,"['EMB 38150', 'Domène (Isère, France)']",B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,
1727,tranche ananas - Del monte - 350g,3331230603301,350g,['Del monte'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits', 'Fruits en conserve', 'Fruits tropicaux', 'Ananas', 'Ananas en conserve']",['France'],['ananas'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,?,,56,-3%,234 kj(56 kcal),-4%,0,-100%,0,-100%,13,-4%,13,+5%,0,-100%,0,-100%,0,-100%,-4,,A,,,['Conserve'],,,,,,1,,,,A,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,
1728,"Chipolatas supérieures - Charcuterie du Blavet - 6saucisses, environ 330g",2654201018838,"6 saucisses, environ 330g",['Charcuterie du Blavet'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],"['Viande de porc Française ', '91,6%', 'eau', 'sel', 'dextrose', 'conservateur : acétate de sodium', 'arômes naturels', 'antioxydants : érythorbate de sodium', 'acide ascorbique', 'boyau naturel de mouton']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",15 g,en quantité modérée,5 g,en quantité modérée,0.8 g,en faible quantité,1.6 g,en quantité élevée,854,-17%,?,,854 kj(204 kcal),-15%,15,-21%,5,-31%,16,+1268%,"0,8",+27%,16,+4%,"1,6",-11%,"0,64",-11%,13,-22%,D,-22%,"['Viande Française', 'Viande Porcine Française']",['Barquette'],,['Leclerc Lanester'],"['E262i - Acétate de sodium', 'E316 - Érythorbate de sodium', 'E300 - Acide ascorbique']",,,4,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",E,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,
1729,concentré de crustacés - Chef - 500g,3033710081745,500 g,['Chef'],,['France'],"['extrait de crustaces 32% : homard', 'crevette', ' arômes', 'sel', 'huile de palme', 'concentré de tomate', 'epices', 'extrait de plantes aromatiques', 'épaississant,gomme xanthane', ' colorant: caroténoides ', ' antioxydant: extrait riche en tocophérols']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,287,,1201 kj(287 kcal),,19,,12,,14,,"9,5",,"12,4",,"19,8",,"7,92",,,,,,,['Pot'],,,"['E415 - Gomme xanthane', 'E160 - Caroténoïdes', 'E306 - Extrait riche en tocophérols']",['Huile de palme'],['Crustacés'],4,,,,,,,,,,,,,,
1730,citron bio - polenghi - 125ml,4762188803731,125ml,['Polenghi'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",['France'],"['eau', 'jus de citron biologique ', '20%', 'acidifiant: acide citrique', 'huile essentielle de citron biologique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'IT-BIO-009']",,,,['E330 - Acide citrique'],,,1,,,,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,
1731,filés  de canards mariné - volailles française - 2,2487355091774,2,['volailles française'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['2'],['Louhans'],['LIDL'],,,,,['Bourgogne'],,,,,,,,,,,,,
1732,Jus de pomme - Jafaden,56614527,,['Jafaden'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,170,+270%,711 kj(170 kcal),+272%,"0,5",+205%,"0,1",+212%,10,-8%,10,-3%,"0,5",+135%,"0,01",-8%,"0,004",-8%,7,+69%,D,+69%,['en:FSC'],,,,,,,,,,['FSC-C020428'],C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,
1733,2976395022140,2976395022140,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,2000000910048,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Andouillette de canard - 0.364kg,0217790033983,0.364 kg,,['Andouillettes de canard'],['France'],[],[],16 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,?,,216,-3%,904 kj(216 kcal),-3%,16,-1%,"6,2",+1%,"0,6",-28%,0,-100%,17,-1%,"1,4",0%,"0,56",0%,14,-2%,D,-2%,,,,,,,,,,,,,,,,,,,,,,
1736,Chistorra - Carrefour - 4,2298765032604,4,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,
1737,2231027052484,2231027052484,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,,,
1738,Big giant sauce,5404012500605,,,,['France'],[],[],,,,,,,,,?,,586,,2452 kj(586 kcal),,"61,9",,"4,7",,"7,5",,"6,2",,"1,2",,"1,96",,"0,784",,,,,,,,,,,,,,,,,,,,,,,,,,,
