,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,manufacturing,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,traceability_code,generic_name,link,palm_ingredients,brand_owner,producer_info
1028,Tavuk Salam - Destan - 800g,4260193511400,['Plastik'],['France'],"['37% Hühnerseparatorenfleisch', 'Hühnerfett', 'Wasser', '13% Hühnerfleisch', 'Hühnerbindegewebe', 'Weizenmehl', 'Salz', 'Stabilisator', 'E450', 'E452', ' Kräuter - und Gewürzmischung', 'Geschmacksverstärker', ' E621', ' Antioxidationsmittel: E300', 'E316', ' getrockneter Knoblauch', 'Konservierungsstoff', 'E250']",[],?,218,18,"4,2","9,8",,['de:Hühnerfleisch'],['Halal'],,,,,,,,,,,,,800g,['Destan'],,,4,912 kj(218 kcal),"5,3","0,3","2,5",1,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",18 g,en quantité modérée,5.3 g,en quantité élevée,0.3 g,en faible quantité,2.5 g,en quantité élevée,,,,,,17,,D,,,,,,,,
1029,Sade Salam,4260193511424,,['France'],[],[],?,256,"21,3","8,4","10,1",,,['Halal'],,,,,,,,,,,,,,,,,,1071 kj(256 kcal),"7,6","0,4","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Farine de froment type 55,3760182440007,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Vin rouge,3760008680228,,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Vöslauer,9009700300909,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Vöslauer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Lait concentré sucré. - Nestlé,7613034988041,,['France'],[],[],?,322,8,55,"7,5",B,"['Produits laitiers', 'Laits concentrés', 'Laits concentrés sucrés']",,,+1%,+3%,0%,+4%,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,83,,['Nestlé'],,,,1347 kj(322 kcal),5,55,"0,1","0,04",,,8 g,en quantité modérée,5 g,en quantité modérée,55 g,en quantité élevée,0.1 g,en faible quantité,+1%,+3%,+3%,-54%,-54%,18,-1%,D,-1%,,,,,,,
1034,Fine ratatouille - Jean Martin,3271511124104,,['France'],[],[],?,104,"7,2","7,4","1,3",,,,,,,,,,,,,,,,,['Jean Martin'],,,,435 kj(104 kcal),"0,9","1,3","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Tonijn salade,8710506039009,,['France'],[],[],?,353,"31,8","3,2","12,9",,,,,,,,,,,,,,,,,,,,,1477 kj(353 kcal),3,"2,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Crème De Cassis - Cherry Rocher,3032230107225,,['France'],[],[],?,?,?,?,?,D,"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Crèmes de cassis']",,,,,,,63.1%,4.5%,22.9%,6.4%,2.0%,1.1%,36,,['Cherry Rocher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,pain au seigle - U - 500g,07564820,['Sachet'],['France'],[],[],?,?,?,?,?,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,,,,,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,500g,['U'],['France'],,,,,,,,['U'],,,,,,,,,,,,,,,,,,,['France'],,,,,,
1038,Nutella 1 kg piping bag - 1000g,8000500281420,['Poche'],['France'],"['Sucre', 'huile de palme', 'NOISETTES 13%', 'LAIT écrémé en poudre 8,7%', 'cacao maigre7,4%', 'émulsifiants : lécithines [ SOJA ] vanilline']","['Huile de palme', 'Non végétalien']",2252,539,"30,9","57,5","6,3",E,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['en:gluten-free'],-1%,-2%,-9%,+12%,-8%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,1000 g,"['Nutella', 'Ferrero']",,"['Lait', 'Fruits à coque', 'Soja']",4,2252 kj(539 kcal),"10,6","56,3","0,107","0,043",,['E322i - Lécithine'],30.9 g,en quantité élevée,10.6 g,en quantité élevée,56.3 g,en quantité élevée,0.107 g,en faible quantité,-2%,+38%,+18%,+4%,+4%,26,+26%,E,+26%,,,NUTELLA : Pâte à tartiner aux noisettes,,['Huile de palme'],,
1039,frische grobe Bratwurst von Rind und Lamm - Eridanous,20864910,['Kunststoff'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucissons']",,,,,,,,,,,,,,,['Eridanous'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Moules - Boni,5400141217100,,['France'],[],[],?,123,3,7,17,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,['Boni'],,,,515 kj(123 kcal),1,0,1,"0,4",['Colruyt'],,,,,,,,,,,,,,,,,,,,['MSC-C-50954'],,,,,
1041,jambon,0211405022966,,['France'],[],[],?,?,?,?,?,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,
1042,"Charbon Végétal Super Activé + Myrtille - 120 Gelules - SFB - laboratoire SFB - 40,20g",3499563057106,['Flacon'],['France'],"['Pour 9 gelules : charbon végétal super activé issu de noix ', 'cacos nucifera', ' en poudre 1,71g', 'gélule végétale  ', 'cellulose', 'myrtille poudre 450mg ', 'cellulose', ' myrtille poudre']",[],?,?,?,?,?,,['Compléments alimentaires'],,,,,,,,,,,,,,"40,20g",['laboratoire SFB'],['5 rue Jacquard 91290 Saint-Pierre du Perray Frabce'],,4,,,,,,,"['E153 - Charbon végétal médicinal', 'E460 - Cellulose']",,,,,,,,,,,,,,,,,,,,,,,,
1043,Pesto,3760094850819,,['France'],[],[],?,367,35,9,2,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,,-18%,-21%,+53%,-58%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,1536 kj(367 kcal),4,4,3,"1,2",,,35 g,en quantité élevée,4 g,en quantité modérée,4 g,en faible quantité,3 g,en quantité élevée,-18%,-39%,+75%,+21%,+21%,17,-13%,D,-13%,,,,,,,
1044,Le trio de carottes tandoori - La Préserverie - 180g,3760290550001,['Frais'],['France'],"['CAROTTES*', 'EAU SEL MARIN', 'ÉPICES TANDOORI FERMENTS', ""ET C'EST TOUT"", '\r *ingrédients issus de l’agriculture biologique']",[],?,39,"0,3","2,15","0,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de carottes']","['Bio', 'Bio européen', 'FR-BIO-09']",,+26%,-22%,-43%,-22%,,,,,,,,180 g,['La Préserverie'],['Hauts de France'],['Aucun'],,163 kj(39 kcal),"0,05","1,81","0,8","0,32",,,0.3 g,en faible quantité,0.05 g,en faible quantité,1.81 g,en faible quantité,0.8 g,en quantité modérée,+27%,-49%,-33%,-54%,-54%,-2,-195%,A,-195%,['Hauts de Fra'],,Pickles de légumes fermenté naturellement,,,,
1045,Veritable petit beurre - Lu - 600g,7363333959395,,['France'],"['Farine de blé 73,4%', 'sucre', 'beurre 13,6 %', 'lait écrémé en poudre 1,3 %', 'sel', 'poudre à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', ""correcteur d'acidité "", 'acide citrique', 'arôme', ' Peut contenir oeuf', 'sésame']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,435,12,72,"7,9",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",,,-8%,-35%,+6%,+12%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,600 g,['Lu'],,"['Gluten', 'Lait']",4,1820 kj(435 kcal),"7,5",23,"1,38","0,552",,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",12 g,en quantité modérée,7.5 g,en quantité élevée,23 g,en quantité élevée,1.38 g,en quantité modérée,-8%,-36%,-19%,+78%,+78%,23,+6%,E,+6%,,,,,,,
1046,La Choucroute Rouge à déguster - La Préserverie - 140g,3760290550117,"['Frais', 'Verre']",['France'],"['CHOU ROUGE', 'POMMES', 'EAU', 'SEL MARIN', 'CLOU DE GIROFLE', 'FERMENTS', ""ET C'EST TOUT""]",[],?,30.3,"0,2","1,62","1,3",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']","['Bio', 'Bio européen', 'FR-BIO-09']",,-34%,-62%,-72%,-38%,,,,,,,,140 g,['La Préserverie'],['HAUTS DE FRANCE'],['Aucun'],3,127 kj(30 kcal),"0,03","1,26","0,8","0,32",,,0.2 g,en faible quantité,0.03 g,en faible quantité,1.26 g,en faible quantité,0.8 g,en quantité modérée,-33%,-74%,-48%,+3%,+3%,-4,,A,,"['France', 'Union européenne', 'Non Union Européenne']",,Légumes râpés fermentés naturellement,,,,
1047,Café,3526461200164,,['France'],[],[],?,?,?,?,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Galettes croustillantes - Belgix,20240363,,"['Belgique', 'France']",[],[],?,483,22,64,"6,1",,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,['Belgix'],,,,2021 kj(483 kcal),11,31,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,['FSC-C068050'],,,,,
1049,"Just oatmeal, apricot & banana",8713500011897,,['France'],[],[],?,60,"0,5",12,"1,2",,,,,,,,,,,,,,,,,,,,,251 kj(60 kcal),"0,1","6,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Blanc de poulet doré au four,3250392727383,,['France'],[],[],?,100,"1,8","1,2","20,6",D,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches', 'Blancs de poulet doré au four']",,,-7%,-24%,+29%,+2%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,418 kj(100 kcal),"0,6","1,2","1,78","0,712",,,1.8 g,en faible quantité,0.6 g,en faible quantité,1.2 g,en faible quantité,1.78 g,en quantité élevée,-7%,-14%,+37%,+3%,+3%,3,-6%,C,-6%,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,
1051,Penne rigate - Delverde,8006680091323,,['France'],[],[],?,378,"4,7",65,15,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",,,+7%,+178%,-7%,+25%,,,,,,,,,['Delverde'],,,,1582 kj(378 kcal),"0,8","1,4",0,0,,,4.7 g,en quantité modérée,0.8 g,en faible quantité,1.4 g,en faible quantité,0 g,en faible quantité,+7%,+114%,-52%,-100%,-100%,-1,,A,,,,,,,,
1052,Napolitanas - Cuétara,8410014422064,,['France'],[],[],?,489,21,68,6,,,,,,,,,,,,,,,,,['Cuétara'],,,,2046 kj(489 kcal),"9,7",26,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Escalope dinde - Le Gaulois,0217638032475,,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Le Gaulois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Rolády Mini Swiss-rolls Lesná Zmes 175G Kavis,5901037000504,,['France'],[],[],?,427,"17,22","63,8","4,3",,,,,,,,,,,,,,,,,,,,,1787 kj(427 kcal),"6,85","44,7","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Croquets Pop Corn,3760043030545,,['France'],[],[],?,324,"1,3","74,9","3,5",,,,,,,,,,,,,,,,,,,,,1356 kj(324 kcal),"0,2","52,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Les apéros piment d'espelette et romarin,3760231700755,,['France'],[],[],?,438,28,32,13,,,,,,,,,,,,,,,,,,,,,1833 kj(438 kcal),16,1,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Œuf - Bio pays - 6,3760002456010,,['France'],[],[],?,?,?,?,?,C,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'en:Organic eggs']","['Bio', 'Bio européen', 'FR-BIO-16']",,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,6,['Bio pays'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.484.003 CE', 'Saint-Jean-le-Vieux (Pyrénées-Atlantiques, France)']",,,,,
1058,Meringues Truffées - Auchan,2030500392631,,['France'],[],[],?,538,"31,9","52,86","8,1",,,,,,,,,,,,,,,,,['Auchan'],,,,2251 kj(538 kcal),"17,14","41,9","0,2","0,08",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,
1059,Super party - Tesco,5012035951450,['pp-packet'],['France'],['sn de glucose'],[],?,343,"0,5",78,"6,7",,,,,,,,,,,,,,,,,['Tesco'],,,,1435 kj(343 kcal),"0,1",47,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Feta -,5205761100050,,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages pasteurisés', 'Fromages de brebis', 'Fetan']",,,,,,,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Vin,3760121063144,,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Creamy ceasar - Heinz,6290090013613,,['France'],[],[],?,454,"44,2","12,8","1,1",,,,,,,,,,,,,,,,,['Heinz'],,,,1900 kj(454 kcal),"5,5","7,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
1063,2 pavé mariné au 2 poivre,0210734020933,,['France'],[],[],?,487,"3,6","0,5",20,,,,,,,,,,,,,,,,,,,,,2038 kj(487 kcal),1,"0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",,,,,
1064,Haricots verts extra fins - Daucy,3017800231180,,['France'],[],[],?,23,"0,3","1,8","1,9",,,,,,,,,,,,,,,,,['Daucy'],,,,96 kj(23 kcal),0,"0,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
1065,86264044,86264044,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Le cabri,2865980034319,,['France'],[],[],?,218,"16,2","2,9","14,5",,,,,,,,,,,,,,,,,,,,,912 kj(218 kcal),"11,3",2,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Estragon - flacon - Rustica - 7g,3564706501058,['Pot'],['France'],"['10 20 ESTRAGON DESHYDRATÉ *Récolté et séché le même jour', ' CONSERVATION']",[],?,?,?,?,?,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,7 g,"['Rustica', 'Marque Repère']",,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,
1068,Dinkel Roggenbrot,4061458035040,,['France'],[],"['Végétalien', 'Végétarien']",?,239,"4,6",38,8,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']","['Végétarien', 'Végétalien']",,+3%,+134%,-9%,+16%,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,,1000 kj(239 kcal),"0,7","1,8","1,3","0,52",,,4.6 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en faible quantité,1.3 g,en quantité modérée,+4%,+105%,-39%,+14%,+14%,3,+173%,C,+173%,,,,,,,
1069,La Moutarde d'Orléans aux graines de sésame - Martin Pouret,3165355620000,,['France'],[],[],?,146,"10,6","5,1","6,9",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,-14%,-2%,-26%,+5%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Martin Pouret'],,,,611 kj(146 kcal),"0,7","2,5","4,8","1,92",,,10.6 g,en quantité modérée,0.7 g,en faible quantité,2.5 g,en faible quantité,4.8 g,en quantité élevée,-14%,-15%,-35%,+2%,+2%,11,-5%,D,-5%,,,,,,,
1070,Grillinger original - Cactus,5400501722749,,['France'],[],[],?,260,"21,9","3,9","11,1",,,,,,,,,,,,,,,,,['Cactus'],,,,1088 kj(260 kcal),"8,2","1,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Parmesan reggiano,0201074039693,,['France'],[],[],?,441,31,"1,9",39,,,,,,,,,,,,,,,,,,,,,1845 kj(441 kcal),19,0,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Linsentopf mit rauchfleisch,4013182028737,,['France'],[],[],?,91,"4,1","7,8","4,3",,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,381 kj(91 kcal),"1,5","1,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Nems legumes -,3760187680217,,['France'],[],"['Végétalien', 'Végétarien']",?,130,"0,11","29,77","1,49",C,"['Plats préparés', 'Nems']","['Végétarien', 'Végétalien']",,-36%,-99%,+32%,-78%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,544 kj(130 kcal),"0,045","2,42","0,414","0,166",,,0.11 g,en faible quantité,0.045 g,en faible quantité,2.42 g,en faible quantité,0.414 g,en quantité modérée,-36%,-97%,-14%,-68%,-68%,2,-62%,B,-62%,,,,,,,
1074,Tablette chocolat noir sans sucre 65%,3595120009530,,['France'],[],[],?,527,43,37,"8,1",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Tablettes de chocolat noir', 'Tablettes de chocolat noir 65\xa0%']",,,-5%,+9%,-4%,+6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,2205 kj(527 kcal),26,"0,5","0,03","0,012",,,43 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,0.03 g,en faible quantité,-5%,+13%,-98%,-36%,-36%,16,-25%,D,-25%,,,,,,,
1075,Pizza XXL - Gummi Zone - g,3614101398446,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,g,['Gummi Zone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Couscous - 500.0g,4036577920959,['Beutel'],"['France', 'Allemagne']",[],[],?,359,"1,5",69,14,,,,,,,,,,,,,,,,500.0 g,,,,,1502 kj(359 kcal),"0,3","2,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Jambon à l'ancienne fumé,2602659028145,,['France'],[],[],?,123,"3,3","0,5",23,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,-19%,-46%,+1%,+3%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,515 kj(123 kcal),"1,7","0,5","2,1","0,84",,,3.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,-19%,-29%,+3%,+8%,+8%,11,+13%,D,+13%,,,,,,,
1078,Sojabonen - Albert Heijn,8718906169159,,"['France', 'Pays-Bas']",[],[],?,105,"4,5",4,10,,,['en:gluten-free'],,,,,,,,,,,,,,['Albert Heijn'],,,,439 kj(105 kcal),"0,9","2,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,5010278100505,5010278100505,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Postre de manzana asada con naranja y platano -,8436544802121,,['France'],"['100% fruta ', 'manzana 60%', 'naranja 20%', 'piatano 20%']",[],?,55,"0,1","11,6","0,8",,['Desserts'],"['en:gluten-free', 'Sans lactose']",,-69%,-99%,-51%,-75%,,,,,,,,,,,,1,230 kj(55 kcal),"0,01","10,8","0,02","0,008",,,0.1 g,en faible quantité,0.01 g,en faible quantité,10.8 g,en quantité modérée,0.02 g,en faible quantité,-69%,-100%,-41%,-85%,-85%,-3,-144%,A,-144%,,,,,,,
1081,Trianon,0202253023946,,['France'],[],[],?,409,"23,7","41,5",6,,,,,,,,,,,,,,,,,,,,,1711 kj(409 kcal),"11,6","30,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Filet de poulet - La Nouvelle Agriculture,0213400022439,,['France'],[],[],?,104,"1,3",0,23,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['La Nouvelle Agriculture'],,,,435 kj(104 kcal),"0,4",0,"0,11","0,044",,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,
1083,Basilic,3250541005294,['Flacon'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Chamallows - Haribo,3103220044735,,['France'],[],[],?,423,16,64,"5,6",B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,,+20%,+392%,-16%,+55%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,['Haribo'],,,,1770 kj(423 kcal),"9,6",55,"0,09","0,036",,,16 g,en quantité modérée,9.6 g,en quantité élevée,55 g,en quantité élevée,0.09 g,en faible quantité,+20%,+400%,-14%,+58%,+58%,24,+52%,E,+52%,,,,,,,
1085,Abricot sec,2609842029521,,['France'],[],[],?,283,"0,5","62,6","3,4",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,+8%,+3%,+8%,+10%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,1184 kj(283 kcal),"0,02","53,4","0,02","0,008",,,0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,+8%,-67%,+18%,-43%,-43%,6,+73%,C,+73%,,,,,,,
1086,Chocolat noir 70% -,3177281488203,,['France'],"['pâte de cacao', 'sucre', 'beurre de cacao', 'cacao maigre en poudre', 'arôme naturel de vanille Bourbon', ' Traces éventuelles de fruits à coque', 'blé', 'orge', 'avoine et lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,575,43,33,"8,5",,,,,,,,,,,,,,,,,,,,4,2406 kj(575 kcal),27,29,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Baraka Natural Water,6223001930082,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Huitres Marennes Oleron - Carrefour,3523680421141,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,
1089,Velouté de champignons bio,0042272006557,,['France'],[],[],?,48,"2,5",5,1,,,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,201 kj(48 kcal),"1,5","0,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Real Whey Protein - Prozis,5600499511121,,['France'],[],[],?,374,"5,9","7,3",73,,,,,,,,,,,,,,,,,['Prozis'],,,,1565 kj(374 kcal),"3,8","3,7","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,
1091,MACA,8718546991257,,['France'],[],[],?,378,"1,4",77,13,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,1582 kj(378 kcal),"0,3",30,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Crevettes marinées à l'ail,8935093100707,,['France'],[],[],?,84,"0,73","5,15","13,5",,,,,,,,,,,,,,,,,,,,,351 kj(84 kcal),"0,42","1,58","0,543","0,217",,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Mirinda Naranja,7401005904110,,['France'],[],[],?,26,0,"6,3",0,,,,,,,,,,,,,,,,,,,,,109 kj(26 kcal),0,"6,3","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,
