,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nova_score,additives,origin_detail,generic_name
712,Trippin' #3 - Hoppy Road - 33cl,3760271170365,['France'],"['Eau', ""malt d'orge"", 'de blé', ""d'avoine"", ""flocons d'_avoine"", 'houblons Idaho 7', 'Azacca', ""Falconer's Flight"", 'levure américaine ', 'New England', ' de fermentation haute']",[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'en:India Pale Ale']",['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']",['Hoppy Road'],,['France'],,,,"['Gluten', 'Avoine']",,,,
713,Farine de blé,3770016175227,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,,,,,,,,,,,,,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,
714,Mocchacino Messiah - To Ol - 33cl,5711474000117,['France'],"['Beer', ' Contains: barley', 'oats & lactose']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières noires', 'Bières danoises']",['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']",['To Ol'],,['Danemark'],,,,"['Gluten', 'Lait', 'Avoine']",3,,,
715,Arachide Wasabi,2600287024539,['France'],[],[],?,468,1958 kj(468 kcal),"21,4","6,8","56,1","9,7","11,4","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Vinaigrette,7714146458603,['France'],[],[],?,397,1661 kj(397 kcal),40,"4,7","8,3","8,3","0,5","1,3","0,52",D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,40 g,en quantité élevée,4.7 g,en quantité modérée,8.3 g,en quantité modérée,1.3 g,en quantité modérée,,+10%,+11%,+9%,+25%,+75%,+152%,-15%,-32%,-32%,14,-6%,D,-6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,
717,Tartinade de carotte - 90g,3770012128357,['France'],[],[],?,95,397 kj(95 kcal),"6,4","4,5","4,7","3,6","3,8","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,,,,,
718,Cerneaux de Noix,2600184051621,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,,,,,,,,,,,,,,,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,
719,Mocchi,0787325100737,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Escalopes cordon bleu,2276738015281,['France'],[],[],?,139,582 kj(139 kcal),"3,7",2,"7,8",0,19,"0,82","0,328",D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,3.7 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,0.82 g,en quantité modérée,,-37%,-37%,-69%,-37%,-44%,-100%,+44%,-37%,-37%,0,-100%,B,-100%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,,
721,Grille aux pommes,3276555343177,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Galettes fines - Louis Le Goff,3281130003490,['France'],[],[],?,492,2059 kj(492 kcal),"20,8","14,3","69,3","24,7","6,2","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Louis Le Goff'],,,,,,,,,,
723,Dattes,5407003512212,['France'],[],[],?,273,1142 kj(273 kcal),"0,5","0,1",65,64,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Son de blé - L'Aliment Sain - 250g,3398240436077,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,"[""L'Aliment Sain""]",,,,,,,,,,
725,Colombe de Pâques - 500g,3609060000578,['France'],[],[],?,408,1707 kj(408 kcal),18,"9,7",52,17,"8,3","0,7","0,28",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,
726,La Mule en Barrique Cuvée N°5 sur lit de framboises - La Vieille Mule - 33cl,3770011247202,['France'],"['Eau', ""malts d'orge"", 'malt de blé', 'houblons', 'levure', 'framboises']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières bio', 'Bière triple']","['Bio', 'Bio européen', 'FR-BIO-01', 'Déconseillé aux femmes enceintes']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']",['La Vieille Mule'],,"['Drôme', 'France']",,,,['Gluten'],3,,,
727,Jacobite Ale - Traquair - 33cl,5019025161158,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées']",,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']",['Traquair'],,,,,,,,,,
728,Guinguette - The Garden Brewery - 33cl,3770006173356,['France'],"['Eau', 'malt', 'avoine', 'houblons', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Session India Pale Ale']",['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']","['The Garden Brewery', ""O' Clock Brewery""]",,,,,,"['Gluten', 'Avoine']",3,,,
729,Les grignotin nature,0202325027759,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Imperial Madonna of Sori - Sori Brewing,4744266015915,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières artisanales']","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,['Sori Brewing'],,,,,,,,,,
731,"Steep Coast Zappa Double IPA - Oskar Blues Brewery - 46,8cl",0819942003150,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières américaines', 'Bières artisanales', 'Double India Pale Ale']",['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"46,8 cl",['Canette'],['Oskar Blues Brewery'],,['États-Unis'],,,,,,,,
732,Miel de lavande,3760005652501,['France'],[],[],?,?,,?,0,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
733,Melon,3576820144516,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Dark Choccolate,0000790200185,['France'],[],[],?,400,1674 kj(400 kcal),32,20,60,0,4,0,0,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Pâte à tartiner aux noisettes,3386941205832,['France'],[],[],?,?,,?,,?,,?,0,0,D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,,,,,
736,Curcuma,3417960010067,['France'],[],[],?,430,1799 kj(430 kcal),"14,7","2,1","60,4","11,3","11,9","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Epinard,3417960018537,['France'],[],[],?,430,1799 kj(430 kcal),"14,7","1,9","60,4","11,3","11,9","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Croquettes chat adulte,4260077042617,['France'],[],[],?,0,0 kj(0 kcal),20,"4,3",0,0,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,"Souoe poireau, butternut et Haricot de mer 1kg",3770008754386,['France'],[],[],?,45,188 kj(45 kcal),"1,8","0,6","4,6","1,1","1,9","0,27","0,108",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,piadina romagnola igp alla riminese,3760269070660,['France'],[],[],?,343,1435 kj(343 kcal),13,"5,4",49,"1,1","7,4","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Fraises - 210g,3760247351590,['France'],[],[],?,129.5,542 kj(129 kcal),"0,4",0,"29,8","28,7","0,5",0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210 g,,,,,,,,,,,,
742,Légumes  secs Haricots,5425030791882,['France'],[],[],?,346,1448 kj(346 kcal),"1,38","0,21","61,3","5,9","22,3","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Jambon de dinde,2900292010054,['France'],[],[],?,115,481 kj(115 kcal),"4,24","1,1","3,26","2,55","15,6","3,39","1,356",D,"['Viandes', 'Volailles', 'Dindes']","['Halal', 'Sans colorants']",4.24 g,en quantité modérée,1.1 g,en faible quantité,2.55 g,en faible quantité,3.39 g,en quantité élevée,,-14%,-14%,+30%,+17%,-13%,+200%,-25%,+278%,+278%,12,+926%,D,+926%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
744,Bouteille eau :50cl,26098111,['France'],[],[],?,55,230 kj(55 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Caramelos au beurre de Charente Poitou,3555080049649,['France'],[],[],?,398,1665 kj(398 kcal),9,6,78,64,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Guigoz pelargon 2,8001090760647,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Biscuits meringués aux noisettes et chocolat au lait - Picard - 100g,03101360,['France'],[],[],2214,530,2214 kj(530 kcal),29,17,56,46,"9,5","0,31","0,124",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,29 g,en quantité élevée,17 g,en quantité élevée,46 g,en quantité élevée,0.31 g,en quantité modérée,+7%,+8%,+7%,+24%,+44%,-10%,+42%,+45%,-44%,-44%,25,+17%,E,+17%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,100 g,['Carton'],['Picard'],,,,,['Picard'],,,,,
748,miel de tym,6111262100088,['France'],[],[],?,?,,?,0,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
749,Aperaw Nuts - 60g,3760099519216,['France'],[],"['Végétalien', 'Végétarien']",?,615,2573 kj(615 kcal),57,"5,7","8,6",3,13,"1,9","0,76",,,"['Bio', 'Végétarien', 'Végétalien', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 g,,,,,,,,,,,,
750,Saucisses oignons charcutiere,2241638051899,['France'],[],[],?,272,1138 kj(272 kcal),"23,5","8,2",1,1,"13,9","1,6","0,64",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.167.318 CE', 'Colombelles (Calvados, France)']",,,,,,,
751,Filet mignon de porc,2106660006210,['France'],[],[],?,119,498 kj(119 kcal),"4,1","1,6","0,5","0,5",20,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Pastilles au miel,3380250415036,['France'],[],[],?,393,1644 kj(393 kcal),"0,5","0,5",98,78,"0,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Huile de coco,3760060582072,['France'],[],[],?,900,3766 kj(900 kcal),100,95,0,0,0,0,0,,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Kinakål,8413882000327,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Puree de cacahuete - Koro,4260654781366,['France'],[],[],2489,594,2489 kj(594 kcal),49,11,"7,6","4,7",26,"0,05","0,02",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques']",,49 g,en quantité élevée,11 g,en quantité élevée,4.7 g,en faible quantité,0.05 g,en faible quantité,-3%,-2%,-2%,-1%,+49%,-45%,-23%,+13%,-87%,-87%,13,+40%,D,+40%,,,,,,,,,,['Koro'],,,,,,,,,,
756,Suisse pépites chocolat - E.Leclerc,,['France'],[],[],?,350,1464 kj(350 kcal),16,10,44,19,"6,1","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E.Leclerc'],,,,,,,,,,
757,Le Bio DE MON COIN,2456417079968,['France'],[],[],?,126,527 kj(126 kcal),"4,4","1,6","0,5",0,21,"1,5","0,6",,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Grillade de porc marinér,2639059046387,['France'],[],[],?,153,640 kj(153 kcal),9,"3,6",1,1,17,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Flocons d'avoine complète - Quaker - 550g,52590030,['France'],"[""flocons d'avoine""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,375,1570 kj(375 kcal),8,"1,5",60,"1,25",11,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales']",['Sans conservateurs'],8 g,en quantité modérée,1.5 g,en quantité modérée,1.25 g,en faible quantité,,,,-4%,-4%,+0%,-22%,-9%,-89%,+12%,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,550 g,['Carton'],"['Quaker', 'Quaker Oats']",,,,,['Intermarché'],,1,,,
760,Foie de porc,2409387013975,['France'],[],[],?,126,527 kj(126 kcal),"4,2","1,7",1,1,21,"0,34","0,136",C,"['Viandes', 'Viandes cuites', 'Viande blanche cuite', 'Porc', 'Viande de porc cuite', 'Foie de porc', 'Foie de porc cuit']","['Viande Française', 'Viande Porcine Française']",4.2 g,en quantité modérée,1.7 g,en quantité modérée,1 g,en faible quantité,0.34 g,en quantité modérée,,-19%,-13%,-32%,-34%,-29%,+12%,+3%,-80%,-80%,-2,-126%,A,-126%,66.8%,10.2%,6.1%,5.0%,3.1%,8.7%,64,,,,,,,,,,,,,
761,Energu balls,8646200008938,['France'],[],[],?,405,1695 kj(405 kcal),18,"2,6",50,45,"8,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Donuts chocolat noisette x4,0250517020958,['France'],[],[],?,412,1724 kj(412 kcal),21,"9,7",49,21,"5,5","0,89","0,356",B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,21 g,en quantité élevée,9.7 g,en quantité élevée,21 g,en quantité élevée,0.89 g,en quantité modérée,,-5%,-5%,-19%,-23%,+15%,+34%,-15%,-14%,-14%,21,-2%,E,-2%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,
763,Seiches,3265221331228,['France'],[],[],?,119,498 kj(119 kcal),4,2,0,0,18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,"Un air d'ete fraises de plougastel, basilic",3760194181431,['France'],[],[],?,231,967 kj(231 kcal),"0,3","0,05",55,55,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Pain,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Comté 8 10 mois,0200582048340,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
767,Cornichons aigres doux,20252229,['France'],[],[],?,20,84 kj(20 kcal),"0,1","0,1","3,8","3,8","0,4","1,4","0,56",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons aigres-doux']",,0.1 g,en faible quantité,0.1 g,en faible quantité,3.8 g,en faible quantité,1.4 g,en quantité modérée,,-43%,-38%,-67%,+101%,-26%,-15%,-57%,+1%,+1%,1,+3%,B,+3%,,,,,,,,,,,,,,,,,,,,
768,Steak de boeuf,2615842059307,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Dattes conditionnées - 500g,6132026300025,['France'],[],[],?,300,1255 kj(300 kcal),1,0,8,5,"2,5",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,1 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,0 g,en faible quantité,,-11%,-11%,-86%,-100%,-86%,-88%,-39%,-100%,-100%,-2,-142%,A,-142%,,,,,,,,500 g,,,,,,,,,,,,
770,Utuixu,3000000000342,['France'],[],[],?,540,2259 kj(540 kcal),30,17,63,52,5,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Boisson au cranberry - Zuegg,8000340243091,['France'],[],[],?,52,218 kj(52 kcal),0,0,13,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Zuegg'],,,,,,,,,,
772,Parmesan Gran Duca - 100 G,80511489,['France'],[],[],?,398,1665 kj(398 kcal),29,18,0,0,33,"1,5","0,6",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['AOP'],29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,+21%,+22%,+9%,+1%,-100%,-100%,+62%,+15%,+15%,15,+9%,D,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
773,Tarte saumon brocoli,0205008014435,['France'],[],[],?,231,967 kj(231 kcal),15,"3,1","13,8","1,3","9,3","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Bonbons soucoupes piquants - Les Gourmandises De Sophie,3700345902294,['France'],[],[],?,361,1510 kj(361 kcal),"0,5",0,89,71,"0,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les Gourmandises De Sophie'],,,,,,,,,,
775,Pizza 3 fromages - Casino Bio,3222477300576,['France'],[],[],?,287,1201 kj(287 kcal),12,"6,4",30,"2,4",14,"2,3","0,92",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino Bio'],,,,,['Casino'],,,,,
776,Mimolette,2860132014539,['France'],[],[],?,311,1301 kj(311 kcal),23,16,"0,5","0,5",26,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Gaufres×4,0202493018047,['France'],[],['Sans huile de palme'],?,382,1598 kj(382 kcal),27,"2,2",25,"2,6","8,2","0,86","0,344",,,"['Fabriqué en France', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,kebab,5902808122784,['France'],[],[],?,207,866 kj(207 kcal),11,"4,1","2,35","0,5",22,"1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Beaufort été,2215184050644,['France'],[],[],?,393,1644 kj(393 kcal),"30,3","20,1","3,7","0,1","26,6","1,3","0,52",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,30.3 g,en quantité élevée,20.1 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-6%,-2%,+303%,-50%,+0%,+14%,+14%,14,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
780,Truite poelée thym citron sans peau sans arete - Leroy,3760119218716,['France'],[],[],?,226,946 kj(226 kcal),16,"2,4","3,4","1,5",17,"1,2","0,48",E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,16 g,en quantité modérée,2.4 g,en quantité modérée,1.5 g,en faible quantité,1.2 g,en quantité modérée,,+38%,+38%,+104%,+48%,+717%,+410%,-25%,-56%,-56%,4,-66%,C,-66%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,['Leroy'],,,,,,,,,,
781,Cumin - Fuchs,4027900108120,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fuchs'],,,,,,,,,,
782,"filet de poulet - le gaulois - 0,991kg",0217885069538,['France'],[],[],?,108,452 kj(108 kcal),"1,8","0,5",?,,23,"0,13","0,052",,"['Viandes', 'Volailles']","['Viande Française', 'Nutriscore', 'Volaille-francaise']",1.8 g,en faible quantité,0.5 g,en faible quantité,,,0.13 g,en faible quantité,,-32%,-32%,-72%,-72%,,,+13%,-86%,-86%,,,,,,,,,,,,"0,991kg","['Plastique', 'Barquette', 'Film en plastique']",['le gaulois'],['France'],['France'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,['Leclerc'],,,,,
783,poulet fermier de loué - fermiers de loué - 1.322,0217013074120,['France'],[],[],?,?,,?,,?,,?,,,C,"['Viandes', 'Volailles', 'Poulets', 'Volailles de Loué']",['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,1.322,['Plastique'],"['fermiers de loué', 'Loué']",['France'],['France'],,,['Leclerc'],,,,,
784,Sorbet façon Trou Normand Mirabelle Eau-de-Vie - Erhard,3428420007480,['France'],[],[],?,126,527 kj(126 kcal),0,0,"31,7",30,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erhard'],,,,,,,,,,
785,Fromage bio de chevre,3357300111118,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 49.092.008 CE', 'Chemillé (Maine-et-Loire, France)']",,,,,,,
786,Vinaigre Tatin,3701233550030,['France'],[],[],?,35,146 kj(35 kcal),"0,17","0,1","6,8","6,8","0,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Clous de girofle - Suntat,8690804025433,['France'],[],[],?,?,,?,,?,,?,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Clous de girofle']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,63.8%,0.0%,18.2%,12.0%,6.0%,0.0%,79,,,['Suntat'],,,,,,,,,,
788,Delice caramel,00001096,['France'],[],[],?,488,2042 kj(488 kcal),"26,6","15,5","55,8","38,4","5,2","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,VALTITUDE PORCENTRE 63530 Volvic,0280260083962,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
