,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,traceability_code,packaging,labels,link,brand_owner,producer_info,origin_detail
73,Yogourt Nature - M-Budget - 500g,7616600709736,"Yaourt partiellement écrémé, 1,7% de matière grasse",500 g,['M-Budget'],"['France', 'Suisse']","['Yogourt partiellement écrémé ', 'lait écrémé', 'crème', 'protéines du lait']",,,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,220,42,220 kj(42 kcal),"1,1","0,6","3,6","3,6","4,6","0,1","0,04",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",['Migros'],1.1 g,en faible quantité,0.6 g,en faible quantité,3.6 g,en faible quantité,0.1 g,en faible quantité,-40%,-54%,-43%,-66%,-71%,-67%,-64%,+22%,-13%,-13%,-2,-165%,A,-165%,,,,,,,,['Suisse'],['Suisse'],['CH-2434'],"['Plastique', 'Alu']","['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",,,,
74,Milka Zartherb 100G - 100g,7622200006472,Zartherbe Alpenmilchschokolade,100 g,['Milka'],"['France', 'Allemagne', 'Irlande']","['Zucker', 'Kakaomasse', 'Kakaobutter', 'Magermilchpulver', 'Butterreinfett', 'Süßmolkenpulver ', 'Milch', 'Emulgator ', 'Sojalecithin', 'Haselnüsse', 'natürliches Aroma']",,,"['Lait', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2296,551,2296 kj(551 kcal),36,22,46,43,"7,6","0,225","0,09",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['REWE'],36 g,en quantité élevée,22 g,en quantité élevée,43 g,en quantité élevée,0.225 g,en faible quantité,+1%,-1%,-1%,-9%,-5%,+19%,+36%,-1%,+382%,+382%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,"['Kunststoff', '05 PP', 'Tafel']","['Sans arômes artificiels', 'Point Vert']",,,,
75,Milka MMMax Oreo - 300g,7622210277503,Gefüllte Alpenmilch Schokolade mit Milchcrèmefüllung (38%) mit Vanillegeschmack und Kakaokeksen (16%),300g,"['Milka', 'Oreo', 'Mondelez']","['France', 'Allemagne', 'Italie']","['Zucker', 'pflanzliche Fette ', 'Palm', 'Palmkern', 'Weizenmehl', 'Magermilchpulver', 'Süßmolkenpulver ', 'aus Milch', 'Kakaobutter', 'Kakaomasse', 'Butterreinfett', 'fettarmer Kakao ', '1%', 'Weizenstärke', 'Glukosesirup', 'Emulgator ', 'Sojalecithin', 'Haselnüsse', 'Backtriebmittel ', 'Kaliumhydrogencarbonat', 'Ammoniumhydrogencarbonat', 'Natriumhydrogencarbonat', 'Speisesalz', 'Aromen']","['E501ii - Carbonate acide de potassium', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2305,552,2305 kj(552 kcal),34,19,56,48,"5,4","0,53","0,212",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']","['Kaufland', 'EDEKA']",34 g,en quantité élevée,19 g,en quantité élevée,48 g,en quantité élevée,0.53 g,en quantité modérée,+2%,0%,+0%,-7%,-10%,+21%,+17%,-26%,+281%,+281%,27,+15%,E,+15%,,,,,,,,,"['28078 Bremen', 'Deutschland']",,"['05 PP', '♷']","['Cocoa Life', 'Point Vert', 'de:Nationalpark Hohe Tauern Offizieller Förderer']",https://www.milka.de/produkte/milka-mmmax-oreo,,,
76,Daim - 200g,7622210303646,Chocolat au lait (46%) fourré au caramel croquant,200 g,"['Daim', 'Mondelez']","['France', 'États-Unis']","['Sucre', 'huile de palme', 'beurre de cacao', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'lait écrémé en poudre', 'amandes ', '2,9 %', 'beurre concentré', 'préparation à base de lactosérum ', 'lait', 'lait écrémé concentré sucré', 'sel', 'émulsifiant ', 'lécithine de soja', 'arômes']",['E322i - Lécithine'],,"['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,2250,538,2250 kj(538 kcal),"31,5","16,5",60,"59,5",3,"0,825","0,33",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons']",['Magasins U'],31.5 g,en quantité élevée,16.5 g,en quantité élevée,59.5 g,en quantité élevée,0.825 g,en quantité modérée,+1%,+2%,+2%,-2%,-5%,+15%,+25%,-49%,+439%,+439%,28,+15%,E,+15%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,"['Sachet', 'Plastique']",['Rainforest Alliance'],,,,
77,Chocolat lait noisettes feuilleté praliné - Côté d’or - 180g,7622210423283,"Chocolat au lait au biscuit feuilleté (4%), au praliné (32%) et aux noisettes entières (12%)",180g,['Côté d’or'],"['France', 'Allemagne']","['Praliné 32% ', 'sucre', 'noisettes', 'émulsifiant: lécithine de soja', 'sucre', 'noisettes entières 12%', 'lait entier en poudre', 'pâte de cacao', 'beurre de cacao', 'brisures de crêpes dentelles 4% ', 'sucre', 'farine de blé', 'beurre concentré', 'lactose ', 'de lait', ' ', 'protéines de lait', ""farine de malt d'orge"", 'sel', 'poudre à lever ', 'carbonate acide de sodium', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'arôme']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,544,2276 kj(544 kcal),33,11,50,48,"8,2","0,2","0,08",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']","['Cora', 'Super U', 'Magasins U']",33 g,en quantité élevée,11 g,en quantité élevée,48 g,en quantité élevée,0.2 g,en faible quantité,,-1%,-1%,-9%,-48%,+8%,+17%,+13%,+44%,+44%,21,-11%,E,-11%,,,,,,,,,,,['Tablette'],"['Cocoa Life', 'Point Vert']",,,,
78,Cherry parfum cerise - Hollywood,7622210642516,,,['Hollywood'],['France'],"['Edulcorants ', 'Sorbitol', 'Isomalt', 'Xylitol', 'Sirop de maltitol', 'Aspartame', 'Acésulfame-K', 'Sucralose', 'Gomme base', 'Humectants ', 'E1518', 'E422', 'Epaississant ', 'E414', 'Arômes', 'Acidifiants ', 'E330', 'E296', 'Emulsifiant ', 'lécithine de tournesol', 'Colorants ', 'E171', 'E163', 'E133', ""Agent d'enrobage "", 'E903', 'Antioxydant ', 'E321']","['E420 - Sorbitol', 'E953 - Isomalt', 'E967 - Xylitol', 'E965ii - Sirop de maltitol', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E1518 - Triacétine', 'E422 - Glycérol', ""E414 - Gomme d'acacia"", 'E330 - Acide citrique', 'E296 - Acide malique', 'E322i - Lécithine', 'E171 - Oxyde de titane', 'E163 - Anthocyanes', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E903 - Cire de carnauba', 'E321 - Butylhydroxytoluène']",,,['Sans huile de palme'],4,?,177,741 kj(177 kcal),"0,3","0,1",71,"0,1","0,1","0,02","0,008",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",['grandes surfaces.'],0.3 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.02 g,en faible quantité,,+11%,+10%,+52%,-14%,+13%,+72%,-22%,-7%,-7%,,,,,,,,,,,,,,,['5 étuis de 10 dragées'],"['Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs', 'en:Contient une source de phénylalanine', 'en:Peu ou pas de sucre', 'en:Sans sucre']",,,,
79,Chocolat au lait du Pays Alpin - Milka - 300g (3x100g),7622210720542,,300 g (3x100g),['Milka'],['France'],"['Sucre', 'beurre de cacao', 'poudre de lait écrémé', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'pâte de noisettes', 'arôme', ' Cacao: 30% minimum', ' Peut contenir autres fruits à coque et blé']",['E322i - Lécithine'],,"['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,530,2218 kj(530 kcal),29,18,59,58,"6,3","0,37","0,148",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,29 g,en quantité élevée,18 g,en quantité élevée,58 g,en quantité élevée,0.37 g,en quantité modérée,,-4%,-4%,-16%,-8%,+14%,+18%,-12%,+59%,+59%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,['Sachet'],['Sans colorants'],,,,
80,Bloc lait noisettes entières - Côte D’ Or,7622210765352,,,['Côte D’ Or'],['France'],"['Chocolat au lait extra-fin aux noisettes entières', ' ngrédients : Sucre', 'noisettes ', '22 %', 'pâte de cacao', 'beurre de cacao', 'lait écrémé en poudre', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'arômes', ' Peut contenir autres fruits à coque', ' Cacao : 33 % minimum dans le chocolat au lait ektra-fin', "" A conserver à l'abri de la chaleur et de l'humidité""]",['E322i - Lécithine'],,"['Lait', 'Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,562,2351 kj(562 kcal),37,16,44,42,"9,3","0,25","0,1",,,['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Tang (orange) - 30g,7622300118679,Preparado para bebida refrescante,30 g,['Tang'],"['France', 'Espagne']","['Azúcar', 'acidulante: ácido cítrico ', 'E-330', 'sal', 'corrector de acidez: citrato de sodio ', 'E-331', 'colorantes: curcumina ', 'E-100', 'dióxido de titanio ', 'E-171', 'cochinilla ', 'E-120', 'espesante: carboximetil celulosa ', 'E-466', 'edulcorantes: aspartamo ', 'E-951', 'acesulfamo K ', 'E-950', 'vitamina C', 'zumo de naranja deshidratado ', '0,6%', 'aroma natural de naranja ', 'contiene soja', 'beta-caroteno ', 'E-160a', 'maltodextrina', 'acetato de vitamina A', 'ácido fólico', 'vitamina B2']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E100 - Curcumine', 'E171 - Oxyde de titane', 'E120 - Acide carminique', 'E466 - Carboxyméthylcellulose', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E160a - Carotènes mélangés']",,['Soja'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,11,46 kj(11 kcal),"0,1","0,1","2,2","2,2","0,1","0,1","0,04",,"['Boissons', 'Produits déshydratés', 'Boissons édulcorées', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées']",,,,,,,,,,,-96%,-96%,-98%,-97%,-95%,-94%,-99%,-82%,-82%,,,,,,,,,,,,,['Portugal'],,['Sobre'],,,,,
82,Lait - Pâte à tartiner au lait et au cacao - Côte d'Or - 300g,7622400014628,,300 g,"[""Côte d'Or""]","['Belgique', 'France']","['Sucre', 'huiles végétales ', 'colza', 'palme', 'lait écrémé en poudre 9%', 'cacao maigre en poudre 6%', 'lactosérum en poudre ', 'de lait', 'émulsifiant ', 'lécithine de soja', 'arômes']",['E322i - Lécithine'],['Huile de palme'],"['Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,575,2406 kj(575 kcal),"38,5","8,7",52,51,"5,1","0,23","0,092",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",['Delhaize'],38.5 g,en quantité élevée,8.7 g,en quantité élevée,51 g,en quantité élevée,0.23 g,en faible quantité,,+6%,+6%,+13%,+11%,+2%,+10%,-22%,+107%,+107%,25,+21%,E,+21%,,,,,,,,,,,"['Bocal', 'Verre']",,,,,
83,Paquets café moulu 100% arabica - carte noire - 2*250g,8000070200302,,2*250g,['carte noire'],['France'],['Café torréfié moulu'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Cafés moulus']",['SuperU'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hors UE'],['France'],,"['Sachet en plastique', 'paquetes']",['Fabriqué en France'],,,,
84,NESTLE DESSERT Truffes au chocolat Noir - 250g,8000300300437,Bonbons de chocolat à la pâte de truffe. Contient 44% de chocolat noir.,250 g,"['Nestlé', 'Nestlé dessert', 'Truffes']",['France'],"['Pâte de cacao', 'sucre', 'sirop de sucre inverti', 'humectant ', 'sorbitol', 'LAIT concentré sucré ', 'LAIT', 'sucre', 'beurre de cacao', 'BEURRE pâtissier', 'LAIT entier en poudre', 'cacao', 'émulsifiant ', 'lécithines', 'PETIT-LAIT en poudre', 'stabilisant ', 'invertase', 'arôme naturel de vanille', ' Peut contenir : gluten', 'fruits à coque']","['E420 - Sorbitol', 'E322 - Lécithines', 'E1103 - Invertase']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2012,483,2012 kj(483 kcal),30,18,38,35,"5,4","0,1","0,04",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,30 g,en quantité élevée,18 g,en quantité élevée,35 g,en quantité élevée,0.1 g,en faible quantité,-14%,-17%,-18%,-31%,-45%,-6%,-5%,+14%,-24%,-24%,18,-25%,D,-25%,,,,,,,,,,,"['Carton', 'Point vert', 'Pensez au tri!', 'Sachet plastique à jeter', 'Boite carton à recycler', 'boite', 'Etui', 'Sachet en plastique', 'Boîte en carton']",['Point Vert'],,,,
85,Trio de poivrons aubergines - Sacla - 190g,8001060001275,Sauce cuisinée,190g,['Sacla'],['France'],[],,,"['Lait', 'Anhydride sulfureux et sulfites']",[],,?,885,3703 kj(885 kcal),21,"4,8","3,7","3,5","1,7",2,"0,8",A,"['Epicerie', 'Sauces', 'Sauces tomate']","['Monoprix', 'Intermarché', 'Magasins U']",21 g,en quantité élevée,4.8 g,en quantité modérée,3.5 g,en faible quantité,2 g,en quantité élevée,,+906%,+937%,+872%,+1271%,-69%,-64%,+9%,+55%,+55%,22,+328%,E,+328%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,['Italie'],"['Biot', 'Italie']",,"['Bocal', 'Verre']",['Sans gluten'],http://www.sacla.fr,,,
86,PULPE DE TOMATE BIO - 680 GR - Saclà - 680g e,8001060033085,,680 g e,['Saclà'],['France'],"['Tomates', 'sel', ""correcteur d'acidité : acide citrique""]",['E330 - Acide citrique'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,23,96 kj(23 kcal),0,0,"4,5","4,3","1,3","0,38","0,152",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Pulpes de tomates']",,0 g,en faible quantité,0 g,en faible quantité,4.3 g,en faible quantité,0.38 g,en quantité modérée,,-15%,-13%,-100%,-100%,+8%,+22%,+9%,+86%,+86%,-4,,A,,22.3%,36.4%,17.3%,10.4%,8.3%,5.3%,94,['Italie'],,,"['Bocal', 'Verre', 'conserve']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Point Vert', 'Veganok']",,,,
87,Pâtes Bio au Blé complet Crème de Pois Chiches et Brocoli - Giovanni Rana - 250g,8001665705424,"Pâtes fraîches au blé complet et aux oeufs, farcies au brocoli et aux pois chiches, biologique",250 g,['Giovanni Rana'],['France'],"['Brocoli* 31%', 'pois chiches* 13%', 'fromage mascarpone*', 'huile de tournesol*', 'chapelure ', 'farine de blé tendre*', 'eau', 'sel', 'levure de bière', ""huile d'olive"", 'ricotta* ', 'sérum de lait*', 'sel', 'beurre*', 'sel', 'ail*', 'fibre de carotte', 'arôme naturel', 'sucre*', 'poudre de piment* 0,1%', ' Pâte 42% : farine complète de blé tendre*', 'oeufs* 27%', 'semoule complète de blé dur* *Biologique']",,,"['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,?,268,1121 kj(268 kcal),14,5,25,"3,9","8,2","1,3","0,52",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches', 'Réfrigérés', 'Plats préparés réfrigérés']",['Auchan'],14 g,en quantité modérée,5 g,en quantité modérée,3.9 g,en faible quantité,1.3 g,en quantité modérée,,+5%,+5%,+143%,+106%,-35%,+62%,-17%,+45%,+45%,8,+90%,C,+90%,,,,,,,,,['Italie'],['FSC-C136152'],"['Plastique', 'Réfrigéré']","['Bio', 'Bio européen', 'Agriculture UE']",,,,
88,Buonicosì senza zuccheri aggiunti ai cereali e ricco di fibre - Galbusera - 300g,8002190001807,,300 g,['Galbusera'],"['France', 'Italie']","['INGREDIENTI', 'farine e fiocchi di cereali 53% ', 'grano tenero tipo 2 34%', 'grano farro 8%', 'avena 8%', 'riso 3%', 'sul prodotto finito', 'edulcoranti ', 'maltitolo', 'sciroppo di maltitolo', 'olio di girasole alto oleico 12,5%', 'cruschello di frumento 5%', 'burro', 'amido di frumento 3%', 'uova fresche 3%', 'fibra alimentare', 'latte scremato in polvere', 'siero di latte in polvere', 'agenti lievitanti ', 'difosfato disodico', 'carbonato acido di sodio', 'carbonato acido di ammonio', 'sale marino integrale 0,3%', 'emulsionante: lecitina di girasole', 'aromi', 'ad avere una vita sana,']","['E965 - Maltitol', 'E965ii - Sirop de maltitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,,['Non végétalien'],4,?,432,1807 kj(432 kcal),10,"4,1","64,7","2,5","7,7","0,75","0,3",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,10 g,en quantité modérée,4.1 g,en quantité modérée,2.5 g,en faible quantité,0.75 g,en quantité modérée,,-9%,-9%,-52%,-59%,+1%,-92%,+18%,+27%,+27%,7,-65%,C,-65%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,['Sans sucre ajouté'],,,,
89,Huile d'olive - Carapelli - 500ml,8002470024823,Huile d'olive vierge,500 ml,['Carapelli'],['France'],['olives'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,3382,823,3382 kj(823 kcal),91,14,0,0,0,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-4%,-6%,-5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Non spécifié'],,,['Bouteille verre'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'IT-BIO-008']",,,,
90,Intermezzo Intenso & Aromatico - Segafredo - 250g e,8003410344315,,250 g e,['Segafredo'],['France'],['Café moulu'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Cafés moulus']",,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,['Italie'],,"['Sachet', 'Plastique']","['Point Vert', 'Fabriqué en Italie']",,,,
91,Cereales Noisettes - Isola Bio - 1L,8023678427223,,1L,['Isola Bio'],['France'],"['Eau', 'céréales** ', '15,2%', ' épeautre** 7%', 'riz** 6%', 'avoine française** 2,2%', 'noisettes** ', '3%', 'huile de tournesol desodorisée**', 'sel marin', ' ', '**=Biologique']",,,"['Gluten', 'Fruits à coque']",[],3,?,76,318 kj(76 kcal),3,"0,3",11,"5,4",1,"0,1","0,04",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons sans alcool']",['Biocoop'],3 g,en quantité modérée,0.3 g,en faible quantité,5.4 g,en quantité modérée,0.1 g,en faible quantité,,+6%,+7%,-33%,-89%,+91%,+46%,-25%,+16%,+16%,1,-48%,B,-48%,,,,,,,,"['France', 'Italie', 'Non Union Européenne']",['Italie'],,"['Brique', 'HDPE', 'Tetra Brik']","['Bio', 'Bio européen', 'Sans sucre ajouté', 'Sans lactose', 'AB Agriculture Biologique', 'ICEA Biologico', 'IT-BIO-06']",,,,
92,Fiori d'Acqua - Mulino Bianco - 250g,8076809520003,,250 g,"['Mulino Bianco', 'Barilla']","['France', 'Italie']","['Farina di frumento', 'olio di oliva 5,8%', ""estratto di malto d'orzo e mais"", 'sale', 'correttore di acidità: carbonato acido di sodio,']",['E500ii - Carbonate acide de sodium'],,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1723,408,1723 kj(408 kcal),7,"1,2","72,3","2,5",11,"1,25","0,5",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['Coop'],7 g,en quantité modérée,1.2 g,en faible quantité,2.5 g,en faible quantité,1.25 g,en quantité modérée,-3%,-3%,-2%,-35%,-47%,+8%,0%,-4%,-34%,-34%,6,-53%,C,-53%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,['Castiglione delle Stiviere'],,,['Sans huile de palme'],,,,
93,Mentos pure fresh - 100g,80803522,,100 g,['Mentos'],['France'],"['Edulcorants ', 'xylitol', 'sorbitol', 'sirop de maltitol', 'mannitol', 'aspartame', 'acésulfame-K', 'gomme base', 'acidifiants ', 'acide malique', 'acide tartrique', 'acide citrique', 'stabilisant ', 'glycérol', 'arômes', 'maltodextrine', 'fécule', 'graisse de noix de coco', 'émulsifiants ', 'lécithines ', 'soja', ""sucroesters d'acides gras"", 'jus de fraise en poudre ', '0,2%', 'épaississant ', 'gomme de cellulose', 'extrait de thé vert ', '0,1%', ""agent d'enrobage "", 'cire de carnauba', 'antioxydant ', 'E321', 'colorant ', 'carmins']","['E967 - Xylitol', 'E420 - Sorbitol', 'E965ii - Sirop de maltitol', 'E421 - Mannitol', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E296 - Acide malique', 'E334 - Acide L-tartrique', 'E330 - Acide citrique', 'E422 - Glycérol', 'E322i - Lécithine', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E903 - Cire de carnauba', 'E321 - Butylhydroxytoluène', 'E120 - Acide carminique']",,['Soja'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,188,787 kj(188 kcal),"0,6","0,6",73,0,0,0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",['Magasins U'],0.6 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+18%,+17%,+205%,+417%,+16%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,['Boîte en plastique'],"['Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs', 'Entrepreneurs + Engagés']",,,,
