,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,nova_score,additives,quantity,traceability_code,packaging,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner
254,Lait concentré -,3661275405760,,['France'],[],[],?,316,1322 kj(316 kcal),8,"3,9","58,9","58,9","2,1","0,35","0,14",D,"['Produits laitiers', 'Laits', 'Laits concentrés', 'Laits écrémés', 'Laits concentrés sucrés']",8 g,en quantité modérée,3.9 g,en quantité modérée,58.9 g,en quantité élevée,0.35 g,en quantité modérée,,-1%,-1%,+3%,-20%,+7%,+10%,-71%,+62%,+62%,17,-6%,D,-6%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,
255,Crèmes Dessert Chocolat ou Caramel - Les 2 vaches - 760g (8x 95g),3661344057159,['Les 2 Vaches'],['France'],"['CREME DESSERT BIO AU CHOCOLAT : Lait entier bio_ 72', '1%', 'chocolat en poudre bio 10', '9% ', 'sucre bio', 'cacao en poudre bio 3', '5%', 'sucre de canne bio', 'crème bio 5', '5% ', 'lait', 'poudre de lait écrémé bio', 'amidon bio', ' CREME DESSERT BIO AU CARAMEL : Lait entier 69', '2%', 'caramel 13', '8% ', 'sucre de canne', 'eau', 'crème 8% ', 'lait', 'amidon', 'poudre de lait écrémé', 'sucre de canne', 'épaississant : gomme xanthane', 'gélifiant : carraghénanes']",['Non végétalien'],623,?,623 kj(149 kcal),5,"2,4","21,1","18,5","4,2","0,25","0,1",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",5 g,en quantité modérée,2.4 g,en quantité modérée,18.5 g,en quantité élevée,0.25 g,en faible quantité,+15%,,+15%,+12%,-13%,+16%,+21%,+25%,+62%,+62%,6,+26%,C,+26%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fair for Life']",['Lait'],4,"['E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",760 g (8 x 95 g),"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']","['Carton', 'Pot individuel', 'Plastique', 'Opercule', 'Aluminium']",,Crèmes desserts bio au chocolat ou au caramel,['Carrefour'],,http://www.les2vaches.com/nos-bons-produits/les-desserts/cremeuh-dessert-au-caramel,,
256,Les P'tits Miam Nature - Les 2 Vaches - 6 * 50g (300g),3661344074293,['Les 2 Vaches'],['France'],"['Lait écrémé pasteurisé', 'crème pasteurisée ', 'lait', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Yaourts', 'Yaourts nature']",,,,,,,,,,,,,,,,,,,,,,,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,"['Bio', 'Bio européen', 'Fair for Life']",['Lait'],3,,6 * 50 g (300 g),"['FR 50.579.001 CE', 'Sottevast (Manche, France)']","['Pot', 'Plastique']",,,,,,,
257,P'tits miam  fromage blanc bio sucré à la vanille - Les 2 vaches,3661344074309,['Les 2 vaches'],['France'],[],[],?,102,427 kj(102 kcal),?,"1,8",?,"12,1",7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fair for Life']",,,,,,,,,,,,,
258,Yaourt Vanille de Madagascar - Les 2 Vaches - 460g (4 * 115g),3661344177895,"['Les 2 Vaches', 'Stonyfield France', 'Danone']",['France'],"['Lait entier* ', '83,7 %', 'sucre de canne* ', '8,5 %', 'fibre de citron réhydratée', 'poudre de lait écrémé*', 'arôme naturel de vanille', 'gousses de vanille épuisées*', 'ferments lactiques', 'jus concentré de citron*', ' Décor : écorce de vanille', ""\r*Issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",396,?,396 kj(95 kcal),3,"2,1",13,13,"3,6","0,152","0,061",,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts brassés', 'Yaourts sucrés', 'Yaourts vanille', 'Yaourts entiers']",3 g,en quantité modérée,2.1 g,en quantité modérée,13 g,en quantité élevée,0.152 g,en faible quantité,+5%,,-2%,-15%,-7%,+9%,+17%,-6%,+41%,+41%,3,+12%,C,+12%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Nouvelle recette', 'Sans additifs', 'Eco-Emballages', 'Fait en Normandie', 'Fair for Life']",['Lait'],4,,460 g (4 * 115 g),"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']","['Frais', 'Pot', 'Plastique', 'Opercule']","['Danone Produits Frais France - DPFF (Filiale Danone) - La Sablonnière - 14330 Le Molay-Littry', 'Calvados', 'Basse-Normandie', 'France', 'Normandie']","Yaourt brassé, sucré, à la vanille, issu de l'agriculture biologique. Yaourt Vanille de Madagascar","['Carrefour', 'Auchan']","['Union européenne', 'Hors Union Européenne']",http://www.les2vaches.com/nos-bons-produits/les-tres-fruits/vanille-de-madagascar,,
259,Yaourts au Jus de Citron - Les 2 Vaches - 460g (4 * 115g),3661344299184,"['Les 2 Vaches', 'Stonyfield France', 'Danone']",['France'],"['Lait entier* 79', '8 %', 'sucre de canne* 7', '7 %', 'fibre de citron réhydratée', 'poudre de lait écrémé*', 'jus de citron* obtenu à partir de concentré 2', '1 %', 'arôme naturel', 'ferments lactiques', ""\r*Issu de l'agriculture biologique""]",['Non végétalien'],380,?,380 kj(91 kcal),"3,1","2,2","11,9","11,9","3,7","0,14","0,056",B,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts brassés aux fruits', 'Yaourts au citron', 'Yaourts sucrés', 'Yaourts entiers', 'Yaourts brassés citron']",3.1 g,en quantité modérée,2.2 g,en quantité modérée,11.9 g,en quantité modérée,0.14 g,en faible quantité,-17%,,-14%,-24%,-16%,-11%,-6%,+6%,+17%,+17%,3,-17%,C,-17%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Sans additifs', 'en:Eco-Emballages', 'en:Fabriqué en Normandie', 'Fair for Life']",['Lait'],4,,460 g (4 * 115 g),"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']","['Frais', 'Pot', 'Plastique', 'Opercule']","['Calvados', 'Basse-Normandie', 'France', 'Normandie']","Yaourt bio brassé, sucré, au jus de citron",,['Agriculture UE/non UE'],http://www.les2vaches.com/nos-bons-produits/les-tres-fruits/au-jus-de-citron,,
260,Crèmeuh Chocolat - Les 2 Vaches - 380g (4x 95g),3661344507296,"['Les 2 Vaches', 'Stonyfield France', 'Danone']",['France'],"['Lait entier* ', '72,3 %', 'chocolat en poudre* 10,9 % ', 'sucre*', 'cacao en poudre*', 'sucre de canne*', 'crème* ', '5,5 %', 'poudre de lait écrémé*', 'amidon*', ""\r*issu de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",627,?,627 kj(150 kcal),5,"3,4","21,3","18,5","4,2","0,152","0,061",B,"['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Desserts lactés au chocolat', 'Crèmes dessert chocolat']",5 g,en quantité modérée,3.4 g,en quantité modérée,18.5 g,en quantité élevée,0.152 g,en faible quantité,-4%,,-2%,-21%,-15%,+13%,+11%,+10%,-1%,-1%,5,-26%,C,-26%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Eco-Emballages', 'Fabriqué en Normandie', 'Fair for Life']",['Lait'],3,,380 g (4 x 95 g),"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']","['Frais', 'Pot', 'Plastique', 'Opercule']","['Danone Produits Frais France - DPFF (Filiale Danone) - La Sablonnière - 14330 Le Molay-Littry', 'Calvados', 'Basse-Normandie', 'France']",Crème dessert bio au chocolat,,['Agriculture UE/non UE'],http://www.les2vaches.com/nos-bons-produits/les-desserts/cremeuh-dessert-au-chocolat,,
261,Myrtille Très Sauvage - Les 2 Vaches - 460g (4x 115g),3661344855229,"['Les 2 Vaches', 'Stonyfield France', 'Danone']",['France'],"['Lait entier* ', '79,8 %', 'sucre de canne* ', '8,5 %', 'myrtille* ', '8 %', 'poudre de lait écrémé*', 'fibre de citron déshydratée', 'arôme naturel de myrtille', 'ferments lactiques ', 'lait', ""\r*Issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",395,?,395 kj(94 kcal),"2,9",2,"13,2","12,7","3,4","0,13","0,052",B,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts à la myrtille', 'Yaourts brassés aux fruits', 'Yaourts sucrés', 'Yaourts entiers']",2.9 g,en faible quantité,2 g,en quantité modérée,12.7 g,en quantité élevée,0.13 g,en faible quantité,-2%,,-6%,-11%,-5%,-1%,+3%,-7%,+21%,+21%,2,-27%,B,-27%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Nouvelle recette', 'Eco-Emballages', 'Fair for Life']",['Lait'],4,,460 g (4 x 115 g),"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']","['Frais', 'Pot', 'Plastique', 'Opercule']","['Danone Produits Frais France - DPFF (Filiale Danone) - La Sablonnière - 14330 Le Molay-Littry', 'Calvados', 'Basse-Normandie', 'France']","Yaourt bio brassé, sucré, à la myrtille.",,['Agriculture UE/non UE'],http://www.les2vaches.com/nos-bons-produits/les-tres-fruits/myrtille-sauvage,,
262,Fraise 0% - Les 2 Vaches - 4 * 115g (460g),3661344892903,['Les 2 Vaches'],['France'],"['Lait écrémé ', '80,5%', 'fraise ', '8%', 'sucre de canne ', '5%', 'poudre de lait écrémé', 'fibre de citron déshydratée', 'jus de carotte pourpre concentré', 'arôme naturel', 'jus de citron concentré', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",282,?,282 kj(67 kcal),"0,1","0,04","11,8","11,7","4,4","0,16","0,064",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts allégés en matière grasse', 'Yaourts à la fraise', 'Yaourts sucrés']",0.1 g,en faible quantité,0.04 g,en faible quantité,11.7 g,en quantité modérée,0.16 g,en faible quantité,+32%,,+17%,-82%,-87%,+51%,+62%,-4%,+9%,+9%,0,,B,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Peu ou pas de matière grasse', 'Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans matière grasse', 'Fair for Life']",['Lait'],4,,4 * 115 g (460 g),"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']","['Pot', 'Plastique']",,"Yaourt bio, brassé, sucré à la fraise",,,,,
263,Salsifis coupes -,3661366170157,,['France'],[],[],?,36,151 kj(36 kcal),0,0,"1,4","1,4","2,6","0,05","0,02",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Salsifis', 'Salsifis surgelés']",0 g,en faible quantité,0 g,en faible quantité,1.4 g,en faible quantité,0.05 g,en faible quantité,,-3%,-4%,-100%,-100%,-68%,-14%,+110%,-89%,-89%,-6,,A,,36.5%,2.4%,17.8%,14.7%,21.0%,7.6%,96,,,,,,,,,,,,,,
264,Pommes Dauphines - 1kg,3661366199561,,['France'],[],[],?,267,1117 kj(267 kcal),16,"2,1",26,4,"3,6","1,2","0,48",C,"['Chips et frites', 'Pommes dauphines']",16 g,en quantité modérée,2.1 g,en quantité modérée,4 g,en faible quantité,1.2 g,en quantité modérée,,-1%,-0%,0%,-37%,+6%,+37%,-30%,-3%,-3%,8,-9%,C,-9%,67.7%,2.0%,6.9%,5.4%,8.1%,9.9%,58,['Point Vert'],,,,1 kg,,,,,,,,,
265,Crème entière - Krill,3661366342127,['Krill'],['France'],"['CrOtno clo lait', 'protéinot', ' do lait', 'stabilisant : carraghénano']",[],?,335,1402 kj(335 kcal),35,22,"3,1","3,1",2,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:FSC'],,,,,['FSC-C014047'],,,,,,,,
266,Epinards - Légumes Noisettes - Iglo,3661405001084,['Iglo'],['France'],"['Epinards ', '60%', 'chapelure ', 'farine de blé', 'eau', 'levure', 'sel', 'huile végétale', 'flocons de pommes de terre', 'panure ', 'eau', 'farine de blé', 'farine de riz', 'amidon de blé', 'sel', 'dextrose', 'amidon de riz', 'oignons', 'sel', 'ail', 'poivre blanc', 'muscade']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,189,791 kj(189 kcal),9,2,22,2,"4,5","1,125","0,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,,,,,,,,,,,
267,Légumes noisettes chou fleur emmental - Iglo,3661405001114,['Iglo'],['France'],[],[],?,190,795 kj(190 kcal),"9,5","2,5",21,2,6,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Bâtonnets de Colin d'Alaska 100% filet - Iglo - 450g,3661405001381,"['Iglo', 'Captain Iglo']",['France'],"[""Colin d'Alaska 65% "", 'poisson', 'chapelure ', 'farine de blé', 'eau', 'épices', 'sel', 'levure', 'huile de colza', 'farine de blé', 'eau', 'sel', 'amidon de pomme de terre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",802,191,802 kj(191 kcal),"7,7","0,6",17,"0,9",13,"0,8","0,32",D,"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Plats préparés surgelés', 'Colins', 'Poissons panés de colin', 'Batonnets de poisson']",7.7 g,en quantité modérée,0.6 g,en faible quantité,0.9 g,en faible quantité,0.8 g,en quantité modérée,+15%,+7%,+10%,-0%,-46%,+16%,-49%,+23%,-29%,-29%,0,-100%,B,-100%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,"['Pêche durable', 'Pêche durable MSC', 'MSC-C-50470']","['Poisson', 'Gluten']",3,,450 g,"['DE HB 00145 EG', 'MSC-C-50470']","['Carton', 'Surgelé']",,,,,,,
269,Coca cola - Iglo,3661405002982,['Iglo'],['France'],[],[],?,187,782 kj(187 kcal),?,"0,21",?,"1,2",11,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Gratinée parisienne fine chapelure et champignons - iglo - 380g,3661405003019,['Iglo'],['France'],"[""Colin d'Alaska 53 %"", 'champignons 13 %', 'chapelure 9 %', 'huile végétale', 'graisse végétale', 'eau', 'sucre', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'épices', 'oignons sautées ', 'oignons', 'huile végétale', 'farine de blé', 'sel', 'persil 1 %', 'ail', 'sel', 'glucose', 'épices']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",913,?,913 kj(218 kcal),15,"3,4",10,"2,3",11,"1,016","0,406",,"['Surgelés', 'Plats préparés', 'Gratins', 'Gratins de poisson', 'Plats préparés surgelés']",15 g,en quantité modérée,3.4 g,en quantité modérée,2.3 g,en faible quantité,1.02 g,en quantité modérée,+90%,,+81%,+140%,+31%,+18%,+46%,+57%,+37%,+37%,4,+137%,C,+137%,,,,,,,,,"['Poisson', 'Gluten', 'Moutarde']",4,,380 g,,"['Surgelé', 'Carton']",,,,,,,
271,Petits Lingots - iglo - 448g,3661405003163,['Iglo'],['France'],"[""Colin d'Alaska 58%"", 'chapelure 20 % ', 'farine de blé', 'eau', 'épices', 'sel', 'levure', 'huile végétale', 'farine de blé', 'eau', 'amidon de pomme de terre', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",939,?,939 kj(224 kcal),"9,1","1,2",22,1,13,"0,864","0,345",E,"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Plats préparés surgelés', 'Poissons panés de colin']",9.1 g,en quantité modérée,1.2 g,en faible quantité,1 g,en faible quantité,0.864 g,en quantité modérée,+21%,,+20%,+13%,+39%,+39%,-7%,+7%,+10%,+10%,1,,B,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,,"['Poisson', 'Gluten']",3,,448 g,,['Surgelé'],,Petits Lingots à base de colin d'Alaska,,,,,
272,8 steaks de Poulet (8x60g) - IGLO,3661405004962,['IGLO'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,8,,,,,,,,,
273,Le big colin - Iglo  - 4*90g,3661405005297,['Iglo'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4*90g,,,,,,,,,
274,Bâtonnets Façon Fish & Chips - Iglo - 364g,3661405005624,['Iglo'],['France'],"[""Colin d'Alaska* 49% "", 'poisson', 'huile de colza', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levure', 'eau', 'amidon de pomme de terre', 'farine de maïs', 'sel', 'poudre à lever ', 'E450i', 'E500ii', 'amidon de blé', 'épices', 'lait maigre en poudre', 'extrait de levure', 'arôme ', 'contient de la moutarde']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1052,252,1052 kj(252 kcal),14,"1,6",20,"0,7",44,"1,1","0,44",E,"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Produits panés', 'Poissons panés', 'Poissons panés de colin', 'Batonnets de poisson']",14 g,en quantité modérée,1.6 g,en quantité modérée,0.7 g,en faible quantité,1.1 g,en quantité modérée,+50%,+42%,+45%,+81%,+43%,+36%,-61%,+315%,-2%,-2%,3,+45%,C,+45%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,"['Sans arômes artificiels', 'Point Vert', 'Sans colorants', 'Sans conservateurs', 'Forever Food']","['Poisson', 'Gluten', 'Lait', 'Moutarde']",4,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",364 g,['DE HB 00145 EG'],"['Etui', 'Carton', 'Surgelé']",['Allemagne'],Colin d'Alaska en beignet croustillant,['Franprix'],,http://www.iglo.fr/produits/batonnets-facon-fish-and-chips,,
275,Spécial Burger Panés de poulet aux éclats croustillants de riz soufflé - Iglo - 227g,3661405006041,['Iglo'],['France'],"['Viande de blanc de poulet reconstituée 47 %', 'huile de colza', 'eau', 'riz soufflé ', '9,9 %', 'farine ', 'blé', 'maïs', 'graisse de poulet', 'sel', 'amidon de blé', 'arômes naturels ', 'contient du céleri', 'levure', 'extrait de malt ', 'orge', 'levure chimique ', 'E450', 'E500', 'moutarde']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1280,307,1280 kj(307 kcal),"21,2","2,6","16,6","0,6","12,3","1,2","0,48",D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']",21.2 g,en quantité élevée,2.6 g,en quantité modérée,0.6 g,en faible quantité,1.2 g,en quantité modérée,+39%,+39%,+38%,+91%,+25%,+4%,-53%,-10%,+2%,+2%,5,+32%,C,+32%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Céleri', 'Gluten', 'Moutarde']",4,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",227 g,['UK LO037 EC'],"['Carton', 'Surgelé', 'Carton']",,Steaks de poulet panés surgelés,,,,,
276,Panés de Colin Spécial Burger - Iglo - 227g,3661405006102,['Iglo'],['France'],"[""Colin d'Alaska* 56% "", 'poisson', 'chapelure ', 'farine de blé', 'levure', 'sel', 'dextrose', 'eau', 'farine de blé', 'huile de colza', 'amidon de blé', 'sel', 'moutarde', 'curcuma']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",823,196,823 kj(196 kcal),"6,9","0,6","20,6","0,6","12,3","0,9","0,36",B,"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Sandwichs', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Plats préparés surgelés', 'Poissons panés de colin', 'Burgers au poisson']",6.9 g,en quantité modérée,0.6 g,en faible quantité,0.6 g,en faible quantité,0.9 g,en quantité modérée,,,-5%,-17%,,+10%,,+9%,-8%,-8%,-1,,A,,46.7%,16.8%,8.6%,7.4%,4.3%,16.2%,89,"['Sans arômes artificiels', 'Sans colorants', 'Pêche durable', 'Pêche durable MSC', 'Forever Food']","['Poisson', 'Gluten', 'Moutarde']",4,,227 g,"['UK LO037 EC', 'MSC-C-50470']","['Carton', 'Surgelé', 'Plastique']",['Royaume-Uni'],"Portions de Colin d'Alaska, surgelées.",['Franprix'],,http://www.iglo.fr/produits/panes-de-colin,,
277,2 Milanaises de Poulet Classique - Iglo - 260g,3661405006287,['Iglo'],['France'],"['Viande de blanc de poulet reconstituée* 53%', 'eau', 'chapelure ', 'farine de blé', ""huile d'olive"", 'levure', 'sel', 'eau', 'farine ', 'blé', 'maïs', 'riz', 'huile de colza', 'sel', 'amidon ', 'blé', 'maïs', 'bouillon de légumes ', 'sel', 'dextrose', 'oignons', 'carottes', 'échalotes', 'poireaux', 'tomates', 'poivrons', ""poudre d'ail"", ""poudre d'oignon""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",996,?,996 kj(238 kcal),13,"1,5",16,"0,5",14,1,"0,4",D,"['Viandes', 'Surgelés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']",13 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,+8%,,+7%,+17%,-28%,+1%,-61%,+3%,-15%,-15%,2,-47%,B,-47%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",['Gluten'],4,,260g,['UK LO037 EC'],"['Surgelé', 'Carton', 'Plastique']",['Royaume-Uni'],"Portions de blanc de poulet reconstitué sous forme d'escalopes, avec 10% de marinade, panées à la chapelure avec de l'huile d'olive, préfrites",['Franprix'],,http://www.iglo.fr/produits/milanaise-classique,,
