,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,ingredients_origins,traceability_code,markets,manufacturing,allergens,nova_score,additives,generic_name,link,brand_owner,origin_detail,producer_info,palm_ingredients
270,Manzanilla Oliven - Feinkost Dittmann,4002239443203,,['Feinkost Dittmann'],,"['France', 'Allemagne']",[],[],?,136,"13,1",2,"1,4",,,,,,,,,,,569 kj(136 kcal),,,"2,5",,,0,,,,,,,,,,,,"3,75",,"1,5",,,,,,['Dose'],,,,,,,,,,,,,
271,Edelschinkenwürfel - 50g,4003419032521,50 g,,,"['France', 'Allemagne']",[],[],?,126,2,1,26,,,,,,,,,,,527 kj(126 kcal),,,"0,8",,,"0,5",,,,,,,,,,,,"4,5",,"1,8",,,,,,['Kunststoff'],,,,,,,,,,,,,
272,Senf mittelscharf - 200ml,4022621420001,200ml,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['France', 'Allemagne']",[],[],?,93.7,"5,6","1,3","5,7",B,,5.6 g,en quantité modérée,0 g,en faible quantité,1 g,en faible quantité,,-45%,392 kj(93 kcal),-45%,-48%,0,-100%,-81%,1,-74%,-13%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,3.64 g,en quantité élevée,"3,64",-23%,"1,456",-23%,11,-5%,D,-5%,['Glas'],,,,,,,,,,,,,
273,Rewe Tortellini - Rewe Beste Wahl - 250g,4388860221862,250 g,['Rewe Beste Wahl'],,"['France', 'Allemagne']","['Teig 70% Hartweizengrieß', 'Eier 20% ""aus Bodenhaltung Füllung 30 % Gekochtes Schweinefleisch', 'Paniermehl', 'Schinken', 'Tierfett', 'Speisesalz', 'Wasser natürliches Aroma', 'Kãse', 'Schweinefleisch', 'Speisesalz', 'Weizenmehl', 'Hefe', 'Speisesalz', 'Schweinefleisch', 'Speisesalz', 'Milch', 'Speisesalz', 'Lab']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kunststoff'],,,,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,
274,Bergkäse -  - 200g,4061458005500,200 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']","['France', 'Allemagne']",[],[],?,418,34,"0,3",28,D,,34 g,en quantité élevée,26 g,en quantité élevée,0.3 g,en faible quantité,,+27%,1749 kj(418 kcal),+28%,+28%,26,+46%,-75%,"0,3",-60%,+37%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1.6 g,en quantité élevée,"1,6",+23%,"0,64",+23%,17,+24%,D,+24%,['käse'],,,,,,,,Bergkäse,,,,,
275,Wiener Würstchen-Zwerge - Buchonia - 200g,4305723059158,200g,['Buchonia'],"['Viandes', 'Charcuteries', 'Saucissons']","['France', 'Allemagne']","['Bio-Wiener Würstchen Zwerge Schweinefleisch* ', '71%', 'MAGERMILCHJOGHURT* ', '22%', ' Trinkwasser', 'Meersalz', 'Gewürze*', 'Dextrose*', 'Erbseneiweiß*', 'Gewürzextrakte*', 'Antioxidationsmittel: Ascorbinsäure', ' Stabilisator: Natriumcitrate', ' Verdickungsmittel: Guarkernmehl', ' Konservierungsstoff: Natriumnitrit', ' Schafsaitling', 'Buchenholzrauch *aus kontrolliert biologischer Landwirtschaft']",['Non végétalien'],1089,262,20,"6,2",14,,"['Bio', 'Bio européen', 'de:Bio EU-Landwirtschaft DE-ÖKO-003']",20 g,en quantité modérée,7.5 g,en quantité élevée,1.4 g,en faible quantité,-33%,-32%,1089 kj(262 kcal),-33%,-35%,"7,5",-37%,+187%,"1,4",+5%,-44%,,,,,,,,1.9 g,en quantité élevée,"1,9",-55%,"0,76",-55%,18,-23%,D,-23%,['Kunststoff'],,['DE BW 01005 EG'],,,['Lait'],4,"['E300 - Acide ascorbique', 'E331 - Citrates de sodium', 'E412 - Gomme de guar', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
276,Chips à l'ancienne - Casino Bio,3222477445901,,['Casino Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips à l'ancienne"", ""Chips de pommes de terre à l'huile de tournesol""]",['France'],[],[],2274,546,35,50,5,B,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",35 g,en quantité élevée,2.8 g,en quantité modérée,0.5 g,en faible quantité,-3%,-2%,2274 kj(546 kcal),-2%,-5%,"2,8",-15%,+2%,"0,5",-29%,-12%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,1.3 g,en quantité modérée,"1,3",-2%,"0,52",-2%,8,-31%,C,-31%,"['Sachet', 'Platique']",,,['Casino'],,,,,,,,,,
277,Choux Bruxelles -,5411361340509,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Choux de Bruxelles']",['France'],[],[],?,45,"1,3","2,7","3,5",B,,1.3 g,en faible quantité,0.3 g,en faible quantité,2.4 g,en faible quantité,,+12%,188 kj(45 kcal),+15%,+150%,"0,3",+140%,-35%,"2,4",+11%,+29%,64.5%,0.0%,0.0%,15.9%,18.9%,0.8%,98,0 g,en faible quantité,0,-100%,0,-100%,-7,,A,,,,,,,,,,,,,,,
278,Kartoffelpuffer - Botato - 600g / 10Stk.,4316268519564,600 g / 10 Stk.,['Botato'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Préparations à base de pommes de terre']","['France', 'Allemagne']","['Durchschnitt unzubereitete 91 % Kartoffeln', 'Stärke', 'Meersalz', 'Zwiebelpulver', 'Hühnereivolleipulver', 'Rapsöl', 'Zitronensaft', 'Dex - trose', 'Gewürze', ' Brennwert Fett davon: - gesät Kohlenhydrate davon: - Zucke Das Produkt kann Spuren von Gluten und Milch enthalten', ' Eiweiß Salz Referenzmenge für einen durchschnittlichen Erwachsenen ', '840']",[],?,113,1,22,3,,,1 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,,-48%,473 kj(113 kcal),-48%,-75%,"0,1",-93%,-40%,1,-43%,-37%,,,,,,,,1.1 g,en quantité modérée,"1,1",+59%,"0,44",+59%,4,+78%,C,+78%,['Karton'],,,,,,,,,,,,,
279,Trilogia Erdbeer - Schogetten - 100g,4000607028601,100g,['Schogetten'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']","['Autriche', 'France', 'Allemagne']",[],[],2305,552,33,58,"5,4",,,33 g,en quantité élevée,20 g,en quantité élevée,7 g,en quantité modérée,+2%,0%,2305 kj(552 kcal),+0%,-9%,20,-5%,+26%,7,-83%,-26%,,,,,,,,0.24 g,en faible quantité,"0,24",+73%,"0,096",+73%,18,-23%,D,-23%,['Stück'],,,,,,,,,,,,,
280,Senf mittelscharf,4316268436847,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['France', 'Allemagne']",[],[],?,126,"7,4","4,4","6,5",B,,7.4 g,en quantité modérée,1.1 g,en faible quantité,4.4 g,en faible quantité,,-26%,527 kj(126 kcal),-26%,-31%,"1,1",+34%,-36%,"4,4",+14%,-1%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,5.4 g,en quantité élevée,"5,4",+15%,"2,16",+15%,12,+3%,D,+3%,['Glas'],,,,,,,,,,,,,
281,"Pommes de terre, épinards et saumon - Interdis - 230g",3560071284275,230 g,['Interdis'],,['France'],[],[],?,66,"2,1",8,"2,9",,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,276 kj(66 kcal),,,"0,5",,,"0,8",,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,,,,,,,,,,
282,Fricandelles,8710555148752,,,"['Viandes', 'Charcuteries', 'Fricadelles']",['France'],[],[],?,215,"14,3","8,5","12,8",,,14.3 g,en quantité modérée,4.1 g,en quantité modérée,1 g,en faible quantité,,-4%,900 kj(215 kcal),-3%,0%,"4,1",-9%,-3%,1,-3%,+3%,,,,,,,,2.39 g,en quantité élevée,"2,39",+14%,"0,956",+14%,16,+8%,D,+8%,,,,,,,,,,,,,,
283,Birchermüesli,2099409016024,,,,['France'],[],[],?,365,"5,6","61,7","12,1",,['Bio'],,,,,,,,,1527 kj(365 kcal),,,"0,9",,,"1,4",,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,
284,Natur Joghurt aus Heumilch - 200g,9004831021501,200 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","['France', 'Allemagne']",[],[],?,65,"3,5","3,8","3,9",,,3.5 g,en quantité modérée,2.5 g,en quantité modérée,3.8 g,en faible quantité,,-29%,272 kj(65 kcal),-29%,+7%,"2,5",+22%,-65%,"3,8",-62%,+3%,,,,,,,,0.13 g,en faible quantité,"0,13",+13%,"0,052",+13%,0,-100%,B,-100%,,,,,,,,,,,,,,
285,BUKO Frischkäse - Arla - 200g,5711953106224,200 g,"['Arla', 'Buko']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']","['France', 'Allemagne']","['Frischkäse ', 'Buttermilch*', 'Sahne*', 'Milchsäurekulturen*', 'Speisesalz', 'Rosa Pfeffer', 'Schwarzer Pfeffer', ' *enthält Milch']",['Non végétalien'],?,192,16,"3,6","7,8",C,"['Sans OGM', 'en:Ohne Gentechnik']",16 g,en quantité modérée,10 g,en quantité élevée,3.4 g,en faible quantité,,+30%,803 kj(192 kcal),+28%,+51%,10,+44%,-33%,"3,4",-29%,+16%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1.1 g,en quantité modérée,"1,1",+229%,"0,44",+229%,11,+168%,D,+168%,"['Plastik', 'Aluminium']",,['DK M198 EC'],,,['Lait'],3,,,,,,,
286,Biofix Chicken Kashmir - Beltane - 18g,4260133141087,18 g,['Beltane'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]","['France', 'Allemagne']","['Zutaten Würzmischung\u202f1 zum Anbraten:\rMeersalz', 'Knoblauch*', 'Kardamom*', 'Pfeffer*', 'Koriander*', 'Ingwer*', 'Zimt*', 'Muskat*', 'Kreuzkümmel*', 'Nelken*', 'Muskatblüte*', 'Anis*', 'Lorbeer*', 'Chili*', '\r Zutaten Würzmischung\u202f2 zum Garen:\rReismehl*', 'Kartoffelstärke*', 'Tomaten*', 'Meersalz', 'Sellerie*', 'Zwiebeln*', 'Kurkuma*', 'Sojasauce* ', 'Sojabohnen*', 'Maltodextrin*', 'Salz', 'Basilikum*', 'Trennmittel: Kieselsäure', 'Sonnenblumenöl*', '\r*aus kontrolliert biologischem Anbau']","['Végétalien', 'Végétarien']",1090,258,"3,7","44,6","7,7",A,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'DE-ÖKO-006', 'Agriculture UE', 'Agriculture UE/Non UE', 'Sans arômes ajoutés', 'Sans exhausteur de goût', 'Sans lactose']",3.7 g,en quantité modérée,0.9 g,en faible quantité,17.9 g,en quantité élevée,-2%,+14%,1090 kj(258 kcal),+14%,-29%,"0,9",+23%,+47%,"17,9",+60%,+3%,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,25 g,en quantité élevée,25,+72%,10,+72%,,,,,"['21 PAP', '05 PP', '♷']",,,,['Deutschland'],"['Céleri', 'Soja']",4,['E551 - Dioxyde de silicium'],Indisches Rahmhähnchen,https://www.beltane.de/produkte/biofix/28/beltane-biofix-chicken-kashmir,,,,
287,Mondamin - Milchreis Klassisch - 58g,8711200454655,58g,['Mondamin'],"['Desserts', 'Puddings', 'Riz au lait']","['France', 'Allemagne']","['44% Reis', 'Zucker', '12% VOLLMILCHPULVER', 'Stärke', 'Glukosesirup', 'modifizierte Stärke', 'Kokosfett', 'Verdickungsmittel Xanthan', 'Aromen', 'MILCHEIWEISS', 'Speisesalz']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4810,115,"1,73","22,6","1,83",B,"['Végétarien', 'Sans gluten', 'Sans conservateurs']",1.73 g,en faible quantité,1.3 g,en faible quantité,6.25 g,en quantité modérée,+757%,-21%,4810 kj(115 kcal),+703%,-54%,"1,3",-43%,0%,"6,25",-54%,-46%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,0.106 g,en faible quantité,"0,106",-18%,"0,042",-18%,12,+198%,D,+198%,"['Kunststoff', 'Papier']",,,"['Netto', 'Netto Marken-Discount']",,['Lait'],4,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,https://www.mondamin.de/produkte/milchreis-klassisch/8711200454655,,,,
288,Biscuits fins -,3173990027511,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],?,505,24,65,"6,1",C,,24 g,en quantité élevée,13 g,en quantité élevée,39 g,en quantité élevée,,+7%,2113 kj(505 kcal),+6%,+15%,13,+29%,+2%,39,+32%,-6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,0.51 g,en quantité modérée,"0,51",-13%,"0,204",-13%,26,+31%,E,+31%,,,,,,,,,,,,,,
289,Bier Gösser AF,90288340,,,,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Produkt', 'Flasche']",,,,,,,,,,,,,
290,Crayon d'assaisonnement à tailler - Curry & curcuma (BIO) - OCNI Factory - 18g,10842629,18 g,['OCNI Factory'],"['Epicerie', 'Condiments', 'Assaisonnements']",['France'],"['Vinaigre de cidre ', '27,3%', '*', 'jus de curcuma ', '25,6%', '*', 'eau', 'sel', 'agar-agar*', 'épices curry : coriandre', 'curcuma', 'piment', 'cumin', 'fenugrec', 'moutarde', 'poivre noir', 'ail', 'fenouil ', '3,4%', '*', 'arôme naturel curry', 'sauce soja tamari*', 'gomme de caroube', "" \r*Issus de l'agriculture biologique - certifié par FR-BIO-09""]","['Végétalien', 'Végétarien']",160,38.4,"1,1","2,6","1,5",,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-09', 'Fabriqué en France', 'AB Agriculture Biologique']",1.1 g,en faible quantité,1 g,en faible quantité,0.6 g,en faible quantité,-84%,-81%,160 kj(38 kcal),-82%,-88%,1,-22%,-88%,"0,6",-94%,-64%,,,,,,,,7.1 g,en quantité élevée,"7,1",-25%,"2,84",-25%,9,-19%,C,-19%,"['Carton', 'Tube en plastique PET', 'Etui en carton', 'Bouchon en plastique']",,,,"['France', 'Gard', 'Méjannes-lès-Alès']","['Moutarde', 'Sauce soja tamari']",4,"['E406 - Agar-agar', 'E410 - Gomme de caroube']",Un crayon Curry & curcuma et un taille-crayon - 120 copeaux dans un crayon de 18 g,https://ocni-factory.com/products/coffret-1-saveur-curry-et-curcuma?_pos=3&_sid=a4b7e7e95&_ss=r,,,,
