,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,link,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,traceability_code,generic_name,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner
38,Recette aux noix caramelisee - 120g,3770008919181,,['France'],[],[],?,498,2084 kj(498 kcal),"34,8","16,3","40,4","12,9","7,9","0,6","0,24",120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 38386', 'Saint-Geoire-en-Valdaine (Isère, France)']",,,,,,
39,Biscuit genepi pepites de chocolat - Le Cretin Des Alpes,3770008919204,,['France'],"['Farine de Gruau', 'Beurre', 'Sucre', 'œuf', 'Fleur de Self Drops Chocolat 50%', 'préparation spéciale Génépi ', '7%', ' Peut contenir des traces de soja', 'des traces de lait', 'des traces de sésame']",['Non végétalien'],?,414,1732 kj(414 kcal),"25,2","15,9","40,7","17,1","5,6","0,5","0,2",,,['Le Cretin Des Alpes'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,"['Œufs', 'Lait']",3,25.2 g,en quantité élevée,15.9 g,en quantité élevée,17.1 g,en quantité élevée,0.5 g,en quantité modérée,,-13%,-13%,+21%,+57%,-36%,-42%,-14%,-15%,-15%,19,-4%,E,-4%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
40,Confiture myrtilles sauvages - Le Crétin des Alpes - 220g,3770008919280,,['France'],"['Myrtille sauvage', 'sucre', ' Préparée avec 55 gr', ' de fruits pour 100 gr']",[],?,224,937 kj(224 kcal),"0,3",0,"52,7","52,4","0,4","0,01","0,004",220 g,,['Le Crétin des Alpes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,3,0.3 g,en faible quantité,0 g,en faible quantité,52.4 g,en quantité élevée,0.01 g,en faible quantité,,+2%,+2%,+15%,-100%,-1%,+3%,+3%,-40%,-40%,11,+19%,D,+19%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"['EMB 38084', 'Charnècles (Isère, France)']",,,,,,
41,Biscuits pur beurre à la Praline,3770008919310,,['France'],[],[],?,457,1912 kj(457 kcal),"24,5",16,"53,1","27,2","5,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 38386', 'Saint-Geoire-en-Valdaine (Isère, France)']",,,,,,
42,Pur jus de framboises - Le Crétin des Alpes,3770008919372,['Bio'],['France'],[],[],?,40,167 kj(40 kcal),"0,5","0,1","8,8","5,3","0,6",0,0,,,['Le Crétin des Alpes'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de framboise']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,5.3 g,en quantité modérée,0 g,en faible quantité,,-13%,-13%,+196%,+256%,-17%,-45%,+53%,-100%,-100%,0,-100%,B,-100%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
43,Ananas desydrate,3770008924215,"['Sans sucre ajouté', 'Sans conservateurs']",['France'],[],[],?,336,1406 kj(336 kcal),"1,1","0,3",75,66,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,#74 - Bruyère Blanche - Honly - 110g e,3770008999015,['Sans arômes ajoutés'],['France'],['Miel de bruyère blanche'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,110 g e,"['Plastique', 'Doypack']",['Honly'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de bruyère', 'Miels crémeux', 'Miels de bruyère blanche']",,,2,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,Miel aux Notes de Caramel / Pain d'Épices,['France'],['France'],,,
45,#26 - Romarin - Honly - 110g e,3770008999039,['Sans arômes ajoutés'],['France'],['Miel de romarin'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,110 g e,"['Plastique', 'Sachet']",['Honly'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de romarin', 'Miels crémeux']",,,2,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,Miels aux notes de agrumes / crème,['France'],['France'],,,
46,Miel - Honly - 110g,3770008999046,,['France'],[],[],?,?,,?,,?,,?,,,110g,,['Honly'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Grillons au curry - La Criquetterie - 10g,3770009066013,['Bio'],['France'],"['Grillons domestiques déshydratés 78,3%', 'huile de colza', 'sel', 'curry 8,7% ', 'coriandre', 'fenugrec', 'curcuma', 'cumin', 'poivre noir', 'cannelle', 'moutarde', 'gingembre', 'girofle', 'piment', 'poivre noir']",[],?,463,1937 kj(463 kcal),"25,41","6,48","9,28","0,32","44,66","1,59","0,636",10 g,,['La Criquetterie'],"['Viandes', 'Insectes', 'Grillons']",,"['Crustacés', 'Moutarde', 'Acariens']",3,25.4 g,en quantité élevée,6.48 g,en quantité élevée,0.32 g,en faible quantité,1.59 g,en quantité élevée,,+3%,+5%,+9%,-2%,+5%,-88%,-5%,-19%,-19%,18,+27%,D,+27%,,,,,,,,,,,,,,,,
48,Grillons Persillés - La Criquetterie,3770009066020,,['France'],[],[],?,466,1950 kj(466 kcal),"24,98","6,54","11,6","0,37","45,83","2,54","1,016",,,['La Criquetterie'],"['Viandes', 'Insectes', 'Grillons']",,,,25 g,en quantité élevée,6.54 g,en quantité élevée,0.37 g,en faible quantité,2.54 g,en quantité élevée,,+4%,+5%,+7%,-1%,+31%,-86%,-3%,+29%,+29%,21,+48%,E,+48%,,,,,,,,,,,,,,,,
49,Vers de farine wasabi - La Criqueterie,3770009066044,['Bio'],['France'],"['veis de farine déshydratés ', 'Tenebrio Molitor', 'pâte de wasabl* ', 'raifort*', 'vinaigre de pomme""', ""vinaigre d'alcool*"", 'sauce soja ', 'dont blé', 'sirop de - omme•', 'graines de moutarde*', 'wasabijaponica•', 'huile de colza*', 'spiruline*', 'agent épaississar? de guar*', 'épices ', 'curcuma*', 'gingembre•', 'citronnelle*', 'cardamome*', 'cannelle*', 'huile essentielle de moutarde', 'farine de moutarde*', 'harissa', 'sel', 'et cest tout ! *Ingrédients issus de llagriculture biologique']",[],?,206,862 kj(206 kcal),"35,2",8,"6,5",0,"49,1","1,2","0,48",,,['La Criqueterie'],"['Viandes', 'Insectes']",,['Moutarde'],3,35.2 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,,-54%,-53%,+50%,+22%,-26%,-100%,+4%,-39%,-39%,14,-1%,D,-1%,,,,,,,,,,,,,,,,
50,Vers de farine tomates séchées et basilic - La Criquetterie,3770009066082,['Bio'],['France'],"['Vers de farine déshydratés ', 'Tenebrio Molitor', 'huile de tournesot•', 'double concentré de tomates* eau', 'tomates séchées* partiellement réhydratées', 'basilic*', 'fromage* ', ""lait'"", 'sel', 'présure microbienne', 'noix de cajou* ', 'fruits à coques*', 'poivrons*', ""carottes'"", 'sel', 'correcteur : acidt lactique', ""huile d'olive vierge extra*"", ""pignons de pin* et c'est tout ! *Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,205,858 kj(205 kcal),"35,2",8,"6,5",0,"49,1","1,2","0,48",,,['La Criquetterie'],"['Viandes', 'Insectes']",,"['Lait', 'Fruits à coque']",3,35.2 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,,-54%,-54%,+50%,+22%,-26%,-100%,+4%,-39%,-39%,14,-1%,D,-1%,,,,,,,,,,,,,,,,
51,Ravioles de duo de saumon et merlan -  - 320g,3770009085281,,['France'],[],[],?,150,628 kj(150 kcal),"6,9","3,7",11,"3,1","6,7","0,82","0,328",320 g,,,"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Pâtes farcies', 'Ravioles']",,,,6.9 g,en quantité modérée,3.7 g,en quantité modérée,3.1 g,en faible quantité,0.82 g,en quantité modérée,,-41%,-41%,-32%,-39%,-62%,+88%,-39%,-37%,-37%,3,-76%,C,-76%,,,,,,,,,,,,,,,,
52,Raviolis de foie gras aux truffes aestivum - 320g,3770009085298,,['France'],[],[],?,145,607 kj(145 kcal),2,"0,6",21,"2,4","5,4","2,5",1,320 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 06.033.001 CE', 'Carros (Alpes-Maritimes, France)']",,,,,,
53,Terrine de lapin - Cocotte gourmet - 250g,3770009085625,,['France'],[],[],?,177,741 kj(177 kcal),11,"4,1","1,2","< 0,5",17,"0,64","0,256",250g,"['Bocal', 'Frais']",['Cocotte gourmet'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,,,11 g,en quantité modérée,4.1 g,en quantité modérée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,-36%,-36%,-51%,-51%,-27%,-32%,+10%,-57%,-57%,3,-82%,C,-82%,D,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,,"['FR 06.033.001 CE', 'Carros (Alpes-Maritimes, France)']",Terrine de lapin au vin blanc et échalotes,,['Alpes Maritimes'],,,
54,Boisson végétale,3770009120012,,['France'],[],[],?,22,92 kj(22 kcal),"2,1","0,2","5,3",5,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Boisson végétale au lait d'amande & Thé noir aux épices chaï,3770009120029,,['France'],[],[],?,22,92 kj(22 kcal),"2,2","0,2","5,3",5,"0,5",,,,,,['Boissons aux amandes'],,,,2.2 g,en faible quantité,0.2 g,en faible quantité,5 g,en quantité modérée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Casse cou limonade Griottes,3770009150071,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,36,151 kj(36 kcal),0,0,"9,1","9,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Paisanu,3770009178006,,['France'],[],[],?,239,1000 kj(239 kcal),"9,9","4,8","19,2","4,1","18,5","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Corsica Burger Citadinu,3770009178013,,['France'],[],[],?,239,1000 kj(239 kcal),"9,9","4,8","19,2","4,1","18,2","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Chocolat noir 66% & coulant vanille fleur de sel - 100g,3770009212045,,['France'],[],[],?,504,2109 kj(504 kcal),33,"22,4","43,4","40,8","4,5","0,3","0,12",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Tablette de chocolat noir 66% & karamel de miel,3770009212069,,['France'],[],[],?,486,2033 kj(486 kcal),31,"21,6","43,4",40,"4,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Chocolat noir 66% & karamel passion - 100g,3770009212076,,['France'],"['SUCRESIROPDEGLUCOSE', ' EMULSIFIANT: CHOCOLAT BLANC DE CACAO j SUCRE', 'BEURRE DECACAO', 'ALIMENTAIRES', ' KARAMEL iASS10N FRUITS ', '23,57%', ',']",[],?,442,1849 kj(442 kcal),"28,2","19,2","37,8","33,2","4,6","0,02","0,008",100 g,,['Karamel'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",,['Lait'],4,28.2 g,en quantité élevée,19.2 g,en quantité élevée,33.2 g,en quantité élevée,0.02 g,en faible quantité,,-16%,-16%,-14%,+5%,-23%,-24%,-18%,-66%,-66%,22,-5%,E,-5%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,
62,Spiruline premium,3770009250016,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,6,25 kj(6 kcal),"0,09",0,"0,13",0,"1,2",,,,,,"['Compléments alimentaires', 'Spiruline']",,,,0.09 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-98%,-98%,-98%,-100%,-99%,-100%,-98%,,,,,,,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,
63,Pur jus de pomme -,3770009283007,,['France'],[],[],?,43,180 kj(43 kcal),0,0,"10,7","10,1","0,1","0,01","0,004",,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,,0 g,en faible quantité,0 g,en faible quantité,10.1 g,en quantité élevée,0.01 g,en faible quantité,,-7%,-6%,-100%,-100%,-3%,-3%,-54%,-20%,-20%,3,-28%,C,-28%,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,
64,Nectar peche jaune,3770009283090,,['France'],[],[],?,45,188 kj(45 kcal),"0,05","0,005","10,3",9,"0,4","0,01","0,004",,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pêche']",,,,0.05 g,en faible quantité,0.005 g,en faible quantité,9 g,en quantité élevée,0.01 g,en faible quantité,,-12%,-13%,-67%,-82%,-16%,-21%,+5%,+43%,+43%,13,-12%,E,-12%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"['EMB 42271', 'Saint-Paul-en-Jarez (Loire, France)']",,,,,,
65,Digestion,3770009291040,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,305,1276 kj(305 kcal),"11,6","1,6","58,1","0,7","13,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sirop de menthe - Les Vergers d'Aliou,3770009292009,,['France'],[],[],?,225,941 kj(225 kcal),0,0,55,51,"0,33",,,,,"[""Les Vergers d'Aliou""]","['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,,,,,,,,,,,,-6%,-9%,-100%,-100%,-11%,-14%,+189%,,,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,
67,Sirop de Pêches Roussanne - Les Vergers d'Aliou,3770009292054,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,225,941 kj(225 kcal),0,0,55,"49,5","0,45",0,0,,,"[""Les Vergers d'Aliou""]","['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pêche']",,,,,,,,,,,,,-12%,-15%,-100%,-100%,-20%,-24%,+221%,-100%,-100%,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,
68,Safran 1 gramme,3770009294034,,['France'],[],[],?,358,1498 kj(358 kcal),"2,8","0,8","71,6",0,"11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Pomme gingembre - La Bonne Energie - 75cl,3770009325035,,['France'],[],[],?,44,184 kj(44 kcal),1,1,11,11,1,1,"0,4",75 cl,,['La Bonne Energie'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,1 g,en faible quantité,1 g,en quantité modérée,11 g,en quantité élevée,1 g,en quantité élevée,,-4%,-4%,+510%,+3025%,+1%,+7%,+369%,+9074%,+9074%,9,+118%,D,+118%,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,
70,Sève de bouleau -,3770009325097,"['Bio', 'Bio-dynamie', 'Nature et Progrès']",['France'],[],[],?,14,59 kj(14 kcal),"0,1","0,1","3,5",3,0,"0,1","0,04",,,,['Sèves de bouleau'],,,,0.1 g,en faible quantité,0.1 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,,+180%,+168%,+29%,+277%,+218%,+308%,-100%,+770%,+770%,0,-100%,B,-100%,,,,,,,,,,,,,,,,
71,Tonic Water -  - 20cl,3770009345156,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,26,109 kj(26 kcal),0,0,"6,4","6,4",0,"0,1","0,04",20cl,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",,,,0 g,en faible quantité,0 g,en faible quantité,6.4 g,en quantité élevée,0.1 g,en faible quantité,,-7%,-6%,-100%,-100%,-3%,+1%,-100%,+992%,+992%,9,+1%,D,+1%,,,,,,,,,,,,,,,,
72,Purée de fruits sans morceaux Pêche Caseille - Boulette et Gros Lapin,3770009346115,,['France'],[],[],?,48,201 kj(48 kcal),"0,3","0,1","11,5","10,4","0,4",,,,,['Boulette et Gros Lapin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pêche']",,,,0.3 g,en faible quantité,0.1 g,en faible quantité,10.4 g,en quantité modérée,,,,-49%,-49%,+62%,+273%,-47%,-50%,-42%,,,,,,,B,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,['France'],,,,
73,Purée de fruits sans morceaux,3770009346160,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,49,205 kj(49 kcal),"0,3","0,1","11,5","10,4","0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Risotto,3770009346191,['Bio'],['France'],[],[],?,85,356 kj(85 kcal),"4,5","1,5",8,"0,4","2,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Courges maïs porc de plein air 18 mois+ -,3770009346771,['Bio'],['France'],[],[],?,76,318 kj(76 kcal),"4,3","0,9","4,5","1,5","4,3","0,1","0,04",,,,"['Aliments pour bébé', 'Dès 18 mois']",,,,,,,,,,,,,-6%,-9%,+69%,+15%,-57%,-43%,+44%,-61%,-61%,,,,,,,,,,,,,,,,,,,,
76,Soupe de concombre et fromage de chèvre frais cendré - Boulette et Gros Lapin,3770009346801,"['Bio', 'Nature et Progrès']",['France'],[],[],?,44,184 kj(44 kcal),"3,2","1,1","2,4","0,5","1,2","0,1","0,04",,,['Boulette et Gros Lapin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Réfrigérés', 'Soupes de légumes', 'Plats préparés réfrigérés', 'Soupes réfrigérées', 'Soupes de légumes réfrigérées', 'Soupes de concombres']",,,,3.2 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,,+2%,+2%,+48%,+64%,-45%,-73%,+26%,-84%,-84%,0,-100%,B,-100%,B,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,"['France', 'Espagne', '(Concombres/Pommes de terre/Fromage)', ""(Huile d'Olive)""]",,,,
77,storlok - brasserie de cornouaille - 33ml,3770009353113,"['Bio', 'Déconseillé aux femmes enceintes']",['France'],[],[],?,?,,?,,?,,?,,,33 ml,,['brasserie de cornouaille'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Hydramino pro,3770009355001,,['France'],[],[],?,367,1536 kj(367 kcal),"1,7",0,"63,4","57,5","24,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Hydramino Iron,3770009355018,,['France'],[],[],?,355,1485 kj(355 kcal),"3,1","3,1",53,0,"27,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Barre granola coco-choco,3770009383004,,['France'],[],[],?,476,1992 kj(476 kcal),44,5,"7,5",4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Barre Granola choco goji,3770009383066,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['France'],[],[],?,8,33 kj(8 kcal),2,0,4,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Barre granola Cranberry Abricot,3770009383073,['Bio'],['France'],[],[],?,442,1849 kj(442 kcal),"22,3",0,"48,1",0,"7,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Perles de framboise - 30g,3770009409018,,['France'],[],[],?,560,2343 kj(560 kcal),0,0,"31,5",0,"0,3","0,9","0,36",30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Eclats de truffes au sel noir - 20g,3770009409049,,['France'],[],[],?,109,456 kj(109 kcal),"3,89","0,36","1,96","1,96","16,8","27,5",11,20 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Crème de courgette chevre et miel,3770009413039,['Bio'],['France'],[],[],?,121,506 kj(121 kcal),"9,7","2,7","5,2","4,9","3,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Houmous de haricots blancs à la provençale - Clac,3770009413046,['Bio'],['France'],"['lurédients : Haricot blanc cuit* ', '55%', 'eau', 'huile de tournesol* tomate* ', 'oignon* ', 'sel de guérande', ""thym* poivre* Ingrédient issu de l'Agriculture Biologique""]",[],?,152,636 kj(152 kcal),"10,3","1,2","8,6",4,4,"0,6","0,24",,,['Clac'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,3,10.3 g,en quantité modérée,1.2 g,en faible quantité,4 g,en faible quantité,0.6 g,en quantité modérée,,-42%,-42%,-49%,-51%,-19%,+199%,-38%,-42%,-42%,2,-60%,B,-60%,B,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,
87,Creme d'aubergine au bleu d'auvergne,3770009413060,,['France'],[],[],?,138,577 kj(138 kcal),12,"2,9","3,8","3,4","3,2","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Ananas déshydraté - Déshy’r,3770009434010,['Sans conservateurs'],['France'],"[""DÉSHY'R est une marque appartenant à une société française située dans le Morbihan en Bretagne"", ' Celle-ci transforme des fruits et légumes exclusivement français par un procédé de DÉSHYDRATATION', ' Les fruits et légumes déshydratés sont 100 % naÙels', 'sans aucun ajout', 'ni conservateur']",[],?,336,1406 kj(336 kcal),0,0,"75,1","63,98","3,2","0,01","0,004",,,['Déshy’r'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Deshy'r,3770009434041,"['Sans sucre ajouté', 'Sans conservateurs']",['France'],[],[],?,337,1410 kj(337 kcal),0,0,"74,7","66,77","3,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Poire Brugnon déshydratés - Déshy’r,3770009434065,['Sans conservateurs'],['France'],"[""DESHY'R est une marque appartenant à une société française située dans le Morbihan en Bretagne"", ' Celle-ci transforme des fruits et légumes exclusivement français par un procédé de DÉSHYDRATATION', ' Les fruits et légumes déshydratés sont 100 % naturels', 'sans aucun ajout', 'ni conservateur']",[],?,324,1356 kj(324 kcal),0,0,"69,65","55,3","4,6","0,01","0,004",,,['Déshy’r'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Kiwi Déshydraté -,3770009434096,"['Bio', 'Sans conservateurs']",['France'],[],[],?,389,1628 kj(389 kcal),0,0,"83,6","53,98","3,9","0,1","0,04",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,0 g,en faible quantité,0 g,en faible quantité,54 g,en quantité élevée,0.1 g,en faible quantité,,+16%,+15%,-100%,-100%,+44%,+25%,-5%,+14%,+14%,7,+46%,C,+46%,,,,,,,,,,,,,,,,
92,Bananes séchées,3770009434164,"['Bio', 'Sans conservateurs']",['France'],[],[],?,346,1448 kj(346 kcal),"0,6",0,"77,6","67,18","4,1","0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,,0.6 g,en faible quantité,0 g,en faible quantité,67.2 g,en quantité élevée,0.01 g,en faible quantité,,-29%,-29%,-98%,-100%,+28%,+223%,+120%,-92%,-92%,7,-41%,C,-41%,E,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,,
93,Brugnon déshydraté,3770009434171,"['Sans sucre ajouté', 'Sans conservateurs']",['France'],[],[],?,319,1335 kj(319 kcal),0,0,"65,8","56,79","6,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Les chevres de lucie,3770009448024,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,La Parisienne Binouze,3770009485012,,['France'],"['eau', ""malt d'orge"", 'noix de coco', 'quinoa,levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,5,21 kj(5 kcal),0,0,0,0,0,0,0,,,['La Parisienne'],['Boissons'],,['Gluten'],1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-91%,-91%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,
