,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,brand,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,packaging,allergens,nova_score,additives,manufacturing,markets,ingredients_origins,palm_ingredients,link,brand_owner
1006,BLEDINA BLEDILAIT 1er âge bag in box 1kg200 de 0 à 6 mois - 1200g,3041091477170,['France'],"['Lactose ', 'LAIT', ' - Huiles végétales ', 'palme', 'coprah', 'colza,tournesol', ' - Lait écrémé ', 'LAIT', ' - Lactosérum déminéralisé ', 'LAIT', ' - Galacto-oligosaccharides ', 'LAIT', ' - Concentré de lactosérum ', 'LAIT', ' - Protéines de lactosérum ', 'LAIT', ' - Fructo-oligosaccharides - Huile depoisson ', 'POISSON', ' - Huile de Mortierella alpina - Emulsifiant :lécithine de soja ', 'SOJA', ' - Chlorure de choline - Inositol - Taurine - L-carnitine - Nucléotides - Vitamines ', 'A', 'B1', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12,C', 'D3', 'E', 'K1', ' - Minéraux ', ""sels de calcium et de magnésium de l'acideorthophosphorique"", 'chlorures de potassium et de magnésium', 'citrates desodium et de potassium', 'sulfates de fer', 'de zinc', 'de cuivre et demanganèse', 'iodure de potassium', 'sélénite de sodium']","['Huile de palme', 'Non végétalien', 'Non végétarien']",2002,478,"24,3","53,3","9,6","0,398","0,159",2002 kj(478 kcal),"10,8","52,7","['Bledina', 'Bledilait']",,,,,,,,,,,,,,,1200 g,['Point Vert'],,,,,,,,,,,,,,,,,,,Lait pour nourrissons en poudre,,"['Poisson', 'Lait', 'Soja']",4,"['E322i - Lécithine', 'E1001 - Sels et esters de choline', 'E330 - Acide citrique']",,,,['Huile de palme'],,
1007,Anneaux D'Encornet géant surgelé,3367870333810,['France'],[],[],?,132,"0,1","23,2","7,5","1,4","0,56",552 kj(132 kcal),0,0,,,['Encornet géant'],,,,,,,,,,,,,,,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,,,,,3,,C,,,,,,,,,,,,,
1008,Magret de canard fermier de gascogne,0251101068097,['France'],[],[],?,?,?,?,?,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Poulet fermier élevé en plein air,2209332008793,['France'],[],[],?,160,"8,6","0,5",21,"0,1","0,04",669 kj(160 kcal),"2,8","0,5",,D,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers']",,+15%,+39%,+34%,+2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Label Rouge'],8.6 g,en quantité modérée,2.8 g,en quantité modérée,0.5 g,en faible quantité,0.1 g,en faible quantité,+16%,+73%,+64%,-38%,-38%,-2,,A,,"['FR 14.509.030 CE', 'Plumetot (Calvados, France)']",,,,,,,,,,,
1010,Ketchup,5425021588316,['France'],[],[],?,113,"0,1","25,5","0,9","0,26","0,104",473 kj(113 kcal),0,"21,2",,,,,,,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Magret de canard mariné aux herbes de provence,4056489276609,['France'],[],[],?,282,25,"1,3",13,"0,75","0,3",1180 kj(282 kcal),"8,3","0,6",,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,-17%,-15%,+4%,-27%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,25 g,en quantité élevée,8.3 g,en quantité élevée,0.6 g,en faible quantité,0.75 g,en quantité modérée,-17%,-17%,-10%,-55%,-55%,14,-24%,D,-24%,,,,,,,,,,,,
1012,Filets d’anchois à l’huile de tournesol,3700029202689,['France'],[],[],?,224,"13,5","1,3","24,4",12,"4,8",937 kj(224 kcal),"1,83","0,19",,B,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale"", ""Anchois à l'huile"", ""Anchois à l'huile de tournesol""]",,+10%,+7%,-10%,+17%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,13.5 g,en quantité modérée,1.83 g,en quantité modérée,0.19 g,en faible quantité,12 g,en quantité élevée,+8%,-24%,-28%,+77%,+77%,13,+4%,D,+4%,,,,,,,,,,,,
1013,Beignet leclerc - E.Leclerc,3000000200339,['France'],[],[],?,385,18,47,"6,5","0,71","0,284",1611 kj(385 kcal),2,19,['E.Leclerc'],,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,+8%,+14%,+4%,+3%,,,,,,,,,,18 g,en quantité modérée,2 g,en quantité modérée,19 g,en quantité élevée,0.71 g,en quantité modérée,+8%,-42%,+17%,-4%,-4%,12,0%,D,0%,,,,,,,,,,,,
1014,Gaspacho - L'atelier Bernard Marot,3760280490751,['France'],[],[],?,51,"3,2","4,3",1,"0,74","0,296",213 kj(51 kcal),"0,5","3,7","[""L'atelier Bernard Marot""]",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",,+24%,+31%,+28%,+27%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,3.2 g,en quantité modérée,0.5 g,en faible quantité,3.7 g,en faible quantité,0.74 g,en quantité modérée,+23%,+30%,+45%,+11%,+11%,3,+152%,C,+152%,,,,,,,,,,,,
1015,Quiche lorraine gourmande surgelee,3308650069444,['France'],[],[],?,226,"10,4","23,7","9,2","0,8","0,32",946 kj(226 kcal),"3,7","2,6",,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,-14%,-36%,+23%,-1%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,10.4 g,en quantité modérée,3.7 g,en quantité modérée,2.6 g,en faible quantité,0.8 g,en quantité modérée,-14%,-58%,+13%,-23%,-23%,3,-79%,C,-79%,"['EMB 86160A', 'Mirebeau (Vienne, France)', 'FR 86.160.002 CE', 'Mirebeau (Vienne, France)']",,,,,,,,,,,
1016,Café soluble Arabica,3760295170334,['France'],[],[],?,?,?,?,?,,,,,,,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Café Arabica', 'Cafés solubles']",,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Vin rosé,3760310550011,['France'],[],[],?,?,?,?,?,,,,0,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,-100%,,,,,,,,,,,,,,,,,,,
1018,Pate fritons de canard gras,3302186000124,['France'],[],[],?,271,"20,2",1,"22,4","1,7","0,68",1134 kj(271 kcal),"7,96","0,5",,,"['Friton de canard', 'Fritons de canard']",,,,,,,,,,,,,,,20.2 g,en quantité élevée,7.96 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,,,,,17,,D,,,,,,,,,,,,,
1019,Magret de canard du Sud-Ouest,0219007045598,['France'],[],[],?,?,?,?,?,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Super Diet Herbesan Ginseng Tonifiant 20X15ML (tonus),3428883625900,['France'],[],[],?,?,?,?,?,,,,,,['Herbesan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Quiche Lorraine,2334595030301,['France'],[],[],?,275,19,14,12,"1,4","0,56",1151 kj(275 kcal),11,"2,1",,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,+4%,+17%,-27%,+29%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,19 g,en quantité modérée,11 g,en quantité élevée,2.1 g,en faible quantité,1.4 g,en quantité modérée,+5%,+26%,-9%,+35%,+35%,19,+34%,E,+34%,,,,,,,,,,,,
1022,Nuggets poulet,3701078922160,['France'],[],[],?,341,"3,8","10,9","61,4","3,3","1,32",1427 kj(341 kcal),"1,2","4,4",,D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",,+52%,-66%,-35%,+380%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,3.8 g,en quantité modérée,1.2 g,en faible quantité,4.4 g,en faible quantité,3.3 g,en quantité élevée,+52%,-40%,+236%,+182%,+182%,15,+309%,D,+309%,,,,,,,,,,,,
1023,Yaourt Vanille,3760059290131,['France'],[],[],?,75,4,"4,1","5,6","0,1","0,04",314 kj(75 kcal),"2,8","4,1",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts vanille']",,-23%,+14%,-66%,+46%,,,,,,,,,,4 g,en quantité modérée,2.8 g,en quantité modérée,4.1 g,en faible quantité,0.1 g,en faible quantité,-22%,+24%,-63%,-7%,-7%,-1,-137%,A,-137%,,,,,,,,,,,,
1024,Sirop de banane kiwi,72580752,['France'],[],[],?,324,0,"79,8",0,,,1356 kj(324 kcal),0,"79,5",,,['Sirop de banane kiwi'],,,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,79.5 g,en quantité élevée,,,,,,,,,,,,,,,,,,,,,,,
1025,Pavé - Charal,0292473046511,['France'],[],[],?,113,"2,3",0,23,"0,17","0,068",473 kj(113 kcal),"0,8",0,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,1 bifteck - Charal,0292471019173,['France'],[],[],?,113,"2,3",0,23,"0,17","0,068",473 kj(113 kcal),"0,8",0,['Charal'],,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Snack mix - Zonnatura,8711812425548,['France'],[],[],?,511,33,"8,3",38,"1,3","0,52",2138 kj(511 kcal),"5,1","2,5",['Zonnatura'],,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AT-BIO-402']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,2 Faux-Filets - Charal,0292477061404,['France'],[],[],?,148,"6,7",0,"0,16","2,3","0,92",619 kj(148 kcal),0,0,['Charal'],,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Yogi Tea,4012824600478,['France'],[],[],?,14,"0,1",0,"0,1",,,59 kj(14 kcal),"0,1",0,['Yogi Tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Magret de canard,2209030006183,['France'],[],[],?,?,?,?,?,"0,13","0,052",,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,0.13 g,en faible quantité,,,,-92%,-92%,,,,,,,,,,,,,,,,
1031,Bavette d’aloyau - Charal,0292475051308,['France'],[],[],?,131,"5,7",0,20,"0,19","0,076",548 kj(131 kcal),"2,2",0,['Charal'],E,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,0%,-0%,-100%,0%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,"['Nutriscore', 'Nutriscore A']",5.7 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,0%,+0%,-100%,-0%,-0%,-2,,A,,,,,,,,,,,,,
1032,Pain grillé maison - E.Leclerc,3478920009989,['France'],[],[],?,44,"0,7","1,3","2,9",0,0,184 kj(44 kcal),"0,1","1,1",['E.Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Clé des champs 3+1 - E.Leclerc,3000000001325,['France'],[],[],?,?,?,?,?,"2,2","0,88",,,,['E.Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Tournedos filet - Charal,0292451056013,['France'],[],[],?,206,14,0,20,"0,16","0,064",862 kj(206 kcal),"4,8",0,['Charal'],,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",,+15%,+44%,-100%,-0%,,,,,,,,,,14 g,en quantité modérée,4.8 g,en quantité modérée,0 g,en faible quantité,0.16 g,en faible quantité,+15%,+21%,-100%,-86%,-86%,1,-81%,B,-81%,,,,,,,,,,,,
1035,Kit dentaire à la menthe 3 en 1,20525095,['France'],[],[],?,?,?,?,?,,,,,,,,['en:Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Déodorant - Sanex - 200ml,3181730104286,['France'],[],[],?,?,?,?,?,,,,,,['Sanex'],,,,,,,,,,,,,,,200ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Vinaigre de nettoyage,3564700761496,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Chargement…,3178041340595,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,sreripan - 75ml,3031443123145,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,75ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Fondente extra tavoletta di cioccolato fondente extra,8000300359992,['France'],[],[],?,511,28,55,"4,9",0,0,2138 kj(511 kcal),17,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Serviette hygiénique always ultra secure night,8001841217789,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,xeor lessive - repère,3564706535015,['France'],[],[],?,?,?,?,?,,,,,,['repère'],,['Lessive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Oral-B pro expert,3014260091361,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Producto'],,,,,,,,,
1044,Fevertree premium Indian tonic water,5060108450959,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['card-carton', 'aluminium-bottle']",,,,,,,,,
1045,dentifrice de ta vie junior,3517360018516,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,chardonnay - ROCHE MAZET,3175529626813,['France'],[],[],?,?,?,?,?,,,,,,['ROCHE MAZET'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,saugella,3700343900827,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,8697926007439,8697926007439,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Bancha - Aromandise,3560467100127,['France'],[],[],?,?,?,?,?,,,,,,['Aromandise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Nettoyant apaisant assainissant Crealine - Bioderma - 200ml,3401397240302,['France'],[],[],?,?,?,?,?,,,,,,['Bioderma'],,,,,,,,,,,,,,,200 ml,,,,,,,,,,,,,,,,,,,,,['Plastique'],,,,,,,,,
1051,Cap•Actifs®️,3401520288300,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Casa azura,8794056260076,['France'],[],[],?,?,?,?,?,,,,,,['Casa azura'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,infusion défenses naturelles - biofloral,3760029840342,['France'],[],[],?,?,?,?,?,,,,,,['Biofloral'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,2000000009974,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Café Pur Arabica Mexique & Guatemala 250g,8016225096799,['France'],[],[],?,1,0,"0,3","0,2",0,0,4 kj(1 kcal),0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,-98%,-100%,-96%,-90%,,,,,,,,,,,,,,,,,,-98%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,
1056,L’amateur café - 1kg,3564884018485,['France'],[],[],?,?,?,?,?,,,,,,['L’amateur café'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Café Arabica']",,,,,,,,,,,,,1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Prince - Mondelez,2627210449313,['France'],[],[],?,?,?,?,?,,,,,,['Mondelez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Sauvignon - Les Ormes de Cambras,3211209176626,['France'],[],[],?,?,?,?,?,,,,,,['Les Ormes de Cambras'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,MIEL DE NOS VERGERS - LIMDOR,3701201367028,['France'],[],[],?,?,?,?,?,,,,,,['LIMDOR'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,mixa Expert - 50ml,3600550821215,['France'],[],[],?,?,?,?,?,,,,,,['Mixa'],,['Peau sensible'],,,,,,,,,,,,,50ml,,,,,,,,,,,,,,,,,,,,,['Verre'],,,,,,,,,
1061,Sa ce mange pas merci,3178041342919,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,OralB -,8001841180069,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Mousse au chocolat - Crous Resto' - 100g,00033817,['France'],"['LAIT demi écrémé 67,6%', 'préparation pour mousse au chocolat 32,4% ', 'chocolat en poudre 62,5% [sucre', 'cacao]', 'sucre', 'cacao maigre 7%', 'graisse de noix de coco totalement hydrogénée', 'LACTOSE', 'gélatine de boeuf', 'émulsifiants : E472a', 'E471', 'protéine de LAIT', 'stabilisant : alginate de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,169,"5,6","22,7","5,8","0,1","0,04",707 kj(169 kcal),"4,5","21,6","[""Crous Resto'"", 'Crous Languedoc Roussillon']",,"['Desserts', 'Desserts au chocolat']",,-14%,-41%,+11%,+29%,,,,,,,,100 g,,5.6 g,en quantité modérée,4.5 g,en quantité modérée,21.6 g,en quantité élevée,0.1 g,en faible quantité,-12%,-21%,+23%,-43%,-43%,5,-41%,C,-41%,,,['Boîte plastique'],['Lait'],4,"[""E472a - Ester diacétyl-acétique d'acides gras"", ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,['Crous Languedoc-Roussillon'],,,,
1064,285g,00274722,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,285 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Crumpets -,0002000002299,['France'],[],[],?,183,1,37,"6,11",1,"0,4",766 kj(183 kcal),"0,5","3,5",,,['Crêpes et galettes'],,-30%,-87%,-4%,-14%,,,,,,,,,,1 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,1 g,en quantité modérée,-30%,-83%,-73%,+0%,+0%,3,-68%,C,-68%,,,,,,,,,,,,
1066,Cakes Raisins - Bijou - 900g,000030,['France'],"['Farine de blé', 'œufs frais', 'huile de colza', 'sucre', 'raisins secs 13% ', 'raisins', 'huile de colza', 'dextrose', 'sirop de glucose-fructose', 'stabilisant : glycérol', 'poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates ', 'blé', 'sel', 'lait écrémé en poudre', 'émulsifiants : mono et diglycérides d’acides gras', ""arôme naturel d'orange""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1768,?,19,56,"5,8","0,65","0,26",1768 kj(423 kcal),"2,5",28,['Bijou'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits', 'Cakes aux raisins']",+9%,,+23%,-0%,+20%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,900 g,"['Point Vert', 'Fabriqué en France']",19 g,en quantité modérée,2.5 g,en quantité modérée,28 g,en quantité élevée,0.65 g,en quantité modérée,+8%,-43%,-16%,+11%,+11%,14,-16%,D,-16%,,Pâtisseries aux raisins secs.,"['boîte', 'Carton', 'Plastique', 'Sachet']","['Œufs', 'Gluten', 'Lait']",4,"['E422 - Glycérol', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['France'],['Correspondance'],,,http://www.bijou.com/achat-de-biscuits/patisseries-traditionnelles-222/cakes-raisins-2263.html,
1067,Chair à saucisse - Sovivo - 792g,00003100,['France'],"['Viandes de porc ', '86%', 'eau', 'acidifiant ', 'E326', 'sel', 'dextrose', 'acidifiant ', 'E263', 'exhausteur de goût ', 'E621', 'antioxygène ', 'E316', 'colorants ', 'E120', 'E150c', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,['Sovivo'],,"['Viandes', 'Charcuteries', 'Saucisses', 'en:raw-sausage-meat-with-pure-pork']",,,,,,,,,,,,,792 g,,,,,,,,,,,,,,,,,,,"['FR 31.090.010 CE', 'Brignemont (Haute-Garonne, France)']",,"['Barquette', 'Plastique']",,4,"['E326 - Lactate de potassium', 'E263 - Acétate de calcium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E120 - Acide carminique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",['France'],,['France'],,,
1068,All Butter Fruity Flapjack Cookies - Marks & Spencer - 225g e,00011709,"['France', 'Royaume-Uni']","['Sucre • Beurre ', 'Lait', ' ', '15%', "" • flocons d'avoine "", 'contient du gluten', ' • Farine de blé', 'contient du gluten', ' ', 'avec du blé', 'du carbonate de calcium', 'du fer', 'de la niacine', 'de la thiamine', ' • Raisins secs ', '12%', ' • Noix de coco desséchée ', '8 %', ' • Abricots séchés ', '7 %', ' ', 'Abricots • Farine de riz • Conservateur: E220 ', 'Sulfites', ' • Golden syrup ', 'sirop de sucre inverti', ' • œufs pasteurisés • Agent de levage: Bicarbonate de sodium', 'E450', 'E503', 'sel', 'Mélasse']","['Non végétalien', 'Végétarien']",?,451,"20,5","59,3","5,1","0,78","0,312",1887 kj(451 kcal),"13,3","36,5",['Marks & Spencer'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Cookies', ""Biscuits à l'avoine"", 'Cookies au raisin']",,-2%,0%,+1%,-32%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,225 g e,"['Végétarien', 'Point Vert', 'Pur beurre']",20.5 g,en quantité élevée,13.3 g,en quantité élevée,36.5 g,en quantité élevée,0.78 g,en quantité modérée,-3%,+67%,+62%,+27%,+27%,22,+43%,E,+43%,,"Biscuits pur beurre avec de l'avoine, des raisins secs, de la noix de coco et des abricots déshydratés.","['Sachet', 'Plastique']","['Œufs', 'Gluten', 'Lait', 'Avoine', 'Anhydride sulfureux et sulfites']",4,"['E502 - Carbonates', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E503 - Carbonates d'ammonium""]",['Royaume-Uni'],['Marks & Spencer'],,,,
1069,Passion fruit - M & S,00012126,"['France', 'Royaume-Uni']",['fruit de la passion'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,58,"0,4","5,7","2,8","0,1","0,04",243 kj(58 kcal),"0,1","5,7",['M & S'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,,
1070,"Traders Joe's, Baking Powder - Legacy Manufacturing Co.",00015165,"['France', 'États-Unis']","['Monocalcium phosphate', 'sodium bicarbonate', 'cornstarch']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0,0,0,"22,918","9,167",0 kj(0 kcal),0,0,['Legacy Manufacturing Co.'],,['Aides culinaires'],,-100%,-100%,-100%,-100%,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,22.9 g,en quantité élevée,-100%,-100%,-100%,+4097%,+4097%,10,-19%,C,-19%,,,,,3,"['E341i - Phosphate monocalcique', 'E500ii - Carbonate acide de sodium']",,,,,,Legacy Manufacturing Co.
1071,Highland Shortbread All Butter Fingers - Sainsbury's,00019101,"['France', 'Royaume-Uni']",[],[],?,525,"28,3","60,5","6,2","0,6","0,24",2197 kj(525 kcal),"18,5","14,8","[""Sainsbury's""]",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Shortbread']",,+2%,+1%,+0%,+12%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,['Pur beurre'],28.3 g,en quantité élevée,18.5 g,en quantité élevée,14.8 g,en quantité élevée,0.6 g,en quantité modérée,+1%,+11%,-23%,-9%,-9%,21,-1%,E,-1%,,,"['Sachet', 'Plastique']",,,,,"[""Sainsbury's""]",,,,
