,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,brand,categories,labels,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,markets,ingredients_origins,generic_name,manufacturing,link,additives,palm_ingredients,brand_owner
780,PETIT TEXAS BACON - Burger King - 117.5g,,['France'],[],[],?,325,1360 kj(325 kcal),"18,1","6,13","23,8","4,26","15,7",E,['Burger King'],"['Sandwichs', 'Hamburgers', 'Hamburgers de fast food']",,"['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Graines de sésame']",,18.1 g,en quantité modérée,6.13 g,en quantité élevée,4.26 g,en faible quantité,1.36 g,en quantité modérée,,+32%,+32%,+44%,+24%,+23%,+19%,+20%,"1,36",+12%,"0,545",+12%,16,+62%,D,+62%,92.4%,3.3%,1.1%,0.9%,0.5%,1.9%,15,117.5 g,['Boîte'],,['Burger King'],,,,https://www.burgerking.fr/produit/petit-texas-bacon,,,
781,Test food 1,7840011122239,['France'],[],[],?,?,,?,0,?,,?,,,"['Non alimentaire', 'en:Tests']",,,,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,CROUSTY CHEESE - Burger King - 108g,,['France'],[],[],?,366,1530 kj(366 kcal),25,"0,37",24,"0,741","12,3",,['Burger King'],,,"['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,"2,59",,"1,04",,,,,,,,,,,,,108 g,,,['Burger King'],,,,,,,
783,Dip Apéro Butternut carotte & cumin - La Popote Compagnie - 125g,3770009392396,['France'],"['Butternut* 26,4%', 'carotte* 25,1%', 'fromage blanc* ', 'lait*', 'crème*', 'ferments lactiques', ' 23,9%', 'mangue*', 'vinaigre de cidre*', 'cumin* 0,85%', 'sel', 'poivre*', "" *Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],211,50,211 kj(50 kcal),"1,4","0,6","6,3","5,5","2,3",,['La Popote Compagnie'],,"['Bio', 'Agriculture UE/Non UE', 'Sans additifs']",['Lait'],,,,,,,,,,,,,,,,,,"0,62",,"0,248",,,,,,,,,,,,,125 g,['Frais'],,,,,['France'],,,,
784,WRAP CHICKEN LOUISIANE - Burger King - 266.4g,,['France'],[],[],?,262,1100 kj(262 kcal),"14,8","4,43",21,"2,7","10,5",,['Burger King'],"['Sandwichs', 'Wraps']",,"['Céleri', 'Œufs', 'Gluten', 'Lait', 'Moutarde']",,14.8 g,en quantité modérée,4.43 g,en quantité modérée,2.7 g,en faible quantité,1.43 g,en quantité modérée,,+13%,+15%,+64%,+97%,-19%,+11%,+20%,"1,43",+24%,"0,571",+24%,13,+223%,D,+223%,,,,,,,,266.4 g,,,['Burger King'],,,,https://www.burgerking.fr/produit/wrap-chickenlouisiane,,,
785,BUFFALO CHICKEN FRIES - Burger King - 91g,,['France'],[],[],?,295,1230 kj(295 kcal),"16,5","1,98",18,"0,22","17,8",,['Burger King'],['Chips et frites'],,"['Céleri', 'Gluten']",,16.5 g,en quantité modérée,1.98 g,en quantité modérée,0.22 g,en faible quantité,2.2 g,en quantité élevée,,-39%,-39%,-38%,-31%,-64%,-90%,+232%,"2,2",+79%,"0,879",+79%,13,+23%,D,+23%,,,,,,,,91 g,,,['Burger King'],,,,https://www.burgerking.fr/produit/buffalo-chicken-fries,,,
786,Test sans nutrition fact,7840011133440,['France'],[],[],?,?,,?,0,?,,?,,,"['Non alimentaire', 'en:Tests']",,,,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Torsades chocolat leclerc,2001201020062,['France'],[],[],?,341,1427 kj(341 kcal),15,"9,2",44,18,"6,2",,,,,,,,,,,,,,,,,,,,,,,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,
788,Tzst c,7840011133556,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,Cookies,0207390030178,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Tamarindo con ta-jin,7503008958548,['France'],[],[],?,352,1473 kj(352 kcal),"0,6","0,17","84,6","71,1","2,2",,,,,,,,,,,,,,,,,,,,,,,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,,,,
791,Be black panther,3770009355391,['France'],[],[],?,387,1619 kj(387 kcal),"6,8","4,3","14,6","9,8","66,1",,,,,,,,,,,,,,,,,,,,,,,"2,34",,"0,936",,,,,,,,,,,,,,,,,,,,,,,
792,Dal biji namkeen - Haldiram's,8904004401219,['France'],[],[],?,540,2259 kj(540 kcal),"32,88","13,65","45,41",0,"15,64",,"[""Haldiram's""]",,,,,,,,,,,,,,,,,,,,,"0,388",,"0,155",,,,,,,,,,,,,,,,,,,,,,,
793,Rôti filet fumé au bois d'être,2654233082135,['France'],[],[],?,188,787 kj(188 kcal),12,"4,2",0,0,19,,,,,,,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,,,,,,,
794,Umeboshi/Prunes salées,4901602710204,['France'],[],[],?,78,326 kj(78 kcal),"0,5","0,1",17,"14,5","1,4",,,,,,,,,,,,,,,,,,,,,,,"7,8",,"3,12",,,,,,,,,,,,,,,,,,,,,,,
795,4260407420023,4260407420023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,0202115015096,0202115015096,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Oranges amères,3500547711232,['France'],[],[],?,168,703 kj(168 kcal),"0,2",0,"41,1",39,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Mangue en cube,0207654013459,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Extrait de vanille avec grains,3760080785521,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Safran en poudre,3760080785620,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Smached potatoes with chiken,4680019020198,['France'],[],[],?,99,414 kj(99 kcal),"6,6",0,0,0,"8,5",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
802,Hauts de cuisses de poulet,0253098014378,['France'],[],[],?,?,,?,,?,,?,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
803,Olives - Oliveraie Jeanjean,3760143531256,['France'],[],[],?,162,678 kj(162 kcal),14,"1,42","1,71",0,"0,92",,['Oliveraie Jeanjean'],,,,,,,,,,,,,,,,,,,,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,
804,Pouilly-Fuissé,3770011031023,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Boule pain blanc bio fabrique par nos boulangers,2020004039781,['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,OLIVES NOIRES DENOYAUTEES,3760048380775,['France'],[],[],?,319,1335 kj(319 kcal),30,4,10,"0,4","1,9",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives dénoyautées', 'Olives noires dénoyautées']",,,,30 g,en quantité élevée,4 g,en quantité modérée,0.4 g,en faible quantité,8 g,en quantité élevée,,+48%,+48%,+42%,+43%,+308%,+33%,+52%,8,+123%,"3,2",+123%,16,+31%,D,+31%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,
807,jambon de bayonne IGP,2245739036540,['France'],[],[],?,229,958 kj(229 kcal),"10,9","4,5","0,5","0,5","32,3",E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons de Bayonne']",,,,10.9 g,en quantité modérée,4.5 g,en quantité modérée,0.5 g,en faible quantité,4.8 g,en quantité élevée,,-7%,-7%,-22%,-24%,-21%,+8%,+10%,"4,8",+0%,"1,92",+0%,16,-11%,D,-11%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,,,
808,Flan pâtissier,0206060017051,['France'],[],[],?,211,883 kj(211 kcal),"8,6","5,5",29,18,"3,9",,,,,,,,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,
809,Poulet roti,0253998056416,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Glace à la vanille de Tahiti,3760280991999,['France'],[],[],?,175,732 kj(175 kcal),"8,5","5,6",21,21,"3,8",,,,,,,,,,,,,,,,,,,,,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,
811,Tranches de Filet de Dinde,2614143041929,['France'],[],[],?,110,460 kj(110 kcal),"1,1","0,4",0,0,25,,,,,,,,,,,,,,,,,,,,,,,"0,16",,"0,064",,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,
812,Pain Bûcheron,0203054013518,['France'],[],[],?,220,920 kj(220 kcal),2,"0,2",42,1,"9,6",,,,,,,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
813,Wild Blossom Cider,0853045008131,['France'],[],[],?,?,,?,0,?,,?,D,,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,-100%,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,
814,Barr,5000382101321,['France'],[],[],?,24,100 kj(24 kcal),0,0,"2,2","2,2","0,5",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
815,Boudin noir recette béarnaise,2428307015288,['France'],[],[],?,270,1130 kj(270 kcal),22,"7,7",4,"0,4",17,,,,,,,,,,,,,,,,,,,,,,,11,,"4,4",,,,,,,,,,,,,,,,,,,,,,,
816,Mojito,3032230112571,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Jambon cuit au miel 4 tranches,2637602038704,['France'],[],[],?,117,490 kj(117 kcal),"3,52","1,36","0,77","0,76","20,5",,,,,,,,,,,,,,,,,,,,,,,"1,87",,"0,748",,,,,,,,,,,,,,,,,,,,,,,
818,Guisse de Poulet,2235967061995,['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Auto m'autoriser choc au sommet,3780177403954,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,100% Whey prime,5600499565674,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Lomo al ajillo,2303440003494,"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Producto'],,,,,,,,,
822,2303791004003,2303791004003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,Pizza adriatica,8005658110189,['France'],[],[],?,206,862 kj(206 kcal),"7,8","2,9",23,"1,8",10,,,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
824,Vinaigre balsamique de Modène - Monini - 250ml,8005510004021,['France'],[],[],?,?,,?,,?,,?,B,['Monini'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",['IGP'],,,,,,,,,0 g,en faible quantité,,,,,,,,,0,-100%,0,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,250 ml,,,,,,,,,,
825,Saint-nectaire fermier au lait cru,2444532080167,['France'],[],[],?,1378,5766 kj(1378 kcal),27,18,"1,1","0,5",21,,,,,,,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
826,Paver de steacks,0212575051039,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Kebab,2010001960010,['France'],[],[],?,100,418 kj(100 kcal),100,8,5,0,0,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,
828,Pavé aux céréales,0204383005250,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Tomates Rondes Cat 1 - Origine Maroc - 1kg,3700344600344,['France'],[],[],?,20,84 kj(20 kcal),"3,04",0,"3,07","0,84","0,91",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,1 kg,,,,,,,,,,
830,Poiré de Normandie,3760054210066,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Pad ka prow sauce,8850554647488,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
832,Oignon rouge,3363290307271,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Lentilles de corail entières,1000000000231,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Saucisse sèche pur porc Louis D'Auvergne,2602605028403,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Paprika doux,16517339,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Morbier,2227483036670,['France'],[],[],?,?,,?,,?,,?,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
837,Cœur de Fraise,3760299630452,['France'],[],[],?,135,565 kj(135 kcal),"0,5","0,1",31,30,"0,7",,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Le Montecao,3990277081215,['France'],[],[],?,512,2142 kj(512 kcal),26,"4,5",64,30,"4,8",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
839,Larves de vers de farine,4011905607924,['France'],[],[],?,6,25 kj(6 kcal),3,1,6,1,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
840,Cuisses de poulet rôti - Le Gaulois,0217637039369,['France'],[],[],?,168,703 kj(168 kcal),10,"2,6",0,0,19,D,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['Sans conservateurs'],,,10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,,-12%,-12%,-19%,-22%,-100%,-100%,+3%,"1,4",+84%,"0,56",+84%,5,+42%,C,+42%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
841,Risotto aux cépes et à la truffe d'été,3237850002701,['France'],[],[],?,352,1473 kj(352 kcal),"3,2","1,1","70,9","3,7","8,7",,,,,,,,,,,,,,,,,,,,,,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,
842,Lungo estremo - Hema,8718537551101,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",,['Hema'],,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
843,Hand craft street pizza,8027697001464,['France'],[],[],?,220,920 kj(220 kcal),"5,5","2,6",33,6,"7,3",,,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,
844,Mouton chocolat au lait - Lidl,19611051,['France'],[],[],?,565,2364 kj(565 kcal),"35,7","21,5",53,"52,6","6,7",,"['Lidl', 'Favorina']",,,,,,,,,,,,,,,,,,,,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,
845,Nescafe Stick,7840077733226,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
846,Lentilles vertes de haute Provence - 1kg,3283080000031,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,
847,Pitted Green Olives In Brine,5018374314253,['France'],[],[],?,138,577 kj(138 kcal),"12,8","2,5","3,6","0,1","0,8",,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,['glass-jar'],,,,,,,,,
848,Sucre,7840079933228,['France'],[],[],?,442,1849 kj(442 kcal),13,1,73,43,6,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
849,L écrasé de pomme de terre à  l huile d olive,3599740008423,['France'],[],[],?,160,669 kj(160 kcal),11,3,17,"0,8",2,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
850,Bonbon propolis eucalyptus,3034640402075,['France'],[],[],?,396,1657 kj(396 kcal),"0,5","0,1",97,76,"0,5",,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Creme gateau a la vanille bio,45926143,['France'],[],[],?,379,1586 kj(379 kcal),"0,3","0,1",94,55,"0,3",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Kremali kakaolu sandvic biskuvi - Ülker,5941664008870,['France'],[],[],?,485,2029 kj(485 kcal),19,"9,4","71,7",30,"6,8",,['Ülker'],,,,,,,,,,,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
853,Nescafe stick,7840073333222,['France'],[],[],?,442,1849 kj(442 kcal),13,1,73,43,6,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
854,Raisin,3605265026856,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Glace mojito,8606108750117,['France'],[],[],?,50,209 kj(50 kcal),"0,01","0,001",12,"11,2","0,02",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
856,Chocolat noir Perou,7840066633322,['France'],[],[],?,598,2502 kj(598 kcal),"48,7","30,5","23,2","15,2","10,6",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
857,Chocolat,7840022633328,['France'],[],[],?,598,2502 kj(598 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
858,Coings,3560004415042,['France'],[],[],?,135,565 kj(135 kcal),"0,1",0,33,"24,7","0,6",,,,['Bio'],,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
859,Chocolat noir  63 % fraise - Limouzi Saveurs,3760268980359,['France'],"['Chocolat noir 63% Origine non UE ', 'cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de colza', 'vanille bourbon en gousse', '16,67% fraise déshydratée']",[],?,569,2381 kj(569 kcal),39,24,48,36,"6,4",E,['Limouzi Saveurs'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,4,39 g,en quantité élevée,24 g,en quantité élevée,36 g,en quantité élevée,0 g,en faible quantité,,+2%,+3%,-1%,+4%,+24%,+14%,-16%,0,-100%,0,-100%,24,+13%,E,+13%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,['E322i - Lécithine'],,
860,Crème de Normandie,3265776107545,['France'],[],[],?,337,1410 kj(337 kcal),"32,5","20,8","8,9","8,9","2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Terrine de campagne,2005300450034,['France'],[],[],?,?,,?,,?,,?,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Sauce salade,3770003943983,['France'],[],[],?,186,778 kj(186 kcal),"18,8","1,3","3,7","2,1","0,3",,,,,,,,,,,,,,,,,,,,,,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,
863,Sel de table,7840022655320,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Moomin Mustikka-vadelma lakritsi - Fazer,6411401061011,"['Finlande', 'France']",[],[],?,?,,?,,?,,?,,['Fazer'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Produits sous license']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,L'abeille de l'ésterel,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Gnocchi - 300g,7840022655993,['France'],[],[],?,168,703 kj(168 kcal),"7,2",3,21,"6,3","3,9",,,,,,,,,,,,,,,,,,,,,,,"1,1",,"0,44",,,,,,,,,,,,,300 g,,,['Picard'],,,,,,,
867,Gnocchi,7840022655900,['France'],[],[],?,294,1230 kj(294 kcal),7,"2,6","46,7",4,"9,8",,,,,,,,,,,,,,,,,,,,,,,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,
868,Impériale Aloe,8809041429908,['France'],[],[],?,20,84 kj(20 kcal),0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
869,Lait croissance - Auchan,3596710481620,['France'],[],[],?,?,,?,,?,,?,B,['Auchan'],"['Aliments pour bébé', 'Laits pour bébé', 'Laits de croissance']",,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,,,,['Auchan'],,,,,,,
870,Champignon,7840022655917,['France'],[],[],?,204,854 kj(204 kcal),15,"5,5",0,0,16,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,
871,Food chicken,5902461009422,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Le chocolat du patissier - 80g,3395250500279,['France'],[],[],?,546,2284 kj(546 kcal),43,26,32,27,8,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,80 g,,,,,,,,,,
873,Spécialités de pruneaux au thym,3452517286113,['France'],[],[],?,234,979 kj(234 kcal),"0,3","0,08",54,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,2 cuisses de poulet,0215694029262,['France'],[],[],?,?,,?,,?,,?,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']","['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,
875,Batard complet bio - 300g,3581084480706,['France'],[],[],?,230,962 kj(230 kcal),"1,2","0,2","43,5","1,3","7,8",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,"1,2",,"0,48",,,,,,,,,,,,,300 g,,,,,,,,,,
876,Lait toffee café,8718537571819,['France'],[],[],?,528,2209 kj(528 kcal),"31,1","19,8","56,3","54,4","4,7",,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,
877,Miel de Dordogne,2020003380006,['France'],[],[],?,?,,?,,?,,?,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
878,Do kavu - Roshen,4823077623790,['France'],[],[],?,460,1925 kj(460 kcal),18,"9,2",65,"19,9",7,,['Roshen'],,,,,,,,,,,,,,,,,,,,,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,
879,Pecorino sarde,0202915019553,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Compote,7840044332216,['France'],[],[],?,61,255 kj(61 kcal),"0,6","0,2",13,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Jus de fruit,7840011223349,['France'],[],[],?,39,163 kj(39 kcal),"0,1",0,"8,5",8,"0,8",,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
