,name,bar_code,brand,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,ingredients_origins,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,markets,manufacturing,palm_ingredients,link,brand_owner,origin_detail,producer_info
422,Purée Pommes Fraises - Danival,3431590013700,['Danival'],,['France'],"['purée de pommes* françaises ', '85%', 'purée de fraises* ', '15%', ""*100% des ingrédients d'origine agricole ont été obtenus selon les règles de production biologique""]",[],244,?,244 kj(58 kcal),"0,2",0,"12,5","9,6","0,3","< 0,01","0,004",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes fraise']","['Bio', 'Sans sucre ajouté']",,,1,0.2 g,en faible quantité,0 g,en faible quantité,9.6 g,en quantité modérée,0.01 g,en faible quantité,-4%,,-5%,-41%,-100%,-7%,-23%,-20%,+122%,+122%,-5,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,
423,Crème dessert au Cacao - Danival - 200g,3431590014295,['Danival'],,['France'],[],[],?,112,469 kj(112 kcal),"3,4","2,2",17,15,3,"0,1","0,04",B,,200 g,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,3.4 g,en quantité modérée,2.2 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,,-17%,-17%,-26%,-24%,-9%,-6%,-17%,-33%,-33%,5,+6%,C,+6%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,,,,,,,,
424,Terrine de canard au magret - Les Trois Chefs,3432770025049,['Les Trois Chefs'],,['France'],[],[],?,286,1197 kj(286 kcal),26,"8,6",0,0,13,"1,7","0,68",E,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,,,26 g,en quantité élevée,8.6 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-7%,-6%,-1%,-9%,-100%,-100%,-8%,+11%,+11%,18,+1%,D,+1%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,
425,Jambon supérieur 6 tranches - Jambon mangalica,3434100004816,['Jambon mangalica'],"['FR 21.295.001 CE', ""Gevrey-Chambertin (Côte-d'Or, France)""]",['France'],"['jambon de porc ', 'origine IJE', 's eau', 'sel', 'dextrose sirop de glucose', 'arômes', 'antioxydant E301 conservateur E250']","['Non végétalien', 'Non végétarien']",?,101,423 kj(101 kcal),2,"0,8","0,7","0,7",20,2,"0,8",E,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité supérieure'],,,4,2 g,en faible quantité,0.8 g,en faible quantité,0.7 g,en faible quantité,2 g,en quantité élevée,,-23%,-23%,-58%,-57%,+5%,+18%,-5%,+7%,+7%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['E301 - Ascorbate de sodium'],,,,,,,
426,Inovance Magnésium 60 Comprimés - 70g,3434345871112,,,['France'],[],[],?,?,,?,,?,,?,,,,,70 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Saucisse.cocktail Nat.j Floch 1 / 2 - Jean FLOC'H,3434350001818,"[""Jean FLOC'H""]",,['France'],"['viande de porc 81%', 'plasma de porc', 'eau', 'sel', 'stabilisants ', 'E451', 'E450', 'dextrose', 'épices', 'arômes conservateur ', 'E250', 'colorant ', 'E160c']","['Non végétalien', 'Non végétarien']",?,259,1084 kj(259 kcal),23,"9,5",1,"0,2",12,"1,375","0,55",E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,4,23 g,en quantité élevée,9.5 g,en quantité élevée,0.2 g,en faible quantité,1.38 g,en quantité modérée,,+4%,+4%,+6%,+19%,-39%,-73%,+2%,-28%,-28%,18,+2%,D,+2%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika']",,,,,,,
428,Taboulé à l orientale -  - 800g,3434590043838,,"['FR 50.099.004 CE', 'Carentan (Manche, France)']",['France'],[],[],?,217,908 kj(217 kcal),12,1,"22,9","2,6","3,7","0,8","0,32",B,,800 g,,"['Plats préparés', 'Taboulés']",,,,,12 g,en quantité modérée,1 g,en faible quantité,2.6 g,en faible quantité,0.8 g,en quantité modérée,,+29%,+29%,+85%,+40%,+8%,-20%,-16%,-15%,-15%,3,+10%,C,+10%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,
429,Lasagne bolognaise - Mama Camillo - 1kg,3434590415147,['Mama Camillo'],"['FR 14.431.022 CE', 'Mézidon-Canon (Calvados, France)']",['France'],"['eau  viande bovine crue ', 'origine : France', ' 16,3 %', 'semoule de blé dur', 'emmental', 'concentré de tomate', 'oignons', 'huile de colza', 'farine de blé', 'amidon modifié', 'lait écrémé en poudre', 'sel', 'ail', 'plantes aromatiques', 'gélifiants : farine de graines de caroube et gomme xanthane', 'poivre noir muscade']",['Non végétalien'],?,141,590 kj(141 kcal),"7,2","2,9","12,1","1,7","6,4","0,6","0,24",D,,1 kg,"['Barquette', 'Plastique']","['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']","['Viande-francaise', 'Viande-bovine-francaise']",,"['Gluten', 'Lait']",4,7.2 g,en quantité modérée,2.9 g,en quantité modérée,1.7 g,en faible quantité,0.6 g,en quantité modérée,,+5%,+6%,+19%,+15%,-3%,-38%,+1%,-24%,-24%,2,-13%,B,-13%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane']",,['France'],,,,,
430,Bière forte rouge - La Bouffonne - 33cl,3434880006710,['La Bouffonne'],,['France'],"['Eau', ""malt d'orge"", 'levures', 'épices', 'houblon', 'avec sucre et édulcorant']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,,33 cl,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits', 'Bières à la cerise']",,,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Carrefour', 'Magasins U']",['Belgique'],,,,,
431,"Farci au Saumon et aux St Jacques - Rolmer - 0,450kg",3435020001909,['Rolmer'],"['FR 85.047.012 CE', 'Challans (Vendée, France)']",['France'],"['Saumon Atlantique 56 % ', 'filet de saumon 30 %', 'pulpe de saumon 17 %', 'chair de saumon 9 %', 'brunoise de légumes 14 % ', 'céleri rave', 'carotte', 'poireaux', 'céleri', 'oignon', ""colin d'Alaska 11 %"", ""blanc d'oeuf réhydraté"", 'noix de St Jacques 7 % ', 'noix de Saint-Jacques 80 %', 'corail 20 %', 'farine de riz', 'sel', 'romarin', 'dextrose de blé', 'arômes naturels ', 'sel', 'poisson', 'laurier', 'thym', 'échalote', 'carotte', 'extrait de poisson', 'oignon', 'poudre de lait']","['Non végétalien', 'Non végétarien']",?,159,665 kj(159 kcal),"9,4","1,4","3,3","0,3",15,"0,61","0,244",,"Préparation à base de farce poisson et St Jacques cuite, entourée de saumon cru frais, décor romarin","0,450 kg","['Barquette', 'Plastique']","['Plats préparés', 'Frais', 'Plats préparés au poisson', 'Plats préparés frais']",,['Pérou'],"['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Mollusques']",4,9.4 g,en quantité modérée,1.4 g,en faible quantité,0.3 g,en faible quantité,0.61 g,en quantité modérée,,-14%,-12%,+13%,-45%,-80%,-87%,+100%,-40%,-40%,-1,-124%,A,-124%,,,,,,,,,['Carrefour'],,,,,,
432,Galette de Reims - Fossier - 75g,3435070025788,['Fossier'],,['France'],"['farine de blé', 'sucre', 'beurre concentré 16%', 'oeufs', 'sel', 'poudres à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'arômes', ' Peut contenir des traces de soja et de frui& à coque']",['Non végétalien'],?,469,1962 kj(469 kcal),17,11,72,28,"6,6","1,4","0,56",C,,75 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Fabriqué en France'],,"['Œufs', 'Gluten', 'Lait']",4,17 g,en quantité modérée,11 g,en quantité élevée,28 g,en quantité élevée,1.4 g,en quantité modérée,,-1%,-1%,-18%,+9%,+12%,-5%,+2%,+138%,+138%,27,+36%,E,+36%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",,,,,,,
433,Biscuit rose - Fossier - 100g,3435070062028,['Fossier'],,['France'],[],[],?,392,1640 kj(392 kcal),"3,4",1,82,53,"8,4","0,18","0,072",C,,100 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits roses de Reims']",,,,,3.4 g,en quantité modérée,1 g,en faible quantité,53 g,en quantité élevée,0.18 g,en faible quantité,,-0%,0%,-1%,+0%,+0%,+1%,-0%,-2%,-2%,13,-4%,D,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
434,Le véritable macaron à la framboise - Fossier - 120g,3435071030088,['Fossier'],,['France'],"['sucre', 'Biscuit Rose ', 'sucre', 'farine de blé', 'œufs', ""blancs d'oeufs"", 'colorant E120', ""poudre à lever : carbonate acide d'ammonium"", 'arôme naturel de vanille', ""blancs d'œufs"", 'amandes', 'pépites à la framboise 3% ', 'sucre', 'purée de framboise', 'pommes', 'dextrose', ""fibres d'ananas"", 'épaississants E401 et E341', 'arôme', 'colorant E163', 'acidifiant E330', 'arôme naturel', 'colorant E120']","['Non végétalien', 'Non végétarien']",?,424,1774 kj(424 kcal),"8,9","0,9",78,68,"8,5","0,21","0,084",D,,120 g,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['Fabriqué en France'],,"['Œufs', 'Gluten', 'Fruits à coque']",4,8.9 g,en quantité modérée,0.9 g,en faible quantité,68 g,en quantité élevée,0.21 g,en faible quantité,,-0%,-0%,-50%,-80%,+40%,+35%,-1%,+47%,+47%,14,-20%,D,-20%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,"['E120 - Acide carminique', ""E503ii - Carbonate acide d'ammonium"", 'E401 - Alginate de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes', 'E330 - Acide citrique']",,,,,,,
435,Raifort - Domaine Des Terres Rouges - 200g,3435567000335,['Domaine Des Terres Rouges'],,['France'],"['Racines de raifort', 'eau', 'huile de tournesol', 'amidon de blé', 'vinaigre', 'sel', 'amidon modifié', 'acidifiants : acétate de sodium', 'acide citrique', 'épaississant : gomme xanthane', 'arômes naturels', 'conservateurs ', 'sorbate de potassium', 'disulfite de sodium', 'colorant : dioxyde de titane']",[],?,280,1172 kj(280 kcal),"24,3","2,6",18,"2,8","1,2","1,475","0,59",,,200 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Mousses de raifort', 'Raifort doux']",,,,4,24.3 g,en quantité élevée,2.6 g,en quantité modérée,2.8 g,en faible quantité,1.48 g,en quantité modérée,,+169%,+160%,+583%,+283%,+18%,-66%,-45%,+112%,+112%,11,+262%,D,+262%,,,,,,,,"['E14XX - Amidons modifiés', 'E262i - Acétate de sodium', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E171 - Oxyde de titane']",['Producteur'],['Mietesheim'],,,,,
436,Chebakia - 250g,3435630631091,,,['France'],[],[],?,466,1950 kj(466 kcal),20,"3,5",66,39,"4,5","0,2","0,08",,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Filet de poulet - Galliance Volaille Fraiche,3435660361067,['Galliance Volaille Fraiche'],"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",['France'],['poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,C,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Volaille-francaise']",['France'],,1,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
438,Ailes de Poulet Rôties Nature - Père Dodu - 400g,3435660621604,['Père Dodu'],"['EMB 44014B', 'Bignon (Loire-Atlantique, France)']",['France'],"['manchons de poulet 85%', 'eau', 'arômes naturels', 'extrait de pois', 'dextrose', 'protéines de pois', 'concentré de volaille ', 'extrait de poulet', 'arômes naturels', 'eau', 'sel', 'sucre', 'graisse de poulet', 'épices et plantes aromatiques', 'sucre  caramélisé', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,198,828 kj(198 kcal),11,"2,8","0,5","0,5",24,"1,2","0,48",C,"Manchons de poulet marinés, rotis",400 g,['Sachet'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",,"['France', 'Allemagne']",,4,11 g,en quantité modérée,2.8 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+20%,+19%,+36%,+25%,-23%,+43%,+8%,+1%,+1%,4,-14%,C,-14%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Carrefour'],['France'],,,,,
439,P'tites Escalopes de Dinde - Douce France - 160g,3435660649547,['Douce France'],"['FR 79.195.001 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",['France'],['Escalopes de dinde classe A 100%'],[],?,?,,?,,?,,?,,,,4 petites escalopes de dinde,160 g,"['Barquette', 'Plastique', 'atmosphère protectrice', 'Frais']","['Viandes', 'Viandes fraîches']","['Viande-francaise', 'Point Vert', 'Fabriqué en France', 'Origine France', 'Volaille-francaise']",['France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],['France'],,http://douce-france.fr/produits/dinde/,,,
440,Brochettes de dinde au paprika Special Barbecue,3435660696442,,,['France'],[],[],?,131,548 kj(131 kcal),"6,3","1,8","1,6","1,1",17,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Brochette Douce France Dinde x4,3435660712845,['Douce france'],,['France'],"['viande de dinde 82%', 'poivron vert', 'graisse de volaille retexturée ', 'eau', 'graisse de poulet', 'gélifiants : alginate de sodium', 'carraghénane', 'protéine d pois', 'amidon modifié de maïs', 'vinaigre', 'sel', 'acidifiant: acide lactique', ' Viande de dinde origine France', ' Sotéihes Matièrés grasses I dont acides gras Glucides I dont sucres - Énergie 01']","['Non végétalien', 'Non végétarien']",?,145,607 kj(145 kcal),"7,8",2,"0,8","0,8",18,"0,24","0,096",,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E270 - Acide lactique']",,,,,,,
442,Filet de poulet blanc Volaille Française s/atm,3435660727238,,,['France'],[],[],?,?,,?,,?,,?,,,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
443,Sauté de poulet - Père Dodu - 500g,3435660728129,['Père Dodu'],"['FR 56.101.004 CE', 'Languidic (Morbihan, France)']",['France'],['Poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,D,,500 g,['Barquette'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet', 'en:hen-meat-only-raw', 'en:raw-chicken']",,,,1,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
444,Wings de poulet rôti Tex-Mex - Père Dodu,3435660741883,['Père Dodu'],,['France'],"['Manchons de poulet 80%', 'eau', 'amidon modifié de manioc', 'sel', 'épices ', 'cumin', 'paprika', 'coriandre', 'chili', 'cayenne', 'poivre blanc', 'sucre', 'protéine de pois', 'maltodextrine de blé', 'poudre de tomate', ""poudre d'oignon"", 'extrait de levure ', 'e7rait de levure', 'sel', 'huile de tournesol', 'amidon modifié de blé', 'arômes et arômes dail', 'extraitdfépices a rika', 'cumin', 'poivre noir', 'capsicum', ""graine d'anis"", 'gingem re ', 'herbe aromatique ', 'persil', ""poudre de vinaigre d'alcool "", 'ma todexfrine de blé', ""vinaigre d'alcool"", 'dextrose,fennents', ""huile essentielle d'ail"", ' Traces éventuelles de lait et œuf', "" Produit en France à partir de viande sélectionnée d'origine France ou Allemagne""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,202,845 kj(202 kcal),11,"2,8","2,5","0,9",23,"1,2","0,48",,,,,,['en:palm-oil-free'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E14XX - Amidons modifiés'],,,,,,,
445,Wings de poulet rôti barbecue - Père Dodu - 400g,3435660741890,['Père Dodu'],,['France'],"['Dodu MinExtiausteur deGoût - Rartage,']",[],?,212,887 kj(212 kcal),11,"2,9","6,9","4,6",21,"1,6","0,64",,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Filets de poulet -  - 1000g,3435660746345,,,['France'],[],[],?,?,,?,,?,,?,,,D,,1000 g,['pièce'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
447,Les miellées gourmandes - 125g,3436530000208,"['Les Miellées Gourmandes', 'Les Ruchers de la Baie du Mont Saint-Michel']",,['France'],['Miel 88% - noisettes 12% - épices'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,Préparation au miel et aux noisettes,125 g,"['Verre', 'Bocal', 'Métal']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Préparations à base de miel']",,"['France', 'Miel de France']",['Fruits à coque'],3,,,,,,,,,,,,,,,,,,,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,"['50540', 'France', 'Isigny Le Buat']",,,,,
448,10 Beefburger - Oriental Viandes - 10 * 80g (800g),3436590010018,['Oriental Viandes'],,['France'],"['Viande de boeuf halal hachée 51 % ', 'viande de boeuf halal hachée 40 %', 'gras de boeuf halal 11 %', 'protéines végétales réhydratées 30 % ', 'SOJA', 'BLÉ', 'eau', 'fibres végétales de bambou', 'sel', 'arômes', 'chapelure ', 'épices', 'plantes aromatiques']",[],999,?,999 kj(239 kcal),20,9,"3,2",2,"11,6","1,2","0,48",,"Préparation à 51% de viande hachée de boeuf halal avec protéines végétales, assaisonnée",10 * 80 g (800 g),"['Carton', 'Surgelé']","['Viandes', 'Surgelés', 'Bœuf', 'Viandes surgelées', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande surgelées', 'Préparations de viande hachée', 'Préparations de viande hachées surgelées', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée surgelées']","['Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,"['Gluten', 'Soja']",4,20 g,en quantité modérée,9 g,en quantité élevée,2 g,en faible quantité,1.2 g,en quantité modérée,+8%,,+10%,+24%,+26%,+16%,+127%,-21%,+31%,+31%,15,+36%,D,+36%,,,,,,,,,['Magasins U'],,,,,,
449,Emincé de volaille Tex Mex - Oriental Viandes - 500g,3436598135553,['Oriental Viandes'],,['France'],"['Viande de volaille', 'eau', 'huile de colza', 'acidifiants : E326 et E262', 'épices exhausteur de goût E621 E635', 'légume ', 'poivrons', 'saccharose', 'stabilisants : phosphate E450 et E452', 'arômes', ' \rFabriqué dans un atelier utilisant : fruits à coque', 'sésame', 'moutarde', 'céleri', 'lait']","['Non végétalien', 'Non végétarien']",?,153,640 kj(153 kcal),"8,8","1,17","1,3","0,2","17,2","1,77","0,708",,,500 g,,,"['Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,"['Céleri', 'Lait', 'Moutarde', 'Graines de sésame']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E262 - Acétates de sodium', ""E635 - 5'-ribonucléotide disodique"", 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,,,,,,
450,La maxi’ moelleuse pizza - Oriental Viandes - 530g,3436598136031,['Oriental Viandes'],,['France'],"['farine de BLE', 'eau', 'MOZZARELLA 7,2%', 'poulet Halal traité en salaison 6,2% [filet de poulet Halal ', 'origine France', 'sel', 'dextrose', 'amidon', 'oignons rouges 4,9%', 'courgettes 3,7%', 'poivrons jaunes 3,7%', 'tomates semi déshydratées et marinées 3,7% ', 'tomates 3,4%', 'huile de colza', 'sel', 'origan', 'ail', 'concentré de tomates 2,7%', 'oignons préfrits ', 'oignons', 'huile de tournesol', 'huile de colza', 'levure boulangère', 'sel', 'amidon transformé', 'sucre', 'ail', 'poudre à lever ', 'E450 et E500 - amidon de BLE', 'origan', 'thym', 'poivre', ' Pourcentages exprimés sur le total de la recette']","['Non végétalien', 'Non végétarien']",?,181,757 kj(181 kcal),"3,9","1,2",29,"2,6","6,8","1,1","0,44",,,530 g,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']","['Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,"['Gluten', 'Lait']",4,3.9 g,en quantité modérée,1.2 g,en faible quantité,2.6 g,en faible quantité,1.1 g,en quantité modérée,,-21%,-21%,-53%,-69%,+8%,-12%,-34%,-12%,-12%,1,-87%,B,-87%,,,,,,,,"['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,,,,,
451,Coeur de Lion Léger au lait demi-écrémé - 250g e,3437332514054,['Cœur de Lion'],,"['Belgique', 'France']",['Fromage pasteurisé allégé'],[],841,?,841 kj(201 kcal),11,8,"1,5","0,5",24,"1,5","0,6",D,,250 g e,"['Frais', 'Plastique', 'Bois']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages pasteurisés', 'Fromages industriels', 'Fromages allégés']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse', 'Point Vert', 'Fabriqué en France']",,['Lait'],,11 g,en quantité modérée,8 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+19%,,+23%,+21%,+22%,-24%,-66%,+22%,+28%,+28%,10,+39%,C,+39%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['France', 'Normandie']",,,,,
452,Sirop Framboise de France - Les sens du terroir - 1L,3437340056539,['Les sens du terroir'],,['France'],"['Sucre de canne ', '58%', 'eau', 'jus de fruits à base de concentrés 26% ', 'citron - framboise de France 10% - sureau', 'arôme naturel', 'conservateur : sorbate de potassium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']","1310,7",308.4,"1310,7 kj(308 kcal)",?,,"77,1","77,1",?,~ 0,0,A,,1 L,"['Bouteille', 'Verre']","['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de framboise', 'Boissons avec sucre ajouté']",,,,4,,,,,,,,,+2%,+11%,+11%,,,+7%,+10%,,-100%,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
453,Sirop - Les sens du terroir - 1l,3437340056591,"['Les sens du terroir', 'Gamm Vert', 'Eyguebelle']",,['France'],"['sucre de canne ', '59%', 'eau', 'jus de fruits à base de concentrés 20% ', 'airelle 10% - citron - fruits rouges', 'arômes grenadine', 'colorant : anthocyanes', 'conservateur : sorbate de potassium']",[],?,320,1339 kj(320 kcal),0,0,"78,8","78,8",0,0,0,,,1 l,"['Bouteille', 'Verre', 'Capsule', 'Métal']","['Boissons', 'Sirops', 'Boissons avec sucre ajouté']",['Point Vert'],,,4,0 g,en faible quantité,0 g,en faible quantité,78.8 g,en quantité élevée,0 g,en faible quantité,,+25%,+22%,-100%,-100%,+21%,+28%,-100%,-100%,-100%,20,+63%,E,+63%,,,,,,,,"['E163 - Anthocyanes', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
