,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,quantity,eco_score,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,generic_name,link,brand_owner,palm_ingredients
568,Barre fruitée - Naturaplan - 40g,61738201,"['France', 'Suisse']","['fruits séchés 74% ', 'abricots 40% [Turquie]', 'dattes [Tunisie', 'Egypte]', 'raisins sultanines [Turquie]', 'amandes 21% ', 'Espagne', ""flocons d'avoine "", 'Allemagne', 'huile de tournesol', "" Tous les ingrédients agricoles sont issus de l'agriculture biologique""]",[],?,378,14,49,8,['Naturaplan'],1580 kj(378 kcal),"1,5",47,0,0,"['Bio', 'Contient du lait']",40g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Abricots']",,,+97%,+2285%,+25%,+228%,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",3,14 g,en quantité modérée,1.5 g,en quantité modérée,47 g,en quantité élevée,0 g,en faible quantité,+105%,+927%,+46%,-100%,-100%,1,-16%,B,-16%,,,,,
569,Rhum Charette,3377450000681,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Protein donuts,5060523490073,['France'],[],[],?,171,4,45,16,,715 kj(171 kcal),"0,7","1,7","0,7","0,28",['en:gluten-free'],,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,-58%,-82%,+0%,+170%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,4 g,en quantité modérée,0.7 g,en faible quantité,1.7 g,en faible quantité,0.7 g,en quantité modérée,-58%,-93%,-90%,-26%,-26%,0,-100%,B,-100%,,,,,
571,Dimes Light Mix Fruit Juice,8690558018026,['France'],[],[],?,50,"0,2","5,2","0,01",,209 kj(50 kcal),0,"5,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Lemon extra strong fresh mints - tiger,0200030141920,"['France', 'Espagne']","['édulcorants ', 'E 420', 'E 967', 'E955', 'E 950', 'acide ', 'E 296', 'arôme', 'anti-agglomérant ', 'E470b', 'poudre de jus de citron 0,3%', 'menthol']","[""Pourrait contenir de l'huile de palme""]",?,245,"1,3",98,0,['Tiger'],1025 kj(245 kcal),"1,3",0,"0,1","0,04",,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']",,,-36%,-87%,+34%,-100%,,,,,,,,,,,"['E420 - Sorbitol', 'E967 - Xylitol', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E296 - Acide malique', ""E470b - Sels de magnésium d'acides gras""]",,4,1.3 g,en faible quantité,1.3 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,-36%,-79%,-100%,-85%,-85%,4,-81%,C,-81%,,,,,
573,Con olio di  girasole,8007730010189,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Paveés de boeuf BIO,0249834052612,['France'],[],[],?,?,?,?,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Corne d'or,3660989151970,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Chinesische Mie - Nudeln Bandnudeln Aaa 454G,6921854800322,['France'],[],[],?,355,"1,1",74,12,,1485 kj(355 kcal),"0,2","3,3","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Gatorade? Fierce? Green Apple Sports Drink 20 FL. Oz. Bottle,0052000010534,"['France', 'États-Unis']","['Water', 'sugar', 'dextrose', 'natural and artificial flavor', 'citric acid', 'salt', 'sodium citrate', 'malic acid', 'monopotassium phosphate', 'modified food starch', 'yellow 5', 'glycerol ester of rosin', 'blue 1']",[],?,24,0,"6,09",0,['Gatorade'],100 kj(24 kcal),0,"5,75","0,115","0,046",,,,"['Boissons', 'Boissons avec sucre ajouté']",,,-72%,-100%,-69%,-100%,,,,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E296 - Acide malique', 'E340i - Phosphate monopotassique', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,4,0 g,en faible quantité,0 g,en faible quantité,5.75 g,en quantité modérée,0.115 g,en faible quantité,-73%,-100%,-69%,+207%,+207%,8,-33%,D,-33%,,,,The Quaker Oats Co./gatorade-Van Camp,
578,Récré olé,13598333,['France'],[],[],?,113,"3,4",18,"2,9",,473 kj(113 kcal),2,13,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Kellogg's Special K Milk Chocolate Chewy 4X24G,5050083591921,['France'],[],[],?,398,13,57,"5,2","[""Kellogg's""]",1665 kj(398 kcal),"5,1",24,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Big Roll Spicy Flavour,8858702410847,['France'],[],[],?,13,0,"2,4","0,6",,54 kj(13 kcal),0,"1,8","0,067","0,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Hak Haricots princesses (cut Green Beans) 340g,8720600114106,['France'],[],[],?,25,"0,4","2,2","1,8",['HAK'],105 kj(25 kcal),"0,1","1,2","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Grande Liqueur de Sapins,3363170003026,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,TROP BELLE TROP JOLIE Thé en vrac Parfum violette et framboise,3770010644682,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Mélange Cocktail- Mojito Tradicional - QUAI SUD France - 70g,3662051003699,['France'],"['Sucre de canne', 'écorces de citron', 'menthe', 'arôme naturel de citron vert', 'acidifiant ', 'acide citrique', 'arôme naturel de menthe']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1423,?,"0,1",83,"0,4",['QUAI SUD France'],1423 kj(340 kcal),0,83,"0,087","0,035",['Produits faisant référence au Mojito'],70g,,['Mélange pour cocktail'],,,,,,,,,,,,,,['Bocal en verre'],,,['E330 - Acide citrique'],,4,0.1 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0.087 g,en faible quantité,,,,,,14,,D,,,,,,
585,Mélange Cocktail- Piña Colada - QUAI SUD France - 70g,3662051003736,['France'],"['Sucre de canne', 'ananas ', 'ananas', 'sucre', 'acide citrique', 'noix de coco', 'bananes ', 'banane', 'huile de coco', 'Sucre', 'arôme', 'arômes naturels goût ananas et de noix de coco', 'colorant: E102']",[],1716,?,5,88,1,['QUAI SUD France'],1716 kj(410 kcal),"3,5",83,"0,15","0,06",,70g,,['Mélange pour cocktail'],,,,,,,,,,,,,,['bocal en verre'],,,"['E330 - Acide citrique', 'E102 - Tartrazine']",,4,5 g,en quantité modérée,3.5 g,en quantité modérée,83 g,en quantité élevée,0.15 g,en faible quantité,,,,,,18,,D,,,,,,
586,Jura Superstition Malt Whisky 43º,5013967002838,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Enoki champignons,6957937480686,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Nourriture en spray Casino,3222471160855,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Freyas toast bread tuscan mixed grain,4012750620243,['France'],[],[],?,215,"2,6","37,4","8,1",,900 kj(215 kcal),"0,4","2,5","0,375","0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Vital öl Rapsöl,4260008725008,['France'],[],[],?,?,?,?,?,,,,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Miel,3110776550023,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,10 Soffio Caramello Capsules Compatibles Nespresso - 1.76oz,4260344030118,['France'],[],[],?,?,?,?,?,,,,,,,,1.76 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,"Poulet - L'étal du volailler - 1,651kg",2223060013195,['France'],[],[],?,?,?,?,?,"[""L'étal du volailler""]",,,,,,['Bio'],"1,651 kg",D,"['Viandes', 'Volailles', 'Poulets']",,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Pain azyme aux oeufs,7290000598741,['France'],[],[],?,392,"1,7",83,11,,1640 kj(392 kcal),"0,4",11,"0,02","0,008",['Sans sucre ajouté'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains azymes']",,,+7%,-4%,+11%,+3%,,,,,,,,,,,,,,1.7 g,en faible quantité,0.4 g,en faible quantité,11 g,en quantité modérée,0.02 g,en faible quantité,+5%,+8%,+258%,-68%,-68%,1,,B,,,,,,
595,La bicyclette 100% végétal,0205427007759,['France'],[],[],?,135,"4,3",21,2,,565 kj(135 kcal),"1,9",14,"0,1","0,04",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Lasagne bolognaise - Leader Price,3036859101015,['France'],[],[],?,495,4,13,7,['Leader Price'],2071 kj(495 kcal),"1,9","2,5","0,76","0,304",,,D,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",['Leader Price'],,+269%,-34%,+4%,+11%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,,,,,4 g,en quantité modérée,1.9 g,en quantité modérée,2.5 g,en faible quantité,0.76 g,en quantité modérée,+271%,-25%,-8%,-3%,-3%,6,+160%,C,+160%,,,,,
597,Bio,8011577000425,['France'],[],[],?,824,"91,6",0,0,,3448 kj(824 kcal),14,0,0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,60g,3760143920067,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",60 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Robe d'automne,8412048912009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Néctar multifrutas,8410171002895,['France'],[],[],?,47,0,"11,5","0,2",,197 kj(47 kcal),0,"11,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Gousse Vanille,26031194,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Cantal vieux,2440383033529,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Vegana,91029898,['France'],[],"['Végétalien', 'Végétarien']",?,612,67,"3,7","0,5",,2561 kj(612 kcal),5,"2,5","1,4","0,56","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Cool Jus Pomme Mangue,3288130600834,['France'],[],[],?,43,"0,1",10,"0,3",,180 kj(43 kcal),0,"9,8","0,01","0,004",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Fromage blanc - La Ferme de Béthanie en Cotentin,3760071180120,['France'],"['lait pasteurisé partiellement écrémé', 'ferments lactiques', 'présure', "" Contient plus de 82% d'humidité"", ' 3,6% MG sur produit fini']",[],?,?,?,?,?,['La Ferme de Béthanie en Cotentin'],,,,,,,,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de vache', 'Fromages blancs natures']",,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,['Lait'],3,,,,,,,,,,,,,,,,,,,,,,
606,Tropicana Orange Avec Pulpe,3168930158776,['France'],[],[],?,42,0,"8,6","0,8",['Tropicana'],176 kj(42 kcal),0,"8,6",0,0,"['en:FSC', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,['FSC-C081801'],,,,,,,,,,,,,,,,,,,,,,,,,
607,Fougasette chevre,0202092013450,['France'],[],[],?,375,20,33,14,,1569 kj(375 kcal),12,"3,3","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Cafe Lungo - SOLIMO,5400606005204,"['France', 'Espagne']",[],[],?,?,?,?,?,['SOLIMO'],,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Sirop de peche - damiani - 1l,3331941801621,['France'],"['sucre', 'eau', 'jus de pêche à base de concentré ', '17,64 %', 'arômes acidifiant: acide citrique', 'stabilisant: E445']",[],?,36,0,9,0,['Damiani'],151 kj(36 kcal),0,9,0,0,,1l,A,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pêche']",,,-86%,-100%,-87%,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['bouteille verre'],['Corse'],,"['E330 - Acide citrique', 'E445 - Esters glycériques de résine de bois']",,4,,,,,,,,,-86%,-100%,-86%,-100%,-100%,,,,,['France'],sirop de pêche,,,
610,Snacks Mediterraneo Queso con hierbas aromàticas - Grefusa - 80g,8413164010174,"['France', 'Espagne']","['WHEAT flour ', '67%', 'high oleic sunflower oil ', '19%', 'olive i ', '3%', 'WHEY powder', 'yeast', 'salt', 'sugar', 'yeast extracts', 'dehydrated onion,natural flavour ', 'MILK', 'herbs ', '0,2%', 'CHEESE powder ', '0,1%']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,485,23,58,10,['Grefusa'],2029 kj(485 kcal),"2,3",3,2,"0,8",['Fabriqué en Espagne'],80 g,,"['Snacks', 'Snacks salés']",,,+5%,-5%,+22%,+18%,,,,,,,,,,,,"['Gluten', 'Lait']",4,23 g,en quantité élevée,2.3 g,en quantité modérée,3 g,en faible quantité,2 g,en quantité élevée,+5%,-46%,-8%,+30%,+30%,13,+7%,D,+7%,,,,,
611,Blanquette de veau,3348800031426,['France'],[],[],?,92,"3,39","1,67","10,6",,385 kj(92 kcal),"1,23","0,25","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,boisson goût orange,4104760421597,['France'],[],[],?,6,0,"1,4",0,,25 kj(6 kcal),0,"1,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Cup canaille mousse framboise,3760270250242,['France'],[],[],?,288,16,32,3,,1205 kj(288 kcal),12,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,"Le Mini Saumon, fromage frais, baie rose - Monoprix",3350033631700,['France'],[],[],?,233,"9,9",27,8,['Monoprix'],975 kj(233 kcal),"4,1","5,5","1,5","0,6",,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Citron vert bio,8009490001650,['France'],[],[],?,28,0,1,"0,4",,117 kj(28 kcal),0,"0,8",0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Crozets de savoie au sarrasin - Itinéraire des saveurs,3250391968916,['France'],[],[],?,361,"2,6","69,1","13,4",['Itinéraire des saveurs'],1510 kj(361 kcal),"0,7",2,"0,35","0,14",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de sarrasin', 'Crozets']",,,+3%,-0%,+1%,+9%,,,,,,,,['Sachet plastique'],,,,,,2.6 g,en faible quantité,0.7 g,en faible quantité,2 g,en faible quantité,0.35 g,en quantité modérée,+3%,+20%,+1%,+284%,+284%,0,,B,,,,,,
617,Le quinoa de château landon,3770004860111,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Le zip bio - JusteBio,3700146201879,['France'],[],[],?,331,"1,1",78,0,['JusteBio'],1385 kj(331 kcal),0,73,0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Fanta zero cassis,91356840,['France'],[],[],?,?,?,?,?,['Fanta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Tartelette citron - 110g,3355710808246,['France'],[],[],?,?,?,?,?,,,,,,,,110 g,D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",,,,,,,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Sablés framboise et chocolat noir bio - La Vie Claire,3266191076102,['France'],[],[],?,?,?,?,?,['La Vie Claire'],,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,"Tarte poire amande,  Intermarché",0260310049209,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Kemia du Sud -  - 400gr,3760167860257,['France'],[],[],?,?,?,?,?,,,,,,,"['Sans colorants', 'Sans conservateurs']",400 gr,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Langue de chat,5602519412203,['France'],[],[],?,400,"4,7","82,7","5,8",,1674 kj(400 kcal),"2,6","40,7","0,48","0,192",,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Langues de chat']",,,-9%,-70%,+23%,-1%,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,,,,,,4.7 g,en quantité modérée,2.6 g,en quantité modérée,40.7 g,en quantité élevée,0.48 g,en quantité modérée,-10%,-69%,+6%,+2%,+2%,17,-15%,D,-15%,,,,,
625,Mandorlini arancio,8051564870914,['France'],[],[],?,422,21,44,11,,1766 kj(422 kcal),"1,4",35,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Enrobage chocolat au lait,3367279998702,['France'],[],[],?,563,37,51,"7,5",,2356 kj(563 kcal),18,49,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Pringle cocktail sauce - Pringles,5053990147946,['France'],[],[],?,509,31,52,4,['Pringles'],2130 kj(509 kcal),3,"3,4","1,6","0,64",,,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,0%,+5%,-6%,-9%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,31 g,en quantité élevée,3 g,en quantité modérée,3.4 g,en faible quantité,1.6 g,en quantité élevée,0%,-11%,-2%,+7%,+7%,15,+12%,D,+12%,,,,,
628,Religieuses au chocolat la campaniere,0260247014431,['France'],[],[],?,277,18,25,"3,6",,1159 kj(277 kcal),6,17,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Clément green,3107460003507,['France'],[],[],?,?,?,?,?,['Clément'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Kidi Fruit,3608580944744,['France'],[],[],?,41,"0,2","8,3","0,5","['Kidi fruit', 'Andros']",172 kj(41 kcal),0,"8,2",0,0,"['Sans colorants', 'Sans conservateurs', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Miel de fleurs - Bio Village,3564707278089,['France'],[],[],?,?,?,?,?,"['Bio Village', 'Marque Repère']",,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['Leclerc'],,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,"['Mélange', 'UE/Hors UE']",,,,
632,Filets de Poulet -  - 700g,3276723884143,['France'],['FILETS DE POULET'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,,700 g,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Barquette'],,"['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",,,1,,,,,,,,,,,,,,,,,,,,,,
633,Mayonnaise fine recette fouettée - Amora,71620350,['France'],[],[],?,724,79,"1,4","1,2","['Amora', 'Unilever']",3029 kj(724 kcal),"6,2","1,4","1,5","0,6",,,D,"['Epicerie', 'Sauces', 'Mayonnaises']",,,+18%,+19%,-48%,-2%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,79 g,en quantité élevée,6.2 g,en quantité élevée,1.4 g,en faible quantité,1.5 g,en quantité modérée,+18%,+0%,-4%,+13%,+13%,21,+17%,E,+17%,,,,,
634,01419757,01419757,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Tagliatelle Fraîche - Bertagni,8006013016672,['France'],[],[],?,287,3,53,12,['Bertagni'],1201 kj(287 kcal),"0,9",1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Ancora Uno,8002190006215,['France'],[],[],?,553,34,"55,7",5,,2314 kj(553 kcal),"25,8",25,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Arkopharma Digestion Arkofluides Bio Confort Digestif,3578835500165,['France'],[],[],?,?,?,?,?,['Arkopharma'],,,,,,"['Bio', 'Fabriqué en France', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Saucisses blanches au fromage - Norma - 600g,3384310004512,['France'],"['Gras et maigre de porc', 'eau', 'couenne', 'emmental 20%', 'sel', 'protéine animale', ""extraits d'épices"", 'stabilisant: E451', 'dextrose', 'acidifiant: E575 GDL', 'exhausteur de goût: E621', 'antioxydants: E300-E301', 'épices ', 'dont moutarde', 'boyau naturel de porc']","['Non végétalien', 'Non végétarien']",?,210,"13,7","1,7",21,['Norma'],879 kj(210 kcal),0,"1,2","2,4","0,96",,600g,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses allemandes']",['Norma'],,-20%,-38%,+48%,+51%,,,,,,,,"['Plastique', 'Barquette']",,"['FR 67.411.002 CE', 'Rosheim (Bas-Rhin, France)']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E575 - Glucono-delta-lactone', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium']","['Lait', 'Moutarde']",4,13.7 g,en quantité modérée,0 g,en faible quantité,1.2 g,en faible quantité,2.4 g,en quantité élevée,-20%,-100%,+60%,+21%,+21%,12,-37%,D,-37%,['Union européenne'],,,,
639,Pikóty Opávia Detské,8593894902670,['France'],[],[],?,387,5,74,"2,3",,1619 kj(387 kcal),"1,6","7,4","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,3280305000005,3280305000005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Fraise,3760223390131,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Apurna Barre Gout Citron Amande,3288114150072,['France'],[],[],?,415,"13,3","63,9","10,3",['Apurna'],1736 kj(415 kcal),1,"57,6","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Patatas fritas onduladas bolsa 160 g - El Gallo Rojo,8411276020203,['France'],[],[],?,598,44,44,"6,4",['El Gallo Rojo'],2502 kj(598 kcal),"5,1","0,5","1,2","0,48",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,,+13%,+35%,-14%,+7%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,44 g,en quantité élevée,5.1 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,+13%,+65%,-64%,-8%,-8%,17,+50%,D,+50%,,,,,
