,name,bar_code,quantity,brand,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,ingredients_origins,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,palm_ingredients,link,brand_owner
1797,Original hot pepper sauce - encona - 220ml,5012389900159,220ml,['Encona'],,,"['France', 'Royaume-Uni']","['PEPPER MASH ', 'HABANERO PEPPERS', 'SCOTCH BONNET PEPPERS', 'SALT', 'ACID: ACETIC ACID', ' ', '64%', 'WATER', 'ACID: ACETIC ACID', 'SALT', 'ONION', 'MUSTARD', 'MODIFIED MAIZE STARCH', 'STABILISER: XANTHAN GUM', ' ALLERGY ADVICE: FOR ALLERGENS', 'SEE INGREDIENTS IN BOLD']",[],?,21,88 kj(21 kcal),"0,9","0,2","1,1","0,7","0,9",,['en:Hot pepper sauce'],"['E260 - Acide acétique', 'E415 - Gomme xanthane']",['Moutarde'],4,0.9 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,7.8 g,en quantité élevée,,,,,,,,,"7,8",,"3,12",,10,,C,,,,,,,,,,,,,,,,,,
1798,Just Chicken - Fray Bentos - 425g e,5012427049703,425g e,['Fray Bentos'],['UK MC001 EC'],['Poundland'],"['France', 'Royaume-Uni']","['water', 'puff pastry ', '27%', ' ', 'wheatflour ', 'with calcium carbonate', 'iron', 'niacin', 'thiamin', 'margarine ', 'palm oil', 'rapeseed oil', 'water', 'salt', 'emulsifier ', 'mono - and diglycerides of fatty acids', 'water', 'salt', 'chicken ', '18%', 'modified maize starch', 'wheatflour ', 'with calcium carbonate', 'iron', 'niacin', 'thiamin', 'chicken stock ', 'chicken', 'chicken fat', 'water', 'salt', 'tomato paste', 'salt', 'cornflour', 'spices', 'barley malt extract', 'sage', 'thyme']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,130,544 kj(130 kcal),8,"3,9","14,9","0,4","5,3","['Conserve', 'métal', 'Canned']","['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Feuilleté salé', 'Plats préparés en conserve', 'Plats au poulet']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],4,8 g,en quantité modérée,3.9 g,en quantité modérée,0.4 g,en faible quantité,0.59 g,en quantité modérée,,-55%,-55%,-55%,-62%,-39%,-83%,-33%,"0,59",-47%,"0,236",-47%,3,-81%,C,-81%,,,E,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,Chicken Pie,,,"['Scotland', 'UK']",,,
1799,Finest dark chocolate - So Free,5013092000587,,['So Free'],,,['France'],[],[],?,655,2741 kj(655 kcal),46,28,31,1,"9,2",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats noirs', 'Chocolats noirs aux édulcorants']",,,,46 g,en quantité élevée,28 g,en quantité élevée,1 g,en faible quantité,,,,+31%,+31%,+19%,+22%,-17%,+22%,+26%,,,,,,,,,"['Sans gluten', 'Agriculture durable', 'Sans sucre ajouté', 'en:UTZ Certified', 'Avec édulcorants']",,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,
1800,English Fine Tea Gift Tins,5013111003117,,,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1801,"100% Virgin Coconut Oil, Kaltgepresst - KTC - 500ml",5013635101788,500 ml,['KTC'],,,['France'],[],[],?,899,3761 kj(899 kcal),"99,9","86,5",0,0,0,['Glass'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,,99.9 g,en quantité élevée,86.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+3%,+2%,-100%,-100%,-100%,0,-100%,0,-100%,20,+3%,E,+3%,['en:100% Virgin Coconut  oil'],"['en:fre from bleaching', 'en:hydrogenating and is not deodorised']",,,,,,,,,,,,,,,
1802,Katsuobushi - Wadakyu - 40g,5014276120145,40 g,"['Wadakyu', 'Tazaki Foods']",['ES 12.022278/PO CE'],,"['France', 'Allemagne']","['Thon listao ', 'poisson', ' ', '100 %']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,369,1544 kj(369 kcal),"5,2","1,7","0,1","0,1","80,6","['Sachet', 'Plastique']","['Produits de la mer', 'Poissons', 'Thons', 'en:Katsoubushi', 'en:Poissons séchés']",,['Poisson'],1,5.2 g,en quantité modérée,1.7 g,en quantité modérée,0.1 g,en faible quantité,0.26 g,en faible quantité,,+102%,+103%,-48%,-3%,-88%,-76%,+275%,"0,26",-75%,"0,104",-75%,1,-67%,B,-67%,"['Fabriqué en Espagne', 'Pêché à la senne']",['en:Océan Atlantique Centre-Est'],D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,Flocons de bonite séchée et fumée,,,['Espagne'],,,
1803,Soba Noodles - Yutaka,5014276700828,,['Yutaka'],,,['France'],"['Farine de blé ', '58 0%', 'farine de sarrasin 30%', '] eau sel']",[],?,354,1481 kj(354 kcal),"0,7","0,1",74,6,15,,,,['Gluten'],,,,,,,,,,,,,,,,,,"1,16",,"0,464",,,,,,,,,,,,,,,,,,,,,,
1804,Sushi nori - Yutaka,5014276702334,,['Yutaka'],,,['France'],"['Seaweed ', '100%']",[],?,1541,6448 kj(1541 kcal),"5,2","1,8","29,9",0,"49,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Algues et dérivés', 'Algues sèches', 'Algues nori', 'Algues nori sèches']",,,,5.2 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,+497%,+442%,+39%,+266%,+48%,-100%,+87%,0,-100%,0,-100%,6,+7%,C,+7%,,,E,53.0%,42.3%,1.8%,1.5%,1.4%,0.0%,25,,,,,,,
1805,Sesame seeds - Yutaka,5014276702556,,['Yutaka'],,,"['France', 'Pays-Bas']","['Sesame seeds', ' Allergens: see ingredients in bold', ' This pack contains a sachet of moisture absorbent', '  Do not eat and keep away from children']",[],?,528,2209 kj(528 kcal),"41,1","6,9",18,"2,4",22,['Tub'],,,['Graines de sésame'],,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
1806,Farm Goats Butter,5015326002220,,,,,['France'],[],[],?,794,3322 kj(794 kcal),88,"60,4","0,5",0,"0,5",['unknown'],,,,,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,
1807,Pâte de curry tandoori - Rajah,5015821155223,,['Rajah'],,,['France'],"['Eau', 'Purée de Gingembre ', '16%', 'sel', 'Tournesol', 'Coriandre', 'Cumin', 'Farine de Pois Chiches', ""Purée d'Aill Graines d'Anis Acidifiant "", 'Acide Acétique', 'Fenugrec', 'Pimenten Poudre ', '1%', 'Curcuma', 'Girofle', 'Cannelle ', '0,5%', 'de Laurier', 'Jus de citron ', '0', '5%', 'MOUTARDE', 'Colorants ', 'Extrait de Paprika']",[],?,234,979 kj(234 kcal),18,"1,8",14,"8,4","4,1",,"['Epicerie', 'Sauces', 'Pâtes de curry']","['E260 - Acide acétique', 'E160c - Extrait de paprika']",['Moutarde'],4,18 g,en quantité modérée,1.8 g,en quantité modérée,8.4 g,en quantité modérée,10.8 g,en quantité élevée,,+21%,+22%,+46%,-11%,+9%,+59%,+25%,"10,8",+56%,"4,32",+56%,14,+12%,D,+12%,,,,,,,,,,,,,,,,,
1808,Halloumi Grillkäse -  - 250g,5016614057090,250 g,,['CY 0063 EC'],,"['Chine', 'France', 'Suisse']","['Lait pasteurisé de brebis', 'de chèvre et de vache', 'sel', 'présure et menthe hachée', ' Allergènes: 43% de matière grasse']",['Non végétalien'],1350,325,1350 kj(325 kcal),25,17,2,1,23,['stück'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Halloumi']",,,3,25 g,en quantité élevée,17 g,en quantité élevée,1 g,en faible quantité,3 g,en quantité élevée,,+4%,+3%,+4%,+13%,-6%,-39%,+6%,3,+15%,"1,2",+15%,19,+9%,E,+9%,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1809,"Milled organic premium flax, sunflower, pumpkin & sesame seeds - Linwoods",5016887004913,,['Linwoods'],,,"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,540,2259 kj(540 kcal),43,"41,8",8,"6,1",21,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,43 g,en quantité élevée,41.8 g,en quantité élevée,6.1 g,en quantité modérée,0.12 g,en faible quantité,,-5%,-5%,-6%,+744%,-40%,+153%,-5%,"0,12",-93%,"0,048",-93%,17,+28%,D,+28%,"['Végétarien', 'Végétalien']",,C,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,
1810,Duncan's of Deeside - All Butter Scottish Shortbread,5017605112262,,,,,['France'],[],[],?,523,2188 kj(523 kcal),"28,8","17,54","62,2","19,8","4,6",,,,,,,,,,,,,,,,,,,,,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,
1811,Chana dal - TRS - 1kg,5017689044282,1 kg,['TRS'],,['AZ sasu 45 rue Heurtault 93300 Aubervilliers'],['France'],['Pois chiches cassés décortiqués'],[],?,?,,?,,?,,?,['Sachet plastique'],['Pois chiches secs cassés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Australie'],,,,,,,,,Pois chiches secs cassés,,,,,http://www.trs.co.uk,
1812,Toor Dal (pois d'angole),5017689064662,,,,,['France'],[],[],?,300,1255 kj(300 kcal),5,1,50,"5,3",20,,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
1813,Sunita Organic Whole Tahini,5018076100543,,['Sunita'],,,['France'],['Sesame integral biologique'],[],?,648,2711 kj(648 kcal),57,9,3,1,26,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1814,140G Tapenade  L'olive Noire De Kalamata - Sunita,5018076100789,,['Sunita'],,,['France'],"['tt saie', 'Reetigerate after opemnx dopo testeetore: See cap / À I la data c vtS}t sunitatootfs into@sunitafoods', 'co', ""uk Suntta is a 'trademaek of S"", ""'""]",[],?,252,1054 kj(252 kcal),"26,4","3,9","2,1",0,"1,4",,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",,,,26.4 g,en quantité élevée,3.9 g,en quantité modérée,0 g,en faible quantité,5.4 g,en quantité élevée,,-8%,-8%,-1%,+11%,-33%,-100%,-20%,"5,4",+73%,"2,16",+73%,15,+1%,D,+1%,['Bio'],,C,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,
1815,"New York Bakery Co. Bagels, Sesame X5 -",5018297007799,,,,,['France'],"['WHEAT Flour ', 'WHEAT Flour', 'Calcium Carbonate', ' Iron', 'Niacin', 'Thiamin', ' Water', 'SESAME Seeds ', '3%', ' Sugar', ' Yeast', 'Maize', 'Salt', 'Rapeseed Oil', 'Spirit Vinegar', 'Preservative ', 'Calcium Propionate', ' Malted BARLEY Flour', 'Flour Treatment Agent ', 'Ascorbic Acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,269,1125 kj(269 kcal),"2,8","0,5","47,8","5,6","10,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bagel']","['E282 - Propionate de calcium', 'E300 - Acide ascorbique']","['Gluten', 'Graines de sésame']",3,2.8 g,en faible quantité,0.5 g,en faible quantité,5.6 g,en quantité modérée,0.7 g,en quantité modérée,,-2%,-2%,-21%,-31%,-1%,+3%,+6%,"0,7",-20%,"0,28",-20%,-2,-195%,A,-195%,"['Végétarien', 'Végétalien']",,B,54.4%,24.1%,13.6%,6.9%,1.0%,0.0%,94,,,,,,,
1816,Tandoori Paste - Sharwood's - 300g,5019989709984,300 g,"[""Sharwood's""]",,,"['France', 'Allemagne']","['DE Tandoori GewÜapaste für Indische Gerichte Ghe Guarkernmehl', 'KannNüsseund enthalten', ' I Nihrwertdeklaration je 100gt Energie 979kJ /']",[],?,236,987 kj(236 kcal),"16,2","1,2","14,9",4,3,['Glas'],"['Epicerie', 'Sauces', 'Pâtes de curry']",,,,16.2 g,en quantité modérée,1.2 g,en faible quantité,4 g,en faible quantité,6.64 g,en quantité élevée,,+22%,+23%,+32%,-41%,+16%,-24%,-9%,"6,64",-4%,"2,656",-4%,8,-36%,C,-36%,,,,,,,,,,,,,,,,https://www.sharwoods.us/our-ranges/indian-range/tandoori-paste,
1817,Schwartz Parsley,50191697,,['Schwartz'],,,['France'],[],[],?,?,,?,,?,,?,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Plantes en pot', 'Persil', 'Plantes aromatiques en pot', 'Persil en pot']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,
1818,Yew Tree Dairy Semi Skimmed Milk - Drywite - 315ml,5020268600229,315 ml,['Drywite'],,,['France'],"['Water', 'Acetic Acid', 'Caramel E150', 'Salt']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,2,8 kj(2 kcal),0,0,0,0,0,"['hdpe-unknown', 'Plastic', 'Bottle']","['Epicerie', 'Condiments', 'Vinaigres', 'en:non-brewed condiment']","['E260 - Acide acétique', 'E150 - Caramel']",,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.06 g,en faible quantité,,-98%,-98%,-100%,-100%,-100%,-100%,-100%,"0,06",-26%,"0,024",-26%,,,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,
1819,Cheddar Cube - wyke - 100,5021427907968,100,['Wyke'],,,['France'],"['Lait de vache pasteurisé', 'sel', 'ferments lactiques ', 'lait', 'coagulant végétal']",['Non végétalien'],?,416,1741 kj(416 kcal),"34,9","21,7","0,1","0,1","25,4",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite']",,['Lait'],3,34.9 g,en quantité élevée,21.7 g,en quantité élevée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,+3%,+3%,+7%,+1%,-82%,-67%,-6%,"1,8",+122%,"0,72",+122%,17,+35%,D,+35%,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1820,Organic Instant Power Porridge - Clearspring - 160g,5021554000068,160 g,['Clearspring'],,,['France'],"['Flocons De Sarrasin 55%', 'Quinoa 35%', 'Graines De Chia 10%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,361,1510 kj(361 kcal),"6,8",1,56,"1,2",13,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,1,6.8 g,en quantité modérée,1 g,en faible quantité,1.2 g,en faible quantité,0.04 g,en faible quantité,,-10%,-10%,-22%,-55%,-16%,-93%,+39%,"0,04",-89%,"0,016",-89%,-6,-211%,A,-211%,,,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"Porridge énergie (quinoa, sarrasin, chia)",,,,,,
1821,Amandes Tamari,0068110030768,,,,,['France'],[],[],?,571.4286,2391 kj(571 kcal),14,"3,571",6,1,6,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1822,Sautao Feine Weisse Nudeln - 284g,0087303857180,284 g,,,,['France'],[],[],?,196,820 kj(196 kcal),"0,4",0,"42,7",0,"6,9",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1823,Go Ahead! Crispy Slices Forest Fruit,5000168182384,,['Go Ahead'],,,"['France', 'Espagne']",[],[],?,379,1586 kj(379 kcal),7,"0,7","74,8","31,5","5,2",['wrapper'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",,,,7 g,en quantité modérée,0.7 g,en faible quantité,31.5 g,en quantité élevée,0.59 g,en quantité modérée,,-19%,-19%,-64%,-92%,+12%,-5%,-10%,"0,59",+6%,"0,236",+6%,13,-34%,D,-34%,,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
1824,Barley miso - Clearspring,5021554985075,,['Clearspring'],,,"['Belgique', 'France']",[],[],?,118,494 kj(118 kcal),"3,8","0,7","9,6","9,5",11,,,,,,,,,,,,,,,,,,,,,,14,,"5,6",,,,,,"['Bio', 'Bio européen', 'HU-ÖKO-01', 'NL-BIO-01']",,,,,,,,,,,,,,,,
1825,Organic English Breakfast Tea - Clipper - 50g,5021991939051,50 g,['Clipper'],,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1826,Luxury White Hot Chocolate - Whittard,5022032097136,,['Whittard'],,,"['France', 'Espagne']","['Sucre', 'Beurre de Coco ', '15%', 'Lait Écrémé en Poudre', 'Poudre de Petit-lait ', 'Lait', 'Dextrose', 'Sel', 'Arômes', 'ÉmuIsificant: E450']",['Non végétalien'],?,455,1904 kj(455 kcal),15,10,75,75,5,"['tube', 'mixed plastic-tube']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Lait'],4,15 g,en quantité modérée,10 g,en quantité élevée,75 g,en quantité élevée,1 g,en quantité modérée,,-18%,-17%,-59%,-53%,+63%,+82%,-31%,1,+619%,"0,4",+619%,28,+19%,E,+19%,,,,,,,,,,,,,,,,,
1827,Hot chocolate - Whittard,5022032099604,,['Whittard'],,,['France'],"['Sucre', 'Cocoo ', '311 1', 'Ivlorceaux de ', '18 ', ' ', 'licsse de Cocoo', 'Sucre', 'Beurre de Huile Beurre ', 'lait', 'Emulsifiont: lécithine de Soio', ' Arôme', 'Arôme', 'Sel', ' Contient solides de Cocoo 31 min irnum', "" 'Ë concernant les allergies: Les ingrédients indiqués en gros sont allergènes""]",['Non végétalien'],?,419,1753 kj(419 kcal),"12,7","7,7","63,2","56,4","8,1",,,['E322i - Lécithine'],['Lait'],4,,,,,,,,,,,,,,,,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,
1828,The instantane - whittard,5022032114857,,['Whittard'],,,['France'],"['sucre', 'E330 ', 'Acide citrique', 'extrait de thé noir ', '1%', 'arome']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,383,1602 kj(383 kcal),0,0,94,94,0,,"['Boissons', 'Boissons avec sucre ajouté']",['E330 - Acide citrique'],,4,0 g,en faible quantité,0 g,en faible quantité,94 g,en quantité élevée,0 g,en faible quantité,,+351%,+333%,-100%,-100%,+375%,+414%,-100%,0,-100%,0,-100%,20,+68%,E,+68%,,,,,,,,,,,,,,,,,
1829,The instantane cassis fleur de sureau - Whittard,5022032114949,,['Whittard'],,,['France'],[],[],?,76,318 kj(76 kcal),0,0,95,93,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1830,"Acti Snack Fruit, Nut & Seed No Added Sugar - 500g",5022374036626,500 g,['Acti-snack'],,,['France'],"['cranberries ', 'canneberges', ' séchées 15 % ', 'canneberges', 'jus pomme concentré', 'huile de tournesol', 'NOISETTES grillées 15 0%', 'raisins secs 15 ', 'raisins', 'huile de graines de coton', 'graines de citrouille 12,5 0%', 'graines de tourne', '0%', 'AMANDES 12 %', 'NOIX DE CAJOU 10 %', 'corises griottes séchées 8 ', 'cerises griottes', 'jus de pomme concentré', 'huile de tournj', 'sol', ' ALLERGÈNES : Voir ingrédients en majuscules', ' Peut contenir dl - a']",['Non végétalien'],?,511,2138 kj(511 kcal),"33,7","4,3","40,2","29,2","14,6",,,,['Fruits à coque'],,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Sans sucre ajouté', 'Sans additifs']",,,,,,,,,,,,,,,,
1831,Splash Lemon & Lime Still Flavoured Spring Water,5026109000258,,,,,['France'],[],[],?,1,4 kj(1 kcal),"0,5","0,1","0,5","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
1832,Lentil chips - Eat Real,5026489484020,,['Eat Real'],,,['France'],[],"['Végétalien', 'Végétarien']",?,466,1950 kj(466 kcal),"19,5","1,4",66,"2,2","9,3",,,,,,,,,,,,,,,,,,,,,,"2,8",,"1,12",,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,
1833,Energy Gel Banana Blast 20 X 38GR,5027492999174,,,,,['France'],[],[],?,281,1176 kj(281 kcal),0,0,71,"7,8",0,,,,,,,,,,,,,,,,,,,,,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,
1834,Baker St Sliced Rye & Wheat Bread,5027952012559,,,,,['France'],[],[],?,211,883 kj(211 kcal),"1,2","0,2",40,"2,6","6,7",,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
1835,Oat cakes - Wooleys Of Arran,5028772020120,,['Wooleys Of Arran'],,,['France'],"[""Flocons d'avoine"", 'son de blé ', '21%', 'graisse végétale ', 'palme et colza', 'sucre roux', 'poudres à lever ', 'E500', 'E336', 'seL']","['Huile de palme', 'Végétalien', 'Végétarien']",?,397,1661 kj(397 kcal),"23,6","6,3",52,"3,1","9,9",,,"['E500 - Carbonates de sodium', 'E336 - Tartrates de potassium']",['Gluten'],,,,,,,,,,,,,,,,,,"1,675",,"0,67",,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
1836,Barr Irn Bru 500 Ml,50271511,500 mL,['Irn Bru'],,,['France'],[],[],?,49,205 kj(49 kcal),0,0,"4,8","4,7","0,5",['pet-bottle'],,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
1837,Ginger beer - Franklin & Sons LTD - 275ml,5032678003620,275 ml,['Franklin & Sons LTD'],,,['France'],"['Eau', ""extrait d'orge malté"", 'extrait de gingembre', 'concentré de jus de citron 2,5%', 'arôme naturel', ""stabilisateur: comme d'acacia "", 'antioxydant: acide ascorbique']",[],?,46,192 kj(46 kcal),0,0,11,11,0,['Bouteille en verre'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']",['E300 - Acide ascorbique'],,4,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,+48%,+52%,-100%,-100%,+47%,+51%,-100%,0,-100%,0,-100%,15,+47%,E,+47%,,,,,,,,,,,limonade au gingembre,,,,,,
1838,Biona Peppermints (roll Pack)organic 21G - biona organic,5032722308961,21g,['biona organic'],,,['France'],"['Spray dried corn syrup*', 'dextrose*', 'palm fat*', 'natural aroma: peppermint oil* *= certified organic ingredients Tunical Nutritional Values']",[],?,397,1661 kj(397 kcal),1,"0,9","95,6","95,6",0,['Papier'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,4,1 g,en faible quantité,0.9 g,en faible quantité,95.6 g,en quantité élevée,,,,-5%,-6%,-93%,-86%,+44%,+93%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Organic Tropical Forest Honey - Raw Health,5032722311589,,['Raw Health'],,,['France'],['miel de foret'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,314,1314 kj(314 kcal),"0,5","0,1",78,78,"0,4",,,,,,,,,,,,,,,,,,,,,,"0,02",,"0,008",,,,,,['Bio'],,,,,,,,,,,,,,,,
1840,Hazelnut Waffles 175g *o*s - biona,5032722313569,175g,['Biona'],,,['France'],"['Sirop de blé*', 'farine de blé* ', '21%', 'huile végétale* ', 'huile de palme*', 'huile de tournesol*', ""sirop d'agave*"", 'noisettes* ', '7', '5%', 'farine de blé entier* ', '3', '5%', 'eau', 'protéine de tournesol*', 'émulsifiant ', 'lécithine de tournesol*', 'sel de mer', 'agent levant ', 'carbonate de sodium', 'cannelle*', 'citron*', "" *= issus de l'agriculture biologique""]",[],?,465,1946 kj(465 kcal),"19,9",8,"63,9","28,9","5,4",['card-box'],"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'En-cas']","['E322i - Lécithine', 'E500i - Carbonate de sodium']","['Gluten', 'Fruits à coque']",4,19.9 g,en quantité modérée,8 g,en quantité élevée,28.9 g,en quantité élevée,0.7 g,en quantité modérée,,+3%,+4%,-7%,-23%,+11%,-5%,-10%,"0,7",-1%,"0,28",-1%,19,-13%,E,-13%,"['Bio', ""À l'huile de tournesol"", 'en:euro leaf organic']",,C,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,,,,,
1841,Wild Thing organic paleo Raw Bar coconut & chia - Wild harvest,5034210522323,,['Wild harvest'],,,['France'],"['Dates*', 'noix de cajou*', 'noix de coco* ', '20%', 'graines de chia* ', '4%', 'acérola en poudre*', ' \r*Ingrédients biologiques certifiée par BG-BIO-02']","['Végétalien', 'Végétarien']",?,437,1828 kj(437 kcal),25,15,40,34,"7,4",,,,['Fruits à coque'],,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BG-BIO-02']",,,,,,,,,,,,,,,,
1842,Jus de myrtilles (et raisin) - The berry company - 1l,5034525006624,1 l,['The berry company'],,,['France'],"['Eau', 'jus de fruits à base de concentré 20%', 'Raisin', 'Myrtille', '2%', 'sucre', 'acide: acide citrique', 'arôme naturel', 'stabilisant: pectine', 'antioxydant: acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,41,172 kj(41 kcal),"< 0,5","< 0,1","10,3","9,7","< 0,1",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars']","['E330 - Acide citrique', 'E440 - Pectines', 'E300 - Acide ascorbique']",,4,0.5 g,en faible quantité,0.1 g,en faible quantité,9.7 g,en quantité élevée,0.025 g,en faible quantité,,-11%,-10%,+192%,+252%,-2%,-0%,-74%,"< 0,025",+77%,"0,01",+77%,13,+136%,E,+136%,,,C,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,
