,name,bar_code,eco_score,quantity,brand,categories,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,manufacturing,labels,allergens,generic_name,link,palm_ingredients,origin_detail,brand_owner,producer_info
1102,Gache Au Beurre Et à La Crême Fraiche - Brioches Fonteneau,3279840005637,C,,['Brioches Fonteneau'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches pur beurre']",,,['France'],"['Farine de blé ', 'gluten', 'sucre', 'beurre concentré ', 'soit 12,4 % en beurre reconstitué', ' ', 'lait', 'oeufs frais', 'eau', 'crème fraîche 5% ', 'lait', 'levain ', 'farine de blé ', 'gluten', 'eau', 'sel', 'levure', 'sel', 'arômes ', 'contient alcool']",,"['Sans huile de palme', 'Non végétalien']",4,15 g,en quantité modérée,10 g,en quantité élevée,13 g,en quantité élevée,1.1 g,en quantité modérée,?,,360,-1%,1506 kj(360 kcal),-1%,15,+9%,10,+14%,53,+4%,13,-6%,"7,5",-9%,"1,1",+14%,"0,44",+14%,19,+7%,E,+7%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['Plastique'],,,,"['Œufs', 'Gluten', 'Lait']",,,,,,
1103,Crème au chocolat - Le Petit Basque - 100g,3280248041004,,100g,['Le Petit Basque'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts au chocolat', 'Desserts lactés au chocolat']","['FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)"", 'EMB 33448B', ""Saint-Médard-d'Eyrans (Gironde, France)""]",,['France'],"['Lait entier de brebis* 83,2%', 'sucre*', 'poudre de cacao* 4,5%', 'amidon de riz*', "" * Ingrédients issus de l'agriculture biologique"", ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques', ' À conserver entre OOC et +60C']",,['Non végétalien'],3,6.5 g,en quantité modérée,4.5 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,?,,156,+2%,653 kj(156 kcal),+2%,"6,5",+3%,"4,5",+12%,18,-4%,13,-22%,"5,4",+41%,"0,1",-35%,"0,04",-35%,3,-56%,C,-56%,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,
1104,Mon Céleri rémoulade a la moutarde à l’ancienne - Pierre Martinet - 1kg,3281780867794,B,1 kg,['Pierre Martinet'],"['Plats préparés', 'Légumes préparés', 'Réfrigérés', 'Plats préparés réfrigérés', 'Céleris Rémoulade']",,"['Leclerc', 'Magasins U']",['France'],"['céleri 68 %', 'huile de colza', 'eau', ""moutarde à l'ancienne 1 % "", 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'tégument de graines de moutarde', 'sel', 'arômes', 'curcuma', 'ciboulette', 'épices', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", ""jaune d'œuf"", 'sel', 'amidon transformé', 'épaississant : gomme xanthane', 'acidifiant : E330', 'conservateur : sorbate de potassium', 'antioxydant : acide ascorbique']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",['Non végétalien'],4,1.2 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en faible quantité,1.4 g,en quantité modérée,?,,130,0%,544 kj(130 kcal),0%,"1,2",-90%,"0,9",-9%,3,-8%,"1,8",+3%,"1,1",-9%,"1,4",+39%,"0,56",+39%,5,+46%,C,+46%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,"['Barquette', 'Plastique']",,,,"['Céleri', 'Œufs', 'Moutarde']",,,,,,
1105,Fraîcheur Coque Gros - Matines - 10,3282070015284,B,10,['Matines'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en cage']",['3FRSDE03'],['Leclerc'],['France'],"['Œufs de poules élevées en cage ', ""code sur l'œuf commençant par 3""]",,['Non végétalien'],1,9.8 g,en quantité modérée,2.6 g,en quantité modérée,0.3 g,en faible quantité,0.31 g,en quantité modérée,?,,140,-2%,586 kj(140 kcal),-2%,"9,8",-2%,"2,6",+10%,"0,3",-55%,"0,3",-45%,13,+4%,"0,31",+11%,"0,124",+11%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Plastique'],['France'],['France'],['Pondu en France'],,,,,,,
1106,Panini poulet sauce curry micro ondable SAPRESTI,3287390075666,C,,['Sapresti'],"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet', 'Paninis']","['EMB 49244A', 'Pommeraye (Maine-et-Loire, France)']",,['France'],"['Pain spécial* 50% ', 'farine de blé', 'eau', 'levure', ""huile d'olive vierge extra"", 'sel', 'lait', 'sucre', 'farine de blé malté', 'préparation à base de viande de poulet* 22% ', 'viande de poulet 20% [origine UE]', 'amidon modifié de manioc', 'sel', 'sauce au curry 19% ', 'huile de colza', 'eau', 'SUcre', 'sirop de glucose', ""vinaigres de Xérès et d'alcool"", 'curry 0,5% [curcuma', 'coriandre', 'cumin', 'piment', 'poivre', 'fenouil', 'fenugrec]', 'sel', 'moutarde de Dijon [eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : E224', 'acidifiant : E330]', ""jaune d'œufs"", 'amidon modifié de pomme de terre', 'acidifiant: E270', 'épaississant : E415', 'conservateur : E202', 'Courgettes* 4,2%', 'tomates* 3,8%', 'huile de colza raffinée', 'amidon modifie de maïs', ' Pourcentages exprimés sur le produit fini', ' * Ingrédients décongelés', 'ne pas congeler ce produit', ' Les informations en gras sont destinées aux personnes allergiques OU intolérantes', ' Traces éventuelles de : crustacés', 'poissons', 'soja', 'fruits à coques', 'céleri', 'graines de sésame', 'sulfites', 'lupin', 'mollusque']","['E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,13 g,en quantité modérée,1.5 g,en quantité modérée,3 g,en faible quantité,1.5 g,en quantité modérée,?,,275,+8%,1151 kj(275 kcal),+9%,13,+46%,"1,5",-66%,29,+3%,3,+22%,"9,2",-20%,"1,5",+19%,"0,6",+19%,3,-65%,C,-65%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,,['Décongelé'],"['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,,,,
1107,Cassis délice de fruits bio - Vitabio - 290g,3288131114439,B,290 g,['Vitabio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,"['Magasins U', 'Leclerc']",['France'],"['Cassis de Pologne* 65g', ""sirop de sucres issus de fruits d'Italie*"", 'gélifiant: pectine de fruits', "" *Ingrédients issus de l'Agriculture Biologique""]",['E440 - Pectines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.3 g,en faible quantité,0.02 g,en faible quantité,37.8 g,en quantité élevée,0.05 g,en faible quantité,717,-22%,?,,717 kj(171 kcal),-25%,"0,3",+6%,"0,02",-67%,38,-30%,"37,8",-27%,"0,9",+50%,"0,05",+86%,"0,02",+86%,3,-68%,C,-68%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Bocal', 'Verre', 'Pot en verre', 'Capsule en métal']","['Italie', 'Pologne']",['France'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'Fabriqué en France']",,Spécialité de cassis bio,,,,,
1108,Détox citron thé vert - Vitamont,3289196800060,,,['Vitamont'],,,['Biocoop Caluire'],['France'],"['Eau', 'jus de citron* ', '23,5%', 'jus de pomme* ', '8%', 'jus de raisin blanc* ', '8%', 'infusion de thé vert* issu du commerce équitable ', '6%', 'infusion de basilic* ', '6%', 'jus de gingembre* ', '0,8%', ""*Ingrédients issus de l'agriculture biologique""]",,[],,,,,,,,,,?,,14,,59 kj(14 kcal),,0,,0,,"3,6",,"2,4",,0,,0,,0,,,,,,,,,,,,,"['Bouteille en verre', 'Bouchon']",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1109,Grenadine - sirop pur canne - Mascarin - 1L,3290082010210,A,1 L,['Mascarin'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine', 'Boissons avec sucre ajouté']",,,"['France', 'La Réunion']","['Sucre de canne', 'eau', 'jus de fruits à base de concentré ', 'aronia', 'acidifiant E330', 'arôme']",['E330 - Acide citrique'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,316,+34%,1322 kj(316 kcal),+22%,0,-100%,0,-100%,"79,8",+32%,"79,8",+36%,"0,1",-7%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['Bouteille', 'Verre']",,,['Point Vert'],,,,,,,
1110,Les tartines Sésame - L'Émile Saveurs - 200g (2 * 100g),3291960012852,B,200 g (2 * 100 g),"[""L'Émile Saveurs"", 'Émile Noël']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']",,,['France'],"['farine de riz*', 'farine de maïs*', 'farine de SÉSAME déshuilée* ', '10%', 'sucre de canne*', 'sel', "" *Ingrédients issus de l'agriculture biologique"", ' \rTraces possibles de SOJA']",,[],3,0.1 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,1579,-2%,17,-96%,1579 kj(17 kcal),-1%,"0,1",-98%,0,-100%,"3,4",-95%,"0,2",-96%,"0,5",-95%,"0,1",-89%,"0,04",-89%,3,-2%,C,-2%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'ES-ECO-016-CL', 'Agriculture UE/Non UE', 'FR-BIO-01']",['Graines de sésame'],Tartines Bio Craquantes au Sésame,https://www.emilenoel.com/produits/nos-tartines-sans-gluten-biologiques/,,,,
1111,Olivies bio au basilic - L'atelier Blini,3292070008735,B,,"[""L'atelier Blini""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives dénoyautées']",,,['France'],"['Olives vertes dénoyautées* 89,8%', 'basilic* 5,6%', 'huile de tournesol* ', 'sel', ' *issus de l\'agriculture biologique et certifiés par ""Certisys BE-BIO-OI r races éventuelles de: gluten', 'lait', 'sésame', 'amand', ' lupins et sulfites']",,['Non végétalien'],4,17 g,en quantité modérée,3 g,en quantité modérée,0.1 g,en faible quantité,2 g,en quantité élevée,?,,169,-5%,707 kj(169 kcal),-3%,17,-1%,3,+15%,"0,8",-49%,"0,1",-56%,"1,2",+4%,2,-40%,"0,8",-40%,9,-24%,C,-24%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'BE-BIO-01', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']","['Lupin', 'Lait', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",,,,,,
1112,Pizza Chorizo - Thiriet - 400g,3292590824914,B,400g,['Thiriet'],"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au chorizo']","['EMB 69194C', ""Saint-Didier-au-Mont-d'Or (Rhône, France)""]",['Thiriet'],['France'],"['farine de blé ', 'gluten', 'mozzarella ', 'lait', ' 25%', 'purée de tomate', 'chorizo choix 12,5% ', 'viande de porc', 'gras de porc', 'sel', 'épices', 'dextrose', 'antioxydant : extraits de romarin', 'conservateur : nitrite de sodium', 'fumée', ' eau', ""huile d'olive vierge extra"", 'sel', 'dextrose', 'levure de boulangerie', 'huile de colza', 'amidon', 'amidon de blé ', 'gluten', 'sucre', 'origan']","['E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,13 g,en quantité modérée,5.8 g,en quantité élevée,3 g,en faible quantité,1.4 g,en quantité modérée,1107,+13%,265,+10%,1107 kj(265 kcal),+11%,13,+34%,"5,8",+34%,23,-13%,3,-7%,13,+29%,"1,4",+2%,"0,56",+2%,13,+34%,D,+34%,59.0%,18.5%,4.6%,5.4%,2.6%,9.9%,70,"['Boite carton', 'Film plastique', 'Surgelé']",,,,"['Gluten', 'Lait']",Pizza à base de Mozarella et Chorizo choix,,,,,
1113,Cuisses de poulet surgelées - Thiriet - 1.5kg,3292590851279,D,1.5 kg,['Thiriet'],"['Viandes', 'Surgelés', 'Volailles', 'Poulets', 'Cuisses de poulet', 'Volailles surgelées']",,['Thiriet'],['France'],['poulet'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,10 g,en quantité modérée,2.9 g,en quantité modérée,0 g,en faible quantité,0.2 g,en faible quantité,?,,165,-6%,690 kj(165 kcal),-5%,10,-3%,"2,9",-9%,0,-100%,0,-100%,18,+1%,"0,2",-65%,"0,08",-65%,-1,-143%,A,-143%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Sachet'],,,"['Viande Française', 'Volaille-francaise']",,,,,,,
1114,Lasagnes à la Bolognaise - Thiriet - 1kg,3292590882457,C,1 kg,['Thiriet'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise', 'Lasagnes surgelées']",,"['Domicile', 'Thiriet']",['France'],"['sauce béchamel 21% ', 'eau', 'poudre de lait', 'farine de blé', 'amidon transformé', 'sel', 'arôme naturel de poivre', 'pâtes cuites 18% ', 'semoule de blé dur', 'eau', ""poudre d'œuf"", 'sel', 'viande bovine française 15% ', 'soit 25% de la sauce bolognaise', 'tomates concassées 14,7% ', 'tomates ', 'cubes et purée de tomates', 'jus de tomates', 'acidifiant : acide citrique', 'affermissant : chlorure de calcium', 'coulis de tomate reconstitué 10,8% ', 'eau', 'concentré de tomate', 'eau', 'céleri', 'emmental 2%', 'huile de tournesol et/ou colza', 'carottes 1,5%', 'amidon transformé', 'oignons déshydratés 0,8%', 'arômes naturels', 'sucre', 'sel', 'ail', 'plantes aromatiques']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",['Non végétalien'],4,3.9 g,en quantité modérée,1.5 g,en quantité modérée,2.8 g,en faible quantité,0.88 g,en quantité modérée,417,-19%,110,-15%,417 kj(110 kcal),-22%,"3,9",-31%,"1,5",-41%,12,-6%,"2,8",+12%,"5,8",-2%,"0,88",+24%,"0,352",+24%,1,-42%,B,-42%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,['Surgelé'],['France'],['France'],"['Viande Française', 'Viande-bovine-francaise']","['Céleri', 'Gluten', 'Lait']",Lasagnes surgelées - Lasagnes à la Bolognaise,"https://livraison.thiriet.com/produits/plats_cuisines/plats_a_partager/les_gratins/lasagnes_a_la_bolognaise,163,1139.html?&args=Y29tcF9pZD0xNTUmYWN0aW9uPWZpY2hlJmlkPSZ8&vars=ZmFtaWxsZV9pZD0xYjM3ODg2ZS1hZmZjLTQ1MGMtOGRkNC0zNmUzMDBhNSZwcm9kdWl0X2lkPTg4MjQ0JmZyb21fcmVjaGVyY2hlPSUyRnJlY2hlcmNoZSUyRnJlc3VsdGF0cyUyQzE4MCUyQzExNzEuaHRtbCUzRg%3D%3D",,,,
1115,Dattes de Tunisie - Leader Price - 250g,3293790000016,C,250 g,"['Leader Price', 'Le secret du Sahara']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes']",,['Leader Price'],['France'],['dattes deglet nour'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.3 g,en faible quantité,0.1 g,en faible quantité,64.2 g,en quantité élevée,0 g,en faible quantité,?,,295,-1%,1234 kj(295 kcal),-1%,"0,3",+6%,"0,1",+102%,"66,1",-4%,"64,2",+9%,"2,2",+2%,0,-100%,0,-100%,2,-59%,B,-59%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,"['Plastique', 'Barquette', 'Sous-vide', 'Film en plastique', 'Barquette']",,,,,,,,,,
1116,"Beaumont de Savoie au lait cru grand affinage POCHAT, 34% de MG - 200g",3294580900196,,200 g,,,,['Magasins U'],['France'],[],,[],,,,,,,,,,?,,401,,1678 kj(401 kcal),,33,,23,,"0,5",,0,,25,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,
1117,Pois du Cap - Royal Bourbon - 400g,3297387000175,,400 g,['Royal Bourbon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Légumineuses en conserve']",,['Score'],['France'],"['Pois du Cap', 'eau', 'sel']",,[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Conserve'],,"['Réunion', 'France']",,,Haricots,,,,,
1118,Diego Mangue Letchis 2 Litres,3297560861609,,,['Diego'],,,,"['France', 'La Réunion']","['mangue Letchi a base de purée et dc Jus concentres', ' Teneur en fruits 30% mtmrnum Ingrcdtcnts : Eau', ' jus dc porntnc a basc tic concentre', 'purec de mangue 10%', 'sucre', 'jus de letchi 1', '5%', 'arome', 'actdtftant : acide citrique', ' antioxydant : acidc ascorbgquc']",['E330 - Acide citrique'],[],4,,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,10,,"9,8",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1119,Préparation 100% Figue bio - Saveurs attitudes,3299430066275,,,['Saveurs attitudes'],,,,['France'],[],,[],,,,,,,,,,?,,183,,766 kj(183 kcal),,"0,2",,"0,1",,"43,9",,"43,2",,"1,1",,10,,4,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,
1120,Selles sur cher - Anjouin,3301170070105,E,,['Anjouin'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages de chèvre', 'Fromages au lait cru', 'Selles-sur-Cher']","['FR 36.004.001 CE', 'Anjouin (Indre, France)']",,['France'],"['Lait cru de chèvre', 'ferments', 'sel', 'colorant : charbon végétal\rFabriqué par FROMAGERIE DANJOUIN 36210 ANJOUIN']",['E153 - Charbon végétal médicinal'],['Non végétalien'],4,23 g,en quantité élevée,17 g,en quantité élevée,1.5 g,en faible quantité,1.5 g,en quantité modérée,?,,281,-1%,1176 kj(281 kcal),-1%,23,-1%,17,-1%,"1,5",+22%,"1,5",+106%,17,-5%,"1,5",-3%,"0,6",-3%,14,-3%,D,-3%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,['AOP'],,,,,,,
1121,Confiture Fraise / Rhubarbe - Côteaux Nantais - 325g,3301595000459,C,325 g,['Côteaux Nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de rhubarbe', 'Confitures de fraises', 'en:vegetable-jams']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0.06 g,en faible quantité,?,,255,+16%,1067 kj(255 kcal),+15%,0,-100%,0,-100%,"61,6",+13%,57,+8%,"0,6",+29%,"0,06",+199%,"0,024",+199%,7,-17%,C,-17%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Bio-dynamie', 'Demeter']",,,,,,,
1122,Beurre de baratte au lait pasteurisé LA DENT DU CHAT,3309480000621,,,['La Dent Du Chat'],['Matières grasses'],,,['France'],"['Crème pasteurisée ', 'LAIT', 'ferments lactiques', ' Fabriqué par IIIJ', 'P', 'B', ' 228 chemin de Californie 73200 Albertville ', 'Savoie', 'FRANCE']",,['Non végétalien'],2,82 g,en quantité élevée,58 g,en quantité élevée,0.5 g,en faible quantité,0.02 g,en faible quantité,?,,742,-8%,3105 kj(742 kcal),-7%,82,-7%,58,+154%,"0,5",+123%,"0,5",+209%,"0,4",+126%,"0,02",-90%,"0,008",-90%,19,+68%,E,+68%,,,,,,,,,,,['Fabriqué en France'],['Lait'],,,,,,
1123,Filet de Haddock - Fournier Fils - 200g,3324030012282,E,200 g,['Fournier Fils'],"['Produits de la mer', 'Poissons', 'Églefin', 'Poissons fumés', 'Haddocks fumés']","['FR 62.193.100 CE', 'Calais (Pas-de-Calais, France)']",['Carrefour'],['France'],"['Eglefin* MSC 97% ', 'MELANOGRAMMUS AEGLEFINUS', ' pêché en Atlantique Nord-Est FAO 27 I et II-Mer de Bare et Mer de Norvège et autres sous zones au chalut', 'sel 3%', ""colorant d'origine naturelle : Norbixine"", 'rocou']",['E160b - Rocou'],"['Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,3.5 g,en quantité élevée,"360,5",,76,-12%,"360,5 kj(76 kcal)",+2%,"0,5",-7%,"0,1",-22%,"0,5",+102%,"0,3",+72%,"19,3",-4%,"3,5",-5%,"1,4",-5%,11,+20%,D,+20%,93.1%,0.0%,1.1%,5.2%,0.5%,0.1%,14,['Barquette plastique'],,"['Calais', 'France']","['Fabriqué en France', 'Pêche durable', 'Pêche durable MSC', 'MSC-C-53427']",,,,,,,
1124,Epaule Cuite - Leader Price,3328470202807,,,['Leader Price'],,"['EMB 97213Q', 'Lamentin (Martinique, France)']",['Leader Price'],"['France', 'Martinique']",[],,[],,,,,,,,,,?,,111,,464 kj(111 kcal),,5,,"1,7",,3,,"1,5",,15,,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,,,,
1125,Lentilles vertes Bio - 1 kg - Markal,3329484411124,B,1 kg,['Markal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Lentilles', 'Lentilles vertes']",,,['France'],['Lentilles vertes biologiques'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.7 g,en faible quantité,0.2 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,?,,293,+2%,1226 kj(293 kcal),+0%,"1,7",+26%,"0,2",-7%,"28,5",-26%,1,-24%,25,+13%,0,-100%,0,-100%,-12,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,"['Sachet', 'Plastique', 'Sachet en plastique']",['France'],['France'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Cultivé et transformé en France', 'Notre filière Bio']",,Lentilles sèches issues de l'agriculture biologique,http://www.markal.fr/produit-bio-187.html#.U-ClF-N_uSo,,,,
1126,Lentilles Blondes - Markal - 500g,3329484451205,B,500 g,['Markal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles blondes']",,,['France'],['Lentilles blondes biologiques'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1 g,en faible quantité,0.2 g,en faible quantité,1 g,en faible quantité,0.03 g,en faible quantité,?,,289,-11%,1209 kj(289 kcal),-11%,1,-33%,"0,2",-17%,27,-39%,1,-35%,28,+15%,"0,03",+29%,"0,012",+29%,-7,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'IT-BIO-007']",,,,,,,
1127,Graines De Tournesol Décortiquées - Markal - 500g,3329488411205,C,500 g,['Markal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol décortiquées']",,['Bio14'],['France'],"['Graines de tournesol biologique Traces possibles de gluten', 'fruits à coque', 'sésame et soja']",,[],1,51.5 g,en quantité élevée,4.5 g,en quantité modérée,2.6 g,en faible quantité,0.03 g,en faible quantité,?,,610,+1%,2552 kj(610 kcal),+2%,"51,5",+3%,"4,5",-20%,"11,4",+2%,"2,6",+2%,"20,8",-6%,"0,03",-89%,"0,012",-89%,6,-34%,C,-34%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,"['Sachet', 'Plastique', 'Sachet en plastique']",,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,
